chromosome	position	Het	Mean_boostrap	lower_95	upper_95	pvalue
LG01	4766941.81208054	0.127622136032588	0.119924720772658	0.0441974533631105	0.221657553728628	0.566331781559406
LG01	4946015.34899329	0.148731353795407	0.119128450649194	0.038289553878301	0.231408071474644	0.722367214819133
LG01	5125088.88590604	0.159774291457944	0.110870586678319	0.0247684056497671	0.275974079269449	0.766108548013716
LG01	5304162.42281879	0.163863750927206	0.10395647640232	0.0155772700847526	0.322027626655597	0.758406937161908
LG01	5483235.95973154	0.168546676774359	0.108235276908933	0.022855517493971	0.286639869034815	0.801476171874458
LG01	5662309.49664429	0.157347229012384	0.118811661964163	0.0364145776622439	0.235622042834957	0.77028338838471
LG01	5841383.03355705	0.137213997136774	0.119800354391772	0.0411526900639449	0.226882481501861	0.641073951888405
LG01	6020456.5704698	0.116486879434295	0.120407689819976	0.0456115307366568	0.215736637079282	0.464457163226769
LG01	6199530.10738255	0.0966914551695239	0.120345249701633	0.0476384894219558	0.212562035059526	0.289216548218718
LG01	6378603.6442953	0.0782158245255972	0.12021029838189	0.0466604931347925	0.21664901794527	0.169566745064169
LG01	6557677.18120805	0.0618371742382278	0.119485875907396	0.0425419297486935	0.224947246940398	0.11102001472888
LG01	6736750.7181208	0.0525257103291219	0.117415536602579	0.03153476780335	0.25273260755708	0.13257687505093
LG01	6915824.25503356	0.0544100903962802	0.115316843906754	0.0267751158943256	0.264721716763246	0.168735303541928
LG01	7094897.79194631	0.0639559095251096	0.118223521611387	0.0305584105781812	0.245342414418267	0.167180658662936
LG01	7273971.32885906	0.0804877904499857	0.117660693703843	0.0316560029866248	0.246637515161915	0.256268572743063
LG01	7453044.86577181	0.100802972931014	0.118681051494284	0.0349659695027065	0.236559923170049	0.366916920518012
LG01	7632118.40268456	0.113697556165666	0.119369957265586	0.0408333305333046	0.2263229283754	0.452950700821714
LG01	7811191.93959732	0.121649202516248	0.119553545678242	0.043166520544464	0.222070877546667	0.517995127618903
LG01	7990265.47651007	0.137663142846027	0.119826801413078	0.0429632096678481	0.222960850203821	0.648932269140705
LG01	8169339.01342282	0.152667300482763	0.120004867421222	0.0459035244454999	0.2186763949315	0.767486051544498
LG01	8348412.55033557	0.142802605924196	0.120019417090257	0.0492606083791234	0.21440911409307	0.703461736445008
LG01	8527486.08724832	0.106852827366716	0.120558180943457	0.0513182072559578	0.208610272778007	0.367887692696546
LG01	8706559.62416107	0.0683810923851343	0.120998545905893	0.0521925206958667	0.208129330445219	0.094599217720546
LG01	8885633.16107383	0.0447249007688336	0.12053371946789	0.0512709642740404	0.208660277592944	0.0307078602549316
LG01	9064706.69798658	0.0416055823311462	0.120677171160365	0.0548239256776651	0.206012231646597	0.0212172723839762
LG01	9243780.23489933	0.0617629916208747	0.120743316765106	0.0572934171194772	0.201422516753748	0.0561623873027098
LG01	9422853.77181208	0.0864860790371593	0.120687508674727	0.0540374594609294	0.204913455270014	0.189058469900123
LG01	9601927.30872483	0.0939775300458675	0.120997283051347	0.0505909914870095	0.209163882861082	0.253828837592586
LG01	9781000.84563758	0.0875908622443063	0.12032705198117	0.0460585824482555	0.216218435122153	0.227417251004875
LG01	9960074.38255033	0.0732459834712278	0.119327792374306	0.043211232034284	0.224633176830718	0.164131965648369
LG01	10139147.9194631	0.0491944604278313	0.118346269932049	0.037994507505362	0.236593084462926	0.0919386512654601
LG01	10318221.4563758	0.0231911716728103	0.106625095672387	0.0190736394837042	0.305950507222736	0.145465166835036
LG01	10497294.9932886	0.0214963765249046	0.107170272364925	0.0108346177270666	0.310818683990933	0.147150213912905
LG01	10676368.5302013	0.0473618427592034	0.117095901734881	0.0172441810392066	0.272700049431197	0.152509531859463
LG01	10855442.0671141	0.102786519388628	0.114494830976575	0.0269536297589782	0.264312499196974	0.426675709393812
LG01	11034515.6040268	0.165023501697468	0.117959924527704	0.0312427050030094	0.244951643139209	0.799682972945984
LG01	11213589.1409396	0.19698533668	0.118935712274213	0.0351276353768747	0.235326081572695	0.932582255328928
LG01	11392662.6778523	0.189279370528486	0.119348654515276	0.0357739735713495	0.233435708511776	0.912713235577769
LG01	11571736.2147651	0.156455959564743	0.118777622413778	0.0357008146838265	0.231975181998117	0.770524265303991
LG01	11750809.7516779	0.120692247871063	0.117938770472907	0.03278078354782	0.244037031124541	0.519818445704148
LG01	11929883.2885906	0.101024083572845	0.116809266188751	0.0299715095447119	0.253789204790184	0.394723624305696
LG01	12108956.8255034	0.0964267936718807	0.116908793617251	0.029282340212659	0.251947844630653	0.363903525359098
LG01	12288030.3624161	0.0903319348283589	0.116959175652704	0.0333836536097862	0.249603392555178	0.320305121034229
LG01	12467103.8993289	0.0845927977898666	0.119325011353773	0.0386935512556841	0.231357068484604	0.243380778652303
LG01	12646177.4362416	0.0988264774595847	0.119658807448339	0.0412009584269478	0.222707469154317	0.328557884519621
LG01	12825250.9731544	0.142371610200061	0.11995580686154	0.0462526579244026	0.218066754728749	0.692803763400784
LG01	13004324.5100671	0.207945619107155	0.120706530785345	0.0549235656285312	0.204980653789028	0.988134990973976
LG01	13183398.0469799	0.233136781317857	0.121088964823363	0.0580385728930391	0.200548034995848	0.998851943113862
LG01	13362471.5838926	0.197865656310197	0.121157157174441	0.0552152477370091	0.202510328442119	0.978367318862686
LG01	13541545.1208054	0.152276701669892	0.120891876189985	0.0523219231129923	0.20709586894434	0.784874883347204
LG01	13720618.6577181	0.125150615683084	0.120895624344131	0.0524359521754551	0.209428936941615	0.541933011069025
LG01	13899692.1946309	0.126139139775366	0.120308891541962	0.0516029137588561	0.209530926889047	0.556758998170541
LG01	14078765.7315436	0.128142763959053	0.118753610718047	0.0354756130435315	0.238088918787053	0.570362621773754
LG01	14257839.2684564	0.113190553225654	0.11841002291547	0.0260101401995859	0.250414356837366	0.464431484191757
LG01	14436912.8053691	0.0922051543940451	0.117184712870933	0.0254334277213667	0.255489354183113	0.33935065856369
LG01	14615986.3422819	0.0689431068743286	0.117818242710089	0.0296037055232106	0.249964395436787	0.198708680566598
LG01	14795059.8791946	0.0519684859799497	0.11162786411119	0.0254298372784367	0.274999133927784	0.187099957320837
LG01	14974133.4161074	0.0463350911781746	0.114520907620921	0.0221631393537137	0.275175225541574	0.15652314864244
LG01	15153206.9530201	0.0461728756052238	0.117932736182935	0.027895317340219	0.250061748415702	0.107486422810042
LG01	15332280.4899329	0.0494673386413559	0.118820062882651	0.0329883109867156	0.240929557738955	0.100798345074328
LG01	15511354.0268456	0.0551480603659111	0.118813096262672	0.0377239448442006	0.232644275244903	0.10567251321942
LG01	15690427.5637584	0.0630791966386346	0.119771244628135	0.0431269859850733	0.22187469424923	0.110608289699977
LG01	15869501.1006711	0.074825358743463	0.11936542039481	0.0404173230061494	0.226579304579047	0.178172703637849
LG01	16048574.6375839	0.0954561161759322	0.119070178231267	0.0350796543846218	0.234744406977031	0.324006519798349
LG01	16227648.1744966	0.130477478411109	0.118643499758782	0.0333076240873225	0.238824494681872	0.587308317188155
LG01	16406721.7114094	0.166361383908729	0.116194089661308	0.0318667795070976	0.251241475593506	0.808541154761807
LG01	16585795.2483221	0.147919772507828	0.114686413393936	0.023567074527178	0.274325533974082	0.688332661971409
LG01	16764868.7852349	0.10195037340916	0.11219607318904	0.0243561200816672	0.275886357547702	0.440135505867231
LG01	16943942.3221477	0.102803363048795	0.117877400137156	0.0345465753231832	0.240691405530732	0.390340068016801
LG01	17123015.8590604	0.136775788673858	0.119703852822214	0.0408296535982142	0.226460572915849	0.638967405897835
LG01	17302089.3959732	0.163745832370693	0.120196538074506	0.044943768976184	0.21852139400892	0.833962786413299
LG01	17481162.9328859	0.172291079462417	0.12084852384348	0.0495140896762444	0.211486582786989	0.891464938805777
LG01	17660236.4697987	0.160837441283138	0.120587119294657	0.0516995511570824	0.208114775220321	0.840797973900161
LG01	17839310.0067114	0.140520506218452	0.119904376346161	0.0469099742235417	0.216366590714277	0.68069861737008
LG01	18018383.5436242	0.13999276980013	0.119934077094721	0.0417887995755811	0.223740014327297	0.664909402898029
LG01	18197457.0805369	0.177365586102866	0.118771463554905	0.0354559550576845	0.237167727824651	0.867260473868363
LG01	18376530.6174497	0.232345986641385	0.116341918610406	0.0326165048721814	0.249835753829225	0.977518434745778
LG01	18555604.1543624	0.245227314610966	0.117518719877365	0.0391557758970055	0.237903818166784	0.99280656717884
LG01	18734677.6912752	0.20203372439289	0.119432004281397	0.0405573263726052	0.229629647634648	0.954296762054635
LG01	18913751.2281879	0.166472276917133	0.119455586006103	0.0389123311769457	0.226985632876478	0.833386278521734
LG01	19092824.7651007	0.14817515234469	0.119515811275349	0.0393242741003023	0.226762297756236	0.722899257967343
LG01	19271898.3020134	0.145745414299894	0.119247265701905	0.0422291467964896	0.222458064542896	0.714567681906529
LG01	19450971.8389262	0.164456719719443	0.117878302236794	0.0393775986600907	0.235675083448051	0.818239139397718
LG01	19630045.3758389	0.188484942639582	0.118005243096904	0.0335080858590303	0.248302800351628	0.891306159751529
LG01	19809118.9127517	0.175717803805623	0.118573909257116	0.039992978719187	0.235514199030902	0.868623138939466
LG01	19988192.4496644	0.134927217923891	0.12028685777945	0.0401822565444226	0.223203784208863	0.622076511561719
LG01	20167265.9865772	0.10702403773775	0.119374972658733	0.0353681320829834	0.231607562807468	0.403958779407319
LG01	20346339.5234899	0.0959042347233279	0.118759408496944	0.0316807154054392	0.237324467812355	0.33412493418957
LG01	20525413.0604027	0.094892793847859	0.119187409051664	0.0377306733305085	0.229308120760519	0.312428572343387
LG01	20704486.5973154	0.10787203091074	0.116839872661401	0.0391359455901486	0.238574004404231	0.431973867748048
LG01	20883560.1342282	0.129967820177262	0.116541050677716	0.0246696393922431	0.262720097489189	0.583694412886908
LG01	21062633.6711409	0.132893661855355	0.118062420757056	0.0299465477490121	0.246622178386331	0.603129682023048
LG01	21241707.2080537	0.110124180747581	0.119338790421174	0.0378665620422806	0.228903798050468	0.426057561054252
LG01	21420780.7449664	0.0751945414166551	0.118933593597723	0.0381558439229801	0.230107792595256	0.190850001190511
LG01	21599854.2818792	0.059801205927052	0.11922236704792	0.0349870578024874	0.234504961313692	0.126606060680499
LG01	21778927.8187919	0.0883837091908861	0.1184212607097	0.0377328013833834	0.236009678762394	0.281803979273156
LG01	21958001.3557047	0.159020519404053	0.119020366983313	0.0446841615394261	0.224436406633731	0.805023629234035
LG01	22137074.8926174	0.189066436353486	0.119787943841308	0.0426966435219972	0.222708436662323	0.93146430725833
LG01	22316148.4295302	0.168314429932148	0.119743176745673	0.0404044847736882	0.224737624155574	0.846716437765574
LG01	22495221.966443	0.13351165998971	0.12007758032597	0.0437002679583238	0.219805417200608	0.615609119374469
LG01	22674295.5033557	0.096021121059579	0.120047179547981	0.0509872066463359	0.211813312298095	0.280964144124257
LG01	22853369.0402685	0.0752401292258707	0.119978436714509	0.0493691538594286	0.213105161235717	0.145164271941683
LG01	23032442.5771812	0.0750103260621309	0.12036293725215	0.0424003758959652	0.221803346887052	0.164117911385519
LG01	23211516.114094	0.0797292730743034	0.119998599238687	0.0398858990144261	0.225512402893426	0.20052922926743
LG01	23390589.6510067	0.0847465358172922	0.119309984058568	0.0397733442196907	0.225982447990443	0.236110068241011
LG01	23569663.1879195	0.105106984860238	0.11643200789243	0.0379752276009059	0.240973510742552	0.415399872516025
LG01	23748736.7248322	0.143850316670891	0.115142787405458	0.0269650841315043	0.261860602773631	0.676044265812841
LG01	23927810.261745	0.179382182998713	0.116235670243701	0.0202448290786082	0.268659550496477	0.831694136312297
LG01	24106883.7986577	0.213154936405583	0.116766038554925	0.0215236453841899	0.265292887654624	0.93229107992147
LG01	24285957.3355705	0.231767497462606	0.116815925207729	0.0243115981139652	0.259050103262646	0.968405664006003
LG01	24465030.8724832	0.215368738143058	0.116494789951655	0.027396158418176	0.257640995214037	0.947838596697278
LG01	24644104.409396	0.193389551718064	0.117032695441712	0.0268372727952262	0.25445357820883	0.899475310853947
LG01	24823177.9463087	0.188922167152708	0.117889321723637	0.0248401010967977	0.256225823472356	0.878923534408121
LG01	25002251.4832215	0.173196290981938	0.117561767210377	0.0289663457446521	0.252594040424943	0.826045186098455
LG01	25181325.0201342	0.125660629783018	0.118725716693743	0.0373090125499929	0.235101128568995	0.553545141094277
LG01	25360398.557047	0.083797171757679	0.118706594598696	0.0349132479319291	0.234735191799694	0.251121795914229
LG01	25539472.0939597	0.0719479393184567	0.118717852535228	0.0286642606946196	0.24559936262221	0.204213989802285
LG01	25718545.6308725	0.0746705746533891	0.118367484721215	0.0295078504401205	0.245422873592983	0.219031958938682
LG01	25897619.1677852	0.0975939334079323	0.119124166363824	0.040613040605385	0.228451015552629	0.329193795520161
LG01	26076692.704698	0.132377078716118	0.118524132302143	0.0322819944522848	0.243244329708236	0.598855740148451
LG01	26255766.2416107	0.141966000060438	0.118043995332783	0.0236249735198527	0.257283068163636	0.651470401442603
LG01	26434839.7785235	0.132714916419562	0.11861396419832	0.0294837042884767	0.24506179747455	0.598757298348873
LG01	26613913.3154362	0.112740975235649	0.119190345040384	0.0313827714526149	0.241105833343763	0.452814077321301
LG01	26792986.852349	0.0955582571584244	0.115880975439988	0.0205305155912946	0.274019959400372	0.382562146304603
LG01	26972060.3892617	0.0920894490172388	0.114305442303969	0.0110298201891569	0.298549822401761	0.388474491284394
LG01	27151133.9261745	0.117886966057085	0.115144336667632	0.0137265103878651	0.284849110688621	0.51502487669206
LG01	27330207.4630872	0.213124458711539	0.107948959780433	0.0144042659764937	0.299913556174613	0.91356877994935
LG01	27509281	0.24918272559962	0.103221611721691	0.0118625549515013	0.327890445725941	0.951717781722925
LG02	1236766	0.118558966302541	0.0938948329243293	0.0189059437884296	0.331290490293777	0.609892776193213
LG02	1384204.51006711	0.142762679441628	0.102143719205106	0.00865758343533083	0.326606707512362	0.679514935981734
LG02	1531643.02013423	0.161294746347117	0.114508091598639	0.0122104563948138	0.289275015005819	0.736352593818038
LG02	1679081.53020134	0.1632818886394	0.116404031964677	0.0185707797337175	0.272333849035773	0.755283174581933
LG02	1826520.04026846	0.140396703639713	0.116782307712232	0.0247324818365967	0.259812829555581	0.648058250398801
LG02	1973958.55033557	0.0992690834669155	0.118456898741201	0.0275058109904269	0.246169382497157	0.368390992713978
LG02	2121397.06040268	0.0595786203094858	0.118129133675441	0.0258437407935627	0.254645846475493	0.16514556247622
LG02	2268835.5704698	0.0366959333110343	0.116639841735012	0.0214483582105214	0.265283112605485	0.108363687926829
LG02	2416274.08053691	0.0350418973300255	0.116071472768909	0.0225191492569189	0.266469626436535	0.105523704433874
LG02	2563712.59060403	0.0591726844150417	0.115181835445097	0.0268183426843129	0.259591235206944	0.180282819587525
LG02	2711151.10067114	0.10102540346171	0.116098543115299	0.024549927415558	0.263563006788351	0.405555839722529
LG02	2858589.61073826	0.127236109568284	0.115750372239712	0.0165753466165055	0.275825533198502	0.565985239420271
LG02	3006028.12080537	0.1417619968893	0.117006407107255	0.0122192723336768	0.280478377825227	0.635121296432429
LG02	3153466.63087248	0.156293465663194	0.114701568972317	0.0134230958516613	0.284144182988189	0.717000372343416
LG02	3300905.1409396	0.18332281978854	0.113702560644336	0.0173178928052519	0.280487721322271	0.838538711520343
LG02	3448343.65100671	0.222003549076581	0.113632742934732	0.0199249911381693	0.277207924459836	0.943068206574435
LG02	3595782.16107383	0.232382596424466	0.106768741338688	0.0196452164242451	0.301593964921358	0.947985208984333
LG02	3743220.67114094	0.211865329698983	0.111239192549248	0.02035787143424	0.284637108142397	0.920546574802944
LG02	3890659.18120805	0.178620358723869	0.117485812023853	0.0272756743412408	0.253080080307895	0.848780448524635
LG02	4038097.69127517	0.145846549332419	0.118668471872105	0.0323952403536643	0.23962877427474	0.693210503683226
LG02	4185536.20134228	0.113488190392002	0.118851519252798	0.0352957178057454	0.234597432996988	0.458862971855039
LG02	4332974.7114094	0.0833150061439752	0.119581241311974	0.0347724961298671	0.233032519288667	0.239332607076572
LG02	4480413.22147651	0.0600473117834997	0.118819517555791	0.0332933926003937	0.238492684343216	0.135186072253833
LG02	4627851.73154362	0.0508196303080123	0.117508488195567	0.0319942669032401	0.247455065330756	0.118912467958872
LG02	4775290.24161074	0.0661099493999805	0.118341963640194	0.032442824345028	0.242410976966548	0.170965043962022
LG02	4922728.75167785	0.0987119501946631	0.116767049212945	0.030771820647356	0.252412274174845	0.378767364268989
LG02	5070167.26174497	0.112521213743158	0.117205233136941	0.0316095907532389	0.255691898734681	0.468801619753064
LG02	5217605.77181208	0.0970429437160435	0.118735517735969	0.0385754677955471	0.232838844908604	0.334504929895509
LG02	5365044.28187919	0.0716832736733423	0.120036409014729	0.0442405211818762	0.219874090117073	0.143664422686813
LG02	5512482.79194631	0.0507261515801674	0.120078081607964	0.0458965513736223	0.217415290513102	0.058561739705344
LG02	5659921.30201342	0.0360692097972189	0.120670096104342	0.0482458791201595	0.214037876667747	0.0237643186846404
LG02	5807359.81208054	0.0252649529329735	0.120479930681281	0.0466136000265371	0.214687659223366	0.0140275004465457
LG02	5954798.32214765	0.0193509208287721	0.119413871856081	0.0418415012281069	0.225523981394086	0.0178091840035625
LG02	6102236.83221476	0.0241418230632425	0.119038914056018	0.0397270199997573	0.232759834446868	0.0299934185640076
LG02	6249675.34228188	0.0532943998082821	0.119375739622658	0.0405612956688902	0.225226440966982	0.0835677880146629
LG02	6397113.85234899	0.0998348851348176	0.117792996563472	0.0293262617293697	0.248463816889185	0.377864672823567
LG02	6544552.36241611	0.129991914942064	0.117517738110559	0.0163939037875959	0.274886593415958	0.571991348352003
LG02	6691990.87248322	0.145235326484496	0.116923599246574	0.0107166291087929	0.283788927866867	0.651572669266481
LG02	6839429.38255034	0.155432739365804	0.115979007756503	0.00904429017029364	0.285908033949972	0.703445612608292
LG02	6986867.89261745	0.162741415371683	0.11549848792431	0.0127571744098728	0.281430691496214	0.74404762873813
LG02	7134306.40268456	0.163956017265578	0.117529671520311	0.021779997439117	0.2573047618868	0.774453580821683
LG02	7281744.91275168	0.154043820761678	0.102474050216426	0.0115879375121392	0.327005000612424	0.720606990434017
LG02	7429183.42281879	0.151390125382756	0.100908041074999	0.00101589766747267	0.354776253002219	0.694694505915291
LG02	7576621.93288591	0.147142045294692	0.103912719872912	0.00252132591807199	0.338786456420059	0.679299123899131
LG02	7724060.44295302	0.13192638333545	0.109931955612174	0.00656534161107755	0.314011619221741	0.60306524064303
LG02	7871498.95302013	0.106947058697032	0.115428785097604	0.0155255730408765	0.288131138124495	0.454198486541212
LG02	8018937.46308725	0.084292893169268	0.113474301904246	0.0280211929297185	0.264105447215399	0.31983456063265
LG02	8166375.97315436	0.0906371206360101	0.118148066799555	0.0343883166341922	0.24153722145545	0.30639309848776
LG02	8313814.48322148	0.115617224135425	0.118833034619868	0.0358600435931003	0.235277983907137	0.47527485323339
LG02	8461252.99328859	0.135555246823005	0.119387416045228	0.037078908222286	0.229530556000911	0.62741071261882
LG02	8608691.5033557	0.14450729071473	0.119543901783237	0.0394063666396566	0.227009084418026	0.69635985590215
LG02	8756130.01342282	0.14532758545234	0.119513121385811	0.0379023229819771	0.22786658629729	0.700326833721074
LG02	8903568.52348993	0.146807740357979	0.11852008405724	0.0323043315244293	0.242704825922694	0.69634663151614
LG02	9051007.03355705	0.158142907475007	0.11498861415082	0.0236461310773348	0.270574657681995	0.7433956079174
LG02	9198445.54362416	0.177217683059796	0.109805009120746	0.0174084923013399	0.297659674574217	0.811551321969258
LG02	9345884.05369128	0.158055183272958	0.109318098054102	0.0206119944164902	0.286365542253062	0.752926185692268
LG02	9493322.56375839	0.0740490556093744	0.116380968804632	0.0162223922847299	0.276706142545164	0.270862431870229
LG02	9640761.0738255	0.0348841061611906	0.113779783350272	0.00862667346307418	0.301894570792762	0.163499243134372
LG02	9788199.58389262	0.0320700330262418	0.114063083907085	0.00901530772800778	0.300112181123206	0.149936185475774
LG02	9935638.09395973	0.0429495945331727	0.1154997327033	0.0134167645447177	0.285530389563129	0.160729105175407
LG02	10083076.6040268	0.0663061043358	0.117184969667428	0.0161347607470042	0.268028899039483	0.222066514870622
LG02	10230515.114094	0.102186543808246	0.114230879772289	0.0146253117820785	0.279777801200293	0.432238653394145
LG02	10377953.6241611	0.143592597408415	0.105254341784715	0.012409072041113	0.313280983371792	0.679089061723435
LG02	10525392.1342282	0.182524424210829	0.105417054144399	0.017191564921126	0.313418744662388	0.825945996801619
LG02	10672830.6442953	0.220436044839831	0.116704383219342	0.0239253795973189	0.258718716264234	0.953395529413512
LG02	10820269.1543624	0.218754843750566	0.116937418200852	0.0276326442874565	0.256448012251694	0.95365071216454
LG02	10967707.6644295	0.199554292930744	0.117861639679107	0.0280877085126288	0.254462450443808	0.91523167101015
LG02	11115146.1744966	0.180443640117698	0.118624881551487	0.0323244772675703	0.2395325522878	0.874028350344979
LG02	11262584.6845638	0.169743406699754	0.119424511073304	0.0360799798330424	0.230409930339051	0.842411227283584
LG02	11410023.1946309	0.175013426290615	0.119410883800039	0.0386325115416499	0.229363086933148	0.869500029000971
LG02	11557461.704698	0.197665411052977	0.119219547356193	0.0396233483021052	0.230178469613097	0.943633859354802
LG02	11704900.2147651	0.224655873942853	0.118803101997879	0.0357817039578083	0.235057076438392	0.979537661524305
LG02	11852338.7248322	0.235364028972222	0.117617084731225	0.0298104378780349	0.250788292977226	0.978010948494763
LG02	11999777.2348993	0.227287271405481	0.117133681936552	0.0257527698929282	0.258030327764423	0.963643644467088
LG02	12147215.7449664	0.208828819971212	0.117274479066445	0.0232860867019581	0.259076105318176	0.929567951936464
LG02	12294654.2550336	0.183243151875419	0.11465873608321	0.0201649150540098	0.273309232517837	0.846249507596822
LG02	12442092.7651007	0.150541149604209	0.113902129914018	0.0153013873645456	0.287849699692878	0.690416971428871
LG02	12589531.2751678	0.112017291745942	0.111201162224895	0.0143526194815764	0.298323512682484	0.504212007307776
LG02	12736969.7852349	0.065677571409381	0.10853117817768	0.0138257162767532	0.297791335636528	0.287192233712127
LG02	12884408.295302	0.0271005282179213	0.114571555454931	0.0109446690613883	0.295589753384638	0.127256179009645
LG02	13031846.8053691	0.0106326965019715	0.106425864737584	0.00685844983690618	0.323495170709128	0.136474454169001
LG02	13179285.3154362	0.0119013435857094	0.103385093510097	0.00667826529379144	0.334897678098519	0.159197515499731
LG02	13326723.8255034	0.0362192210860591	0.108035393127241	0.00864028133262456	0.309861284357153	0.191510046307896
LG02	13474162.3355705	0.0791639065736687	0.112755118259165	0.0113745443821322	0.290809125754323	0.326604227715919
LG02	13621600.8456376	0.102779517719015	0.104993791055242	0.011366266546631	0.316818800167631	0.489467219468831
LG02	13769039.3557047	0.096914027107943	0.108078593438078	0.0111603221375502	0.309687516477371	0.445805911866412
LG02	13916477.8657718	0.0793085969132587	0.114861185924712	0.0148217613412996	0.285130300942707	0.312747484945078
LG02	14063916.3758389	0.0572053138628951	0.114580431918438	0.0197022563267461	0.271445772896056	0.194634568887623
LG02	14211354.885906	0.0390792804604068	0.116214819418837	0.0187299717420581	0.271106019892911	0.125707575367964
LG02	14358793.3959732	0.0314856773632079	0.115741490738378	0.0164857721541374	0.277088138234118	0.114013432881892
LG02	14506231.9060403	0.0460189700622294	0.115126061633246	0.0192352466348014	0.278162003130737	0.160207335778754
LG02	14653670.4161074	0.0941435675218684	0.116651141000522	0.0232318772114335	0.261399881103414	0.359945096988055
LG02	14801108.9261745	0.146944702949703	0.116275306529504	0.0192713772963706	0.267855690872807	0.679386264299458
LG02	14948547.4362416	0.160573423926289	0.115112886159519	0.0132639145800223	0.292083691607499	0.726123504085973
LG02	15095985.9463087	0.145485137267285	0.114709254981977	0.0118251847426919	0.297583109625621	0.654564846150428
LG02	15243424.4563758	0.12404432141179	0.115241354094202	0.0142932086940655	0.281266439245871	0.549265899487643
LG02	15390862.966443	0.113382769956313	0.112460747326768	0.0142378596000215	0.285004956585529	0.505104799335895
LG02	15538301.4765101	0.119120071593595	0.104409890157911	0.0100532096775475	0.326093619681205	0.566676152460011
LG02	15685739.9865772	0.121756433531185	0.101482066400323	0.00726994613913152	0.341582516589202	0.585923289745177
LG02	15833178.4966443	0.108538191559111	0.106928770718962	0.00777019330398988	0.313807234087165	0.507699568743797
LG02	15980617.0067114	0.0664948956711862	0.114824640708485	0.00852541993222632	0.293628927123183	0.264317682864848
LG02	16128055.5167785	0.0299089880176891	0.104545178767078	0.00618082300189575	0.326650960996223	0.199840602585034
LG02	16275494.0268456	0.0179640804783999	0.102391042014644	0.00865310834736928	0.333095884168627	0.178008181383851
LG02	16422932.5369128	0.0276471238456613	0.109018819317403	0.0161850626227921	0.297187759212243	0.143109891773946
LG02	16570371.0469799	0.0471622675107607	0.117709130984504	0.0249660057786456	0.253428434745472	0.119043020058532
LG02	16717809.557047	0.0529044150595393	0.116932261861301	0.024840560841122	0.2597053963486	0.151081868422672
LG02	16865248.0671141	0.0462819984076399	0.11699757643386	0.0230035632762299	0.258435627229993	0.126418227658972
LG02	17012686.5771812	0.0361986024206747	0.118065977018761	0.0264549612515854	0.250596182716656	0.0806625529964762
LG02	17160125.0872483	0.0247749074856033	0.118371359667806	0.031378275577762	0.241330576848504	0.0433819046456639
LG02	17307563.5973154	0.0168551786199074	0.11758017573792	0.0289393654109375	0.247463632666574	0.0394720348417505
LG02	17455002.1073826	0.0210775453594739	0.116117520641632	0.0245328090185103	0.267672387741542	0.0720191336852392
