Locus	fst	chromosome	position
65	348	0.1113	LG16	19876759
66	364	0.3187	LG13	13518047
67	367	0.3512	LG13	13517959
68	368	0	LG02	8817267
69	373	0.4449	LG08	21935513
70	376	0.0462	LG17	491060
71	377	0.0713	LG17	4388510
72	379	0.0115	LG09	18491323
73	380	0	LG20	8995844
74	381	0.425	LG06	10890799
75	388	0.1215	LG14	9808221
76	391	0.184	LG16	21523873
77	392	0.0917	LG23	8351293
78	404	0.0698	LG13	423107
79	410	0.006	LG09	13926079
80	411	0	LG11	28215278
81	415	0.3644	LG09	6944185
82	419	0.5162	LG17	10517407
83	420	0	LG17	11891252
84	422	0	LG19	2645644
85	425	0.5118	LG20	5151213
86	440	0.4429	LG03	27467841
87	445	0	LG14	11240709
88	463	0.1412	LG21	9638567
89	472	0	LG10	23241108
90	481	0	LG03	26628801
91	490	0.2822	LG14	1523992
92	494	0	LG11	27847476
93	512	0.0113	LG18	9558850
94	514	0.0634	LG20	1413400
95	522	0.4911	LG12	18820544
96	525	0.0259	LG22	19123984
97	528	0	LG08	15156053
98	534	0.4227	LG05	20110056
99	535	0	LG21	5362930
100	541	0.4491	LG12	10886813
101	545	0.2236	LG08	10413548
102	548	0	LG14	26573044
103	554	0	LG14	7209191
104	557	0	LG16	17552701
105	561	0.1588	LG09	10073918
106	571	0.1384	LG08	11071974
107	579	0.1405	LG20	5032562
108	589	0.1476	LG05	2535105
109	592	0	LG05	7679170
110	594	0.1456	LG20	21987431
111	597	0	LG15	20571696
112	605	0	LG16	11855044
113	612	0.1977	LG21	15008260
114	613	0.0196	LG22	6028173
115	616	0.5075	LG14	1538720
116	617	0.1172	LG09	11297440
117	618	0.0457	LG14	2325174
118	630	0.0259	LG23	8025312
119	644	0.1361	LG20	4187239
120	647	0.0233	LG22	19872092
121	660	0	LG12	11266320
122	663	0	LG14	22324245
123	669	0	LG01	12788651
124	671	0.0735	LG23	17377949
125	673	0	LG21	6249646
126	691	0	LG14	8500453
127	694	0.066	LG19	13093143
128	695	0.1619	LG02	16820235
129	700	0.1658	LG21	9085847
130	705	0.1849	LG13	17217650
131	707	0	LG22	1978209
132	708	0	LG09	1654444
133	716	0.2454	LG10	23520241
134	719	0.1332	LG11	14396040
135	721	0.4708	LG14	12869166
136	730	0.0373	LG17	10130879
137	733	0	LG06	18660007
138	734	0.03	LG13	25259416
139	735	0	LG16	14151077
140	739	0.0063	LG23	14881136
141	746	0	LG21	18110489
142	752	0.2299	LG11	8223689
143	756	0.0634	LG11	3127754
144	765	0.3954	LG01	16350985
145	766	0	LG02	17006437
146	768	0.1063	LG19	7893544
147	769	0.2193	LG20	8455617
148	772	0.0889	LG12	19202962
149	780	0.0844	LG12	4213605
150	786	0	LG20	10305701
151	792	0.129	LG22	13579970
152	803	0.0132	LG02	6015120
153	805	0.2253	LG21	9856598
154	813	0.1862	LG06	12873880
155	815	0.502	LG14	7114942
156	820	0.3372	LG08	6783271
157	825	0.0407	LG04	33313977
158	829	0	LG01	22477868
159	832	0.2156	LG15	8433971
160	844	0.006	LG14	25532106
161	860	0.1171	LG15	8162379
162	862	0	LG23	3032160
163	885	0.0199	LG10	5851100
164	888	0.3907	LG19	5854828
165	899	0.1777	LG23	11912788
166	901	0	LG19	14535981
167	917	0	LG09	23966054
168	925	0.283	LG07	16246230
169	926	0	LG06	8571939
170	927	0.4412	LG06	6420980
171	940	0	LG14	2567418
172	941	0.3129	LG23	16779334
173	943	0.0612	LG08	17866162
174	951	0.2537	LG22	3422278
175	952	0.0672	LG16	15094047
176	954	0	LG06	8064417
177	960	0.006	LG12	10174457
178	962	0.0523	LG23	22332615
179	964	0.0248	LG07	28218086
180	966	0.0335	LG13	18698689
181	974	0.0788	LG15	18002768
182	982	0.0164	LG05	18446161
183	986	0	LG09	18413149
184	992	0	LG21	3580050
185	1000	0	LG20	21700794
186	1002	0.1883	LG14	22855271
187	1007	0	LG16	14981817
188	1017	0	LG06	6804646
189	1020	0.197	LG18	17770636
190	1027	0.0489	LG11	880476
191	1031	0.2729	LG15	10603181
192	1036	0.2891	LG07	28626276
193	1037	0.0125	LG01	22314645
194	1047	0.2239	LG09	6946806
195	1048	0.0769	LG13	21014787
196	1052	0	LG03	29149123
197	1053	0.0259	LG13	11331788
198	1054	0.3441	LG06	19898749
199	1059	0.3082	LG01	27624343
200	1066	0.0519	LG15	25606927
201	1073	0.23	LG10	2603183
202	1078	0.0972	LG14	1738653
203	1082	0	LG02	7995350
204	1085	0	LG03	9056737
205	1089	0	LG08	13112738
206	1091	0.0938	LG04	987643
207	1092	0.0114	LG20	20701546
208	1094	0.0273	LG01	8989975
209	1098	0.3511	LG08	13960352
210	1104	0	LG01	12761963
211	1122	0.3268	LG04	16838600
212	1126	0	LG15	17499768
213	1138	0.1122	LG04	14058546
214	1157	0.1504	LG11	26193891
215	1159	0.0159	LG14	22877258
216	1160	0.0435	LG15	17477533
217	1162	0.0484	LG04	31408269
218	1167	0	LG11	10595723
219	1176	0.436	LG01	13275503
220	1190	0.3616	LG01	8092422
221	1193	0.4074	LG03	24543439
222	1197	0	LG20	15002118
223	1201	0	LG16	8523827
224	1205	0	LG18	2123484
225	1206	0	LG02	4112829
226	1218	0.0683	LG03	27647413
227	1228	0.2948	LG13	20016866
228	1229	0.1509	LG20	13703518
229	1253	0.0175	LG22	11919118
230	1254	0.1678	LG20	20099558
231	1258	0.005	LG07	27182155
232	1262	0	LG10	17743127
233	1266	0.1147	LG08	20768613
234	1275	0.0298	LG01	19119404
235	1285	0.2525	LG20	6673367
236	1287	0.0223	LG03	7081654
237	1294	0.1835	LG22	6705225
238	1306	0.4452	LG13	11880001
239	1311	0.015	LG09	12622187
240	1323	0.3051	LG20	6539707
241	1339	0.1651	LG14	17204107
242	1345	0	LG02	23955104
243	1349	0.0899	LG22	16461504
244	1354	0	LG12	3284303
245	1372	0	LG14	20906701
246	1392	0.0119	LG04	31306420
247	1393	0.4712	LG01	9598261
248	1407	0	LG23	12976106
249	1420	0	LG03	1176528
250	1441	0.3185	LG14	10322868
251	1451	0.0045	LG03	20425799
252	1452	0.006	LG20	5697820
253	1454	0.0787	LG05	18200049
254	1463	0.0328	LG14	16098739
255	1469	0.0348	LG20	12562983
256	1473	0.2549	LG11	27198631
257	1474	0.0417	LG12	7753631
258	1478	0	LG11	20773184
259	1482	0	LG13	10971676
260	1490	0.1379	LG07	23424347
261	1499	0.0638	LG04	25352161
262	1503	0.061	LG21	15279223
263	1504	0	LG09	6084778
264	1519	0.0445	LG11	19513503
265	1547	0.4488	LG11	7746059
266	1555	0.2675	LG07	13431477
267	1560	0.0603	LG15	15461179
268	1565	0	LG01	12864533
269	1567	0.2379	LG15	17339469
270	1568	0.0063	LG12	23698751
271	1571	0.1817	LG13	12440085
272	1572	0.003	LG13	17972384
273	1581	0	LG12	12097734
274	1582	0.0708	LG09	16940306
275	1589	0.0412	LG15	8882522
276	1590	0.0996	LG22	5312405
277	1592	0	LG10	2502491
278	1596	0.0506	LG16	22145857
279	1602	0.073	LG01	11804307
280	1617	0.2174	LG01	3728784
281	1629	0.3584	LG22	18697916
282	1635	0	LG13	5076698
283	1638	0.0832	LG04	14007496
284	1655	0.5035	LG11	24272512
285	1660	0.0588	LG18	7683702
286	1689	0.0142	LG13	21043471
287	1693	0.3081	LG08	10243819
288	1698	0	LG13	14576126
289	1711	0.0317	LG18	6879063
290	1712	0.0241	LG14	28035100
291	1713	0.1966	LG01	9493971
292	1722	0.0594	LG15	7404476
293	1729	0.0385	LG18	16054673
294	1730	0.0473	LG01	20219379
295	1734	0.0729	LG17	16433379
296	1737	0.1436	LG07	14640691
297	1738	0.2587	LG16	27755689
298	1739	0.0149	LG22	11675953
299	1748	0	LG18	18341373
300	1756	0	LG11	8086242
301	1770	0.0824	LG19	9781979
302	1773	0.0792	LG01	4343021
303	1794	0.3916	LG09	24143400
304	1817	0.0255	LG17	7587295
305	1821	0.3965	LG08	14640764
306	1833	0	LG01	9761602
307	1844	0	LG15	17981722
308	1845	0.0362	LG03	16345097
309	1848	0	LG01	13443093
310	1855	0.0556	LG02	23270633
311	1858	0	LG02	13158554
312	1859	0	LG04	22949532
313	1872	0.2507	LG10	21232603
314	1881	0.004	LG12	11484342
315	1889	0.0852	LG22	17138763
316	1906	0.0214	LG02	19009588
317	1907	0.3217	LG10	17098895
318	1911	0.3828	LG21	3578040
319	1926	0	LG20	20827715
320	1933	0.0563	LG21	12444588
321	1936	0.0762	LG14	24505155
322	1939	0.0268	LG23	947149
323	1957	0.1296	LG03	20523113
324	1961	0.1299	LG05	18759149
325	1962	0.0114	LG05	20623937
326	1963	0.0845	LG11	17081118
327	1968	0.0762	LG05	10680722
328	1969	0	LG23	1571051
329	1970	0.0219	LG14	5451290
330	1975	0.2215	LG14	5051097
331	1978	0.0548	LG11	18595849
332	1983	0.3101	LG13	11362580
333	1995	0.285	LG03	20433399
334	2029	0.4357	LG16	1408228
335	2033	0.0203	LG04	24372151
336	2038	0	LG19	9585216
337	2046	0.3601	LG05	11189734
338	2057	0	LG04	14495195
339	2058	0	LG17	5380965
340	2069	0.4912	LG07	17433168
341	2071	0.0631	LG11	19958497
342	2075	0.3336	LG05	21654489
343	2082	0.0114	LG17	8854605
344	2087	0	LG07	28942026
345	2100	0.0292	LG17	4283147
346	2110	0.1837	LG02	15714736
347	2118	0.3772	LG16	25894782
348	2127	0	LG15	18189153
349	2135	0.1662	LG21	10135760
350	2148	0.0838	LG03	24816799
351	2149	0.006	LG16	13928206
352	2151	0	LG01	7446401
353	2153	0.2224	LG11	20773096
354	2154	0.0726	LG04	24968352
355	2160	0.1745	LG12	18822680
356	2175	0.0995	LG15	5358650
357	2176	0.0955	LG04	18406174
358	2196	0.214	LG02	13700077
359	2204	0.3742	LG14	7233760
360	2206	0	LG22	13391318
361	2225	0.0487	LG11	14495794
362	2227	0.3669	LG02	1753025
363	2230	0	LG09	11505320
364	2234	0.0093	LG08	18949206
365	2251	0	LG23	15597949
366	2258	0.2247	LG13	7099455
367	2261	0.1358	LG21	19768537
368	2274	0	LG13	1229015
369	2279	0.1292	LG19	9742404
370	2309	0.0802	LG23	2794005
371	2319	0.4865	LG07	20997192
372	2327	0.0221	LG17	1002493
373	2329	0.0173	LG16	24549889
374	2331	0.0511	LG06	15803151
375	2332	0.0476	LG02	11144818
376	2334	0.016	LG04	13791139
377	2335	0.1367	LG12	6026045
378	2346	0	LG04	26005081
379	2349	0	LG16	9310784
380	2353	0	LG17	4205312
381	2362	0	LG01	13543511
382	2366	0.0303	LG21	21010013
383	2368	0.005	LG08	26184505
384	2370	0.3621	LG05	6913864
385	2371	0.1781	LG03	8761931
386	2382	0.0742	LG23	570487
387	2390	0.2989	LG13	19759312
388	2399	0	LG19	3269647
389	2400	0	LG08	24451697
390	2408	0	LG08	11860507
391	2417	0.2428	LG20	14555094
392	2425	0.0277	LG14	8286219
393	2429	0.005	LG14	26890038
394	2446	0.1693	LG03	29018446
395	2454	0	LG07	21594394
396	2455	0.083	LG01	10925525
397	2456	0	LG21	13077508
398	2468	0.2729	LG11	6043896
399	2491	0.0112	LG17	12103417
400	2497	0	LG20	22149852
401	2498	0.4133	LG23	2830661
402	2506	0.4704	LG08	11296393
403	2520	0.2459	LG07	12362085
404	2522	0.431	LG06	8028686
405	2539	0.2598	LG15	25129974
406	2550	0	LG14	4334323
407	2554	0.006	LG22	16243903
408	2558	0.0054	LG10	22020828
409	2564	0	LG23	13632032
410	2587	0.1052	LG14	202833
411	2601	0.1581	LG21	19584532
412	2603	0.0951	LG23	14392966
413	2604	0.2796	LG11	14815925
414	2607	0	LG15	12236853
415	2621	0.036	LG04	378962
416	2623	0.0349	LG19	2707850
417	2646	0.0575	LG03	727009
418	2647	0.4892	LG03	8603218
419	2648	0.0104	LG17	5506104
420	2672	0.1691	LG01	26278837
421	2677	0.005	LG21	9477851
422	2682	0	LG13	23528989
423	2690	0	LG22	9892159
424	2694	0.1424	LG21	8442668
425	2705	0.0553	LG10	22879308
426	2706	0	LG12	16946944
427	2709	0.006	LG19	18872684
428	2718	0.0433	LG22	16526905
429	2733	0.2002	LG02	20586675
430	2735	0.0949	LG07	13236326
431	2742	0	LG04	26781953
432	2751	0	LG23	22985440
433	2752	0.2723	LG14	29071558
434	2762	0.226	LG22	122447
435	2769	0	LG21	21919607
436	2780	0.1328	LG01	11869646
437	2786	0	LG16	30316865
438	2792	0.0595	LG09	14618268
439	2794	0	LG14	23846952
440	2810	0	LG05	10974598
441	2813	0.1388	LG15	16004593
442	2820	0.0437	LG15	17496341
443	2824	0.1323	LG13	18962061
444	2826	0.1269	LG13	18593933
445	2830	0.2298	LG07	23332711
446	2843	0	LG14	9081425
447	2844	0.0836	LG16	5617631
448	2850	0.1189	LG15	24809063
449	2851	0.1	LG08	21068744
450	2861	0.0595	LG14	15397625
451	2866	0.1556	LG01	23087036
452	2874	0	LG01	21713494
453	2880	0.1608	LG20	8455705
454	2885	0	LG06	17595671
455	2895	0.0325	LG09	23542361
456	2917	0.1304	LG14	24703575
457	2922	0.4305	LG11	24771036
458	2934	0.145	LG05	19374392
459	2947	0	LG23	939621
460	2950	0.0317	LG22	7744666
461	2966	0.2675	LG01	28089763
462	2967	0.3677	LG15	15149144
463	2973	0.1958	LG01	27732633
464	2974	0.2543	LG14	9719363
465	2977	0.4818	LG03	25242772
466	2985	0.0673	LG23	17166837
467	2990	0.0812	LG01	17231504
468	2995	0.1189	LG03	20582299
469	2997	0.4448	LG16	15198287
470	2998	0.041	LG18	7457147
471	3000	0.2191	LG21	7459198
472	3004	0	LG03	16947961
473	3015	0.2454	LG10	15163654
474	3016	0.022	LG02	10295723
475	3019	0.3492	LG20	9261701
476	3023	0.1888	LG20	23059969
477	3031	0.1	LG09	20025730
478	3039	0.0211	LG11	22402420
479	3043	0.014	LG21	21161935
480	3049	0	LG07	5032372
481	3057	0.2418	LG05	18929714
482	3061	0.221	LG19	12728793
483	3062	0.0045	LG13	4642806
484	3066	0.3783	LG16	5085357
485	3076	0.3656	LG18	13129513
486	3086	0.3437	LG16	5738820
487	3095	0.089	LG07	10800502
488	3096	0.2726	LG01	1380478
489	3102	0.1347	LG14	22294077
490	3111	0	LG07	16957862
491	3116	0.1918	LG02	12426111
492	3120	0.0873	LG18	1987451
493	3121	0.1157	LG10	12858006
494	3129	0.0114	LG14	10030230
495	3132	0	LG13	19057220
496	3138	0.0679	LG20	13442555
497	3155	0.1073	LG11	10611402
498	3161	0.3542	LG08	15130801
499	3172	0.0109	LG02	14430240
500	3175	0.0192	LG18	5047498
501	3176	0	LG10	9762442
502	3186	0.3691	LG19	9805870
503	3188	0	LG11	18842454
504	3193	0.2807	LG08	4803505
505	3195	0.2816	LG07	13297888
506	3196	0.1747	LG22	19156479
507	3197	0.2457	LG08	24846203
508	3207	0.1863	LG08	5648759
509	3223	0.0821	LG01	21052003
510	3226	0	LG05	23467528
511	3228	0.2055	LG14	25824909
512	3238	0.0945	LG23	14600916
513	3244	0.0269	LG08	6495561
514	3248	0.3661	LG10	20021617
515	3258	0.005	LG11	2454027
516	3261	0.1318	LG18	18120527
517	3266	0.0489	LG11	18795306
518	3280	0	LG04	8454042
519	3284	0	LG07	9539930
520	3297	0	LG09	4200504
521	3298	0.0778	LG21	12713994
522	3303	0.031	LG21	6035264
523	3304	0.3513	LG12	21990246
524	3307	0.0585	LG07	26173439
525	3308	0	LG14	10599926
526	3312	0.0267	LG03	13069918
527	3324	0	LG07	16407381
528	3328	0.0633	LG17	16950833
529	3331	0.1276	LG16	17157144
530	3338	0.4	LG16	12671455
531	3339	0.021	LG13	20637133
532	3341	0.0261	LG14	28893155
533	3342	0.5149	LG21	13232316
534	3343	0	LG12	20424695
535	3348	0.0948	LG16	19834425
536	3351	0.3774	LG19	15047198
537	3356	0	LG23	19265074
538	3362	0	LG11	24536157
539	3373	0.0439	LG08	8966991
540	3375	0	LG19	7130932
541	3378	0	LG17	15944429
542	3379	0.1143	LG14	24722870
543	3381	0	LG05	6350461
544	3396	0.0223	LG06	25314954
545	3405	0.2754	LG20	9196469
546	3406	0	LG16	24229115
547	3413	0.0392	LG22	10670043
548	3416	0.0113	LG19	15655291
549	3417	0.4142	LG14	11676361
550	3420	0.006	LG21	3313349
551	3428	0.005	LG11	3481234
552	3430	0	LG11	14468693
553	3434	0.3406	LG10	6003116
554	3437	0.3213	LG12	23290112
555	3458	0	LG09	3493810
556	3460	0.1302	LG18	6528272
557	3464	0	LG01	2734393
558	3473	0.0905	LG01	17544233
559	3480	0.4409	LG12	23074809
560	3484	0.1248	LG15	23057730
561	3488	0.0448	LG16	28100360
562	3499	0.4497	LG23	1731017
563	3501	0.1982	LG21	12112127
564	3505	0	LG12	18593577
565	3523	0.0331	LG15	5955032
566	3524	0.1545	LG14	24505243
567	3541	0.006	LG13	24575544
568	3547	0.1391	LG17	4126590
569	3553	0.0557	LG04	30956415
570	3554	0	LG18	16220209
571	3561	0.1846	LG18	2208393
572	3564	0.3173	LG19	5505825
573	3566	0	LG18	18337381
574	3577	0	LG03	17399324
575	3578	0	LG04	23391980
576	3585	0	LG05	17298691
577	3594	0.2267	LG14	5903591
578	3600	0	LG21	18337123
579	3601	0.0588	LG17	8319369
580	3606	0.4824	LG07	29181476
581	3622	0.3007	LG21	18382081
582	3623	0.1678	LG02	12024231
583	3630	0.3484	LG01	28032467
584	3636	0	LG14	20385829
585	3639	0.5072	LG17	7633583
586	3651	0.4029	LG09	1872590
587	3659	0.0764	LG16	23334936
588	3680	0.255	LG17	8605809
589	3683	0.0254	LG09	4680682
590	3692	0	LG06	13048766
591	3694	0.1357	LG04	23536033
592	3708	0.0914	LG13	1535521
593	3721	0	LG02	18900520
594	3728	0.1882	LG05	18541764
595	3734	0.0699	LG06	5926292
596	3750	0.2744	LG03	18130551
597	3753	0.035	LG10	9860946
598	3754	0	LG19	20346480
599	3756	0.5257	LG11	22468503
600	3761	0.0156	LG03	20306369
601	3776	0.1866	LG01	24455925
602	3780	0.5095	LG22	2810555
603	3791	0.0269	LG02	16926107
604	3794	0.0731	LG01	17891914
605	3797	0.0281	LG21	5722754
606	3798	0.2697	LG07	23461249
607	3799	0.0466	LG03	11143943
608	3814	0.3988	LG23	16003346
609	3822	0.4419	LG17	15671266
610	3825	0.0538	LG18	8102874
611	3827	0.4709	LG16	18742865
612	3828	0.0956	LG02	23363691
613	3832	0.1569	LG14	17957361
614	3833	0.443	LG12	7696087
615	3834	0.1759	LG19	2026203
616	3843	0.0595	LG01	7799052
617	3849	0.2275	LG15	22242308
618	3853	0.506	LG03	19916664
619	3855	0.003	LG21	19913962
620	3865	0.1653	LG16	28094621
621	3866	0	LG18	10794024
622	3867	0.1206	LG21	16251957
623	3875	0.01	LG04	34503689
624	3879	0.031	LG03	1306194
625	3885	0.0156	LG03	23804757
626	3886	0	LG11	14501523
627	3887	0.3989	LG06	14278663
628	3894	0	LG23	19738781
629	3900	0.3087	LG20	4903898
630	3902	0.4006	LG21	11188757
631	3917	0.0104	LG01	2734304
632	3929	0.0312	LG13	6072318
633	3931	0.3274	LG11	5295900
634	3932	0	LG04	13557402
635	3939	0.1969	LG17	12450113
636	3940	0.1799	LG06	7867156
637	3946	0	LG19	20490861
638	3948	0.3077	LG09	5671531
639	3952	0	LG05	13877687
640	3957	0.0114	LG07	823426
641	3960	0	LG08	10342640
642	3962	0	LG10	605025
643	3963	0	LG10	4690015
644	3972	0.5529	LG11	8894347
645	3973	0.1839	LG06	17505582
646	3991	0	LG03	11820911
647	4000	0	LG15	11074597
648	4002	0.0446	LG03	8053673
649	4003	0.016	LG01	24038892
650	4004	0.0266	LG15	7912926
651	4010	0.4765	LG03	13761867
652	4013	0.3989	LG04	33514896
653	4016	0	LG16	29559461
654	4025	0.1251	LG03	24223878
655	4031	0.0535	LG13	1193395
656	4032	0.3065	LG16	28482320
657	4033	0	LG21	14840975
658	4036	0.0721	LG21	15316907
659	4039	0	LG22	9367737
660	4040	0.26	LG08	10912553
661	4045	0.0166	LG04	19808416
662	4058	0.2308	LG06	18751866
663	4062	0.0381	LG19	1676774
664	4065	0	LG06	4009836
665	4066	0.0513	LG20	8942881
666	4070	0	LG20	4384499
667	4079	0.0879	LG15	21346221
668	4081	0.0786	LG22	9230244
669	4083	0.2954	LG10	15139047
670	4088	0.0715	LG14	20885177
671	4090	0.3983	LG09	17063685
672	4092	0.4572	LG12	6182711
673	4097	0.0383	LG17	16950745
674	4100	0.0929	LG21	15218089
675	4103	0.0312	LG01	19759592
676	4108	0.145	LG16	27795973
677	4126	0.027	LG04	28825553
678	4132	0.3961	LG01	8475035
679	4133	0.0506	LG04	24866885
680	4137	0	LG07	11811714
681	4140	0.014	LG13	22202718
682	4142	0	LG09	17587809
683	4145	0.139	LG12	23109552
684	4146	0	LG09	8211355
685	4148	0.361	LG21	18381376
686	4150	0.0122	LG07	18790673
687	4154	0.1084	LG11	2619748
688	4156	0	LG13	24013669
689	4159	0	LG23	9262983
690	4162	0	LG05	14791890
691	4171	0.0097	LG10	17543844
692	4172	0.0107	LG20	5165816
693	4174	0.006	LG22	9047081
694	4176	0.0882	LG18	20408482
695	4185	0.006	LG14	15778586
696	4187	0	LG19	14116914
697	4188	0.2867	LG11	12127935
698	4191	0.1217	LG06	20741073
699	4192	0.4999	LG16	23885047
700	4206	0.0257	LG10	9793217
701	4207	0.3425	LG21	9732870
702	4212	0.0982	LG04	33598863
703	4213	0.0751	LG06	237908
704	4214	0.1874	LG21	9121607
705	4217	0	LG23	1421669
706	4226	0.3136	LG09	24607602
707	4227	0	LG13	18686608
708	4230	0.011	LG04	23389886
709	4235	0	LG06	14270635
710	4242	0.004	LG16	24526804
711	4244	0	LG01	8751793
712	4251	0.0338	LG10	16638251
713	4255	0	LG05	19773629
714	4257	0	LG21	21235457
715	4280	0	LG22	357359
716	4285	0.0443	LG23	20615542
717	4301	0.1546	LG01	18990497
718	4317	0.3627	LG08	21516625
719	4330	0	LG14	25564343
720	4332	0.202	LG23	3521287
721	4336	0.0988	LG11	6123685
722	4344	0.2391	LG11	9920661
723	4352	0	LG16	27854956
724	4361	0	LG11	27160901
725	4365	0.0274	LG01	18164746
726	4368	0.0385	LG08	12744936
727	4371	0	LG04	20122826
728	4373	0.1109	LG04	22943548
729	4380	0	LG21	5024802
730	4381	0.321	LG07	30092491
731	4383	0	LG08	10859832
732	4392	0.062	LG03	11832920
733	4396	0.0052	LG13	7298301
734	4398	0.4226	LG06	18998161
735	4402	0.0118	LG14	17552012
736	4404	0	LG22	7532382
737	4411	0.4005	LG12	22019003
738	4412	0	LG23	9893197
739	4413	0	LG15	4100436
740	4426	0.1638	LG10	4400003
741	4440	0.1875	LG22	15103048
742	4442	0	LG13	14527982
743	4452	0	LG06	12297808
744	4453	0.006	LG03	9773441
745	4458	0.0164	LG22	8231118
746	4459	0.0547	LG09	19494289
747	4471	0	LG05	10206004
748	4472	0.1957	LG07	806594
749	4473	0.0288	LG12	4009809
750	4484	0.0258	LG05	3970822
751	4489	0	LG04	27352498
752	4491	0.016	LG08	10633171
753	4492	0.1405	LG14	9933392
754	4494	0	LG01	9685227
755	4495	0.166	LG18	14023647
756	4499	0.0356	LG20	2829965
757	4507	0	LG13	4567648
758	4508	0.0136	LG18	14305873
759	4514	0.2211	LG07	27682138
760	4522	0.1712	LG13	19927564
761	4536	0.1109	LG19	13287200
762	4539	0.1007	LG23	192827
763	4541	0.1603	LG21	3250882
764	4549	0.0908	LG17	7290454
765	4550	0.006	LG12	17753872
766	4556	0.234	LG09	1872502
767	4557	0.0268	LG04	3826017
768	4568	0.023	LG12	4779086
769	4570	0.2568	LG21	5426321
770	4572	0.0671	LG06	24057453
771	4575	0.2251	LG13	16159529
772	4578	0	LG15	18490187
773	4582	0.0169	LG04	6571110
774	4588	0.0831	LG12	24207382
775	4596	0.4019	LG08	1761739
776	4599	0	LG23	4023710
777	4609	0.2788	LG08	24762010
778	4613	0.0303	LG05	23973460
779	4615	0	LG09	3670506
780	4617	0.1157	LG09	16838649
781	4620	0.2845	LG10	7813485
782	4629	0	LG09	20931379
783	4637	0.016	LG07	15411923
784	4643	0.0785	LG13	5556883
785	4644	0.1713	LG05	11293151
786	4646	0.2089	LG05	19743630
787	4660	0.473	LG07	15879034
788	4661	0	LG19	14510561
789	4664	0	LG13	19009504
790	4671	0.1398	LG13	16647496
791	4689	0.1124	LG02	19993451
792	4696	0	LG11	24477363
793	4702	0.2554	LG09	9449210
794	4711	0	LG12	8167261
795	4715	0	LG15	1253762
796	4720	0.3859	LG18	19645438
797	4727	0.0234	LG06	489796
798	4729	0.0828	LG15	10706163
799	4734	0	LG17	16510645
800	4739	0.2775	LG01	6163089
801	4740	0.0219	LG12	4809150
802	4744	0.0169	LG19	11917050
803	4747	0.0159	LG03	27467753
804	4754	0.1497	LG14	25213748
805	4759	0.0367	LG22	19809786
806	4760	0.0642	LG14	27989426
807	4761	0.0685	LG05	10222929
808	4766	0.0171	LG20	21148698
809	4775	0	LG22	12376372
810	4777	0.4045	LG04	25625757
811	4779	0	LG03	16989964
812	4782	0.225	LG16	29902249
813	4799	0.2988	LG06	6902120
814	4815	0.0472	LG03	12288968
815	4818	0	LG05	13382747
816	4824	0.0096	LG15	19559265
817	4832	0.0549	LG03	525362
818	4834	0.0273	LG11	12058857
819	4836	0.5062	LG02	14934973
820	4837	0.129	LG11	18564220
821	4841	0.0453	LG16	6040999
822	4849	0.3663	LG15	17083022
823	4852	0	LG15	24781633
824	4856	0	LG07	20645188
825	4863	0.0905	LG03	27837891
826	4878	0.149	LG05	11387138
827	4885	0.168	LG17	11306859
828	4887	0.004	LG06	22208449
829	4891	0	LG08	15555865
