Locus	chromosome	position	fst
17342	LG01	13165795	0.5988
13276	LG01	13203369	0.2331
7855	LG01	13272763	0.3392
1176	LG01	13275503	0.515
23055	LG01	13348517	0.4333
15037	LG01	13433828	0.1076
17074	LG01	13460605	0.0553
2362	LG01	13543511	0.1312
19716	LG01	13543599	0.0837
15548	LG01	13549939	0.0632
7573	LG01	13566886	0.2047
253	LG01	13663746	0.0113
11711	LG01	14052789	0.2597
17183	LG01	14174929	0.1653
24779	LG01	14182553	0.0276
16291	LG01	14215233	0.1859
14720	LG01	14360204	0.9747
20245	LG01	14915282	0.2915
8568	LG01	14990824	0.0514
10524	LG01	15222575	0.0299
12001	LG01	15477998	0.0324
5584	LG01	15478086	0.0436
14461	LG01	15523673	0.1047
16036	LG01	15698538	0.0068
5925	LG01	15884506	0.0113
12756	LG01	15941922	0.053
20222	LG01	15949701	0.7533
16522	LG01	16029166	0.0098
6077	LG01	16099585	0.0728
15053	LG01	16100804	0.0502
765	LG01	16350985	0.5909
21518	LG01	16668458	0.0982
9305	LG01	16799615	0.3064
2990	LG01	17231504	0.9147
24372	LG01	17254201	0.0063
6225	LG01	17343059	0.1392
16441	LG01	17478244	0.1108
11370	LG01	17483374	0.051
3473	LG01	17544233	0.0465
7823	LG01	17686137	0.0261
23879	LG01	17874079	0.0451
23836	LG01	17891826	0.0026
3794	LG01	17891914	0.0423
13135	LG01	17894333	0.0205
4365	LG01	18164746	0.9709
22376	LG01	18270121	0.173
6218	LG01	18938963	0.035
20154	LG01	19065023	0.9014
1275	LG01	19119404	0.0103
12082	LG01	19122718	0.0514
6687	LG01	19131955	0.1433
25090	LG01	19484176	0.0137
4103	LG01	19759592	0.0215
20926	LG01	19851693	0.3477
9000	LG01	20164805	0.0374
15443	LG01	20190362	0.0941
17329	LG01	20190450	0.017
1730	LG01	20219379	0.02
15393	LG01	20244563	0.2444
16989	LG01	20244651	0.0377
7326	LG01	20934271	0.0716
18566	LG01	21078734	0.8014
21583	LG01	21139714	0.0161
24866	LG01	21344701	0.102
19900	LG01	21474610	0.0145
10039	LG01	21639498	0.0139
2874	LG01	21713494	0.719
7286	LG01	21876491	0.1088
10399	LG01	22235777	0.0365
12877	LG01	22265414	0.2688
16033	LG01	22274751	0.2137
1037	LG01	22314645	0.0137
9965	LG01	22419167	0.0644
18308	LG01	22419255	0.0115
23529	LG01	22426003	0.0856
829	LG01	22477868	0.0553
7275	LG01	22595118	0.0604
24934	LG01	22930946	0.0642
11054	LG01	22931034	0.0975
2866	LG01	23087036	0.1051
6801	LG01	23099470	0.0012
25204	LG01	23131382	0.0722
5569	LG01	23205145	0.0237
13275	LG01	23209262	0.0799
9926	LG01	23296870	0.0231
9894	LG01	23601228	0.0482
4003	LG01	24038892	0.0036
17121	LG01	24067024	0.0046
11504	LG01	24263046	0.5123
3776	LG01	24455925	0.8514
19526	LG01	24606463	0.0689
4909	LG01	24794728	0.0023
11479	LG01	24916735	0.8223
9421	LG01	24972595	0.2054
67	LG01	25118415	0.0362
19996	LG01	25476068	0.0025
9870	LG01	25537657	0.0953
19340	LG01	25547121	0.0702
7341	LG01	25623962	0.026
16833	LG01	25695043	0.0303
13766	LG01	26270788	0.0424
126	LG01	26277273	2e-04
2672	LG01	26278837	-2e-04
23915	LG01	26446274	0.0579
14634	LG01	26802776	0.0288
6410	LG01	26825592	0.2209
15925	LG01	26825871	0.0118
2973	LG01	27732633	0.0809
3630	LG01	28032467	0.2486
25095	LG01	28089675	0.0234
9673	LG02	549312	0.0742
5748	LG02	558992	0.052
16332	LG02	563449	0.0077
18249	LG02	565546	0.0061
12161	LG02	704956	0.6231
22330	LG02	1459777	0.0421
2227	LG02	1753025	0.6526
12720	LG02	1753113	0.6503
16396	LG02	1855213	0.0173
23643	LG02	2178449	0.0069
5819	LG02	2217111	0.0099
24808	LG02	2862479	0.0271
8450	LG02	2934383	7e-04
14890	LG02	3068799	0.1103
19616	LG02	3134816	0.2198
5650	LG02	3684400	0.2259
20570	LG02	3848141	0.0797
11304	LG02	4112741	0.2389
1206	LG02	4112829	0.0422
14293	LG02	4229502	-0.0018
20501	LG02	4299068	0.0367
5692	LG02	4299155	0.0261
17606	LG02	4524449	-0.0011
23345	LG02	4533055	0.0078
10191	LG02	5034803	0.0353
13038	LG02	5142106	0.435
18002	LG02	5475402	0.017
16683	LG02	5502143	0.5137
15713	LG02	5557301	0.0763
13249	LG02	5557389	0.0265
15714	LG02	5577796	0.0085
20284	LG02	5625109	-0.0024
21377	LG02	5810716	0.1207
20373	LG02	5899155	0.0493
8277	LG02	5947585	0.8953
9741	LG02	5980256	0.0538
803	LG02	6015120	0.0204
19750	LG02	6566985	0.2174
9632	LG02	6571036	0.0098
19094	LG02	6619151	0.7214
6195	LG02	6622660	0.0976
11378	LG02	7657629	0.0234
20552	LG02	7704733	0.2745
1082	LG02	7995350	0.0196
6709	LG02	8318815	0.7145
6275	LG02	8423715	0.0187
15007	LG02	8436896	0.0085
10012	LG02	8567215	0.1136
14655	LG02	8606584	0.0455
7132	LG02	8637797	0.1543
368	LG02	8817267	0.0352
21296	LG02	8900071	0.7547
7390	LG02	8993371	0.735
24148	LG02	9902304	0.0489
12065	LG02	9912651	0.3393
15557	LG02	9912739	0.3967
3016	LG02	10295723	0.0188
17073	LG02	10365156	0.0853
23838	LG02	11039942	0.0055
19045	LG02	11101487	0.2501
10878	LG02	11133801	0.0192
2332	LG02	11144818	0.0096
10113	LG02	11368661	0.0268
20452	LG02	11371678	0.0237
19126	LG02	11403166	0.1381
6887	LG02	11466154	0.0081
8305	LG02	11675992	0.0426
8547	LG02	11866579	0.0262
15735	LG02	11907621	0.3752
3623	LG02	12024231	0.1068
17332	LG02	12300457	0.0246
3116	LG02	12426111	0.0838
17016	LG02	12664574	0.9788
15872	LG02	13098019	0.2001
1858	LG02	13158554	0.0176
2196	LG02	13700077	0.8447
22699	LG02	13825179	0.0436
25143	LG02	14101530	0.0507
7332	LG02	14302912	0.0108
3172	LG02	14430240	-0.0019
6683	LG02	14489616	0.0116
4836	LG02	14934973	0.5424
6156	LG02	15037451	0.0067
18049	LG02	15045848	0.0602
12194	LG02	15563819	0.0389
2110	LG02	15714736	0.0962
5196	LG02	16247316	0.4143
18780	LG02	16247404	0.3369
695	LG02	16820235	0.0247
15109	LG02	16919317	0.007
766	LG02	17006437	0.0317
246	LG02	17086725	0.0041
14249	LG02	17331983	0.0114
22014	LG02	17465390	0.0174
9604	LG02	17526987	0.0051
11273	LG02	17972205	0.6575
12434	LG02	18018124	0.0758
17978	LG02	18279914	0.0223
8045	LG02	18447659	0.5389
21277	LG02	18598638	0.3337
3721	LG02	18900520	0.0548
23624	LG02	19001001	0.0219
1906	LG02	19009588	-0.002
22340	LG02	19082581	0.012
23112	LG02	19178339	0.4072
20572	LG02	19225999	0.0236
17985	LG02	19239438	0.1976
22508	LG02	19309451	0.0317
8778	LG02	19375815	0.6116
17391	LG02	19424468	0.5984
111	LG02	19524547	0.0517
22131	LG02	19717408	0.1885
16872	LG02	20006957	0.0995
19598	LG02	20048778	-0.0012
18524	LG02	20466907	0.033
14635	LG02	20550530	0.1165
2733	LG02	20586675	2e-04
13478	LG02	21036308	0.0134
16277	LG02	21057505	0.2665
10577	LG02	21140684	0.0103
17040	LG02	21265012	0.0222
14448	LG02	21558567	0.1409
24101	LG02	21722681	0.1082
10806	LG02	21825178	0.3768
10304	LG02	21825266	0.0588
5851	LG02	21921687	0.3039
10227	LG02	21921775	0.0306
21078	LG02	22029483	0.1386
10374	LG02	22089412	0.4752
18887	LG02	22522394	0.2036
11413	LG02	22543785	0.0274
8704	LG02	22597571	0.1842
23617	LG02	22626275	0.0077
11214	LG02	22650212	0.0106
12145	LG02	22837555	0.024
23416	LG02	23079533	0.1547
22707	LG02	23145300	0.049
1855	LG02	23270633	0.0331
166	LG02	23270721	0.0323
3828	LG02	23363691	0.0088
24985	LG02	23924006	0.8055
1345	LG02	23955104	0.2041
4832	LG03	525362	0.0405
12892	LG03	714072	0.196
24288	LG03	788105	0.0234
11905	LG03	970105	0.2024
1420	LG03	1176528	0.0205
3879	LG03	1306194	0.0169
7509	LG03	1901276	0.0338
22270	LG03	2331790	0.0313
25446	LG03	2401735	0.0555
5924	LG03	2481805	0.0122
6147	LG03	2759270	0.1476
23508	LG03	2759358	0.0147
11166	LG03	2817506	0.8004
6971	LG03	2817594	0.3717
25516	LG03	3136901	0.0305
5079	LG03	3440963	-0.0018
18822	LG03	4110675	0.0655
8316	LG03	4477954	0.1533
7117	LG03	5072653	0.2147
17580	LG03	5317343	0.0251
12641	LG03	5337885	-0.002
13796	LG03	5379523	0.0462
19441	LG03	5484346	0.052
13850	LG03	5549748	0.013
16127	LG03	5549836	0.0373
12579	LG03	5782208	0.0796
10063	LG03	6310553	0.4215
16089	LG03	6574564	0.0551
5688	LG03	6697589	0.2279
20898	LG03	6721773	0.0271
21028	LG03	6721861	0.1003
23215	LG03	6928935	0.0593
10350	LG03	7068423	0.0346
1287	LG03	7081654	0.0062
7327	LG03	7200162	0.1381
19081	LG03	7238162	0.2527
15965	LG03	7238280	0.0305
21613	LG03	7275254	0.3819
16360	LG03	7374030	0.2552
5442	LG03	7519450	0.0588
7055	LG03	7555515	0.0636
6657	LG03	7628668	-5e-04
15903	LG03	7655613	0.0057
15150	LG03	7669281	0.0053
15290	LG03	7794247	0.0098
14032	LG03	7893897	0.3466
4002	LG03	8053673	0.0064
16706	LG03	8053761	0.0067
8205	LG03	8108048	0.1802
23863	LG03	8123980	0.4056
6431	LG03	8422729	0.7208
7975	LG03	8603130	0.5115
2647	LG03	8603218	0.5118
2371	LG03	8761931	0.0583
24348	LG03	9050793	0.0128
1085	LG03	9056737	0.0518
4453	LG03	9773441	0.3889
9983	LG03	9887414	0.0281
22679	LG03	10176528	0.0983
24370	LG03	10352186	0.0737
14432	LG03	10654173	0.0297
19425	LG03	10767687	0.5589
10860	LG03	10767775	0.0485
7485	LG03	10832030	0.4833
4905	LG03	11011877	0.962
3799	LG03	11143943	0.0324
17132	LG03	11263632	0.0874
10685	LG03	11289964	0.0595
22539	LG03	11485414	0.022
8375	LG03	11594755	0.1318
15386	LG03	11769363	0.0736
23336	LG03	11807877	0.0071
3991	LG03	11820911	0.2694
4392	LG03	11832920	0.0485
11290	LG03	12068762	0.0759
4815	LG03	12288968	0.0288
5902	LG03	12836004	0.0219
3312	LG03	13069918	0.0186
14070	LG03	13845404	0.365
7715	LG03	14049056	0.0739
11001	LG03	14489701	0.097
5461	LG03	14545616	0.1213
6883	LG03	14829943	0.0494
17134	LG03	14854029	0.0659
169	LG03	15330761	0.0143
18438	LG03	15357577	0.0857
22800	LG03	15388181	0.9644
12190	LG03	15406459	0.4102
14754	LG03	15653987	0.0251
20715	LG03	16306928	0.0812
1845	LG03	16345097	-0.001
12779	LG03	16893706	0.0676
13769	LG03	16947873	0.0124
3004	LG03	16947961	0.1111
4779	LG03	16989964	0.1477
11783	LG03	17011557	0.0145
3577	LG03	17399324	0.0187
13463	LG03	17403120	0.0327
13583	LG03	17439369	0.1818
23544	LG03	17774929	-5e-04
6728	LG03	17912149	0.0069
21046	LG03	18033092	0.5404
5524	LG03	18033180	0.5181
23732	LG03	18399324	0.0749
206	LG03	19138705	0.2576
9043	LG03	19476998	0.0493
10413	LG03	19637006	0.067
19255	LG03	19837223	0.014
13291	LG03	19837311	0.2004
24082	LG03	20155853	0.0108
3761	LG03	20306369	0.0098
15069	LG03	20311656	0.1182
1451	LG03	20425799	5e-04
1995	LG03	20433399	0.1543
1957	LG03	20523113	0.0749
2995	LG03	20582299	0.0731
8572	LG03	20677019	0.3327
101	LG03	20685759	0.3587
7164	LG03	20693275	0.0307
19592	LG03	20800363	0.3454
13063	LG03	21034670	0.0209
25164	LG03	21493309	1e-04
12729	LG03	21639916	0.0088
22983	LG03	21749404	0.0578
12881	LG03	22108213	0.0719
6768	LG03	22113564	0.4559
20130	LG03	22446759	0.0223
9864	LG03	22541811	0.1603
10665	LG03	22711876	0.0628
21821	LG03	22712251	0.0507
9853	LG03	22734972	0.5835
14972	LG03	23204521	0.1119
6429	LG03	23213450	0.8746
18535	LG03	23373618	0.0602
23001	LG03	23423007	0.0136
15442	LG03	23446575	0.0808
6993	LG03	23801182	0.0068
3885	LG03	23804757	0.0044
12623	LG03	23860880	0.0472
15604	LG03	23897780	0.0087
24194	LG03	23926965	0.0608
4025	LG03	24223878	0.0166
25450	LG03	24305530	0.0095
1193	LG03	24543439	0.0115
9704	LG03	24677592	0.1493
23000	LG03	24732451	0.0649
17454	LG03	24732539	-0.0019
19329	LG03	24955295	0.3093
19881	LG03	24958507	0.0337
22895	LG03	24988455	0.4978
2977	LG03	25242772	0.0848
20490	LG03	25668424	0.0374
11162	LG03	25703336	0.1407
189	LG03	25718099	0.0105
12087	LG03	25954272	0.1001
23029	LG03	26493285	0.7127
16621	LG03	26542928	0.0441
481	LG03	26628801	0.0182
5804	LG03	27076011	0.3238
24772	LG03	27111842	0.0402
18415	LG03	27141255	0.0075
16179	LG03	27266677	0.0257
12649	LG03	27466090	0.0303
4747	LG03	27467753	0.9203
440	LG03	27467841	0.5358
4863	LG03	27837891	0.0531
18994	LG03	27850690	0.4048
14459	LG03	28067721	0.5312
20148	LG03	28122202	0.0209
19975	LG03	29149035	0.6514
1052	LG03	29149123	0.0296
15927	LG03	29283876	0.3072
2621	LG04	378962	0.1437
1091	LG04	987643	0.0499
9681	LG04	1199563	0.2371
7074	LG04	1318831	0.0184
221	LG04	1318919	0.0143
23824	LG04	1450506	0.0167
9776	LG04	1846805	0.0303
7081	LG04	2557433	0.0126
9840	LG04	3791168	0.5785
4557	LG04	3826017	0.0139
11762	LG04	4067370	0.0727
9850	LG04	4223942	0.0822
7399	LG04	4348381	0.1399
6640	LG04	4559510	0.0428
14364	LG04	5000575	0.0148
86	LG04	5514604	0.0133
6567	LG04	5614539	0.0048
5754	LG04	5682240	0.005
16053	LG04	6544967	0.0917
23595	LG04	6557609	0.052
11627	LG04	6571022	0.0201
4582	LG04	6571110	0.0059
6384	LG04	6617904	0.0282
6609	LG04	6791037	0.2919
24921	LG04	8453954	0.0111
3280	LG04	8454042	0.1265
21624	LG04	8536219	0.0666
21488	LG04	8724903	0.0302
16046	LG04	8899634	0.4642
10706	LG04	9581815	0.326
5824	LG04	9835263	0.608
17533	LG04	9999171	0.1023
16173	LG04	10254916	0.0684
23371	LG04	10599321	0.1188
21339	LG04	10785561	0.0169
7965	LG04	10785649	1
22863	LG04	11033438	0.1777
6995	LG04	11127341	0.012
6724	LG04	12927236	0.003
3932	LG04	13557402	0.1149
220	LG04	13609089	0.8639
13443	LG04	13609177	0.0126
22728	LG04	13820872	0.0958
1638	LG04	14007496	0.0817
1138	LG04	14058546	0.0469
16474	LG04	14767734	0.1737
9992	LG04	14860399	0.0514
9714	LG04	15238228	0.9404
12768	LG04	15333523	0.0372
12570	LG04	15462653	0.3779
19718	LG04	15786063	0.8489
22434	LG04	15803099	0.0787
20057	LG04	15803187	0.284
21419	LG04	15849042	0.9382
12952	LG04	15935786	0.0077
20735	LG04	16801618	0.0164
1122	LG04	16838600	0.5672
20255	LG04	17092539	0.0963
8724	LG04	17119035	0.0378
15910	LG04	17189095	0.1099
22705	LG04	17429463	0.0947
23845	LG04	17671956	0.0666
19756	LG04	17689844	0.0243
16800	LG04	17712984	0.2683
17357	LG04	18182664	0.1558
2176	LG04	18406174	0.064
6519	LG04	18598746	0.0854
12515	LG04	18612120	0.1073
16620	LG04	18616085	0.8111
8018	LG04	18659305	0.1168
5520	LG04	18708578	0.0278
12331	LG04	18954802	0.2664
15828	LG04	18954890	0.6431
24080	LG04	19300842	0.033
11725	LG04	19611569	0.3877
25334	LG04	19650453	0.5178
25372	LG04	19654495	0.0638
18648	LG04	19725566	0.0218
23191	LG04	19725654	0.062
10136	LG04	19736434	0.4403
10857	LG04	19775761	0.0951
18508	LG04	20070601	0.2582
9898	LG04	20122738	0.0263
4371	LG04	20122826	0.1487
22261	LG04	20221981	0.1692
164	LG04	20273388	0.2175
7142	LG04	20628733	0.3735
23847	LG04	20747991	0.0614
23884	LG04	20800759	0.2225
17312	LG04	21518848	0.1746
23079	LG04	21683194	0.063
7962	LG04	22010636	0.0086
10585	LG04	22250919	0.1008
23795	LG04	22412121	0.0565
20413	LG04	22474367	0.0608
4373	LG04	22943548	0.5246
1859	LG04	22949532	0.0413
6522	LG04	23060319	0.1346
22034	LG04	23376531	0.0229
4230	LG04	23389886	0.2396
3578	LG04	23391980	0.0348
11736	LG04	23393908	0.8755
8499	LG04	23394825	0.8374
3694	LG04	23536033	0.0707
4133	LG04	24866885	0.8224
2154	LG04	24968352	0.0781
8590	LG04	25049798	0.6011
12352	LG04	25253747	0.052
13845	LG04	25562752	0.6145
4777	LG04	25625757	0.0906
23422	LG04	25712342	0.0429
20158	LG04	25712430	0.014
18577	LG04	25721181	0.0106
20354	LG04	25968078	0.0201
2346	LG04	26005081	0.041
6259	LG04	26274693	0.1033
7139	LG04	26379247	0.0487
18193	LG04	26465366	0.1832
7598	LG04	26623344	0.0371
23999	LG04	26670688	0.0291
11896	LG04	26693499	0.0329
2742	LG04	26781953	0.4802
4489	LG04	27352498	0.053
17909	LG04	27400513	0.0129
5171	LG04	27557653	0.3045
14696	LG04	27711493	0.0348
7643	LG04	27733899	0.3906
8552	LG04	28035744	0.3488
20561	LG04	28036248	0.0253
9878	LG04	28655265	0.3106
15456	LG04	28674444	0.171
5746	LG04	28800174	0.0335
4126	LG04	28825553	0.0184
24642	LG04	29224003	0.0256
16190	LG04	29395045	0.2415
23964	LG04	29517813	0.0351
4998	LG04	29833176	0.0279
23705	LG04	30578350	0.03
4898	LG04	30578438	0.0192
9316	LG04	30729475	0.0351
10495	LG04	30851725	0.0139
10022	LG04	30922281	0.8768
3553	LG04	30956415	0.0563
14472	LG04	30956502	0.0135
1392	LG04	31306420	0.158
1162	LG04	31408269	0.037
6393	LG04	31961476	0.0804
19740	LG04	32561118	0.0336
9308	LG04	32661853	0.2206
13211	LG04	32864667	0.0524
8095	LG04	33023845	0.0036
7637	LG04	33296125	0.0272
825	LG04	33313977	-0.0022
4013	LG04	33514896	0.3148
4212	LG04	33598863	0.057
25151	LG04	33904455	0.0557
23528	LG04	34498084	0.089
3875	LG04	34503689	0.9566
11244	LG04	34560907	0.0093
22930	LG04	34615017	0.5287
13345	LG05	63205	0.0592
25555	LG05	89763	0.1673
10024	LG05	2172020	0.2106
21732	LG05	2375291	0.0327
589	LG05	2535105	0.0812
10429	LG05	2555026	0.0994
18975	LG05	2579067	0.0954
5071	LG05	2633866	0.0133
11818	LG05	2648540	0.0055
14659	LG05	2828095	0.0055
10567	LG05	2974965	0.0259
16947	LG05	3136987	0.0199
8703	LG05	3371670	0.0495
11509	LG05	3589620	0.9769
5624	LG05	3688022	0.0445
4484	LG05	3970822	0.0099
16264	LG05	3973528	0.0163
21572	LG05	4258516	0.1393
16456	LG05	4768937	0.875
14426	LG05	4935071	0.0752
6554	LG05	4972861	2e-04
13100	LG05	5100690	0.2863
5481	LG05	5118361	0.0986
15588	LG05	5118449	0.174
10488	LG05	5151374	0.0219
23427	LG05	5411902	0.0531
12116	LG05	5496922	0.085
8079	LG05	5792527	0.0322
13902	LG05	5860607	0.12
14064	LG05	5914975	0.0163
3381	LG05	6350461	0.0228
20425	LG05	6497308	0.5028
14657	LG05	6497396	0.0395
2370	LG05	6913864	0.2982
11059	LG05	6974071	0.0837
23421	LG05	7123980	0.0317
8098	LG05	7346643	0.089
16370	LG05	7643714	0.1486
592	LG05	7679170	0.0364
11052	LG05	8177311	-0.0018
12823	LG05	9109345	0.0137
23990	LG05	9266375	0.1487
17919	LG05	9434848	0.067
17944	LG05	9577848	-0.0011
18906	LG05	9579838	0.0759
24751	LG05	9794993	0.8849
6807	LG05	9917870	0.01
22431	LG05	10067172	0.1435
4761	LG05	10222929	0.0435
8048	LG05	10285673	0.8039
20232	LG05	10533578	0.3023
109	LG05	10536052	0.2655
13066	LG05	10679060	0.0497
1968	LG05	10680722	0.0442
15086	LG05	10725484	0.0417
25641	LG05	10857600	0.0715
2810	LG05	10974598	0.0734
17328	LG05	11002377	0.069
18979	LG05	11124903	0.4628
18355	LG05	11138778	0.1346
17737	LG05	11138867	0.1135
2046	LG05	11189734	0.2655
6292	LG05	11214699	0.0794
10648	LG05	11265067	-0.0021
4644	LG05	11293151	0.1215
4878	LG05	11387138	0.1202
8027	LG05	11481749	0.0649
15382	LG05	11546705	0.0312
18686	LG05	11546793	0.0021
24504	LG05	11587563	-0.0018
22739	LG05	11633495	0.1193
12670	LG05	11651084	0.5537
10882	LG05	11668653	0.0305
14853	LG05	11755055	0.0073
18925	LG05	11763208	0.1872
17683	LG05	12036263	0.0164
7707	LG05	12082823	0.9978
9280	LG05	12095423	0.0367
20042	LG05	12599556	0.0059
24009	LG05	12735878	0.0907
13081	LG05	12942571	0.546
11687	LG05	13038479	0.1633
10965	LG05	13105253	0.0443
21649	LG05	13154753	0.1181
4818	LG05	13382747	0.4429
15300	LG05	13640918	0.0396
3952	LG05	13877687	0.0473
7494	LG05	13987237	0.0572
20381	LG05	14027035	0.0368
19118	LG05	14061436	0.0236
19867	LG05	14061524	0.0546
23500	LG05	14113948	0.0161
17629	LG05	14114194	0.0683
19165	LG05	14114282	0.0223
24409	LG05	14290735	0.0403
20144	LG05	14401240	0.0796
13979	LG05	14406847	0.1276
13846	LG05	14410779	0.1053
12291	LG05	14410867	0.0351
4162	LG05	14791890	0.2284
13010	LG05	15083235	0.0625
21290	LG05	16180064	0.7101
14762	LG05	16361882	0.0862
11483	LG05	16568600	0.2081
16697	LG05	16589226	0.0186
10838	LG05	17222349	0.0578
12337	LG05	17283576	0.0695
20929	LG05	17283664	0.2682
3585	LG05	17298691	0.2331
11738	LG05	17317386	0.1972
20573	LG05	17773491	0.0444
17363	LG05	17877788	0.0028
16695	LG05	17929251	0.1175
10153	LG05	17965979	0.0688
9461	LG05	18045280	0.4488
23233	LG05	18045368	0.7262
982	LG05	18446161	0.0023
3728	LG05	18541764	0.1171
17779	LG05	18648134	0.0798
5427	LG05	18739983	0.0701
6944	LG05	18764110	0.4633
22737	LG05	18809175	0.1072
3057	LG05	18929714	0.2027
15494	LG05	18979819	0.0561
24920	LG05	19158882	0.0346
10276	LG05	19239849	0.0675
5738	LG05	19319935	0.018
2934	LG05	19374392	-0.0019
23313	LG05	19510123	0.0807
4255	LG05	19773629	0.0426
19856	LG05	19867310	0.1394
13631	LG05	19888628	0.0544
5775	LG05	19917386	0.079
534	LG05	20110056	0.005
10849	LG05	20154474	0.0265
13168	LG05	20205229	0.0219
24990	LG05	20206853	0.0238
11191	LG05	20436363	0.222
5600	LG05	20613309	0.0626
1962	LG05	20623937	1e-04
297	LG05	20858577	0.0862
7922	LG05	20956146	0.0202
24976	LG05	20961741	0.2488
18694	LG05	21068872	0.0338
8058	LG05	21116866	0.0385
20449	LG05	21122347	0.0321
8231	LG05	21184752	-4e-04
14897	LG05	21210136	0.0439
9174	LG05	21240325	0.1374
15212	LG05	21327788	0.0259
17718	LG05	21496059	0.0121
11254	LG05	21626691	0.0097
18637	LG05	21652083	0.0212
2075	LG05	21654489	0.0802
5469	LG05	21906804	0.005
15139	LG05	21923875	0.2217
11717	LG05	22040377	0.1386
19522	LG05	22307581	0.0161
14824	LG05	22503857	0.0244
24371	LG05	22689648	0.0248
19408	LG05	22952177	0.0568
13258	LG05	23305723	0.2773
15279	LG05	23371420	0.0175
17738	LG05	23403828	0.0584
3226	LG05	23467528	0.2216
8820	LG05	23467616	0.8538
13192	LG05	23756830	0.1026
4613	LG05	23973460	0.0211
20744	LG05	23975122	0.1044
9216	LG06	92177	0.7093
20128	LG06	176690	0.8792
17934	LG06	177317	0.0498
17816	LG06	237035	0.0221
14626	LG06	237123	0.5153
4213	LG06	237908	0.0594
4727	LG06	489796	0.0142
12701	LG06	653437	0.1243
9299	LG06	683028	0.0834
12123	LG06	1575634	0.026
7915	LG06	1682281	0.1919
17347	LG06	1844542	0.0599
22877	LG06	2385195	0.246
13991	LG06	2695268	0.0736
14298	LG06	2745165	0.1085
24966	LG06	2752792	0.0675
5367	LG06	2752880	0.0802
24876	LG06	3270632	0.0411
13627	LG06	3338770	0.0225
10823	LG06	3377386	0.0281
20756	LG06	3568242	0.1723
13286	LG06	3570877	0.0991
19689	LG06	3616089	0.2239
10386	LG06	3618928	0.1653
25271	LG06	3646888	0.0243
