Locus	chromosome	position	fst
17342	LG01	13165795	0.5988
13276	LG01	13203369	0.2331
7855	LG01	13272763	0.3392
1176	LG01	13275503	0.515
23055	LG01	13348517	0.4333
15037	LG01	13433828	0.1076
17074	LG01	13460605	0.0553
2362	LG01	13543511	0.1312
19716	LG01	13543599	0.0837
15548	LG01	13549939	0.0632
7573	LG01	13566886	0.2047
253	LG01	13663746	0.0113
11711	LG01	14052789	0.2597
17183	LG01	14174929	0.1653
24779	LG01	14182553	0.0276
16291	LG01	14215233	0.1859
14720	LG01	14360204	0.9747
20245	LG01	14915282	0.2915
8568	LG01	14990824	0.0514
10524	LG01	15222575	0.0299
12001	LG01	15477998	0.0324
5584	LG01	15478086	0.0436
14461	LG01	15523673	0.1047
16036	LG01	15698538	0.0068
5925	LG01	15884506	0.0113
12756	LG01	15941922	0.053
20222	LG01	15949701	0.7533
16522	LG01	16029166	0.0098
6077	LG01	16099585	0.0728
15053	LG01	16100804	0.0502
765	LG01	16350985	0.5909
21518	LG01	16668458	0.0982
9305	LG01	16799615	0.3064
2990	LG01	17231504	0.9147
24372	LG01	17254201	0.0063
6225	LG01	17343059	0.1392
16441	LG01	17478244	0.1108
11370	LG01	17483374	0.051
3473	LG01	17544233	0.0465
7823	LG01	17686137	0.0261
23879	LG01	17874079	0.0451
23836	LG01	17891826	0.0026
3794	LG01	17891914	0.0423
13135	LG01	17894333	0.0205
4365	LG01	18164746	0.9709
22376	LG01	18270121	0.173
6218	LG01	18938963	0.035
20154	LG01	19065023	0.9014
1275	LG01	19119404	0.0103
12082	LG01	19122718	0.0514
6687	LG01	19131955	0.1433
25090	LG01	19484176	0.0137
4103	LG01	19759592	0.0215
20926	LG01	19851693	0.3477
9000	LG01	20164805	0.0374
15443	LG01	20190362	0.0941
17329	LG01	20190450	0.017
1730	LG01	20219379	0.02
15393	LG01	20244563	0.2444
16989	LG01	48548603	0.0377
7326	LG01	49238223	0.0716
18566	LG01	49382686	0.8014
21583	LG01	49443666	0.0161
24866	LG01	49648653	0.102
19900	LG01	49778562	0.0145
10039	LG01	49943450	0.0139
2874	LG01	50017446	0.719
7286	LG01	50180443	0.1088
10399	LG01	50539729	0.0365
12877	LG01	50569366	0.2688
16033	LG01	50578703	0.2137
1037	LG01	50618597	0.0137
9965	LG01	50723119	0.0644
18308	LG01	50723207	0.0115
23529	LG01	50729955	0.0856
829	LG01	50781820	0.0553
7275	LG01	50899070	0.0604
24934	LG01	51234898	0.0642
11054	LG01	51234986	0.0975
2866	LG01	51390988	0.1051
6801	LG01	51403422	0.0012
25204	LG01	51435334	0.0722
5569	LG01	51509097	0.0237
13275	LG01	51513214	0.0799
9926	LG01	51600822	0.0231
9894	LG01	51905180	0.0482
4003	LG01	52342844	0.0036
17121	LG01	52370976	0.0046
11504	LG01	52566998	0.5123
3776	LG01	52759877	0.8514
19526	LG01	52910415	0.0689
4909	LG01	53098680	0.0023
11479	LG01	53220687	0.8223
9421	LG01	53276547	0.2054
67	LG01	53422367	0.0362
19996	LG01	53780020	0.0025
9870	LG01	53841609	0.0953
19340	LG01	53851073	0.0702
7341	LG01	53927914	0.026
16833	LG01	53998995	0.0303
13766	LG01	54574740	0.0424
126	LG01	54581225	0.0002
2672	LG01	54582789	-0.0002
23915	LG01	54750226	0.0579
14634	LG01	55106728	0.0288
6410	LG01	55129544	0.2209
15925	LG01	55129823	0.0118
2973	LG01	56036585	0.0809
3630	LG01	56336419	0.2486
25095	LG01	56393627	0.0234
9673	LG02	28853264	0.0742
5748	LG02	28862944	0.052
16332	LG02	28867401	0.0077
18249	LG02	28869498	0.0061
12161	LG02	29008908	0.6231
22330	LG02	29763729	0.0421
2227	LG02	30056977	0.6526
12720	LG02	30057065	0.6503
16396	LG02	30159165	0.0173
23643	LG02	30482401	0.0069
5819	LG02	30521063	0.0099
24808	LG02	31166431	0.0271
8450	LG02	31238335	0.0007
14890	LG02	31372751	0.1103
19616	LG02	31438768	0.2198
5650	LG02	31988352	0.2259
20570	LG02	32152093	0.0797
11304	LG02	32416693	0.2389
1206	LG02	32416781	0.0422
14293	LG02	32533454	-0.0018
20501	LG02	32603020	0.0367
5692	LG02	32603107	0.0261
17606	LG02	32828401	-0.0011
23345	LG02	32837007	0.0078
10191	LG02	33338755	0.0353
13038	LG02	33446058	0.435
18002	LG02	33779354	0.017
16683	LG02	33806095	0.5137
15713	LG02	33861253	0.0763
13249	LG02	57915747	0.0265
15714	LG02	57936154	0.0085
20284	LG02	57983467	-0.0024
21377	LG02	58169074	0.1207
20373	LG02	58257513	0.0493
8277	LG02	58305943	0.8953
9741	LG02	58338614	0.0538
803	LG02	58373478	0.0204
19750	LG02	58925343	0.2174
9632	LG02	58929394	0.0098
19094	LG02	58977509	0.7214
6195	LG02	58981018	0.0976
11378	LG02	60015987	0.0234
20552	LG02	60063091	0.2745
1082	LG02	60353708	0.0196
6709	LG02	60677173	0.7145
6275	LG02	60782073	0.0187
15007	LG02	60795254	0.0085
10012	LG02	60925573	0.1136
14655	LG02	60964942	0.0455
7132	LG02	60996155	0.1543
368	LG02	61175625	0.0352
21296	LG02	61258429	0.7547
7390	LG02	61351729	0.735
24148	LG02	62260662	0.0489
12065	LG02	62271009	0.3393
15557	LG02	62271097	0.3967
3016	LG02	62654081	0.0188
17073	LG02	62723514	0.0853
23838	LG02	63398300	0.0055
19045	LG02	63459845	0.2501
10878	LG02	63492159	0.0192
2332	LG02	63503176	0.0096
10113	LG02	63727019	0.0268
20452	LG02	63730036	0.0237
19126	LG02	63761524	0.1381
6887	LG02	63824512	0.0081
8305	LG02	64034350	0.0426
8547	LG02	64224937	0.0262
15735	LG02	64265979	0.3752
3623	LG02	64382589	0.1068
17332	LG02	64658815	0.0246
3116	LG02	64784469	0.0838
17016	LG02	65022932	0.9788
15872	LG02	65456377	0.2001
1858	LG02	65516912	0.0176
2196	LG02	66058435	0.8447
22699	LG02	66183537	0.0436
25143	LG02	66459888	0.0507
7332	LG02	66661270	0.0108
3172	LG02	66788598	-0.0019
6683	LG02	66847974	0.0116
4836	LG02	67293331	0.5424
6156	LG02	67395809	0.0067
18049	LG02	67404206	0.0602
12194	LG02	67922177	0.0389
2110	LG02	68073094	0.0962
5196	LG02	68605674	0.4143
18780	LG02	68605762	0.3369
695	LG02	69178593	0.0247
15109	LG02	69277675	0.007
766	LG02	69364795	0.0317
246	LG02	69445083	0.0041
14249	LG02	69690341	0.0114
22014	LG02	69823748	0.0174
9604	LG02	69885345	0.0051
11273	LG02	70330563	0.6575
12434	LG02	70376482	0.0758
17978	LG02	70638272	0.0223
8045	LG02	70806017	0.5389
21277	LG02	70956996	0.3337
3721	LG02	71258878	0.0548
23624	LG02	71359359	0.0219
1906	LG02	71367946	-0.002
22340	LG02	71440939	0.012
23112	LG02	71536697	0.4072
20572	LG02	71584357	0.0236
17985	LG02	71597796	0.1976
22508	LG02	71667809	0.0317
8778	LG02	71734173	0.6116
17391	LG02	71782826	0.5984
111	LG02	71882905	0.0517
22131	LG02	72075766	0.1885
16872	LG02	72365315	0.0995
19598	LG02	72407136	-0.0012
18524	LG02	72825265	0.033
14635	LG02	72908888	0.1165
2733	LG02	72945033	0.0002
13478	LG02	73394666	0.0134
16277	LG02	73415863	0.2665
10577	LG02	73499042	0.0103
17040	LG02	73623370	0.0222
14448	LG02	73916925	0.1409
24101	LG02	74081039	0.1082
10806	LG02	74183536	0.3768
10304	LG02	74183624	0.0588
5851	LG02	74280045	0.3039
10227	LG02	74280133	0.0306
21078	LG02	74387841	0.1386
10374	LG02	74447770	0.4752
18887	LG02	74880752	0.2036
11413	LG02	74902143	0.0274
8704	LG02	74955929	0.1842
23617	LG02	74984633	0.0077
11214	LG02	75008570	0.0106
12145	LG02	75195913	0.024
23416	LG02	75437891	0.1547
22707	LG02	75503658	0.049
1855	LG02	75628991	0.0331
166	LG02	75629079	0.0323
3828	LG02	75722049	0.0088
24985	LG02	76282364	0.8055
1345	LG02	76313462	0.2041
4832	LG03	52883720	0.0405
12892	LG03	53072430	0.196
24288	LG03	53146463	0.0234
11905	LG03	53328463	0.2024
1420	LG03	53534886	0.0205
3879	LG03	83115607	0.0169
7509	LG03	83710689	0.0338
22270	LG03	84141203	0.0313
25446	LG03	84211148	0.0555
5924	LG03	84291218	0.0122
6147	LG03	84568683	0.1476
23508	LG03	84568771	0.0147
11166	LG03	84626919	0.8004
6971	LG03	84627007	0.3717
25516	LG03	84946314	0.0305
5079	LG03	85250376	-0.0018
18822	LG03	85920088	0.0655
8316	LG03	86287367	0.1533
7117	LG03	86882066	0.2147
17580	LG03	87126756	0.0251
12641	LG03	87147298	-0.002
13796	LG03	87188936	0.0462
19441	LG03	87293759	0.052
13850	LG03	87359161	0.013
16127	LG03	87359249	0.0373
12579	LG03	87591621	0.0796
10063	LG03	88119966	0.4215
16089	LG03	88383977	0.0551
5688	LG03	88507002	0.2279
20898	LG03	88531186	0.0271
21028	LG03	88531274	0.1003
23215	LG03	88738348	0.0593
10350	LG03	88877836	0.0346
1287	LG03	88891067	0.0062
7327	LG03	89009575	0.1381
19081	LG03	89047575	0.2527
15965	LG03	89047693	0.0305
21613	LG03	89084667	0.3819
16360	LG03	89183443	0.2552
5442	LG03	89328863	0.0588
7055	LG03	89364928	0.0636
6657	LG03	89438081	-0.0005
15903	LG03	89465026	0.0057
15150	LG03	89478694	0.0053
15290	LG03	89603660	0.0098
14032	LG03	89703310	0.3466
4002	LG03	89863086	0.0064
16706	LG03	89863174	0.0067
8205	LG03	89917461	0.1802
23863	LG03	89933393	0.4056
6431	LG03	90232142	0.7208
7975	LG03	90412543	0.5115
2647	LG03	90412631	0.5118
2371	LG03	90571344	0.0583
24348	LG03	90860206	0.0128
1085	LG03	90866150	0.0518
4453	LG03	91582854	0.3889
9983	LG03	91696827	0.0281
22679	LG03	91985941	0.0983
24370	LG03	92161599	0.0737
14432	LG03	92463586	0.0297
19425	LG03	92577100	0.5589
10860	LG03	92577188	0.0485
7485	LG03	92641443	0.4833
4905	LG03	92821290	0.962
3799	LG03	92953356	0.0324
17132	LG03	93073045	0.0874
10685	LG03	93099377	0.0595
22539	LG03	93294827	0.022
8375	LG03	93404168	0.1318
15386	LG03	93578776	0.0736
23336	LG03	93617290	0.0071
3991	LG03	93630324	0.2694
4392	LG03	93642333	0.0485
11290	LG03	93878175	0.0759
4815	LG03	94098381	0.0288
5902	LG03	94645417	0.0219
3312	LG03	94879331	0.0186
14070	LG03	95654817	0.365
7715	LG03	95858469	0.0739
11001	LG03	96299114	0.097
5461	LG03	96355029	0.1213
6883	LG03	96639356	0.0494
17134	LG03	96663442	0.0659
169	LG03	97140174	0.0143
18438	LG03	97166990	0.0857
22800	LG03	97197594	0.9644
12190	LG03	97215872	0.4102
14754	LG03	97463400	0.0251
20715	LG03	98116341	0.0812
1845	LG03	98154510	-0.001
12779	LG03	98703119	0.0676
13769	LG03	98757286	0.0124
3004	LG03	98757374	0.1111
4779	LG03	98799377	0.1477
11783	LG03	98820970	0.0145
3577	LG03	99208737	0.0187
13463	LG03	99212533	0.0327
13583	LG03	99248782	0.1818
23544	LG03	99584342	-0.0005
6728	LG03	99721562	0.0069
21046	LG03	99842505	0.5404
5524	LG03	99842593	0.5181
23732	LG03	100208737	0.0749
206	LG03	100948118	0.2576
9043	LG03	101286411	0.0493
10413	LG03	136251741	0.067
19255	LG03	136451958	0.014
13291	LG03	136452046	0.2004
24082	LG03	136770588	0.0108
3761	LG03	136921104	0.0098
15069	LG03	136926391	0.1182
1451	LG03	137040534	0.0005
1995	LG03	137048134	0.1543
1957	LG03	137137848	0.0749
2995	LG03	137197034	0.0731
8572	LG03	137291754	0.3327
101	LG03	137300494	0.3587
7164	LG03	137308010	0.0307
19592	LG03	137415098	0.3454
13063	LG03	137649405	0.0209
25164	LG03	138108044	0.0001
12729	LG03	138254651	0.0088
22983	LG03	138364139	0.0578
12881	LG03	138722948	0.0719
6768	LG03	138728299	0.4559
20130	LG03	139061494	0.0223
9864	LG03	139156546	0.1603
10665	LG03	139326611	0.0628
21821	LG03	139326986	0.0507
9853	LG03	139349707	0.5835
14972	LG03	139819256	0.1119
6429	LG03	139828185	0.8746
18535	LG03	139988353	0.0602
23001	LG03	140037742	0.0136
15442	LG03	140061310	0.0808
6993	LG03	140415917	0.0068
3885	LG03	140419492	0.0044
12623	LG03	140475615	0.0472
15604	LG03	140512515	0.0087
24194	LG03	140541700	0.0608
4025	LG03	140838613	0.0166
25450	LG03	140920265	0.0095
1193	LG03	141158174	0.0115
9704	LG03	141292327	0.1493
23000	LG03	141347186	0.0649
17454	LG03	141347274	-0.0019
19329	LG03	141570030	0.3093
19881	LG03	141573242	0.0337
22895	LG03	141603190	0.4978
2977	LG03	141857507	0.0848
20490	LG03	142283159	0.0374
11162	LG03	142318071	0.1407
189	LG03	142332834	0.0105
12087	LG03	142569007	0.1001
23029	LG03	143108020	0.7127
16621	LG03	143157663	0.0441
481	LG03	143243536	0.0182
5804	LG03	143690746	0.3238
24772	LG03	143726577	0.0402
18415	LG03	143755990	0.0075
16179	LG03	143881412	0.0257
12649	LG03	144080825	0.0303
4747	LG03	144082488	0.9203
440	LG03	144082576	0.5358
4863	LG03	144452626	0.0531
18994	LG03	144465425	0.4048
14459	LG03	144682456	0.5312
20148	LG03	144736937	0.0209
19975	LG03	145763770	0.6514
1052	LG03	145763858	0.0296
15927	LG03	145898611	0.3072
2621	LG04	82188375	0.1437
1091	LG04	82797056	0.0499
9681	LG04	83008976	0.2371
7074	LG04	83128244	0.0184
221	LG04	83128332	0.0143
23824	LG04	83259919	0.0167
9776	LG04	83656218	0.0303
7081	LG04	84366846	0.0126
9840	LG04	85600581	0.5785
4557	LG04	85635430	0.0139
11762	LG04	85876783	0.0727
9850	LG04	86033355	0.0822
7399	LG04	86157794	0.1399
6640	LG04	86368923	0.0428
14364	LG04	86809988	0.0148
86	LG04	87324017	0.0133
6567	LG04	87423952	0.0048
5754	LG04	87491653	0.005
16053	LG04	88354380	0.0917
23595	LG04	88367022	0.052
11627	LG04	88380435	0.0201
4582	LG04	88380523	0.0059
6384	LG04	88427317	0.0282
6609	LG04	88600450	0.2919
24921	LG04	90263367	0.0111
3280	LG04	90263455	0.1265
21624	LG04	90345632	0.0666
21488	LG04	90534316	0.0302
16046	LG04	90709047	0.4642
10706	LG04	91391228	0.326
5824	LG04	91644676	0.608
17533	LG04	91808584	0.1023
16173	LG04	92064329	0.0684
23371	LG04	92408734	0.1188
21339	LG04	92594974	0.0169
7965	LG04	92595062	1
22863	LG04	92842851	0.1777
6995	LG04	92936754	0.012
6724	LG04	94736649	0.003
3932	LG04	95366815	0.1149
220	LG04	95418502	0.8639
13443	LG04	95418590	0.0126
22728	LG04	95630285	0.0958
1638	LG04	95816909	0.0817
1138	LG04	95867959	0.0469
16474	LG04	96577147	0.1737
9992	LG04	96669812	0.0514
9714	LG04	97047641	0.9404
12768	LG04	97142936	0.0372
12570	LG04	97272066	0.3779
19718	LG04	97595476	0.8489
22434	LG04	97612512	0.0787
20057	LG04	97612600	0.284
21419	LG04	97658455	0.9382
12952	LG04	97745199	0.0077
20735	LG04	98611031	0.0164
1122	LG04	98648013	0.5672
20255	LG04	98901952	0.0963
8724	LG04	98928448	0.0378
15910	LG04	98998508	0.1099
22705	LG04	99238876	0.0947
23845	LG04	99481369	0.0666
19756	LG04	99499257	0.0243
16800	LG04	99522397	0.2683
17357	LG04	99992077	0.1558
2176	LG04	100215587	0.064
6519	LG04	100408159	0.0854
12515	LG04	100421533	0.1073
16620	LG04	100425498	0.8111
8018	LG04	100468718	0.1168
5520	LG04	100517991	0.0278
12331	LG04	100764215	0.2664
15828	LG04	100764303	0.6431
24080	LG04	101110255	0.033
11725	LG04	101420982	0.3877
25334	LG04	101459866	0.5178
25372	LG04	101463908	0.0638
18648	LG04	101534979	0.0218
23191	LG04	101535067	0.062
10136	LG04	101545847	0.4403
10857	LG04	101585174	0.0951
18508	LG04	101880014	0.2582
9898	LG04	101932151	0.0263
4371	LG04	101932239	0.1487
22261	LG04	102031394	0.1692
164	LG04	102082801	0.2175
7142	LG04	102438146	0.3735
23847	LG04	102557404	0.0614
23884	LG04	102610172	0.2225
17312	LG04	103328261	0.1746
23079	LG04	103492607	0.063
7962	LG04	103820049	0.0086
10585	LG04	104060332	0.1008
23795	LG04	104221534	0.0565
20413	LG04	104283780	0.0608
4373	LG04	104752961	0.5246
1859	LG04	104758945	0.0413
6522	LG04	104869732	0.1346
22034	LG04	105185944	0.0229
4230	LG04	105199299	0.2396
3578	LG04	105201393	0.0348
11736	LG04	105203321	0.8755
8499	LG04	105204238	0.8374
3694	LG04	105345446	0.0707
4133	LG04	106676298	0.8224
2154	LG04	106777765	0.0781
8590	LG04	106859211	0.6011
12352	LG04	107063160	0.052
13845	LG04	107372165	0.6145
4777	LG04	107435170	0.0906
23422	LG04	107521755	0.0429
20158	LG04	107521843	0.014
18577	LG04	107530594	0.0106
20354	LG04	107777491	0.0201
2346	LG04	107814494	0.041
6259	LG04	108084106	0.1033
7139	LG04	108188660	0.0487
18193	LG04	108274779	0.1832
7598	LG04	108432757	0.0371
23999	LG04	108480101	0.0291
11896	LG04	108502912	0.0329
2742	LG04	108591366	0.4802
4489	LG04	109161911	0.053
17909	LG04	109209926	0.0129
5171	LG04	109367066	0.3045
14696	LG04	109520906	0.0348
7643	LG04	109543312	0.3906
8552	LG04	109845157	0.3488
20561	LG04	109845661	0.0253
9878	LG04	110464678	0.3106
15456	LG04	110483857	0.171
5746	LG04	110609587	0.0335
4126	LG04	110634966	0.0184
24642	LG04	111033416	0.0256
16190	LG04	111204458	0.2415
23964	LG04	111327226	0.0351
4998	LG04	111642589	0.0279
23705	LG04	112387763	0.03
4898	LG04	112387851	0.0192
9316	LG04	112538888	0.0351
10495	LG04	112661138	0.0139
10022	LG04	112731694	0.8768
3553	LG04	112765828	0.0563
14472	LG04	112765915	0.0135
1392	LG04	113115833	0.158
1162	LG04	113217682	0.037
6393	LG04	113770889	0.0804
19740	LG04	114370531	0.0336
9308	LG04	114471266	0.2206
13211	LG04	114674080	0.0524
8095	LG04	114833258	0.0036
7637	LG04	115105538	0.0272
825	LG04	115123390	-0.0022
4013	LG04	115324309	0.3148
4212	LG04	115408276	0.057
25151	LG04	115713868	0.0557
23528	LG04	116307497	0.089
3875	LG04	116313102	0.9566
11244	LG04	116370320	0.0093
22930	LG04	116424430	0.5287
13345	LG05	116677940	0.0592
25555	LG05	116704498	0.1673
10024	LG05	118786755	0.2106
21732	LG05	118990026	0.0327
589	LG05	119149840	0.0812
10429	LG05	119169761	0.0994
18975	LG05	119193802	0.0954
5071	LG05	119248601	0.0133
11818	LG05	119263275	0.0055
14659	LG05	119442830	0.0055
10567	LG05	119589700	0.0259
16947	LG05	119751722	0.0199
8703	LG05	119986405	0.0495
11509	LG05	120204355	0.9769
5624	LG05	120302757	0.0445
4484	LG05	120585557	0.0099
16264	LG05	120588263	0.0163
21572	LG05	120873251	0.1393
16456	LG05	121383672	0.875
14426	LG05	121549806	0.0752
6554	LG05	121587596	0.0002
13100	LG05	121715425	0.2863
5481	LG05	121733096	0.0986
15588	LG05	121733184	0.174
10488	LG05	121766109	0.0219
23427	LG05	122026637	0.0531
12116	LG05	122111657	0.085
8079	LG05	122407262	0.0322
13902	LG05	122475342	0.12
14064	LG05	122529710	0.0163
3381	LG05	122965196	0.0228
20425	LG05	123112043	0.5028
14657	LG05	123112131	0.0395
2370	LG05	123528599	0.2982
11059	LG05	123588806	0.0837
23421	LG05	123738715	0.0317
8098	LG05	123961378	0.089
16370	LG05	124258449	0.1486
592	LG05	124293905	0.0364
11052	LG05	124792046	-0.0018
12823	LG05	125724080	0.0137
23990	LG05	125881110	0.1487
17919	LG05	126049583	0.067
17944	LG05	126192583	-0.0011
18906	LG05	126194573	0.0759
24751	LG05	126409728	0.8849
6807	LG05	126532605	0.01
22431	LG05	126681907	0.1435
4761	LG05	126837664	0.0435
8048	LG05	126900408	0.8039
20232	LG05	127148313	0.3023
109	LG05	127150787	0.2655
13066	LG05	127293795	0.0497
1968	LG05	127295457	0.0442
15086	LG05	127340219	0.0417
25641	LG05	127472335	0.0715
2810	LG05	127589333	0.0734
17328	LG05	127617112	0.069
18979	LG05	127739638	0.4628
18355	LG05	127753513	0.1346
17737	LG05	127753602	0.1135
2046	LG05	127804469	0.2655
6292	LG05	127829434	0.0794
10648	LG05	127879802	-0.0021
4644	LG05	127907886	0.1215
4878	LG05	128001873	0.1202
8027	LG05	128096484	0.0649
15382	LG05	128161440	0.0312
18686	LG05	128161528	0.0021
24504	LG05	128202298	-0.0018
22739	LG05	128248230	0.1193
12670	LG05	128265819	0.5537
10882	LG05	128283388	0.0305
14853	LG05	128369790	0.0073
18925	LG05	128377943	0.1872
17683	LG05	128650998	0.0164
7707	LG05	128697558	0.9978
9280	LG05	128710158	0.0367
20042	LG05	129214291	0.0059
24009	LG05	129350613	0.0907
13081	LG05	129557306	0.546
11687	LG05	129653214	0.1633
10965	LG05	129719988	0.0443
21649	LG05	129769488	0.1181
4818	LG05	129997482	0.4429
15300	LG05	130255653	0.0396
3952	LG05	130492422	0.0473
7494	LG05	130601972	0.0572
20381	LG05	130641770	0.0368
19118	LG05	130676171	0.0236
19867	LG05	130676259	0.0546
23500	LG05	130728683	0.0161
17629	LG05	130728929	0.0683
19165	LG05	130729017	0.0223
24409	LG05	130905470	0.0403
20144	LG05	131015975	0.0796
13979	LG05	131021582	0.1276
13846	LG05	131025514	0.1053
12291	LG05	131025602	0.0351
4162	LG05	131406625	0.2284
13010	LG05	131697970	0.0625
21290	LG05	132794799	0.7101
14762	LG05	132976617	0.0862
11483	LG05	133183335	0.2081
16697	LG05	133203961	0.0186
10838	LG05	133837084	0.0578
12337	LG05	133898311	0.0695
20929	LG05	133898399	0.2682
3585	LG05	133913426	0.2331
11738	LG05	133932121	0.1972
20573	LG05	134388226	0.0444
17363	LG05	134492523	0.0028
16695	LG05	134543986	0.1175
10153	LG05	134580714	0.0688
9461	LG05	134660015	0.4488
23233	LG05	134660103	0.7262
982	LG05	135060896	0.0023
3728	LG05	135156499	0.1171
17779	LG05	135262869	0.0798
5427	LG05	135354718	0.0701
6944	LG05	135378845	0.4633
22737	LG05	135423910	0.1072
3057	LG05	135544449	0.2027
15494	LG05	135594554	0.0561
24920	LG05	135773617	0.0346
10276	LG05	135854584	0.0675
5738	LG05	135934670	0.018
2934	LG05	135989127	-0.0019
23313	LG05	136124858	0.0807
4255	LG05	136388364	0.0426
19856	LG05	136482045	0.1394
13631	LG05	136503363	0.0544
5775	LG05	136532121	0.079
534	LG05	136724791	0.005
10849	LG05	136769209	0.0265
13168	LG05	136819964	0.0219
24990	LG05	136821588	0.0238
11191	LG05	137051098	0.222
5600	LG05	137228044	0.0626
1962	LG05	137238672	0.0001
297	LG05	137473312	0.0862
7922	LG05	137570881	0.0202
24976	LG05	137576476	0.2488
18694	LG05	137683607	0.0338
8058	LG05	137731601	0.0385
20449	LG05	137737082	0.0321
8231	LG05	137799487	-0.0004
14897	LG05	137824871	0.0439
9174	LG05	137855060	0.1374
15212	LG05	137942523	0.0259
17718	LG05	138110794	0.0121
11254	LG05	138241426	0.0097
18637	LG05	138266818	0.0212
2075	LG05	138269224	0.0802
5469	LG05	138521539	0.005
15139	LG05	138538610	0.2217
11717	LG05	138655112	0.1386
19522	LG05	138922316	0.0161
14824	LG05	139118592	0.0244
24371	LG05	139304383	0.0248
19408	LG05	139566912	0.0568
13258	LG05	139920458	0.2773
15279	LG05	139986155	0.0175
17738	LG05	140018563	0.0584
3226	LG05	140082263	0.2216
8820	LG05	140082351	0.8538
13192	LG05	140371565	0.1026
4613	LG05	140588195	0.0211
20744	LG05	140589857	0.1044
9216	LG06	140780967	0.7093
20128	LG06	140865480	0.8792
17934	LG06	140866107	0.0498
17816	LG06	140925825	0.0221
14626	LG06	140925913	0.5153
4213	LG06	140926698	0.0594
4727	LG06	141178586	0.0142
12701	LG06	141342227	0.1243
9299	LG06	141371818	0.0834
12123	LG06	142264424	0.026
7915	LG06	142371071	0.1919
17347	LG06	142533332	0.0599
22877	LG06	143073985	0.246
13991	LG06	143384058	0.0736
14298	LG06	143433955	0.1085
24966	LG06	143441582	0.0675
5367	LG06	143441670	0.0802
24876	LG06	143959422	0.0411
13627	LG06	144027560	0.0225
10823	LG06	144066176	0.0281
20756	LG06	144257032	0.1723
13286	LG06	144259667	0.0991
19689	LG06	144304879	0.2239
10386	LG06	144307718	0.1653
