Locus	chromosome	position	fst
2603	LG23	14392966	0.194
2604	LG11	14815925	0.0216
2607	LG15	12236853	0.0586
2621	LG04	378962	0.1437
2623	LG19	2707850	0.0292
2647	LG03	8603218	0.5118
2648	LG17	5506104	0.003
2672	LG01	26278837	-2e-04
2677	LG21	9477851	0.0667
2682	LG13	23528989	0.0493
2694	LG21	8442668	0.0342
2705	LG10	22879308	0.0267
2706	LG12	16946944	0.0051
2709	LG19	18872684	0.0667
2718	LG22	16526905	0.0253
2733	LG02	20586675	2e-04
2735	LG07	13236326	0.9257
2742	LG04	26781953	0.4802
2751	LG23	22985440	0.0171
2752	LG14	29071558	0.2009
2762	LG22	122447	0.1391
2769	LG21	21919607	0.021
2780	LG01	11869646	0.0257
2786	LG16	30316865	0.0903
2792	LG09	14618268	0.0297
2810	LG05	10974598	0.0734
2813	LG15	16004593	0.0824
2820	LG15	17496341	0.1483
2824	LG13	18962061	0.5136
2826	LG13	18593933	0.6254
2830	LG07	23332711	0.1463
2844	LG16	5617631	0.0028
2850	LG15	24809063	0.0705
2851	LG08	21068744	0.0473
2861	LG14	15397625	0.0355
2866	LG01	23087036	0.1051
2874	LG01	21713494	0.719
2880	LG20	8455705	0.1037
2895	LG09	23542361	0.0296
2917	LG14	24703575	0.0951
2922	LG11	24771036	0.0076
2934	LG05	19374392	-0.0019
2947	LG23	939621	0.0864
2950	LG22	7744666	0.0295
2967	LG15	15149144	0.3217
2973	LG01	27732633	0.0809
2974	LG14	9719363	0.8721
2977	LG03	25242772	0.0848
2985	LG23	17166837	0.1787
2990	LG01	17231504	0.9147
2995	LG03	20582299	0.0731
2998	LG18	7457147	0.0411
3000	LG21	7459198	0.0148
3004	LG03	16947961	0.1111
3015	LG10	15163654	0.8131
3016	LG02	10295723	0.0188
3019	LG20	9261701	0.6028
3023	LG20	23059969	0.1456
3031	LG09	20025730	0.0531
3039	LG11	22402420	0.0019
3043	LG21	21161935	0.3114
3057	LG05	18929714	0.2027
3061	LG19	12728793	0.1689
3062	LG13	4642806	0.0024
3066	LG16	5085357	0.3003
3076	LG18	13129513	0.7678
3086	LG16	5738820	0.2409
3095	LG07	10800502	0.0455
3096	LG01	1380478	0.8257
3102	LG14	22294077	0.0698
3111	LG07	16957862	0.0597
3116	LG02	12426111	0.0838
3120	LG18	1987451	0.0448
3121	LG10	12858006	0.0589
3129	LG14	10030230	0.0078
3132	LG13	19057220	0.0123
3138	LG20	13442555	0.0278
3155	LG11	10611402	0.0757
3161	LG08	15130801	0.3047
3172	LG02	14430240	-0.0019
3175	LG18	5047498	0.009
3176	LG10	9762442	0.0076
3186	LG19	9805870	0.7457
3193	LG08	4803505	0.1877
3195	LG07	13297888	0.8361
3196	LG22	19156479	5e-04
3197	LG08	24846203	0.1181
3207	LG08	5648759	0.4972
3226	LG05	23467528	0.2216
3228	LG14	25824909	0.116
3238	LG23	14600916	0.0627
3244	LG08	6495561	0.0099
3248	LG10	20021617	0.1702
3258	LG11	2454027	0.0219
3261	LG18	18120527	0.0178
3266	LG11	18795306	0.0161
3280	LG04	8454042	0.1265
3284	LG07	9539930	0.2012
3298	LG21	12713994	0.3339
3303	LG21	6035264	0.0267
3304	LG12	21990246	0.1504
3307	LG07	26173439	0.1572
3308	LG14	10599926	0.0352
3309	LG19	16194987	0.2899
3312	LG03	13069918	0.0186
3324	LG07	16407381	0.0138
3328	LG17	16950833	0.0305
3339	LG13	20637133	0.0103
3341	LG14	28893155	0.7361
3342	LG21	13232316	0.6122
3348	LG16	19834425	0.0587
3351	LG19	15047198	0.326
3356	LG23	19265074	0.0275
3373	LG08	8966991	0.0379
3378	LG17	15944429	0.0522
3379	LG14	24722870	0.0696
3381	LG05	6350461	0.0228
3396	LG06	25314954	0.6647
3405	LG20	9196469	0.1945
3406	LG16	24229115	0.0272
3413	LG22	10670043	0.0144
3416	LG19	15655291	0.1172
3417	LG14	11676361	0.45
3420	LG21	3313349	6e-04
3430	LG11	14468693	0.0135
3434	LG10	6003116	0.1011
3437	LG12	23290112	0.0384
3458	LG09	3493810	0.0516
3460	LG18	6528272	0.8461
3464	LG01	2734393	0.0198
3473	LG01	17544233	0.0465
3480	LG12	23074809	0.2808
3484	LG15	23057730	0.032
3488	LG16	28100360	0.0235
3499	LG23	1731017	0.4889
3501	LG21	12112127	0.1532
3523	LG15	5955032	0.9465
3524	LG14	24505243	0.0781
3541	LG13	24575544	0.1738
3547	LG17	4126590	0.1096
3553	LG04	30956415	0.0563
3554	LG18	16220209	0.0108
3561	LG18	2208393	0.1324
3566	LG18	18337381	0.0477
3577	LG03	17399324	0.0187
3578	LG04	23391980	0.0348
3585	LG05	17298691	0.2331
3594	LG14	5903591	0.0603
3600	LG21	18337123	0.0438
3601	LG17	8319369	0.0386
3622	LG21	18382081	0.2049
3623	LG02	12024231	0.1068
3630	LG01	28032467	0.2486
3636	LG14	20385829	0.0037
3639	LG17	7633583	0.322
3651	LG09	1872590	0.3073
3659	LG16	23334936	0.0422
3662	LG11	16002009	0.995
3680	LG17	8605809	0.86
3692	LG06	13048766	0.0773
3694	LG04	23536033	0.0707
3708	LG13	1535521	0.935
3721	LG02	18900520	0.0548
3728	LG05	18541764	0.1171
3734	LG06	5926292	0.045
3753	LG10	9860946	0.7065
3754	LG19	20346480	0.0362
3756	LG11	22468503	0.4524
3761	LG03	20306369	0.0098
3776	LG01	24455925	0.8514
3780	LG22	2810555	0.5722
3794	LG01	17891914	0.0423
3797	LG21	5722754	0.045
3798	LG07	23461249	0.1725
3799	LG03	11143943	0.0324
3814	LG23	16003346	0.3126
3822	LG17	15671266	0.3471
3825	LG18	8102874	0.0385
3827	LG16	18742865	0.5711
3828	LG02	23363691	0.0088
3832	LG14	17957361	0.0984
3834	LG19	2026203	0.0956
3849	LG15	22242308	0.3207
3855	LG21	19913962	0.0155
3865	LG16	28094621	0.102
3866	LG18	10794024	0.0317
3867	LG21	16251957	0.0894
3875	LG04	34503689	0.9566
3879	LG03	1306194	0.0169
3885	LG03	23804757	0.0044
3886	LG11	14501523	0.016
3887	LG06	14278663	0.4809
3894	LG23	19738781	0.0099
3900	LG20	4903898	0.2026
3902	LG21	11188757	0.3718
3917	LG01	2734304	0.0121
3929	LG13	6072318	0.0056
3931	LG11	5295900	0.2035
3932	LG04	13557402	0.1149
3939	LG17	12450113	0.1283
3940	LG06	7867156	0.7247
3946	LG19	20490861	0.0529
3948	LG09	5671531	0.2372
3952	LG05	13877687	0.0473
3957	LG07	823426	0.0139
3960	LG08	10342640	0.0064
3962	LG10	605025	0.0225
3963	LG10	4690015	0.0091
3972	LG11	8894347	0.5253
3973	LG06	17505582	0.4151
3991	LG03	11820911	0.2694
4000	LG15	11074597	0.0365
4002	LG03	8053673	0.0064
4003	LG01	24038892	0.0036
4004	LG15	7912926	0.0146
4013	LG04	33514896	0.3148
4025	LG03	24223878	0.0166
4031	LG13	1193395	0.0331
4032	LG16	28482320	0.4802
4033	LG21	14840975	0.0093
4036	LG21	15316907	0.1032
4039	LG22	9367737	0.0704
4040	LG08	10912553	0.0572
4062	LG19	1676774	0.8892
4065	LG06	4009836	0.0291
4066	LG20	8942881	0.0236
4070	LG20	4384499	0.018
4079	LG15	21346221	0.0649
4081	LG22	9230244	0.3913
4083	LG10	15139047	0.212
4088	LG14	20885177	0.0544
4090	LG09	17063685	0.2728
4097	LG17	16950745	0.0248
4103	LG01	19759592	0.0215
4108	LG16	27795973	0.0724
4126	LG04	28825553	0.0184
4132	LG01	8475035	0.0329
4133	LG04	24866885	0.8224
4137	LG07	11811714	0.0829
4140	LG13	22202718	1e-04
4142	LG09	17587809	0.2646
4145	LG12	23109552	0.0733
4146	LG09	8211355	0.1073
4148	LG21	18381376	0.1361
4156	LG13	24013669	0.0195
4159	LG23	9262983	0.035
4162	LG05	14791890	0.2284
4171	LG10	17543844	0.0163
4172	LG20	5165816	0.0164
4174	LG22	9047081	0.0123
4176	LG18	20408482	-0.0015
4185	LG14	15778586	0.3969
4187	LG19	14116914	0.0922
4188	LG11	12127935	0.7924
4191	LG06	20741073	0.4687
4192	LG16	23885047	0.0478
4206	LG10	9793217	0.0259
4207	LG21	9732870	0.2132
4212	LG04	33598863	0.057
4213	LG06	237908	0.0594
4214	LG21	9121607	0.0908
4217	LG23	1421669	0.0258
4226	LG09	24607602	0.1109
4227	LG13	18686608	0.0527
4230	LG04	23389886	0.2396
4244	LG01	8751793	0.0211
4251	LG10	16638251	0.4855
4255	LG05	19773629	0.0426
4257	LG21	21235457	0.0426
4280	LG22	357359	0.0337
4317	LG08	21516625	0.2789
4332	LG23	3521287	0.1311
4336	LG11	6123685	0.0497
4344	LG11	9920661	0.1234
4352	LG16	27854956	0.0376
4365	LG01	18164746	0.9709
4368	LG08	12744936	0.0102
4371	LG04	20122826	0.1487
4373	LG04	22943548	0.5246
4392	LG03	11832920	0.0485
4396	LG13	7298301	0.0398
4398	LG06	18998161	0.1818
4402	LG14	17552012	0.9024
4404	LG22	7532382	0.0138
4411	LG12	22019003	0.0345
4413	LG15	4100436	0.0946
4426	LG10	4400003	0.0859
4442	LG13	14527982	0.0102
4452	LG06	12297808	0.0912
4453	LG03	9773441	0.3889
4458	LG22	8231118	0.0102
4459	LG09	19494289	0.0402
4472	LG07	806594	0.1209
4473	LG12	4009809	0.008
4484	LG05	3970822	0.0099
4489	LG04	27352498	0.053
4491	LG08	10633171	0.4062
4494	LG01	9685227	0.0845
4495	LG18	14023647	0.0973
4499	LG20	2829965	0.0182
4507	LG13	4567648	0.1584
4508	LG18	14305873	0.1633
4514	LG07	27682138	0.1384
4536	LG19	13287200	0.0701
4539	LG23	192827	0.9613
4541	LG21	3250882	0.7104
4549	LG17	7290454	0.0578
4550	LG12	17753872	-0.0018
4556	LG09	1872502	0.0361
4557	LG04	3826017	0.0139
4568	LG12	4779086	0.3847
4570	LG21	5426321	0.0976
4572	LG06	24057453	0.0305
4575	LG13	16159529	0.0385
4578	LG15	18490187	1e-04
4582	LG04	6571110	0.0059
4588	LG12	24207382	0.0484
4596	LG08	1761739	0.0283
4599	LG23	4023710	0.0729
4609	LG08	24762010	0.4541
4613	LG05	23973460	0.0211
4615	LG09	3670506	0.0784
4617	LG09	16838649	0.0711
4620	LG10	7813485	0.8194
4629	LG09	20931379	0.0061
4637	LG07	15411923	0.0058
4643	LG13	5556883	0.0435
4644	LG05	11293151	0.1215
4660	LG07	15879034	0.3775
4661	LG19	14510561	0.0415
4664	LG13	19009504	0.3144
4671	LG13	16647496	0.7099
4681	LG07	23084471	0.9914
4696	LG11	24477363	0.044
4702	LG09	9449210	0.1909
4711	LG12	8167261	0.1214
4727	LG06	489796	0.0142
4729	LG15	10706163	0.0634
4734	LG17	16510645	0.3179
4739	LG01	6163089	0.169
4740	LG12	4809150	0.01
4744	LG19	11917050	0.2272
4747	LG03	27467753	0.9203
4754	LG14	25213748	0.0076
4759	LG22	19809786	0.0062
4760	LG14	27989426	0.0367
4761	LG05	10222929	0.0435
4766	LG20	21148698	0.0098
4775	LG22	12376372	0.0143
4777	LG04	25625757	0.0906
4779	LG03	16989964	0.1477
4782	LG16	29902249	0.4145
4815	LG03	12288968	0.0288
4818	LG05	13382747	0.4429
4824	LG15	19559265	0.0129
4832	LG03	525362	0.0405
4834	LG11	12058857	0.9763
4836	LG02	14934973	0.5424
4837	LG11	18564220	0.0988
4841	LG16	6040999	0.0139
4849	LG15	17083022	0.2902
4852	LG15	24781633	0.0318
4856	LG07	20645188	0.1233
4863	LG03	27837891	0.0531
4878	LG05	11387138	0.1202
4887	LG06	22208449	0.008
4891	LG08	15555865	0.3812
4892	LG18	6589478	0.0522
4898	LG04	30578438	0.0192
4901	LG11	26061747	0.0945
4905	LG03	11011877	0.962
4909	LG01	24794728	0.0023
4939	LG20	22418798	0.0542
4958	LG10	22107920	0.4913
4960	LG09	17810629	0.0434
4989	LG14	12252629	0.0016
4998	LG04	29833176	0.0279
5001	LG21	8264744	0.0173
5002	LG10	1370047	0.0414
5003	LG11	16390445	0.0239
5011	LG09	6468238	0.6809
5016	LG22	4547210	0.0617
5023	LG01	214443	0.0135
5030	LG22	15046804	0.0295
5031	LG07	12728851	0.233
5035	LG22	16170968	0.0858
5042	LG11	25334679	0.3132
5052	LG13	5592907	0.4551
5060	LG08	9590391	0.2269
5071	LG05	2633866	0.0133
5077	LG06	12954935	0.3979
5079	LG03	3440963	-0.0018
5116	LG20	5151301	0.0354
5118	LG12	4298590	0.035
5124	LG09	5713978	0.0452
5133	LG12	19492744	0.0101
5137	LG19	5823389	0.021
5148	LG20	19627680	0.1723
5151	LG14	12928347	0.0604
5155	LG20	13444345	0.3933
5169	LG21	12135222	0.0219
5171	LG04	27557653	0.3045
5176	LG16	27148342	0.0555
5189	LG17	17473894	0.0149
5196	LG02	16247316	0.4143
5198	LG09	1393709	0.0688
5201	LG23	17880932	-0.0015
5203	LG10	5542453	0.0862
5206	LG08	18013058	0.1034
5208	LG01	2044448	0.0174
5217	LG10	16892961	0.0798
5227	LG23	17985491	0.0386
5232	LG06	19843692	0.1018
5264	LG15	14481775	0.0332
5273	LG22	4266854	0.0253
5281	LG11	7506208	0.1291
5287	LG12	20595615	0.1086
5288	LG16	27216949	0.1177
5310	LG23	15000836	0.0259
5322	LG07	4796419	0.034
5333	LG14	17190035	0.7809
5334	LG20	5780115	0.0503
5336	LG06	20059538	0.9451
5367	LG06	2752880	0.0802
5387	LG22	10727070	0.076
5398	LG18	8286073	0.0523
5417	LG07	20640020	0.0046
5427	LG05	18739983	0.0701
5431	LG23	5415195	0.0166
5437	LG23	9601195	0.0085
5441	LG13	22392008	6e-04
5442	LG03	7519450	0.0588
5450	LG08	15826307	0.0213
5451	LG09	17652516	0.057
5452	LG18	7795023	0.1014
5461	LG03	14545616	0.1213
5464	LG11	22086835	0.825
5465	LG06	22757568	0.0615
5469	LG05	21906804	0.005
5475	LG13	10028046	0.1134
5476	LG12	468391	0.6957
5481	LG05	5118361	0.0986
5482	LG01	9010262	0.0532
5501	LG18	14588802	0.0456
5516	LG22	5381422	0.3983
5520	LG04	18708578	0.0278
5524	LG03	18033180	0.5181
5534	LG19	19103458	0.2686
5538	LG23	9616094	0.1137
5539	LG18	15263037	0.0465
5541	LG11	10611314	0.768
5560	LG13	17284812	0.0029
5562	LG20	3274663	0.5578
5569	LG01	23205145	0.0237
5570	LG23	13796931	0.1474
5572	LG11	25112679	0.0543
5576	LG06	7858844	0.0306
5577	LG09	23969744	0.0323
5580	LG14	8286307	0.7243
5584	LG01	15478086	0.0436
5586	LG23	5729686	0.0404
5590	LG15	16949205	0.05
5594	LG10	23722049	0.0999
5600	LG05	20613309	0.0626
5606	LG18	8168863	0.0138
5610	LG06	6965868	0.0293
5614	LG11	23808690	0.001
5617	LG19	5461515	0.0756
5622	LG12	17015598	0.4957
5623	LG08	7239686	0.2574
5624	LG05	3688022	0.0445
5632	LG21	17876423	0.0786
5633	LG23	7996770	0.0417
5636	LG15	8532891	0.0153
5637	LG16	27428629	0.033
5650	LG02	3684400	0.2259
5654	LG20	10038052	0.8513
5662	LG23	10116938	0.4887
5668	LG12	23159905	0.1405
5672	LG12	20538654	0.0595
5673	LG23	2607933	0.0297
5679	LG15	19847386	0.8135
5685	LG09	4495270	0.1786
5688	LG03	6697589	0.2279
5692	LG02	4299155	0.0261
5699	LG14	8137819	0.0647
5719	LG06	11439647	0.0301
5722	LG16	17321653	0.1279
5730	LG16	5110535	0.6269
5738	LG05	19319935	0.018
5739	LG07	30391639	0.0036
5741	LG13	11956213	0.0933
5744	LG23	5048977	0.1398
5746	LG04	28800174	0.0335
5748	LG02	558992	0.052
5753	LG01	11309141	0.0075
5754	LG04	5682240	0.005
5765	LG21	7389806	0.1041
5766	LG18	22502477	0.0926
5770	LG06	9501622	0.0118
5775	LG05	19917386	0.079
5776	LG23	1598146	0.0715
5781	LG14	5998727	0.2817
5804	LG03	27076011	0.3238
5807	LG11	1821055	0.0272
5813	LG22	20191001	0.0131
5817	LG12	17403958	0.0314
5819	LG02	2217111	0.0099
5824	LG04	9835263	0.608
5834	LG08	10268342	0.0923
5844	LG08	9557314	0.0803
5845	LG13	14709344	0.2775
5851	LG02	21921687	0.3039
5853	LG09	9910448	0.0652
5882	LG09	10461569	0.1814
5891	LG22	6395073	0.0262
5892	LG14	4398890	0.2164
5894	LG01	5179409	0.0638
5897	LG17	5256866	0.0996
5902	LG03	12836004	0.0219
5923	LG21	20491767	0.069
5924	LG03	2481805	0.0122
5925	LG01	15884506	0.0113
5928	LG10	1369959	0.0172
5930	LG09	14503032	0.0283
5935	LG19	3809995	0.046
