locus,prob,log10(PO),qval,alpha,fst,log10q,outlier
5201_78,0.95575,1.3344,0.0040936,-1.7751,0.048517,-2.38789459603594,True
5333_31,1,1000,0,1.8222,0.58893,-Inf,True
5336_88,1,1000,0,2.0565,0.64241,-Inf,True
5464_49,1,1000,0,1.4193,0.494,-Inf,True
5476_35,1,1000,0,1.5925,0.53475,-Inf,True
5541_38,1,1000,0,1.9302,0.61339,-Inf,True
5562_45,1,1000,0,1.493,0.51134,-Inf,True
5580_61,1,1000,0,1.4383,0.49854,-Inf,True
5614_83,0.9977,2.6373,0.0001863,-2.2788,0.029498,-3.72978714510376,True
5622_47,0.98365,1.7793,0.0014281,1.2518,0.45505,-2.84524138084582,True
5654_86,1,1000,0,1.9671,0.6222,-Inf,True
5679_36,1,1000,0,1.424,0.4951,-Inf,True
5707_76,0.71744,0.40467,0.034333,0.89419,0.38003,-1.46428824648624,True
5730_82,0.99995,4.301,2.7305e-06,1.3947,0.48811,-5.56375781912844,True
5824_49,0.9132,1.022,0.0080711,1.0248,0.40394,-2.09306727179907,True
5962_41,0.9991,3.0453,5.1362e-05,-2.3258,0.02808,-4.28935807348958,True
6028_46,0.73254,0.43757,0.031535,0.87082,0.37407,-1.50120716467066,True
6031_42,1,1000,0,1.4445,0.49993,-Inf,True
6085_61,0.9995,3.3008,1.9049e-05,1.2583,0.45581,-4.72012781819734,True
6144_80,1,1000,0,1.247,0.45279,-Inf,True
6182_75,0.9323,1.1389,0.0062985,-1.7535,0.05165,-2.20076286630638,True
6218_44,0.98895,1.9518,0.00078723,-1.8522,0.042783,-3.1038983640353,True
6220_71,1,1000,0,2.9029,0.80023,-Inf,True
6312_47,0.87689,0.85267,0.013428,-1.5999,0.061715,-1.87198866742403,True
6368_55,1,1000,0,1.7543,0.57285,-Inf,True
6426_86,1,1000,0,1.6773,0.5552,-Inf,True
6429_61,1,1000,0,2.1863,0.66981,-Inf,True
6431_59,0.9999,3.9999,5.0003e-06,1.174,0.4357,-5.30100393877677,True
6467_68,0.9979,2.6768,0.0001748,1.0178,0.39915,-3.75745857170162,True
6492_65,1,1000,0,1.669,0.55286,-Inf,True
6526_63,1,1000,0,2.0034,0.63088,-Inf,True
6550_76,1,1000,0,1.8649,0.59829,-Inf,True
6565_44,1,1000,0,1.5144,0.51679,-Inf,True
6617_71,0.99815,2.732,0.00012701,-2.2654,0.030027,-3.89616208397439,True
6631_29,1,1000,0,1.5176,0.51762,-Inf,True
6660_52,1,1000,0,1.8929,0.60493,-Inf,True
6690_52,0.99995,4.301,2.7305e-06,1.4874,0.51002,-5.56375781912844,True
6709_44,1,1000,0,1.3206,0.47049,-Inf,True
6773_74,0.99995,4.301,2.7305e-06,1.1138,0.42132,-5.56375781912844,True
6802_82,0.99995,4.301,2.7305e-06,1.1375,0.42696,-5.56375781912844,True
6962_43,1,1000,0,1.258,0.45539,-Inf,True
7046_82,1,1000,0,1.5073,0.51506,-Inf,True
7048_61,0.69943,0.36681,0.037243,0.86239,0.37322,-1.42895534297079,True
7058_31,0.9067,0.98756,0.0084026,1.1102,0.42439,-2.07558631025512,True
7081_84,0.63293,0.23661,0.04609,-1.0883,0.10103,-1.33639329187548,True
7089_75,0.92945,1.1197,0.0068021,1.1421,0.43115,-2.16735698764456,True
7193_58,0.84489,0.73617,0.017286,-1.4151,0.07096,-1.76230549133594,True
7206_46,0.9999,3.9999,5.0003e-06,1.4695,0.50575,-5.30100393877677,True
7214_60,1,1000,0,2.0665,0.64497,-Inf,True
7271_32,0.958,1.3581,0.0035097,1.1899,0.44141,-2.45473000430704,True
7313_69,1,1000,0,1.811,0.58714,-Inf,True
7322_91,0.95935,1.3729,0.0033466,-1.8971,0.044497,-2.47539619328133,True
7328_39,1,1000,0,1.6454,0.54754,-Inf,True
7367_63,1,1000,0,1.5232,0.51861,-Inf,True
7390_38,1,1000,0,1.8414,0.59303,-Inf,True
7395_41,0.99185,2.0853,0.00067695,-2.0037,0.037766,-3.16944340742417,True
7412_67,0.88404,0.88218,0.012245,-1.4422,0.066701,-1.91204121053927,True
7450_31,0.74139,0.45739,0.031142,0.76329,0.34845,-1.50665349963328,True
7458_83,0.9981,2.7204,0.00013708,-2.1236,0.033415,-3.86302590424217,True
7479_31,1,1000,0,1.5106,0.5156,-Inf,True
7501_37,0.76149,0.50415,0.028581,-1.2508,0.084116,-1.54392258006275,True
7545_46,1,1000,0,1.6293,0.54428,-Inf,True
7610_68,0.71454,0.39847,0.034744,-1.5035,0.080352,-1.45912018364583,True
7620_90,0.9939,2.212,0.00047471,-2.1309,0.033691,-3.32357161955808,True
7643_51,0.86679,0.81339,0.014276,1.0516,0.41203,-1.84539346071638,True
7666_86,0.88524,0.88729,0.011856,-1.8994,0.052142,-1.92606180936475,True
7690_38,1,1000,0,3.373,0.86158,-Inf,True
7803_76,0.9772,1.632,0.0019184,-1.98,0.040093,-2.71706083424523,True
7823_79,0.98705,1.882,0.00097523,-1.9382,0.040385,-3.01089294742858,True
7828_41,1,1000,0,1.7474,0.57112,-Inf,True
7865_79,0.89329,0.92281,0.010145,-1.8729,0.051867,-1.99374794863064,True
7870_41,0.99995,4.301,2.7305e-06,1.4437,0.49969,-5.56375781912844,True
7940_62,0.9983,2.7688,0.0001124,1.2271,0.44865,-3.94923368876696,True
7974_36,0.9734,1.5634,0.0022791,1.0714,0.41286,-2.64223661887605,True
7975_63,0.98025,1.6957,0.0016968,1.1407,0.42903,-2.77036934449149,True
8033_75,1,1000,0,2.8002,0.78453,-Inf,True
8045_72,0.9993,3.1546,4.1286e-05,1.3105,0.46829,-4.38419719176996,True
8048_91,1,1000,0,1.7411,0.57033,-Inf,True
8086_77,1,1000,0,2.8271,0.78906,-Inf,True
8095_30,0.9968,2.4934,0.00027715,-2.2804,0.029662,-3.55728511707152,True
8124_33,1,1000,0,1.9376,0.61604,-Inf,True
8150_34,0.99575,2.3697,0.00037599,-2.2731,0.029915,-3.42482370561109,True
8194_39,1,1000,0,2.7164,0.77049,-Inf,True
8217_47,1,1000,0,1.5717,0.53025,-Inf,True
8241_29,0.88284,0.87712,0.012635,-1.8324,0.054088,-1.89842475374407,True
8242_28,0.99705,2.5289,0.00025365,-2.2807,0.029738,-3.59576513334658,True
8277_67,1,1000,0,1.8504,0.59567,-Inf,True
8278_38,0.97265,1.551,0.0023347,-2.1522,0.036074,-2.63176891668887,True
8288_52,0.9674,1.4724,0.0028355,-1.7053,0.049777,-2.54737034837798,True
8327_33,0.99865,2.8691,7.847e-05,1.1147,0.42194,-4.10529634739077,True
8389_50,1,1000,0,1.4754,0.50735,-Inf,True
8471_70,0.9817,1.7295,0.0015749,1.0202,0.4005,-2.80274701700261,True
8486_35,0.9985,2.8232,9.4174e-05,-2.2284,0.03071,-4.02606898271787,True
8499_62,1,1000,0,1.9692,0.62263,-Inf,True
8525_86,0.9972,2.5516,0.00024636,1.3291,0.47279,-3.60842980458178,True
8527_71,0.64413,0.25769,0.044592,-1.3076,0.092936,-1.35074304863077,True
8534_89,1,1000,0,1.7149,0.56449,-Inf,True
8554_34,0.81704,0.64989,0.020495,-1.5508,0.068697,-1.68835207734748,True
8569_91,1,1000,0,2.0549,0.64135,-Inf,True
8590_88,0.9983,2.7688,0.0001124,1.2956,0.46476,-3.94923368876696,True
8601_60,0.93085,1.1291,0.0065491,0.88075,0.36964,-2.18381837815928,True
8603_50,0.99545,2.34,0.00039718,1.018,0.39937,-3.40101262852591,True
8671_85,0.92475,1.0895,0.0071935,1.1809,0.44036,-2.14305975205927,True
8746_52,1,1000,0,2.0545,0.64124,-Inf,True
8759_82,0.99825,2.7562,0.0001171,-2.2302,0.030857,-3.93144310492764,True
8778_32,1,1000,0,1.6385,0.54571,-Inf,True
8798_54,0.93965,1.1923,0.0060643,-1.7125,0.052224,-2.21721932236251,True
8820_64,1,1000,0,1.8805,0.60232,-Inf,True
8840_32,0.99485,2.2859,0.00043271,1.3583,0.47972,-3.36380306806766,True
8907_61,0.99755,2.6097,0.00019863,1.0637,0.41001,-3.70195515739902,True
8915_80,0.99255,2.1246,0.00060564,-2.0301,0.03716,-3.21778544921869,True
8936_51,1,1000,0,1.8926,0.6048,-Inf,True
9008_77,0.75914,0.49855,0.029293,-1.6493,0.071769,-1.53323614840283,True
9054_79,0.68433,0.33604,0.039858,-1.1543,0.094258,-1.39948449717481,True
9102_44,0.70394,0.37615,0.036815,-1.1055,0.094531,-1.43397519518728,True
9119_36,0.987,1.8804,0.001004,1.2625,0.45747,-2.998266287191,True
9158_70,1,1000,0,1.6356,0.54579,-Inf,True
9166_67,0.9998,3.6989,8.0332e-06,1.3915,0.48736,-5.09511142041178,True
9187_88,0.9688,1.4921,0.0026452,-1.7435,0.048436,-2.57754148596806,True
9192_71,0.9994,3.2216,2.9596e-05,-2.5176,0.023889,-4.52876698135035,True
9210_32,0.9965,2.4544,0.00028575,-2.3672,0.027728,-3.54401376093268,True
9211_65,1,1000,0,2.1024,0.65168,-Inf,True
9216_37,1,1000,0,1.4667,0.50521,-Inf,True
9251_31,1,1000,0,1.3067,0.46699,-Inf,True
9347_41,0.99875,2.9025,7.1072e-05,-2.2685,0.029644,-4.14830146313162,True
9355_49,1,1000,0,1.7801,0.57954,-Inf,True
9393_70,0.91485,1.0311,0.0077638,-1.7397,0.053681,-2.10992566081782,True
9415_41,0.9746,1.584,0.0021727,1.2841,0.46292,-2.66300023563947,True
9419_52,0.99365,2.1944,0.00048962,1.2899,0.46364,-3.31014085043718,True
9434_65,1,1000,0,2.0835,0.64769,-Inf,True
9456_30,1,1000,0,2.065,0.64432,-Inf,True
9461_76,0.99735,2.5756,0.00021845,1.3161,0.46968,-3.66064795095441,True
9530_91,0.9918,2.0826,0.00069548,-2.1221,0.034506,-3.15771535454976,True
9585_44,1,1000,0,1.6915,0.55848,-Inf,True
9596_54,0.9841,1.7916,0.0013589,-1.8736,0.042542,-2.86681250135883,True
9640_91,1,1000,0,1.4834,0.50905,-Inf,True
9675_34,0.95295,1.3065,0.0046173,-2.112,0.039181,-2.33561190710104,True
9682_66,0.9988,2.9203,6.7563e-05,1.0207,0.39978,-4.17029107469429,True
9684_29,1,1000,0,1.9822,0.62511,-Inf,True
9714_35,1,1000,0,2.3023,0.69445,-Inf,True
9717_52,1,1000,0,2.1007,0.6522,-Inf,True
9726_80,0.82999,0.6886,0.018835,-1.6936,0.06343,-1.72503437546071,True
9731_66,1,1000,0,1.8549,0.59636,-Inf,True
9755_40,0.94655,1.2482,0.0057387,-1.839,0.047503,-2.2411864781194,True
9766_85,0.69748,0.36279,0.037673,-1.3271,0.087297,-1.42396979440867,True
9776_86,0.72304,0.41674,0.033517,-1.2987,0.08568,-1.4747348606191,True
9789_48,1,1000,0,1.6616,0.5511,-Inf,True
9840_88,0.99995,4.301,2.7305e-06,1.5017,0.51338,-5.56375781912844,True
9896_83,1,1000,0,1.7295,0.56793,-Inf,True
9940_91,0.84154,0.72516,0.017791,-1.4821,0.068881,-1.74979964032101,True
9979_31,0.99795,2.6873,0.00015311,-2.1766,0.032314,-3.81499644350819,True
9980_67,1,1000,0,1.3331,0.47332,-Inf,True
10015_56,1,1000,0,1.6953,0.55905,-Inf,True
10022_55,1,1000,0,1.931,0.61381,-Inf,True
10061_54,0.97605,1.6101,0.001968,0.98452,0.39241,-2.70597490590468,True
10079_72,1,1000,0,1.7893,0.58134,-Inf,True
10136_53,0.62168,0.21571,0.049162,0.69422,0.33637,-1.30837045753303,True
10285_38,0.85849,0.78296,0.015614,-1.9,0.054866,-1.80648582497133,True
10295_35,0.89169,0.91557,0.010516,-1.6648,0.058096,-1.97814942256567,True
10342_77,0.84624,0.74066,0.017038,-1.3994,0.071387,-1.7685813860917,True
10399_28,0.85739,0.77904,0.015844,-1.5309,0.065846,-1.80013516626774,True
10421_35,0.9841,1.7916,0.0013589,1.2487,0.45434,-2.86681250135883,True
10440_61,1,1000,0,2.6977,0.76752,-Inf,True
10460_54,1,1000,0,2.9576,0.80857,-Inf,True
10529_88,0.98355,1.7766,0.0014629,1.2553,0.45589,-2.83478536008967,True
10530_40,0.84689,0.74283,0.016792,-1.4276,0.070319,-1.77489757442566,True
10620_63,0.99945,3.2594,2.2399e-05,1.042,0.4047,-4.64977137024513,True
10691_48,0.88729,0.89612,0.011469,-1.7142,0.057089,-1.94047444726131,True
10730_82,1,1000,0,1.765,0.5753,-Inf,True
10732_81,0.86389,0.80258,0.01516,-1.7906,0.057226,-1.81930079870397,True
10738_48,0.68348,0.33433,0.040302,0.80295,0.35978,-1.39467340131766,True
10785_73,1,1000,0,2.4567,0.72486,-Inf,True
10828_61,1,1000,0,1.7105,0.56331,-Inf,True
10840_73,1,1000,0,1.9132,0.60998,-Inf,True
11019_91,1,1000,0,1.5293,0.52029,-Inf,True
11119_40,0.76169,0.50463,0.027872,-1.5786,0.073459,-1.55483186667243,True
11140_28,0.64233,0.25428,0.045087,0.66052,0.32773,-1.34594866082983,True
11146_32,1,1000,0,1.509,0.51533,-Inf,True
11166_91,1,1000,0,1.3786,0.48424,-Inf,True
11190_87,1,1000,0,3.1302,0.83217,-Inf,True
11222_69,0.97495,1.5902,0.0021207,-2.3487,0.03118,-2.67352076361904,True
11273_53,0.9925,2.1216,0.00062279,1.0634,0.41026,-3.20565836941748,True
11307_51,1,1000,0,1.7109,0.56296,-Inf,True
11415_86,0.9962,2.4185,0.00034766,-2.1676,0.032774,-3.45884527416745,True
11479_91,1,1000,0,1.7875,0.58115,-Inf,True
11482_73,0.9579,1.357,0.0036738,1.1988,0.4435,-2.43488449018062,True
11504_80,0.9979,2.6768,0.0001748,1.3314,0.47328,-3.75745857170162,True
11506_49,0.76154,0.50427,0.028227,-1.342,0.080823,-1.54933527674785,True
11509_69,1,1000,0,2.6415,0.75837,-Inf,True
11569_29,1,1000,0,1.7327,0.56784,-Inf,True
11627_84,0.93045,1.1264,0.0066749,-1.8105,0.049838,-2.1755552362965,True
11686_51,0.99735,2.5756,0.00021845,-2.157,0.032589,-3.66064795095441,True
11736_75,1,1000,0,2.0734,0.6459,-Inf,True
11759_75,1,1000,0,2.8704,0.79527,-Inf,True
11761_60,1,1000,0,2.9664,0.80985,-Inf,True
11849_85,0.98735,1.8924,0.00094644,-1.9011,0.041379,-3.02390691312635,True
11860_60,0.77774,0.54397,0.025756,0.97393,0.39672,-1.58912158357991,True
11896_37,0.9818,1.7319,0.0015364,-1.8794,0.042817,-2.81349570150686,True
11899_67,1,1000,0,1.6201,0.54185,-Inf,True
11912_28,1,1000,0,1.2462,0.45281,-Inf,True
11951_82,1,1000,0,2.0549,0.64217,-Inf,True
11992_77,0.98445,1.8014,0.0012229,-1.9881,0.039299,-2.91260905500281,True
12017_58,1,1000,0,1.7141,0.56344,-Inf,True
12054_79,0.98045,1.7003,0.0016555,-2.075,0.037104,-2.78107081491191,True
12064_81,0.63128,0.23353,0.046597,-1.2888,0.094783,-1.33164204308223,True
12070_68,0.99195,2.0907,0.00065845,-1.8886,0.04113,-3.18147719799686,True
12083_81,1,1000,0,1.1403,0.42756,-Inf,True
12161_60,0.97515,1.5937,0.0020693,0.99404,0.39454,-2.68417654224884,True
12182_89,0.9972,2.5516,0.00024636,1.1528,0.43114,-3.60842980458178,True
12254_48,1,1000,0,1.8941,0.60606,-Inf,True
12277_88,0.98855,1.9362,0.00083827,1.2671,0.45855,-3.07661607609059,True
12294_64,0.9859,1.8446,0.0010948,1.2593,0.45667,-2.96066521126191,True
12320_71,1,1000,0,2.2334,0.6802,-Inf,True
12384_74,0.99915,3.0702,4.6203e-05,1.3732,0.48308,-4.33532982441907,True
12479_28,0.69563,0.35899,0.038105,-1.1899,0.09187,-1.41901803403732,True
12516_86,0.88894,0.90333,0.010895,1.082,0.4184,-1.96277276541773,True
12641_38,0.99265,2.1305,0.00055417,-2.2264,0.031466,-3.25635698845474,True
12652_91,0.88799,0.89917,0.011086,-1.9702,0.050116,-1.95522512574356,True
12670_30,0.9968,2.4934,0.00027715,1.3707,0.48259,-3.55728511707152,True
12693_72,1,1000,0,2.3583,0.70552,-Inf,True
12705_51,0.9924,2.1159,0.00064011,1.2273,0.44897,-3.19374538806605,True
12725_37,0.92415,1.0858,0.0074635,-1.6285,0.056423,-2.12705746284602,True
12746_41,0.9867,1.8703,0.0010333,0.95985,0.38619,-2.98577357061077,True
12810_70,0.9963,2.4302,0.00032949,1.2849,0.46231,-3.48215776167914,True
12823_53,0.9563,1.3401,0.0039247,-1.95,0.043132,-2.40619353467007,True
12945_91,1,1000,0,1.6271,0.54302,-Inf,True
12972_32,0.95155,1.2931,0.0049771,-1.8695,0.045867,-2.30302363331427,True
12979_84,0.965,1.4404,0.0030378,-2.0824,0.038429,-2.51744082222952,True
13081_88,0.9939,2.212,0.00047471,1.1912,0.44037,-3.32357161955808,True
13082_32,0.67183,0.31117,0.040764,-1.2297,0.092721,-1.38972320708235,True
13083_60,0.94895,1.2692,0.0052547,-2.0543,0.041256,-2.27945207355842,True
13090_73,0.9984,2.7952,9.8551e-05,1.0351,0.40324,-4.00633896456284,True
13107_82,1,1000,0,2.0761,0.6459,-Inf,True
13135_70,0.75859,0.49725,0.029648,-1.3641,0.080271,-1.52800459802518,True
13152_71,1,1000,0,2.0379,0.63834,-Inf,True
13180_86,0.9851,1.8203,0.0011891,1.267,0.45867,-2.92478162088846,True
13221_69,1,1000,0,2.4812,0.72937,-Inf,True
13297_68,0.9934,2.1776,0.00050509,-2.2117,0.03199,-3.29663122976088,True
13308_59,0.99255,2.1246,0.00060564,-2.2015,0.032394,-3.21778544921869,True
13341_74,0.9993,3.1546,4.1286e-05,1.0398,0.40416,-4.38419719176996,True
13352_44,0.75484,0.4884,0.030008,-1.2681,0.084114,-1.52276294885733,True
13369_71,0.78164,0.55383,0.025086,-1.5856,0.071235,-1.60056858206594,True
13384_90,1,1000,0,1.852,0.59554,-Inf,True
13430_78,0.98435,1.7986,0.0012568,1.1396,0.42846,-2.90073382796808,True
13458_69,0.9972,2.5516,0.00024636,-2.4265,0.026215,-3.60842980458178,True
13462_85,0.84144,0.72484,0.018042,-1.5429,0.06673,-1.74371532151584,True
13518_85,1,1000,0,2.411,0.71519,-Inf,True
13523_89,1,1000,0,1.4786,0.50816,-Inf,True
13556_86,1,1000,0,1.5454,0.52381,-Inf,True
13597_35,1,1000,0,3.3476,0.85848,-Inf,True
13600_77,0.71079,0.39052,0.036393,-1.227,0.089259,-1.43898214255216,True
