locus,prob,log10(PO),qval,alpha,fst,log10q,outlier
2990_79,1,1000,0,1.9246,0.62716,-Inf,True
2997_63,1,1000,0,1.4997,0.52762,-Inf,True
3000_77,0.9825,1.7493,0.00098411,-2.3566,0.030655,-3.00695635510219,True
3015_76,1,1000,0,2.046,0.653,-Inf,True
3076_54,1,1000,0,1.4667,0.51999,-Inf,True
3096_79,1,1000,0,1.9394,0.62958,-Inf,True
3186_73,1,1000,0,1.4219,0.50925,-Inf,True
3195_89,1,1000,0,1.2991,0.47984,-Inf,True
3341_58,0.9993,3.1546,2.8729e-05,1.27,0.47308,-4.54167949068192,True
3342_57,1,1000,0,1.4701,0.52045,-Inf,True
3396_46,0.99285,2.1426,0.00036252,1.2664,0.47242,-3.44066802867909,True
3460_56,1,1000,0,1.4343,0.51237,-Inf,True
3523_34,1,1000,0,2.4387,0.7332,-Inf,True
3680_38,1,1000,0,1.8662,0.61337,-Inf,True
3708_57,1,1000,0,2.4828,0.74097,-Inf,True
3753_32,0.96535,1.445,0.0024653,1.0607,0.42435,-2.60813022429064,True
3776_57,1,1000,0,1.3687,0.49659,-Inf,True
3828_44,0.78984,0.57499,0.018419,-1.8386,0.066289,-1.73473395211262,True
3875_79,1,1000,0,2.6811,0.77537,-Inf,True
3940_64,0.9944,2.2494,0.00029835,1.0552,0.42206,-3.52527395781988,True
3972_48,0.66588,0.2995,0.038353,0.85529,0.38539,-1.41620065955103,True
4062_70,1,1000,0,1.6171,0.55593,-Inf,True
4133_67,1,1000,0,1.6331,0.55937,-Inf,True
4176_76,0.912,1.0155,0.0061388,-2.2657,0.041539,-2.21191651555459,True
4188_69,1,1000,0,1.9049,0.62166,-Inf,True
4365_60,1,1000,0,2.5726,0.75732,-Inf,True
4402_81,1,1000,0,1.8812,0.61701,-Inf,True
4539_57,1,1000,0,2.3607,0.71827,-Inf,True
4575_53,0.62683,0.22525,0.044842,-1.2581,0.099796,-1.34831502565794,True
4620_80,1,1000,0,1.7741,0.59218,-Inf,True
4671_56,0.82544,0.67474,0.013404,0.84603,0.37797,-1.87276558083677,True
4747_79,1,1000,0,2.3288,0.71188,-Inf,True
4834_53,1,1000,0,2.9436,0.81575,-Inf,True
4836_32,0.9971,2.5363,0.00013277,1.3865,0.50076,-3.87690004474443,True
4893_83,1,1000,0,1.6027,0.55205,-Inf,True
4905_55,1,1000,0,2.2442,0.69536,-Inf,True
5002_78,0.76609,0.51523,0.023894,-1.5312,0.076919,-1.62171114064307,True
5011_29,1,1000,0,1.7253,0.58047,-Inf,True
5079_75,0.89564,0.93362,0.0073873,-2.0276,0.049136,-2.13151426381927,True
5333_31,1,1000,0,1.7637,0.5898,-Inf,True
5336_88,1,1000,0,2.0101,0.64595,-Inf,True
5464_49,1,1000,0,1.3672,0.49623,-Inf,True
5476_35,0.9998,3.6989,5.7255e-06,1.5415,0.53725,-5.24218658099522,True
5541_38,1,1000,0,1.878,0.61558,-Inf,True
5562_45,0.99935,3.1868,2.6279e-05,1.4322,0.51142,-4.5803911650919,True
5580_61,1,1000,0,1.3817,0.4997,-Inf,True
5614_83,0.9793,1.6749,0.0011607,-2.2865,0.032717,-2.93528001555909,True
5654_86,1,1000,0,1.9123,0.62381,-Inf,True
5679_36,1,1000,0,1.3679,0.49638,-Inf,True
5730_82,0.9975,2.601,0.00010575,1.3418,0.49017,-3.97571962395292,True
5962_41,0.99065,2.0251,0.00046674,-2.3443,0.029858,-3.33092497812734,True
6031_42,0.99975,3.6019,7.5761e-06,1.3893,0.50141,-5.12055430153889,True
6085_61,0.9618,1.401,0.0025704,1.1724,0.45104,-2.58999928745654,True
6144_80,1,1000,0,1.1889,0.4535,-Inf,True
6218_44,0.83729,0.71147,0.012162,-1.6455,0.065986,-1.91499500092335,True
6220_71,1,1000,0,2.8507,0.80179,-Inf,True
6368_55,1,1000,0,1.6998,0.57461,-Inf,True
6426_86,1,1000,0,1.6303,0.55868,-Inf,True
6429_61,1,1000,0,2.1351,0.67216,-Inf,True
6431_59,0.98305,1.7634,0.00093234,1.1065,0.43463,-3.03042568292855,True
6467_68,0.66863,0.30488,0.037661,0.65687,0.33818,-1.4241081524894,True
6492_65,1,1000,0,1.6181,0.55543,-Inf,True
6526_63,1,1000,0,1.9457,0.63187,-Inf,True
6550_76,1,1000,0,1.8146,0.60103,-Inf,True
6565_44,1,1000,0,1.4627,0.51915,-Inf,True
6617_71,0.98095,1.7117,0.0010404,-2.2697,0.033198,-2.98279965647616,True
6631_29,1,1000,0,1.4636,0.51942,-Inf,True
6660_52,1,1000,0,1.8435,0.60773,-Inf,True
6690_52,0.9952,2.3166,0.00022998,1.4377,0.51284,-3.638309930362,True
6709_44,0.9994,3.2216,1.9374e-05,1.261,0.47085,-4.71278070459919,True
6773_74,0.9963,2.4302,0.00014502,1.0627,0.42378,-3.83857209920871,True
6802_82,0.99475,2.2775,0.00026289,1.0742,0.42654,-3.58022593358713,True
6962_43,1,1000,0,1.2063,0.45767,-Inf,True
7046_82,1,1000,0,1.4527,0.51675,-Inf,True
7206_46,0.99855,2.838,4.1369e-05,1.4135,0.5071,-4.38332497704335,True
7214_60,1,1000,0,2.0109,0.64646,-Inf,True
7313_69,1,1000,0,1.7575,0.58909,-Inf,True
7322_91,0.65318,0.27493,0.041189,-1.3623,0.093965,-1.38521875185892,True
7328_39,1,1000,0,1.5954,0.55025,-Inf,True
7367_63,1,1000,0,1.4682,0.52014,-Inf,True
7390_38,1,1000,0,1.783,0.59389,-Inf,True
7395_41,0.90525,0.98017,0.006612,-1.9014,0.051118,-2.17966715510059,True
7458_83,0.97475,1.5866,0.0013749,-2.122,0.037327,-2.86172888803555,True
7479_31,0.99995,4.301,1.1858e-06,1.4566,0.51737,-5.92598855399106,True
7545_46,1,1000,0,1.5765,0.54638,-Inf,True
7620_90,0.9414,1.2059,0.0039106,-2.0773,0.042322,-2.40775660406242,True
7690_38,1,1000,0,3.32,0.86266,-Inf,True
7803_76,0.80269,0.6094,0.017452,-1.7038,0.068019,-1.75815479568522,True
7823_79,0.80679,0.62073,0.016083,-1.658,0.068827,-1.79363293805503,True
7828_41,1,1000,0,1.7009,0.57464,-Inf,True
7870_41,0.9977,2.6373,8.9303e-05,1.3968,0.50323,-4.04913395139632,True
7940_62,0.77579,0.53909,0.022878,0.91926,0.397,-1.64058194434269,True
8033_75,1,1000,0,2.7433,0.78572,-Inf,True
8045_72,0.92275,1.0772,0.0057033,1.1637,0.45032,-2.24387378343544,True
8048_91,1,1000,0,1.6828,0.57113,-Inf,True
8086_77,1,1000,0,2.7758,0.79096,-Inf,True
8095_30,0.96635,1.4581,0.0023701,-2.2598,0.034863,-2.6252333297148,True
8124_33,1,1000,0,1.8824,0.61756,-Inf,True
8150_34,0.9688,1.4921,0.0020976,-2.2595,0.034636,-2.67827732565399,True
8194_39,1,1000,0,2.6629,0.7722,-Inf,True
8217_47,1,1000,0,1.5188,0.53236,-Inf,True
8242_28,0.97665,1.6214,0.0012292,-2.2884,0.033015,-2.91037744841566,True
8277_67,1,1000,0,1.7967,0.59765,-Inf,True
8278_38,0.78069,0.55142,0.021384,-1.7935,0.068285,-1.66991105425152,True
8327_33,0.81004,0.62985,0.014716,0.86642,0.38326,-1.83221022084091,True
8389_50,1,1000,0,1.4187,0.50842,-Inf,True
8486_35,0.98415,1.793,0.00078311,-2.238,0.033377,-3.10617723023112,True
8499_62,1,1000,0,1.9147,0.62445,-Inf,True
8525_86,0.79304,0.58341,0.017932,1.0294,0.42257,-1.74637126980625,True
8534_89,1,1000,0,1.665,0.56729,-Inf,True
8569_91,1,1000,0,2.0091,0.64482,-Inf,True
8590_88,0.86794,0.81773,0.0092333,1.0814,0.43251,-2.03464305350816,True
8746_52,1,1000,0,2.0041,0.6439,-Inf,True
8759_82,0.9836,1.778,0.00083238,-2.2519,0.03306,-3.07967836334026,True
8778_32,1,1000,0,1.5855,0.54777,-Inf,True
8820_64,1,1000,0,1.8288,0.60464,-Inf,True
8840_32,0.66863,0.30488,0.037661,0.89962,0.39574,-1.4241081524894,True
8907_61,0.62343,0.21894,0.046344,0.63839,0.33525,-1.334006484509,True
8915_80,0.88229,0.87482,0.0079497,-1.8708,0.054545,-2.09964926012377,True
8936_51,1,1000,0,1.8424,0.60749,-Inf,True
9158_70,1,1000,0,1.5779,0.54674,-Inf,True
9166_67,0.98435,1.7986,0.00073527,1.3271,0.48715,-3.13355315346284,True
9192_71,0.9922,2.1045,0.00041048,-2.5342,0.025539,-3.38670799835267,True
9210_32,0.9714,1.531,0.0018459,-2.3615,0.031879,-2.73379183019231,True
9211_65,1,1000,0,2.0505,0.65379,-Inf,True
9216_37,0.9999,3.9999,3.1009e-06,1.4183,0.50833,-5.50851223897017,True
9251_31,1,1000,0,1.2487,0.46778,-Inf,True
9347_41,0.9891,1.9578,0.00053228,-2.2905,0.031442,-3.27385985179234,True
9355_49,1,1000,0,1.7289,0.58208,-Inf,True
9419_52,0.59773,0.17199,0.049418,0.76688,0.36656,-1.30611483494648,True
9434_65,1,1000,0,2.0316,0.64992,-Inf,True
9456_30,1,1000,0,2.0065,0.64523,-Inf,True
9461_76,0.69088,0.34928,0.032912,0.88988,0.39281,-1.48264572564935,True
9530_91,0.91025,1.0061,0.0063692,-2.0159,0.047464,-2.195915113568,True
9585_44,1,1000,0,1.6376,0.56025,-Inf,True
9596_54,0.80444,0.61421,0.016993,-1.6094,0.07053,-1.7697299425888,True
9640_91,0.99935,3.1868,2.6279e-05,1.4301,0.511,-4.5803911650919,True
9675_34,0.66968,0.30694,0.036283,-1.54,0.087549,-1.44029681120453,True
9682_66,0.74124,0.45706,0.026086,0.72397,0.35178,-1.5835925100569,True
9684_29,1,1000,0,1.9302,0.62747,-Inf,True
9714_35,1,1000,0,2.25,0.69665,-Inf,True
9717_52,1,1000,0,2.0457,0.65387,-Inf,True
9731_66,1,1000,0,1.8079,0.59977,-Inf,True
9755_40,0.61343,0.20054,0.048622,-1.2601,0.10121,-1.313167181011,True
9789_48,1,1000,0,1.6077,0.553,-Inf,True
9840_88,0.99935,3.1868,2.6279e-05,1.4442,0.51434,-4.5803911650919,True
9896_83,1,1000,0,1.6786,0.57054,-Inf,True
9979_31,0.9727,1.5518,0.0016039,-2.1815,0.036126,-2.79482271261173,True
9980_67,1,1000,0,1.2737,0.47375,-Inf,True
10015_56,1,1000,0,1.6358,0.55961,-Inf,True
10022_55,1,1000,0,1.8784,0.61604,-Inf,True
10079_72,1,1000,0,1.7365,0.58343,-Inf,True
10440_61,1,1000,0,2.6393,0.76825,-Inf,True
10460_54,1,1000,0,2.9072,0.81044,-Inf,True
10620_63,0.87919,0.862,0.0082547,0.8704,0.38211,-2.08329870564917,True
10730_82,1,1000,0,1.7061,0.57606,-Inf,True
10785_73,1,1000,0,2.4109,0.72808,-Inf,True
10828_61,1,1000,0,1.6546,0.56472,-Inf,True
10840_73,1,1000,0,1.8628,0.61262,-Inf,True
11019_91,1,1000,0,1.4772,0.52259,-Inf,True
11146_32,1,1000,0,1.4486,0.51559,-Inf,True
11166_91,1,1000,0,1.3271,0.48657,-Inf,True
11190_87,1,1000,0,3.0836,0.83441,-Inf,True
11222_69,0.78604,0.56511,0.018913,-1.9326,0.064559,-1.72323957744222,True
11307_51,1,1000,0,1.6519,0.56368,-Inf,True
11415_86,0.9512,1.2898,0.0031831,-2.135,0.039868,-2.49714971740602,True
11479_91,1,1000,0,1.7373,0.58387,-Inf,True
11504_80,0.77774,0.54397,0.022378,1.0116,0.41883,-1.65017873048761,True
11509_69,1,1000,0,2.5883,0.76006,-Inf,True
11569_29,1,1000,0,1.678,0.56943,-Inf,True
11686_51,0.9744,1.5805,0.001449,-2.1665,0.036175,-2.83893161452883,True
11736_75,1,1000,0,2.0178,0.64736,-Inf,True
11759_75,1,1000,0,2.8259,0.7981,-Inf,True
11761_60,1,1000,0,2.9152,0.8117,-Inf,True
11849_85,0.82084,0.66102,0.014262,-1.6486,0.067637,-1.84581956788818,True
11896_37,0.72574,0.42261,0.027859,-1.4606,0.083346,-1.55503447665133,True
11899_67,1,1000,0,1.565,0.54344,-Inf,True
11912_28,0.9954,2.3352,0.00019899,1.1942,0.45508,-3.70116874798196,True
11951_82,1,1000,0,1.9963,0.64298,-Inf,True
11992_77,0.78414,0.56022,0.019902,-1.6698,0.070908,-1.70110327809687,True
12017_58,1,1000,0,1.6561,0.56431,-Inf,True
12054_79,0.82144,0.66279,0.013833,-1.8082,0.063078,-1.85908362306093,True
12070_68,0.86424,0.80387,0.0095716,-1.708,0.061262,-2.01901545897446,True
12083_81,0.99775,2.6468,8.1518e-05,1.0867,0.42939,-4.08874648405093,True
12182_89,0.68748,0.34239,0.033575,0.76866,0.36412,-1.47398397865925,True
12254_48,1,1000,0,1.8395,0.60783,-Inf,True
12320_71,1,1000,0,2.1754,0.68116,-Inf,True
12384_74,0.91895,1.0545,0.0059121,1.2167,0.46302,-2.22825822869292,True
12641_38,0.9385,1.1835,0.0043971,-2.162,0.040489,-2.35683365742911,True
12670_30,0.76299,0.50775,0.024418,1.0337,0.42452,-1.61228991060139,True
12693_72,1,1000,0,2.3028,0.70691,-Inf,True
12810_70,0.71589,0.40135,0.029077,0.88995,0.39202,-1.53645040354393,True
12823_53,0.70659,0.38168,0.030953,-1.5075,0.084184,-1.50929725228828,True
12945_91,1,1000,0,1.5788,0.54613,-Inf,True
12972_32,0.64878,0.26652,0.041903,-1.335,0.095183,-1.37775488307654,True
12979_84,0.78424,0.56048,0.019409,-1.7607,0.068701,-1.71199683996814,True
13083_60,0.62183,0.21599,0.047096,-1.4092,0.09625,-1.32701597719589,True
13090_73,0.69933,0.3666,0.031597,0.69513,0.34631,-1.50035414982765,True
13107_82,1,1000,0,2.0251,0.64839,-Inf,True
13152_71,1,1000,0,1.983,0.64007,-Inf,True
13221_69,1,1000,0,2.4288,0.73136,-Inf,True
13297_68,0.93445,1.154,0.0045699,-2.1279,0.042182,-2.34009330319565,True
13308_59,0.9394,1.1904,0.0040721,-2.1442,0.040999,-2.39018156541714,True
13341_74,0.9293,1.1187,0.0051189,0.92694,0.39388,-2.29082335450375,True
13384_90,1,1000,0,1.8,0.59781,-Inf,True
13458_69,0.96745,1.4731,0.0022773,-2.3973,0.031733,-2.64257975385458,True
13518_85,1,1000,0,2.3574,0.71701,-Inf,True
13523_89,1,1000,0,1.4291,0.51102,-Inf,True
13556_86,1,1000,0,1.4977,0.52707,-Inf,True
13597_35,1,1000,0,3.3002,0.86039,-Inf,True
13650_74,1,1000,0,1.7498,0.58738,-Inf,True
13693_54,1,1000,0,1.6352,0.55992,-Inf,True
13774_83,0.62623,0.22413,0.045592,-1.2992,0.098665,-1.34111135603423,True
13791_31,0.80669,0.62045,0.016536,0.80164,0.36807,-1.78156953638077,True
13845_74,0.9574,1.3517,0.0028044,1.1729,0.45141,-2.55216004156015,True
13917_31,0.95745,1.3522,0.0026877,1.325,0.48738,-2.57061920868952,True
13923_66,0.63938,0.24871,0.043353,0.71579,0.35305,-1.36298084424624,True
14011_86,0.99995,4.301,1.1858e-06,1.5832,0.54711,-5.92598855399106,True
14117_54,1,1000,0,1.9965,0.642,-Inf,True
14122_74,0.65458,0.27762,0.039773,-1.348,0.094329,-1.4004116497908,True
14293_50,0.83949,0.71852,0.011766,-1.8673,0.059519,-1.92937115594857,True
14305_64,1,1000,0,2.388,0.72361,-Inf,True
14329_39,0.89539,0.93246,0.0076515,0.89294,0.38687,-2.11625341741313,True
14492_91,0.97975,1.6847,0.0011001,-2.2896,0.032666,-2.95856783531973,True
14546_28,0.9536,1.3128,0.0030504,1.2593,0.47203,-2.51564320773439,True
14626_69,0.999,2.9995,3.2248e-05,1.4255,0.50991,-4.49149721485501,True
14720_65,1,1000,0,2.4259,0.73086,-Inf,True
14810_81,1,1000,0,1.4925,0.52635,-Inf,True
14852_48,1,1000,0,2.1118,0.66812,-Inf,True
14864_28,0.9924,2.1159,0.00038625,-2.326,0.03014,-3.41313150756711,True
15039_89,0.83144,0.69308,0.012571,-2.0332,0.056693,-1.90063017361016,True
15122_43,0.94995,1.2783,0.0033185,-2.3412,0.035059,-2.47905817802194,True
15311_57,1,1000,0,1.6425,0.56144,-Inf,True
15373_43,1,1000,0,1.7157,0.5791,-Inf,True
15471_80,1,1000,0,1.7295,0.58142,-Inf,True
15473_44,1,1000,0,2.4139,0.72853,-Inf,True
15543_86,0.93135,1.1324,0.0047504,-2.1856,0.040897,-2.32326981974803,True
15573_81,1,1000,0,1.6746,0.5693,-Inf,True
15615_75,1,1000,0,1.8476,0.60854,-Inf,True
15646_86,0.99965,3.4558,1.1237e-05,1.3205,0.48507,-4.94934961913609,True
15677_86,0.9999,3.9999,3.1009e-06,1.158,0.44622,-5.50851223897017,True
15748_37,1,1000,0,2.9319,0.81416,-Inf,True
15780_34,1,1000,0,1.8664,0.61415,-Inf,True
15791_77,1,1000,0,1.7193,0.57941,-Inf,True
15828_89,0.99985,3.8238,4.231e-06,1.5274,0.53387,-5.37355697466871,True
15907_79,0.9984,2.7952,4.6956e-05,1.2026,0.45697,-4.32830890605169,True
15934_88,0.98965,1.9805,0.00049873,1.0867,0.42973,-3.30213450697195,True
16057_61,0.92515,1.092,0.005504,1.2752,0.4766,-2.25932157477255,True
16121_54,1,1000,0,1.7883,0.59514,-Inf,True
16245_77,0.65653,0.28137,0.039062,-1.4801,0.090549,-1.4082455243168,True
16280_87,1,1000,0,1.5089,0.52965,-Inf,True
16456_30,1,1000,0,1.58,0.54724,-Inf,True
16504_64,0.99995,4.301,1.1858e-06,1.1513,0.44458,-5.92598855399106,True
16517_67,1,1000,0,1.7241,0.58078,-Inf,True
16620_53,1,1000,0,1.195,0.45491,-Inf,True
16748_47,1,1000,0,1.4999,0.52754,-Inf,True
16898_80,0.9713,1.5294,0.0019265,1.0411,0.41953,-2.71523098665098,True
16965_75,0.70939,0.38756,0.030324,-1.3892,0.087108,-1.51821351203246,True
17016_46,1,1000,0,2.421,0.72991,-Inf,True
17038_31,1,1000,0,1.293,0.47838,-Inf,True
17087_78,1,1000,0,1.5246,0.53354,-Inf,True
17097_62,1,1000,0,1.6337,0.55906,-Inf,True
17267_57,1,1000,0,2.2213,0.69022,-Inf,True
17325_91,1,1000,0,1.3212,0.48516,-Inf,True
17342_48,0.99795,2.6873,7.3855e-05,1.3634,0.4953,-4.13162009752328,True
17436_89,1,1000,0,1.5216,0.5328,-Inf,True
17497_83,1,1000,0,1.5346,0.53591,-Inf,True
17625_52,1,1000,0,1.6822,0.57116,-Inf,True
17670_29,0.67268,0.31284,0.035591,0.87117,0.38889,-1.44865980945666,True
17825_50,1,1000,0,2.6232,0.76613,-Inf,True
17835_82,1,1000,0,2.3175,0.71016,-Inf,True
17870_82,1,1000,0,1.9871,0.64086,-Inf,True
17875_70,0.9997,3.5227,8.6797e-06,1.1857,0.45288,-5.06149528526085,True
17879_62,0.85984,0.7878,0.010605,-1.9172,0.055998,-1.97448932714742,True
17898_53,0.99625,2.4243,0.00015737,1.2702,0.47319,-3.80307805518054,True
17909_49,0.97185,1.5381,0.0016843,-2.1658,0.036507,-2.7735805513514,True
17944_29,0.61658,0.20632,0.047857,-1.3582,0.098253,-1.32005452938079,True
18043_70,1,1000,0,2.0875,0.66194,-Inf,True
18075_88,1,1000,0,3.103,0.83709,-Inf,True
18099_48,1,1000,0,1.5136,0.53089,-Inf,True
18166_40,0.99995,4.301,1.1858e-06,1.4929,0.52596,-5.92598855399106,True
18196_91,1,1000,0,1.4472,0.51522,-Inf,True
18243_78,0.75754,0.49476,0.024952,1.0266,0.42299,-1.60289463825091,True
18250_77,0.99795,2.6873,7.3855e-05,-2.5202,0.02498,-4.13162009752328,True
18415_67,0.87099,0.8294,0.0089031,-1.772,0.058665,-2.05045874858227,True
18476_33,1,1000,0,2.4783,0.74006,-Inf,True
18566_86,1,1000,0,1.8464,0.60852,-Inf,True
18586_88,0.68358,0.33453,0.034903,-1.4309,0.088719,-1.45713724274136,True
18615_90,1,1000,0,2.2614,0.69841,-Inf,True
18741_63,1,1000,0,3.0912,0.83553,-Inf,True
18938_79,1,1000,0,1.7749,0.59235,-Inf,True
19037_28,1,1000,0,1.6204,0.55599,-Inf,True
19094_49,1,1000,0,1.7668,0.59013,-Inf,True
19181_79,1,1000,0,1.6492,0.56297,-Inf,True
19183_90,1,1000,0,1.9729,0.63738,-Inf,True
19241_70,0.78229,0.55549,0.02089,0.85237,0.38084,-1.68006156001969,True
19255_72,0.74414,0.46365,0.025517,-1.5859,0.077709,-1.59317038637846,True
19275_70,0.99885,2.9388,3.6283e-05,1.359,0.49422,-4.44029681120453,True
19304_91,0.9753,1.5964,0.0013014,1.2059,0.4586,-2.88558919760216,True
19360_67,1,1000,0,2.3456,0.71528,-Inf,True
19425_39,0.64483,0.25901,0.042624,0.82979,0.38,-1.37034579684581,True
19458_30,1,1000,0,2.4125,0.72766,-Inf,True
19718_50,1,1000,0,1.3489,0.49183,-Inf,True
19735_57,1,1000,0,1.6915,0.57258,-Inf,True
19772_39,1,1000,0,2.2622,0.69942,-Inf,True
19971_69,0.99495,2.2945,0.00024615,-2.5184,0.02549,-3.60880015989123,True
19990_74,1,1000,0,1.6387,0.56021,-Inf,True
20070_33,0.92635,1.0996,0.0053103,-1.9684,0.047021,-2.27488094320022,True
20128_60,1,1000,0,1.9606,0.63494,-Inf,True
20154_72,1,1000,0,2.0675,0.65819,-Inf,True
20222_82,0.99985,3.8238,4.231e-06,1.1518,0.4447,-5.37355697466871,True
20230_54,0.99595,2.3908,0.00017066,1.3825,0.49984,-3.76786825870338,True
20425_46,0.9678,1.4779,0.0021872,1.2997,0.48113,-2.66011150277625,True
20446_35,1,1000,0,1.3886,0.5014,-Inf,True
20473_75,1,1000,0,2.3019,0.70664,-Inf,True
20574_42,0.9912,2.0517,0.00043781,1.1981,0.45617,-3.3587143229526,True
20586_75,1,1000,0,1.8421,0.60865,-Inf,True
20624_60,0.72874,0.42918,0.027261,0.89752,0.3934,-1.56445821722782,True
20672_73,1,1000,0,1.2565,0.46966,-Inf,True
20719_30,1,1000,0,1.4756,0.52225,-Inf,True
20837_42,1,1000,0,1.6954,0.57358,-Inf,True
20928_88,1,1000,0,1.3768,0.49854,-Inf,True
21290_80,1,1000,0,1.3617,0.49488,-Inf,True
21296_44,1,1000,0,1.697,0.57377,-Inf,True
21419_81,1,1000,0,2.1208,0.66969,-Inf,True
21671_32,0.87129,0.83056,0.0085794,1.0892,0.43428,-2.06654308345673,True
21686_40,0.89959,0.95229,0.0071224,1.0261,0.41837,-2.14737363963191,True
21748_28,1,1000,0,1.9166,0.62443,-Inf,True
21807_77,1,1000,0,1.4413,0.51392,-Inf,True
21829_90,1,1000,0,1.4098,0.50635,-Inf,True
21863_80,0.73499,0.44301,0.026667,0.80762,0.37175,-1.57402583908062,True
21874_61,1,1000,0,1.4285,0.51094,-Inf,True
21905_34,0.9716,1.5341,0.001765,-2.3573,0.031975,-2.75325529027616,True
21934_70,0.9999,3.9999,3.1009e-06,1.4887,0.52479,-5.50851223897017,True
21971_88,1,1000,0,1.7767,0.59238,-Inf,True
22022_82,0.63408,0.23876,0.044091,-1.2701,0.098627,-1.35565005110434,True
22166_90,0.99945,3.2594,1.7223e-05,1.2213,0.46136,-4.76389119841272,True
22373_54,0.9999,3.9999,3.1009e-06,1.1718,0.44946,-5.50851223897017,True
22526_47,1,1000,0,1.4355,0.51262,-Inf,True
22563_78,1,1000,0,2.115,0.66879,-Inf,True
22771_46,0.83969,0.71916,0.011373,0.9219,0.39557,-1.9441249608539,True
22800_60,1,1000,0,2.1665,0.67968,-Inf,True
22824_44,1,1000,0,1.6446,0.56192,-Inf,True
22913_52,1,1000,0,1.6702,0.56797,-Inf,True
22921_81,0.9468,1.2503,0.0036051,1.315,0.48533,-2.44308268410798,True
22923_53,1,1000,0,2.8915,0.8081,-Inf,True
22978_85,1,1000,0,1.4669,0.51999,-Inf,True
23029_65,0.9834,1.7726,0.00088196,1.0391,0.41865,-3.05455111120968,True
23057_90,1,1000,0,2.4522,0.73521,-Inf,True
23100_30,0.85994,0.78816,0.010261,-1.8706,0.057153,-1.98881031239001,True
23203_56,1,1000,0,1.5296,0.53525,-Inf,True
23233_91,1,1000,0,1.5802,0.5466,-Inf,True
