Locus	Fst
23123	0.1073
1228	0.0524
5662	0.5032
6534	0.0668
8295	0.4207
15552	0.7557
5669	0.4967
2883	0.1985
2880	0.1075
11010	0.2954
14532	0.5669
18281	0.0629
25447	0.0396
17885	0.0933
3879	0.4412
19864	0.0331
24982	-0.0020
11337	0.0476
11336	0.3265
23230	0.0521
6403	0.3418
5719	0.0842
6408	0.0239
8181	0.0467
7765	0.1750
17702	0.2533
25630	0.0449
7769	0.1857
24588	0.0322
19329	0.3106
19326	0.1567
4761	0.0225
13652	0.0792
23346	0.0029
22529	0.0238
9306	0.0622
23838	0.0065
13897	0.2064
13895	0.0280
13892	0.5604
19748	0.7746
200	0.1229
16750	0.3855
19255	0.0098
204	0.0941
19926	0.0016
21742	0.2955
25167	0.0320
25162	0.0895
25161	-0.0000
25369	0.0058
25368	0.0056
16599	0.0223
25367	0.0017
25360	0.2900
25362	0.0017
23903	0.1513
21889	0.0018
21886	0.0677
5936	0.0376
7929	0.0159
19630	0.0913
19632	0.0533
10821	0.2611
5939	0.4760
25382	0.0471
21641	0.0000
17575	0.1580
25381	0.0296
22379	0.0189
2094	-0.0014
2096	0.0717
16378	0.0705
25501	0.0059
25500	0.0603
2099	0.4026
3651	0.2030
25507	-0.0023
11663	0.0874
2520	0.0990
2522	0.3406
4495	0.0562
24965	0.0246
16225	-0.0126
4888	0.0774
4889	0.0032
10351	0.5645
10353	0.3973
4880	0.0624
4885	0.0705
25214	0.0376
17151	0.2436
10689	0.0675
10687	0.1464
10684	0.0844
21263	0.0296
25185	0.0674
25187	0.1034
1828	0.4416
25182	0.0027
16971	0.0484
1821	0.5189
928	0.1311
9576	0.1907
17087	0.6964
6252	0.1429
9579	0.1858
10753	0.2791
10754	0.0630
925	0.5177
10530	0.0686
5397	-0.0012
14058	-0.0040
20115	0.2016
13937	0.3650
3471	0.7146
22990	0.1397
11304	0.2271
7364	0.4734
18975	0.0622
18400	0.3578
18613	0.0065
14945	0.0890
12911	0.0525
7027	0.3327
9002	0.1465
9000	0.0419
3311	-0.0027
10226	0.3582
7028	0.1019
20028	0.1210
24034	0.1302
780	0.2496
21519	-0.0019
13135	0.0164
18570	0.0119
18571	0.0880
12403	0.0950
18579	0.1534
15123	0.1057
18194	0.0070
8997	0.4200
17450	0.0546
7798	0.2600
20954	0.0610
3000	-0.0066
7791	0.0936
18352	0.2159
21621	-0.0024
1589	0.0231
21789	0.0645
1582	0.0333
1031	0.1355
12863	0.0018
23138	-0.0018
23136	0.1583
8062	0.0823
15010	0.1168
6520	0.2008
6526	0.0966
23295	0.1778
5650	0.2291
23293	0.0916
14545	0.1945
25560	0.9062
17891	0.0062
15498	0.3759
13791	0.7558
13792	0.0589
4086	0.0012
13796	0.1107
22355	0.1361
22601	0.0012
11325	0.2770
7570	0.0634
7574	0.0797
19138	0.1241
5722	0.1287
6417	-0.0024
15300	0.0436
6410	0.3300
7775	0.2883
14934	0.1646
13607	0.0869
18277	0.1636
8316	0.1413
23351	0.7707
4797	0.0551
5995	0.3145
4154	0.0526
11259	0.2425
24648	0.0444
23271	0.5700
25208	-0.0073
213	0.0848
22771	0.6117
18727	-0.0019
22175	0.1214
11780	-0.0015
25378	0.0206
25372	0.0688
25373	0.0012
6080	0.2860
12675	0.0451
6640	0.0413
10813	0.1418
5906	-0.0023
16164	0.1240
16166	0.1297
16168	0.0221
11723	0.1273
7803	-0.0002
17561	0.1527
21678	0.3313
24825	0.0144
3480	0.2890
25518	-0.0010
13418	0.1100
3642	0.4655
6399	0.8009
21984	0.0402
21986	0.1114
6390	0.0679
19380	0.0525
17367	0.2941
2390	0.2257
2391	0.3081
11479	0.7669
20611	0.8025
2770	0.1253
4894	0.1412
16947	0.0385
16942	0.0691
7975	0.4886
7974	0.5679
7976	0.1891
7971	0.0057
16949	0.6641
1859	0.0332
6263	0.1364
6260	0.1081
9354	0.2221
4411	0.0303
2175	0.3954
17099	0.6181
9543	0.0035
2604	0.0265
9725	0.3436
20928	0.6971
14042	0.1154
20926	0.3607
20920	0.1775
20922	0.2176
21325	0.1448
24136	0.1207
21327	0.0991
1936	0.0472
20107	0.0034
21459	0.0025
20101	0.2659
845	0.0585
3462	0.0566
3460	0.8114
7370	0.2006
22946	0.0216
8890	0.0313
12320	0.8601
21961	0.1414
20237	0.3626
16706	0.0170
20230	0.4203
7017	0.1821
18698	0.1425
5232	0.0960
1737	0.1261
15808	0.3736
18509	0.0062
15805	0.0158
15151	0.3130
25358	0.2113
758	0.1060
3070	0.0476
24345	0.0014
15794	0.1290
6882	0.1878
1590	0.0706
15791	0.7956
6881	0.5593
14311	0.2534
5340	0.8908
1020	0.8497
7163	0.3380
20328	0.0898
604	0.1191
12895	0.1060
23107	0.0166
12892	0.1926
15571	0.6075
8278	-0.0008
8274	0.4988
25681	0.0017
11072	0.0461
14550	0.2697
3107	0.1463
8670	0.3460
5	0.6057
1441	0.0162
8678	0.0181
4092	0.4194
4090	0.2048
23744	0.5697
22348	0.0566
22349	0.1430
22340	0.0130
23587	0.1580
23584	0.0813
485	0.0725
8410	0.0007
11313	0.2906
11310	0.3468
7485	0.0337
15468	0.1398
6462	0.3532
12415	0.1398
19126	0.1353
19493	0.1601
19497	0.3218
6722	0.0015
8305	0.1041
6720	0.0983
23368	0.7588
4782	0.4209
8097	0.1861
15207	0.0857
5825	0.0103
4148	0.1276
8098	0.0459
22188	0.0025
22189	0.4319
9932	0.4134
20154	0.8971
12068	0.1419
25698	0.0169
25348	0.2234
25343	-0.0025
6094	0.4446
25345	0.0345
23967	0.3002
19650	0.0657
5916	0.1616
5913	0.2615
25526	0.0019
25525	0.0011
25524	0.0016
17228	0.5104
17224	0.3337
17221	0.0930
17552	0.4484
25529	-0.0031
17550	0.2835
25533	0.0127
6382	0.0641
16313	0.7696
13424	0.0990
21990	0.2246
21991	0.1126
21996	0.0441
2549	0.0492
11686	0.2029
17311	0.2538
12795	0.3202
5002	0.0364
2769	0.0151
9156	0.0936
10334	0.2408
2762	0.1272
20624	0.4182
2767	0.0031
25237	0.2255
16955	0.1532
16958	0.2541
25238	0.0819
17134	0.1250
6270	0.1234
6279	-0.0033
4421	0.5303
13336	0.1343
6077	0.0656
4959	0.1105
12083	0.7190
20826	0.0298
24167	0.0218
20486	0.0569
20139	0.3684
4083	0.1239
24128	0.4049
21449	0.7826
10024	0.1955
7348	0.0430
13207	0.1863
21683	0.1286
19960	0.0330
22608	0.0884
13209	0.0328
21689	0.0951
20964	0.0652
21803	0.7434
20000	0.5038
7000	0.2741
9027	0.0890
20559	0.1579
21539	0.2316
21535	0.2968
24016	0.0489
24017	0.4800
8936	0.7593
18517	0.1227
22881	0.0633
22883	0.0014
15146	0.0089
15145	0.2476
6890	0.8078
17947	0.0677
7171	0.0595
3066	0.2879
15786	0.0958
15788	0.1884
14492	0.0064
23189	0.8216
1052	0.6150
1054	0.1438
12818	0.0594
1693	0.1695
24888	0.0034
1278	0.1332
4312	0.0051
612	0.1152
616	0.6721
617	0.4327
12881	0.0661
8798	0.0204
11042	0.0053
8242	0.0069
8240	0.5361
24484	0.1436
8245	0.5808
7045	0.0007
24309	0.2306
3116	0.0918
15965	0.0332
8641	0.0491
1306	0.3212
8429	0.1821
23592	0.2319
498	0.0694
11301	0.0456
496	0.1764
490	0.8400
11307	0.7346
5584	0.0414
5580	0.1397
22329	-0.0024
9833	0.0746
6471	0.1416
12406	0.2106
7759	0.6323
24306	0.5616
7755	0.1435
16286	0.1837
3939	0.0819
3931	0.1769
8333	0.1457
8330	0.3379
11273	0.6599
23374	0.0143
6715	0.8455
11278	0.2564
23371	0.1113
24667	0.3701
24664	0.2039
9903	0.1738
19068	0.0447
5693	0.0403
5697	0.2622
3849	0.3239
5699	0.0612
25356	0.1341
25357	0.1198
25350	0.0085
25543	-0.0010
25353	0.0075
22791	0.2705
22153	0.6919
25680	-0.0115
22158	0.0124
6669	0.8815
4040	0.0244
4042	0.8035
12657	0.0320
6667	0.0524
22082	-0.0015
22085	0.1531
22084	0.0381
25671	0.5782
19847	0.0034
16325	0.0480
24808	0.0339
25534	0.0171
3660	0.6098
3662	0.0931
25538	0.0678
16898	0.1662
17230	0.2147
17231	0.8885
19685	0.0353
13430	0.0430
13433	0.3797
4546	0.0012
24307	0.0010
11691	0.3465
10906	0.0693
11459	0.1882
11454	0.2549
24935	0.3880
2371	0.0613
17436	0.5636
21946	-0.0128
3594	0.0704
5035	0.0868
5031	0.2234
1877	0.0477
17128	-0.0004
16430	0.1113
1873	0.8342
25225	0.7831
7915	0.1988
4945	0.6258
2118	0.0229
20835	0.0815
2113	0.2663
21935	0.1583
15927	0.2916
20945	0.0013
9585	0.7151
9235	0.0841
21309	-0.0033
13212	0.2386
14324	0.3221
22961	0.1062
13702	0.0859
24277	0.1000
2752	0.1796
2029	0.4265
12346	0.9374
14798	0.0193
10276	0.0545
10275	0.5396
10477	0.4236
10470	0.2990
20017	0.5008
24068	0.1044
21540	0.2241
22898	0.2367
14803	0.0933
22892	0.0085
18524	0.0393
13100	0.3040
13101	0.2081
22895	0.4963
18656	0.0027
772	0.0463
14379	0.0102
6487	0.3768
15775	0.1422
7109	0.1934
3052	-0.0012
2977	0.4159
15773	0.4584
1047	0.2148
20309	0.0830
18782	0.1000
8255	0.0088
4301	0.0017
8252	0.1402
17941	0.1096
14699	0.1114
18012	0.1379
11052	-0.0028
18015	0.2450
10012	0.1103
8780	-0.0131
14775	0.0663
7615	0.3196
3121	0.0455
7610	0.0460
8658	-0.0015
15995	0.0604
15997	0.0932
15990	0.0494
12437	0.3816
15356	0.0431
6910	0.0269
15352	0.1462
6913	0.0249
13927	0.2012
4234	0.3203
13923	0.6749
23562	0.2866
15197	0.0794
7726	0.0702
3948	0.2020
22563	0.9526
6123	0.0454
3940	0.7205
19475	0.0734
23301	0.0232
24673	0.7416
12506	0.0253
22364	0.0400
5685	0.1628
24478	0.8217
25323	0.2162
25325	0.9960
22789	0.2855
22783	0.2401
6670	0.0425
22419	0.5345
9842	0.0737
23788	0.3207
4058	0.1501
22095	0.2005
5973	0.3133
16151	0.1562
22099	-0.0032
19853	0.1044
19501	0.0780
3619	-0.0048
21820	0.1381
21821	0.0474
21824	0.0017
25032	0.1498
2569	0.2830
2561	-0.0182
18108	0.0747
24920	0.0255
17335	0.2502
11422	0.0852
11425	0.0567
17332	0.0190
10919	0.7124
17117	-0.0018
17442	0.1237
21224	0.0847
21953	0.0189
21950	0.1365
17446	0.5289
10314	0.0962
21958	0.4453
10317	0.0647
25252	0.0488
16422	0.0152
4930	0.0013
4939	0.0095
11734	0.1029
287	0.4585
6054	-0.0025
5114	0.0577
10001	0.6750
20796	0.2394
20795	0.2547
17066	0.2369
9596	0.0401
9590	0.0046
9593	0.7589
20462	0.1508
17597	0.7000
17594	0.0854
3434	0.1041
22955	0.2133
3437	0.0386
4592	0.2376
4596	0.0319
12352	0.0337
14909	0.2614
10263	0.1147
24147	0.1340
899	0.0919
14904	0.0363
14907	0.1089
14906	0.4910
10466	0.0178
18937	0.2278
10462	0.3098
9043	0.0327
21559	0.0650
21550	0.1537
3548	0.4391
11843	0.0327
2965	0.0254
11193	0.0699
18316	-0.0040
18319	0.0695
765	0.5873
17922	0.1853
17643	0.0393
17927	0.0744
6878	0.2205
3043	0.0448
6871	0.1805
25458	0.2966
1078	0.0273
1071	0.5306
22899	0.0974
18223	0.1486
4339	0.0000
23566	0.1509
18007	0.1936
7604	0.1295
24265	0.0387
15986	0.0502
1412	0.0807
1413	0.6104
1414	0.7537
1320	0.5329
9850	0.0819
9855	0.0516
8134	0.3525
4207	0.1739
5562	0.4293
7734	0.0408
3959	0.0738
17362	0.0586
25586	0.0011
22550	0.1720
11212	0.0138
15323	0.0974
15239	0.2071
15234	0.3457
2253	0.0002
12516	0.4066
24446	0.0451
16520	0.0830
25330	0.0015
25334	0.0280
25339	0.0008
6606	0.2012
22130	0.0447
23409	0.2592
13773	0.0721
10855	0.0731
11504	0.4937
4069	0.2325
5781	0.2222
3606	0.0824
5155	0.3159
16183	0.0645
16187	0.0056
16184	0.0606
16633	0.4480
7875	0.3989
12746	0.6644
19990	0.6402
10921	0.0425
19994	0.0976
11436	0.2352
17325	0.8457
17102	0.0325
17105	0.7633
7937	0.1489
10672	0.2515
9452	0.4835
13342	0.0609
13341	0.5217
4457	0.3502
13344	-0.0071
17145	0.0325
13349	0.1097
16987	0.0652
21140	-0.0009
16457	0.0601
1893	0.0035
2135	0.5843
4694	0.4120
6028	0.4322
11725	0.3977
9144	0.0083
24867	0.1300
24866	0.1091
24868	0.1509
20813	0.0575
20144	0.0350
5168	0.2349
14006	0.0769
2647	0.4885
22945	0.1267
9218	0.0462
22947	0.0438
9210	0.0027
22948	0.1655
16851	0.6506
17582	0.3027
12161	0.6150
2007	0.0943
4854	0.2868
4583	0.1409
9076	0.0304
12483	0.1066
11988	0.0223
21187	0.2236
9673	0.0205
9679	0.1073
3550	0.3831
13168	0.0178
10585	0.1026
11850	0.4130
14354	0.0760
2917	0.0921
25046	0.6938
1791	0.0228
1794	0.4798
2073	0.3859
7128	0.1059
7127	0.5356
15756	0.0630
6844	-0.0035
6845	0.1094
5304	0.4737
8789	0.1932
18250	-0.0017
594	0.0745
1081	0.2002
6597	0.4454
24274	0.3070
2607	0.0460
11535	0.0194
18070	0.0572
18073	0.3141
18072	0.0222
12988	0.4720
7638	0.3018
20213	0.0145
17865	0.0011
1406	0.0084
4212	0.0562
1337	0.0055
23099	0.2583
6933	0.6014
9840	0.5609
18101	0.0393
9845	0.0770
8694	-0.0017
8124	0.8819
23095	0.0508
8690	0.5961
8693	0.2252
5776	0.0774
7701	0.0209
5577	0.0241
5576	0.0269
5572	0.0542
7708	0.0436
5570	0.1403
3096	0.8071
644	0.0971
24257	0.1452
23146	0.0770
19022	0.0255
23891	0.0981
15682	0.0881
23895	0.0014
23896	0.0699
22540	0.0058
19183	0.7818
19181	0.4421
24979	0.1576
4100	0.0173
11116	0.0580
23122	0.0718
12568	0.0253
15240	0.0782
12566	0.0668
7416	0.0854
25409	0.0007
3892	0.1157
22430	0.1986
22431	0.1338
25651	-0.0003
25652	0.0009
12622	0.3431
23430	0.0314
6617	0.2689
12624	0.7883
22120	-0.0010
22126	0.1245
10840	0.8427
5953	0.0698
4079	0.0647
13769	0.0128
25391	0.0016
4075	0.0138
13766	0.0502
8898	0.3041
13762	0.0338
19458	0.9096
25395	0.0783
25397	0.0018
3630	0.2475
840	-0.0026
25019	0.2529
12190	0.3929
11400	0.3212
23211	0.2693
6101	0.0092
2672	0.0174
19984	0.0082
13507	0.0840
25273	0.2553
9115	0.0885
16999	0.0708
3708	0.9312
12281	0.0129
1889	0.0612
12283	0.0171
4466	0.2225
16441	0.1013
25479	0.0114
13372	0.0619
21150	0.2430
4668	0.0218
6447	0.3696
13575	0.0904
4667	0.3347
4660	0.3741
4661	0.0389
21800	0.0018
11711	0.2577
11710	0.0492
21804	-0.0002
10061	0.6218
5176	0.0221
3416	0.0152
3417	0.4348
3415	0.1617
22938	0.2502
21370	0.0293
138	0.0062
20770	0.1449
16846	0.1526
16847	0.2406
12373	0.0779
2921	0.2268
4868	0.0877
6322	0.0657
9682	0.7011
9061	0.1926
18607	0.2371
9667	0.1590
17716	0.1476
21576	-0.0040
24057	0.1208
10440	0.9429
10441	0.2362
20517	0.1365
9668	0.1455
20688	0.0093
3560	0.1770
3564	0.2341
13159	0.0022
24194	0.0825
10594	0.1357
10595	0.0875
3193	0.1888
13399	0.3990
2905	0.0490
705	0.0448
700	0.0133
5617	0.0325
20425	0.4874
11882	0.0322
11886	0.0971
20351	0.1242
11889	0.1939
8804	-0.0045
13022	0.1071
1655	0.0599
584	0.0626
8758	0.0608
8759	0.0274
8209	0.2396
8202	0.0261
8203	0.5980
589	0.0755
17875	0.6467
7627	0.0772
