locus	n_missing	p_missing
3000_77	337	0.496318114875
3023_31	34	0.0500736377025
3028_78	374	0.550810014728
3043_74	325	0.478645066274
3052_75	184	0.270986745214
3061_28	428	0.630338733432
3066_87	16	0.0235640648012
3070_53	323	0.475699558174
3086_54	20	0.0294550810015
3088_43	419	0.617083946981
3095_80	430	0.633284241532
3096_79	48	0.0706921944035
3107_87	51	0.0751104565538
3116_89	21	0.0309278350515
3119_55	193	0.284241531664
3121_80	133	0.19587628866
3122_28	392	0.577319587629
3150_87	30	0.0441826215022
3155_53	91	0.134020618557
3161_65	241	0.354933726068
3166_90	81	0.119293078056
3169_60	447	0.658321060383
3185_57	514	0.756995581738
3186_73	16	0.0235640648012
3192_80	129	0.189985272459
3193_65	25	0.0368188512518
3195_89	106	0.156111929308
3197_40	76	0.111929307806
3207_79	372	0.547864506627
3208_68	92	0.135493372607
3218_28	20	0.0294550810015
3223_61	200	0.294550810015
3233_65	54	0.079528718704
3235_41	197	0.290132547865
3243_91	424	0.624447717231
3265_37	476	0.701030927835
3275_78	468	0.689248895434
3279_60	393	0.578792341679
3293_46	564	0.830633284242
3309_54	39	0.0574374079529
3311_53	293	0.431516936672
3316_88	369	0.543446244477
3323_31	469	0.690721649485
3325_72	308	0.453608247423
3326_76	373	0.549337260677
3336_69	524	0.771723122239
3338_78	475	0.699558173785
3342_57	30	0.0441826215022
3347_64	422	0.621502209131
3351_82	190	0.279823269514
3355_57	449	0.661266568483
3375_61	119	0.175257731959
3406_43	467	0.687776141384
3415_41	32	0.0471281296024
3416_78	235	0.346097201767
3417_74	333	0.490427098675
3434_47	49	0.0721649484536
3437_63	43	0.0633284241532
3459_65	369	0.543446244477
3460_56	307	0.452135493373
3462_79	150	0.220913107511
3471_52	34	0.0500736377025
3477_72	445	0.655375552283
3480_84	156	0.229749631811
3490_39	608	0.895434462445
3499_78	423	0.622974963181
3501_43	142	0.20913107511
3512_65	415	0.611192930781
3547_66	343	0.505154639175
3548_79	27	0.039764359352
3550_31	137	0.20176730486
3553_58	342	0.503681885125
3560_88	155	0.228276877761
3564_82	42	0.0618556701031
3572_55	377	0.555228276878
3574_83	569	0.837997054492
3594_89	143	0.210603829161
3606_36	232	0.341678939617
3607_43	143	0.210603829161
3611_73	46	0.0677466863034
3619_57	326	0.480117820324
3622_58	91	0.134020618557
3630_84	29	0.0427098674521
3631_75	468	0.689248895434
3640_36	283	0.416789396171
3641_28	444	0.653902798233
3642_81	276	0.40648011782
3651_86	269	0.39617083947
3660_84	323	0.475699558174
3662_76	90	0.132547864507
3680_38	43	0.0633284241532
3705_51	532	0.783505154639
3708_57	34	0.0500736377025
3726_89	513	0.755522827688
3728_43	511	0.752577319588
3734_80	502	0.739322533137
3750_30	60	0.0883652430044
3756_59	291	0.428571428571
3774_65	474	0.698085419735
3780_33	39	0.0574374079529
3782_87	187	0.275405007364
3794_78	378	0.556701030928
3798_88	275	0.40500736377
3799_66	475	0.699558173785
3814_63	99	0.145802650957
3827_41	23	0.0338733431517
3828_44	469	0.690721649485
3832_59	288	0.424153166421
3833_60	106	0.156111929308
3841_39	537	0.79086892489
3845_57	359	0.528718703976
3849_62	36	0.0530191458027
3853_41	448	0.659793814433
3857_82	470	0.692194403535
3872_66	522	0.768777614138
3879_61	50	0.0736377025037
3887_73	254	0.374079528719
3892_29	43	0.0633284241532
3931_83	107	0.157584683358
3939_41	243	0.357879234168
3940_64	31	0.0456553755523
3943_39	373	0.549337260677
3948_61	241	0.354933726068
3959_51	128	0.188512518409
3960_88	468	0.689248895434
3970_68	132	0.19440353461
3972_48	65	0.0957290132548
3991_50	558	0.821796759941
3992_90	27	0.039764359352
4000_53	475	0.699558173785
4001_59	43	0.0633284241532
4009_58	138	0.20324005891
4010_57	187	0.275405007364
4013_34	289	0.425625920471
4018_78	561	0.826215022091
4025_36	122	0.179675994109
4032_54	130	0.19145802651
4034_88	22	0.0324005891016
4035_65	279	0.410898379971
4040_80	44	0.0648011782032
4041_88	604	0.889543446244
4042_33	322	0.474226804124
4049_82	599	0.882179675994
4058_49	34	0.0500736377025
4069_75	194	0.285714285714
4075_76	339	0.499263622975
4079_78	48	0.0706921944035
4082_90	94	0.138438880707
4083_51	293	0.431516936672
4086_32	78	0.114874815906
4090_91	225	0.331369661267
4092_64	24	0.0353460972018
4100_83	337	0.496318114875
4120_34	476	0.701030927835
4148_78	223	0.328424153166
4154_31	19	0.0279823269514
4155_72	468	0.689248895434
4163_32	510	0.751104565538
4175_63	4	0.00589101620029
4183_53	45	0.0662739322533
4186_52	421	0.620029455081
4188_69	431	0.634756995582
4192_59	89	0.131075110457
4195_91	34	0.0500736377025
4201_68	12	0.0176730486009
4207_88	153	0.225331369661
4212_31	43	0.0633284241532
4214_47	467	0.687776141384
4218_29	40	0.0589101620029
4234_33	24	0.0353460972018
4242_79	506	0.745213549337
4258_35	17	0.0250368188513
4261_65	48	0.0706921944035
4295_46	189	0.278350515464
4296_81	459	0.675994108984
4299_80	508	0.748159057437
4301_74	103	0.151693667158
4312_88	332	0.488954344624
4317_34	374	0.550810014728
4332_84	469	0.690721649485
4334_59	305	0.449189985272
4339_65	185	0.272459499264
4344_87	364	0.536082474227
4354_58	187	0.275405007364
4360_40	361	0.531664212077
4373_68	410	0.60382916053
4376_39	604	0.889543446244
4379_61	422	0.621502209131
4380_71	53	0.0780559646539
4398_61	273	0.40206185567
4400_49	98	0.144329896907
4407_83	198	0.291605301915
4408_32	597	0.879234167894
4411_47	85	0.125184094256
4421_87	89	0.131075110457
4440_42	465	0.684830633284
4455_36	608	0.895434462445
4457_68	239	0.351988217968
4466_59	192	0.282768777614
4472_47	202	0.297496318115
4486_69	373	0.549337260677
4492_63	479	0.705449189985
4495_45	272	0.40058910162
4514_61	44	0.0648011782032
4522_65	100	0.147275405007
4525_29	104	0.153166421208
4536_90	19	0.0279823269514
4546_32	111	0.163475699558
4563_38	201	0.296023564065
4570_57	366	0.539027982327
4575_74	477	0.702503681885
4583_66	181	0.266568483063
4592_60	185	0.272459499264
4596_47	47	0.0692194403535
4601_49	187	0.275405007364
4604_86	278	0.40942562592
4616_62	198	0.291605301915
4620_80	438	0.645066273932
4622_89	41	0.060382916053
4646_41	105	0.154639175258
4654_86	381	0.561119293078
4659_81	383	0.564064801178
4660_88	40	0.0589101620029
4661_57	149	0.219440353461
4662_63	429	0.631811487482
4667_37	239	0.351988217968
4668_58	214	0.315169366716
4677_64	24	0.0353460972018
4678_40	106	0.156111929308
4679_86	311	0.458026509573
4694_90	23	0.0338733431517
4702_37	228	0.335787923417
4706_51	37	0.0544918998527
4712_67	30	0.0441826215022
4716_91	296	0.435935198822
4720_40	87	0.128129602356
4724_51	530	0.780559646539
4732_90	517	0.761413843888
4736_81	331	0.487481590574
4750_75	519	0.764359351988
4754_67	88	0.129602356406
4761_60	284	0.418262150221
4778_31	371	0.546391752577
4780_65	390	0.574374079529
4782_49	32	0.0471281296024
4783_91	370	0.544918998527
4797_55	22	0.0324005891016
4800_73	32	0.0471281296024
4801_91	333	0.490427098675
4810_76	21	0.0309278350515
4823_49	325	0.478645066274
4832_30	89	0.131075110457
4836_69	92	0.135493372607
4837_65	177	0.260677466863
4849_91	376	0.553755522828
4854_58	249	0.366715758468
4862_38	81	0.119293078056
4868_40	231	0.340206185567
4870_87	361	0.531664212077
4880_65	6	0.00883652430044
4885_43	42	0.0618556701031
4888_62	137	0.20176730486
4889_35	285	0.419734904271
4894_47	92	0.135493372607
4906_83	103	0.151693667158
4916_34	256	0.377025036819
4917_72	9	0.0132547864507
4923_42	417	0.614138438881
4930_64	250	0.368188512518
4939_45	105	0.154639175258
4945_66	48	0.0706921944035
4957_46	590	0.868924889543
4959_91	203	0.298969072165
4989_29	27	0.039764359352
4994_40	425	0.625920471281
4998_74	236	0.347569955817
5002_78	187	0.275405007364
5016_65	431	0.634756995582
5019_63	214	0.315169366716
5027_61	384	0.565537555228
5031_43	142	0.20913107511
5035_84	12	0.0176730486009
5045_50	147	0.216494845361
5052_78	26	0.0382916053019
5053_41	52	0.0765832106038
5068_86	431	0.634756995582
5071_32	333	0.490427098675
5079_91	471	0.693667157585
5086_91	20	0.0294550810015
5089_70	515	0.758468335788
5096_39	378	0.556701030928
5114_64	337	0.496318114875
5117_50	590	0.868924889543
5127_50	57	0.0839469808542
5151_89	45	0.0662739322533
5154_84	470	0.692194403535
5155_62	236	0.347569955817
5168_84	26	0.0382916053019
5171_50	425	0.625920471281
5176_53	329	0.484536082474
5182_75	33	0.0486008836524
5190_80	232	0.341678939617
5193_34	463	0.681885125184
5195_54	581	0.855670103093
5209_34	46	0.0677466863034
5210_89	512	0.754050073638
5232_84	58	0.0854197349043
5258_85	23	0.0338733431517
5264_55	86	0.126656848306
5272_60	434	0.639175257732
5279_91	231	0.340206185567
5281_76	97	0.142857142857
5287_68	37	0.0544918998527
5292_52	391	0.575846833579
5301_70	447	0.658321060383
5304_79	191	0.281296023564
5329_80	222	0.326951399116
5333_31	88	0.129602356406
5337_80	145	0.213549337261
5340_69	50	0.0736377025037
5343_50	431	0.634756995582
5370_85	377	0.555228276878
5376_57	419	0.617083946981
5378_91	101	0.148748159057
5382_81	479	0.705449189985
5397_47	96	0.141384388807
5407_74	467	0.687776141384
5409_74	546	0.80412371134
5410_66	485	0.714285714286
5423_85	312	0.459499263623
5435_91	202	0.297496318115
5436_61	370	0.544918998527
5447_54	344	0.506627393225
5449_41	33	0.0486008836524
5451_48	50	0.0736377025037
5464_49	434	0.639175257732
5473_63	428	0.630338733432
5491_29	24	0.0353460972018
5508_43	191	0.281296023564
5516_56	30	0.0441826215022
5524_53	144	0.212076583211
5529_32	460	0.677466863034
5530_31	573	0.843888070692
5531_87	580	0.854197349043
5532_89	10	0.0147275405007
5538_91	330	0.486008836524
5541_41	224	0.329896907216
5542_84	488	0.718703976436
5545_54	535	0.787923416789
5546_70	578	0.851251840943
5555_88	535	0.787923416789
5562_45	326	0.480117820324
5563_87	588	0.865979381443
5564_46	328	0.483063328424
5570_75	49	0.0721649484536
5572_44	191	0.281296023564
5576_30	133	0.19587628866
5577_67	222	0.326951399116
5580_31	52	0.0765832106038
5584_88	41	0.060382916053
5600_60	21	0.0309278350515
5607_28	42	0.0618556701031
5611_35	507	0.746686303387
5614_83	67	0.0986745213549
5617_80	325	0.478645066274
5621_70	435	0.640648011782
5622_47	32	0.0471281296024
5629_49	419	0.617083946981
5631_85	356	0.524300441826
5637_52	42	0.0618556701031
5641_73	413	0.60824742268
5650_32	92	0.135493372607
5653_63	374	0.550810014728
5654_86	419	0.617083946981
5661_53	156	0.229749631811
5662_61	25	0.0368188512518
5668_75	393	0.578792341679
5669_82	45	0.0662739322533
5677_89	193	0.284241531664
5685_29	106	0.156111929308
5693_28	145	0.213549337261
5697_68	35	0.0515463917526
5699_38	17	0.0250368188513
5700_68	22	0.0324005891016
5702_30	602	0.886597938144
5705_73	34	0.0500736377025
5709_34	19	0.0279823269514
5719_73	84	0.123711340206
5722_74	46	0.0677466863034
5725_51	364	0.536082474227
5744_43	21	0.0309278350515
5750_72	7	0.0103092783505
5765_82	373	0.549337260677
5772_76	468	0.689248895434
5776_51	144	0.212076583211
5781_51	194	0.285714285714
5786_63	51	0.0751104565538
5794_89	368	0.541973490427
5797_88	174	0.256259204713
5807_74	544	0.80117820324
5825_46	255	0.375552282769
5834_83	405	0.59646539028
5845_50	248	0.365243004418
5851_35	145	0.213549337261
5860_74	460	0.677466863034
5862_90	543	0.79970544919
5875_42	130	0.19145802651
5876_48	542	0.79823269514
5882_73	368	0.541973490427
5889_84	226	0.332842415317
5892_84	531	0.782032400589
5894_88	22	0.0324005891016
5895_90	415	0.611192930781
5898_34	595	0.876288659794
5906_74	194	0.285714285714
5913_82	41	0.060382916053
5916_91	261	0.384388807069
5919_69	348	0.512518409426
5923_40	336	0.494845360825
5930_32	206	0.303387334315
5934_61	519	0.764359351988
5936_61	197	0.290132547865
5939_35	33	0.0486008836524
5953_55	99	0.145802650957
5973_63	49	0.0721649484536
5980_80	309	0.455081001473
5986_59	351	0.516936671576
5987_76	244	0.359351988218
5995_39	24	0.0353460972018
5997_60	33	0.0486008836524
6017_65	153	0.225331369661
6028_37	23	0.0338733431517
6054_91	235	0.346097201767
6057_58	506	0.745213549337
6060_31	249	0.366715758468
6077_57	144	0.212076583211
6080_67	179	0.263622974963
6081_81	242	0.356406480118
6094_62	50	0.0736377025037
6101_74	322	0.474226804124
6106_76	599	0.882179675994
6123_43	328	0.483063328424
6126_86	434	0.639175257732
6128_71	41	0.060382916053
6136_79	129	0.189985272459
6139_83	563	0.829160530191
6144_80	31	0.0456553755523
6147_55	235	0.346097201767
6153_34	375	0.552282768778
6166_28	456	0.671575846834
6182_75	217	0.319587628866
6187_54	23	0.0338733431517
6196_29	105	0.154639175258
6199_75	230	0.338733431517
6213_90	598	0.880706921944
6215_53	501	0.737849779087
6218_44	61	0.0898379970545
6225_50	21	0.0309278350515
6229_62	274	0.40353460972
6230_59	72	0.106038291605
6232_79	424	0.624447717231
6238_68	535	0.787923416789
6248_50	427	0.628865979381
6252_68	42	0.0618556701031
6253_75	554	0.815905743741
6260_44	103	0.151693667158
6261_46	357	0.525773195876
6263_82	144	0.212076583211
6269_46	84	0.123711340206
6270_85	146	0.215022091311
6279_45	313	0.460972017673
6284_39	469	0.690721649485
6305_68	123	0.181148748159
6306_73	49	0.0721649484536
6314_77	96	0.141384388807
6315_37	38	0.0559646539028
6319_49	428	0.630338733432
6322_67	36	0.0530191458027
6332_33	570	0.839469808542
6351_43	420	0.618556701031
6368_55	441	0.649484536082
6374_55	28	0.0412371134021
6377_58	277	0.40795287187
6382_85	281	0.413843888071
6388_28	342	0.503681885125
6390_56	29	0.0427098674521
6394_35	480	0.706921944035
6399_52	238	0.350515463918
6403_41	40	0.0589101620029
6408_86	231	0.340206185567
6410_35	226	0.332842415317
6417_77	185	0.272459499264
6421_66	477	0.702503681885
6424_50	260	0.382916053019
6425_59	465	0.684830633284
6429_61	85	0.125184094256
6432_80	449	0.661266568483
6441_39	383	0.564064801178
6447_58	239	0.351988217968
6460_90	422	0.621502209131
6462_74	104	0.153166421208
6470_56	469	0.690721649485
6471_55	265	0.39027982327
6480_80	203	0.298969072165
6487_77	24	0.0353460972018
6492_83	42	0.0618556701031
6500_75	342	0.503681885125
6511_66	506	0.745213549337
6518_50	534	0.786450662739
6519_37	50	0.0736377025037
6520_58	37	0.0544918998527
6526_80	281	0.413843888071
6532_85	43	0.0633284241532
6534_38	262	0.385861561119
6558_50	600	0.883652430044
6560_44	193	0.284241531664
6565_44	332	0.488954344624
6567_50	257	0.378497790869
6570_60	32	0.0471281296024
6594_60	457	0.673048600884
6597_84	90	0.132547864507
6606_83	149	0.219440353461
6609_51	475	0.699558173785
6617_86	139	0.20471281296
6622_58	187	0.275405007364
6626_53	515	0.758468335788
6631_29	288	0.424153166421
6634_28	378	0.556701030928
6640_89	239	0.351988217968
6642_74	608	0.895434462445
6653_60	286	0.421207658321
6667_35	281	0.413843888071
6669_50	333	0.490427098675
6670_85	27	0.039764359352
6680_36	15	0.0220913107511
6682_33	81	0.119293078056
6687_77	26	0.0382916053019
6693_57	25	0.0368188512518
6695_70	563	0.829160530191
6697_67	130	0.19145802651
6713_38	96	0.141384388807
6715_86	126	0.185567010309
6719_74	478	0.703976435935
6720_82	46	0.0677466863034
6722_82	35	0.0515463917526
6734_46	474	0.698085419735
6737_47	416	0.612665684831
6744_53	545	0.80265095729
6754_85	15	0.0220913107511
6766_74	540	0.79528718704
6768_35	183	0.269513991163
6795_74	238	0.350515463918
6797_36	45	0.0662739322533
6802_82	386	0.568483063328
6804_72	376	0.553755522828
6810_36	523	0.770250368189
6814_71	317	0.466863033873
6824_88	129	0.189985272459
6826_34	598	0.880706921944
6827_82	372	0.547864506627
6844_78	280	0.412371134021
6845_39	59	0.0868924889543
6854_31	369	0.543446244477
6871_82	135	0.19882179676
6875_54	41	0.060382916053
6876_29	194	0.285714285714
6878_82	17	0.0250368188513
6881_47	284	0.418262150221
6882_55	21	0.0309278350515
6886_55	467	0.687776141384
6890_46	311	0.458026509573
6910_38	42	0.0618556701031
6913_32	322	0.474226804124
6924_78	49	0.0721649484536
6926_32	58	0.0854197349043
6928_33	61	0.0898379970545
6933_51	134	0.19734904271
6962_43	287	0.422680412371
6965_67	260	0.382916053019
6978_43	579	0.852724594993
6983_53	191	0.281296023564
6994_31	218	0.321060382916
6997_86	170	0.250368188513
7000_73	197	0.290132547865
7017_77	84	0.123711340206
7023_50	381	0.561119293078
7024_46	580	0.854197349043
7027_81	193	0.284241531664
7028_85	19	0.0279823269514
7032_50	603	0.888070692194
7039_62	371	0.546391752577
7041_88	366	0.539027982327
7045_85	45	0.0662739322533
7050_58	380	0.559646539028
7058_31	370	0.544918998527
7077_35	152	0.223858615611
7083_37	291	0.428571428571
7089_75	36	0.0530191458027
7094_41	381	0.561119293078
7109_47	276	0.40648011782
