Locus	fst	chromosome	position
438	2826	0.5315	LG13	18593933
439	2830	0.071	LG07	23332711
440	2843	0.1153	LG14	9081425
441	2844	0.0036	LG16	5617631
442	2850	0.0401	LG15	24809063
443	2851	0.0343	LG08	21068744
444	2861	0.0278	LG14	15397625
445	2866	0.0363	LG01	23087036
446	2874	0.5912	LG01	21713494
447	2880	0.0881	LG20	8455705
448	2885	0.017	LG06	17595671
449	2895	0.0149	LG09	23542361
450	2917	0.0412	LG14	24703575
451	2922	0.0262	LG11	24771036
452	2934	-0.0029	LG05	19374392
453	2947	0.0974	LG23	939621
454	2950	0.0026	LG22	7744666
455	2966	0.1557	LG01	28089763
456	2967	0.1815	LG15	15149144
457	2973	0.0841	LG01	27732633
458	2974	0.7683	LG14	9719363
459	2977	0.0647	LG03	25242772
460	2985	0.2034	LG23	17166837
461	2990	0.8931	LG01	17231504
462	2995	0.0488	LG03	20582299
463	2997	0.5607	LG16	15198287
464	2998	0.0445	LG18	7457147
465	3000	-0.003	LG21	7459198
466	3004	0.0662	LG03	16947961
467	3015	0.7473	LG10	15163654
468	3016	0.0092	LG02	10295723
469	3019	0.4335	LG20	9261701
470	3023	0.0897	LG20	23059969
471	3031	0.0263	LG09	20025730
472	3039	0.0097	LG11	22402420
473	3043	0.2038	LG21	21161935
474	3049	0.0259	LG07	5032372
475	3057	0.1045	LG05	18929714
476	3061	0.1568	LG19	12728793
477	3062	-0.0026	LG13	4642806
478	3066	0.1878	LG16	5085357
479	3076	0.6101	LG18	13129513
480	3086	0.1576	LG16	5738820
481	3095	0.0261	LG07	10800502
482	3096	0.7752	LG01	1380478
483	3102	0.0889	LG14	22294077
484	3111	0.0154	LG07	16957862
485	3116	0.0905	LG02	12426111
486	3120	0.0261	LG18	1987451
487	3121	0.0339	LG10	12858006
488	3129	0.0358	LG14	10030230
489	3132	-3e-04	LG13	19057220
490	3138	0.0812	LG20	13442555
491	3155	0.0546	LG11	10611402
492	3161	0.2135	LG08	15130801
493	3172	0.008	LG02	14430240
494	3175	-0.0045	LG18	5047498
495	3186	0.6211	LG19	9805870
496	3188	0.027	LG11	18842454
497	3193	0.0972	LG08	4803505
498	3195	0.719	LG07	13297888
499	3196	0.0129	LG22	19156479
500	3197	0.0732	LG08	24846203
501	3207	0.3582	LG08	5648759
502	3223	0.0549	LG01	21052003
503	3226	0.296	LG05	23467528
504	3228	0.1061	LG14	25824909
505	3238	0.031	LG23	14600916
506	3244	0.0422	LG08	6495561
507	3248	0.0965	LG10	20021617
508	3258	0.0228	LG11	2454027
509	3261	0.0302	LG18	18120527
510	3266	0.027	LG11	18795306
511	3280	0.0773	LG04	8454042
512	3284	0.1362	LG07	9539930
513	3297	0.0592	LG09	4200504
514	3298	0.1947	LG21	12713994
515	3303	0.013	LG21	6035264
516	3304	0.142	LG12	21990246
517	3307	0.0936	LG07	26173439
518	3308	0.012	LG14	10599926
519	3312	0.02	LG03	13069918
520	3324	0.0156	LG07	16407381
521	3328	0.0183	LG17	16950833
522	3331	0.4801	LG16	17157144
523	3338	0.0588	LG16	12671455
524	3339	0.0387	LG13	20637133
525	3341	0.6061	LG14	28893155
526	3342	0.4912	LG21	13232316
527	3343	0.0416	LG12	20424695
528	3348	0.0263	LG16	19834425
529	3351	0.2177	LG19	15047198
530	3356	0.0305	LG23	19265074
531	3362	0.021	LG11	24536157
532	3373	0.0293	LG08	8966991
533	3375	0.0828	LG19	7130932
534	3378	0.0402	LG17	15944429
535	3379	0.0348	LG14	24722870
536	3381	0.0163	LG05	6350461
537	3396	0.5405	LG06	25314954
538	3405	0.1389	LG20	9196469
539	3406	0.0275	LG16	24229115
540	3413	0.0443	LG22	10670043
541	3416	0.0646	LG19	15655291
542	3417	0.3144	LG14	11676361
543	3420	-0.0028	LG21	3313349
544	3428	0.0187	LG11	3481234
545	3430	0.0377	LG11	14468693
546	3434	0.0449	LG10	6003116
547	3437	0.0148	LG12	23290112
548	3458	0.0162	LG09	3493810
549	3460	0.7707	LG18	6528272
550	3464	0.0043	LG01	2734393
551	3473	0.0365	LG01	17544233
552	3480	0.1883	LG12	23074809
553	3484	0.0354	LG15	23057730
554	3488	0.0509	LG16	28100360
555	3499	0.3426	LG23	1731017
556	3501	0.0912	LG21	12112127
557	3505	0.2045	LG12	18593577
558	3523	0.9562	LG15	5955032
559	3524	0.0408	LG14	24505243
560	3541	0.1442	LG13	24575544
561	3547	0.0754	LG17	4126590
562	3553	0.0911	LG04	30956415
563	3554	0.0142	LG18	16220209
564	3561	0.1511	LG18	2208393
565	3564	0.1642	LG19	5505825
566	3566	0.0372	LG18	18337381
567	3577	0.0199	LG03	17399324
568	3578	0.0247	LG04	23391980
569	3585	0.1625	LG05	17298691
570	3594	0.032	LG14	5903591
571	3600	0.0422	LG21	18337123
572	3601	0.0142	LG17	8319369
573	3606	0.1034	LG07	29181476
574	3622	0.1165	LG21	18382081
575	3623	0.0583	LG02	12024231
576	3630	0.1512	LG01	28032467
577	3639	0.2271	LG17	7633583
578	3651	0.2579	LG09	1872590
579	3659	0.032	LG16	23334936
580	3680	0.7588	LG17	8605809
581	3683	0.019	LG09	4680682
582	3692	0.033	LG06	13048766
583	3694	0.0451	LG04	23536033
584	3708	0.8831	LG13	1535521
585	3721	0.0503	LG02	18900520
586	3728	0.0508	LG05	18541764
587	3734	0.0057	LG06	5926292
588	3750	0.1448	LG03	18130551
589	3753	0.5973	LG10	9860946
590	3754	0.0252	LG19	20346480
591	3756	0.3053	LG11	22468503
592	3761	0.016	LG03	20306369
593	3776	0.7852	LG01	24455925
594	3780	0.397	LG22	2810555
595	3791	0.0196	LG02	16926107
596	3794	0.015	LG01	17891914
597	3797	0.031	LG21	5722754
598	3798	0.1256	LG07	23461249
599	3799	0.0336	LG03	11143943
600	3814	0.2241	LG23	16003346
601	3822	0.2107	LG17	15671266
602	3825	0.0376	LG18	8102874
603	3827	0.3665	LG16	18742865
604	3828	-0.0065	LG02	23363691
605	3832	0.059	LG14	17957361
606	3833	0.0533	LG12	7696087
607	3834	0.0514	LG19	2026203
608	3843	0.0645	LG01	7799052
609	3849	0.2176	LG15	22242308
610	3853	0.1074	LG03	19916664
611	3855	0.0905	LG21	19913962
612	3865	0.0589	LG16	28094621
613	3866	0.0245	LG18	10794024
614	3867	0.0447	LG21	16251957
615	3875	0.9688	LG04	34503689
616	3879	0.0105	LG03	1306194
617	3885	0.0531	LG03	23804757
618	3886	0.0239	LG11	14501523
619	3887	0.3447	LG06	14278663
620	3900	0.1182	LG20	4903898
621	3902	0.2501	LG21	11188757
622	3917	-0.0011	LG01	2734304
623	3929	0.0076	LG13	6072318
624	3931	0.1326	LG11	5295900
625	3932	0.0739	LG04	13557402
626	3939	0.0721	LG17	12450113
627	3940	0.6791	LG06	7867156
628	3946	0.0303	LG19	20490861
629	3948	0.1507	LG09	5671531
630	3952	0.0199	LG05	13877687
631	3957	0.01	LG07	823426
632	3960	0.0321	LG08	10342640
633	3962	0.0288	LG10	605025
634	3972	0.3661	LG11	8894347
635	3973	0.3134	LG06	17505582
636	3991	0.1687	LG03	11820911
637	4000	0.0331	LG15	11074597
638	4002	0.0052	LG03	8053673
639	4003	0.0036	LG01	24038892
640	4004	0.0225	LG15	7912926
641	4010	0.3775	LG03	13761867
642	4013	0.2051	LG04	33514896
643	4016	0.0316	LG16	29559461
644	4025	0.0135	LG03	24223878
645	4031	0.0264	LG13	1193395
646	4032	0.3091	LG16	28482320
647	4036	0.0519	LG21	15316907
648	4039	0.057	LG22	9367737
649	4040	0.0608	LG08	10912553
650	4045	0.0283	LG04	19808416
651	4058	0.0925	LG06	18751866
652	4062	0.8193	LG19	1676774
653	4065	0.0131	LG06	4009836
654	4066	0.0176	LG20	8942881
655	4070	0.0563	LG20	4384499
656	4079	0.0335	LG15	21346221
657	4081	0.278	LG22	9230244
658	4083	0.1239	LG10	15139047
659	4088	0.0415	LG14	20885177
660	4090	0.1895	LG09	17063685
661	4092	0.2644	LG12	6182711
662	4097	0.0097	LG17	16950745
663	4100	0.0149	LG21	15218089
664	4103	0.0205	LG01	19759592
665	4108	0.0456	LG16	27795973
666	4126	0.0207	LG04	28825553
667	4132	0.0325	LG01	8475035
668	4133	0.7344	LG04	24866885
669	4137	0.0482	LG07	11811714
670	4140	0.0021	LG13	22202718
671	4142	0.1911	LG09	17587809
672	4145	0.0524	LG12	23109552
673	4146	0.0833	LG09	8211355
674	4148	0.0733	LG21	18381376
675	4150	0.0114	LG07	18790673
676	4154	0.0436	LG11	2619748
677	4156	0.0136	LG13	24013669
678	4159	0.0125	LG23	9262983
679	4162	0.1458	LG05	14791890
680	4171	-0.0022	LG10	17543844
681	4172	0.0014	LG20	5165816
682	4174	0.0127	LG22	9047081
683	4176	-0.0062	LG18	20408482
684	4185	0.3119	LG14	15778586
685	4187	0.0507	LG19	14116914
686	4188	0.6842	LG11	12127935
687	4191	0.3441	LG06	20741073
688	4192	0.0343	LG16	23885047
689	4206	0.0172	LG10	9793217
690	4207	0.1237	LG21	9732870
691	4212	0.0456	LG04	33598863
692	4213	0.029	LG06	237908
693	4214	0.0617	LG21	9121607
694	4217	0.0034	LG23	1421669
695	4226	0.0848	LG09	24607602
696	4227	0.0256	LG13	18686608
697	4230	0.173	LG04	23389886
698	4235	0.0467	LG06	14270635
699	4242	0.0437	LG16	24526804
700	4244	0.0256	LG01	8751793
701	4251	0.4051	LG10	16638251
702	4255	0.0803	LG05	19773629
703	4257	0.0266	LG21	21235457
704	4280	0.0064	LG22	357359
705	4285	0.0125	LG23	20615542
706	4301	0.0035	LG01	18990497
707	4317	0.203	LG08	21516625
708	4330	0.0426	LG14	25564343
709	4332	0.0689	LG23	3521287
710	4336	0.0523	LG11	6123685
711	4344	0.0676	LG11	9920661
712	4352	0.003	LG16	27854956
713	4361	0.0906	LG11	27160901
714	4365	0.9658	LG01	18164746
715	4368	0.0853	LG08	12744936
716	4371	0.092	LG04	20122826
717	4373	0.4548	LG04	22943548
718	4380	0.014	LG21	5024802
719	4381	0.2007	LG07	30092491
720	4383	0.0121	LG08	10859832
721	4392	0.0413	LG03	11832920
722	4396	0.0381	LG13	7298301
723	4398	0.171	LG06	18998161
724	4402	0.8594	LG14	17552012
725	4404	0.0356	LG22	7532382
726	4411	0.0358	LG12	22019003
727	4412	0.0411	LG23	9893197
728	4413	0.0596	LG15	4100436
729	4426	0.0759	LG10	4400003
730	4440	0.0838	LG22	15103048
731	4442	-8e-04	LG13	14527982
732	4452	0.0499	LG06	12297808
733	4453	0.2855	LG03	9773441
734	4458	0.0233	LG22	8231118
735	4459	0.0389	LG09	19494289
736	4471	0.0029	LG05	10206004
737	4472	0.0875	LG07	806594
738	4473	0.0253	LG12	4009809
739	4484	0.0027	LG05	3970822
740	4489	0.0904	LG04	27352498
741	4491	0.3116	LG08	10633171
742	4492	0.084	LG14	9933392
743	4494	0.0605	LG01	9685227
744	4495	0.0829	LG18	14023647
745	4499	0.0065	LG20	2829965
746	4507	0.1702	LG13	4567648
747	4508	0.1483	LG18	14305873
748	4514	0.1149	LG07	27682138
749	4522	0.0502	LG13	19927564
750	4536	0.032	LG19	13287200
751	4539	0.9373	LG23	192827
752	4541	0.5476	LG21	3250882
753	4549	0.0338	LG17	7290454
754	4550	0.0076	LG12	17753872
755	4556	0.041	LG09	1872502
756	4557	0.0044	LG04	3826017
757	4568	0.2394	LG12	4779086
758	4570	0.0493	LG21	5426321
759	4572	0.0255	LG06	24057453
760	4575	0.0094	LG13	16159529
761	4578	-0.0026	LG15	18490187
762	4582	0.0244	LG04	6571110
763	4588	0.0247	LG12	24207382
764	4596	0.042	LG08	1761739
765	4599	0.2034	LG23	4023710
766	4609	0.3135	LG08	24762010
767	4613	0.0386	LG05	23973460
768	4615	0.0532	LG09	3670506
769	4617	0.0363	LG09	16838649
770	4620	0.7025	LG10	7813485
771	4637	0.0384	LG07	15411923
772	4643	0.0216	LG13	5556883
773	4644	0.1012	LG05	11293151
774	4646	0.1136	LG05	19743630
775	4660	0.2648	LG07	15879034
776	4661	0.0388	LG19	14510561
777	4664	0.2033	LG13	19009504
778	4671	0.5804	LG13	16647496
779	4689	0.0286	LG02	19993451
780	4696	0.0323	LG11	24477363
781	4702	0.1194	LG09	9449210
782	4711	0.074	LG12	8167261
783	4715	0.123	LG15	1253762
784	4720	0.0306	LG18	19645438
785	4727	0.0023	LG06	489796
786	4729	0.026	LG15	10706163
787	4734	0.3036	LG17	16510645
788	4739	0.11	LG01	6163089
789	4740	0.0317	LG12	4809150
790	4744	0.1496	LG19	11917050
