Locus	fst	chromosome	position
765	0.004	LG01	16350985
21518	0	LG01	16668458
9305	0.3925	LG01	16799615
15427	0.1803	LG01	17088969
2990	0.0284	LG01	17231504
24372	0.2524	LG01	17254201
6225	0.0079	LG01	17343059
14934	0.1131	LG01	17381925
23717	0.0836	LG01	17410032
16441	0.1989	LG01	17478244
11370	0.1128	LG01	17483374
3473	0	LG01	17544233
7823	0.4839	LG01	17686137
15708	0.3268	LG01	17762848
23879	0	LG01	17874079
23836	0.0041	LG01	17891826
3794	0.0035	LG01	17891914
13135	0.267	LG01	17894333
4365	0.0118	LG01	18164746
22376	0	LG01	18270121
10477	0.2866	LG01	18299147
18099	0.004	LG01	18634387
8649	0	LG01	18885301
6218	0.545	LG01	18938963
7173	0.2394	LG01	18990205
4301	0.0639	LG01	18990497
20154	0.004	LG01	19065023
1275	0	LG01	19119404
12082	0	LG01	19122718
6687	0	LG01	19131955
25090	0	LG01	19484176
17462	0	LG01	19558080
4103	0	LG01	19759592
20926	0.0277	LG01	19851693
9000	0.004	LG01	20164805
15443	0.1928	LG01	20190362
17329	0.2149	LG01	20190450
24989	0.0685	LG01	20217301
1730	0	LG01	20219379
15393	0	LG01	20244563
16989	0	LG01	20244651
7326	0.1147	LG01	20934271
3223	0.0041	LG01	21052003
18566	0	LG01	21078734
21583	0.3406	LG01	21139714
24866	0.0036	LG01	21344701
17281	0.0198	LG01	21440315
24790	0.1521	LG01	21474522
19900	0	LG01	21474610
10039	0	LG01	21639498
2874	0.3852	LG01	21713494
7286	0	LG01	21876491
10399	0.4414	LG01	22235777
12877	0.0656	LG01	22265414
16033	0.0279	LG01	22274751
1037	0	LG01	22314645
9965	0	LG01	22419167
18308	0	LG01	22419255
23529	0	LG01	22426003
829	0.143	LG01	22477868
7275	0	LG01	22595118
24934	0.1556	LG01	22930946
11054	0.2264	LG01	22931034
2866	0.0156	LG01	23087036
6801	0.0037	LG01	23099470
25204	0	LG01	23131382
9277	0.4726	LG01	23131469
5569	0.1232	LG01	23205145
13275	0	LG01	23209262
9926	0.0342	LG01	23296870
9894	0	LG01	23601228
22373	0.0867	LG01	23816773
4003	0.0509	LG01	24038892
17121	0.1824	LG01	24067024
11504	0	LG01	24263046
3776	0.0782	LG01	24455925
19526	0	LG01	24606463
4909	0.1367	LG01	24794728
11479	0.0079	LG01	24916735
9421	0.0187	LG01	24972595
67	0.0661	LG01	25118415
19996	0	LG01	25476068
8948	0.0094	LG01	25476939
9870	0.0041	LG01	25537657
19340	0	LG01	25547121
7341	0.0035	LG01	25623962
16833	0	LG01	25695043
13766	0.0988	LG01	26270788
126	0.1482	LG01	26277273
2672	0.2289	LG01	26278837
9996	0.2131	LG01	26278925
23915	0.2444	LG01	26446274
14634	0.0766	LG01	26802776
6410	0	LG01	26825592
15925	0	LG01	26825871
1059	0.4736	LG01	27624343
2973	0.3814	LG01	27732633
3630	0.0039	LG01	28032467
25095	0.0579	LG01	28089675
2966	0.0041	LG01	28089763
13923	0.4184	LG01	28259281
9530	0.2826	LG02	486766
9673	0.4384	LG02	549312
5748	0	LG02	558992
16332	0.0036	LG02	563449
18249	0.019	LG02	565546
12161	0.3045	LG02	704956
22330	0	LG02	1459777
2227	0.004	LG02	1753025
12720	0.3091	LG02	1753113
16396	0.0448	LG02	1855213
23643	0	LG02	2178449
12652	0.1102	LG02	2196715
5819	0.0311	LG02	2217111
21402	0.0813	LG02	2444342
24808	0.1157	LG02	2862479
8450	0.0071	LG02	2934383
14890	0.2712	LG02	3068799
19616	0	LG02	3134816
5650	0	LG02	3684400
20570	0	LG02	3848141
11304	0.2487	LG02	4112741
1206	0.1108	LG02	4112829
14293	0.1483	LG02	4229502
20501	0.0933	LG02	4299068
5692	0.0797	LG02	4299155
17606	0.0372	LG02	4524449
23345	0.0845	LG02	4533055
265	0.0845	LG02	4572030
10191	0	LG02	5034803
13038	0.2509	LG02	5142106
24740	0.1648	LG02	5175883
18002	0	LG02	5475402
16683	0.4596	LG02	5502143
15713	0	LG02	5557301
13249	0	LG02	5557389
15714	0.0187	LG02	5577796
20284	0.0352	LG02	5625109
8581	0.1368	LG02	5756973
21377	0.2135	LG02	5810716
20373	0.1184	LG02	5899155
8277	0.182	LG02	5947585
9741	0.1386	LG02	5980256
803	0.004	LG02	6015120
19750	0.3741	LG02	6566985
9632	0.0113	LG02	6571036
19094	0	LG02	6619151
6195	0	LG02	6622660
11378	0	LG02	7657629
20552	0	LG02	7704733
1082	0.0295	LG02	7995350
6709	0.332	LG02	8318815
6275	0	LG02	8423715
15007	0.0113	LG02	8436896
6441	0.3391	LG02	8567129
10012	0.3783	LG02	8567215
14655	0.0886	LG02	8606584
7132	0.3077	LG02	8637797
368	0.0582	LG02	8817267
21296	0.363	LG02	8900071
7390	0	LG02	8993371
24148	0	LG02	9902304
12065	0.4699	LG02	9912651
15557	0.4801	LG02	9912739
3016	0	LG02	10295723
17073	0.1092	LG02	10365156
23838	0.4712	LG02	11039942
19045	0.0042	LG02	11101487
10878	0	LG02	11133801
2332	0.0114	LG02	11144818
10113	0.0689	LG02	11368661
20452	0.004	LG02	11371678
19126	0.4839	LG02	11403166
6887	0.0772	LG02	11466154
8305	0.511	LG02	11675992
8547	0.0699	LG02	11866579
15735	0.0752	LG02	11907621
3623	0	LG02	12024231
17332	0.3471	LG02	12300457
3116	0.4416	LG02	12426111
17016	0.0201	LG02	12664574
15872	0.4184	LG02	13098019
1858	0.0158	LG02	13158554
2196	0.0039	LG02	13700077
22699	0.1142	LG02	13825179
25143	0	LG02	14101530
7332	0.0311	LG02	14302912
3172	0.0315	LG02	14430240
6683	0	LG02	14489616
4836	0	LG02	14934973
6156	0	LG02	15037451
18049	0.1412	LG02	15045848
12194	0	LG02	15563819
2110	0	LG02	15714736
5196	0.4685	LG02	16247316
18780	0.461	LG02	16247404
695	0.0666	LG02	16820235
15109	0	LG02	16919317
3791	0.0153	LG02	16926107
766	0.0728	LG02	17006437
246	0.0078	LG02	17086725
14249	0.0331	LG02	17331983
22014	0.0444	LG02	17465390
9604	0.0051	LG02	17526987
11273	0.0417	LG02	17972205
12434	0	LG02	18018124
23203	0.061	LG02	18131841
17978	0.0397	LG02	18279914
8045	0.0035	LG02	18447659
21277	0.4226	LG02	18598638
3721	0.1239	LG02	18900520
23624	0.1235	LG02	19001001
1906	0.0156	LG02	19009588
22340	0	LG02	19082581
23112	0.175	LG02	19178339
20572	0	LG02	19225999
17985	0	LG02	19239438
22508	0	LG02	19309451
8778	0	LG02	19375815
17391	0.1565	LG02	19424468
111	0	LG02	19524547
22131	0.2089	LG02	19717408
7610	0.0496	LG02	19846598
4689	0	LG02	19993451
16872	0	LG02	20006957
19598	0.2503	LG02	20048778
18524	0	LG02	20466907
14635	0.24	LG02	20550530
2733	0.1914	LG02	20586675
17118	0	LG02	20711926
13478	0.0126	LG02	21036308
16277	0	LG02	21057505
10577	0.004	LG02	21140684
17040	0.0676	LG02	21265012
14448	0.2702	LG02	21558567
24101	0.2101	LG02	21722681
10806	0	LG02	21825178
10304	0	LG02	21825266
13321	0.2975	LG02	21828564
5851	0	LG02	21921687
10227	0	LG02	21921775
21078	0.314	LG02	22029483
10374	0.514	LG02	22089412
18887	0	LG02	22522394
11413	0	LG02	22543785
8704	0	LG02	22597571
23617	0	LG02	22626275
11214	0.0292	LG02	22650212
7806	0	LG02	22686739
12145	0	LG02	22837555
23416	0.286	LG02	23079533
22707	0.1629	LG02	23145300
1855	0	LG02	23270633
166	0	LG02	23270721
3828	0.0669	LG02	23363691
20586	0.0512	LG02	23733031
24985	0	LG02	23924006
1345	0.3812	LG02	23955104
4832	0	LG03	525362
12892	0.4624	LG03	714072
2646	0	LG03	727009
24288	0	LG03	788105
11905	0.004	LG03	970105
1420	0.0548	LG03	1176528
3879	0	LG03	1306194
7509	0.3766	LG03	1901276
22270	0.0727	LG03	2331790
25446	0	LG03	2401735
5924	0	LG03	2481805
6147	0	LG03	2759270
23508	0	LG03	2759358
11166	0.2333	LG03	2817506
6971	0.5248	LG03	2817594
16313	0.1628	LG03	3136811
25516	0	LG03	3136901
5079	0.2765	LG03	3440963
18822	0.0828	LG03	4110675
8316	0.3494	LG03	4477954
7117	0.3005	LG03	5072653
17580	0.0622	LG03	5317343
12641	0.1376	LG03	5337885
13796	0.3057	LG03	5379523
19441	0.2022	LG03	5484346
13850	0.4561	LG03	5549748
16127	0.0573	LG03	5549836
12579	0.1183	LG03	5782208
10063	0.5252	LG03	6310553
16089	0.1203	LG03	6574564
5688	0.2104	LG03	6697589
20898	0	LG03	6721773
21028	0.2065	LG03	6721861
23215	0.1768	LG03	6928935
10350	0	LG03	7068423
1287	0	LG03	7081654
7327	0	LG03	7200162
19081	0.4195	LG03	7238162
15965	0	LG03	7238280
21613	0.4177	LG03	7275254
16360	0.4653	LG03	7374030
5442	0.1121	LG03	7519450
7055	0.1543	LG03	7555515
6657	0.0048	LG03	7628668
15903	0.3666	LG03	7655613
15150	0	LG03	7669281
15290	0	LG03	7794247
14032	0.4977	LG03	7893897
4002	0.0315	LG03	8053673
16706	0.3246	LG03	8053761
8205	0.0374	LG03	8108048
23863	0.5172	LG03	8123980
22694	0	LG03	8422642
6431	0.3065	LG03	8422729
7975	0.0081	LG03	8603130
2647	0.0078	LG03	8603218
2371	0.3399	LG03	8761931
24348	0.1753	LG03	9050793
1085	0.1465	LG03	9056737
4453	0.5018	LG03	9773441
9983	0.0536	LG03	9887414
22679	0	LG03	10176528
11569	0	LG03	10321098
24370	0	LG03	10352186
14432	0.0598	LG03	10654173
19425	0	LG03	10767687
10860	0.0041	LG03	10767775
7485	0.0186	LG03	10832030
4905	0.0147	LG03	11011877
3799	0.0046	LG03	11143943
17132	0.3464	LG03	11263632
10685	0.4457	LG03	11289964
22539	0.0429	LG03	11485414
8375	0.004	LG03	11594755
23475	0.008	LG03	11682954
15386	0.1395	LG03	11769363
23336	0.0217	LG03	11807877
3991	0.3793	LG03	11820911
4392	0	LG03	11832920
11290	0.1949	LG03	12068762
4815	0	LG03	12288968
10910	0.024	LG03	12292138
21185	0.1165	LG03	12326269
5902	0	LG03	12836004
3312	0	LG03	13069918
4010	0.0286	LG03	13761867
14070	0	LG03	13845404
7715	0	LG03	14049056
11001	0.1697	LG03	14489701
5461	0.2656	LG03	14545616
7322	0.1604	LG03	14577642
6883	0	LG03	14829943
17134	0.1652	LG03	14854029
169	0.0388	LG03	15330761
18438	0	LG03	15357577
22800	0.0076	LG03	15388181
12190	0	LG03	15406459
14754	0.0672	LG03	15653987
20715	0	LG03	16306928
1845	0.0538	LG03	16345097
24600	0.0393	LG03	16874492
12779	0.1622	LG03	16893706
13769	0.0351	LG03	16947873
3004	0.2162	LG03	16947961
4779	0.2221	LG03	16989964
11783	0.0146	LG03	17011557
3577	0.0426	LG03	17399324
13463	0.0885	LG03	17403120
13583	0.3167	LG03	17439369
23544	0.0181	LG03	17774929
6728	0.0166	LG03	17912149
21046	0.0577	LG03	18033092
5524	0.062	LG03	18033180
3750	0	LG03	18130551
23732	0.1726	LG03	18399324
21244	0.1505	LG03	18402039
12657	0	LG03	19125456
206	0.0035	LG03	19138705
9043	0	LG03	19476998
10413	0.1825	LG03	19637006
19255	0.1041	LG03	19837223
13291	0.3588	LG03	19837311
3853	0.2607	LG03	19916664
24082	0	LG03	20155853
3761	0	LG03	20306369
15069	0.0078	LG03	20311656
21327	0.1989	LG03	20363142
1451	0.0334	LG03	20425799
1995	0	LG03	20433399
1957	0.4002	LG03	20523113
2995	0	LG03	20582299
8572	0.0642	LG03	20677019
101	0.4938	LG03	20685759
11175	0.2115	LG03	20693188
7164	0	LG03	20693275
19592	0.5826	LG03	20800363
13063	0	LG03	21034670
25164	0.0362	LG03	21493309
12729	0.0165	LG03	21639916
22983	0.118	LG03	21749404
12734	0.1429	LG03	21918122
12881	0.3191	LG03	22108213
6768	0.4818	LG03	22113564
20130	0.063	LG03	22446759
9864	0.3939	LG03	22541811
10665	0.0887	LG03	22711876
21821	0.126	LG03	22712251
9853	0.4187	LG03	22734972
14972	0.2373	LG03	23204521
6429	0	LG03	23213450
18535	0.004	LG03	23373618
23001	0.0188	LG03	23423007
15442	0.004	LG03	23446575
23706	0.1887	LG03	23466014
6993	0.0247	LG03	23801182
3885	0	LG03	23804757
12623	0.0122	LG03	23860880
15604	0.0211	LG03	23897780
24194	0.4751	LG03	23926965
4025	0.0706	LG03	24223878
25450	0.0587	LG03	24305530
12922	0.0697	LG03	24368355
1193	0.4774	LG03	24543439
23182	0.069	LG03	24566292
9704	0	LG03	24677592
23000	0.0048	LG03	24732451
17454	0.175	LG03	24732539
2148	0.1369	LG03	24816799
15677	0.058	LG03	24849640
19329	0	LG03	24955295
19881	0.0973	LG03	24958507
22895	0.055	LG03	24988455
19275	0.0078	LG03	25242684
2977	0.3653	LG03	25242772
20490	0	LG03	25668424
11162	0	LG03	25703336
189	0.2742	LG03	25718099
12087	0.2949	LG03	25954272
23029	0.0582	LG03	26493285
16621	0.0788	LG03	26542928
481	0.0514	LG03	26628801
5804	0	LG03	27076011
24772	0.315	LG03	27111842
18415	0.458	LG03	27141255
16179	0	LG03	27266677
12649	0.0557	LG03	27466090
4747	0.0736	LG03	27467753
440	0.0542	LG03	27467841
1218	0	LG03	27647413
4863	0	LG03	27837891
18994	0.045	LG03	27850690
10222	0.0507	LG03	27941905
14459	0.4488	LG03	28067721
20148	0	LG03	28122202
2446	0.0117	LG03	29018446
5413	0.1458	LG03	29071150
19975	0.2156	LG03	29149035
1052	0.0236	LG03	29149123
15927	0	LG03	29283876
2621	0.3152	LG04	378962
1091	0	LG04	987643
17311	0	LG04	1015872
9681	0.3461	LG04	1199563
7074	0.1437	LG04	1318831
221	0.1356	LG04	1318919
23824	0.0538	LG04	1450506
9497	0.0453	LG04	1602719
9776	0.0719	LG04	1846805
7081	0.2222	LG04	2557433
9840	0	LG04	3791168
12334	0	LG04	3825929
4557	0	LG04	3826017
11762	0.1827	LG04	4067370
9850	0.417	LG04	4223942
7399	0.2288	LG04	4348381
6640	0.0734	LG04	4559510
16944	0.2245	LG04	4758407
18590	0.0449	LG04	4877868
14364	0.0157	LG04	5000575
86	0.0346	LG04	5514604
6567	0.0569	LG04	5614539
5754	0.004	LG04	5682240
16053	0	LG04	6544967
23595	0.0779	LG04	6557609
11627	0.1481	LG04	6571022
4582	0	LG04	6571110
6384	0.0459	LG04	6617904
6609	0.3471	LG04	6791037
21738	0	LG04	7663467
24921	0.0398	LG04	8453954
3280	0.257	LG04	8454042
21624	0.1005	LG04	8536219
21488	0.0529	LG04	8724903
16046	0.4593	LG04	8899634
10906	0	LG04	9318400
10706	0.366	LG04	9581815
5824	0.4509	LG04	9835263
17533	0	LG04	9999171
16173	0.1424	LG04	10254916
23371	0	LG04	10599321
21339	0	LG04	10785561
7000	0.4298	LG04	11009190
22863	0	LG04	11033438
6995	0.0968	LG04	11127341
5707	0.3982	LG04	12296490
6724	0	LG04	12927236
3932	0.2516	LG04	13557402
220	0.1921	LG04	13609089
13443	0.0359	LG04	13609177
2334	0.4516	LG04	13791139
22728	0.1669	LG04	13820872
14514	0.3013	LG04	13820960
1638	0	LG04	14007496
1138	0.0082	LG04	14058546
2057	0.0794	LG04	14495195
21683	0.2098	LG04	14603051
16474	0.0223	LG04	14767734
9992	0.4056	LG04	14860399
9714	0.0041	LG04	15238228
12768	0	LG04	15333523
12570	0.5192	LG04	15462653
19718	0.0538	LG04	15786063
22434	0.173	LG04	15803099
20057	0	LG04	15803187
21419	0.0051	LG04	15849042
12952	0.0041	LG04	15935786
20735	0	LG04	16801618
1122	0.2702	LG04	16838600
20255	0.304	LG04	17092539
8724	0	LG04	17119035
15910	0	LG04	17189095
22705	0	LG04	17429463
6182	0.2107	LG04	17601862
23845	0.0285	LG04	17671956
19756	0.0289	LG04	17689844
16800	0	LG04	17712984
17357	0.471	LG04	18182664
2176	0	LG04	18406174
6519	0	LG04	18598746
12515	0	LG04	18612120
16620	0.1185	LG04	18616085
8018	0.2821	LG04	18659305
5520	0.0469	LG04	18708578
12331	0.4092	LG04	18954802
15828	0.4377	LG04	18954890
24080	0	LG04	19300842
19761	0.4604	LG04	19319412
11725	0.4728	LG04	19611569
25334	0.0036	LG04	19650453
25372	0	LG04	19654495
18648	0.0496	LG04	19725566
23191	0	LG04	19725654
10136	0.004	LG04	19736434
10857	0.161	LG04	19775761
4045	0	LG04	19808416
18508	0.3532	LG04	20070601
9898	0	LG04	20122738
4371	0.2568	LG04	20122826
22261	0.2797	LG04	20221981
164	0	LG04	20273388
7142	0	LG04	20628733
23847	0.097	LG04	20747991
23884	0.342	LG04	20800759
17312	0	LG04	21518848
23079	0.1307	LG04	21683194
7962	0.0406	LG04	22010636
12982	0.0041	LG04	22046280
10585	0.0594	LG04	22250919
23795	0	LG04	22412121
20413	0	LG04	22474367
4373	0.3373	LG04	22943548
1859	0.0937	LG04	22949532
6522	0.004	LG04	23060319
22034	0.0504	LG04	23376531
4230	0.4127	LG04	23389886
3578	0.0898	LG04	23391980
11736	0.0035	LG04	23393908
8499	0.0035	LG04	23394825
24957	0.2014	LG04	23463287
3694	0.3155	LG04	23536033
22908	0.1832	LG04	23948172
2033	0.4754	LG04	24372151
4133	0.2122	LG04	24866885
2154	0	LG04	24968352
20574	0.4096	LG04	25004497
8590	0.3856	LG04	25049798
12352	0	LG04	25253747
1499	0	LG04	25352161
23840	0	LG04	25459757
13845	0.0124	LG04	25562752
4777	0.2692	LG04	25625757
23422	0.0857	LG04	25712342
20158	0	LG04	25712430
18577	0.0382	LG04	25721181
20354	0.0386	LG04	25968078
2346	0.094	LG04	26005081
6259	0.1887	LG04	26274693
7139	0	LG04	26379247
18193	0.384	LG04	26465366
7598	0.0656	LG04	26623344
23999	0	LG04	26670688
11896	0.4646	LG04	26693499
2742	0.5086	LG04	26781953
4489	0.1336	LG04	27352498
17909	0.5275	LG04	27400513
5171	0	LG04	27557653
14696	0.0836	LG04	27711493
7643	0	LG04	27733899
20561	0.0606	LG04	28036248
22104	0.0085	LG04	28268549
9878	0.0525	LG04	28655265
15456	0	LG04	28674444
5746	0.0975	LG04	28800174
4126	0	LG04	28825553
24642	0.0735	LG04	29224003
21625	0.0237	LG04	29329140
16190	0.0042	LG04	29395045
23964	0.0861	LG04	29517813
4998	0.3391	LG04	29833176
6956	0	LG04	29887394
10713	0	LG04	30555991
23705	0.3185	LG04	30578350
4898	0.0201	LG04	30578438
9316	0.0424	LG04	30729475
10495	0	LG04	30851725
23940	0.1636	LG04	30860184
10022	0.1792	LG04	30922281
3553	0	LG04	30956415
14472	0.0407	LG04	30956502
1392	0.2904	LG04	31306420
6672	0.0963	LG04	31308425
1162	0	LG04	31408269
6393	0.2183	LG04	31961476
19740	0.0353	LG04	32561118
9308	0.0043	LG04	32661853
13211	0	LG04	32864667
8095	0.2864	LG04	33023845
7637	0.0263	LG04	33296125
825	0.0215	LG04	33313977
4013	0.3437	LG04	33514896
4212	0.2575	LG04	33598863
25151	0	LG04	33904455
23528	0	LG04	34498084
3875	0.024	LG04	34503689
11244	0.0228	LG04	34560907
22930	0.023	LG04	34615017
13345	0.0954	LG05	63205
25555	0.4559	LG05	89763
17084	0	LG05	348214
10024	0	LG05	2172020
21732	0.0614	LG05	2375291
589	0	LG05	2535105
10429	0	LG05	2555026
18975	0	LG05	2579067
5071	0.2447	LG05	2633866
11818	0	LG05	2648540
14659	0	LG05	2828095
10567	0	LG05	2974965
16947	0.257	LG05	3136987
8703	0	LG05	3371670
11509	0.0118	LG05	3589620
17252	0	LG05	3682253
5624	0.0972	LG05	3688022
4484	0	LG05	3970822
16264	0	LG05	3973528
14300	0.1294	LG05	4212380
21572	0.2257	LG05	4258516
16456	0.0297	LG05	4768937
14426	0	LG05	4935071
6554	0.0037	LG05	4972861
13100	0.4994	LG05	5100690
5481	0.1918	LG05	5118361
15588	0	LG05	5118449
10488	0.0037	LG05	5151374
23427	0	LG05	5411902
12116	0	LG05	5496922
8079	0.0658	LG05	5792527
13902	0.2552	LG05	5860607
14064	0	LG05	5914975
3381	0.0614	LG05	6350461
20425	0	LG05	6497308
14657	0	LG05	6497396
2370	0	LG05	6913864
11059	0	LG05	6974071
23421	0	LG05	7123980
8098	0	LG05	7346643
16370	0.0167	LG05	7643714
592	0.0834	LG05	7679170
11052	0.0333	LG05	8177311
12823	0.1126	LG05	9109345
23990	0	LG05	9266375
17919	0	LG05	9434848
17944	0.1421	LG05	9577848
18906	0.1722	LG05	9579838
24751	0.0162	LG05	9794993
6807	0	LG05	9917870
22431	0	LG05	10067172
22408	0	LG05	10090594
4471	0.0271	LG05	10206004
4761	0	LG05	10222929
7345	0	LG05	10239778
8048	0.0083	LG05	10285673
15308	0.0432	LG05	10331545
20232	0.463	LG05	10533578
109	0.0043	LG05	10536052
13066	0.1227	LG05	10679060
1968	0	LG05	10680722
15086	0.0743	LG05	10725484
25641	0.3989	LG05	10857600
2810	0.1624	LG05	10974598
17328	0	LG05	11002377
16580	0	LG05	11076551
18979	0	LG05	11124903
18355	0.0322	LG05	11138778
17737	0	LG05	11138867
2046	0	LG05	11189734
6292	0.1304	LG05	11214699
10648	0.0758	LG05	11265067
4644	0	LG05	11293151
4878	0	LG05	11387138
8027	0	LG05	11481749
15382	0.0416	LG05	11546705
18686	0	LG05	11546793
24504	0.0503	LG05	11587563
22739	0	LG05	11633495
12670	0.426	LG05	11651084
10882	0	LG05	11668653
14853	0	LG05	11755055
18925	0	LG05	11763208
17683	0.0265	LG05	12036263
9280	0.0925	LG05	12095423
20042	0.0076	LG05	12599556
24009	0.3035	LG05	12735878
17782	0	LG05	12741017
13081	0.0113	LG05	12942571
11687	0	LG05	13038479
10965	0	LG05	13105253
21649	0.2476	LG05	13154753
4818	0.4613	LG05	13382747
15300	0	LG05	13640918
3952	0.1014	LG05	13877687
7494	0.1094	LG05	13987237
20381	0	LG05	14027035
19118	0.0081	LG05	14061436
19867	0.0897	LG05	14061524
23500	0.0353	LG05	14113948
17629	0.1582	LG05	14114194
19165	0.065	LG05	14114282
24409	0.0927	LG05	14290735
20144	0.0043	LG05	14401240
13979	0.3037	LG05	14406847
13846	0	LG05	14410779
12291	0.0263	LG05	14410867
4162	0.3723	LG05	14791890
13010	0	LG05	15083235
14596	0.0485	LG05	16175181
21290	0.0151	LG05	16180064
14762	0	LG05	16361882
11483	0.3491	LG05	16568600
16697	0.0273	LG05	16589226
10838	0	LG05	17222349
12337	0.1637	LG05	17283576
20929	0.0039	LG05	17283664
3585	0.3346	LG05	17298691
11738	0	LG05	17317386
20573	0.1005	LG05	17773491
8842	0.1765	LG05	17854897
17363	0	LG05	17877788
16695	0	LG05	17929251
25170	0.2712	LG05	17962009
10153	0.1575	LG05	17965979
9461	0	LG05	18045280
23233	0.4034	LG05	18045368
1454	0	LG05	18200049
982	0.0035	LG05	18446161
3728	0	LG05	18541764
17779	0	LG05	18648134
5427	0.1077	LG05	18739983
1961	0	LG05	18759149
6944	0.4556	LG05	18764110
22737	0	LG05	18809175
3057	0	LG05	18929714
15494	0.2107	LG05	18979819
19937	0.5475	LG05	18997330
24920	0	LG05	19158882
10276	0.0799	LG05	19239849
5738	0.0343	LG05	19319935
2934	0.1326	LG05	19374392
23313	0	LG05	19510123
4646	0	LG05	19743630
