chromosome	position	num_markers	loci_names
LG07	12935029.7114094	9	20885,23563,2520,14810,17322,2735,3195,22035,14640
LG07	17046822.3825503	9	3324,18517,3111,9164,14474,2069,22303,22862,7458
LG07	17242622.033557	9	18517,3111,9164,14474,2069,22303,22862,7458,17631
LG07	17438421.6845638	8	3111,9164,14474,2069,22303,22862,7458,17631
LG07	17634221.3355705	9	3111,9164,14474,2069,22303,22862,7458,17631,8813
LG07	17830020.9865772	8	14474,2069,22303,22862,7458,17631,8813,15473
LG07	20179616.7986577	5	21829,10913,4856,13935,18796
LG07	20375416.4496644	8	21829,10913,4856,13935,18796,12962,2319,15645
LG07	20571216.1006711	11	10913,4856,13935,18796,12962,2319,15645,20990,9800,24999,22324
LG07	20767015.7516779	11	10913,4856,13935,18796,12962,2319,15645,20990,9800,24999,22324
LG07	28011602.8389262	14	12394,20472,11176,22989,16425,21785,22430,16718,16834,24680,964,7313,1036,19685
LG07	28207402.4899329	13	16425,21785,22430,16718,16834,24680,964,7313,1036,19685,17993,11566,2087
LG08	19537403.885906	4	2234,12521,10166,8997
LG08	19700683.704698	3	12521,10166,8997
LG08	19863963.5234899	4	12521,10166,8997,13738
LG08	23945958.9932886	6	16205,10401,9419,22526,23159,21092
LG08	24109238.8120805	8	10401,9419,22526,23159,21092,22824,4609,3197
LG08	24272518.6308725	7	9419,22526,23159,21092,22824,4609,3197
LG08	24435798.4496644	7	9419,22526,23159,21092,22824,4609,3197
LG08	24599078.2684564	7	9419,22526,23159,21092,22824,4609,3197
LG08	24762358.0872483	9	9419,22526,23159,21092,22824,4609,3197,24683,7522
LG08	24925637.9060403	10	9419,22526,23159,21092,22824,4609,3197,24683,7522,24253
LG09	1661285.69798658	7	18502,11018,5198,708,4556,18276,17384
LG09	1812281.04697987	7	11018,5198,708,4556,18276,17384,20522
LG09	1963276.39597315	8	11018,5198,708,4556,18276,17384,20522,15806
LG09	2114271.74496644	8	5198,708,4556,18276,17384,20522,15806,24222
LG09	13891908.966443	9	7465,22092,7328,10198,21686,410,19752,8199,5930
LG09	14042904.3154362	9	7328,10198,21686,410,19752,8199,5930,17951,12201
LG09	14193899.6644295	10	10198,21686,410,19752,8199,5930,17951,12201,17588,15311
LG09	14344895.0134228	10	10198,21686,410,19752,8199,5930,17951,12201,17588,15311
LG09	14495890.3624161	10	10198,21686,410,19752,8199,5930,17951,12201,17588,15311
LG09	14646885.7114094	9	21686,410,19752,8199,5930,17951,12201,17588,15311
LG09	14797881.0604027	7	19752,8199,5930,17951,12201,17588,15311
LG09	14948876.409396	6	8199,5930,17951,12201,17588,15311
LG10	2110282.33557047	9	5002,16612,11954,17879,9252,1592,18111,1073,17343
LG10	2268949.12751678	8	16612,11954,17879,9252,1592,18111,1073,17343
LG10	3062283.08724832	8	9252,1592,18111,1073,17343,14554,10181,22771
LG10	3220949.87919463	8	9252,1592,18111,1073,17343,14554,10181,22771
LG10	5124951.38255034	8	4426,25250,10995,5203,13881,5962,18330,885
LG10	5283618.17449664	8	25250,10995,5203,13881,5962,18330,885,3434
LG10	5442284.96644295	7	10995,5203,13881,5962,18330,885,3434
LG10	9408954.76510067	5	8160,9986,3753,24659,17181
LG10	9567621.55704698	4	9986,3753,24659,17181
LG10	9726288.34899329	4	9986,3753,24659,17181
LG10	9884955.1409396	5	9986,3753,24659,17181,92
LG10	10043621.9328859	5	9986,3753,24659,17181,92
LG10	10202288.7248322	7	9986,3753,24659,17181,92,12725,8033
LG11	5100150.88590604	14	23094,16564,24124,7940,10307,3931,18236,18322,7929,19943,21590,19964,15954,25650
LG11	5275963.7852349	14	24124,7940,10307,3931,18236,18322,7929,19943,21590,19964,15954,25650,17440,6757
LG11	21099124.7248322	5	2153,1478,14020,11299,12903
LG11	21274937.6241611	8	2153,1478,14020,11299,12903,22851,8152,7457
LG11	26549324.6040268	13	4901,53,23448,23014,25289,9251,21807,8670,4361,1473,6377,13880,5
LG11	26725137.5033557	13	4901,53,23448,23014,25289,9251,21807,8670,4361,1473,6377,13880,5
LG11	26900950.4026846	12	53,23448,23014,25289,9251,21807,8670,4361,1473,6377,13880,5
LG12	6885683.42281879	10	8064,12813,17582,6144,15017,8278,7574,8810,11878,14666
LG12	7053008.52348993	10	17582,6144,15017,8278,7574,8810,11878,14666,3833,13458
LG12	11738111.3422819	9	10456,13408,1881,18478,15061,1581,24389,25048,10698
LG12	16757864.3624161	2	14495,5817
LG12	16925189.4630872	2	14495,5817
LG12	17092514.5637584	4	14495,5817,5396,4550
LG12	19602391.0738255	13	772,10718,7674,24470,5133,10207,19222,7565,12474,11992,12668,25622,98
LG12	19769716.1744966	14	772,10718,7674,24470,5133,10207,19222,7565,12474,11992,12668,25622,98,3343
LG12	19937041.2751678	15	772,10718,7674,24470,5133,10207,19222,7565,12474,11992,12668,25622,98,3343,5672
LG12	21108316.9798658	6	3343,5672,7086,9979,9658,12770
LG12	21275642.0805369	8	5672,7086,9979,9658,12770,22206,3304,4411
LG12	21442967.1812081	8	7086,9979,9658,12770,22206,3304,4411,10217
LG13	11473842.0469799	5	1482,16650,17446,5741,25378
LG13	11629413.8255034	5	1482,16650,17446,5741,25378
LG13	17852284.966443	10	705,5560,21896,20198,10334,11579,8241,16227,16369,2826
LG13	18007856.7449664	13	5560,21896,20198,10334,11579,8241,16227,16369,2826,8288,9845,4227,25273
LG13	18163428.5234899	13	20198,10334,11579,8241,16227,16369,2826,8288,9845,4227,25273,7775,23792
LG13	18319000.3020134	16	11579,8241,16227,16369,2826,8288,9845,4227,25273,7775,23792,2824,14869,4664,7803,3132
LG13	18474572.0805369	13	16369,2826,8288,9845,4227,25273,7775,23792,2824,14869,4664,7803,3132
LG13	18630143.8590604	13	16369,2826,8288,9845,4227,25273,7775,23792,2824,14869,4664,7803,3132
LG13	21586007.6510067	5	1048,14505,1689,14011,4140
LG13	21741579.4295302	5	1048,14505,1689,14011,4140
LG13	24541871.442953	8	4156,19509,10960,3541,25323,8295,18633,16766
LG13	24697443.2214765	8	4156,19509,10960,3541,25323,8295,18633,16766
LG13	24853015	8	19509,10960,3541,25323,8295,18633,16766,12401
LG14	3164343.9261745	10	6540,24167,12158,12622,940,13525,22282,20625,13411,25091
LG14	3348636.5033557	4	22282,20625,13411,25091
LG14	3532929.08053691	6	20625,13411,25091,16233,24451,8330
LG14	3717221.65771812	8	20625,13411,25091,16233,24451,8330,2550,5892
LG14	3901514.23489933	10	20625,13411,25091,16233,24451,8330,2550,5892,14127,13188
LG14	12194680.2080537	11	11313,3417,24098,10462,19928,8461,4989,14864,5945,721,5151
LG14	12378972.7852349	10	3417,24098,10462,19928,8461,4989,14864,5945,721,5151
LG14	16433409.4832215	6	4185,6631,10092,13911,75,25130
LG14	16617702.0604027	6	10092,13911,75,25130,5333,1339
LG14	16801994.6375839	6	10092,13911,75,25130,5333,1339
LG14	16986287.2147651	7	13911,75,25130,5333,1339,4402,6597
LG14	22330771.9530201	11	8046,12707,3102,11749,663,13468,19219,1002,1159,13322,8885
LG14	22515064.5302013	12	8046,12707,3102,11749,663,13468,19219,1002,1159,13322,8885,148
LG15	781666	2	18404,4715
LG15	1446471.95973154	2	4715,12233
LG15	1612673.44966443	2	4715,12233
LG15	1778874.93959732	3	4715,12233,12099
LG15	1945076.4295302	3	4715,12233,12099
LG15	2111277.91946309	2	12233,12099
LG15	2277479.40939597	2	12233,12099
LG16	8363252.00671141	12	11871,15752,8209,11872,1201,24219,11843,13083,6403,14327,17973,13818
LG16	9335931.87248322	11	24219,11843,13083,6403,14327,17973,13818,2349,17941,7134,19864
LG16	9530467.84563758	14	11843,13083,6403,14327,17973,13818,2349,17941,7134,19864,17046,6925,13533,22286
LG16	9919539.79194631	8	2349,17941,7134,19864,17046,6925,13533,22286
LG16	10114075.7651007	8	17941,7134,19864,17046,6925,13533,22286,6487
LG16	10308611.738255	10	17941,7134,19864,17046,6925,13533,22286,6487,24284,14405
LG16	14199331.2013423	6	9162,2149,735,8671,14199,20078
LG16	14393867.1744966	6	2149,735,8671,14199,20078,1007
LG16	14588403.147651	9	2149,735,8671,14199,20078,1007,21999,2997,19712
LG16	14782939.1208054	8	735,8671,14199,20078,1007,21999,2997,19712
LG17	3606990.00671141	5	16549,8827,19772,2353,2100
LG17	7804031.36912752	6	4893,17436,1817,24774,3639,14979
LG17	7917464.91946309	7	4893,17436,1817,24774,3639,14979,3680
LG17	8030898.46979866	8	4893,17436,1817,24774,3639,14979,3680,6426
LG17	8144332.02013423	7	1817,24774,3639,14979,3680,6426,14130
LG17	8257765.5704698	7	1817,24774,3639,14979,3680,6426,14130
LG17	8371199.12080537	6	24774,3639,14979,3680,6426,14130
LG17	16424981.1946309	6	11964,3378,23493,7367,4734,18594
LG17	16538414.7449664	6	11964,3378,23493,7367,4734,18594
LG17	16651848.295302	6	11964,3378,23493,7367,4734,18594
LG17	16765281.8456376	5	23493,7367,4734,18594,5189
LG19	12423060.7986577	10	6899,13982,4744,14475,22126,19679,183,9326,23278,23858
LG19	17072658.9194631	4	8067,23432,25631,6432
LG19	17201814.4228188	3	25631,6432,6962
LG19	17330969.9261745	2	6432,6962
LG19	17460125.4295302	2	6432,6962
LG19	17589280.9328859	2	6432,6962
LG19	17718436.4362416	3	6432,6962,13693
LG19	17847591.9395973	3	6432,6962,13693
LG19	17976747.442953	3	6432,6962,13693
LG19	18105902.9463087	4	6432,6962,13693,24279
LG19	18235058.4496644	5	6432,6962,13693,24279,2709
LG19	18364213.9530201	7	6432,6962,13693,24279,2709,9002,5534
LG20	20364325.6778523	6	18760,18142,22761,9563,14764,1926
LG20	20513223.0939597	6	18142,22761,9563,14764,1926,4766
LG20	20662120.5100671	7	18142,22761,9563,14764,1926,4766,22306
LG20	20811017.9261745	6	22761,9563,14764,1926,4766,22306
LG20	20959915.3422819	7	14764,1926,4766,22306,25286,10568,1000
LG20	21108812.7583893	9	14764,1926,4766,22306,25286,10568,1000,14236,9970
LG21	4508322.26845638	8	10676,21433,19,17687,8471,9134,9079,4380
LG21	4645430.87919463	10	21433,19,17687,8471,9134,9079,4380,24292,8026,535
LG21	4782539.48993289	9	17687,8471,9134,9079,4380,24292,8026,535,4570
LG21	4919648.10067114	9	17687,8471,9134,9079,4380,24292,8026,535,4570
LG21	5056756.7114094	10	17687,8471,9134,9079,4380,24292,8026,535,4570,3797
LG21	5193865.32214765	10	17687,8471,9134,9079,4380,24292,8026,535,4570,3797
LG21	5330973.93288591	11	17687,8471,9134,9079,4380,24292,8026,535,4570,3797,14213
LG21	5468082.54362416	13	8471,9134,9079,4380,24292,8026,535,4570,3797,14213,6988,14741,24471
LG21	5605191.15436242	14	9134,9079,4380,24292,8026,535,4570,3797,14213,6988,14741,24471,24454,673
LG21	14654359.4630872	7	24980,10953,6721,4100,1503,4036,13552
LG21	14791468.0738255	7	24980,10953,6721,4100,1503,4036,13552
LG21	20001595.2818792	9	23613,21152,7988,7703,3855,19650,5923,24031,19995
LG22	6219032.36912752	9	19050,11367,15267,24544,7192,613,17021,21148,5891
LG22	6343371.56375839	8	11367,15267,24544,7192,613,17021,21148,5891
LG22	6467710.75838926	8	15267,24544,7192,613,17021,21148,5891,20242
LG22	6592049.95302013	7	24544,7192,613,17021,21148,5891,20242
LG22	6716389.14765101	6	7192,613,17021,21148,5891,20242
LG23	2646415.30201342	8	23608,24671,5673,24528,2498,9886,862,6816
LG23	2790452.24832215	8	23608,24671,5673,24528,2498,9886,862,6816
LG23	2934489.19463087	8	24671,5673,24528,2498,9886,862,6816,12568
LG23	3942747.81879195	6	6816,12568,9415,18243,16418,4599
LG23	4086784.76510067	7	12568,9415,18243,16418,4599,14075,14305
LG23	4230821.7114094	9	12568,9415,18243,16418,4599,14075,14305,9492,8554
LG23	4374858.65771812	9	9415,18243,16418,4599,14075,14305,9492,8554,14922
LG23	7399634.53020134	10	24136,17917,13656,11343,13253,13756,25244,5633,6953,24265
LG23	7543671.47651007	11	24136,17917,13656,11343,13253,13756,25244,5633,6953,24265,12886
