Locus	fst	chromosome	position
7610	0.0019	LG02	19846598
19598	-0.0093	LG02	20048778
14635	-0.0035	LG02	20550530
2733	0.0063	LG02	20586675
13478	-0.0011	LG02	21036308
10577	1e-04	LG02	21140684
17040	0.0137	LG02	21265012
14448	-0.0065	LG02	21558567
24101	0.0205	LG02	21722681
13321	-0.0114	LG02	21828564
21078	0.0116	LG02	22029483
10374	0.0063	LG02	22089412
11214	0.032	LG02	22650212
23416	-6e-04	LG02	23079533
22707	0.0041	LG02	23145300
3828	-0.0108	LG02	23363691
20586	-0.0025	LG02	23733031
1345	0.0795	LG02	23955104
12892	-0.006	LG03	714072
11905	0	LG03	970105
1420	0.0114	LG03	1176528
7509	0.1077	LG03	1901276
22270	0.0142	LG03	2331790
11166	0.0136	LG03	2817506
6971	-0.0049	LG03	2817594
16313	-4e-04	LG03	3136811
5079	-0.0052	LG03	3440963
18822	0.0144	LG03	4110675
8316	-0.0082	LG03	4477954
7117	0.0046	LG03	5072653
17580	-0.0046	LG03	5317343
12641	-0.0056	LG03	5337885
13796	-0.0089	LG03	5379523
19441	8e-04	LG03	5484346
13850	0.0097	LG03	5549748
16127	-0.0068	LG03	5549836
12579	0.0361	LG03	5782208
10063	-0.0027	LG03	6310553
16089	0.0093	LG03	6574564
5688	0.0349	LG03	6697589
21028	0.0025	LG03	6721861
23215	4e-04	LG03	6928935
19081	0.0827	LG03	7238162
21613	-0.0049	LG03	7275254
16360	0.0035	LG03	7374030
5442	0.0117	LG03	7519450
7055	-0.0064	LG03	7555515
6657	0.0026	LG03	7628668
15903	-0.0029	LG03	7655613
14032	0.0088	LG03	7893897
4002	0.0075	LG03	8053673
16706	0.0194	LG03	8053761
8205	5e-04	LG03	8108048
23863	-0.0093	LG03	8123980
6431	0.0013	LG03	8422729
7975	-0.002	LG03	8603130
2647	-0.0021	LG03	8603218
2371	0.0213	LG03	8761931
24348	0.0103	LG03	9050793
1085	-0.0013	LG03	9056737
4453	-0.0042	LG03	9773441
9983	-0.0027	LG03	9887414
14432	0.0026	LG03	10654173
10860	6e-04	LG03	10767775
7485	-0.0013	LG03	10832030
4905	0.0046	LG03	11011877
3799	8e-04	LG03	11143943
17132	-0.0076	LG03	11263632
10685	0.0326	LG03	11289964
22539	0.0026	LG03	11485414
8375	3e-04	LG03	11594755
23475	-0.0018	LG03	11682954
15386	0.005	LG03	11769363
23336	0.0311	LG03	11807877
3991	0.002	LG03	11820911
11290	0	LG03	12068762
10910	0.0238	LG03	12292138
21185	0.003	LG03	12326269
4010	0.0081	LG03	13761867
11001	-0.0055	LG03	14489701
5461	-0.001	LG03	14545616
7322	0.0081	LG03	14577642
17134	0.0109	LG03	14854029
169	-0.0066	LG03	15330761
22800	-0.0026	LG03	15388181
14754	0.0662	LG03	15653987
1845	-0.0022	LG03	16345097
24600	0.0071	LG03	16874492
12779	0.0976	LG03	16893706
13769	-0.0022	LG03	16947873
3004	0.002	LG03	16947961
4779	0.0095	LG03	16989964
11783	0.0042	LG03	17011557
3577	0.0119	LG03	17399324
13463	0.0033	LG03	17403120
13583	0.006	LG03	17439369
23544	0.0179	LG03	17774929
6728	0.0018	LG03	17912149
21046	-0.0026	LG03	18033092
5524	0.0025	LG03	18033180
23732	-0.0033	LG03	18399324
21244	0	LG03	18402039
206	-0.0011	LG03	19138705
10413	0.0435	LG03	19637006
19255	-0.0024	LG03	19837223
13291	-0.0087	LG03	19837311
3853	-0.0021	LG03	19916664
15069	-0.0022	LG03	20311656
21327	0.028	LG03	20363142
1451	8e-04	LG03	20425799
1957	0.0116	LG03	20523113
8572	0.0071	LG03	20677019
101	0.0099	LG03	20685759
11175	0.0097	LG03	20693188
19592	0.0228	LG03	20800363
25164	-0.0037	LG03	21493309
12729	-3e-04	LG03	21639916
22983	-0.008	LG03	21749404
12734	-0.0033	LG03	21918122
12881	0.008	LG03	22108213
6768	-0.0049	LG03	22113564
20130	0.0033	LG03	22446759
9864	-3e-04	LG03	22541811
10665	0.0034	LG03	22711876
21821	-3e-04	LG03	22712251
9853	0.0016	LG03	22734972
14972	-0.0028	LG03	23204521
18535	2e-04	LG03	23373618
23001	-3e-04	LG03	23423007
15442	3e-04	LG03	23446575
23706	-0.0025	LG03	23466014
6993	0.0031	LG03	23801182
12623	0.0062	LG03	23860880
15604	-0.0077	LG03	23897780
24194	0.0019	LG03	23926965
4025	0.0211	LG03	24223878
25450	-9e-04	LG03	24305530
12922	0.0112	LG03	24368355
1193	-0.0088	LG03	24543439
23182	-0.0011	LG03	24566292
23000	0.0014	LG03	24732451
17454	0.014	LG03	24732539
2148	0.0106	LG03	24816799
15677	-0.0036	LG03	24849640
19881	0.0074	LG03	24958507
22895	-0.0112	LG03	24988455
19275	0.012	LG03	25242684
2977	0.0165	LG03	25242772
189	0.0148	LG03	25718099
12087	-6e-04	LG03	25954272
23029	-0.0081	LG03	26493285
16621	0.0029	LG03	26542928
481	0.0448	LG03	26628801
24772	-0.007	LG03	27111842
18415	0.0262	LG03	27141255
12649	0.0109	LG03	27466090
4747	0.0277	LG03	27467753
440	0.0113	LG03	27467841
1218	0.0037	LG03	27647413
18994	0.0176	LG03	27850690
10222	-0.0014	LG03	27941905
14459	0.0347	LG03	28067721
2446	0.0055	LG03	29018446
5413	6e-04	LG03	29071150
19975	-0.0052	LG03	29149035
1052	-0.0031	LG03	29149123
2621	0.0038	LG04	378962
9681	0.0313	LG04	1199563
7074	0.0136	LG04	1318831
221	-7e-04	LG04	1318919
23824	-0.0103	LG04	1450506
9497	0.0219	LG04	1602719
9776	0.0051	LG04	1846805
7081	0.0258	LG04	2557433
11762	-0.0014	LG04	4067370
9850	-6e-04	LG04	4223942
7399	0.0102	LG04	4348381
6640	0.0326	LG04	4559510
16944	0.0258	LG04	4758407
18590	0.0184	LG04	4877868
14364	0.0146	LG04	5000575
86	0.0188	LG04	5514604
6567	0.0036	LG04	5614539
5754	-2e-04	LG04	5682240
23595	0.0169	LG04	6557609
11627	-0.009	LG04	6571022
6384	0.0013	LG04	6617904
6609	-0.0057	LG04	6791037
24921	0.013	LG04	8453954
3280	-0.0098	LG04	8454042
21624	-0.0015	LG04	8536219
21488	-0.003	LG04	8724903
16046	0.0137	LG04	8899634
10706	0.0766	LG04	9581815
5824	0.0066	LG04	9835263
16173	-0.0055	LG04	10254916
7000	0.1041	LG04	11009190
6995	-0.002	LG04	11127341
5707	0.1525	LG04	12296490
3932	-0.007	LG04	13557402
220	0.01	LG04	13609089
13443	0.0058	LG04	13609177
2334	-0.0031	LG04	13791139
22728	0.0021	LG04	13820872
14514	0.2285	LG04	13820960
1138	-0.0016	LG04	14058546
2057	0.0087	LG04	14495195
21683	-0.0111	LG04	14603051
16474	0.0183	LG04	14767734
9992	-0.0019	LG04	14860399
9714	2e-04	LG04	15238228
12570	0.013	LG04	15462653
19718	-0.0084	LG04	15786063
22434	0.0021	LG04	15803099
21419	0.0015	LG04	15849042
12952	8e-04	LG04	15935786
1122	0.0035	LG04	16838600
20255	0.0085	LG04	17092539
6182	0.018	LG04	17601862
23845	-2e-04	LG04	17671956
19756	0.0036	LG04	17689844
17357	-0.0105	LG04	18182664
16620	0.0064	LG04	18616085
8018	-0.0034	LG04	18659305
5520	0.0072	LG04	18708578
12331	0.002	LG04	18954802
15828	0.0016	LG04	18954890
19761	0.0363	LG04	19319412
11725	-0.0075	LG04	19611569
25334	-9e-04	LG04	19650453
18648	0.0149	LG04	19725566
10136	3e-04	LG04	19736434
10857	-0.0011	LG04	19775761
18508	0.0102	LG04	20070601
4371	-0.0023	LG04	20122826
22261	-0.0033	LG04	20221981
23847	0.0241	LG04	20747991
23884	-0.0019	LG04	20800759
23079	-0.004	LG04	21683194
7962	0.0183	LG04	22010636
12982	6e-04	LG04	22046280
10585	0.0018	LG04	22250919
4373	0.0082	LG04	22943548
1859	0.0105	LG04	22949532
6522	4e-04	LG04	23060319
22034	0.005	LG04	23376531
4230	-0.0047	LG04	23389886
3578	8e-04	LG04	23391980
11736	-0.0022	LG04	23393908
8499	-0.0012	LG04	23394825
24957	7e-04	LG04	23463287
3694	0.0152	LG04	23536033
22908	-0.0079	LG04	23948172
2033	0.0128	LG04	24372151
4133	-0.0029	LG04	24866885
20574	0.0148	LG04	25004497
8590	0.0321	LG04	25049798
13845	0.0067	LG04	25562752
4777	0.0283	LG04	25625757
23422	0.0083	LG04	25712342
18577	0.0129	LG04	25721181
20354	-0.0047	LG04	25968078
2346	0.0397	LG04	26005081
6259	-0.0107	LG04	26274693
18193	0.0157	LG04	26465366
7598	0.0022	LG04	26623344
11896	-0.0035	LG04	26693499
2742	0.0063	LG04	26781953
4489	0.0621	LG04	27352498
17909	7e-04	LG04	27400513
14696	9e-04	LG04	27711493
20561	0.0074	LG04	28036248
22104	-0.0018	LG04	28268549
9878	-0.0038	LG04	28655265
5746	-0.002	LG04	28800174
24642	0.0018	LG04	29224003
21625	0.0062	LG04	29329140
16190	-0.0017	LG04	29395045
23964	-0.0061	LG04	29517813
4998	0.0014	LG04	29833176
23705	0.0425	LG04	30578350
4898	0.0031	LG04	30578438
9316	0.0019	LG04	30729475
23940	-0.005	LG04	30860184
10022	-0.0053	LG04	30922281
14472	0.0087	LG04	30956502
1392	0.0117	LG04	31306420
6672	-5e-04	LG04	31308425
6393	0.039	LG04	31961476
19740	0.0318	LG04	32561118
9308	8e-04	LG04	32661853
8095	-0.0056	LG04	33023845
7637	-0.0022	LG04	33296125
825	0.0012	LG04	33313977
4013	-0.0053	LG04	33514896
4212	0.0143	LG04	33598863
3875	0.0064	LG04	34503689
11244	0.0494	LG04	34560907
22930	0.0017	LG04	34615017
13345	0.0054	LG05	63205
25555	0.0094	LG05	89763
21732	-0.0066	LG05	2375291
5071	0.0037	LG05	2633866
16947	0.0407	LG05	3136987
11509	0.0049	LG05	3589620
5624	0.0034	LG05	3688022
14300	0.0165	LG05	4212380
21572	0.0615	LG05	4258516
16456	-0.0056	LG05	4768937
6554	-6e-04	LG05	4972861
13100	-0.0066	LG05	5100690
5481	-0.0025	LG05	5118361
10488	-0.0013	LG05	5151374
8079	-0.0015	LG05	5792527
13902	0.0034	LG05	5860607
3381	0.0022	LG05	6350461
16370	0.0121	LG05	7643714
592	0.0126	LG05	7679170
11052	0.0127	LG05	8177311
12823	0.0018	LG05	9109345
17944	-0.0048	LG05	9577848
18906	-0.0089	LG05	9579838
24751	3e-04	LG05	9794993
4471	-0.0019	LG05	10206004
8048	-0.0034	LG05	10285673
15308	-0.0062	LG05	10331545
20232	0.0102	LG05	10533578
109	6e-04	LG05	10536052
13066	-0.0115	LG05	10679060
15086	-0.0107	LG05	10725484
25641	6e-04	LG05	10857600
2810	0.0034	LG05	10974598
18355	0.0083	LG05	11138778
6292	-2e-04	LG05	11214699
10648	0.0024	LG05	11265067
15382	-0.0039	LG05	11546705
24504	-0.0089	LG05	11587563
12670	0.0271	LG05	11651084
17683	0.0072	LG05	12036263
9280	0.0011	LG05	12095423
20042	-0.0025	LG05	12599556
24009	0.0206	LG05	12735878
13081	0.0038	LG05	12942571
21649	0.0014	LG05	13154753
4818	-0.0017	LG05	13382747
3952	-0.0048	LG05	13877687
7494	0.0034	LG05	13987237
19118	-0.002	LG05	14061436
19867	0.0167	LG05	14061524
23500	0.0077	LG05	14113948
17629	-0.0091	LG05	14114194
19165	0.0019	LG05	14114282
24409	-0.0049	LG05	14290735
20144	8e-04	LG05	14401240
13979	0.012	LG05	14406847
12291	0.0053	LG05	14410867
4162	-0.0103	LG05	14791890
14596	-0.0044	LG05	16175181
21290	-0.0073	LG05	16180064
11483	0.003	LG05	16568600
16697	0.0106	LG05	16589226
12337	-0.0039	LG05	17283576
20929	-1e-04	LG05	17283664
3585	0.014	LG05	17298691
20573	1e-04	LG05	17773491
8842	-0.0047	LG05	17854897
25170	0	LG05	17962009
10153	-0.0046	LG05	17965979
23233	0.0046	LG05	18045368
982	-0.0013	LG05	18446161
5427	-0.0084	LG05	18739983
6944	0.0145	LG05	18764110
15494	0.0164	LG05	18979819
19937	0.0037	LG05	18997330
10276	0.0266	LG05	19239849
5738	0.0137	LG05	19319935
2934	-0.0057	LG05	19374392
4255	0.0619	LG05	19773629
19856	0.0096	LG05	19867310
13631	-0.0013	LG05	19888628
534	0.0051	LG05	20110056
10849	0.0167	LG05	20154474
24990	0.0108	LG05	20206853
22541	-0.0016	LG05	20236929
11191	-0.007	LG05	20436363
5600	-0.0013	LG05	20613309
19450	-0.0054	LG05	20850964
7922	0.0176	LG05	20956146
24976	0.0021	LG05	20961741
18694	-0.0035	LG05	21068872
8058	0.0306	LG05	21116866
20449	-0.003	LG05	21122347
14897	0.0051	LG05	21210136
9174	-1e-04	LG05	21240325
11254	-0.0036	LG05	21626691
2075	-0.0097	LG05	21654489
11717	0.0052	LG05	22040377
8849	0.0133	LG05	22279915
19522	0.004	LG05	22307581
14824	0.0104	LG05	22503857
19408	0.0241	LG05	22952177
15279	-5e-04	LG05	23371420
3226	0.227	LG05	23467528
8820	-0.0068	LG05	23467616
20744	0.0103	LG05	23975122
9216	0.0584	LG06	92177
20128	0.0242	LG06	176690
17934	0.0143	LG06	177317
17347	0.0057	LG06	1844542
13991	-0.0031	LG06	2695268
14298	0.0586	LG06	2745165
24966	0.0016	LG06	2752792
5367	0.0199	LG06	2752880
24876	0.0131	LG06	3270632
13627	-0.0037	LG06	3338770
13286	0.1176	LG06	3570877
6690	0.0035	LG06	3601332
19689	-0.0031	LG06	3616089
14572	-0.0088	LG06	3819643
4065	-0.0035	LG06	4009836
14955	0.0101	LG06	4090145
6069	-0.005	LG06	5096580
23232	0.0031	LG06	5400756
9967	1e-04	LG06	5507919
9502	-3e-04	LG06	5572616
12746	0.0125	LG06	5825278
15140	-0.0012	LG06	5825366
3734	-5e-04	LG06	5926292
13308	0.0042	LG06	6089527
7713	-0.0097	LG06	6229137
13575	7e-04	LG06	6229225
7870	-0.0026	LG06	6309938
927	-0.004	LG06	6420980
11563	0.0113	LG06	6489767
13917	-0.0047	LG06	6569806
21453	5e-04	LG06	6580009
15573	0.0078	LG06	6638277
20091	0.0415	LG06	6642602
18841	3e-04	LG06	6656691
12477	-0.0075	LG06	6779590
1017	-3e-04	LG06	6804646
10177	0.0237	LG06	6889844
4799	0.0126	LG06	6902120
5610	-8e-04	LG06	6965868
9369	-0.0034	LG06	7049845
14140	0.0024	LG06	7517417
7144	0.0063	LG06	7518086
18743	0.0025	LG06	7692783
20101	0.0024	LG06	7734851
5576	0.0047	LG06	7858844
3940	-0.007	LG06	7867156
16571	0.007	LG06	7867244
954	0.0192	LG06	8064417
926	-0.002	LG06	8571939
6833	-0.0032	LG06	8602962
11008	0.0376	LG06	9463080
5770	0.0017	LG06	9501622
22921	0.0551	LG06	9693517
11065	-0.0072	LG06	9702309
248	0.0204	LG06	10068536
21611	-0.0019	LG06	10068624
24028	0.0071	LG06	10474106
13341	-0.0048	LG06	10553940
18120	0.0063	LG06	10569904
13148	0.012	LG06	10767220
11521	0.0146	LG06	11046781
5719	0.0011	LG06	11439647
8016	0.017	LG06	11515636
15332	0.0151	LG06	11688414
9135	-0.0026	LG06	12182054
4452	-0.0073	LG06	12297808
8758	-0.0051	LG06	12398312
6112	0.0017	LG06	12940167
3692	-0.0106	LG06	13048766
22020	0.0125	LG06	13229716
8327	0.0177	LG06	13589351
14593	0.0034	LG06	13656731
4235	0.034	LG06	14270635
24665	0.015	LG06	14270724
3887	0.0177	LG06	14278663
6810	-0.0016	LG06	14645377
6157	0.0309	LG06	14713694
7726	0.0094	LG06	14765352
6652	-0.0041	LG06	16314186
16968	0.0021	LG06	17047164
15615	-0.0039	LG06	17092433
23650	4e-04	LG06	17098228
3973	0.0081	LG06	17505582
24868	0.0014	LG06	17520164
2885	-0.008	LG06	17595671
23346	0.004	LG06	17719747
14906	0.0023	LG06	18358526
733	-6e-04	LG06	18660007
4398	-0.0041	LG06	18998161
23788	9e-04	LG06	19578433
1054	-0.0011	LG06	19898749
5336	0.0171	LG06	20059538
4191	-0.0058	LG06	20741073
20705	0.2401	LG06	21055115
15407	-0.0033	LG06	21582654
4887	0.0213	LG06	22208449
19466	0.0271	LG06	22609209
5465	0.0105	LG06	22757568
7391	0.0042	LG06	22765329
8465	0.0061	LG06	22765417
16898	0.0017	LG06	23015385
16504	-0.0081	LG06	23022030
7666	-0.0023	LG06	23577967
18782	-0.0048	LG06	23908378
14932	-0.0023	LG06	24003056
17898	-0.0022	LG06	24099530
17066	4e-04	LG06	24966019
3396	0.0124	LG06	25314954
16904	0.0026	LG07	241251
13556	0.0336	LG07	545999
16573	-0.0064	LG07	1633397
23992	0.0054	LG07	2322767
24940	0.1996	LG07	2519292
5946	0.0064	LG07	2718878
5322	5e-04	LG07	4796419
3049	0.0045	LG07	5032372
20810	-0.0022	LG07	5032460
8890	0.0081	LG07	6489881
16410	0.0148	LG07	6570170
6894	0.0018	LG07	6888721
23190	0.0091	LG07	6942938
7763	-0.0036	LG07	7478136
25479	0.0131	LG07	7866364
8334	0.0073	LG07	8045347
6882	-0.0069	LG07	8078705
10210	-0.0028	LG07	8879525
8898	-0.0081	LG07	9012236
11216	0.0057	LG07	9149874
17835	-0.0018	LG07	9383414
11760	2e-04	LG07	9519203
3284	0.0236	LG07	9539930
23562	0.0156	LG07	9752923
8191	0.0209	LG07	10079179
11576	-0.0028	LG07	10877109
12578	9e-04	LG07	10968252
8100	9e-04	LG07	11428517
14999	0.0128	LG07	11429270
7875	-0.0064	LG07	11452690
23986	-0.0015	LG07	11698160
15934	0.0115	LG07	11782849
4137	-0.0034	LG07	11811714
11997	0	LG07	11912940
13198	0.0059	LG07	11977671
16062	-0.0067	LG07	12076536
20885	0.0257	LG07	12288312
23563	0.0095	LG07	12349213
2520	0.0034	LG07	12362085
14810	-0.0048	LG07	12619906
17322	-0.0077	LG07	13226104
2735	-0.0014	LG07	13236326
3195	-0.0098	LG07	13297888
22035	0.0017	LG07	13370025
14640	0.0232	LG07	13545769
23944	0.0295	LG07	14383434
121	0.018	LG07	14639666
20028	-0.0054	LG07	14687506
25567	-0.0029	LG07	14745633
10999	0.002	LG07	14769705
22166	0.0099	LG07	14854682
11149	-0.0102	LG07	14869558
10285	-0.0051	LG07	14894969
16881	0.0054	LG07	15142172
4637	0.012	LG07	15411923
24467	4e-04	LG07	15454584
21874	0.0092	LG07	15564103
16218	0.0042	LG07	16069098
7479	6e-04	LG07	16236256
925	0.011	LG07	16246230
7171	0.0038	LG07	16286288
3324	0.0082	LG07	16407381
18517	-4e-04	LG07	16558501
3111	-0.0082	LG07	16957862
9164	0.0011	LG07	16991607
14474	-0.0133	LG07	17381364
2069	-0.0016	LG07	17433168
22303	-0.004	LG07	17494008
22862	-0.0102	LG07	17602063
7458	-9e-04	LG07	17761824
17631	-0.0046	LG07	17895354
8813	0.0165	LG07	18222159
15473	0.0048	LG07	18504448
24287	-0.0021	LG07	18609422
6298	0.0033	LG07	19290922
21829	0.0122	LG07	19738440
10913	0.1541	LG07	20467284
4856	0.0887	LG07	20645188
13935	-0.0029	LG07	20916719
18796	0.0048	LG07	20918202
12962	3e-04	LG07	20991578
2319	-0.0022	LG07	20997192
15645	5e-04	LG07	21003278
20990	-0.0036	LG07	21131169
9800	0.0052	LG07	21196530
24999	0.0035	LG07	21196618
22324	0.0093	LG07	21203117
2454	0.0193	LG07	21594394
20197	0.0118	LG07	21773059
12303	0.0317	LG07	21866660
24684	0.0033	LG07	21989767
11768	0.0225	LG07	21989855
11902	-0.0064	LG07	22046260
22276	0.0766	LG07	22340068
25306	0.0021	LG07	22562227
22937	0.0016	LG07	23094487
2830	0.0019	LG07	23332711
