chromosome	position	Fst.Fct	Mean_boostrap	lower_95	upper_95	pvalue	positive	negative	selection
21	LG08	15903560.3557047	0.117379724852641	0.0250551292044003	-0.0024694877523683	0.112873093803689	0.998990582759558	1	0	Yes
22	LG08	18035230.295302	0.0962599264078148	0.0281329205304122	0.00299637530987274	0.0874922488733487	0.999099517669792	1	0	Yes
23	LG08	18199204.9060403	0.0975288569382489	0.0280948684224595	0.00256358943208252	0.0875599586002725	0.999207674916105	1	0	Yes
24	LG09	1049263.09395973	0.146838208968427	0.0229983907671967	-0.00441634624931147	0.128355587530221	0.999839938917708	1	0	Yes
25	LG09	1206602.18791946	0.166375919228571	0.0221888255379009	-0.00419842323658016	0.132940772561485	0.999969056363671	1	0	Yes
26	LG09	1363941.28187919	0.161817716634073	0.0235999130462088	-0.00243959806326253	0.122351208992684	0.999990212209159	1	0	Yes
27	LG09	1521280.37583893	0.116960252471345	0.0273744433959818	5.56966411976832e-05	0.0954559325216655	0.999846914174095	1	0	Yes
28	LG09	19457937.0872483	0.0874131087763201	0.0291400726936709	0.00533537359764517	0.0779444382848783	0.9990122000394	1	0	Yes
29	LG09	19615276.1812081	0.0796742095674104	0.0297322492992122	0.00713658700977309	0.0736977300006583	0.998151865383823	1	0	Yes
30	LG09	22290040.7785235	0.119116964243796	0.0249292812435653	-0.00205101866468826	0.11584065562915	0.999034681506135	1	0	Yes
31	LG09	22447379.8724832	0.134562824798799	0.0225812289897208	-0.00346906879710044	0.130724480385272	0.999356350836892	1	0	Yes
32	LG10	8645875.36241611	0.160612675442938	0.0216164535319422	-0.00542866772058833	0.138792365136779	0.999871418841204	1	0	Yes
33	LG10	8797261.5704698	0.203065253016949	0.0202959566696957	-0.00617159162689612	0.143994234211463	0.999997462267038	1	0	Yes
34	LG10	8948647.77852349	0.229765356137491	0.0179332490400467	-0.00581588814000774	0.155895350816702	0.999999087816397	1	0	Yes
35	LG10	9100033.98657718	0.219647053060463	0.0183181168533195	-0.00462744659351035	0.152610904391717	0.999998756123806	1	0	Yes
36	LG10	9251420.19463087	0.119880220372402	0.0245871120478206	-0.00158953382025664	0.116582837827459	0.999090590844963	1	0	Yes
37	LG11	5589663.9261745	0.0725561801017536	0.0299722403864495	0.00761745044143024	0.0720621808171696	0.994726263140966	1	0	Yes
38	LG11	5768469.57718121	0.074579051276765	0.0298999784206054	0.00777775650858777	0.0729134133615902	0.996074129713079	1	0	Yes
39	LG11	19357699.0536913	0.0981134920700202	0.0270626936214658	0.00258201295958392	0.0958563322880707	0.998396777714916	1	0	Yes
40	LG11	19536504.704698	0.111363134839886	0.0272773365266576	0.00269331716761535	0.0939738554490145	0.999834625328365	1	0	Yes
41	LG11	19715310.3557047	0.0870169077074206	0.0290741461474477	0.00512826050855778	0.080462281978421	0.998542534949576	1	0	Yes
42	LG12	21704866.7651007	0.119166947114263	0.0272207240650327	5.47697016659362e-07	0.0962359630583708	0.999883888276491	1	0	Yes
43	LG12	21874989.966443	0.128787705339328	0.026574449017563	-0.00114163545198061	0.100740887713426	0.999938046822381	1	0	Yes
44	LG12	22045113.1677852	0.129960116970981	0.0263999633150093	-0.00139486373427486	0.102576609555948	0.999934809397539	1	0	Yes
45	LG12	22215236.3691275	0.123705027893904	0.0267695317214294	-0.000351217598355758	0.0993445394974363	0.999914017421933	1	0	Yes
46	LG13	3793721.32885906	0.150965962103801	0.0232120004839968	-0.00334341889230395	0.126600508017587	0.999913626306357	1	0	Yes
47	LG13	3951856.40268456	0.200225869835559	0.0196787847352227	-0.00492603092186141	0.145669207103246	0.999996099768203	1	0	Yes
48	LG13	4109991.47651007	0.208630267823032	0.0188807062230167	-0.0050348997366069	0.151053802050873	0.999996348785335	1	0	Yes
49	LG14	10351754.4362416	0.0826127406166686	0.028542903665555	0.00570242239614495	0.0824642517464685	0.996855448502132	1	0	Yes
50	LG15	4770501.75838926	0.0884133686788494	0.0290178233802966	0.00478454277774275	0.0813554017690892	0.998682595648501	1	0	Yes
51	LG15	4936703.24832215	0.0961297658796983	0.0278234167821378	0.00292255299381507	0.0896075308733996	0.998882119708588	1	0	Yes
52	LG15	12914374.7651007	0.120229302802474	0.0251988474605892	-0.00116214026481846	0.110131123519434	0.999470878780744	1	0	Yes
53	LG15	13080576.2550336	0.189983332236759	0.0210999268201475	-0.0046654991489274	0.138712150953634	0.999993733060647	1	0	Yes
54	LG15	13246777.7449664	0.225418500812251	0.0176705893417879	-0.00477558092498348	0.157019485256702	0.999998454555234	1	0	Yes
55	LG15	13412979.2348993	0.170129872294071	0.0212220339075002	-0.00439286100061148	0.135915555223875	0.999963405481273	1	0	Yes
56	LG16	7148294.49664429	0.119609464807755	0.0246304914549516	-0.00399147168909134	0.117889968861168	0.998648337893723	1	0	Yes
57	LG16	9880605.62416107	0.121042462641743	0.028150471994415	0.002144452534905	0.0882616899981531	0.999983892338426	1	0	Yes
58	LG16	10075770.704698	0.13273792426618	0.0276812036500179	0.00123445636970536	0.090966207098709	0.999996753794512	1	0	Yes
59	LG16	10270935.7852349	0.133497327823365	0.0271437994136734	0.000548383881938748	0.0962010914477848	0.999991608259215	1	0	Yes
60	LG16	10466100.8657718	0.112858236243043	0.0273871416163624	0.00157801379247634	0.0930600413716957	0.999845583601048	1	0	Yes
61	LG16	15540392.9597315	0.119694553016218	0.0268915992760686	9.78031773976739e-05	0.0987228556504017	0.999861665805036	1	0	Yes
62	LG16	15735558.0402685	0.149147160215213	0.0244956213428246	-0.00165276291923476	0.118067487887131	0.999972531108843	1	0	Yes
63	LG16	15930723.1208054	0.147241896319732	0.0247421069123056	-0.00334673699292859	0.116509315196773	0.999957497224983	1	0	Yes
64	LG16	16516218.3624161	0.138298391932403	0.0215804092513381	-0.00484755033222885	0.135814220693783	0.999055889929833	1	0	Yes
65	LG16	16711383.442953	0.140789002596322	0.0201677092502302	-0.00299247307608028	0.139657203562723	0.999043930801689	1	0	Yes
66	LG16	21395345.3758389	0.106247643101601	0.0263310007593736	-0.000196910555156571	0.102743199755721	0.998697956372872	1	0	Yes
67	LG17	2495772.34228188	0.124419644618745	0.0255376794572267	-0.00225191175231479	0.108703943172188	0.999714695901775	1	0	Yes
68	LG17	2609837.10067114	0.154624266380011	0.0241062681571455	-0.00322629682831779	0.120900924366636	0.999976261275167	1	0	Yes
69	LG17	2723901.8590604	0.16868096732855	0.0224213092109192	-0.00435316067885552	0.131810018879779	0.999981416157524	1	0	Yes
70	LG17	2837966.61744966	0.172117689041886	0.0214140631632977	-0.0052869887431579	0.136485066042276	0.999975121566912	1	0	Yes
71	LG17	2952031.37583893	0.169153174599153	0.0211467427528065	-0.00571333176131127	0.140157582741278	0.999946687283565	1	0	Yes
72	LG17	3066096.13422819	0.165126147688969	0.0212696981830872	-0.00611096074282222	0.13935417943905	0.999911031733979	1	0	Yes
73	LG17	3180160.89261745	0.158744483969119	0.021354004955831	-0.00608174009211641	0.142902360268898	0.999773324157785	1	0	Yes
74	LG17	3294225.65100671	0.152434050120028	0.0210970191868189	-0.00614047510278091	0.141790191786949	0.99958418777558	1	0	Yes
75	LG17	3408290.40939597	0.120512277063626	0.0240550620899062	-0.0041123082914026	0.119843504710432	0.998484239416188	1	0	Yes
76	LG19	18340311.5838926	0.117222410098771	0.0262346360657339	0.00107398593806846	0.105567622669451	0.999687864018162	1	0	Yes
77	LG19	18469058.1543624	0.118255736795569	0.0268092191323364	0.00211151976615719	0.098589337864566	0.999895940380551	1	0	Yes
78	LG19	18597804.7248322	0.107755292998712	0.0282796427668154	0.00297858242119254	0.087380237774326	0.99985556993718	1	0	Yes
79	LG19	18726551.295302	0.099684455928251	0.0284735908636627	0.00289564476397791	0.0868619524809876	0.999492718579415	1	0	Yes
80	LG19	18855297.8657718	0.0975892177598993	0.0281125015344618	0.00219942902849026	0.0886923254513352	0.999026588342579	1	0	Yes
81	LG19	18984044.4362416	0.0977455850063172	0.0277460137728757	0.00205233033706303	0.0908742553593321	0.998839233210964	1	0	Yes
82	LG19	19112791.0067114	0.0947318037011239	0.0278278961096957	0.00314351733410164	0.089253094444774	0.998668118446295	1	0	Yes
83	LG20	3076855.94630873	0.136971791228254	0.0276625997336116	0.00148913396640758	0.0914615642852466	0.999998656764154	1	0	Yes
84	LG20	3228090.40939597	0.173395965485249	0.0271886994653314	0.00076825254530631	0.0965838759768004	0.999999998512801	1	0	Yes
85	LG20	3379324.87248322	0.179148023399086	0.0266313847868964	-0.000541203108586648	0.100283143477426	0.99999999683411	1	0	Yes
86	LG20	3530559.33557047	0.168120806079559	0.0260950245791668	-0.00110002778069483	0.104626430499901	0.999999900529567	1	0	Yes
87	LG20	3681793.79865772	0.138259544006398	0.026429985446344	0.000789916485897541	0.102193551666145	0.999990695916001	1	0	Yes
88	LG20	13209564.9731544	0.0947408983691642	0.0279061174800656	0.00227357089130447	0.0901267444253811	0.998348494901902	1	0	Yes
89	LG20	13360799.4362416	0.0928114139627023	0.0284898034400173	0.00278770646281467	0.0859436298923097	0.998556362604986	1	0	Yes
90	LG20	13512033.8993289	0.0868087365304984	0.0287636430107149	0.00351324112352019	0.0833411255358794	0.997426856851542	1	0	Yes
91	LG20	14268206.2147651	0.133233727617015	0.0251084753958384	-0.00196020142541205	0.111470516395712	0.999875898799397	1	0	Yes
92	LG20	14419440.6778523	0.159312554343184	0.0243366941017088	-0.003419590000958	0.120804328298806	0.999986374003951	1	0	Yes
93	LG20	14570675.1409396	0.168702755332299	0.0227720277522997	-0.00395983813957567	0.130434088200249	0.999984866159325	1	0	Yes
94	LG20	14721909.6040268	0.155893043726581	0.0240064939939972	-0.00304659186882849	0.122191983662641	0.999975379379882	1	0	Yes
95	LG20	14873144.0671141	0.112382377330163	0.0255749273210144	-0.00228549666647701	0.110885514964595	0.998440704194215	1	0	Yes
96	LG21	20254742.6577181	0.0895037001107219	0.0284471252516621	0.00466075485156312	0.0836985132573128	0.998645751154149	1	0	Yes
97	LG21	20383475.4161074	0.0945777551713591	0.0282350649586411	0.00418478700569795	0.0853357455145692	0.999224135951401	1	0	Yes
98	LG21	20512208.1744966	0.0889858294189017	0.0288386077274779	0.00463275831424449	0.081526572036837	0.998724421430943	1	0	Yes
99	LG21	20640940.9328859	0.0800535921951489	0.0290800930191367	0.0052034949744864	0.0791099659219451	0.996223923751555	1	0	Yes
100	LG22	10876564.1812081	0.0810836152838111	0.0290124592106619	0.00460027649611412	0.0807681738709468	0.995751311842501	1	0	Yes
