Locus	fst	chromosome	position
439	2794	0.0159	LG14	23846952
440	2810	0.0463	LG05	10974598
441	2813	0.0494	LG15	16004593
442	2820	0.0937	LG15	17496341
443	2824	0.3706	LG13	18962061
444	2826	0.5315	LG13	18593933
445	2830	0.071	LG07	23332711
446	2843	0.1153	LG14	9081425
447	2844	0.0036	LG16	5617631
448	2850	0.0401	LG15	24809063
449	2851	0.0343	LG08	21068744
450	2861	0.0278	LG14	15397625
451	2866	0.0363	LG01	23087036
452	2874	0.5912	LG01	21713494
453	2880	0.0881	LG20	8455705
454	2885	0.017	LG06	17595671
455	2895	0.0149	LG09	23542361
456	2917	0.0412	LG14	24703575
457	2922	0.0262	LG11	24771036
458	2934	-0.0029	LG05	19374392
459	2947	0.0974	LG23	939621
460	2950	0.0026	LG22	7744666
461	2966	0.1557	LG01	28089763
462	2967	0.1815	LG15	15149144
463	2973	0.0841	LG01	27732633
464	2974	0.7683	LG14	9719363
465	2977	0.0647	LG03	25242772
466	2985	0.2034	LG23	17166837
467	2990	0.8931	LG01	17231504
468	2995	0.0488	LG03	20582299
469	2997	0.5607	LG16	15198287
470	2998	0.0445	LG18	7457147
471	3000	-0.003	LG21	7459198
472	3004	0.0662	LG03	16947961
473	3015	0.7473	LG10	15163654
474	3016	0.0092	LG02	10295723
475	3019	0.4335	LG20	9261701
476	3023	0.0897	LG20	23059969
477	3031	0.0263	LG09	20025730
478	3039	0.0097	LG11	22402420
479	3043	0.2038	LG21	21161935
480	3049	0.0259	LG07	5032372
481	3057	0.1045	LG05	18929714
482	3061	0.1568	LG19	12728793
483	3062	-0.0026	LG13	4642806
484	3066	0.1878	LG16	5085357
485	3076	0.6101	LG18	13129513
486	3086	0.1576	LG16	5738820
487	3095	0.0261	LG07	10800502
488	3096	0.7752	LG01	1380478
489	3102	0.0889	LG14	22294077
490	3111	0.0154	LG07	16957862
491	3116	0.0905	LG02	12426111
492	3120	0.0261	LG18	1987451
493	3121	0.0339	LG10	12858006
494	3129	0.0358	LG14	10030230
495	3132	-0.0003	LG13	19057220
496	3138	0.0812	LG20	13442555
497	3155	0.0546	LG11	10611402
498	3161	0.2135	LG08	15130801
499	3172	0.008	LG02	14430240
500	3175	-0.0045	LG18	5047498
501	3176	-	LG10	9762442
502	3186	0.6211	LG19	9805870
503	3188	0.027	LG11	18842454
504	3193	0.0972	LG08	4803505
505	3195	0.719	LG07	13297888
506	3196	0.0129	LG22	19156479
507	3197	0.0732	LG08	24846203
508	3207	0.3582	LG08	5648759
509	3223	0.0549	LG01	21052003
510	3226	0.296	LG05	23467528
511	3228	0.1061	LG14	25824909
512	3238	0.031	LG23	14600916
513	3244	0.0422	LG08	6495561
514	3248	0.0965	LG10	20021617
515	3258	0.0228	LG11	2454027
516	3261	0.0302	LG18	18120527
517	3266	0.027	LG11	18795306
518	3280	0.0773	LG04	8454042
519	3284	0.1362	LG07	9539930
520	3297	0.0592	LG09	4200504
521	3298	0.1947	LG21	12713994
522	3303	0.013	LG21	6035264
523	3304	0.142	LG12	21990246
524	3307	0.0936	LG07	26173439
525	3308	0.012	LG14	10599926
526	3312	0.02	LG03	13069918
527	3324	0.0156	LG07	16407381
528	3328	0.0183	LG17	16950833
529	3331	0.4801	LG16	17157144
530	3338	0.0588	LG16	12671455
531	3339	0.0387	LG13	20637133
532	3341	0.6061	LG14	28893155
533	3342	0.4912	LG21	13232316
534	3343	0.0416	LG12	20424695
535	3348	0.0263	LG16	19834425
536	3351	0.2177	LG19	15047198
537	3356	0.0305	LG23	19265074
538	3362	0.021	LG11	24536157
539	3373	0.0293	LG08	8966991
540	3375	0.0828	LG19	7130932
541	3378	0.0402	LG17	15944429
542	3379	0.0348	LG14	24722870
543	3381	0.0163	LG05	6350461
544	3396	0.5405	LG06	25314954
545	3405	0.1389	LG20	9196469
546	3406	0.0275	LG16	24229115
547	3413	0.0443	LG22	10670043
548	3416	0.0646	LG19	15655291
549	3417	0.3144	LG14	11676361
550	3420	-0.0028	LG21	3313349
551	3428	0.0187	LG11	3481234
552	3430	0.0377	LG11	14468693
553	3434	0.0449	LG10	6003116
554	3437	0.0148	LG12	23290112
555	3458	0.0162	LG09	3493810
556	3460	0.7707	LG18	6528272
557	3464	0.0043	LG01	2734393
558	3473	0.0365	LG01	17544233
559	3480	0.1883	LG12	23074809
560	3484	0.0354	LG15	23057730
561	3488	0.0509	LG16	28100360
562	3499	0.3426	LG23	1731017
563	3501	0.0912	LG21	12112127
564	3505	0.2045	LG12	18593577
565	3523	0.9562	LG15	5955032
566	3524	0.0408	LG14	24505243
567	3541	0.1442	LG13	24575544
568	3547	0.0754	LG17	4126590
569	3553	0.0911	LG04	30956415
570	3554	0.0142	LG18	16220209
571	3561	0.1511	LG18	2208393
572	3564	0.1642	LG19	5505825
573	3566	0.0372	LG18	18337381
574	3577	0.0199	LG03	17399324
575	3578	0.0247	LG04	23391980
576	3585	0.1625	LG05	17298691
577	3594	0.032	LG14	5903591
578	3600	0.0422	LG21	18337123
579	3601	0.0142	LG17	8319369
580	3606	0.1034	LG07	29181476
581	3622	0.1165	LG21	18382081
582	3623	0.0583	LG02	12024231
583	3630	0.1512	LG01	28032467
584	3636	-	LG14	20385829
585	3639	0.2271	LG17	7633583
586	3651	0.2579	LG09	1872590
587	3659	0.032	LG16	23334936
588	3680	0.7588	LG17	8605809
589	3683	0.019	LG09	4680682
590	3692	0.033	LG06	13048766
591	3694	0.0451	LG04	23536033
592	3708	0.8831	LG13	1535521
593	3721	0.0503	LG02	18900520
594	3728	0.0508	LG05	18541764
595	3734	0.0057	LG06	5926292
596	3750	0.1448	LG03	18130551
597	3753	0.5973	LG10	9860946
598	3754	0.0252	LG19	20346480
599	3756	0.3053	LG11	22468503
600	3761	0.016	LG03	20306369
601	3776	0.7852	LG01	24455925
602	3780	0.397	LG22	2810555
603	3791	0.0196	LG02	16926107
604	3794	0.015	LG01	17891914
605	3797	0.031	LG21	5722754
606	3798	0.1256	LG07	23461249
607	3799	0.0336	LG03	11143943
608	3814	0.2241	LG23	16003346
609	3822	0.2107	LG17	15671266
610	3825	0.0376	LG18	8102874
611	3827	0.3665	LG16	18742865
612	3828	-0.0065	LG02	23363691
613	3832	0.059	LG14	17957361
614	3833	0.0533	LG12	7696087
615	3834	0.0514	LG19	2026203
616	3843	0.0645	LG01	7799052
617	3849	0.2176	LG15	22242308
618	3853	0.1074	LG03	19916664
619	3855	0.0905	LG21	19913962
620	3865	0.0589	LG16	28094621
621	3866	0.0245	LG18	10794024
622	3867	0.0447	LG21	16251957
623	3875	0.9688	LG04	34503689
624	3879	0.0105	LG03	1306194
625	3885	0.0531	LG03	23804757
626	3886	0.0239	LG11	14501523
627	3887	0.3447	LG06	14278663
628	3894	-	LG23	19738781
629	3900	0.1182	LG20	4903898
630	3902	0.2501	LG21	11188757
631	3917	-0.0011	LG01	2734304
632	3929	0.0076	LG13	6072318
633	3931	0.1326	LG11	5295900
634	3932	0.0739	LG04	13557402
635	3939	0.0721	LG17	12450113
636	3940	0.6791	LG06	7867156
637	3946	0.0303	LG19	20490861
638	3948	0.1507	LG09	5671531
639	3952	0.0199	LG05	13877687
640	3957	0.01	LG07	823426
641	3960	0.0321	LG08	10342640
642	3962	0.0288	LG10	605025
643	3963	-	LG10	4690015
644	3972	0.3661	LG11	8894347
645	3973	0.3134	LG06	17505582
646	3991	0.1687	LG03	11820911
647	4000	0.0331	LG15	11074597
648	4002	0.0052	LG03	8053673
649	4003	0.0036	LG01	24038892
650	4004	0.0225	LG15	7912926
651	4010	0.3775	LG03	13761867
652	4013	0.2051	LG04	33514896
653	4016	0.0316	LG16	29559461
654	4025	0.0135	LG03	24223878
655	4031	0.0264	LG13	1193395
656	4032	0.3091	LG16	28482320
657	4033	-	LG21	14840975
658	4036	0.0519	LG21	15316907
659	4039	0.057	LG22	9367737
660	4040	0.0608	LG08	10912553
661	4045	0.0283	LG04	19808416
662	4058	0.0925	LG06	18751866
663	4062	0.8193	LG19	1676774
664	4065	0.0131	LG06	4009836
665	4066	0.0176	LG20	8942881
666	4070	0.0563	LG20	4384499
667	4079	0.0335	LG15	21346221
668	4081	0.278	LG22	9230244
669	4083	0.1239	LG10	15139047
670	4088	0.0415	LG14	20885177
671	4090	0.1895	LG09	17063685
672	4092	0.2644	LG12	6182711
673	4097	0.0097	LG17	16950745
674	4100	0.0149	LG21	15218089
675	4103	0.0205	LG01	19759592
676	4108	0.0456	LG16	27795973
677	4126	0.0207	LG04	28825553
678	4132	0.0325	LG01	8475035
679	4133	0.7344	LG04	24866885
680	4137	0.0482	LG07	11811714
681	4140	0.0021	LG13	22202718
682	4142	0.1911	LG09	17587809
683	4145	0.0524	LG12	23109552
684	4146	0.0833	LG09	8211355
685	4148	0.0733	LG21	18381376
686	4150	0.0114	LG07	18790673
687	4154	0.0436	LG11	2619748
688	4156	0.0136	LG13	24013669
689	4159	0.0125	LG23	9262983
690	4162	0.1458	LG05	14791890
691	4171	-0.0022	LG10	17543844
692	4172	0.0014	LG20	5165816
693	4174	0.0127	LG22	9047081
694	4176	-0.0062	LG18	20408482
695	4185	0.3119	LG14	15778586
696	4187	0.0507	LG19	14116914
697	4188	0.6842	LG11	12127935
698	4191	0.3441	LG06	20741073
699	4192	0.0343	LG16	23885047
700	4206	0.0172	LG10	9793217
701	4207	0.1237	LG21	9732870
702	4212	0.0456	LG04	33598863
703	4213	0.029	LG06	237908
704	4214	0.0617	LG21	9121607
705	4217	0.0034	LG23	1421669
706	4226	0.0848	LG09	24607602
707	4227	0.0256	LG13	18686608
708	4230	0.173	LG04	23389886
709	4235	0.0467	LG06	14270635
710	4242	0.0437	LG16	24526804
711	4244	0.0256	LG01	8751793
712	4251	0.4051	LG10	16638251
713	4255	0.0803	LG05	19773629
714	4257	0.0266	LG21	21235457
715	4280	0.0064	LG22	357359
716	4285	0.0125	LG23	20615542
717	4301	0.0035	LG01	18990497
718	4317	0.203	LG08	21516625
719	4330	0.0426	LG14	25564343
720	4332	0.0689	LG23	3521287
721	4336	0.0523	LG11	6123685
722	4344	0.0676	LG11	9920661
723	4352	0.003	LG16	27854956
724	4361	0.0906	LG11	27160901
725	4365	0.9658	LG01	18164746
726	4368	0.0853	LG08	12744936
727	4371	0.092	LG04	20122826
728	4373	0.4548	LG04	22943548
729	4380	0.014	LG21	5024802
730	4381	0.2007	LG07	30092491
731	4383	0.0121	LG08	10859832
732	4392	0.0413	LG03	11832920
733	4396	0.0381	LG13	7298301
734	4398	0.171	LG06	18998161
735	4402	0.8594	LG14	17552012
736	4404	0.0356	LG22	7532382
737	4411	0.0358	LG12	22019003
738	4412	0.0411	LG23	9893197
739	4413	0.0596	LG15	4100436
740	4426	0.0759	LG10	4400003
741	4440	0.0838	LG22	15103048
742	4442	-0.0008	LG13	14527982
743	4452	0.0499	LG06	12297808
744	4453	0.2855	LG03	9773441
745	4458	0.0233	LG22	8231118
746	4459	0.0389	LG09	19494289
747	4471	0.0029	LG05	10206004
748	4472	0.0875	LG07	806594
749	4473	0.0253	LG12	4009809
750	4484	0.0027	LG05	3970822
751	4489	0.0904	LG04	27352498
752	4491	0.3116	LG08	10633171
753	4492	0.084	LG14	9933392
754	4494	0.0605	LG01	9685227
755	4495	0.0829	LG18	14023647
756	4499	0.0065	LG20	2829965
757	4507	0.1702	LG13	4567648
758	4508	0.1483	LG18	14305873
759	4514	0.1149	LG07	27682138
760	4522	0.0502	LG13	19927564
761	4536	0.032	LG19	13287200
762	4539	0.9373	LG23	192827
763	4541	0.5476	LG21	3250882
764	4549	0.0338	LG17	7290454
765	4550	0.0076	LG12	17753872
766	4556	0.041	LG09	1872502
767	4557	0.0044	LG04	3826017
768	4568	0.2394	LG12	4779086
769	4570	0.0493	LG21	5426321
770	4572	0.0255	LG06	24057453
771	4575	0.0094	LG13	16159529
772	4578	-0.0026	LG15	18490187
773	4582	0.0244	LG04	6571110
774	4588	0.0247	LG12	24207382
775	4596	0.042	LG08	1761739
776	4599	0.2034	LG23	4023710
777	4609	0.3135	LG08	24762010
778	4613	0.0386	LG05	23973460
779	4615	0.0532	LG09	3670506
780	4617	0.0363	LG09	16838649
781	4620	0.7025	LG10	7813485
782	4629	-	LG09	20931379
783	4637	0.0384	LG07	15411923
784	4643	0.0216	LG13	5556883
785	4644	0.1012	LG05	11293151
786	4646	0.1136	LG05	19743630
787	4660	0.2648	LG07	15879034
788	4661	0.0388	LG19	14510561
789	4664	0.2033	LG13	19009504
790	4671	0.5804	LG13	16647496
791	4689	0.0286	LG02	19993451
