Locus	fst	chromosome	position
9456	-0.006	LG01	12895039
17342	0.0012	LG01	13165795
13276	0.0297	LG01	13203369
7855	0.001	LG01	13272763
1176	0.068	LG01	13275503
23055	0.0121	LG01	13348517
1848	-0.0019	LG01	13443093
17074	0.0015	LG01	13460605
19716	0.0707	LG01	13543599
15548	0.0447	LG01	13549939
7573	0.0216	LG01	13566886
253	0.0091	LG01	13663746
11711	0.0164	LG01	14052789
24779	0.1133	LG01	14182553
16291	0.0146	LG01	14215233
14720	0.0145	LG01	14360204
22931	0.033	LG01	14391336
20245	0.0051	LG01	14915282
8568	0.0045	LG01	14990824
6220	0.06	LG01	15305774
5584	-0.0101	LG01	15478086
16036	0.0221	LG01	15698538
5925	0.0182	LG01	15884506
12756	1e-04	LG01	15941922
20222	0.0349	LG01	15949701
16522	0.0056	LG01	16029166
6077	-0.0064	LG01	16099585
15053	0.0131	LG01	16100804
765	0.0674	LG01	16350985
21518	0.136	LG01	16668458
15427	0.0013	LG01	17088969
2990	0.0527	LG01	17231504
24372	-0.0019	LG01	17254201
6225	0.0114	LG01	17343059
23717	0.0386	LG01	17410032
16441	-0.0028	LG01	17478244
3473	0.0113	LG01	17544233
7823	-0.0039	LG01	17686137
15708	0.0067	LG01	17762848
23879	0.0159	LG01	17874079
23836	0.0419	LG01	17891826
3794	-0.0056	LG01	17891914
13135	0.0026	LG01	17894333
4365	0.028	LG01	18164746
22376	0.0326	LG01	18270121
10477	0.0618	LG01	18299147
18099	0.0401	LG01	18634387
8649	0.0396	LG01	18885301
6218	0.0064	LG01	18938963
7173	0.0182	LG01	18990205
4301	-0.008	LG01	18990497
20154	0.0357	LG01	19065023
1275	0.1157	LG01	19119404
12082	0.014	LG01	19122718
6687	0.0204	LG01	19131955
25090	0.0092	LG01	19484176
17462	0.0022	LG01	19558080
4103	0.0028	LG01	19759592
20926	-0.0062	LG01	19851693
9000	0.0114	LG01	20164805
17329	-0.0068	LG01	20190450
1730	0.0327	LG01	20219379
15393	0.0423	LG01	20244563
16989	-0.0091	LG01	20244651
3223	0.0198	LG01	21052003
18566	0.0319	LG01	21078734
21583	0.0099	LG01	21139714
24866	0.0206	LG01	21344701
19900	0.0552	LG01	21474610
10039	0.0201	LG01	21639498
7286	0.0156	LG01	21876491
10399	-0.0015	LG01	22235777
12877	0.0109	LG01	22265414
16033	0.0196	LG01	22274751
1037	0.0481	LG01	22314645
9965	0.0176	LG01	22419167
18308	0.048	LG01	22419255
23529	0.0229	LG01	22426003
7275	0.0198	LG01	22595118
24934	0.0109	LG01	22930946
11054	0.0097	LG01	22931034
2866	0.0237	LG01	23087036
6801	0.0319	LG01	23099470
25204	0.0217	LG01	23131382
9277	-0.0125	LG01	23131469
5569	0.0411	LG01	23205145
13275	0.0258	LG01	23209262
9894	0.0331	LG01	23601228
22373	0.0776	LG01	23816773
4003	0.012	LG01	24038892
17121	0.0422	LG01	24067024
11504	0.0204	LG01	24263046
3776	0.0439	LG01	24455925
19526	0.0069	LG01	24606463
4909	0.0248	LG01	24794728
11479	0.1119	LG01	24916735
9421	0.0014	LG01	24972595
19996	0.0097	LG01	25476068
8948	-0.0065	LG01	25476939
9870	-0.0113	LG01	25537657
19340	3e-04	LG01	25547121
7341	0.0051	LG01	25623962
16833	0.0122	LG01	25695043
13766	0.006	LG01	26270788
126	0.0114	LG01	26277273
2672	0.0258	LG01	26278837
9996	-0.0022	LG01	26278925
23915	0.0245	LG01	26446274
6410	0.0195	LG01	26825592
15925	0	LG01	26825871
1059	0.0105	LG01	27624343
2973	0.0407	LG01	27732633
3630	-4e-04	LG01	28032467
2966	0.1013	LG01	28089763
13923	0.0161	LG01	28259281
9530	0.0109	LG02	486766
9673	0.0445	LG02	549312
5748	0.0041	LG02	558992
12161	0.0985	LG02	704956
22330	0.0049	LG02	1459777
2227	0.0151	LG02	1753025
12720	0.0197	LG02	1753113
23643	0.0136	LG02	2178449
12652	0.0375	LG02	2196715
24808	0.0112	LG02	2862479
8450	0.0421	LG02	2934383
14890	0.0409	LG02	3068799
19616	0.0118	LG02	3134816
5650	0.0099	LG02	3684400
20570	-0.0075	LG02	3848141
11304	0.0315	LG02	4112741
1206	-6e-04	LG02	4112829
14293	-0.0124	LG02	4229502
20501	-0.0023	LG02	4299068
5692	0.0365	LG02	4299155
17606	0.0074	LG02	4524449
23345	0.0053	LG02	4533055
10191	-0.0049	LG02	5034803
13038	0.0093	LG02	5142106
18002	0.0579	LG02	5475402
16683	5e-04	LG02	5502143
15713	0.0152	LG02	5557301
13249	0.0353	LG02	5557389
20284	0.0532	LG02	5625109
21377	0	LG02	5810716
8277	0.0093	LG02	5947585
9741	-8e-04	LG02	5980256
803	0.07	LG02	6015120
19750	0.0089	LG02	6566985
19094	0.0317	LG02	6619151
6195	-0.0079	LG02	6622660
11378	0.0156	LG02	7657629
20552	0.28	LG02	7704733
6709	0.003	LG02	8318815
6275	-0.0106	LG02	8423715
6441	0.0167	LG02	8567129
10012	0.0117	LG02	8567215
14655	-0.0122	LG02	8606584
7132	0.0156	LG02	8637797
21296	0.0217	LG02	8900071
7390	0.0264	LG02	8993371
24148	0.0229	LG02	9902304
12065	0.0019	LG02	9912651
15557	0.0227	LG02	9912739
3016	0.0093	LG02	10295723
17073	0.0504	LG02	10365156
23838	0.0417	LG02	11039942
19045	0.0099	LG02	11101487
10878	-0.0026	LG02	11133801
2332	0.0584	LG02	11144818
20452	-0.0055	LG02	11371678
19126	0.0839	LG02	11403166
6887	0.0024	LG02	11466154
8305	0.016	LG02	11675992
8547	0.0102	LG02	11866579
15735	0.0081	LG02	11907621
3623	-3e-04	LG02	12024231
17332	0.0065	LG02	12300457
3116	0.106	LG02	12426111
17016	0.0115	LG02	12664574
2196	0.0428	LG02	13700077
25143	0.0297	LG02	14101530
3172	0.0265	LG02	14430240
6683	0.0752	LG02	14489616
4836	-0.0017	LG02	14934973
6156	0.0814	LG02	15037451
18049	-0.0022	LG02	15045848
12194	0.005	LG02	15563819
2110	0.0097	LG02	15714736
5196	0.0363	LG02	16247316
18780	0.094	LG02	16247404
695	0.0254	LG02	16820235
15109	0.0348	LG02	16919317
3791	0.0257	LG02	16926107
246	0.0141	LG02	17086725
11273	0.0165	LG02	17972205
12434	0.0448	LG02	18018124
23203	0.0417	LG02	18131841
8045	-9e-04	LG02	18447659
21277	0.0401	LG02	18598638
23624	3e-04	LG02	19001001
1906	0.0076	LG02	19009588
22340	0.019	LG02	19082581
23112	0.0262	LG02	19178339
20572	-0.005	LG02	19225999
17985	0.0244	LG02	19239438
22508	-6e-04	LG02	19309451
8778	-7e-04	LG02	19375815
17391	0.007	LG02	19424468
111	-0.0089	LG02	19524547
22131	0.0278	LG02	19717408
7610	-0.0066	LG02	19846598
4689	0.0057	LG02	19993451
16872	0.0047	LG02	20006957
19598	0.0497	LG02	20048778
18524	0.0113	LG02	20466907
14635	0.037	LG02	20550530
2733	0.0296	LG02	20586675
17118	0.0087	LG02	20711926
16277	0.0254	LG02	21057505
10577	0.0075	LG02	21140684
17040	0.003	LG02	21265012
10806	0.0031	LG02	21825178
10304	0.0014	LG02	21825266
13321	-0.0127	LG02	21828564
5851	0.0032	LG02	21921687
10227	-0.0086	LG02	21921775
21078	0.0421	LG02	22029483
10374	0.0082	LG02	22089412
18887	0.0052	LG02	22522394
11413	0.0063	LG02	22543785
8704	0.0339	LG02	22597571
23617	0.007	LG02	22626275
7806	0.0396	LG02	22686739
12145	-0.0028	LG02	22837555
23416	0.0204	LG02	23079533
22707	0.0248	LG02	23145300
1855	-0.0071	LG02	23270633
166	-0.0073	LG02	23270721
3828	-0.0115	LG02	23363691
20586	0.0077	LG02	23733031
24985	0.016	LG02	23924006
1345	-0.0012	LG02	23955104
4832	0.0083	LG03	525362
12892	0.0053	LG03	714072
2646	-0.0053	LG03	727009
24288	0.0081	LG03	788105
11905	0.0491	LG03	970105
1420	-0.0012	LG03	1176528
3879	0.0191	LG03	1306194
7509	0.0256	LG03	1901276
25446	0.0038	LG03	2401735
5924	-0.0066	LG03	2481805
6147	0.0139	LG03	2759270
23508	0.0033	LG03	2759358
11166	0.0437	LG03	2817506
6971	0.0795	LG03	2817594
25516	0.0237	LG03	3136901
5079	0.0085	LG03	3440963
8316	0.0069	LG03	4477954
7117	0.0178	LG03	5072653
12641	0.0175	LG03	5337885
13796	0.0035	LG03	5379523
19441	0.0068	LG03	5484346
13850	0.0284	LG03	5549748
10063	1e-04	LG03	6310553
5688	-2e-04	LG03	6697589
20898	0.0393	LG03	6721773
21028	-0.001	LG03	6721861
23215	0.0477	LG03	6928935
10350	-0.004	LG03	7068423
1287	0.0226	LG03	7081654
7327	0.0668	LG03	7200162
19081	0.0433	LG03	7238162
15965	0.0075	LG03	7238280
21613	0.0055	LG03	7275254
16360	0.0096	LG03	7374030
5442	-0.001	LG03	7519450
7055	3e-04	LG03	7555515
6657	0.0042	LG03	7628668
15903	0.0527	LG03	7655613
15150	0.0497	LG03	7669281
15290	0.064	LG03	7794247
14032	0.0037	LG03	7893897
4002	0.0245	LG03	8053673
16706	0.0396	LG03	8053761
8205	-0.0017	LG03	8108048
23863	-0.0023	LG03	8123980
22694	0.0489	LG03	8422642
6431	0.0296	LG03	8422729
7975	0.0306	LG03	8603130
2647	0.0389	LG03	8603218
2371	-0.0019	LG03	8761931
24348	0.0089	LG03	9050793
4453	0.0228	LG03	9773441
22679	0.006	LG03	10176528
11569	0.14	LG03	10321098
24370	-0.0027	LG03	10352186
19425	0.0248	LG03	10767687
10860	0.03	LG03	10767775
7485	0.0677	LG03	10832030
4905	0.0123	LG03	11011877
3799	0.0126	LG03	11143943
17132	9e-04	LG03	11263632
10685	-0.0066	LG03	11289964
8375	0.0042	LG03	11594755
23475	0.0472	LG03	11682954
4392	0.0134	LG03	11832920
11290	0.0046	LG03	12068762
4815	-0.0091	LG03	12288968
21185	0.0095	LG03	12326269
5902	0.0231	LG03	12836004
3312	0.0078	LG03	13069918
4010	0.0122	LG03	13761867
14070	0.0063	LG03	13845404
7715	-0.0034	LG03	14049056
11001	-0.0012	LG03	14489701
5461	-0.0011	LG03	14545616
7322	-0.0038	LG03	14577642
6883	0.0036	LG03	14829943
17134	0.0293	LG03	14854029
169	0.0049	LG03	15330761
18438	0.0155	LG03	15357577
22800	0.0258	LG03	15388181
12190	0.0682	LG03	15406459
20715	-0.0031	LG03	16306928
1845	0.044	LG03	16345097
24600	-0.0016	LG03	16874492
13769	-0.0089	LG03	16947873
3004	-9e-04	LG03	16947961
13583	0.004	LG03	17439369
23544	0.0484	LG03	17774929
21046	4e-04	LG03	18033092
5524	0.0113	LG03	18033180
3750	0.0211	LG03	18130551
21244	0.1601	LG03	18402039
12657	-0.008	LG03	19125456
206	0.0098	LG03	19138705
9043	1e-04	LG03	19476998
10413	0.0088	LG03	19637006
19255	-0.0093	LG03	19837223
13291	-9e-04	LG03	19837311
3853	0.0086	LG03	19916664
24082	0.0435	LG03	20155853
3761	0.0089	LG03	20306369
15069	0.0672	LG03	20311656
21327	0.0217	LG03	20363142
1451	0.037	LG03	20425799
1995	0.0197	LG03	20433399
1957	-0.0029	LG03	20523113
2995	0.011	LG03	20582299
8572	0.0294	LG03	20677019
101	0.0302	LG03	20685759
11175	0.0164	LG03	20693188
7164	0.0089	LG03	20693275
19592	0.0155	LG03	20800363
13063	0.0266	LG03	21034670
25164	0.0134	LG03	21493309
12881	0.0151	LG03	22108213
6768	0.0121	LG03	22113564
9864	7e-04	LG03	22541811
21821	-0.0035	LG03	22712251
9853	0.0044	LG03	22734972
14972	0.0286	LG03	23204521
6429	-0.0021	LG03	23213450
18535	-0.0016	LG03	23373618
15442	0.0044	LG03	23446575
23706	0.0356	LG03	23466014
6993	0.026	LG03	23801182
3885	0.0497	LG03	23804757
12623	0.0852	LG03	23860880
24194	-0.0146	LG03	23926965
4025	0.0014	LG03	24223878
25450	0.0312	LG03	24305530
1193	0.0014	LG03	24543439
9704	0.0548	LG03	24677592
23000	0.022	LG03	24732451
17454	0.07	LG03	24732539
2148	0.0597	LG03	24816799
15677	0.0581	LG03	24849640
19329	0.0294	LG03	24955295
19881	0.0095	LG03	24958507
22895	0.0202	LG03	24988455
19275	-0.004	LG03	25242684
2977	0.004	LG03	25242772
20490	0.0547	LG03	25668424
11162	0.0112	LG03	25703336
189	0.0541	LG03	25718099
12087	0.0059	LG03	25954272
23029	-0.0019	LG03	26493285
5804	0.0066	LG03	27076011
24772	0.0204	LG03	27111842
18415	-0.0026	LG03	27141255
16179	0.0368	LG03	27266677
4747	0.1121	LG03	27467753
440	0.0227	LG03	27467841
1218	0.0124	LG03	27647413
4863	-0.0042	LG03	27837891
18994	0.0162	LG03	27850690
10222	-6e-04	LG03	27941905
14459	0.0369	LG03	28067721
20148	0.011	LG03	28122202
2446	0.0151	LG03	29018446
5413	0.0434	LG03	29071150
19975	0.0417	LG03	29149035
15927	-0.0076	LG03	29283876
2621	0.0128	LG04	378962
1091	-0.006	LG04	987643
17311	0.0106	LG04	1015872
9681	0.0954	LG04	1199563
7074	0.0855	LG04	1318831
221	0.0069	LG04	1318919
23824	0.0156	LG04	1450506
9776	-0.0149	LG04	1846805
7081	0.0049	LG04	2557433
9840	0.006	LG04	3791168
12334	0.0043	LG04	3825929
4557	-0.0072	LG04	3826017
11762	0.0393	LG04	4067370
9850	-0.0119	LG04	4223942
16944	0.0265	LG04	4758407
6567	0.0087	LG04	5614539
5754	0.0321	LG04	5682240
16053	0.0014	LG04	6544967
11627	0.0119	LG04	6571022
4582	0.0133	LG04	6571110
6609	0.0059	LG04	6791037
21738	0.0071	LG04	7663467
21624	0	LG04	8536219
16046	0.0089	LG04	8899634
10906	0.0027	LG04	9318400
5824	-0.0085	LG04	9835263
17533	-0.0027	LG04	9999171
23371	0.0115	LG04	10599321
21339	0.0607	LG04	10785561
7000	0.0303	LG04	11009190
22863	0.0582	LG04	11033438
6995	0.0476	LG04	11127341
5707	-0.0011	LG04	12296490
6724	0.0164	LG04	12927236
220	-0.0043	LG04	13609089
2334	0.0225	LG04	13791139
1638	1e-04	LG04	14007496
1138	0.0037	LG04	14058546
21683	9e-04	LG04	14603051
16474	0.0076	LG04	14767734
9992	-0.0045	LG04	14860399
9714	0.0605	LG04	15238228
12768	0.0306	LG04	15333523
12570	0.0051	LG04	15462653
19718	-0.0095	LG04	15786063
22434	0.0202	LG04	15803099
20057	0.0456	LG04	15803187
21419	-0.008	LG04	15849042
12952	0.0567	LG04	15935786
20735	-0.0076	LG04	16801618
1122	-0.0048	LG04	16838600
20255	0.0512	LG04	17092539
8724	0.0098	LG04	17119035
15910	0.0145	LG04	17189095
22705	0.0859	LG04	17429463
6182	-0.0147	LG04	17601862
23845	-0.0053	LG04	17671956
19756	0.0329	LG04	17689844
16800	0.0339	LG04	17712984
17357	0.0473	LG04	18182664
2176	0.0069	LG04	18406174
6519	-0.0107	LG04	18598746
12515	0.0121	LG04	18612120
16620	0.0845	LG04	18616085
8018	-0.0011	LG04	18659305
12331	5e-04	LG04	18954802
24080	0.0265	LG04	19300842
19761	0.036	LG04	19319412
11725	0.0038	LG04	19611569
25334	0.0622	LG04	19650453
25372	0.0145	LG04	19654495
23191	0.0143	LG04	19725654
10136	0.016	LG04	19736434
4045	0.0166	LG04	19808416
9898	-0.0027	LG04	20122738
164	0.0533	LG04	20273388
7142	0.0395	LG04	20628733
23884	-9e-04	LG04	20800759
17312	0.0348	LG04	21518848
7962	-0.0062	LG04	22010636
12982	0.0178	LG04	22046280
10585	-0.0052	LG04	22250919
23795	-0.0055	LG04	22412121
20413	-0.0015	LG04	22474367
4373	0.0662	LG04	22943548
6522	0.014	LG04	23060319
4230	0.0465	LG04	23389886
11736	0.1096	LG04	23393908
8499	0.1267	LG04	23394825
24957	0.0174	LG04	23463287
3694	0.0018	LG04	23536033
2033	0	LG04	24372151
4133	0.0643	LG04	24866885
2154	0.0333	LG04	24968352
20574	-0.0072	LG04	25004497
8590	0.02	LG04	25049798
12352	0.0295	LG04	25253747
1499	0.0305	LG04	25352161
23840	0.0187	LG04	25459757
13845	0.0075	LG04	25562752
4777	0.0053	LG04	25625757
20158	0.0486	LG04	25712430
7139	0.0092	LG04	26379247
18193	0.0048	LG04	26465366
23999	0.0357	LG04	26670688
11896	-0.0036	LG04	26693499
2742	7e-04	LG04	26781953
17909	0.0026	LG04	27400513
5171	0.0032	LG04	27557653
7643	0.0025	LG04	27733899
20561	0.0055	LG04	28036248
22104	-0.002	LG04	28268549
9878	0.0088	LG04	28655265
15456	0.015	LG04	28674444
4126	0.0047	LG04	28825553
21625	-0.0082	LG04	29329140
16190	0.0043	LG04	29395045
4998	0.0042	LG04	29833176
6956	0.0643	LG04	29887394
10713	0.002	LG04	30555991
23705	0.0052	LG04	30578350
4898	0.0453	LG04	30578438
9316	0.0058	LG04	30729475
10495	-0.0016	LG04	30851725
10022	0.0099	LG04	30922281
3553	0.0745	LG04	30956415
14472	0.0023	LG04	30956502
1392	0.0211	LG04	31306420
6672	-5e-04	LG04	31308425
1162	0.01	LG04	31408269
19740	-0.0035	LG04	32561118
9308	0.0371	LG04	32661853
13211	-0.0066	LG04	32864667
8095	-0.0032	LG04	33023845
7637	0.0177	LG04	33296125
825	0.033	LG04	33313977
4013	0.0592	LG04	33514896
4212	0.0198	LG04	33598863
25151	0.0194	LG04	33904455
23528	0.0159	LG04	34498084
3875	0.193	LG04	34503689
22930	0.0047	LG04	34615017
25555	-0.001	LG05	89763
17084	0.0075	LG05	348214
10024	0.0202	LG05	2172020
589	-0.0147	LG05	2535105
10429	-0.006	LG05	2555026
18975	0.0197	LG05	2579067
5071	0.0061	LG05	2633866
11818	0.0213	LG05	2648540
14659	-7e-04	LG05	2828095
10567	0.0302	LG05	2974965
16947	0.0036	LG05	3136987
8703	0.0106	LG05	3371670
11509	0.0186	LG05	3589620
17252	0.031	LG05	3682253
4484	-0.0077	LG05	3970822
16264	-4e-04	LG05	3973528
14300	0.054	LG05	4212380
16456	-0.0016	LG05	4768937
14426	0.03	LG05	4935071
6554	0.0129	LG05	4972861
13100	0.0184	LG05	5100690
15588	0.0337	LG05	5118449
10488	0.0513	LG05	5151374
23427	0.0361	LG05	5411902
12116	0.0105	LG05	5496922
14064	0.0397	LG05	5914975
20425	0.022	LG05	6497308
14657	0.0053	LG05	6497396
2370	0.0214	LG05	6913864
11059	0.0078	LG05	6974071
23421	0.0632	LG05	7123980
8098	-0.0014	LG05	7346643
16370	0.0092	LG05	7643714
11052	0.0238	LG05	8177311
12823	0.0026	LG05	9109345
23990	0.0129	LG05	9266375
17919	-0.0114	LG05	9434848
17944	0.0083	LG05	9577848
24751	-0.0041	LG05	9794993
6807	0.0329	LG05	9917870
22431	-0.0057	LG05	10067172
22408	0.0483	LG05	10090594
4761	4e-04	LG05	10222929
7345	0.0327	LG05	10239778
8048	0.0132	LG05	10285673
15308	0.1278	LG05	10331545
109	-0.0105	LG05	10536052
13066	0.0237	LG05	10679060
1968	-1e-04	LG05	10680722
25641	6e-04	LG05	10857600
17328	0.0208	LG05	11002377
16580	0.0106	LG05	11076551
18979	-4e-04	LG05	11124903
18355	0.026	LG05	11138778
17737	0.0162	LG05	11138867
2046	0.003	LG05	11189734
10648	0.0057	LG05	11265067
4644	0.0338	LG05	11293151
4878	0.0018	LG05	11387138
8027	0.0215	LG05	11481749
15382	0.1005	LG05	11546705
24504	0.0159	LG05	11587563
22739	0.0109	LG05	11633495
10882	-0.0016	LG05	11668653
14853	0.0483	LG05	11755055
18925	-0.0118	LG05	11763208
24009	0.0101	LG05	12735878
13081	0.007	LG05	12942571
11687	0.0013	LG05	13038479
10965	0.0149	LG05	13105253
4818	-0.0012	LG05	13382747
15300	0.0147	LG05	13640918
3952	-0.0012	LG05	13877687
20381	-0.0062	LG05	14027035
19118	0.0011	LG05	14061436
17629	0.0044	LG05	14114194
19165	0.0213	LG05	14114282
20144	0.029	LG05	14401240
13979	0.0107	LG05	14406847
13846	-0.0033	LG05	14410779
12291	0.0177	LG05	14410867
13010	0.0266	LG05	15083235
21290	0.0505	LG05	16180064
14762	0.0046	LG05	16361882
11483	-0.012	LG05	16568600
10838	0.0212	LG05	17222349
20929	0.0196	LG05	17283664
11738	0.0106	LG05	17317386
8842	0.0138	LG05	17854897
17363	-0.0089	LG05	17877788
16695	-0.0022	LG05	17929251
25170	0.091	LG05	17962009
10153	-1e-04	LG05	17965979
9461	0.0313	LG05	18045280
23233	0.1069	LG05	18045368
1454	-0.0032	LG05	18200049
982	0.0342	LG05	18446161
3728	-0.0118	LG05	18541764
17779	0.0343	LG05	18648134
1961	0.0289	LG05	18759149
6944	0.0174	LG05	18764110
22737	0.0262	LG05	18809175
3057	-0.0075	LG05	18929714
15494	0.0433	LG05	18979819
19937	0.0299	LG05	18997330
24920	0.0103	LG05	19158882
10276	0.0434	LG05	19239849
2934	0.0203	LG05	19374392
23313	0.0208	LG05	19510123
4646	0.0205	LG05	19743630
19856	0.0173	LG05	19867310
13631	0.0233	LG05	19888628
5775	0.0162	LG05	19917386
534	0.0189	LG05	20110056
10849	2e-04	LG05	20154474
13168	0.0257	LG05	20205229
10660	0.0181	LG05	20217032
22541	0.0242	LG05	20236929
11191	0.0386	LG05	20436363
5600	0.0144	LG05	20613309
1962	0.036	LG05	20623937
19450	0.045	LG05	20850964
297	0.0077	LG05	20858577
24976	-0.0061	LG05	20961741
18694	0.0249	LG05	21068872
20449	0.077	LG05	21122347
8231	0.0101	LG05	21184752
14897	0.0304	LG05	21210136
9174	0.0443	LG05	21240325
15212	0.0211	LG05	21327788
17718	0.0398	LG05	21496059
11254	-8e-04	LG05	21626691
18637	0.0193	LG05	21652083
2075	0.0478	LG05	21654489
5469	0.0233	LG05	21906804
15139	7e-04	LG05	21923875
11717	-0.0021	LG05	22040377
8849	0.0076	LG05	22279915
14824	0.0084	LG05	22503857
24371	0.0397	LG05	22689648
13258	0.0598	LG05	23305723
17738	0.0229	LG05	23403828
8820	0.059	LG05	23467616
13192	5e-04	LG05	23756830
4613	0.0527	LG05	23973460
20744	-0.0072	LG05	23975122
9216	0.0861	LG06	92177
20128	0.0427	LG06	176690
17816	0.0046	LG06	237035
14626	0.0243	LG06	237123
4213	-0.0067	LG06	237908
4727	-6e-04	LG06	489796
12701	0.0264	LG06	653437
9299	0.015	LG06	683028
12123	0.0054	LG06	1575634
7915	0.0143	LG06	1682281
13991	-0.0022	LG06	2695268
24966	-0.0244	LG06	2752792
10823	0.0048	LG06	3377386
20756	6e-04	LG06	3568242
6690	0.0498	LG06	3601332
19689	-0.0052	LG06	3616089
10386	3e-04	LG06	3618928
25271	0.0474	LG06	3646888
14572	0.0225	LG06	3819643
10299	-0.0046	LG06	4083575
14955	0.175	LG06	4090145
23148	-0.0081	LG06	4104193
12963	0.0367	LG06	4294118
25630	-0.0053	LG06	4486576
6069	0.0244	LG06	5096580
19551	0.0347	LG06	5223455
23232	-5e-04	LG06	5400756
9967	0.0099	LG06	5507919
9502	0.0382	LG06	5572616
6260	-0.0058	LG06	5630445
12746	0.0187	LG06	5825278
15140	0.0066	LG06	5825366
3734	-0.0134	LG06	5926292
13308	-0.0015	LG06	6089527
13575	0.0224	LG06	6229225
7870	0.0386	LG06	6309938
927	0.0612	LG06	6420980
13917	-9e-04	LG06	6569806
21453	0.0276	LG06	6580009
23753	0.0904	LG06	6601593
15573	0.017	LG06	6638277
18841	0.0468	LG06	6656691
11663	3e-04	LG06	6786952
4799	0.0017	LG06	6902120
5610	0.0537	LG06	6965868
9369	0.0599	LG06	7049845
14140	-0.0015	LG06	7517417
18743	0.0121	LG06	7692783
20101	0.0034	LG06	7734851
5576	0.005	LG06	7858844
3940	0.1022	LG06	7867156
16571	0.0285	LG06	7867244
2522	0.0248	LG06	8028686
21614	0.0262	LG06	8028774
21699	-0.0089	LG06	8243548
6342	-0.0026	LG06	8779893
13537	0.0347	LG06	8949504
5770	0.0049	LG06	9501622
14176	0.0301	LG06	9604337
22921	0.0202	LG06	9693517
19990	-0.0051	LG06	10021608
13341	0.0035	LG06	10553940
15701	0.0282	LG06	10563813
13148	-2e-04	LG06	10767220
381	0.0154	LG06	10890799
11521	0.0157	LG06	11046781
10178	0.0335	LG06	11324595
11092	0.0274	LG06	11334310
16166	0.0057	LG06	11464080
15332	-0.0072	LG06	11688414
9135	0.0151	LG06	12182054
8758	0.0077	LG06	12398312
813	0.0097	LG06	12873880
20021	0.0013	LG06	12932691
8872	-0.0042	LG06	12940079
5077	0.0076	LG06	12954935
8327	0.0674	LG06	13589351
24665	-0.0091	LG06	14270724
3887	0.0549	LG06	14278663
7726	0.0165	LG06	14765352
13323	0.0076	LG06	15013362
