chromosome	position	num_markers	loci_names
LG03	24143242.8724832	18	23001,15442,23706,6993,3885,12623,15604,24194,4025,25450,12922,1193,23182,9704,23000,17454,2148,15677
LG03	24326185.9194631	18	6993,3885,12623,15604,24194,4025,25450,12922,1193,23182,9704,23000,17454,2148,15677,19329,19881,22895
LG04	5303358.27516779	7	6640,16944,18590,14364,86,6567,5754
LG04	5523063.34228188	5	18590,14364,86,6567,5754
LG04	5742768.40939597	4	14364,86,6567,5754
LG04	5962473.47651007	8	86,6567,5754,16053,23595,11627,4582,6384
LG04	15409791.3624161	10	16474,9992,9714,12768,12570,19718,22434,20057,21419,12952
LG04	15629496.4295302	8	9714,12768,12570,19718,22434,20057,21419,12952
LG04	15849201.4966443	8	9714,12768,12570,19718,22434,20057,21419,12952
LG04	24637404.1812081	8	22908,2033,4133,2154,20574,8590,12352,1499
LG04	24857109.2483221	9	2033,4133,2154,20574,8590,12352,1499,23840,13845
LG04	25076814.3154362	13	2033,4133,2154,20574,8590,12352,1499,23840,13845,4777,23422,20158,18577
LG05	2768607.15436242	11	10024,21732,589,10429,18975,5071,11818,14659,10567,16947,8703
LG05	2919022.70469799	12	10024,21732,589,10429,18975,5071,11818,14659,10567,16947,8703,11509
LG05	8333982.51677852	3	16370,592,11052
LG05	8484398.06711409	2	11052,12823
LG05	13899357.8791946	16	21649,4818,15300,3952,7494,20381,19118,19867,23500,17629,19165,24409,20144,13979,13846,12291
LG05	14049773.4295302	16	4818,15300,3952,7494,20381,19118,19867,23500,17629,19165,24409,20144,13979,13846,12291,4162
LG05	14200188.9798658	15	15300,3952,7494,20381,19118,19867,23500,17629,19165,24409,20144,13979,13846,12291,4162
LG05	21269719.8456376	19	5600,1962,19450,297,7922,24976,18694,8058,20449,8231,14897,9174,15212,17718,11254,18637,2075,5469,15139
LG05	21420135.3959732	18	19450,297,7922,24976,18694,8058,20449,8231,14897,9174,15212,17718,11254,18637,2075,5469,15139,11717
LG05	21570550.9463087	20	19450,297,7922,24976,18694,8058,20449,8231,14897,9174,15212,17718,11254,18637,2075,5469,15139,11717,8849,19522
LG06	11827892.5234899	9	10178,11092,5719,16166,8016,15332,9135,4452,8758
LG06	15330584.4295302	7	6810,6157,7726,13323,25368,20867,2331
LG06	16922717.114094	12	9684,12544,6652,9582,16968,21921,15615,23650,22783,3973,24868,2885
LG06	17081930.3825503	11	9582,16968,21921,15615,23650,22783,3973,24868,2885,23346,13547
LG06	17241143.6510067	11	9582,16968,21921,15615,23650,22783,3973,24868,2885,23346,13547
LG07	12739230.0604027	12	16062,25059,20885,23563,2520,14810,5031,17322,2735,3195,22035,1555
LG07	12935029.7114094	12	25059,20885,23563,2520,14810,5031,17322,2735,3195,22035,1555,14640
LG07	13130829.3624161	8	14810,5031,17322,2735,3195,22035,1555,14640
LG07	15480425.1744966	14	25567,10999,14546,22166,11149,10285,16881,24274,4637,24467,21874,4660,16218,17141
LG07	15676224.8255034	13	16881,24274,4637,24467,21874,4660,16218,17141,7479,925,7171,6697,3324
LG07	28011602.8389262	20	11406,12394,20472,11176,19020,22989,16425,4514,19879,21785,12564,22430,16718,25032,16834,24680,964,7313,1036,19685
LG07	28207402.4899329	17	16425,4514,19879,21785,12564,22430,16718,25032,16834,24680,964,7313,1036,19685,17993,11566,2087
LG07	28403202.1409396	17	4514,19879,21785,12564,22430,16718,25032,16834,24680,964,7313,1036,19685,17993,11566,2087,21723
LG08	11804195.0872483	13	571,2506,7865,9679,13723,17666,20578,22563,23593,2408,16121,18615,10726
LG08	11968169.6979866	14	2506,7865,9679,13723,17666,20578,22563,23593,2408,16121,18615,10726,17267,14044
LG08	12132144.3087248	14	9679,13723,17666,20578,22563,23593,2408,16121,18615,10726,17267,14044,4368,23293
LG08	12296118.9194631	11	20578,22563,23593,2408,16121,18615,10726,17267,14044,4368,23293
LG08	12460093.5302013	14	20578,22563,23593,2408,16121,18615,10726,17267,14044,4368,23293,1089,7501,256
LG08	21970620.9530201	10	10885,4317,16087,13724,18702,24554,373,11300,9940,10392
LG08	22134595.5637584	10	10885,4317,16087,13724,18702,24554,373,11300,9940,10392
LG08	24102290.8926174	10	10401,9419,22526,2400,23159,21092,22824,21470,4609,3197
LG08	24266265.5033557	9	9419,22526,2400,23159,21092,22824,21470,4609,3197
LG08	24430240.114094	10	9419,22526,2400,23159,21092,22824,21470,4609,3197,18726
LG09	17097850.6778523	21	13129,9611,17901,4617,17959,1582,4090,18043,17001,9980,17038,16009,10687,4142,11056,21118,5451,22640,9966,22488,4960
LG09	17255189.7718121	23	13129,9611,17901,4617,17959,1582,4090,18043,17001,9980,17038,16009,10687,4142,11056,21118,5451,22640,9966,22488,4960,14555,39
LG09	21346006.2147651	5	23178,4629,19360,5980,18319
LG09	21503345.3087248	5	23178,4629,19360,5980,18319
LG09	21660684.4026846	5	4629,19360,5980,18319,12384
LG10	1158281.58389262	7	3962,9359,18050,7384,5928,5002,16612
LG10	1316948.37583893	7	3962,9359,18050,7384,5928,5002,16612
LG10	1475615.16778523	6	9359,18050,7384,5928,5002,16612
LG10	1634281.95973154	8	9359,18050,7384,5928,5002,16612,11954,17879
LG10	1792948.75167785	12	9359,18050,7384,5928,5002,16612,11954,17879,6583,9252,1592,18111
LG10	10519622.3087248	10	4206,3753,24659,22961,17181,10966,92,12725,21971,8033
LG10	10678289.1006711	8	17181,10966,92,12725,21971,8033,17999,13125
LG10	10836955.8926174	7	10966,92,12725,21971,8033,17999,13125
LG10	10995622.6845638	8	10966,92,12725,21971,8033,17999,13125,12182
LG10	12106290.2281879	9	17999,13125,12182,198,11049,14190,11546,20081,13791
LG10	18611628.6979866	9	17760,24634,16422,24307,15002,18366,21884,9538,18754
LG10	18770295.4899329	13	17760,24634,16422,24307,15002,18366,21884,9538,18754,20945,20920,9452,7879
LG11	940717	9	13036,12107,19742,21313,1027,6484,12726,6769,10068
LG11	2014414.38255034	15	12726,6769,10068,5807,19228,7711,15749,3258,23150,19021,6803,11282,8526,4154,18879
LG11	2193363.94630872	13	10068,5807,19228,7711,15749,3258,23150,19021,6803,11282,8526,4154,18879
LG11	2372313.51006711	15	10068,5807,19228,7711,15749,3258,23150,19021,6803,11282,8526,4154,18879,21335,21256
LG11	2551263.0738255	17	5807,19228,7711,15749,3258,23150,19021,6803,11282,8526,4154,18879,21335,21256,756,16270,14618
LG11	2730212.63758389	17	19228,7711,15749,3258,23150,19021,6803,11282,8526,4154,18879,21335,21256,756,16270,14618,22947
LG11	6667103.04026846	8	8196,2468,4336,12889,6203,12897,9158,6550
LG11	6846052.60402685	8	4336,12889,6203,12897,9158,6550,5281,12810
LG11	7025002.16778523	8	12889,6203,12897,9158,6550,5281,12810,1547
LG11	7203951.73154362	7	6203,12897,9158,6550,5281,12810,1547
LG11	11319791.6979866	18	1167,5541,3155,10886,15114,15034,7942,9205,17087,23927,9585,16429,6797,6890,21789,8536,11594,4834
LG11	11498741.261745	16	15114,15034,7942,9205,17087,23927,9585,16429,6797,6890,21789,8536,11594,4834,24071,4188
LG11	11677690.8255034	16	15114,15034,7942,9205,17087,23927,9585,16429,6797,6890,21789,8536,11594,4834,24071,4188
LG11	12035589.9530201	17	17087,23927,9585,16429,6797,6890,21789,8536,11594,4834,24071,4188,5337,9203,19660,23709,17709
LG11	15793530.7919463	13	16257,308,17750,13598,19263,9458,8346,7161,17726,9408,23486,5003,11013
LG11	15972480.3557047	12	308,17750,13598,19263,9458,8346,7161,17726,9408,23486,5003,11013
LG11	16688278.6107383	16	19263,9458,8346,7161,17726,9408,23486,5003,11013,21360,10828,25416,11019,1963,8493,8641
LG11	16867228.1744966	13	17726,9408,23486,5003,11013,21360,10828,25416,11019,1963,8493,8641,19478
LG11	17046177.738255	10	5003,11013,21360,10828,25416,11019,1963,8493,8641,19478
LG11	18656723.8120805	11	13052,20140,4837,1978,3266,25284,3188,9191,19830,16789,24334
LG11	18835673.3758389	14	13052,20140,4837,1978,3266,25284,3188,9191,19830,16789,24334,6729,1519,19784
LG11	19014622.9395973	14	13052,20140,4837,1978,3266,25284,3188,9191,19830,16789,24334,6729,1519,19784
LG11	19193572.5033557	15	13052,20140,4837,1978,3266,25284,3188,9191,19830,16789,24334,6729,1519,19784,15354
LG11	23488362.033557	2	19035,5614
LG11	23667311.5973154	4	19035,5614,1655,6158
LG11	26709454.1812081	16	4901,1157,53,23448,23014,25289,15052,9251,21807,8670,4361,1473,6377,13880,5,23093
LG11	26888403.7449664	15	1157,53,23448,23014,25289,15052,9251,21807,8670,4361,1473,6377,13880,5,23093
LG12	779713	5	20263,15256,5476,18166,10813
LG12	10136489.0738255	9	19956,11591,12686,960,23201,9363,13176,21202,22710
LG12	10306612.2751678	11	19956,11591,12686,960,23201,9363,13176,21202,22710,541,16175
LG12	10476735.4765101	8	960,23201,9363,13176,21202,22710,541,16175
LG13	6883610.97315436	11	8426,15763,19626,7736,24135,10460,8902,2258,16752,4396,12055
LG13	12338608.6241611	11	16650,1306,17446,5741,10730,25378,15546,1571,6660,19683,11618
LG13	12499049.7315436	10	1306,17446,5741,10730,25378,15546,1571,6660,19683,11618
LG13	12659490.8389262	9	17446,5741,10730,25378,15546,1571,6660,19683,11618
LG13	12819931.9463087	10	10730,25378,15546,1571,6660,19683,11618,8130,367,364
LG13	13301255.2684564	9	6660,19683,11618,8130,367,364,24543,13702,12083
LG13	13461696.3758389	9	6660,19683,11618,8130,367,364,24543,13702,12083
LG13	13622137.4832215	9	19683,11618,8130,367,364,24543,13702,12083,18337
LG13	13782578.590604	11	11618,8130,367,364,24543,13702,12083,18337,9050,8086,4442
LG13	22767280.6040268	7	6693,4140,5441,21827,10933,11116,20699
LG13	22927721.7114094	8	4140,5441,21827,10933,11116,20699,2682,20257
LG13	23088162.8187919	8	5441,21827,10933,11116,20699,2682,20257,23883
LG13	23248603.9261745	8	21827,10933,11116,20699,2682,20257,23883,22436
LG13	23409045.033557	9	21827,10933,11116,20699,2682,20257,23883,22436,4156
LG13	23569486.1409396	10	21827,10933,11116,20699,2682,20257,23883,22436,4156,19509
LG13	23729927.2483221	10	21827,10933,11116,20699,2682,20257,23883,22436,4156,19509
LG13	23890368.3557047	12	21827,10933,11116,20699,2682,20257,23883,22436,4156,19509,10960,3541
LG13	24050809.4630872	12	10933,11116,20699,2682,20257,23883,22436,4156,19509,10960,3541,25323
LG14	1505710.73154362	14	9378,8847,13418,11003,490,616,18528,1078,23334,17625,9770,25478,21704,18659
LG14	1690003.30872483	16	8847,13418,11003,490,616,18528,1078,23334,17625,9770,25478,21704,18659,23776,618,6540
LG14	4085806.81208054	15	6353,16325,20625,13411,25091,5711,16233,24451,8330,2550,25561,5892,14127,13188,6608
LG14	11088924.7449664	10	3308,23333,7690,445,11313,3417,7203,24098,10462,13563
LG14	11273217.3221477	11	3308,23333,7690,445,11313,3417,7203,24098,10462,13563,25240
LG14	17354872.3691275	13	75,25130,8726,5333,1339,4402,6597,7498,25649,3832,12884,18830,10218
LG14	17539164.9463087	16	75,25130,8726,5333,1339,4402,6597,7498,25649,3832,12884,18830,10218,20384,19918,24824
LG14	21225016.4899329	5	4088,1372,331,14492,8046
LG15	5767710.69798658	5	12664,2175,15274,3523,18075
LG15	5933912.18791946	4	2175,15274,3523,18075
LG15	6100113.67785235	4	2175,15274,3523,18075
LG15	6266315.16778524	3	15274,3523,18075
LG15	6432516.65771812	3	15274,3523,18075
LG15	6598718.14765101	4	15274,3523,18075,11947
LG15	11917165.8255034	13	18858,23929,22410,2607,22087,18662,23827,7730,9187,23451,7138,13209,6969
LG15	12083367.3154362	13	18858,23929,22410,2607,22087,18662,23827,7730,9187,23451,7138,13209,6969
LG15	12249568.8053691	13	18858,23929,22410,2607,22087,18662,23827,7730,9187,23451,7138,13209,6969
LG15	18066620.9530201	23	1567,7096,8023,1160,15474,2820,1126,14510,19193,22839,1844,13082,974,15398,2127,4578,19971,12709,4894,12425,22129,13314,16384
LG15	18232822.442953	20	15474,2820,1126,14510,19193,22839,1844,13082,974,15398,2127,4578,19971,12709,4894,12425,22129,13314,16384,18089
LG15	18399023.9328859	15	22839,1844,13082,974,15398,2127,4578,19971,12709,4894,12425,22129,13314,16384,18089
LG15	18565225.4228188	17	22839,1844,13082,974,15398,2127,4578,19971,12709,4894,12425,22129,13314,16384,18089,22889,23886
LG15	18731426.9127517	19	1844,13082,974,15398,2127,4578,19971,12709,4894,12425,22129,13314,16384,18089,22889,23886,20061,6319,7083
LG16	6367634.17449664	7	3086,20706,4841,19890,14380,13600,20604
LG16	6562799.25503356	6	20706,4841,19890,14380,13600,20604
LG16	6757964.33557047	5	4841,19890,14380,13600,20604
LG16	6953129.41610738	6	14380,13600,20604,11871,15752,22999
LG16	17882373.9261745	14	3331,19739,19438,5722,23870,212,10414,557,12925,12972,7571,25252,12534,20681
LG16	18077539.0067114	13	23870,212,10414,557,12925,12972,7571,25252,12534,20681,21376,22689,3827
LG16	27445462.8724832	21	18990,8206,23413,20085,5176,5288,8260,12218,5637,20551,6602,1738,24115,4108,6835,4352,19994,3865,19076,3488,17368
LG16	27640627.9530201	19	23413,20085,5176,5288,8260,12218,5637,20551,6602,1738,24115,4108,6835,4352,19994,3865,19076,3488,17368
LG16	27835793.033557	20	20085,5176,5288,8260,12218,5637,20551,6602,1738,24115,4108,6835,4352,19994,3865,19076,3488,17368,4032,19940
LG16	29201948.5973154	9	4032,19940,21905,24025,16891,20748,4016,4782,23482
LG17	5348166.63087248	9	25297,23917,5897,2058,2648,14559,11859,21336,25366
LG17	5462252.9261745	10	25297,23917,5897,2058,2648,14559,11859,21336,25366,17325
LG17	5576339.22147651	9	5897,2058,2648,14559,11859,21336,25366,17325,8816
LG17	8542582.89932886	7	14979,3601,3680,6426,14130,2082,8769
LG17	8656669.19463087	9	14979,3601,3680,6426,14130,2082,8769,25103,13196
LG17	11851085.4630872	12	12120,19725,19885,4885,10560,21851,420,8320,12979,2491,23848,3939
LG17	11965171.7583893	10	19885,4885,10560,21851,420,8320,12979,2491,23848,3939
LG17	12079258.0536913	8	10560,21851,420,8320,12979,2491,23848,3939
LG17	14360983.9597315	7	7230,14143,228,17282,21788,9590,14714
LG17	14475070.2550336	8	7230,14143,228,17282,21788,9590,14714,12636
LG17	14589156.5503356	8	14143,228,17282,21788,9590,14714,12636,11337
LG18	6231349.50335571	12	14268,18523,9210,24400,22530,287,20500,3460,23727,4892,17097,1711
LG18	6371549.17449665	13	18523,9210,24400,22530,287,20500,3460,23727,4892,17097,1711,20385,13505
LG18	6511748.84563758	13	18523,9210,24400,22530,287,20500,3460,23727,4892,17097,1711,20385,13505
LG18	6651948.51677852	15	18523,9210,24400,22530,287,20500,3460,23727,4892,17097,1711,20385,13505,14997,11454
LG18	6792148.18791946	15	22530,287,20500,3460,23727,4892,17097,1711,20385,13505,14997,11454,2998,7209,15754
LG18	9315742.26845638	11	19141,22690,16933,21647,20321,12705,10440,512,17497,8808,16261
LG18	9455941.93959732	12	19141,22690,16933,21647,20321,12705,10440,512,17497,8808,16261,10139
LG18	12960933.7181208	15	25511,10921,22858,18534,16153,17399,20424,6773,3076,18094,24062,11422,20624,17837,22085
LG18	13101133.3892617	16	22858,18534,16153,17399,20424,6773,3076,18094,24062,11422,20624,17837,22085,13104,6735,21907
LG18	13241333.0604027	18	18534,16153,17399,20424,6773,3076,18094,24062,11422,20624,17837,22085,13104,6735,21907,23082,13802,6675
LG18	15905126.8120805	7	5539,20689,6845,1729,17002,3554,9987
LG18	16045326.4832215	7	20689,6845,1729,17002,3554,9987,15680
LG18	16185526.1543624	8	20689,6845,1729,17002,3554,9987,15680,25187
LG18	16325725.8255034	7	1729,17002,3554,9987,15680,25187,22922
LG18	16465925.4966443	8	1729,17002,3554,9987,15680,25187,22922,23095
LG19	2518301.28187919	7	3834,422,14371,2623,24891,13501,7421
LG19	2648110.76510067	9	3834,422,14371,2623,24891,13501,7421,2399,22830
LG19	2777920.24832215	9	422,14371,2623,24891,13501,7421,2399,22830,13857
LG19	2907729.73154362	11	422,14371,2623,24891,13501,7421,2399,22830,13857,17619,24421
LG19	3037539.2147651	11	422,14371,2623,24891,13501,7421,2399,22830,13857,17619,24421
LG19	7451061.6442953	11	7828,3375,23618,15805,6563,11222,21721,22653,768,25161,13856
LG19	7580871.12751678	12	7828,3375,23618,15805,6563,11222,21721,22653,768,25161,13856,25208
LG19	7710680.61073826	11	3375,23618,15805,6563,11222,21721,22653,768,25161,13856,25208
LG19	7840490.09395973	11	3375,23618,15805,6563,11222,21721,22653,768,25161,13856,25208
LG19	7970299.57718121	9	6563,11222,21721,22653,768,25161,13856,25208,18741
LG19	8619346.99328859	5	768,25161,13856,25208,18741
LG19	8749156.47651007	8	25161,13856,25208,18741,12068,20259,9168,8150
LG19	8878965.95973154	8	25208,18741,12068,20259,9168,8150,13908,2038
LG20	3228090.40939597	8	23891,4499,5562,25483,12332,11262,19066,25009
LG20	3379324.87248322	8	23891,4499,5562,25483,12332,11262,19066,25009
LG20	3530559.33557047	9	4499,5562,25483,12332,11262,19066,25009,644,23920
LG20	3681793.79865772	12	5562,25483,12332,11262,19066,25009,644,23920,22941,20186,12277,4070
LG20	3833028.26174497	13	5562,25483,12332,11262,19066,25009,644,23920,22941,20186,12277,4070,14117
LG20	5950310.74496644	17	19061,20372,1452,23575,14049,15251,5334,10530,22409,21119,9565,7252,18733,18641,1323,10711,1285
LG20	7462655.37583893	7	12213,15808,9726,16812,8915,12432,21762
LG20	7613889.83892617	7	9726,16812,8915,12432,21762,15066,24691
LG20	7765124.30201342	9	16812,8915,12432,21762,15066,24691,9855,769,2880
LG20	7916358.76510067	9	16812,8915,12432,21762,15066,24691,9855,769,2880
LG20	10487344.6375839	10	5654,786,10732,11146,15373,8534,54,12479,6576,14059
LG20	10638579.1006711	12	5654,786,10732,11146,15373,8534,54,12479,6576,14059,14803,11983
LG20	10789813.5637584	12	786,10732,11146,15373,8534,54,12479,6576,14059,14803,11983,7603
LG20	10941048.0268456	14	786,10732,11146,15373,8534,54,12479,6576,14059,14803,11983,7603,19294,16908
LG20	20922522.590604	7	9563,15639,1092,14764,1926,4766,22306
LG20	21073757.0536913	11	15639,1092,14764,1926,4766,22306,25286,10568,1000,14236,9970
LG20	21224991.5167785	11	15639,1092,14764,1926,4766,22306,25286,10568,1000,14236,9970
LG21	5088094.81208054	18	17687,8471,21996,9134,9079,4380,8514,18063,11443,24292,15306,8026,17350,535,7789,4570,20532,3797
LG21	5226284.04697987	18	17687,8471,21996,9134,9079,4380,8514,18063,11443,24292,15306,8026,17350,535,7789,4570,20532,3797
LG21	5364473.28187919	19	8471,21996,9134,9079,4380,8514,18063,11443,24292,15306,8026,17350,535,7789,4570,20532,3797,3303,14213
LG21	11582988.852349	10	9865,9964,11268,3902,7315,18476,24994,3501,5169,8831
LG21	11721178.0872483	10	9964,11268,3902,7315,18476,24994,3501,5169,8831,1933
LG22	4689807.50335571	22	18318,6566,15841,23950,11469,6318,18108,5273,6617,6388,23060,17512,15098,5016,23441,16577,22905,18331,16037,13608,1590,5516
LG22	4821440.62416107	19	11469,6318,18108,5273,6617,6388,23060,17512,15098,5016,23441,16577,22905,18331,16037,13608,1590,5516,19050
LG22	4953073.74496644	18	18108,5273,6617,6388,23060,17512,15098,5016,23441,16577,22905,18331,16037,13608,1590,5516,19050,11367
LG22	17853119.5838926	8	1889,9347,19502,7583,11144,17615,16393,10134
LG22	17984752.704698	5	11144,17615,16393,10134,1629
LG22	18116385.8255034	4	17615,16393,10134,1629
LG22	19432717.033557	17	1629,11611,8484,525,3196,12937,11537,24734,6913,12711,4759,647,22364,20374,23502,9275,16745
LG22	19564350.1543624	17	11611,8484,525,3196,12937,11537,24734,6913,12711,4759,647,22364,20374,23502,9275,16745,5813
LG22	19695983.2751678	16	8484,525,3196,12937,11537,24734,6913,12711,4759,647,22364,20374,23502,9275,16745,5813
LG22	19827616.3959732	16	525,3196,12937,11537,24734,6913,12711,4759,647,22364,20374,23502,9275,16745,5813,8289
LG22	19959249.5167785	15	12937,11537,24734,6913,12711,4759,647,22364,20374,23502,9275,16745,5813,8289,14296
LG22	20090882.6375839	14	11537,24734,6913,12711,4759,647,22364,20374,23502,9275,16745,5813,8289,14296
LG22	20222515.7583893	13	24734,6913,12711,4759,647,22364,20374,23502,9275,16745,5813,8289,14296
LG23	14313407.9530201	15	16748,2564,5570,14532,19768,21786,13650,2603,18938,3238,11761,21863,739,13462,5310
LG23	14457444.8993289	15	5570,14532,19768,21786,13650,2603,18938,3238,11761,21863,739,13462,5310,21573,8907
LG23	14601481.8456376	13	19768,21786,13650,2603,18938,3238,11761,21863,739,13462,5310,21573,8907
LG23	14745518.7919463	13	21786,13650,2603,18938,3238,11761,21863,739,13462,5310,21573,8907,25588
LG23	18922590.2348993	12	8149,16654,9941,7620,11741,7283,12758,10675,3356,11182,23124,16157
LG23	19066627.1812081	13	16654,9941,7620,11741,7283,12758,10675,3356,11182,23124,16157,23156,3894
