chromosome	position	Fst.Fct	Mean_boostrap	lower_95	upper_95	pvalue	positive	negative	selection
56	LG14	16986287.2147651	0.0374580491419632	0.00506959409735056	-0.00361140311927233	0.035059168719093	0.999407993882217	1	0	Yes
57	LG15	781666	0.0925236992448055	0.00223989499611145	-0.00889847300580382	0.05809465431871	0.999999053781482	1	0	Yes
58	LG15	1446471.95973154	0.0986893069530332	0.00187146441181956	-0.00947248048690394	0.0606710843211646	0.99999924540886	1	0	Yes
59	LG15	1612673.44966443	0.101957855853934	0.0030278919379679	-0.00768514281645531	0.0523169692338273	0.999999996084526	1	0	Yes
60	LG15	1778874.93959732	0.101558756241855	0.00385968292194041	-0.00607404176860559	0.046760908138343	0.999999999991905	1	0	Yes
61	LG15	1945076.4295302	0.0929694187203884	0.00327219425599022	-0.00707260804538588	0.0495452256652826	0.999999988324823	1	0	Yes
62	LG15	2111277.91946309	0.0791839452006397	0.00366779662541074	-0.00671591817206439	0.049278367629797	0.999999734994548	1	0	Yes
63	LG15	2277479.40939597	0.0627652230372479	0.0039024058699358	-0.00636984842697033	0.0503987290534089	0.999975859355674	1	0	Yes
64	LG16	9335931.87248322	0.0416833279445816	0.00564858277787704	-0.00206451522323318	0.0300022575944527	0.99999161863442	1	0	Yes
65	LG16	9530467.84563758	0.0408592567522556	0.00578378123772319	-0.0016077534205806	0.0291789585468918	0.999992837506581	1	0	Yes
66	LG16	14199331.2013423	0.0389325608359531	0.00516584495088772	-0.00356998435892688	0.0351398285696934	0.999638786609527	1	0	Yes
67	LG16	14393867.1744966	0.0571552988675322	0.00507530573237137	-0.00355328023260625	0.0358291795065011	0.999999855884665	1	0	Yes
68	LG16	14588403.147651	0.0642852935509288	0.00527223856636813	-0.00304245903493802	0.0335573760835003	0.999999999738325	1	0	Yes
69	LG16	14782939.1208054	0.0505856119762791	0.00552777379948411	-0.00257537501367143	0.0318982859881874	0.999999729009059	1	0	Yes
70	LG17	16424981.1946309	0.0454651976358645	0.00490505229749804	-0.00392629418100177	0.0380583638487347	0.999910112389139	1	0	Yes
71	LG17	16538414.7449664	0.0554537408666725	0.00470728994919702	-0.0043093413522745	0.0408293295915488	0.999994057327921	1	0	Yes
72	LG17	16651848.295302	0.0595874368996923	0.00473119322845537	-0.00445862790283048	0.0403846516070412	0.999998333062757	1	0	Yes
73	LG17	16765281.8456376	0.0538367566310869	0.00462981586328964	-0.0046267431987055	0.0410896430727614	0.999984542134505	1	0	Yes
74	LG19	17072658.9194631	0.0416946355374819	0.00454789155214357	-0.00475401487544856	0.0401436870239541	0.998806245245856	1	0	Yes
75	LG19	17201814.4228188	0.112229665149422	0.00404322205660622	-0.00571212643323221	0.0444638420151536	0.999999999999999	1	0	Yes
76	LG19	17330969.9261745	0.12582882821828	0.00348318886089785	-0.00698306024956163	0.0503545958725319	0.999999999999997	1	0	Yes
77	LG19	17460125.4295302	0.118182208333867	0.00358718051358549	-0.00675610621857585	0.048611557452389	0.999999999999989	1	0	Yes
78	LG19	17589280.9328859	0.11002126030146	0.00366526391474188	-0.0066076617761591	0.048394453402492	0.999999999999714	1	0	Yes
79	LG19	17718436.4362416	0.100885613339773	0.00394208121917691	-0.00624149030609827	0.0492245746992701	0.999999999991619	1	0	Yes
80	LG19	17847591.9395973	0.0913925432040506	0.0040277186697301	-0.00595791287833451	0.0483331957430751	0.999999999914628	1	0	Yes
81	LG19	17976747.442953	0.0813993131421037	0.00431380883468816	-0.00540595412386193	0.044459583247891	0.999999998971137	1	0	Yes
82	LG19	18105902.9463087	0.0707526951242746	0.00463686341018352	-0.00477636277287319	0.0407833088632457	0.999999988837622	1	0	Yes
83	LG19	18235058.4496644	0.0603238051922465	0.00456076995724492	-0.00469024151477386	0.0405062237860378	0.999997188079274	1	0	Yes
84	LG19	18364213.9530201	0.0493208997196781	0.00436414770728775	-0.00474141515550192	0.0416250938404084	0.999764132370419	1	0	Yes
85	LG21	20001595.2818792	0.0331524239179178	0.0053183218124683	-0.00266996241622804	0.0319328568973608	0.998574651523576	1	0	Yes
86	LG22	6219032.36912752	0.0364923736590774	0.00573580894774764	-0.00203690025698913	0.0286276571947059	0.999952648501933	1	0	Yes
87	LG22	6343371.56375839	0.0456635612536	0.00553492461572303	-0.00258279175777667	0.0316842503662511	0.999997220418214	1	0	Yes
88	LG22	6467710.75838926	0.0520277647983667	0.00512294659251022	-0.00333072410641751	0.0355615157917763	0.999997882862566	1	0	Yes
89	LG22	6592049.95302013	0.053405978000851	0.00475726175708397	-0.00399567010091747	0.0381717011283014	0.999988007759194	1	0	Yes
90	LG22	6716389.14765101	0.0450196220924012	0.0046718198461562	-0.00438627019395905	0.0394520167123135	0.999731036753162	1	0	Yes
91	LG23	3942747.81879195	0.0376222310617297	0.005258296590264	-0.00332863878120891	0.0336146746000851	0.999632304391368	1	0	Yes
92	LG23	4086784.76510067	0.049187096974883	0.00513682083748821	-0.00350259874092904	0.0344464269732479	0.999996467457982	1	0	Yes
93	LG23	4230821.7114094	0.0566032461080045	0.00525597129293775	-0.00299116137647992	0.0336765971963605	0.999999966789948	1	0	Yes
94	LG23	4374858.65771812	0.0432063977929134	0.00567415930174308	-0.00213225050781583	0.0292416974220858	0.999997893569802	1	0	Yes
