Locus	fst	chromosome	position
95	17256	0.032	LG12	25161246
96	20744	0.0888	LG05	23975122
97	2446	0.9038	LG03	29018446
98	17036	0.0835	LG07	16603045
99	17038	0.8123	LG09	17129440
100	9252	0.0583	LG10	2489942
101	10706	0.343	LG04	9581815
102	9251	0.8231	LG11	26642181
103	22908	0.1223	LG04	23948172
104	7865	-0.0017	LG08	11365031
105	109	0.2447	LG05	10536052
106	24886	0.2426	LG16	16745561
107	22900	0.0121	LG08	8301243
108	21614	0.3378	LG06	8028774
109	12430	0.0194	LG21	18156381
110	101	0.3798	LG03	20685759
111	21611	0.0265	LG06	10068624
112	22905	0.0367	LG22	4615278
113	7869	0.0016	LG17	10688746
114	5824	0.632	LG04	9835263
115	2046	0.2515	LG05	11189734
116	4815	0.0289	LG03	12288968
117	15536	0.093	LG07	5891920
118	4818	0.47	LG05	13382747
119	16814	0.0351	LG14	2926912
120	21290	0.6808	LG05	16180064
121	23627	0.0508	LG22	11043718
122	21924	0.0233	LG22	6202798
123	9415	0.5293	LG23	3879604
124	21921	0.0438	LG06	17047252
125	11262	0.0204	LG20	3439675
126	9418	0.006	LG22	9230332
127	9419	0.5845	LG08	24203128
128	12123	0.024	LG06	1575634
129	12122	0.1113	LG11	27973144
130	22541	0.1899	LG05	20236929
131	11618	0.0653	LG13	13050029
132	6377	0.3374	LG11	27229186
133	20522	0.0143	LG09	2507199
134	10414	0.0644	LG16	17455883
135	10413	0.0694	LG03	19637006
136	11126	0.0138	LG08	663344
137	20526	0.3108	LG08	5973861
138	10410	0.0149	LG14	6016044
139	14130	0.04	LG17	8854517
140	11947	0.116	LG15	7306164
141	11943	0.1225	LG07	20442784
142	10386	0.1463	LG06	3618928
143	24089	0.254	LG18	11306607
144	19758	0.0783	LG20	13703430
145	19391	0.1549	LG15	26295688
146	10380	0.0053	LG07	30175738
147	24083	0.7977	LG01	4439028
148	9323	0.1583	LG21	22259790
149	9632	0.0106	LG02	6571036
150	8098	0.0735	LG05	7346643
151	9326	0.5438	LG19	12260534
152	8943	0.0362	LG13	3879446
153	13338	0.0739	LG18	20235757
154	21721	0.0023	LG19	7685592
155	8948	0.0117	LG01	25476939
156	21723	0.0553	LG07	29130898
157	9347	0	LG22	17143940
158	21726	0.1575	LG14	5603751
159	24659	0.0962	LG10	9903825
160	12233	0.0671	LG15	2168412
161	6203	0.1784	LG11	6456108
162	18065	0.3453	LG23	23935
163	2682	0.0565	LG13	23528989
164	14626	0.472	LG06	237123
165	14620	0.0398	LG14	7777852
166	20593	0.0139	LG13	16159441
167	6807	0.007	LG05	9917870
168	15714	0.0107	LG02	5577796
169	6802	0.763	LG22	7924236
170	6803	0.0228	LG11	2541190
171	6801	0.0014	LG01	23099470
172	98	0.0086	LG12	20292473
173	10560	0.041	LG17	11340830
174	9740	0.0364	LG16	13248239
175	9741	0.0618	LG02	5980256
176	91	0.0314	LG14	5057159
177	93	0.3764	LG21	16435657
178	92	0.617	LG10	10496043
179	20413	0.0562	LG04	22474367
180	3207	0.509	LG08	5648759
181	10092	0.0319	LG14	16098827
182	1995	0.1447	LG03	20433399
183	13935	0.2918	LG07	20916719
184	22813	0.3142	LG17	945052
185	1629	0.039	LG22	18697916
186	5189	0.0183	LG17	17473894
187	19393	0.2608	LG15	14447479
188	24158	0.0384	LG20	1953008
189	21540	0.153	LG08	6956890
190	21704	0.5326	LG14	2137806
191	13052	0.0303	LG11	18447466
192	8831	0.2367	LG21	12302764
193	17977	0.08	LG14	24906233
194	13054	0.3244	LG09	16092904
195	18703	0.2252	LG20	19712595
196	2861	0.0274	LG14	15397625
197	20791	0.019	LG08	10603909
198	2866	0.0945	LG01	23087036
199	18704	0.6133	LG22	2749624
200	554	0.0267	LG14	7209191
201	557	0.1269	LG16	17552701
202	9228	0.0239	LG15	14543912
203	14710	0.0253	LG23	3145700
204	14247	0.0375	LG20	1842713
205	12948	0.0766	LG14	19332362
206	14714	0.0391	LG17	14503970
207	17973	0.1004	LG16	8994042
208	12942	0.0174	LG11	22635948
209	7674	0.0956	LG12	19252364
210	15667	0.4161	LG20	23656667
211	12946	0.3491	LG07	26921264
212	12945	0.6726	LG10	13448653
213	14249	0.0141	LG02	17331983
214	24740	0.1018	LG02	5175883
215	3348	0.0536	LG16	19834425
216	20259	0.0373	LG19	9435515
217	3342	0.5895	LG21	13232316
218	1190	0.7435	LG01	8092422
219	1193	0.0126	LG03	24543439
220	3341	0.7535	LG14	28893155
221	20257	0.0181	LG13	23629689
222	1197	0.1493	LG20	15002118
223	20255	0.1008	LG04	17092539
224	18637	0.0167	LG05	21652083
225	18633	0.041	LG13	25006236
226	1756	0.0164	LG11	8086242
227	11415	0.0095	LG12	25161775
228	13333	0.0449	LG17	2707127
229	1176	0.4743	LG01	13275503
230	12493	0.0189	LG11	21490717
231	8160	0.03	LG10	8748149
232	15443	0.1064	LG01	20190362
233	15442	0.067	LG03	23446575
234	6970	0.018	LG16	12280659
235	6971	0.402	LG03	2817594
236	4251	0.5127	LG10	16638251
237	23057	0.9706	LG01	8762573
238	8168	0.151	LG12	5940810
239	4255	0.05	LG05	19773629
240	23502	0.0207	LG22	20045959
241	4257	0.0462	LG21	21235457
242	23500	0.0168	LG05	14113948
243	18149	0.0654	LG18	22171134
244	18073	0.068	LG08	18588524
245	5534	0.2832	LG19	19103458
246	5539	0.0423	LG18	15263037
247	5538	0.1131	LG23	9616094
248	24528	0.1315	LG23	2793919
249	24742	0.0477	LG22	8820938
250	1285	0.144	LG20	6673367
251	12068	0.1492	LG19	9420848
252	1287	0.0112	LG03	7081654
253	11165	0.1038	LG10	22994901
254	11166	0.8154	LG03	2817506
255	24253	0.0165	LG08	25535822
256	11162	0.1388	LG03	25703336
257	514	0.753	LG20	1413400
258	8086	0.9869	LG13	14527894
259	19785	0.0557	LG07	19665494
260	1572	0.0081	LG13	17972384
261	1571	0.8747	LG13	12440085
262	7183	0.2771	LG13	16489759
263	8769	0.0286	LG17	9185034
264	18328	-0.0016	LG01	4337363
265	16789	0.0225	LG11	18944992
266	12707	0.1055	LG14	22288613
267	8389	0.6547	LG14	9808133
268	8388	0.0085	LG14	12461609
269	23747	0.0273	LG20	22803965
270	12709	0.0233	LG15	18555128
271	18075	0.9884	LG15	6218214
272	10232	0.0219	LG16	26051334
273	8019	0.2863	LG16	24992183
274	8018	0.1206	LG04	18659305
275	23613	0.0348	LG21	19382634
276	8016	0.0482	LG06	11515636
277	8547	0.0285	LG02	11866579
278	22954	0.0411	LG15	16462762
279	23617	0.0122	LG02	22626275
280	8540	0.023	LG22	16751795
281	23615	0.4483	LG10	14722708
282	7457	0.2049	LG11	22023654
283	6576	0.0594	LG20	11159306
284	7453	0.0062	LG10	13650399
285	7450	0.4957	LG16	23321770
286	4383	0.0237	LG08	10859832
287	4381	0.2634	LG07	30092491
288	4380	0.0245	LG21	5024802
289	5623	0.2755	LG08	7239686
290	5622	0.4682	LG12	17015598
291	7458	0.0161	LG07	17761824
292	12065	0.3679	LG02	9912651
293	8493	0.0138	LG11	17108879
294	404	0.0441	LG13	423107
295	7690	0.9904	LG14	11180651
296	23870	0.0139	LG16	17425331
297	15796	0.0415	LG23	10082796
298	2033	0.407	LG04	24372151
299	8499	0.819	LG04	23394825
300	7698	0.0988	LG14	27129721
301	3834	0.0904	LG19	2026203
302	23475	0.0082	LG03	11682954
303	3832	0.0839	LG14	17957361
304	3833	0.0685	LG12	7696087
305	18938	0.793	LG23	14589392
306	22476	0.0158	LG14	20170436
307	4031	0.0307	LG13	1193395
308	10885	0.0611	LG08	21474587
309	4033	0.0062	LG21	14840975
310	4032	0.4795	LG16	28482320
311	13724	-0.0013	LG08	21563933
312	1229	0.0775	LG20	13703518
313	10882	0.0252	LG05	11668653
314	4036	0.1094	LG21	15316907
315	4039	0.0756	LG22	9367737
316	11576	0.1393	LG07	10877109
317	11574	0.0221	LG17	10579200
318	23279	0.0801	LG16	8142193
319	23278	0.0836	LG19	12663018
320	16375	0.1846	LG12	17446219
321	12218	0.0843	LG16	27383916
322	11378	0.0211	LG02	7657629
323	15788	0.1852	LG12	25185115
324	10960	0.1779	LG13	24575456
325	19384	0.0085	LG22	2473590
326	11370	0.0571	LG01	17483374
327	20867	0.0052	LG06	15224176
328	379	0.0119	LG09	18491323
329	22270	0.0348	LG03	2331790
330	7526	0.1235	LG15	16449383
331	19522	0.0182	LG05	22307581
332	19146	0.1839	LG16	13115937
333	15003	0.0946	LG12	8128215
334	373	0.005	LG08	21935513
335	377	0.2316	LG17	4388510
336	376	0.0284	LG17	491060
337	14909	0.2443	LG18	19225818
338	13608	0.0123	LG22	4982979
339	16667	0.6201	LG09	19262015
340	19360	0.9316	LG09	21644883
341	14864	0.0081	LG14	12377418
342	23964	0.0396	LG04	29517813
343	392	0.0438	LG23	8351293
344	391	0.0866	LG16	21523873
345	12711	0.033	LG22	19701486
346	6147	0.1283	LG03	2759270
347	6144	0.7563	LG12	6428619
348	22011	0.0083	LG10	4306943
349	22014	0.021	LG02	17465390
350	2309	0.0288	LG23	2794005
351	5668	0.124	LG12	23159905
352	4729	0.0515	LG15	10706163
353	21470	0.0891	LG08	24761922
354	10978	0.128	LG11	3709479
355	10979	0.0784	LG19	10854621
356	4727	0.0197	LG06	489796
357	13610	0.1764	LG18	18734658
358	4720	0.0508	LG18	19645438
359	23082	0.0696	LG18	13862641
360	5845	0.2466	LG13	14709344
361	5844	0.0895	LG08	9557314
362	16062	0.0352	LG07	12076536
363	16063	0.0429	LG15	10787770
364	19304	0.6706	LG20	16370657
365	11282	0.0086	LG11	2541278
366	13917	0.6049	LG06	6569806
367	17625	0.8334	LG14	1955317
368	17624	0.0187	LG18	12170837
369	17629	0.0761	LG05	14114194
370	21118	0.0342	LG09	17644011
371	21119	0.0564	LG20	6179252
372	16482	0.0019	LG13	9438752
373	2880	0.0917	LG20	8455705
374	16480	0.2142	LG15	14087189
375	4620	0.8087	LG10	7813485
376	244	0.0413	LG10	5851012
377	13533	0.0221	LG16	10109648
378	246	0.0042	LG02	17086725
379	240	0.3573	LG15	22676655
380	13537	0.0142	LG06	8949504
381	19964	0.0387	LG11	5576643
382	4629	0.004	LG09	20931379
383	248	0.0149	LG06	10068536
384	23457	0.0091	LG07	2323253
385	2274	0.1926	LG13	1229015
386	23685	0.665	LG15	10818312
387	2279	0.062	LG19	9742404
388	11759	0.9532	LG08	18102613
389	12001	0.0395	LG01	15477998
390	11594	0.2198	LG11	11876000
391	24196	0.1913	LG11	3832245
392	11591	-0.0019	LG12	9634261
393	25059	0.1612	LG07	12195992
394	14536	0.0148	LG11	27881862
395	20885	0.0053	LG07	12288312
396	20732	0.3716	LG14	7233848
397	20735	0.0151	LG04	16801618
398	9538	0.0203	LG10	18851597
399	2455	0.0367	LG01	10925525
400	2454	0.0699	LG07	21594394
401	2456	0.1077	LG21	13077508
402	23427	0.0464	LG05	5411902
403	9247	0.0216	LG18	1960035
404	9530	0.0013	LG02	486766
405	17282	0.0461	LG17	14093189
406	17281	0.0215	LG01	21440315
407	14532	0.1265	LG23	13828739
408	7855	0.305	LG01	13272763
409	13286	0.1052	LG06	3570877
410	13285	0.0465	LG12	18663488
411	174	0.037	LG08	1312422
412	24976	0.2254	LG05	20961741
413	17999	0.086	LG10	11365506
414	17533	0.0906	LG04	9999171
415	23146	0.0591	LG10	23430455
416	20578	0.0537	LG08	11763653
417	4539	0.9585	LG23	192827
418	2057	0.0381	LG04	14495195
419	23159	0.3907	LG08	24547395
420	2058	0.0388	LG17	5380965
421	4824	0.0131	LG15	19559265
422	21106	0.0119	LG22	7620118
423	3694	0.0707	LG04	23536033
424	13443	0.0156	LG04	13609177
425	14166	0.302	LG15	21897538
426	25286	0.0296	LG20	21677336
427	6368	0.7222	LG18	599429
428	11627	0.026	LG04	6571022
429	7988	0.5311	LG21	19601801
430	6360	0.0095	LG14	26156845
431	23014	0.1751	LG11	26491712
432	10153	0.0806	LG05	17965979
433	10150	0.0103	LG22	3525998
434	10151	0.1116	LG18	11939298
435	9331	0.0809	LG19	4094309
436	20085	0.0938	LG16	27127755
437	20083	0.6096	LG23	19876950
438	20082	0.0549	LG22	10123107
439	20081	0.0886	LG10	12658536
440	24833	0.07	LG07	26668142
441	22800	0.9581	LG03	15388181
442	3524	0.0761	LG14	24505243
443	21559	0.0492	LG21	9696329
444	20649	0.0342	LG15	22198330
445	3523	0.9407	LG15	5955032
446	10396	0.1633	LG10	7240187
447	22806	0.3265	LG09	12871481
448	10399	0.0284	LG01	22235777
449	16492	0.0245	LG20	1852056
450	22753	0.0262	LG09	23684868
451	3228	0.1044	LG14	25824909
452	13544	0.0233	LG12	12276684
453	16934	0.0285	LG14	23734811
454	13198	0.183	LG07	11977671
455	16933	0.1183	LG18	8828592
456	16931	0.0551	LG18	19293340
457	14897	0.0405	LG05	21210136
458	13192	0.0893	LG05	23756830
459	7214	0.9336	LG10	7431430
460	13196	0.3976	LG17	9348149
461	7216	0.0196	LG23	11281788
462	14890	0.1224	LG02	3068799
463	10715	0.0139	LG14	13820701
464	10711	0.0996	LG20	6584996
465	12220	0.0962	LG06	23763699
466	10713	0.1453	LG04	30555991
467	2694	0.037	LG21	8442668
468	10718	0.0262	LG12	19212702
469	12668	0.3405	LG12	20070737
470	2690	0.0797	LG22	9892159
471	15708	0.2907	LG01	17762848
472	18594	0.2525	LG17	17024401
473	1602	0.0355	LG01	11804307
474	14655	0.0507	LG02	8606584
475	14657	0.0337	LG05	6497396
476	23883	0.0133	LG13	23701508
477	14659	0.0089	LG05	2828095
478	6810	0.0372	LG06	14645377
479	16245	0.0092	LG10	19765296
480	15872	0.2211	LG02	13098019
481	6816	0.0443	LG23	3208908
482	25444	0.4935	LG10	22997820
483	9755	0.007	LG10	13377165
484	23333	0.0052	LG14	10622606
485	16313	0.1051	LG03	3136811
486	23334	0.0659	LG14	1850852
487	10576	0.0198	LG21	8043328
488	10577	0.0121	LG02	21140684
489	20465	0.0207	LG06	23946740
490	25446	0.0429	LG03	2401735
491	20395	0.1992	LG07	29553803
492	17909	0.0102	LG04	27400513
493	18934	0.1966	LG15	8332754
494	13066	0.0538	LG05	10679060
495	7326	0.0728	LG01	20934271
496	7327	0.1201	LG03	7200162
497	1968	0.0318	LG05	10680722
498	1969	0.0087	LG23	1571051
499	7322	0.0171	LG03	14577642
500	1617	0.1269	LG01	3728784
501	3238	0.0505	LG23	14600916
502	5196	0.4414	LG02	16247316
503	7328	0.6968	LG09	13296658
504	1961	0.067	LG05	18759149
505	1962	0.0026	LG05	20623937
506	1963	0.0484	LG11	17081118
507	8849	0.197	LG05	22279915
508	21060	0.028	LG22	16224007
509	8840	0.5695	LG21	7607298
510	8842	0.082	LG05	17854897
511	23765	0.0117	LG06	21333521
512	8847	0.1912	LG14	1030467
513	15675	0.0168	LG01	8990063
514	12956	0.1356	LG15	25165052
515	15677	0.6347	LG03	24849640
516	12952	0.008	LG04	15935786
517	2874	0.7428	LG01	21713494
518	18715	0.0086	LG13	10560993
519	11848	0.0047	LG09	11140996
520	20265	0.051	LG09	12622101
521	3356	0.0309	LG23	19265074
522	3351	0.3013	LG19	15047198
523	23886	0.0184	LG15	19219373
524	17835	0.967	LG07	9383414
525	7666	0.0116	LG06	23577967
526	20061	0.1435	LG15	19363735
527	5442	0.0637	LG03	7519450
528	5441	0.0036	LG13	22392008
529	25241	0.8118	LG12	13367902
530	20068	0.1896	LG09	23628908
531	18535	0.0452	LG03	23373618
532	15373	0.8311	LG20	10902738
533	18628	0.0554	LG08	10815737
534	18629	0.4034	LG10	8019257
535	18821	0.4102	LG12	11902614
536	6960	0.0051	LG19	20652306
537	6962	0.7837	LG19	17900522
538	15903	0.0056	LG03	7655613
539	15456	0.1498	LG04	28674444
540	6969	0.3593	LG15	12665066
541	15459	0.1003	LG18	14866493
542	4536	0.0715	LG19	13287200
543	8152	0.1909	LG11	22005892
544	768	0.0492	LG19	7893544
545	8150	0.0061	LG19	9468457
546	769	0.0066	LG20	8455617
547	23884	0.2414	LG04	20800759
548	24554	0.0248	LG08	21763729
549	17726	0.3197	LG11	16223640
550	23721	0.0451	LG22	12306044
551	5501	0.0517	LG18	14588802
552	11119	0.0106	LG13	16168416
553	1547	0.061	LG11	7746059
554	691	0.0436	LG14	8500453
555	12606	0.0471	LG14	28477348
556	694	0.0306	LG19	13093143
557	695	0.024	LG02	16820235
558	23727	0.8509	LG18	6540727
559	11113	0.0289	LG18	8305419
560	14472	0.0175	LG04	30956502
561	11115	0.082	LG01	9595976
562	14474	0.0034	LG07	17381364
563	11116	0.0536	LG13	23508205
564	541	0.1378	LG12	10886813
565	545	0.114	LG08	10413548
566	7193	0.0444	LG15	22684695
567	7192	0.0481	LG22	5979214
568	548	0.1157	LG14	26573044
569	21377	0.1389	LG02	5810716
570	13841	0.2422	LG12	3161131
571	15313	0.0191	LG10	14212835
572	13845	0.5786	LG04	25562752
573	20895	0.0442	LG15	19993255
574	13846	0.0926	LG05	14410779
575	23608	0.1878	LG23	2056660
576	12578	0.0748	LG07	10968252
577	23432	0.0469	LG19	16382989
578	12579	0.0893	LG03	5782208
579	15298	0.0076	LG06	13372966
580	17318	0.0284	LG07	9159743
581	8530	0.0184	LG22	3244164
582	8023	0.0273	LG15	17442202
583	8026	0.0314	LG21	5322559
584	8027	0.0569	LG05	11481749
585	8536	0.3068	LG11	11875912
586	12823	0.0256	LG05	9109345
587	14505	0.1554	LG13	21021074
588	10215	0.2738	LG07	11803415
589	11027	0.0815	LG17	10674849
590	11761	0.9837	LG23	14775625
591	14502	0.1059	LG15	7810607
592	6565	0.8602	LG22	13653995
593	5610	0.0207	LG06	6965868
594	6566	0.005	LG22	4033916
595	5617	0.0636	LG19	5461515
596	6563	0.0149	LG19	7243278
597	15053	0.0395	LG01	16100804
598	415	0.3416	LG09	6944185
599	410	0.3183	LG09	13926079
600	411	0.0527	LG11	28215278
601	14268	0.2182	LG18	5485921
602	419	0.4595	LG17	10517407
603	7688	0.4016	LG21	17537300
604	3827	0.5409	LG16	18742865
605	3825	0.0297	LG18	8102874
606	3822	0.3147	LG17	15671266
607	23467	0.0877	LG12	6428531
608	5001	0.0169	LG21	8264744
609	3828	0.0036	LG02	23363691
610	8445	0.2609	LG01	6120990
611	20215	0.0217	LG14	7929568
612	15239	0.2292	LG14	8514359
613	8183	0.1053	LG18	2018315
614	11563	0.0838	LG06	6489767
615	8448	0.1356	LG11	24477451
616	11565	0.1956	LG22	16696270
617	11566	0.1338	LG07	28941938
618	22396	0.0307	LG19	3812359
619	24586	0.0359	LG16	30057493
620	4280	0.0288	LG22	357359
621	23845	0.0615	LG04	17671956
622	20742	0.0864	LG16	11890175
623	4285	0.0345	LG23	20615542
624	11367	0.0808	LG22	5685661
625	24779	0.0307	LG01	14182553
626	23753	0.0205	LG06	6601593
627	19564	-0.0018	LG10	20345887
628	368	0.0382	LG02	8817267
629	24910	-0.0015	LG18	19098051
630	367	0.7796	LG13	13517959
631	364	0.7666	LG13	13518047
632	19170	0.0204	LG13	10600670
633	22242	0.2318	LG23	1656399
634	19174	0.0369	LG12	5655789
635	25048	0.0443	LG12	12140034
636	19351	0.0711	LG12	19338527
637	24751	0.8756	LG05	9794993
638	19608	0.0969	LG13	5343568
639	22020	0.4051	LG06	13229716
640	20748	0.0124	LG16	29407735
641	16127	0.0427	LG03	5549836
642	16654	0.0351	LG23	18467308
643	16121	0.662	LG08	11993549
644	25046	0.1136	LG18	7796759
645	16650	-0.0013	LG13	11699849
646	380	0.0885	LG20	8995844
647	381	0.4972	LG06	10890799
648	12729	0.0114	LG03	21639916
649	388	0.0703	LG14	9808221
650	12726	0.1259	LG11	1323218
651	12725	0.0351	LG10	10819623
652	12723	0.0589	LG16	25058738
653	12721	0.0648	LG18	5416711
654	12720	0.6636	LG02	1753113
655	4759	0.009	LG22	19809786
656	18792	0.4937	LG12	13201639
657	19286	0.0176	LG22	10702229
658	4754	0.0064	LG14	25213748
659	6771	0.0962	LG08	6712888
660	6773	0.7494	LG18	13092359
661	9964	0.015	LG21	10996710
662	9965	0.0522	LG01	22419167
663	9966	0.0369	LG09	17673401
664	9967	0.1088	LG06	5507919
665	24600	0.1367	LG03	16874492
666	11290	0.0727	LG03	12068762
667	22330	0.0306	LG02	1459777
668	23840	0.0304	LG04	25459757
669	16955	0.1373	LG01	4680553
670	25135	0.032	LG01	3189475
671	17631	0.0359	LG07	17895354
672	25130	0.2756	LG14	16964736
673	17635	0.0998	LG19	14330666
674	19821	0.1017	LG21	15631628
675	3750	0.2159	LG03	18130551
676	3753	0.7228	LG10	9860946
677	15546	0.3044	LG13	12413111
678	3754	0.0444	LG19	20346480
679	21289	0.1785	LG18	20707834
680	3756	0.4297	LG11	22468503
681	13523	0.7688	LG23	22378811
682	13521	0.0342	LG18	3780258
683	4637	0.003	LG07	15411923
684	2196	0.827	LG02	13700077
685	13525	0.0654	LG14	2593121
686	16231	0.23	LG23	9724724
687	253	0.0073	LG01	13663746
688	16233	0.2732	LG14	4113927
689	256	0.7413	LG08	13184454
690	23650	0.9366	LG06	17098228
691	11741	0.1857	LG23	18628873
692	2204	0.0035	LG14	7233760
693	2206	0.2053	LG22	13391318
694	11749	0.0729	LG14	22298004
695	25649	0.0753	LG14	17836411
696	15471	0.6459	LG09	6468150
697	12036	0.0051	LG11	13972815
698	19735	0.6672	LG16	15806212
699	19598	3e-04	LG02	20048778
700	11580	0.2248	LG20	23814200
701	6683	0.008	LG02	14489616
702	6687	0.1381	LG01	19131955
703	20890	0.017	LG09	7053543
704	2429	0.2364	LG14	26890038
705	19088	0.0151	LG10	21485544
706	20726	0.0087	LG09	4436715
707	18222	0.0158	LG20	58339
708	6270	0.0875	LG14	23746030
709	9502	0.2986	LG06	5572616
710	9506	0.0164	LG14	25014414
711	2425	0.8197	LG14	8286219
712	25554	0.0096	LG22	544732
713	1848	0.2962	LG01	13443093
714	16833	0.0284	LG01	25695043
715	169	0.0154	LG03	15330761
716	16343	0.1073	LG12	4298091
717	17529	0.006	LG13	18710644
718	164	0.1904	LG04	20273388
719	13291	0.2161	LG03	19837311
720	7847	0.0443	LG18	18341285
721	167	0.0058	LG12	26759763
722	160	0.0135	LG22	2265503
723	13295	0.2221	LG10	5590510
724	16839	0.0891	LG06	21459832
725	13297	0.0025	LG16	24748163
726	12107	0.0774	LG11	599330
727	6357	0.0927	LG07	25230566
728	19094	0.6821	LG02	6619151
729	6353	0.0057	LG14	3355942
730	13458	0.0067	LG12	7732046
731	23836	9e-04	LG01	17891826
732	3683	0.0041	LG09	4680682
733	4832	0.0343	LG03	525362
734	4522	0.0999	LG13	19927564
735	4837	0.0845	LG11	18564220
736	4836	0.4967	LG02	14934973
737	6195	0.0835	LG02	6622660
738	24371	0.0178	LG05	22689648
739	11638	0.2343	LG09	24432292
740	18583	0.0306	LG15	7601977
741	9434	0.8379	LG07	10877021
742	23429	0.3213	LG22	1779035
743	2735	0.9132	LG07	13236326
744	16812	0.0085	LG20	7395212
745	9610	0.118	LG22	14641840
746	2733	0	LG02	20586675
747	10166	0.0401	LG08	19658164
748	11488	0.0268	LG07	27215381
749	17070	0.4336	LG19	11077729
750	22131	0.1843	LG02	19717408
751	10160	0.2378	LG20	15783678
752	21204	0.0169	LG10	8516939
753	9187	0.0565	LG15	12299422
754	9184	0.2139	LG22	2675465
755	21256	0.1197	LG11	3027003
756	13180	0.308	LG13	14958633
757	22295	0.0782	LG16	4288722
758	10366	-0.0013	LG01	7718267
759	13188	0.0144	LG14	4639051
760	23426	0.0051	LG23	12507419
761	5052	0.4153	LG13	5592907
762	25638	0.6485	LG11	9896436
763	25641	0.0708	LG05	10857600
764	14889	0.128	LG13	19821728
765	7209	0.0416	LG18	7478963
766	1817	0.0333	LG17	7587295
767	16904	0.0042	LG07	241251
768	7203	0.0282	LG14	11703918
769	16908	0.2328	LG20	11658627
770	7206	0.54	LG22	16046449
771	7205	0.3064	LG22	14969164
772	10761	0.0243	LG18	17229667
773	10760	0.0202	LG18	19613888
774	6220	0.9665	LG01	15305774
775	23422	0.0442	LG04	25712342
776	6225	0.1147	LG01	17343059
777	6229	0.0205	LG08	18383781
778	1157	0.1044	LG11	26193891
779	20384	0.0065	LG14	18183471
780	20385	0.0451	LG18	7040191
781	14640	0.0706	LG07	13545769
782	14641	0.0262	LG18	20610762
783	20381	0.035	LG05	14027035
784	20382	0.3009	LG18	22104721
