locus,prob,log10(PO),qval,alpha,fst,log10q,outlier
6492_65,0.73234,0.43712,0.037187,1.1485,0.3026,-1.429608856,TRUE
6526_63,1,1000,0,1.9454,0.44288,#NAME?,TRUE
6550_76,1,1000,0,1.9423,0.44225,#NAME?,TRUE
6565_44,0.99295,2.1487,0.00050872,1.1923,0.29457,-3.293521188,TRUE
6617_71,0.83389,0.70072,0.01994,-1.6029,0.041344,-1.700274846,TRUE
6631_29,0.99975,3.6019,2.33E-05,1.4827,0.34932,-4.632383208,TRUE
6660_52,0.99995,4.301,3.52E-06,1.8523,0.42507,-5.453296973,TRUE
6690_52,0.9974,2.5839,0.00019739,1.2873,0.31192,-3.704674853,TRUE
6709_44,0.98225,1.743,0.0011825,1.0859,0.27557,-2.927198851,TRUE
7046_82,1,1000,0,1.3766,0.32803,#NAME?,TRUE
7048_61,0.9954,2.3352,0.00037527,1.2616,0.30714,-3.425656153,TRUE
7214_60,1,1000,0,2.0549,0.46628,#NAME?,TRUE
7313_69,1,1000,0,1.7438,0.40067,#NAME?,TRUE
7367_63,0.83099,0.69169,0.020438,1.2597,0.31807,-1.689561605,TRUE
7390_38,0.9876,1.9011,0.00072339,1.6638,0.38825,-3.140627499,TRUE
7545_46,1,1000,0,1.4192,0.33633,#NAME?,TRUE
7620_90,0.90245,0.96617,0.012339,-1.7697,0.033989,-1.908720036,TRUE
7690_38,1,1000,0,2.9237,0.64781,#NAME?,TRUE
7828_41,1,1000,0,1.5982,0.3714,#NAME?,TRUE
7870_41,0.9942,2.234,0.00044734,1.1972,0.29516,-3.349362267,TRUE
7902_58,0.9198,1.0595,0.010317,1.1579,0.29186,-1.986446569,TRUE
8033_75,1,1000,0,2.6448,0.59118,#NAME?,TRUE
8048_91,0.99645,2.4482,0.00029522,1.604,0.37499,-3.529854224,TRUE
8086_77,1,1000,0,2.3899,0.53783,#NAME?,TRUE
8095_30,0.93055,1.127,0.0080571,-1.8784,0.03033,-2.093821246,TRUE
8124_33,0.9999,3.9999,8.67E-06,1.5282,0.35822,-5.062126193,TRUE
8194_39,1,1000,0,2.1752,0.49193,#NAME?,TRUE
8217_47,0.99985,3.8238,1.23E-05,1.3091,0.31515,-4.908755234,TRUE
8242_28,0.86584,0.80983,0.016226,-1.6386,0.038741,-1.789788528,TRUE
8277_67,1,1000,0,1.7154,0.39484,#NAME?,TRUE
8278_38,0.87509,0.84547,0.015418,-1.7944,0.03531,-1.811971959,TRUE
8288_52,0.82939,0.68676,0.020939,-1.5009,0.043571,-1.679044063,TRUE
8327_33,0.88164,0.8721,0.014675,0.93486,0.2528,-1.83342189,TRUE
8486_35,0.9233,1.0805,0.0090284,-1.8476,0.031349,-2.044389208,TRUE
8499_62,0.99755,2.6097,0.00015958,1.6831,0.39088,-3.797021539,TRUE
8534_89,0.9998,3.6989,2.05E-05,1.5744,0.36774,-4.688288511,TRUE
8569_91,1,1000,0,2.1856,0.49412,#NAME?,TRUE
8590_88,0.89274,0.92031,0.01363,0.94462,0.25395,-1.865504144,TRUE
8671_85,0.9973,2.5674,0.00023558,1.2846,0.31123,-3.627861583,TRUE
8746_52,0.9997,3.5227,2.99E-05,1.8116,0.41686,-4.523719194,TRUE
8820_64,1,1000,0,1.6192,0.37539,#NAME?,TRUE
8840_32,0.91925,1.0563,0.010575,1.0938,0.28,-1.975719624,TRUE
8915_80,0.77994,0.54952,0.027965,-1.4253,0.048055,-1.553385176,TRUE
8936_51,0.9995,3.3008,4.25E-05,1.7914,0.4129,-4.371733712,TRUE
9158_70,0.9999,3.9999,8.67E-06,1.4268,0.33795,-5.062126193,TRUE
9192_71,0.9447,1.2325,0.0051739,-1.9127,0.028695,-2.286181969,TRUE
9211_65,1,1000,0,2.0578,0.46662,#NAME?,TRUE
9216_37,0.9981,2.7204,0.00011414,1.1792,0.2915,-3.942562132,TRUE
9251_31,0.92955,1.1204,0.0082934,1.0556,0.27273,-2.081267388,TRUE
9355_49,1,1000,0,1.4879,0.34917,#NAME?,TRUE
9415_41,0.9776,1.6399,0.0019565,1.1942,0.29569,-2.708520148,TRUE
9434_65,1,1000,0,1.9978,0.45491,#NAME?,TRUE
9456_30,1,1000,0,1.936,0.44167,#NAME?,TRUE
9530_91,0.9121,1.016,0.011126,-1.768,0.033456,-1.953660944,TRUE
9585_44,0.9987,2.8855,7.97E-05,1.6959,0.3934,-4.098400025,TRUE
9675_34,0.88154,0.87169,0.015036,-1.7713,0.035131,-1.822867683,TRUE
9684_29,0.9991,3.0453,5.40E-05,1.7942,0.41343,-4.26776712,TRUE
9714_35,1,1000,0,2.0534,0.46628,#NAME?,TRUE
9717_52,1,1000,0,2.0587,0.46729,#NAME?,TRUE
9731_66,1,1000,0,1.585,0.36852,#NAME?,TRUE
9789_48,0.95625,1.3396,0.004051,1.5667,0.37098,-2.392437757,TRUE
9896_83,0.99995,4.301,3.52E-06,1.5498,0.36257,-5.453296973,TRUE
9979_31,0.93055,1.127,0.0080571,-1.7949,0.031835,-2.093821246,TRUE
10022_55,1,1000,0,1.7453,0.40091,#NAME?,TRUE
10079_72,0.9997,3.5227,2.99E-05,1.7459,0.40335,-4.523719194,TRUE
10285_38,0.89219,0.91782,0.013962,-1.8638,0.032822,-1.855052366,TRUE
10440_61,1,1000,0,2.612,0.58365,#NAME?,TRUE
10460_54,1,1000,0,2.5735,0.5765,#NAME?,TRUE
10691_48,0.65048,0.26977,0.049443,-1.2029,0.060071,-1.305895186,TRUE
10706_34,0.9768,1.6243,0.0020492,1.2714,0.3102,-2.688415653,TRUE
10730_82,0.94655,1.2482,0.0049725,1.5409,0.3664,-2.303425208,TRUE
10732_81,0.79179,0.58011,0.025566,-1.6363,0.043314,-1.592337215,TRUE
10785_73,1,1000,0,2.2898,0.51626,#NAME?,TRUE
10828_61,1,1000,0,1.7856,0.41053,#NAME?,TRUE
10840_73,0.9998,3.6989,2.05E-05,1.7838,0.41088,-4.688288511,TRUE
11019_91,0.99935,3.1868,4.91E-05,1.3608,0.32571,-4.308520661,TRUE
11146_32,0.9393,1.1896,0.0055985,1.3516,0.32903,-2.251928317,TRUE
11166_91,0.9972,2.5516,0.00024873,1.1982,0.29525,-3.60427183,TRUE
11190_87,1,1000,0,2.8787,0.63903,#NAME?,TRUE
11307_51,0.89779,0.9437,0.01266,1.3735,0.33621,-1.897566294,TRUE
11479_91,0.98645,1.8621,0.00089772,1.5375,0.36258,-3.046859099,TRUE
11509_69,1,1000,0,2.2714,0.51245,#NAME?,TRUE
11627_84,0.92625,1.0989,0.0087739,-1.8167,0.031464,-2.05680732,TRUE
11686_51,0.95825,1.3608,0.0038876,-1.8871,0.02819,-2.410318427,TRUE
11736_75,0.99995,4.301,3.52E-06,1.787,0.41148,-5.453296973,TRUE
11759_75,1,1000,0,2.4212,0.54422,#NAME?,TRUE
11761_60,1,1000,0,2.4844,0.55754,#NAME?,TRUE
11899_67,0.9151,1.0325,0.010846,1.2493,0.31036,-1.9647304,TRUE
11912_28,0.9955,2.3448,0.00035425,1.2253,0.30039,-3.450690141,TRUE
11951_82,1,1000,0,1.949,0.44436,#NAME?,TRUE
11992_77,0.93835,1.1824,0.0062527,-1.8929,0.029648,-2.203932408,TRUE
12017_58,0.98285,1.7582,0.0011065,1.6416,0.38409,-2.956048582,TRUE
12070_68,0.80034,0.60298,0.0232,-1.4444,0.046405,-1.634512015,TRUE
12254_48,1,1000,0,1.9683,0.44821,#NAME?,TRUE
12294_64,0.97045,1.5164,0.0024675,1.1156,0.28143,-2.607742839,TRUE
12320_71,1,1000,0,1.8301,0.41962,#NAME?,TRUE
12384_74,0.99075,2.0298,0.00062003,1.6839,0.39202,-3.207587297,TRUE
12641_38,0.88654,0.89287,0.014311,-1.8157,0.034112,-1.844330018,TRUE
12670_30,0.99985,3.8238,1.23E-05,1.4868,0.34986,-4.908755234,TRUE
12693_72,1,1000,0,2.1827,0.4936,#NAME?,TRUE
12945_91,0.93575,1.1633,0.0071293,1.5165,0.36225,-2.14695311,TRUE
13107_82,1,1000,0,2.211,0.49956,#NAME?,TRUE
13152_71,1,1000,0,1.9068,0.43563,#NAME?,TRUE
13221_69,1,1000,0,2.2635,0.51083,#NAME?,TRUE
13384_90,0.99795,2.6873,0.00013495,1.7462,0.4039,-3.869827111,TRUE
13458_69,0.93175,1.1352,0.0075866,-1.9092,0.029629,-2.119952813,TRUE
13518_85,1,1000,0,2.2091,0.49919,#NAME?,TRUE
13523_89,0.9924,2.1159,0.00054282,1.1869,0.29353,-3.265344159,TRUE
13556_86,1,1000,0,1.4106,0.33433,#NAME?,TRUE
13597_35,1,1000,0,2.9607,0.65466,#NAME?,TRUE
13650_74,1,1000,0,1.7827,0.40941,#NAME?,TRUE
13693_54,0.74834,0.47328,0.034396,1.0222,0.27632,-1.46349206,TRUE
13917_31,0.99895,2.9783,5.96E-05,1.344,0.32237,-4.22469545,TRUE
13923_66,0.77634,0.54046,0.030432,0.80122,0.23329,-1.516669505,TRUE
14011_86,0.9998,3.6989,2.05E-05,1.4485,0.34206,-4.688288511,TRUE
14020_91,0.79559,0.59019,0.024374,-1.5021,0.045549,-1.613073193,TRUE
14117_54,1,1000,0,1.9707,0.44818,#NAME?,TRUE
14305_64,1,1000,0,2.19,0.49516,#NAME?,TRUE
14459_42,0.99755,2.6097,0.00015958,1.3006,0.31437,-3.797021539,TRUE
14492_91,0.92045,1.0633,0.009799,-1.8156,0.032056,-2.008818242,TRUE
14720_65,1,1000,0,2.2787,0.51408,#NAME?,TRUE
14810_81,0.99745,2.5923,0.00018475,1.3443,0.32284,-3.733415553,TRUE
14852_48,1,1000,0,2.1081,0.47765,#NAME?,TRUE
14864_28,0.93465,1.1554,0.0073533,-1.8562,0.030357,-2.133517715,TRUE
15039_89,0.84664,0.74199,0.018484,-1.807,0.036886,-1.73320404,TRUE
15122_43,0.86904,0.82191,0.015818,-1.7212,0.036886,-1.800848429,TRUE
15373_43,0.99975,3.6019,2.33E-05,1.6122,0.37544,-4.632383208,TRUE
15471_80,0.96085,1.3899,0.0034273,1.5866,0.37459,-2.465047879,TRUE
15473_44,1,1000,0,2.4431,0.54884,#NAME?,TRUE
15573_81,1,1000,0,1.483,0.34819,#NAME?,TRUE
15615_75,1,1000,0,1.8535,0.42344,#NAME?,TRUE
15646_86,0.9589,1.3679,0.0037312,1.4009,0.33732,-2.428151471,TRUE
15748_37,1,1000,0,2.518,0.56472,#NAME?,TRUE
15780_34,1,1000,0,1.6735,0.38636,#NAME?,TRUE
15791_77,1,1000,0,1.8644,0.42713,#NAME?,TRUE
15828_89,1,1000,0,1.6524,0.38247,#NAME?,TRUE
15907_79,0.98355,1.7766,0.0010325,1.0929,0.27681,-2.98610994,TRUE
16057_61,1,1000,0,1.5192,0.35613,#NAME?,TRUE
16121_54,0.9806,1.7037,0.0013403,1.6439,0.38464,-2.872797982,TRUE
16245_77,0.84824,0.74737,0.018025,-1.7468,0.037653,-1.744124727,TRUE
16280_87,0.9524,1.3012,0.0043925,1.5458,0.36701,-2.35728823,TRUE
16456_30,0.99985,3.8238,1.23E-05,1.5895,0.37057,-4.908755234,TRUE
16504_64,0.9371,1.1731,0.0069079,1.0964,0.27989,-2.160653958,TRUE
16517_67,0.99995,4.301,3.52E-06,1.6912,0.39153,-5.453296973,TRUE
16748_47,0.68363,0.33463,0.042641,1.0629,0.28864,-1.370172619,TRUE
17016_46,1,1000,0,2.3673,0.53302,#NAME?,TRUE
17038_31,0.72384,0.41847,0.037918,0.84012,0.24305,-1.421154578,TRUE
17087_78,0.84914,0.75041,0.017109,1.2851,0.32175,-1.766775374,TRUE
17097_62,0.9997,3.5227,2.99E-05,1.8102,0.41664,-4.523719194,TRUE
17267_57,1,1000,0,2.3976,0.53963,#NAME?,TRUE
17325_91,0.99345,2.1809,0.00047697,1.2235,0.30035,-3.321508936,TRUE
17436_89,0.91985,1.0598,0.010059,1.4188,0.34367,-1.997445192,TRUE
17497_83,0.77839,0.54561,0.028583,1.1739,0.30443,-1.543892191,TRUE
17625_52,0.9999,3.9999,8.67E-06,1.7059,0.39441,-5.062126193,TRUE
17825_50,1,1000,0,2.4018,0.54007,#NAME?,TRUE
17835_82,1,1000,0,2.0585,0.46714,#NAME?,TRUE
17870_82,1,1000,0,2.1449,0.48539,#NAME?,TRUE
17879_62,0.70719,0.38294,0.040224,-1.2629,0.05556,-1.395514744,TRUE
17898_53,0.99965,3.4558,3.74E-05,1.3352,0.32037,-4.426791776,TRUE
17917_85,0.65883,0.28581,0.04856,-1.23,0.058967,-1.313721322,TRUE
18043_70,1,1000,0,2.2709,0.51245,#NAME?,TRUE
18075_88,1,1000,0,2.6974,0.6021,#NAME?,TRUE
18196_91,1,1000,0,1.4636,0.34456,#NAME?,TRUE
18243_78,0.9968,2.4934,0.00027869,1.2822,0.31092,-3.554878614,TRUE
18250_77,0.94335,1.2214,0.005379,-1.9732,0.027843,-2.269298456,TRUE
18398_56,0.68253,0.33243,0.044281,0.70119,0.21918,-1.35378258,TRUE
18476_33,1,1000,0,2.3218,0.52329,#NAME?,TRUE
18566_86,0.9987,2.8855,7.97E-05,1.7667,0.40792,-4.098400025,TRUE
18615_90,1,1000,0,2.2571,0.50936,#NAME?,TRUE
18741_63,1,1000,0,2.6803,0.5986,#NAME?,TRUE
18792_76,0.79059,0.57695,0.026161,0.91543,0.25323,-1.582345659,TRUE
18808_44,0.74334,0.46182,0.035084,-1.3301,0.052067,-1.454890898,TRUE
18938_79,0.9998,3.6989,2.05E-05,1.7657,0.40727,-4.688288511,TRUE
19037_28,0.99835,2.7818,0.00010438,1.7718,0.40904,-3.981382707,TRUE
19094_49,0.9999,3.9999,8.67E-06,1.8539,0.42543,-5.062126193,TRUE
19183_90,1,1000,0,1.9176,0.43807,#NAME?,TRUE
19255_72,0.76789,0.5196,0.031068,-1.462,0.047983,-1.507686704,TRUE
19360_67,1,1000,0,2.3564,0.53053,#NAME?,TRUE
19458_30,1,1000,0,2.413,0.54236,#NAME?,TRUE
19598_28,0.93795,1.1794,0.0064706,-1.7874,0.031426,-2.189055447,TRUE
19651_48,0.66808,0.3038,0.045973,-1.1384,0.060455,-1.337497155,TRUE
19718_50,0.98215,1.7405,0.0012582,1.2374,0.30381,-2.900250319,TRUE
19772_39,1,1000,0,1.9742,0.4493,#NAME?,TRUE
19918_47,0.67303,0.31353,0.045122,0.76735,0.23152,-1.345611659,TRUE
19971_69,0.78849,0.57146,0.027347,-1.5159,0.045765,-1.563090309,TRUE
19990_74,0.89709,0.9404,0.013298,1.439,0.34942,-1.876213671,TRUE
20128_60,1,1000,0,1.827,0.41799,#NAME?,TRUE
20154_72,1,1000,0,1.9034,0.43522,#NAME?,TRUE
20222_82,0.9951,2.3076,0.00039756,1.1935,0.29453,-3.400597318,TRUE
20230_54,0.99955,3.3466,3.98E-05,1.3259,0.3185,-4.399811502,TRUE
20295_36,0.9777,1.6419,0.0018664,1.2002,0.2967,-2.728995274,TRUE
20446_35,0.94705,1.2525,0.0047771,1.1379,0.28714,-2.320835667,TRUE
20473_75,1,1000,0,2.1753,0.49201,#NAME?,TRUE
20500_53,0.9028,0.9679,0.012033,-1.7164,0.034896,-1.919626083,TRUE
20574_42,0.99795,2.6873,0.00013495,1.1736,0.29048,-3.869827111,TRUE
20586_75,1,1000,0,1.7225,0.39643,#NAME?,TRUE
20672_73,0.99965,3.4558,3.74E-05,1.3097,0.31561,-4.426791776,TRUE
20719_30,1,1000,0,1.5327,0.35879,#NAME?,TRUE
20837_42,0.96935,1.5,0.0025879,1.5767,0.37208,-2.587052509,TRUE
21097_61,0.77659,0.54109,0.029819,-1.4822,0.047088,-1.525506925,TRUE
21296_44,1,1000,0,1.612,0.37415,#NAME?,TRUE
21403_62,0.9784,1.656,0.0016848,1.1389,0.28541,-2.773451646,TRUE
21419_81,1,1000,0,2.13,0.48242,#NAME?,TRUE
21596_52,0.99965,3.4558,3.74E-05,1.3779,0.32856,-4.426791776,TRUE
21671_32,0.74909,0.47501,0.033719,0.80799,0.23554,-1.472125314,TRUE
21748_28,0.99595,2.3908,0.00031409,1.7008,0.39489,-3.50294589,TRUE
21829_90,0.9998,3.6989,2.05E-05,1.2446,0.30322,-4.688288511,TRUE
21874_61,0.76274,0.50715,0.031717,0.95369,0.2624,-1.498707898,TRUE
21905_34,0.79024,0.57604,0.026753,-1.5744,0.04456,-1.57262751,TRUE
22166_90,0.92935,1.119,0.0085287,0.99612,0.26188,-2.069117162,TRUE
22526_47,0.9999,3.9999,8.67E-06,1.3701,0.32684,-5.062126193,TRUE
22530_86,0.9755,1.6,0.0021468,1.0868,0.27606,-2.668208413,TRUE
22563_78,1,1000,0,2.1439,0.48528,#NAME?,TRUE
22800_60,1,1000,0,2.124,0.48104,#NAME?,TRUE
22824_44,0.76064,0.50212,0.032368,1.1483,0.30049,-1.489884135,TRUE
22913_52,0.97535,1.5973,0.0022443,1.5572,0.36735,-2.648919091,TRUE
22921_81,0.9985,2.8232,8.76E-05,1.3181,0.31751,-4.057629772,TRUE
22923_53,1,1000,0,2.6744,0.59736,#NAME?,TRUE
22978_85,1,1000,0,1.3744,0.32771,#NAME?,TRUE
23057_90,1,1000,0,2.4742,0.55585,#NAME?,TRUE
23203_56,0.9998,3.6989,2.05E-05,1.43,0.33877,-4.688288511,TRUE
23214_64,0.9629,1.4142,0.0031275,1.1591,0.28979,-2.504802682,TRUE
23233_91,0.9997,3.5227,2.99E-05,1.3344,0.32023,-4.523719194,TRUE
23351_84,0.9792,1.6728,0.0015958,1.4231,0.34019,-2.797021539,TRUE
23364_76,1,1000,0,1.5491,0.36134,#NAME?,TRUE
23368_84,0.80194,0.60735,0.022618,0.90565,0.25143,-1.6455458,TRUE
23402_69,1,1000,0,1.6094,0.37342,#NAME?,TRUE
23449_84,0.99995,4.301,3.52E-06,1.5713,0.3671,-5.453296973,TRUE
23503_79,0.9223,1.0744,0.0092846,1.4361,0.34708,-2.032236802,TRUE
23645_49,0.84069,0.7224,0.01896,-1.6587,0.039894,-1.722161667,TRUE
23650_52,1,1000,0,2.2189,0.50126,#NAME?,TRUE
23685_83,0.70119,0.37043,0.041005,0.85501,0.24706,-1.387163184,TRUE
23727_36,1,1000,0,1.3842,0.3294,#NAME?,TRUE
23944_64,1,1000,0,1.5622,0.3642,#NAME?,TRUE
23992_46,0.99965,3.4558,3.74E-05,1.4282,0.33858,-4.426791776,TRUE
24083_62,0.89759,0.94276,0.012979,1.1707,0.2961,-1.886758768,TRUE
24265_91,0.77709,0.54234,0.029202,-1.3354,0.050007,-1.534587403,TRUE
24372_49,0.9221,1.0732,0.0095397,-1.7696,0.032743,-2.020465283,TRUE
24451_47,1,1000,0,2.4675,0.55418,#NAME?,TRUE
24467_66,1,1000,0,1.5525,0.36218,#NAME?,TRUE
24478_46,0.9994,3.2216,4.57E-05,1.442,0.3416,-4.340159832,TRUE
24504_88,0.75224,0.48232,0.033041,-1.5137,0.047832,-1.480946817,TRUE
24643_67,1,1000,0,2.3668,0.53299,#NAME?,TRUE
24680_34,1,1000,0,1.4657,0.34494,#NAME?,TRUE
24751_43,1,1000,0,1.7559,0.40447,#NAME?,TRUE
24910_64,0.96095,1.3911,0.0032778,-2.0258,0.025824,-2.484417549,TRUE
24940_51,0.86049,0.79015,0.016649,1.2512,0.31344,-1.778611847,TRUE
24980_70,0.79884,0.59892,0.023784,-1.665,0.042253,-1.623715104,TRUE
24985_69,0.9999,3.9999,8.67E-06,1.8477,0.42414,-5.062126193,TRUE
25009_49,1,1000,0,2.5678,0.57533,#NAME?,TRUE
25028_90,0.99995,4.301,3.52E-06,1.9044,0.43566,-5.453296973,TRUE
25170_36,1,1000,0,1.498,0.35142,#NAME?,TRUE
25225_45,0.99995,4.301,3.52E-06,1.9006,0.43496,-5.453296973,TRUE
25241_70,1,1000,0,1.9328,0.44026,#NAME?,TRUE
25250_29,1,1000,0,1.4798,0.34785,#NAME?,TRUE
25323_87,0.79249,0.58195,0.024971,0.97719,0.26447,-1.602564065,TRUE
25416_62,1,1000,0,1.8048,0.41435,#NAME?,TRUE
25638_76,0.73514,0.44335,0.036478,1.1551,0.30372,-1.437968981,TRUE
