locus prob log10(PO) qval alpha fst
561_29 0.0010001 -2.9995 0.91175 0.00019898 0.16827
571_34 0.0041502 -2.3801 0.68754 -0.0049461 0.16781
579_47 0.0013501 -2.8691 0.84761 2.2162e-05 0.16825
589_59 0.0011501 -2.9388 0.88756 0.00017089 0.16828
592_62 0.0011001 -2.9581 0.89636 -6.0254e-05 0.16823
594_43 0.0014501 -2.8380 0.82712 5.3113e-05 0.16828
597_34 0.00085004 -3.0702 0.92821 -0.00050681 0.16818
605_85 0.00085004 -3.0702 0.92821 -0.00040566 0.16818
612_65 0.00070004 -3.1546 0.93984 2.5927e-05 0.16824
613_30 0.023701 -1.6148 0.48230 -0.053026 0.16491
616_42 0.12121 -0.86036 0.24864 0.17325 0.20110
617_66 0.99995 4.3010 3.1916e-06 1.5351 0.46313
618_35 0.00080004 -3.0965 0.93293 -0.00024123 0.16820
630_79 0.0010001 -2.9995 0.91175 -0.00019634 0.16823
644_85 0.0010501 -2.9783 0.90438 -4.2115e-05 0.16824
647_56 0.0055503 -2.2533 0.65507 -0.0094394 0.16756
660_41 0.00090005 -3.0453 0.92324 0.00065888 0.16835
663_90 0.00080004 -3.0965 0.93293 0.00014382 0.16827
669_43 1.0000 1000.0 0.0000 1.6745 0.49466
671_70 0.0010001 -2.9995 0.91175 -0.00045983 0.16820
673_76 0.00045002 -3.3466 0.94797 7.6598e-05 0.16824
691_74 0.0010001 -2.9995 0.91175 -0.0011839 0.16813
694_47 0.0014001 -2.8532 0.83716 -0.00063729 0.16818
695_52 0.0028501 -2.5439 0.73579 -0.0037441 0.16792
700_40 0.0071004 -2.1456 0.62252 -0.0094270 0.16747
705_76 0.0019001 -2.7204 0.78092 -0.0014530 0.16808
707_85 0.0014001 -2.8532 0.83716 -0.00058806 0.16819
708_48 0.0013501 -2.8691 0.84761 -0.00085750 0.16815
716_59 0.00090005 -3.0453 0.92324 -5.6120e-05 0.16823
719_48 0.0011001 -2.9581 0.89636 0.00035016 0.16830
721_39 0.00065003 -3.1868 0.94221 0.00014938 0.16825
730_60 0.00075004 -3.1246 0.93671 -0.00041076 0.16822
733_28 0.0013501 -2.8691 0.84761 -0.00046762 0.16819
734_45 0.0011001 -2.9581 0.89636 0.00013814 0.16827
735_70 1.0000 1000.0 0.0000 2.7703 0.72643
739_62 0.00080004 -3.0965 0.93293 -2.5902e-05 0.16823
746_62 0.0010501 -2.9783 0.90438 0.00017439 0.16827
752_70 0.0027001 -2.5674 0.74272 -0.0029004 0.16797
756_31 0.0017501 -2.7562 0.79172 0.00041242 0.16832
765_32 0.18301 -0.64974 0.19503 0.27633 0.22115
766_64 0.00070004 -3.1546 0.93984 -0.00018505 0.16822
768_53 0.0011001 -2.9581 0.89636 -0.00034669 0.16820
769_63 0.019351 -1.7048 0.50114 -0.035959 0.16572
772_85 0.0013001 -2.8855 0.85594 -0.00026408 0.16823
780_34 0.00055003 -3.2594 0.94564 8.4265e-06 0.16823
786_29 0.0019501 -2.7091 0.77798 -0.0018983 0.16806
792_76 0.0010501 -2.9783 0.90438 0.00029067 0.16828
803_85 0.00090005 -3.0453 0.92324 -0.00049446 0.16821
805_81 0.00050003 -3.3008 0.94708 -0.00013463 0.16821
813_74 0.00070004 -3.1546 0.93984 4.2587e-05 0.16824
815_86 0.0048002 -2.3166 0.66984 0.0062811 0.16941
820_47 0.00065003 -3.1868 0.94221 0.00035083 0.16829
825_91 0.0019501 -2.7091 0.77798 -0.0024690 0.16805
829_85 0.00050003 -3.3008 0.94708 -0.00020480 0.16820
832_82 0.00080004 -3.0965 0.93293 0.00053637 0.16832
844_47 0.0016001 -2.7952 0.80787 -0.0011231 0.16814
860_62 0.0011001 -2.9581 0.89636 0.00030703 0.16829
862_89 0.0013501 -2.8691 0.84761 -0.00076379 0.16815
885_35 0.0012001 -2.9203 0.87760 -0.0011347 0.16812
888_53 0.0010501 -2.9783 0.90438 -0.00057290 0.16816
899_77 0.00095005 -3.0218 0.91872 -3.7005e-05 0.16824
901_90 0.0011501 -2.9388 0.88756 0.00016489 0.16828
917_50 0.00075004 -3.1246 0.93671 -0.00011079 0.16823
925_70 0.00055003 -3.2594 0.94564 0.00032404 0.16828
926_29 0.00060003 -3.2216 0.94407 -0.00020947 0.16821
927_91 0.0056503 -2.2455 0.65341 -0.0069057 0.16763
940_90 0.0010501 -2.9783 0.90438 0.00023067 0.16827
941_65 0.0011501 -2.9388 0.88756 0.00095767 0.16840
943_84 0.00085004 -3.0702 0.92821 0.00014947 0.16826
951_69 0.0011001 -2.9581 0.89636 6.5103e-05 0.16826
952_76 0.0013001 -2.8855 0.85594 -0.00083901 0.16816
954_34 0.00070004 -3.1546 0.93984 0.00047941 0.16831
960_51 0.00090005 -3.0453 0.92324 -0.00038061 0.16820
962_65 0.0016001 -2.7952 0.80787 -0.00030434 0.16825
964_90 0.99995 4.3010 3.1916e-06 1.3760 0.42708
966_61 0.0011001 -2.9581 0.89636 -0.00087416 0.16816
974_81 0.010001 -1.9956 0.58006 -0.016813 0.16701
982_86 0.0011501 -2.9388 0.88756 -0.00072759 0.16817
986_29 0.0012001 -2.9203 0.87760 -0.00098261 0.16814
992_35 0.0011001 -2.9581 0.89636 -0.00024893 0.16821
1000_37 0.00095005 -3.0218 0.91872 1.9881e-05 0.16825
1002_68 0.00070004 -3.1546 0.93984 -9.4212e-05 0.16821
1007_79 0.00075004 -3.1246 0.93671 0.00019617 0.16828
1017_58 0.00070004 -3.1546 0.93984 -0.00014927 0.16822
1020_35 0.49577 -0.0073401 0.054423 0.57663 0.27335
1027_35 0.0010501 -2.9783 0.90438 -0.00028547 0.16822
1031_39 0.00070004 -3.1546 0.93984 -4.1268e-05 0.16824
1036_89 0.0013501 -2.8691 0.84761 -0.00065671 0.16816
1037_64 0.00075004 -3.1246 0.93671 -6.6123e-05 0.16825
1047_79 0.0013501 -2.8691 0.84761 -0.00069672 0.16816
1048_91 0.00045002 -3.3466 0.94797 -3.3716e-05 0.16822
1052_84 0.0014501 -2.8380 0.82712 -0.00085680 0.16816
1053_44 0.00075004 -3.1246 0.93671 -5.2297e-05 0.16824
1054_84 0.024051 -1.6083 0.47862 0.034385 0.17476
1059_71 0.00095005 -3.0218 0.91872 -0.00015706 0.16821
1066_48 0.0012501 -2.9025 0.86749 0.00023809 0.16830
1073_31 0.0033002 -2.4800 0.72036 -0.0037045 0.16790
1078_82 0.0046502 -2.3305 0.67384 -0.0081137 0.16766
1082_35 0.0011501 -2.9388 0.88756 -0.00044352 0.16821
1085_57 0.0010501 -2.9783 0.90438 -0.00047036 0.16818
1089_36 0.0012001 -2.9203 0.87760 -0.0014199 0.16811
1091_49 0.0011001 -2.9581 0.89636 -0.00020514 0.16822
1092_55 0.00095005 -3.0218 0.91872 -0.00013083 0.16825
1094_91 0.00040002 -3.3977 0.94853 7.6681e-05 0.16823
1098_86 0.0010001 -2.9995 0.91175 0.00075944 0.16837
1104_88 0.0017001 -2.7688 0.79740 -0.0013827 0.16811
1122_82 0.00025001 -3.6019 0.94931 9.2796e-05 0.16824
1126_73 0.0015001 -2.8232 0.81975 -0.00097018 0.16814
1138_86 0.0019501 -2.7091 0.77798 -0.0015097 0.16810
1157_35 0.0011501 -2.9388 0.88756 3.4243e-05 0.16826
1159_43 0.0030502 -2.5144 0.72949 -0.0038445 0.16792
1160_38 0.00035002 -3.4558 0.94886 5.2616e-05 0.16823
1162_33 0.0015001 -2.8232 0.81975 -0.00038945 0.16822
1167_88 0.00095005 -3.0218 0.91872 0.00022764 0.16829
1176_29 0.0017001 -2.7688 0.79740 0.0015184 0.16850
1190_32 0.94420 1.2284 0.0039348 1.5294 0.46483
1193_50 0.58078 0.14157 0.043095 -1.2914 0.085762
1197_34 0.00045002 -3.3466 0.94797 -2.0586e-05 0.16822
1201_47 0.00055003 -3.2594 0.94564 -2.7506e-05 0.16823
1205_46 0.00085004 -3.0702 0.92821 -0.00027536 0.16820
1206_82 0.0012501 -2.9025 0.86749 -0.00085512 0.16815
1218_29 0.0015501 -2.8090 0.81352 -0.0011788 0.16814
1228_69 0.0061003 -2.2120 0.64072 -0.0078976 0.16757
1229_38 0.00060003 -3.2216 0.94407 8.5486e-05 0.16825
1253_90 0.0011001 -2.9581 0.89636 0.00013424 0.16828
1254_52 0.00070004 -3.1546 0.93984 0.00024060 0.16829
1258_56 0.0015501 -2.8090 0.81352 -0.0013998 0.16810
1262_62 0.00085004 -3.0702 0.92821 0.00056195 0.16834
1266_90 0.0011001 -2.9581 0.89636 -0.00036831 0.16821
1275_55 0.0015501 -2.8090 0.81352 0.00032780 0.16833
1285_49 0.00085004 -3.0702 0.92821 0.00041888 0.16830
1287_91 0.00075004 -3.1246 0.93671 0.00016910 0.16827
1294_72 0.0012001 -2.9203 0.87760 0.00061336 0.16836
1306_48 0.00080004 -3.0965 0.93293 0.00032480 0.16829
1311_83 0.0015501 -2.8090 0.81352 0.00024938 0.16832
1323_80 0.00090005 -3.0453 0.92324 -0.00035202 0.16819
1339_67 0.00055003 -3.2594 0.94564 -0.00020397 0.16821
1345_80 0.0013001 -2.8855 0.85594 0.00081377 0.16836
1349_86 0.0013501 -2.8691 0.84761 -2.2434e-05 0.16827
1354_69 0.0014501 -2.8380 0.82712 -0.00078516 0.16816
1372_89 0.00060003 -3.2216 0.94407 -0.00012608 0.16822
1392_56 0.00065003 -3.1868 0.94221 -0.00014338 0.16821
1393_44 0.011751 -1.9248 0.56050 0.017215 0.17152
1407_49 0.00085004 -3.0702 0.92821 0.00048743 0.16831
1420_87 0.0010501 -2.9783 0.90438 -0.00063355 0.16817
1441_81 0.020201 -1.6858 0.49422 -0.035863 0.16563
1451_41 0.0014501 -2.8380 0.82712 -0.0010581 0.16814
1452_73 0.00080004 -3.0965 0.93293 -0.00044788 0.16818
1454_89 0.0013001 -2.8855 0.85594 -0.00047027 0.16820
1463_88 0.0011001 -2.9581 0.89636 0.00020911 0.16828
1469_86 0.00080004 -3.0965 0.93293 -0.00017751 0.16821
1473_85 0.0021501 -2.6666 0.76794 -0.0024711 0.16802
1474_46 0.0012001 -2.9203 0.87760 -0.00046940 0.16821
1478_76 0.00090005 -3.0453 0.92324 -0.00042125 0.16818
1482_91 0.00085004 -3.0702 0.92821 -0.00030134 0.16820
1490_77 0.0011501 -2.9388 0.88756 -0.00010422 0.16823
1499_87 0.0010001 -2.9995 0.91175 -0.00039962 0.16820
1503_87 0.00040002 -3.3977 0.94853 0.00026823 0.16827
1504_44 0.0010001 -2.9995 0.91175 -0.00061500 0.16818
1519_71 0.00065003 -3.1868 0.94221 -0.00014645 0.16824
1547_68 0.0031502 -2.5003 0.72465 -0.0029230 0.16795
1555_48 0.0011001 -2.9581 0.89636 0.00013471 0.16826
1560_44 0.00045002 -3.3466 0.94797 -2.6254e-05 0.16822
1565_85 0.055953 -1.2272 0.36572 0.068506 0.18085
1567_81 0.00075004 -3.1246 0.93671 0.00031855 0.16828
1568_68 0.0013001 -2.8855 0.85594 -0.00037685 0.16820
1571_90 0.99985 3.8238 1.3593e-05 1.8063 0.52419
1572_43 0.00090005 -3.0453 0.92324 0.00012914 0.16826
1581_90 0.0010001 -2.9995 0.91175 -0.00034224 0.16821
1582_43 0.00075004 -3.1246 0.93671 -0.00027693 0.16821
1589_78 0.0011001 -2.9581 0.89636 -0.00027106 0.16822
1590_47 0.00090005 -3.0453 0.92324 -0.00024166 0.16820
1592_71 0.0013501 -2.8691 0.84761 -0.0013224 0.16811
1596_64 0.00090005 -3.0453 0.92324 0.00020075 0.16828
1602_66 0.00095005 -3.0218 0.91872 -2.9888e-05 0.16825
1617_39 0.0010001 -2.9995 0.91175 4.5858e-05 0.16825
1629_82 0.0090005 -2.0418 0.60020 -0.011765 0.16726
1635_89 0.00055003 -3.2594 0.94564 -0.00017430 0.16821
1638_73 0.00050003 -3.3008 0.94708 0.00010832 0.16825
1655_39 0.034402 -1.4482 0.42578 -0.063707 0.16370
1660_89 0.00090005 -3.0453 0.92324 0.00034973 0.16832
1689_33 0.0012501 -2.9025 0.86749 -0.00046465 0.16820
1693_34 0.0013501 -2.8691 0.84761 0.00074361 0.16836
1698_72 0.0010501 -2.9783 0.90438 0.00065191 0.16836
1711_32 0.0010001 -2.9995 0.91175 -9.2524e-05 0.16825
1712_49 0.0010501 -2.9783 0.90438 -8.8919e-05 0.16824
1713_55 0.00080004 -3.0965 0.93293 -0.00037144 0.16819
1722_35 0.0013501 -2.8691 0.84761 9.0028e-05 0.16830
1729_36 0.00080004 -3.0965 0.93293 0.00036357 0.16831
1730_80 0.0012001 -2.9203 0.87760 0.00068764 0.16837
1734_75 0.0010001 -2.9995 0.91175 -0.00060039 0.16818
1737_63 0.0012001 -2.9203 0.87760 -7.5195e-05 0.16823
1738_59 0.0010001 -2.9995 0.91175 0.00031403 0.16829
1739_74 0.0010501 -2.9783 0.90438 -0.00023033 0.16820
1748_39 0.00095005 -3.0218 0.91872 -0.00036657 0.16819
1756_47 0.00070004 -3.1546 0.93984 4.3011e-05 0.16824
1770_63 0.0014001 -2.8532 0.83716 -0.00029261 0.16822
1773_87 0.00070004 -3.1546 0.93984 4.7340e-05 0.16823
1794_40 0.00060003 -3.2216 0.94407 0.00012217 0.16824
1817_70 0.0011001 -2.9581 0.89636 -0.00045040 0.16820
1821_80 0.0011501 -2.9388 0.88756 0.00077527 0.16836
1833_86 0.0010001 -2.9995 0.91175 -0.00025835 0.16820
1844_48 0.00075004 -3.1246 0.93671 2.3443e-05 0.16824
1845_67 0.0062503 -2.2014 0.63588 -0.010340 0.16748
1848_75 0.00080004 -3.0965 0.93293 0.00014892 0.16825
1855_28 0.0011001 -2.9581 0.89636 -0.00091471 0.16815
1858_54 0.0013001 -2.8855 0.85594 -0.00040283 0.16820
1859_46 0.00075004 -3.1246 0.93671 -0.00042501 0.16818
1872_74 0.00070004 -3.1546 0.93984 2.5254e-05 0.16824
1881_78 1.0000 1000.0 0.0000 2.3993 0.65394
1889_29 0.00090005 -3.0453 0.92324 -0.00043335 0.16819
1906_56 0.027351 -1.5510 0.45810 -0.061029 0.16440
1907_77 0.00090005 -3.0453 0.92324 0.00068649 0.16835
1911_85 0.0022001 -2.6566 0.76490 0.0024400 0.16868
1926_81 0.0013001 -2.8855 0.85594 -0.0011326 0.16813
1933_85 0.0096505 -2.0112 0.58568 0.0093184 0.16987
1936_69 0.00090005 -3.0453 0.92324 -0.00031794 0.16821
1939_44 0.0015501 -2.8090 0.81352 0.00089975 0.16837
1957_29 0.0019001 -2.7204 0.78092 -0.0017612 0.16806
1961_60 0.0011001 -2.9581 0.89636 2.9001e-05 0.16825
1962_65 0.0013001 -2.8855 0.85594 0.00013410 0.16828
1963_76 0.0012001 -2.9203 0.87760 -0.00064141 0.16817
1968_31 0.0012501 -2.9025 0.86749 -0.00036710 0.16823
1969_57 0.00045002 -3.3466 0.94797 0.00012958 0.16827
1970_65 0.00090005 -3.0453 0.92324 -0.00012848 0.16823
1975_66 0.018851 -1.7164 0.50340 0.020453 0.17191
1978_31 0.00085004 -3.0702 0.92821 0.00038260 0.16831
1983_73 0.00040002 -3.3977 0.94853 0.00011047 0.16824
1995_70 0.00050003 -3.3008 0.94708 0.00012517 0.16825
2029_74 0.0039502 -2.4017 0.69762 0.0041771 0.16899
2033_59 0.00035002 -3.4558 0.94886 9.4463e-05 0.16824
2038_84 0.00065003 -3.1868 0.94221 -0.00018573 0.16821
2046_86 0.0015001 -2.8232 0.81975 0.0011317 0.16843
2057_46 0.0010501 -2.9783 0.90438 -0.00044993 0.16818
2058_72 0.0014001 -2.8532 0.83716 -0.0013412 0.16811
2069_41 0.0013001 -2.8855 0.85594 0.0010397 0.16841
2071_33 0.00080004 -3.0965 0.93293 0.00012180 0.16827
2075_67 0.033302 -1.4628 0.43165 -0.059560 0.16391
2082_38 0.00085004 -3.0702 0.92821 7.5250e-05 0.16825
2087_88 0.00050003 -3.3008 0.94708 -1.9585e-05 0.16822
2100_64 0.00080004 -3.0965 0.93293 0.00031460 0.16827
2110_46 0.00090005 -3.0453 0.92324 0.00022275 0.16827
2118_67 0.014051 -1.8462 0.53711 -0.022765 0.16653
2127_85 0.00075004 -3.1246 0.93671 -0.00023491 0.16821
2135_88 0.00075004 -3.1246 0.93671 0.00052140 0.16831
2148_79 0.012501 -1.8976 0.55327 -0.021667 0.16666
2149_38 0.00075004 -3.1246 0.93671 -8.7220e-05 0.16822
2151_73 0.0019501 -2.7091 0.77798 -0.0016390 0.16808
2153_64 0.032752 -1.4703 0.43311 -0.062854 0.16383
2154_35 0.00080004 -3.0965 0.93293 -0.00051693 0.16818
2160_85 0.0011001 -2.9581 0.89636 0.00062963 0.16834
2175_47 0.00015001 -3.8238 0.94943 1.5047e-05 0.16822
2176_36 0.0010001 -2.9995 0.91175 -0.00018643 0.16823
2196_52 1.0000 1000.0 0.0000 1.8491 0.53365
2204_63 0.012901 -1.8837 0.54769 -0.020939 0.16667
2206_91 0.00080004 -3.0965 0.93293 0.00023294 0.16826
2225_74 0.0011501 -2.9388 0.88756 -0.00026995 0.16821
2227_90 0.014551 -1.8307 0.53314 0.019371 0.17188
2230_45 0.0010001 -2.9995 0.91175 -0.00029587 0.16820
2234_54 0.00080004 -3.0965 0.93293 -4.9145e-05 0.16823
2251_65 0.00095005 -3.0218 0.91872 -0.00061264 0.16817
2258_86 0.00050003 -3.3008 0.94708 -1.8002e-05 0.16822
2261_53 0.00095005 -3.0218 0.91872 2.8910e-06 0.16824
2274_28 0.00060003 -3.2216 0.94407 0.00029399 0.16827
2279_89 0.0014501 -2.8380 0.82712 5.9874e-05 0.16828
2309_69 0.0011001 -2.9581 0.89636 0.00013626 0.16827
2319_62 0.0043502 -2.3596 0.68107 0.0052192 0.16919
2327_69 0.087654 -1.0174 0.29565 -0.19330 0.15583
2329_65 0.00055003 -3.2594 0.94564 -0.00013393 0.16821
2331_32 0.0010501 -2.9783 0.90438 -0.00046463 0.16819
2332_79 0.0020501 -2.6873 0.77163 -0.0032748 0.16800
2334_75 0.0020501 -2.6873 0.77163 0.0013381 0.16845
2335_77 0.0023501 -2.6279 0.75694 -0.0021589 0.16803
2346_63 0.00050003 -3.3008 0.94708 0.00013360 0.16825
2349_51 0.0011501 -2.9388 0.88756 0.0012527 0.16845
2353_52 0.00090005 -3.0453 0.92324 -0.00043838 0.16818
2362_67 0.00060003 -3.2216 0.94407 -7.0562e-05 0.16822
2366_51 0.00075004 -3.1246 0.93671 9.4129e-05 0.16826
2368_47 0.0021501 -2.6666 0.76794 0.0015495 0.16849
2370_29 0.0019501 -2.7091 0.77798 0.0018683 0.16857
2371_47 0.0015501 -2.8090 0.81352 -0.0013665 0.16810
2382_61 0.0011501 -2.9388 0.88756 0.00019554 0.16830
2390_55 0.0012001 -2.9203 0.87760 0.00074713 0.16837
2399_46 0.0010001 -2.9995 0.91175 0.00062448 0.16836
2400_52 0.0010001 -2.9995 0.91175 0.00048714 0.16831
2408_39 0.99990 3.9999 8.0812e-06 1.4446 0.44269
2417_73 0.00060003 -3.2216 0.94407 -0.00011321 0.16821
2425_39 0.98490 1.8144 0.0014994 1.1836 0.38525
2429_57 0.00060003 -3.2216 0.94407 1.6035e-05 0.16823
2446_50 1.0000 1000.0 0.0000 1.7289 0.50691
2454_71 0.00075004 -3.1246 0.93671 0.00012135 0.16825
2455_74 0.0010001 -2.9995 0.91175 0.00010087 0.16826
2456_40 0.00065003 -3.1868 0.94221 -8.5841e-06 0.16823
2468_38 0.0011001 -2.9581 0.89636 -0.00055447 0.16817
2491_55 0.00090005 -3.0453 0.92324 -0.00050787 0.16818
2497_89 0.00030002 -3.5227 0.94913 7.1586e-05 0.16824
2498_87 0.0021001 -2.6768 0.76943 -0.0016261 0.16806
2506_41 0.0067003 -2.1710 0.63027 -0.0093736 0.16747
2520_62 0.0013001 -2.8855 0.85594 -0.00088454 0.16814
2522_52 0.0011001 -2.9581 0.89636 0.00069964 0.16835
2539_46 0.073804 -1.0986 0.31838 -0.15135 0.15806
2550_72 0.00045002 -3.3466 0.94797 0.00019120 0.16825
2554_89 0.0030002 -2.5216 0.73117 -0.0041733 0.16795
2558_66 0.00040002 -3.3977 0.94853 -0.00020300 0.16821
2564_64 0.00095005 -3.0218 0.91872 0.00052325 0.16831
2587_81 0.0014001 -2.8532 0.83716 -0.00052577 0.16820
2601_85 0.0011001 -2.9581 0.89636 0.00023943 0.16828
2603_46 0.00050003 -3.3008 0.94708 5.1881e-05 0.16823
2604_80 0.046852 -1.3084 0.38471 -0.090465 0.16195
2607_77 0.00080004 -3.0965 0.93293 -8.8154e-05 0.16823
2621_80 0.00065003 -3.1868 0.94221 -0.00036807 0.16819
2623_86 0.0012501 -2.9025 0.86749 -0.00037864 0.16822
2646_90 0.0011501 -2.9388 0.88756 -0.00057728 0.16819
2647_80 0.0043502 -2.3596 0.68107 0.0051715 0.16919
2648_55 0.00095005 -3.0218 0.91872 -1.1865e-05 0.16825
2672_52 0.0039502 -2.4017 0.69762 -0.0045385 0.16784
