locus,prob,log10(PO),qval,alpha,fst,log10q,outlier
8194_39,1,1000,0,2.0846,0.58633,-Inf,True
8217_47,0.89669,0.93852,0.0062907,1.0351,0.35659,-2.20130102558454,True
8277_67,1,1000,0,1.5332,0.46254,-Inf,True
8499_62,0.73209,0.43657,0.02077,1.1457,0.38921,-1.6825635034649,True
8534_89,0.9917,2.0773,0.00059026,1.4791,0.45119,-3.22895664650585,True
8569_91,1,1000,0,1.9855,0.56515,-Inf,True
8746_52,0.95995,1.3796,0.002522,1.617,0.48355,-2.59825491776294,True
8820_64,1,1000,0,1.4487,0.44351,-Inf,True
8936_51,0.89529,0.932,0.0068982,1.4961,0.4596,-2.16126421825549,True
9158_70,0.9852,1.8232,0.0013092,1.2766,0.40598,-2.88299400336403,True
9211_65,1,1000,0,1.8737,0.54,-Inf,True
9355_49,0.9998,3.6989,1.7144e-05,1.3238,0.4155,-4.76588784196623,True
9434_65,0.9999,3.9999,8.0812e-06,1.861,0.53616,-5.092524144834,True
9456_30,1,1000,0,1.7637,0.51476,-Inf,True
9585_44,0.79214,0.58103,0.014092,1.2406,0.40751,-1.8510273654908,True
9684_29,0.89959,0.95229,0.0056843,1.5016,0.4606,-2.24532300940284,True
9714_35,1,1000,0,1.8765,0.53991,-Inf,True
9717_52,1,1000,0,1.8722,0.53921,-Inf,True
9731_66,1,1000,0,1.4489,0.44351,-Inf,True
9896_83,0.9946,2.2652,0.00036126,1.468,0.44853,-3.44218012240921,True
10022_55,1,1000,0,1.5829,0.47381,-Inf,True
10079_72,0.94015,1.1961,0.004291,1.5127,0.46129,-2.36744148546733,True
10440_61,1,1000,0,2.4397,0.66016,-Inf,True
10460_54,1,1000,0,2.3481,0.64324,-Inf,True
10785_73,1,1000,0,2.1299,0.59576,-Inf,True
10828_61,0.9988,2.9203,9.5803e-05,1.6024,0.47854,-4.01862089109843,True
10840_73,0.97565,1.6028,0.0020964,1.5871,0.47622,-2.67852584896944,True
11019_91,0.89344,0.92349,0.0075096,1.1325,0.37834,-2.1243831951422,True
11190_87,1,1000,0,2.619,0.69745,-Inf,True
11509_69,1,1000,0,2.0787,0.58547,-Inf,True
11686_51,0.60808,0.19076,0.037208,-1.3521,0.081853,-1.42936367349654,True
11736_75,0.9796,1.6814,0.0018168,1.5955,0.47797,-2.74069287878832,True
11759_75,1,1000,0,2.347,0.64198,-Inf,True
11761_60,1,1000,0,2.3137,0.63542,-Inf,True
11951_82,1,1000,0,1.7649,0.51502,-Inf,True
12254_48,1,1000,0,1.782,0.51899,-Inf,True
12320_71,0.99995,4.301,3.1916e-06,1.7608,0.51409,-5.49599154359895,True
12670_30,0.86239,0.79707,0.010337,1.1551,0.38472,-1.98560548372646,True
12693_72,1,1000,0,2.0306,0.5739,-Inf,True
13107_82,1,1000,0,2.011,0.57087,-Inf,True
13152_71,1,1000,0,1.7365,0.50862,-Inf,True
13221_69,1,1000,0,2.085,0.58737,-Inf,True
13384_90,0.76814,0.52021,0.015358,1.2616,0.41327,-1.81366533674705,True
13518_85,1,1000,0,2.0472,0.57882,-Inf,True
13556_86,0.70034,0.36867,0.025257,0.81458,0.31658,-1.5976182357609,True
13597_35,1,1000,0,2.7223,0.71591,-Inf,True
13650_74,0.99995,4.301,3.1916e-06,1.5711,0.47129,-5.49599154359895,True
13917_31,0.52083,0.036199,0.049821,0.6349,0.2849,-1.30258755961518,True
14011_86,0.76244,0.50643,0.016643,0.95824,0.34552,-1.77876838681859,True
14117_54,1,1000,0,1.7933,0.52174,-Inf,True
14305_64,1,1000,0,2.0104,0.56984,-Inf,True
14720_65,1,1000,0,2.123,0.59549,-Inf,True
14810_81,0.71029,0.38946,0.023716,0.89246,0.33352,-1.62495855832707,True
14852_48,1,1000,0,1.901,0.54588,-Inf,True
15373_43,0.9957,2.3646,0.00028978,1.5431,0.46534,-3.53793159191306,True
15473_44,1,1000,0,2.2296,0.61771,-Inf,True
15573_81,0.9999,3.9999,8.0812e-06,1.3389,0.4188,-5.092524144834,True
15615_75,1,1000,0,1.6491,0.4889,-Inf,True
15748_37,1,1000,0,2.3468,0.64251,-Inf,True
15780_34,1,1000,0,1.5516,0.46672,-Inf,True
15791_77,0.99685,2.5003,0.00020203,1.6887,0.49803,-3.69458413616196,True
15828_89,0.99965,3.4558,3.0002e-05,1.4996,0.45517,-4.52284979327993,True
16057_61,0.93715,1.1735,0.0046616,1.2709,0.40703,-2.33146499491791,True
16456_30,0.97905,1.6696,0.001946,1.3671,0.42667,-2.71085716406767,True
16517_67,0.9956,2.3546,0.00032189,1.6234,0.48345,-3.49229251512016,True
17016_46,1,1000,0,2.1213,0.59518,-Inf,True
17097_62,0.9592,1.3712,0.0027738,1.6197,0.48421,-2.55692485617827,True
17267_57,1,1000,0,2.2072,0.61409,-Inf,True
17625_52,0.986,1.8477,0.0011179,1.5036,0.45694,-2.95159704384726,True
17825_50,1,1000,0,2.2389,0.61926,-Inf,True
17835_82,1,1000,0,1.8561,0.53567,-Inf,True
17870_82,1,1000,0,1.9702,0.56179,-Inf,True
17898_53,0.84639,0.74116,0.01119,1.0259,0.35673,-1.95116991347165,True
18043_70,1,1000,0,2.0663,0.58324,-Inf,True
18075_88,1,1000,0,2.4862,0.67113,-Inf,True
18196_91,0.99105,2.0443,0.00071041,1.2528,0.40035,-3.14849093389295,True
18476_33,1,1000,0,2.0512,0.57966,-Inf,True
18566_86,0.88289,0.87733,0.0081778,1.4598,0.45208,-2.08736351495538,True
18615_90,1,1000,0,2.1087,0.59109,-Inf,True
18741_63,1,1000,0,2.4696,0.66773,-Inf,True
18938_79,0.9557,1.3339,0.0033109,1.5513,0.46916,-2.48005393616247,True
19037_28,0.87159,0.83173,0.0095704,1.4431,0.44891,-2.01906991027306,True
19094_49,0.9854,1.8292,0.0012135,1.6969,0.5002,-2.91596021933205,True
19183_90,0.99975,3.6019,2.1496e-05,1.7583,0.51338,-4.66764234657489,True
19360_67,1,1000,0,2.1675,0.60456,-Inf,True
19458_30,1,1000,0,2.2427,0.62023,-Inf,True
19772_39,1,1000,0,1.8601,0.53663,-Inf,True
20128_60,1,1000,0,1.6895,0.4981,-Inf,True
20154_72,0.99945,3.2594,4.2923e-05,1.75,0.51157,-4.36730993167548,True
20230_54,0.65898,0.2861,0.031662,0.7762,0.3099,-1.49946165543923,True
20473_75,1,1000,0,2.0036,0.56831,-Inf,True
20586_75,1,1000,0,1.5889,0.47519,-Inf,True
20672_73,0.88089,0.86899,0.0088501,1.0427,0.35903,-2.05305182204762,True
20719_30,0.9975,2.601,0.00013224,1.4051,0.43408,-3.87863715943661,True
21296_44,0.99945,3.2594,4.2923e-05,1.418,0.43674,-4.36730993167548,True
21419_81,1,1000,0,1.9684,0.56046,-Inf,True
21748_28,0.59603,0.16892,0.041095,0.96301,0.35483,-1.38621101521651,True
21829_90,0.64738,0.26386,0.033406,0.71231,0.29649,-1.47617552322231,True
22526_47,0.99215,2.1017,0.0004756,1.2583,0.40149,-3.32275815405335,True
22563_78,1,1000,0,1.944,0.55558,-Inf,True
22800_60,1,1000,0,1.9311,0.55244,-Inf,True
22923_53,1,1000,0,2.464,0.66656,-Inf,True
22978_85,0.9716,1.5341,0.0022718,1.1993,0.38948,-2.64362990479184,True
23057_90,1,1000,0,2.1631,0.60436,-Inf,True
23203_56,0.9851,1.8203,0.0014043,1.2818,0.40722,-2.8525401041529,True
23233_91,0.74304,0.46114,0.019357,0.88498,0.3302,-1.71316194994099,True
23364_76,0.99995,4.301,3.1916e-06,1.3821,0.42848,-5.49599154359895,True
23402_69,0.99995,4.301,3.1916e-06,1.4681,0.44788,-5.49599154359895,True
23449_84,0.99155,2.0694,0.00064891,1.456,0.44598,-3.18781553311301,True
23650_52,1,1000,0,2.04,0.5763,-Inf,True
23727_36,0.98685,1.8753,0.00093664,1.2203,0.39326,-3.0284272992463,True
23944_64,0.9999,3.9999,8.0812e-06,1.4125,0.43544,-5.092524144834,True
23992_46,0.69253,0.35265,0.028374,0.91134,0.33837,-1.54707943560093,True
24372_49,0.52623,0.045602,0.047573,-1.1835,0.093142,-1.32263946068091,True
24451_47,1,1000,0,2.2818,0.62931,-Inf,True
24467_66,0.99985,3.8238,1.3593e-05,1.4083,0.43451,-4.86668468310115,True
24643_67,1,1000,0,2.0581,0.58139,-Inf,True
24680_34,0.99965,3.4558,3.0002e-05,1.3336,0.41773,-4.52284979327993,True
24751_43,0.9989,2.9581,7.6927e-05,1.567,0.47057,-4.11392120385304,True
24910_64,0.61793,0.2088,0.035291,-1.4483,0.079023,-1.45233603536832,True
24985_69,0.9847,1.8086,0.0015946,1.6994,0.50088,-2.79734824024266,True
25009_49,1,1000,0,2.3398,0.64154,-Inf,True
25028_90,0.99685,2.5003,0.00020203,1.7695,0.51588,-3.69458413616196,True
25170_36,0.9988,2.9203,9.5803e-05,1.3367,0.41856,-4.01862089109843,True
25225_45,0.9964,2.4421,0.00022921,1.7542,0.5125,-3.63976643884217,True
25241_70,1,1000,0,1.7534,0.51264,-Inf,True
25250_29,0.9979,2.6768,0.00011251,1.3136,0.41348,-3.9488088753143,True
25416_62,0.99955,3.3466,3.3785e-05,1.6133,0.48095,-4.47127607673901,True
