Locus	fst	chromosome	position
499	4541	-0.0035	LG21	3250882
500	4550	0.0077	LG12	17753872
501	4556	0.0764	LG09	1872502
502	4568	-1e-04	LG12	4779086
503	4570	-0.0223	LG21	5426321
504	4575	-0.0059	LG13	16159529
505	4578	-0.0027	LG15	18490187
506	4596	-3e-04	LG08	1761739
507	4599	0.1729	LG23	4023710
508	4609	-0.0097	LG08	24762010
509	4615	-0.0053	LG09	3670506
510	4620	-9e-04	LG10	7813485
511	4637	0.012	LG07	15411923
512	4643	2e-04	LG13	5556883
513	4661	0.017	LG19	14510561
514	4664	-0.0017	LG13	19009504
515	4671	0.002	LG13	16647496
516	4696	0.0065	LG11	24477363
517	4702	0.0119	LG09	9449210
518	4711	-0.0076	LG12	8167261
519	4715	0.0983	LG15	1253762
520	4720	-0.0047	LG18	19645438
521	4734	0.1247	LG17	16510645
522	4739	-0.0034	LG01	6163089
523	4744	-0.0064	LG19	11917050
524	4747	0.0277	LG03	27467753
525	4754	0.0056	LG14	25213748
526	4759	0.0089	LG22	19809786
527	4766	-0.0023	LG20	21148698
528	4775	-0.0069	LG22	12376372
529	4777	0.0283	LG04	25625757
530	4779	0.0095	LG03	16989964
531	4782	-0.0076	LG16	29902249
532	4799	0.0126	LG06	6902120
533	4818	-0.0017	LG05	13382747
534	4824	-0.0014	LG15	19559265
535	4837	-0.0022	LG11	18564220
536	4852	-0.0011	LG15	24781633
537	4856	0.0887	LG07	20645188
538	4885	-0.0015	LG17	11306859
539	4887	0.0213	LG06	22208449
540	4891	8e-04	LG08	15555865
541	4893	7e-04	LG17	7310048
542	4898	0.0031	LG04	30578438
543	4901	0.0292	LG11	26061747
544	4905	0.0046	LG03	11011877
545	4909	0.013	LG01	24794728
546	4911	0.0066	LG20	24092274
547	4939	0.0183	LG20	22418798
548	4950	0.0181	LG20	14422635
549	4956	0.0039	LG11	10490527
550	4960	-0.0016	LG09	17810629
551	4989	-0.0036	LG14	12252629
552	4998	0.0014	LG04	29833176
553	5001	0.0619	LG21	8264744
554	5002	0.0094	LG10	1370047
555	5003	0.007	LG11	16390445
556	5016	-0.0103	LG22	4547210
557	5023	0.0107	LG01	214443
558	5035	0.0108	LG22	16170968
559	5060	-0.007	LG08	9590391
560	5071	0.0037	LG05	2633866
561	5079	-0.0052	LG03	3440963
562	5124	0.0041	LG09	5713978
563	5133	-0.0018	LG12	19492744
564	5137	-0.0081	LG19	5823389
565	5151	-0.0075	LG14	12928347
566	5155	0	LG20	13444345
567	5169	0.0266	LG21	12135222
568	5174	2e-04	LG09	10347416
569	5189	0.0231	LG17	17473894
570	5196	0.025	LG02	16247316
571	5198	0.0248	LG09	1393709
572	5201	-0.0055	LG23	17880932
573	5203	-0.01	LG10	5542453
574	5206	-0.001	LG08	18013058
575	5208	-0.0097	LG01	2044448
576	5217	0.0446	LG10	16892961
577	5273	0.0726	LG22	4266854
578	5288	0.0045	LG16	27216949
579	5322	5e-04	LG07	4796419
580	5333	1e-04	LG14	17190035
581	5334	0.0026	LG20	5780115
582	5336	0.0171	LG06	20059538
583	5367	0.0199	LG06	2752880
584	5387	0.0057	LG22	10727070
585	5396	7e-04	LG12	17700891
586	5398	1e-04	LG18	8286073
587	5413	6e-04	LG03	29071150
588	5427	-0.0084	LG05	18739983
589	5431	5e-04	LG23	5415195
590	5437	-0.0018	LG23	9601195
591	5442	0.0117	LG03	7519450
592	5452	0.0174	LG18	7795023
593	5461	-0.001	LG03	14545616
594	5464	0.0127	LG11	22086835
595	5465	0.0105	LG06	22757568
596	5475	0.0138	LG13	10028046
597	5476	0.025	LG12	468391
598	5481	-0.0025	LG05	5118361
599	5501	-0.0032	LG18	14588802
600	5516	-0.0026	LG22	5381422
601	5520	0.0072	LG04	18708578
602	5524	0.0025	LG03	18033180
603	5534	0.0058	LG19	19103458
604	5538	0.0109	LG23	9616094
605	5560	-0.0012	LG13	17284812
606	5569	0.0062	LG01	23205145
607	5570	0.0046	LG23	13796931
608	5572	0.018	LG11	25112679
609	5576	0.0047	LG06	7858844
610	5580	0.0034	LG14	8286307
611	5584	0.022	LG01	15478086
612	5586	0.0121	LG23	5729686
613	5594	-0.0061	LG10	23722049
614	5600	-0.0013	LG05	20613309
615	5606	0.022	LG18	8168863
616	5610	-8e-04	LG06	6965868
617	5614	0.0015	LG11	23808690
618	5623	-0.0075	LG08	7239686
619	5624	0.0034	LG05	3688022
620	5632	0.0117	LG21	17876423
621	5633	0.0132	LG23	7996770
622	5636	0.0427	LG15	8532891
623	5654	-0.0022	LG20	10038052
624	5662	-0.0058	LG23	10116938
625	5672	4e-04	LG12	20538654
626	5673	-0.0016	LG23	2607933
627	5679	0.0071	LG15	19847386
628	5688	0.0349	LG03	6697589
629	5692	-0.0032	LG02	4299155
630	5707	0.1525	LG04	12296490
631	5719	0.0011	LG06	11439647
632	5730	1e-04	LG16	5110535
633	5738	0.0137	LG05	19319935
634	5739	0.0015	LG07	30391639
635	5741	-0.0037	LG13	11956213
636	5746	-0.002	LG04	28800174
637	5754	-2e-04	LG04	5682240
638	5765	-0.0036	LG21	7389806
639	5770	0.0017	LG06	9501622
640	5776	0.0129	LG23	1598146
641	5781	0.0041	LG14	5998727
642	5817	-0.0037	LG12	17403958
643	5819	0.0088	LG02	2217111
644	5824	0.0066	LG04	9835263
645	5834	-0.0029	LG08	10268342
646	5836	-0.009	LG16	23936085
647	5844	0.0075	LG08	9557314
648	5845	0.0052	LG13	14709344
649	5859	0.0101	LG23	5934977
650	5891	0.0444	LG22	6395073
651	5892	0.006	LG14	4398890
652	5894	-9e-04	LG01	5179409
653	5897	-0.0035	LG17	5256866
654	5923	0.0044	LG21	20491767
655	5930	-0.009	LG09	14503032
656	5935	0.0179	LG19	3809995
657	5945	0.0193	LG14	12869078
658	5946	0.0064	LG07	2718878
659	5952	-0.0026	LG23	17392054
660	5962	0.0039	LG10	5834804
661	5966	0.0155	LG11	3737428
662	5973	-4e-04	LG17	6461537
663	6026	0.0076	LG20	22696754
664	6031	-0.0019	LG15	4924703
665	6040	-0.0049	LG10	22004225
666	6069	-0.005	LG06	5096580
667	6071	0.0072	LG12	25107373
668	6080	0.0108	LG23	8352729
669	6085	0.0207	LG21	15957906
670	6094	-0.0025	LG12	8466885
671	6099	0.0178	LG09	6849550
672	6100	0.0067	LG17	15529893
673	6112	0.0017	LG06	12940167
674	6144	-0.0071	LG12	6428619
675	6157	0.0309	LG06	14713694
676	6158	-0.0043	LG11	24273058
677	6182	0.018	LG04	17601862
678	6203	0.0214	LG11	6456108
679	6218	0.0096	LG01	18938963
680	6220	0.0252	LG01	15305774
681	6225	-0.0019	LG01	17343059
682	6229	0	LG08	18383781
683	6230	1e-04	LG18	7614232
684	6244	0.0042	LG15	7405534
685	6259	-0.0107	LG04	26274693
686	6292	-2e-04	LG05	11214699
687	6298	0.0033	LG07	19290922
688	6312	0.0064	LG12	26603732
689	6314	-0.0028	LG21	17634614
690	6315	3e-04	LG16	4018052
691	6318	-0.0079	LG22	4155074
692	6333	-0.0115	LG20	1257328
693	6357	-2e-04	LG07	25230566
694	6377	0.0197	LG11	27229186
695	6384	0.0013	LG04	6617904
696	6388	0.0044	LG22	4388180
697	6393	0.039	LG04	31961476
698	6399	3e-04	LG14	5683106
699	6403	-0.0023	LG16	8943107
700	6408	2e-04	LG19	14198859
701	6417	8e-04	LG15	20574788
702	6426	-0.0074	LG17	8751324
703	6431	0.0013	LG03	8422729
704	6432	0.1754	LG19	17798082
705	6441	0.1213	LG02	8567129
706	6443	0.003	LG19	20268119
707	6462	0.0099	LG12	25449456
708	6467	-0.0043	LG17	6538332
709	6484	0.0074	LG11	1042714
710	6487	0.009	LG16	10711332
711	6520	-0.007	LG19	9865843
712	6522	4e-04	LG04	23060319
713	6526	-0.0076	LG15	25143238
714	6540	0.0033	LG14	2424570
715	6550	-0.0028	LG11	6909678
716	6554	-6e-04	LG05	4972861
717	6563	0.0115	LG19	7243278
718	6565	-0.0013	LG22	13653995
719	6567	0.0036	LG04	5614539
720	6593	0.0531	LG17	849889
721	6597	0.0207	LG14	17715921
722	6602	0.0186	LG16	27639940
723	6604	0.0023	LG18	1703870
724	6608	-0.0049	LG14	4655642
725	6609	-0.0057	LG04	6791037
726	6617	-7e-04	LG22	4318361
727	6631	-0.0018	LG14	15779407
728	6638	-0.0052	LG23	16622970
729	6640	0.0326	LG04	4559510
730	6652	-0.0041	LG06	16314186
731	6657	0.0026	LG03	7628668
732	6658	0.0298	LG15	22394483
733	6672	-5e-04	LG04	31308425
734	6675	-0.0042	LG18	13914452
735	6677	0.0068	LG19	5644692
736	6690	0.0035	LG06	3601332
737	6701	0.0072	LG10	7469127
738	6709	0.0031	LG02	8318815
739	6721	-0.008	LG21	14929531
740	6728	0.0018	LG03	17912149
741	6729	-0.0041	LG11	19415556
742	6735	-1e-04	LG18	13764485
743	6757	0.0035	LG11	5861158
744	6768	-0.0049	LG03	22113564
745	6769	-0.0097	LG11	1333122
746	6771	-0.0058	LG08	6712888
747	6773	8e-04	LG18	13092359
748	6801	-9e-04	LG01	23099470
749	6802	0.006	LG22	7924236
750	6803	0.0195	LG11	2541190
751	6810	-0.0016	LG06	14645377
752	6816	4e-04	LG23	3208908
753	6833	-0.0032	LG06	8602962
754	6835	-0.0031	LG16	27854868
755	6845	0.0088	LG18	15567870
756	6860	0.0403	LG18	4956850
757	6870	0.0188	LG17	18989918
758	6877	-0.0021	LG16	23192196
759	6882	-0.0069	LG07	8078705
760	6887	0.012	LG02	11466154
761	6890	-0.0025	LG11	11780929
762	6894	0.0018	LG07	6888721
763	6899	0.0159	LG19	11783148
764	6910	0.0048	LG08	14381535
765	6925	-0.0074	LG16	10109560
766	6926	0.0164	LG15	8356855
767	6938	0.0097	LG15	8293172
768	6944	0.0145	LG05	18764110
769	6947	0.0138	LG20	16306049
770	6953	-0.0021	LG23	8013738
771	6962	0.0099	LG19	17900522
