locus	n_missing	p_missing
392_34	11	0.0170807453416
397_75	434	0.673913043478
400_48	179	0.277950310559
404_77	30	0.0465838509317
406_87	57	0.0885093167702
407_85	352	0.546583850932
410_60	50	0.0776397515528
411_53	7	0.0108695652174
415_88	35	0.054347826087
416_82	358	0.555900621118
419_59	14	0.0217391304348
420_65	12	0.0186335403727
422_68	10	0.0155279503106
425_88	6	0.00931677018634
428_87	58	0.0900621118012
432_46	48	0.0745341614907
440_43	83	0.128881987578
443_89	270	0.419254658385
444_62	343	0.532608695652
445_54	51	0.0791925465839
448_49	35	0.054347826087
453_59	32	0.0496894409938
457_75	19	0.0295031055901
461_65	339	0.526397515528
462_62	124	0.192546583851
463_77	10	0.0155279503106
472_84	2	0.00310559006211
479_64	5	0.00776397515528
480_64	20	0.0310559006211
481_87	66	0.10248447205
485_55	5	0.00776397515528
486_50	34	0.0527950310559
489_64	401	0.622670807453
490_42	1	0.00155279503106
492_85	9	0.0139751552795
494_59	11	0.0170807453416
498_79	30	0.0465838509317
508_50	62	0.0962732919255
511_64	36	0.055900621118
512_73	11	0.0170807453416
514_78	10	0.0155279503106
522_56	11	0.0170807453416
525_48	48	0.0745341614907
528_85	30	0.0465838509317
530_91	50	0.0776397515528
531_65	31	0.0481366459627
532_90	401	0.622670807453
534_53	17	0.026397515528
535_75	1	0.00155279503106
541_28	14	0.0217391304348
542_39	377	0.585403726708
545_39	6	0.00931677018634
548_43	46	0.0714285714286
549_38	16	0.0248447204969
552_88	8	0.0124223602484
554_63	107	0.166149068323
557_40	9	0.0139751552795
559_52	328	0.509316770186
560_41	13	0.0201863354037
561_29	9	0.0139751552795
566_51	81	0.125776397516
571_34	42	0.0652173913043
573_75	4	0.00621118012422
576_56	15	0.0232919254658
579_47	5	0.00776397515528
583_77	16	0.0248447204969
584_78	5	0.00776397515528
587_41	71	0.110248447205
589_59	6	0.00931677018634
591_83	54	0.083850931677
592_62	18	0.027950310559
594_43	12	0.0186335403727
597_34	10	0.0155279503106
605_85	14	0.0217391304348
606_68	27	0.0419254658385
612_65	2	0.00310559006211
613_30	4	0.00621118012422
616_42	11	0.0170807453416
617_66	4	0.00621118012422
618_35	18	0.027950310559
630_79	25	0.0388198757764
632_85	81	0.125776397516
642_34	210	0.326086956522
644_85	3	0.00465838509317
647_56	20	0.0310559006211
652_44	36	0.055900621118
660_41	5	0.00776397515528
661_56	396	0.614906832298
663_90	87	0.135093167702
669_43	14	0.0217391304348
671_70	12	0.0186335403727
673_76	16	0.0248447204969
675_61	3	0.00465838509317
682_67	340	0.527950310559
691_74	46	0.0714285714286
694_47	3	0.00465838509317
695_52	6	0.00931677018634
700_40	9	0.0139751552795
705_76	10	0.0155279503106
707_85	16	0.0248447204969
708_48	7	0.0108695652174
711_48	37	0.0574534161491
714_84	40	0.0621118012422
716_59	21	0.0326086956522
719_48	4	0.00621118012422
721_39	24	0.0372670807453
730_60	16	0.0248447204969
733_28	15	0.0232919254658
734_45	6	0.00931677018634
735_70	2	0.00310559006211
737_90	3	0.00465838509317
739_62	29	0.0450310559006
741_54	178	0.276397515528
746_62	21	0.0326086956522
752_70	11	0.0170807453416
756_31	9	0.0139751552795
765_32	5	0.00776397515528
766_64	5	0.00776397515528
768_53	5	0.00776397515528
769_63	48	0.0745341614907
772_85	4	0.00621118012422
780_34	16	0.0248447204969
786_29	2	0.00310559006211
791_46	4	0.00621118012422
792_76	122	0.189440993789
796_72	16	0.0248447204969
801_79	53	0.082298136646
802_62	4	0.00621118012422
803_85	3	0.00465838509317
804_81	6	0.00931677018634
805_81	49	0.0760869565217
813_74	5	0.00776397515528
815_86	5	0.00776397515528
816_64	6	0.00931677018634
817_43	374	0.580745341615
820_47	13	0.0201863354037
825_91	58	0.0900621118012
829_85	16	0.0248447204969
830_70	64	0.0993788819876
832_82	2	0.00310559006211
833_34	14	0.0217391304348
834_79	25	0.0388198757764
841_61	14	0.0217391304348
844_47	81	0.125776397516
845_42	10	0.0155279503106
860_62	13	0.0201863354037
862_89	16	0.0248447204969
885_35	48	0.0745341614907
888_53	41	0.0636645962733
898_64	6	0.00931677018634
899_77	2	0.00310559006211
900_89	96	0.149068322981
901_90	112	0.173913043478
907_40	61	0.0947204968944
917_50	3	0.00465838509317
925_70	11	0.0170807453416
926_29	30	0.0465838509317
927_91	52	0.0807453416149
929_70	238	0.369565217391
936_53	11	0.0170807453416
940_90	53	0.082298136646
941_65	7	0.0108695652174
943_84	37	0.0574534161491
950_45	10	0.0155279503106
951_69	5	0.00776397515528
952_76	7	0.0108695652174
954_34	0	0.0
960_51	5	0.00776397515528
962_65	34	0.0527950310559
964_90	34	0.0527950310559
966_61	42	0.0652173913043
969_48	12	0.0186335403727
974_81	3	0.00465838509317
982_86	14	0.0217391304348
983_51	8	0.0124223602484
986_29	10	0.0155279503106
992_35	12	0.0186335403727
993_58	16	0.0248447204969
994_89	488	0.757763975155
996_85	9	0.0139751552795
1000_37	18	0.027950310559
1002_68	7	0.0108695652174
1007_79	39	0.0605590062112
1011_81	33	0.0512422360248
1017_58	28	0.0434782608696
1020_35	13	0.0201863354037
1027_35	3	0.00465838509317
1031_39	13	0.0201863354037
1036_89	131	0.203416149068
1037_64	58	0.0900621118012
1042_62	5	0.00776397515528
1046_48	6	0.00931677018634
1047_79	13	0.0201863354037
1048_91	76	0.11801242236
1052_84	21	0.0326086956522
1053_44	9	0.0139751552795
1054_84	12	0.0186335403727
1055_50	59	0.0916149068323
1056_89	40	0.0621118012422
1058_87	366	0.568322981366
1059_71	32	0.0496894409938
1066_48	48	0.0745341614907
1071_83	6	0.00931677018634
1073_31	2	0.00310559006211
1076_60	6	0.00931677018634
1078_82	10	0.0155279503106
1081_54	7	0.0108695652174
1082_35	72	0.111801242236
1085_57	4	0.00621118012422
1089_36	8	0.0124223602484
1091_49	27	0.0419254658385
1092_55	14	0.0217391304348
1094_91	4	0.00621118012422
1095_69	47	0.0729813664596
1098_86	8	0.0124223602484
1104_88	55	0.0854037267081
1113_84	355	0.551242236025
1121_83	5	0.00776397515528
1122_82	13	0.0201863354037
1126_73	13	0.0201863354037
1129_33	42	0.0652173913043
1132_65	1	0.00155279503106
1135_74	492	0.76397515528
1137_63	5	0.00776397515528
1138_86	14	0.0217391304348
1141_87	25	0.0388198757764
1145_84	101	0.156832298137
1152_84	47	0.0729813664596
1153_60	37	0.0574534161491
1155_91	229	0.355590062112
1157_35	19	0.0295031055901
1159_43	121	0.187888198758
1160_38	14	0.0217391304348
1161_55	98	0.152173913043
1162_33	15	0.0232919254658
1167_88	1	0.00155279503106
1171_73	6	0.00931677018634
1176_29	6	0.00931677018634
1189_65	316	0.490683229814
1190_32	31	0.0481366459627
1191_79	402	0.624223602484
1193_50	5	0.00776397515528
1197_34	49	0.0760869565217
1201_47	41	0.0636645962733
1205_46	52	0.0807453416149
1206_82	22	0.0341614906832
1213_70	7	0.0108695652174
1217_38	5	0.00776397515528
1218_29	192	0.298136645963
1221_77	13	0.0201863354037
1228_69	54	0.083850931677
1229_38	23	0.0357142857143
1242_59	45	0.0698757763975
1253_90	65	0.100931677019
1254_52	10	0.0155279503106
1258_56	10	0.0155279503106
1262_62	13	0.0201863354037
1263_63	21	0.0326086956522
1266_90	6	0.00931677018634
1275_55	16	0.0248447204969
1278_32	7	0.0108695652174
1285_49	23	0.0357142857143
1287_91	23	0.0357142857143
1289_59	7	0.0108695652174
1290_76	86	0.133540372671
1294_72	18	0.027950310559
1296_57	12	0.0186335403727
1299_89	384	0.596273291925
1303_58	11	0.0170807453416
1306_48	9	0.0139751552795
1311_83	4	0.00621118012422
1319_91	476	0.739130434783
1321_71	5	0.00776397515528
1322_89	229	0.355590062112
1323_80	39	0.0605590062112
1339_67	3	0.00465838509317
1345_80	36	0.055900621118
1348_56	63	0.0978260869565
1349_86	2	0.00310559006211
1354_69	5	0.00776397515528
1360_66	16	0.0248447204969
1363_88	2	0.00310559006211
1369_38	30	0.0465838509317
1372_89	4	0.00621118012422
1379_91	74	0.114906832298
1380_68	361	0.560559006211
1384_33	11	0.0170807453416
1392_56	15	0.0232919254658
1393_44	21	0.0326086956522
1403_74	95	0.14751552795
1407_49	154	0.239130434783
1411_51	9	0.0139751552795
1412_84	22	0.0341614906832
1420_87	21	0.0326086956522
1421_76	15	0.0232919254658
1441_81	19	0.0295031055901
1451_41	50	0.0776397515528
1452_73	16	0.0248447204969
1454_89	8	0.0124223602484
1463_88	10	0.0155279503106
1467_34	260	0.403726708075
1469_86	31	0.0481366459627
1473_85	11	0.0170807453416
1474_46	6	0.00931677018634
1478_76	20	0.0310559006211
1482_91	15	0.0232919254658
1490_77	28	0.0434782608696
1499_87	36	0.055900621118
1501_65	7	0.0108695652174
1503_87	29	0.0450310559006
1504_44	19	0.0295031055901
1506_76	49	0.0760869565217
1515_55	398	0.61801242236
1519_71	14	0.0217391304348
1521_59	96	0.149068322981
1523_63	40	0.0621118012422
1528_47	342	0.531055900621
1536_45	347	0.538819875776
1538_63	56	0.0869565217391
1547_68	21	0.0326086956522
1553_29	11	0.0170807453416
1555_48	2	0.00310559006211
1560_44	9	0.0139751552795
1561_30	320	0.496894409938
1565_85	15	0.0232919254658
1566_56	17	0.026397515528
1567_81	9	0.0139751552795
1568_68	40	0.0621118012422
1571_90	19	0.0295031055901
1572_43	5	0.00776397515528
1576_88	339	0.526397515528
1577_91	18	0.027950310559
1581_90	175	0.271739130435
1582_43	5	0.00776397515528
1589_78	4	0.00621118012422
1590_47	23	0.0357142857143
1592_71	2	0.00310559006211
1593_79	5	0.00776397515528
1596_64	28	0.0434782608696
1600_79	109	0.169254658385
1602_66	2	0.00310559006211
1617_39	2	0.00310559006211
1620_36	27	0.0419254658385
1624_79	6	0.00931677018634
1629_82	23	0.0357142857143
1635_89	35	0.054347826087
1638_73	32	0.0496894409938
1655_39	10	0.0155279503106
1660_89	2	0.00310559006211
1663_51	120	0.186335403727
1689_33	27	0.0419254658385
1693_34	5	0.00776397515528
1698_72	16	0.0248447204969
1701_79	8	0.0124223602484
1702_39	449	0.697204968944
1704_84	208	0.32298136646
1711_32	11	0.0170807453416
1712_49	45	0.0698757763975
1713_55	2	0.00310559006211
1722_35	3	0.00465838509317
1723_90	63	0.0978260869565
1729_36	7	0.0108695652174
1730_80	57	0.0885093167702
1733_33	7	0.0108695652174
1734_75	21	0.0326086956522
1737_63	20	0.0310559006211
1738_59	6	0.00931677018634
1739_74	3	0.00465838509317
1748_39	17	0.026397515528
1755_87	42	0.0652173913043
1756_47	8	0.0124223602484
1759_84	312	0.484472049689
1767_91	377	0.585403726708
1770_63	49	0.0760869565217
1773_87	157	0.243788819876
1788_38	27	0.0419254658385
1791_56	60	0.0931677018634
1794_40	25	0.0388198757764
1797_90	359	0.557453416149
1817_70	34	0.0527950310559
1819_77	9	0.0139751552795
1821_80	22	0.0341614906832
1828_48	6	0.00931677018634
1829_41	50	0.0776397515528
1831_30	10	0.0155279503106
1833_86	49	0.0760869565217
1836_90	58	0.0900621118012
1840_41	7	0.0108695652174
1844_48	15	0.0232919254658
1845_67	4	0.00621118012422
1848_75	23	0.0357142857143
1850_89	39	0.0605590062112
1855_28	14	0.0217391304348
1856_61	62	0.0962732919255
1858_54	15	0.0232919254658
1859_46	23	0.0357142857143
1872_74	5	0.00776397515528
1874_41	42	0.0652173913043
1877_35	3	0.00465838509317
1881_78	35	0.054347826087
1882_60	429	0.666149068323
1885_86	351	0.545031055901
1886_59	126	0.195652173913
1889_29	5	0.00776397515528
1891_41	19	0.0295031055901
1893_33	29	0.0450310559006
1898_87	5	0.00776397515528
1901_38	57	0.0885093167702
1906_56	8	0.0124223602484
1907_77	4	0.00621118012422
1911_85	60	0.0931677018634
1913_63	334	0.518633540373
1919_88	9	0.0139751552795
1926_81	8	0.0124223602484
1927_90	50	0.0776397515528
1930_73	340	0.527950310559
1933_85	2	0.00310559006211
1936_69	2	0.00310559006211
1939_44	26	0.0403726708075
1951_31	5	0.00776397515528
1957_29	25	0.0388198757764
1958_87	2	0.00310559006211
1961_60	70	0.108695652174
1962_65	89	0.138198757764
1963_76	56	0.0869565217391
1965_30	86	0.133540372671
1968_31	13	0.0201863354037
1969_57	3	0.00465838509317
1970_65	8	0.0124223602484
1974_65	15	0.0232919254658
1975_66	36	0.055900621118
1978_31	3	0.00465838509317
1980_40	34	0.0527950310559
1983_73	0	0.0
1988_72	159	0.246894409938
1995_70	2	0.00310559006211
2002_88	165	0.256211180124
2010_53	37	0.0574534161491
2014_37	5	0.00776397515528
2023_90	67	0.104037267081
2029_74	13	0.0201863354037
2030_74	5	0.00776397515528
2033_59	53	0.082298136646
2038_84	22	0.0341614906832
2045_78	444	0.689440993789
2046_86	30	0.0465838509317
2055_70	3	0.00465838509317
2056_41	164	0.254658385093
2057_46	2	0.00310559006211
2058_72	15	0.0232919254658
2059_82	11	0.0170807453416
2069_41	14	0.0217391304348
2071_33	9	0.0139751552795
2073_78	14	0.0217391304348
2074_86	8	0.0124223602484
2075_67	31	0.0481366459627
2077_52	345	0.535714285714
2078_54	343	0.532608695652
2081_34	4	0.00621118012422
2082_38	6	0.00931677018634
2085_75	1	0.00155279503106
2087_88	18	0.027950310559
2092_47	30	0.0465838509317
2100_64	8	0.0124223602484
2108_80	347	0.538819875776
2109_53	528	0.819875776398
2110_46	46	0.0714285714286
2117_65	3	0.00465838509317
2118_67	9	0.0139751552795
2122_90	49	0.0760869565217
2127_85	12	0.0186335403727
2135_88	7	0.0108695652174
2148_79	4	0.00621118012422
2149_38	14	0.0217391304348
2151_73	1	0.00155279503106
2153_64	13	0.0201863354037
2154_35	36	0.055900621118
2160_85	36	0.055900621118
2162_66	49	0.0760869565217
2171_90	8	0.0124223602484
2173_28	24	0.0372670807453
2175_47	14	0.0217391304348
2176_36	6	0.00931677018634
2187_29	5	0.00776397515528
2188_70	13	0.0201863354037
2191_77	17	0.026397515528
2196_52	4	0.00621118012422
2204_63	33	0.0512422360248
2206_91	64	0.0993788819876
2214_84	346	0.537267080745
2218_65	14	0.0217391304348
2225_74	3	0.00465838509317
2227_90	9	0.0139751552795
2230_45	6	0.00931677018634
2234_54	9	0.0139751552795
2250_85	279	0.433229813665
2251_65	21	0.0326086956522
2258_86	15	0.0232919254658
2261_53	19	0.0295031055901
2274_28	7	0.0108695652174
2279_89	29	0.0450310559006
2290_59	68	0.105590062112
2293_39	113	0.175465838509
2294_76	20	0.0310559006211
2298_57	81	0.125776397516
2309_69	2	0.00310559006211
2319_62	64	0.0993788819876
2326_75	14	0.0217391304348
2327_69	12	0.0186335403727
2328_90	91	0.141304347826
2329_65	10	0.0155279503106
2331_32	4	0.00621118012422
2332_79	4	0.00621118012422
2333_29	8	0.0124223602484
2334_75	13	0.0201863354037
2335_77	13	0.0201863354037
2336_42	511	0.79347826087
2337_74	52	0.0807453416149
2338_56	352	0.546583850932
2343_68	342	0.531055900621
2344_44	77	0.119565217391
2346_63	33	0.0512422360248
2347_85	124	0.192546583851
2349_51	125	0.194099378882
2351_87	32	0.0496894409938
2353_52	16	0.0248447204969
2357_42	2	0.00310559006211
2362_67	19	0.0295031055901
2364_83	207	0.321428571429
2366_51	2	0.00310559006211
2367_82	110	0.170807453416
2368_47	10	0.0155279503106
2370_29	49	0.0760869565217
2371_47	7	0.0108695652174
2382_61	6	0.00931677018634
2390_55	3	0.00465838509317
2392_48	37	0.0574534161491
2398_83	57	0.0885093167702
2399_46	13	0.0201863354037
2400_52	6	0.00931677018634
2408_39	15	0.0232919254658
2415_38	64	0.0993788819876
2417_73	5	0.00776397515528
2425_39	9	0.0139751552795
2429_57	38	0.0590062111801
2431_84	109	0.169254658385
2445_52	2	0.00310559006211
2446_50	7	0.0108695652174
2450_64	16	0.0248447204969
2454_71	7	0.0108695652174
2455_74	6	0.00931677018634
2456_40	5	0.00776397515528
2460_38	338	0.524844720497
2462_32	92	0.142857142857
2467_73	351	0.545031055901
2468_38	18	0.027950310559
2479_81	5	0.00776397515528
2490_43	329	0.510869565217
2491_55	8	0.0124223602484
2492_46	3	0.00465838509317
2497_89	36	0.055900621118
2498_87	51	0.0791925465839
2506_41	5	0.00776397515528
2507_31	6	0.00931677018634
2508_70	4	0.00621118012422
2511_72	54	0.083850931677
2520_62	5	0.00776397515528
2522_52	9	0.0139751552795
2524_49	342	0.531055900621
2527_71	84	0.130434782609
2528_49	7	0.0108695652174
2529_43	34	0.0527950310559
2531_41	133	0.20652173913
2539_46	41	0.0636645962733
2540_91	23	0.0357142857143
2550_72	38	0.0590062111801
2553_41	55	0.0854037267081
2554_89	75	0.116459627329
2558_66	28	0.0434782608696
2564_64	25	0.0388198757764
2575_45	325	0.504658385093
2579_80	8	0.0124223602484
2580_55	54	0.083850931677
2587_81	17	0.026397515528
2589_81	344	0.534161490683
2590_33	18	0.027950310559
2593_46	58	0.0900621118012
2600_32	372	0.577639751553
2601_85	35	0.054347826087
2602_64	352	0.546583850932
2603_46	12	0.0186335403727
2604_80	3	0.00465838509317
2607_77	31	0.0481366459627
2610_74	13	0.0201863354037
2613_35	91	0.141304347826
2621_80	22	0.0341614906832
2623_86	26	0.0403726708075
2628_70	76	0.11801242236
2637_45	19	0.0295031055901
2641_39	181	0.281055900621
2646_90	94	0.145962732919
2647_80	6	0.00931677018634
2648_55	13	0.0201863354037
2657_83	59	0.0916149068323
2663_37	37	0.0574534161491
2669_54	41	0.0636645962733
2672_52	40	0.0621118012422
2673_81	24	0.0372670807453
2674_90	574	0.891304347826
2676_85	28	0.0434782608696
2677_77	19	0.0295031055901
2682_68	2	0.00310559006211
2690_88	92	0.142857142857
2693_78	11	0.0170807453416
2694_85	2	0.00310559006211
2695_90	58	0.0900621118012
2700_70	96	0.149068322981
2702_59	7	0.0108695652174
2705_57	8	0.0124223602484
2706_52	56	0.0869565217391
2709_58	12	0.0186335403727
2710_74	22	0.0341614906832
2714_69	348	0.540372670807
2718_83	1	0.00155279503106
2719_35	165	0.256211180124
2721_63	4	0.00621118012422
2724_47	18	0.027950310559
2730_31	80	0.124223602484
2733_71	18	0.027950310559
2735_76	25	0.0388198757764
2738_53	40	0.0621118012422
2742_74	18	0.027950310559
2749_42	50	0.0776397515528
2750_43	307	0.476708074534
2751_90	3	0.00465838509317
2752_28	2	0.00310559006211
2761_62	65	0.100931677019
2762_38	17	0.026397515528
2769_78	1	0.00155279503106
2779_44	11	0.0170807453416
2780_54	21	0.0326086956522
2785_46	313	0.48602484472
2786_38	15	0.0232919254658
2790_38	18	0.027950310559
2792_83	21	0.0326086956522
2794_88	10	0.0155279503106
2801_59	4	0.00621118012422
2806_75	8	0.0124223602484
2810_38	37	0.0574534161491
2813_65	13	0.0201863354037
2817_91	42	0.0652173913043
2819_36	17	0.026397515528
2820_60	42	0.0652173913043
2823_28	199	0.30900621118
2824_36	17	0.026397515528
2826_51	12	0.0186335403727
2830_85	17	0.026397515528
2838_72	364	0.565217391304
2842_54	11	0.0170807453416
2843_68	6	0.00931677018634
2844_90	42	0.0652173913043
2850_85	46	0.0714285714286
2851_41	6	0.00931677018634
2853_49	1	0.00155279503106
2855_81	18	0.027950310559
2856_79	11	0.0170807453416
2857_53	289	0.448757763975
2860_61	34	0.0527950310559
2861_55	7	0.0108695652174
2866_89	13	0.0201863354037
2867_40	375	0.582298136646
2868_66	9	0.0139751552795
2874_78	6	0.00931677018634
2876_67	47	0.0729813664596
2880_29	13	0.0201863354037
2883_77	5	0.00776397515528
2885_91	22	0.0341614906832
2891_45	138	0.214285714286
2895_85	10	0.0155279503106
2899_49	190	0.295031055901
2911_34	72	0.111801242236
2917_38	14	0.0217391304348
2921_42	9	0.0139751552795
2922_46	32	0.0496894409938
2926_40	24	0.0372670807453
2934_73	17	0.026397515528
2938_91	3	0.00465838509317
2939_84	7	0.0108695652174
2947_63	13	0.0201863354037
2950_90	31	0.0481366459627
2953_88	6	0.00931677018634
2958_45	363	0.563664596273
2964_58	41	0.0636645962733
2965_63	5	0.00776397515528
2966_76	6	0.00931677018634
2967_65	99	0.153726708075
2972_39	5	0.00776397515528
2973_81	41	0.0636645962733
2974_48	7	0.0108695652174
2977_33	6	0.00931677018634
2979_80	5	0.00776397515528
2980_31	127	0.197204968944
2985_78	11	0.0170807453416
2988_89	15	0.0232919254658
2990_79	25	0.0388198757764
2995_88	2	0.00310559006211
2997_63	7	0.0108695652174
2998_58	19	0.0295031055901
3000_77	42	0.0652173913043
3004_87	8	0.0124223602484
3006_28	49	0.0760869565217
3015_76	20	0.0310559006211
3016_42	14	0.0217391304348
3019_82	8	0.0124223602484
3023_31	5	0.00776397515528
3028_78	343	0.532608695652
3031_83	3	0.00465838509317
3039_57	14	0.0217391304348
3043_50	27	0.0419254658385
3045_83	339	0.526397515528
3049_46	17	0.026397515528
3057_79	15	0.0232919254658
3058_37	370	0.574534161491
3061_28	53	0.082298136646
3062_55	67	0.104037267081
3066_87	4	0.00621118012422
3073_39	8	0.0124223602484
3076_54	6	0.00931677018634
3086_54	2	0.00310559006211
3091_78	72	0.111801242236
3095_80	50	0.0776397515528
3096_79	4	0.00621118012422
3102_82	7	0.0108695652174
3103_84	380	0.590062111801
3104_85	67	0.104037267081
3111_90	29	0.0450310559006
3115_43	25	0.0388198757764
3116_89	7	0.0108695652174
3119_74	64	0.0993788819876
3120_82	8	0.0124223602484
3121_80	13	0.0201863354037
3122_37	60	0.0931677018634
3124_57	186	0.288819875776
3129_58	64	0.0993788819876
3132_43	3	0.00465838509317
3138_45	5	0.00776397515528
3147_53	5	0.00776397515528
3150_87	7	0.0108695652174
3155_53	9	0.0139751552795
3160_65	235	0.364906832298
3161_65	20	0.0310559006211
3168_51	78	0.121118012422
3172_29	28	0.0434782608696
3175_63	66	0.10248447205
3176_55	2	0.00310559006211
3180_42	352	0.546583850932
3185_55	388	0.60248447205
3186_73	3	0.00465838509317
3187_78	340	0.527950310559
3188_70	3	0.00465838509317
3192_80	12	0.0186335403727
3193_65	4	0.00621118012422
3195_89	10	0.0155279503106
3196_76	32	0.0496894409938
3197_40	8	0.0124223602484
3199_32	566	0.878881987578
3207_79	36	0.055900621118
3209_77	44	0.0683229813665
3223_61	13	0.0201863354037
3226_52	3	0.00465838509317
3228_64	9	0.0139751552795
3233_88	8	0.0124223602484
3238_34	2	0.00310559006211
3244_91	43	0.0667701863354
3248_32	14	0.0217391304348
3249_42	0	0.0
3258_84	3	0.00465838509317
3261_89	5	0.00776397515528
3263_29	185	0.287267080745
3266_37	42	0.0652173913043
3275_78	52	0.0807453416149
3277_57	346	0.537267080745
3279_60	46	0.0714285714286
3280_86	84	0.130434782609
3284_66	10	0.0155279503106
3297_90	22	0.0341614906832
3298_53	22	0.0341614906832
3303_34	20	0.0310559006211
3304_87	83	0.128881987578
3307_84	32	0.0496894409938
3308_52	53	0.082298136646
3309_54	10	0.0155279503106
3311_53	29	0.0450310559006
3312_62	8	0.0124223602484
3323_31	31	0.0481366459627
3324_42	30	0.0465838509317
3325_70	18	0.027950310559
3326_76	344	0.534161490683
3328_68	4	0.00621118012422
3330_45	13	0.0201863354037
3331_30	6	0.00931677018634
3336_69	382	0.593167701863
3338_78	48	0.0745341614907
3339_82	40	0.0621118012422
3341_58	14	0.0217391304348
3342_57	5	0.00776397515528
3343_36	62	0.0962732919255
3347_64	58	0.0900621118012
3348_46	9	0.0139751552795
3351_82	15	0.0232919254658
3355_57	49	0.0760869565217
3356_90	124	0.192546583851
3362_83	5	0.00776397515528
3373_67	21	0.0326086956522
3375_58	15	0.0232919254658
3377_59	3	0.00465838509317
3378_60	51	0.0791925465839
3379_90	26	0.0403726708075
3381_62	7	0.0108695652174
3392_88	26	0.0403726708075
3396_46	16	0.0248447204969
3405_64	13	0.0201863354037
3406_49	54	0.083850931677
3410_76	107	0.166149068323
3413_58	3	0.00465838509317
3416_50	22	0.0341614906832
3417_74	22	0.0341614906832
3420_91	9	0.0139751552795
3426_87	57	0.0885093167702
3428_39	14	0.0217391304348
3430_28	3	0.00465838509317
3434_47	16	0.0248447204969
3437_63	9	0.0139751552795
3446_84	387	0.600931677019
3458_84	116	0.180124223602
3459_65	52	0.0807453416149
3460_56	27	0.0419254658385
3464_75	11	0.0170807453416
3465_88	106	0.164596273292
3471_52	5	0.00776397515528
3473_49	48	0.0745341614907
3480_84	19	0.0295031055901
3484_91	13	0.0201863354037
3488_77	13	0.0201863354037
3490_47	400	0.621118012422
3494_79	17	0.026397515528
3499_78	55	0.0854037267081
3501_43	8	0.0124223602484
3505_91	51	0.0791925465839
3508_81	10	0.0155279503106
3512_65	49	0.0760869565217
3516_67	7	0.0108695652174
