Locus	fst	chromosome	position
181	8086	5e-04	LG13	14527894
182	19785	0.127	LG07	19665494
183	1572	-0.003	LG13	17972384
184	1571	0.0066	LG13	12440085
185	7183	-0.0029	LG13	16489759
186	18328	-0.0012	LG01	4337363
187	8389	0.0091	LG14	9808133
188	8388	-0.003	LG14	12461609
189	12709	-0.0054	LG15	18555128
190	18075	-0.0045	LG15	6218214
191	10232	0.0131	LG16	26051334
192	8019	0.0806	LG16	24992183
193	8018	0.0118	LG04	18659305
194	8547	0.0825	LG02	11866579
195	23617	-0.0059	LG02	22626275
196	23615	-0.0027	LG10	14722708
197	6576	-0.0056	LG20	11159306
198	7450	-0.0049	LG16	23321770
199	4381	0.0236	LG07	30092491
200	5623	1e-04	LG08	7239686
201	5622	0.0451	LG12	17015598
202	7458	-0.0011	LG07	17761824
203	12065	0.0169	LG02	9912651
204	8493	0.0249	LG11	17108879
205	404	0.0032	LG13	423107
206	7690	0.0077	LG14	11180651
207	2033	-0.0055	LG04	24372151
208	8499	0.2254	LG04	23394825
209	7698	-0.0048	LG14	27129721
210	3834	-0.0045	LG19	2026203
211	23475	0.0993	LG03	11682954
212	3832	-0.0058	LG14	17957361
213	3833	0.005	LG12	7696087
214	18938	-0.0045	LG23	14589392
215	22476	0	LG14	20170436
216	4031	-0.0029	LG13	1193395
217	4032	-0.0037	LG16	28482320
218	13724	0.0032	LG08	21563933
219	1229	0.0438	LG20	13703518
220	10882	0.0036	LG05	11668653
221	4036	0.0511	LG21	15316907
222	11576	0.0041	LG07	10877109
223	11574	0.0214	LG17	10579200
224	23279	0.0424	LG16	8142193
225	16375	0.1429	LG12	17446219
226	12218	-0.0066	LG16	27383916
227	11378	0.0059	LG02	7657629
228	15788	0.0409	LG12	25185115
229	10960	0.0373	LG13	24575456
230	19384	0.0138	LG22	2473590
231	20867	0.0821	LG06	15224176
232	379	-0.0014	LG09	18491323
233	19146	0.123	LG16	13115937
234	15003	0.0202	LG12	8128215
235	373	-4e-04	LG08	21935513
236	377	0.0024	LG17	4388510
237	376	-0.0056	LG17	491060
238	14909	0.0225	LG18	19225818
239	13608	0.1146	LG22	4982979
240	16667	0.0278	LG09	19262015
241	19360	0.0019	LG09	21644883
242	14864	0.0216	LG14	12377418
243	392	0.0143	LG23	8351293
244	391	0.0017	LG16	21523873
245	12711	0.0868	LG22	19701486
246	6147	-0.0068	LG03	2759270
247	6144	-0.0057	LG12	6428619
248	22011	0.0416	LG10	4306943
249	2309	3e-04	LG23	2794005
250	5668	-0.0068	LG12	23159905
251	4729	-0.0049	LG15	10706163
252	21470	0.004	LG08	24761922
253	10978	0.0286	LG11	3709479
254	4727	-3e-04	LG06	489796
255	13610	0.0131	LG18	18734658
256	4720	-0.003	LG18	19645438
257	23082	0.0065	LG18	13862641
258	5845	0.0465	LG13	14709344
259	19304	0.0033	LG20	16370657
260	11282	0.0328	LG11	2541278
261	17625	-0.0058	LG14	1955317
262	17624	0.0613	LG18	12170837
263	17629	0.0167	LG05	14114194
264	21118	0.1708	LG09	17644011
265	16482	5e-04	LG13	9438752
266	2880	0.0734	LG20	8455705
267	16480	0.002	LG15	14087189
268	4620	0.0404	LG10	7813485
269	244	0.0058	LG10	5851012
270	13533	0.0171	LG16	10109648
271	246	0.0047	LG02	17086725
272	240	-0.0027	LG15	22676655
273	13537	0.0818	LG06	8949504
274	19964	-0.0045	LG11	5576643
275	23457	-0.0028	LG07	2323253
276	23685	0.0723	LG15	10818312
277	2279	0.053	LG19	9742404
278	11759	0.3559	LG08	18102613
279	24196	7e-04	LG11	3832245
280	11591	0.2423	LG12	9634261
281	25059	0.0828	LG07	12195992
282	20885	-0.0058	LG07	12288312
283	20732	0.0976	LG14	7233848
284	20735	0.0268	LG04	16801618
285	9538	0.1024	LG10	18851597
286	2455	0.0243	LG01	10925525
287	23427	0.0806	LG05	5411902
288	9247	-0.0031	LG18	1960035
289	9530	0.0382	LG02	486766
290	17282	0.0199	LG17	14093189
291	7855	-0.0039	LG01	13272763
292	174	0.044	LG08	1312422
293	24976	-0.0056	LG05	20961741
294	17533	0.0134	LG04	9999171
295	23146	0.0672	LG10	23430455
296	4539	0.1043	LG23	192827
297	23159	0.0598	LG08	24547395
298	4824	0.0046	LG15	19559265
299	21106	0.096	LG22	7620118
300	3694	0.004	LG04	23536033
301	14166	-0.0058	LG15	21897538
302	6368	0.0558	LG18	599429
303	11627	-9e-04	LG04	6571022
304	7988	0.0512	LG21	19601801
305	6360	0.1188	LG14	26156845
306	23014	-0.0059	LG11	26491712
307	10150	0.0572	LG22	3525998
308	10151	0.0616	LG18	11939298
309	9331	-0.0045	LG19	4094309
310	20085	0.0182	LG16	27127755
311	20083	0.0018	LG23	19876950
312	20082	7e-04	LG22	10123107
313	20081	0.0251	LG10	12658536
314	24833	0.0233	LG07	26668142
315	22800	0.0454	LG03	15388181
316	3524	-0.0057	LG14	24505243
317	21559	0.0362	LG21	9696329
318	20649	0.0174	LG15	22198330
319	3523	-8e-04	LG15	5955032
320	10396	0.0136	LG10	7240187
321	22806	0.0016	LG09	12871481
322	10399	0.0017	LG01	22235777
323	3228	0.0901	LG14	25824909
324	13544	0.0499	LG12	12276684
325	13198	0.0162	LG07	11977671
326	16933	0.046	LG18	8828592
327	16931	-0.0029	LG18	19293340
328	14897	0.1347	LG05	21210136
329	13192	0.0098	LG05	23756830
330	7214	0.0295	LG10	7431430
331	13196	-0.0056	LG17	9348149
332	7216	0.0012	LG23	11281788
333	14890	0.0184	LG02	3068799
334	10715	0.0074	LG14	13820701
335	10711	-0.0025	LG20	6584996
336	12220	0.0338	LG06	23763699
337	10713	-0.0051	LG04	30555991
338	2694	0.0055	LG21	8442668
339	12668	0.0619	LG12	20070737
340	15708	0.0064	LG01	17762848
341	18594	0.0177	LG17	17024401
342	1602	0.1611	LG01	11804307
343	14655	-0.0045	LG02	8606584
344	14657	0.0215	LG05	6497396
345	23883	-0.0051	LG13	23701508
346	14659	0.0071	LG05	2828095
347	16245	-0.0021	LG10	19765296
348	6816	0.0047	LG23	3208908
349	25444	0.2183	LG10	22997820
350	9755	0.019	LG10	13377165
351	23334	0.0194	LG14	1850852
352	10576	-0.0053	LG21	8043328
353	10577	0.0011	LG02	21140684
354	20465	0.0261	LG06	23946740
355	25446	-0.0065	LG03	2401735
356	17909	-0.0063	LG04	27400513
357	18934	0.0383	LG15	8332754
358	13066	0.0172	LG05	10679060
359	7327	0.0899	LG03	7200162
360	1968	0.0088	LG05	10680722
361	7322	-0.0013	LG03	14577642
362	1617	0.0091	LG01	3728784
363	3238	0.0032	LG23	14600916
364	5196	-0.0047	LG02	16247316
365	7328	0.2717	LG09	13296658
366	1961	0.0979	LG05	18759149
367	1962	-0.0014	LG05	20623937
368	1963	-0.0062	LG11	17081118
369	8849	0.0196	LG05	22279915
370	21060	0.0303	LG22	16224007
371	23765	0.0203	LG06	21333521
372	8847	0.1091	LG14	1030467
373	15675	0.2322	LG01	8990063
374	12956	0.0609	LG15	25165052
375	15677	0.0705	LG03	24849640
376	12952	0.1652	LG04	15935786
377	18715	0.017	LG13	10560993
378	11848	0.0852	LG09	11140996
379	20265	0.0474	LG09	12622101
380	3351	0.0436	LG19	15047198
381	17835	0.0031	LG07	9383414
382	7666	0.0219	LG06	23577967
383	20061	0.0068	LG15	19363735
384	5441	-0.0028	LG13	22392008
385	20068	0.0638	LG09	23628908
386	18535	-0.0066	LG03	23373618
387	15373	0.016	LG20	10902738
388	18628	0.0489	LG08	10815737
389	18629	0.0175	LG10	8019257
390	18821	0.0031	LG12	11902614
391	6960	0.0072	LG19	20652306
392	6962	0.0046	LG19	17900522
393	15903	0.1184	LG03	7655613
394	15456	0.0167	LG04	28674444
395	6969	0.0061	LG15	12665066
396	15459	-0.0054	LG18	14866493
397	4536	-0.0052	LG19	13287200
398	8152	0.0058	LG11	22005892
399	768	-0.0058	LG19	7893544
400	8150	-0.0055	LG19	9468457
401	769	0.0187	LG20	8455617
402	17726	6e-04	LG11	16223640
403	23721	-0.004	LG22	12306044
404	11119	-0.0042	LG13	16168416
405	1547	0.0182	LG11	7746059
406	694	-0.0055	LG19	13093143
407	695	0.0689	LG02	16820235
408	23727	0.0011	LG18	6540727
409	11113	-0.002	LG18	8305419
410	14472	-0.0044	LG04	30956502
411	14474	0.036	LG07	17381364
412	11116	0.0437	LG13	23508205
413	541	0.0091	LG12	10886813
414	545	-0.0016	LG08	10413548
415	7193	0.0094	LG15	22684695
416	21377	0.0178	LG02	5810716
417	13841	-0.0048	LG12	3161131
418	15313	0.0037	LG10	14212835
419	13845	0.0082	LG04	25562752
420	20895	-0.0079	LG15	19993255
421	13846	-9e-04	LG05	14410779
422	23608	0.024	LG23	2056660
423	12578	-0.003	LG07	10968252
424	23432	0.0178	LG19	16382989
425	17318	-0.0034	LG07	9159743
426	8026	-0.0045	LG21	5322559
427	8027	0.0131	LG05	11481749
428	8536	0.0343	LG11	11875912
429	12823	-0.003	LG05	9109345
430	14505	0.0182	LG13	21021074
431	10215	-0.0051	LG07	11803415
432	11027	0.0299	LG17	10674849
433	11761	0.0996	LG23	14775625
434	14502	0.0467	LG15	7810607
435	6565	0.0654	LG22	13653995
436	5610	0.1157	LG06	6965868
437	5617	0.0102	LG19	5461515
438	6563	0.015	LG19	7243278
439	15053	0.0318	LG01	16100804
440	415	-5e-04	LG09	6944185
441	410	0.0222	LG09	13926079
442	14268	-0.0021	LG18	5485921
443	419	-0.0036	LG17	10517407
444	7688	0.1521	LG21	17537300
445	3827	0.0081	LG16	18742865
446	3825	0.0214	LG18	8102874
447	3822	-0.0056	LG17	15671266
448	23467	0.061	LG12	6428531
449	3828	-0.0067	LG02	23363691
450	8445	-0.0046	LG01	6120990
451	20215	0.0077	LG14	7929568
452	15239	0.0715	LG14	8514359
453	8183	-0.0044	LG18	2018315
454	11566	-0.0051	LG07	28941938
455	24586	-0.0018	LG16	30057493
456	23845	0.0065	LG04	17671956
457	20742	0.0954	LG16	11890175
458	4285	-7e-04	LG23	20615542
459	24779	0.2302	LG01	14182553
460	23753	0.0698	LG06	6601593
461	19564	9e-04	LG10	20345887
462	24910	-0.0052	LG18	19098051
463	367	0.115	LG13	13517959
464	364	0.1975	LG13	13518047
465	22242	0.0816	LG23	1656399
466	19174	0.0301	LG12	5655789
467	19351	0.0199	LG12	19338527
468	24751	0.0014	LG05	9794993
469	19608	9e-04	LG13	5343568
470	16654	0.0242	LG23	18467308
471	16121	0.0772	LG08	11993549
472	16650	0.0629	LG13	11699849
473	381	-0.0069	LG06	10890799
474	388	0.0534	LG14	9808221
475	12726	0.0394	LG11	1323218
476	12725	-0.0039	LG10	10819623
477	12723	-0.0054	LG16	25058738
478	12721	-0.0055	LG18	5416711
479	12720	0.034	LG02	1753113
480	4759	0.0125	LG22	19809786
481	19286	0.0169	LG22	10702229
482	4754	0.0292	LG14	25213748
483	6771	0.3631	LG08	6712888
484	6773	0.0177	LG18	13092359
485	9965	0.0195	LG01	22419167
486	9966	-0.0045	LG09	17673401
487	9967	0.002	LG06	5507919
488	24600	-0.0066	LG03	16874492
489	11290	-0.0048	LG03	12068762
490	22330	-0.0037	LG02	1459777
491	23840	0.0336	LG04	25459757
492	16955	0.0502	LG01	4680553
493	25135	0.038	LG01	3189475
494	17631	1e-04	LG07	17895354
495	25130	0.0121	LG14	16964736
496	17635	0.0392	LG19	14330666
497	19821	6e-04	LG21	15631628
498	3750	-0.0072	LG03	18130551
499	3753	-0.0032	LG10	9860946
500	21289	-0.006	LG18	20707834
501	3756	-0.0032	LG11	22468503
502	13523	0.0363	LG23	22378811
503	13521	0.0111	LG18	3780258
504	4637	0.1249	LG07	15411923
505	2196	0.0873	LG02	13700077
506	16231	0.0748	LG23	9724724
507	253	-0.0055	LG01	13663746
508	256	0.0592	LG08	13184454
509	23650	0.1448	LG06	17098228
510	2204	0.0064	LG14	7233760
511	11749	0.0063	LG14	22298004
512	25649	-0.0068	LG14	17836411
513	15471	0.0605	LG09	6468150
514	19735	0.3033	LG16	15806212
515	19598	0.1359	LG02	20048778
516	11580	0.0122	LG20	23814200
517	6687	0.0335	LG01	19131955
518	20890	0.0563	LG09	7053543
519	2429	0.0166	LG14	26890038
520	19088	0.1154	LG10	21485544
521	20726	0.1099	LG09	4436715
522	18222	0.1123	LG20	58339
523	6270	-0.0013	LG14	23746030
524	9502	0.077	LG06	5572616
525	9506	0.0343	LG14	25014414
526	2425	0.0385	LG14	8286219
527	25554	0.0603	LG22	544732
528	16833	0.0178	LG01	25695043
529	169	0.017	LG03	15330761
530	16343	0.0545	LG12	4298091
531	164	0.1096	LG04	20273388
532	13291	-0.003	LG03	19837311
533	7847	0.1227	LG18	18341285
534	167	0.0471	LG12	26759763
535	160	1e-04	LG22	2265503
536	13295	-0.0024	LG10	5590510
537	16839	-0.0027	LG06	21459832
538	13297	-0.0022	LG16	24748163
539	12107	-0.0062	LG11	599330
540	6357	0.1786	LG07	25230566
541	19094	0.0292	LG02	6619151
542	6353	0.0355	LG14	3355942
543	13458	-0.006	LG12	7732046
544	3683	0.0623	LG09	4680682
545	4832	0.0124	LG03	525362
546	4522	0.0048	LG13	19927564
547	4837	-0.0065	LG11	18564220
548	4836	-0.0056	LG02	14934973
549	6195	-0.0055	LG02	6622660
550	24371	0.0784	LG05	22689648
551	11638	2e-04	LG09	24432292
552	9434	0.0026	LG07	10877021
553	23429	0.0112	LG22	1779035
554	2735	0.0177	LG07	13236326
555	16812	0.0424	LG20	7395212
556	9610	0.0115	LG22	14641840
557	2733	0.0891	LG02	20586675
558	11488	0.0096	LG07	27215381
559	17070	0.0488	LG19	11077729
560	22131	0.0721	LG02	19717408
561	10160	0.052	LG20	15783678
562	21204	0.1176	LG10	8516939
563	9187	7e-04	LG15	12299422
564	9184	-0.0033	LG22	2675465
565	13180	0.3378	LG13	14958633
566	22295	0.2347	LG16	4288722
567	10366	0.0358	LG01	7718267
568	13188	0.0437	LG14	4639051
569	23426	0.0815	LG23	12507419
570	5052	-0.003	LG13	5592907
571	25638	0.0473	LG11	9896436
572	25641	-0.0034	LG05	10857600
573	14889	0.0049	LG13	19821728
574	1817	-0.002	LG17	7587295
575	16904	0.1112	LG07	241251
576	7203	0.016	LG14	11703918
577	7206	0.0675	LG22	16046449
578	7205	0.1361	LG22	14969164
579	10761	0.0069	LG18	17229667
580	10760	0.0585	LG18	19613888
581	6220	0.0833	LG01	15305774
582	6225	-0.005	LG01	17343059
583	6229	0.0224	LG08	18383781
584	1157	-0.0066	LG11	26193891
585	14640	0.1323	LG07	13545769
586	20381	-0.0057	LG05	14027035
587	1098	-4e-04	LG08	13960352
588	15841	0.0709	LG22	4037240
589	11611	0.0393	LG22	18943071
590	23891	0.0133	LG20	2777879
591	14869	0.0168	LG13	19009416
592	9766	0.0036	LG21	18252963
593	12120	-0.0048	LG17	11202738
594	10501	0.0628	LG21	13147913
595	20473	0.0034	LG15	24761398
596	24370	-0.0054	LG03	10352186
597	7335	0.035	LG19	13457677
598	7333	-0.0053	LG19	12679218
599	1978	0.1211	LG11	18595849
600	1975	-0.001	LG14	5051097
601	3223	0.0681	LG01	21052003
602	1970	0.0403	LG14	5451290
603	13275	0.0571	LG01	23209262
604	18434	0.0031	LG12	23397580
605	23792	0.0139	LG13	18856816
606	803	0.0071	LG02	6015120
607	18438	0.0544	LG03	15357577
608	20374	0.0221	LG22	19950182
609	805	0.0082	LG21	9856598
610	13279	-0.0028	LG09	9396740
611	12921	0.0801	LG15	8126093
612	18099	0.0399	LG01	18634387
613	15607	0.0048	LG10	4566193
614	18760	0.0099	LG20	19627592
615	2844	0.0021	LG16	5617631
616	18762	0.025	LG11	9890924
617	18586	-0.0029	LG13	20555449
618	18094	-0.0045	LG18	13222722
619	10210	0.0272	LG07	8879525
620	24400	0.0198	LG18	6018216
621	3328	0.02	LG17	16950833
622	14517	0.016	LG14	6015956
623	14266	0.0632	LG14	23110841
624	14260	0.1216	LG09	16137299
625	10218	-0.0041	LG14	18095079
626	20525	-0.0019	LG16	8921702
627	7058	0.0382	LG08	559820
628	1770	0.0136	LG19	9781979
629	1773	-0.002	LG01	4343021
630	9896	-0.0039	LG12	26878070
631	20078	0.048	LG16	14766717
632	18015	0.0059	LG12	6667315
633	15112	0.0249	LG08	8912517
634	8149	0.0796	LG23	18211048
635	1159	-0.0157	LG14	22877258
636	20239	0.099	LG20	19669429
637	15934	0.0068	LG07	11782849
638	6995	0.0613	LG04	11127341
639	16563	0.017	LG22	138954
640	6993	0.1095	LG03	23801182
641	24543	0.0193	LG13	13571484
642	18366	0.0034	LG10	18594290
643	15114	0.0163	LG11	11123840
644	5516	0.0375	LG22	5381422
645	2998	0.0033	LG18	7457147
646	23544	0.0171	LG03	17774929
647	1555	0.0315	LG07	13431477
648	3039	0.0564	LG11	22402420
649	17990	-0.003	LG10	13900150
650	2990	0.0452	LG01	17231504
651	54	0.0425	LG20	10911887
652	14466	0.001	LG22	7681962
653	2995	0.023	LG03	20582299
654	53	0.0289	LG11	26240806
655	2997	0.0632	LG16	15198287
656	8703	0.0203	LG05	3371670
657	534	0.0047	LG05	20110056
658	15595	0.0144	LG13	1320012
659	8704	0.0026	LG02	22597571
660	15598	0.0261	LG19	16515016
661	17040	-0.0028	LG02	21265012
662	13856	-0.003	LG19	8072076
663	13857	0.0099	LG19	3501506
664	8033	0.0018	LG10	10895467
665	24267	0.066	LG13	15858481
666	10029	0.0613	LG13	1297680
667	3031	0.0037	LG09	20025730
668	5600	0.0426	LG05	20613309
669	24082	0.0392	LG03	20155853
670	12851	0.0406	LG12	24393793
671	9992	-0.0071	LG04	14860399
672	8527	0.0151	LG15	7756968
673	8526	0.0145	LG11	2619748
674	8525	0.1815	LG10	16367116
675	9996	-0.0063	LG01	26278925
676	6519	-0.006	LG04	18598746
677	14510	0.005	LG15	17519019
678	10022	-0.0029	LG04	30922281
679	15024	0.0082	LG08	7070777
680	15168	-0.0026	LG16	24796159
681	1393	0.0494	LG01	9598261
682	1392	0.0385	LG04	31306420
683	23643	0.0435	LG02	2178449
684	21686	0.0268	LG09	13925989
685	22657	0.3305	LG16	21317227
686	3814	0.0435	LG23	16003346
687	22653	-0.0045	LG19	7855618
688	17497	0.1686	LG18	9760266
689	23493	-0.0044	LG17	16135309
690	19554	0.1314	LG16	415421
691	23252	-0.0047	LG21	16931771
692	8450	1e-04	LG02	2934383
693	23705	-0.0031	LG04	30578350
694	22386	0.0393	LG23	1332557
695	21613	0.0066	LG03	7275254
696	22978	2e-04	LG01	11703390
697	17141	0.0053	LG07	16146679
698	6426	0.0797	LG17	8751324
699	15332	-0.0056	LG06	11688414
700	18858	0.1027	LG15	11572233
701	13980	0.0034	LG18	153850
702	6429	-0.0048	LG03	23213450
703	13982	0.0168	LG19	11889636
704	11354	-0.0034	LG14	18914944
705	24384	0.0084	LG08	13756394
706	19020	0.0082	LG07	27371063
707	19685	0.0024	LG07	28686518
708	7545	0.1019	LG01	9399694
709	16134	0.0246	LG08	8305901
710	19340	-0.0024	LG01	25547121
711	13850	0.0497	LG03	5549748
712	19342	-0.0044	LG08	3742817
713	12738	0.2326	LG15	4776604
714	19023	0.0934	LG10	17098983
715	10227	-0.0075	LG02	21921775
716	6768	0.0076	LG03	22113564
717	13670	-0.0018	LG01	1022687
718	4740	0.102	LG12	4809150
719	4747	0.0177	LG03	27467753
720	23817	-0.006	LG06	22482622
721	4744	-9e-04	LG19	11917050
722	19761	0.0593	LG04	19319412
723	9970	0.0569	LG20	21800201
724	19768	0.0096	LG23	13992374
725	16009	0.0166	LG09	17406696
726	24117	0.0626	LG09	13296746
727	9979	0.0286	LG12	20945653
728	25630	0.0066	LG06	4486576
729	14405	0.0135	LG16	11024455
730	25416	0.1077	LG11	16875369
731	25143	0.0349	LG02	14101530
732	17606	-0.0056	LG02	4524449
733	17357	0.0287	LG04	18182664
734	17351	0.0016	LG10	2645492
735	17600	0.0105	LG22	13696297
736	12025	0.0011	LG15	25246517
737	12768	0.1179	LG04	15333523
738	228	0.041	LG17	14007228
739	227	-0.0059	LG08	13650675
740	22597	0.0274	LG13	1481646
741	19900	0.0594	LG01	21474610
742	13063	0.0016	LG03	21034670
743	12028	0.0623	LG13	1250680
744	16227	0.0527	LG13	17695584
745	221	0.0333	LG04	1318919
746	23094	-0.0046	LG11	4350264
747	23927	-0.006	LG11	11392893
748	23920	0.0031	LG20	4206449
749	23922	0.0079	LG22	8131824
750	23929	0.1037	LG15	11597683
751	21789	1e-04	LG11	11847676
752	6693	0.0035	LG13	22157376
753	19587	0.037	LG08	8178687
754	6697	0.003	LG07	16303464
755	9855	0.0587	LG20	8445572
756	21624	-0.0051	LG04	8536219
757	21625	-0.0028	LG04	29329140
758	20719	-0.0067	LG16	24193447
759	20715	-0.0046	LG03	16306928
760	20714	0.0039	LG14	23463317
761	16354	0.0125	LG15	9284234
762	16352	-0.0039	LG16	26257743
763	19830	0.001	LG11	18942693
764	8135	-0.0023	LG11	22730482
765	15462	0.0036	LG09	11582028
766	7833	-0.0061	LG13	8128067
767	23991	0.103	LG23	17085654
768	21419	-0.006	LG04	15849042
769	25091	-0.006	LG14	3830858
770	6342	-0.003	LG06	8779893
771	12116	0.0289	LG05	5496922
772	8130	0.0016	LG13	13481551
