Locus	fst	chromosome	position
6709	0.0037	LG02	8318815
6275	-0.0054	LG02	8423715
6441	-0.0045	LG02	8567129
10012	-6e-04	LG02	8567215
14655	-0.0045	LG02	8606584
21296	-0.003	LG02	8900071
7390	-0.0061	LG02	8993371
24148	0.0828	LG02	9902304
12065	0.0169	LG02	9912651
15557	0.0178	LG02	9912739
3016	-0.004	LG02	10295723
17073	0.0231	LG02	10365156
23838	0.044	LG02	11039942
19045	0.0355	LG02	11101487
10878	-4e-04	LG02	11133801
2332	-0.0065	LG02	11144818
20452	-0.0032	LG02	11371678
19126	0.0215	LG02	11403166
6887	0.0376	LG02	11466154
8305	0.0026	LG02	11675992
8547	0.0825	LG02	11866579
15735	0.0036	LG02	11907621
3623	0.0014	LG02	12024231
17332	0.0051	LG02	12300457
3116	0.2038	LG02	12426111
17016	0.0237	LG02	12664574
2196	0.0873	LG02	13700077
25143	0.0349	LG02	14101530
3172	-0.0014	LG02	14430240
4836	-0.0056	LG02	14934973
6156	-6e-04	LG02	15037451
12194	-0.0015	LG02	15563819
2110	-0.0019	LG02	15714736
5196	-0.0047	LG02	16247316
18780	-0.0043	LG02	16247404
695	0.0689	LG02	16820235
15109	0.0911	LG02	16919317
3791	0.1614	LG02	16926107
246	0.0047	LG02	17086725
11273	0.0313	LG02	17972205
12434	9e-04	LG02	18018124
23203	0.1176	LG02	18131841
8045	-0.0042	LG02	18447659
21277	0.1602	LG02	18598638
23624	-0.0017	LG02	19001001
1906	0.0139	LG02	19009588
22340	0.0074	LG02	19082581
23112	0.0502	LG02	19178339
20572	2e-04	LG02	19225999
17985	9e-04	LG02	19239438
22508	-0.0054	LG02	19309451
8778	-0.0065	LG02	19375815
17391	0.0079	LG02	19424468
111	-0.0041	LG02	19524547
22131	0.0721	LG02	19717408
7610	-0.006	LG02	19846598
4689	-0.0048	LG02	19993451
16872	0.0209	LG02	20006957
19598	0.1359	LG02	20048778
18524	0.0341	LG02	20466907
14635	-7e-04	LG02	20550530
2733	0.0891	LG02	20586675
17118	-0.0011	LG02	20711926
16277	0.0387	LG02	21057505
10577	0.0011	LG02	21140684
17040	-0.0028	LG02	21265012
10806	-0.0049	LG02	21825178
10304	-0.0067	LG02	21825266
13321	-6e-04	LG02	21828564
5851	0.007	LG02	21921687
10227	-0.0075	LG02	21921775
21078	0.0569	LG02	22029483
10374	0.0091	LG02	22089412
18887	0.0113	LG02	22522394
11413	0.0098	LG02	22543785
8704	0.0026	LG02	22597571
23617	-0.0059	LG02	22626275
7806	0.0911	LG02	22686739
12145	-0.0033	LG02	22837555
22707	0.0219	LG02	23145300
1855	-0.0033	LG02	23270633
166	-0.0022	LG02	23270721
3828	-0.0067	LG02	23363691
20586	-0.006	LG02	23733031
24985	0.0024	LG02	23924006
4832	0.0124	LG03	525362
12892	0.0052	LG03	714072
2646	0.0096	LG03	727009
24288	-0.005	LG03	788105
11905	0.1207	LG03	970105
3879	0.0059	LG03	1306194
7509	0.065	LG03	1901276
25446	-0.0065	LG03	2401735
5924	-0.005	LG03	2481805
6147	-0.0068	LG03	2759270
23508	0.0624	LG03	2759358
11166	0.1102	LG03	2817506
6971	0.1882	LG03	2817594
25516	-0.0072	LG03	3136901
5079	0.0385	LG03	3440963
8316	-0.0056	LG03	4477954
7117	-0.0066	LG03	5072653
12641	1e-04	LG03	5337885
13796	-0.0014	LG03	5379523
19441	0.0032	LG03	5484346
13850	0.0497	LG03	5549748
5688	-0.0064	LG03	6697589
20898	0.0982	LG03	6721773
23215	0.1258	LG03	6928935
10350	-0.0057	LG03	7068423
1287	0.1042	LG03	7081654
7327	0.0899	LG03	7200162
19081	0.077	LG03	7238162
15965	0.0204	LG03	7238280
21613	0.0066	LG03	7275254
16360	0.0528	LG03	7374030
6657	0.0767	LG03	7628668
15903	0.1184	LG03	7655613
15150	0.0812	LG03	7669281
14032	0.0372	LG03	7893897
4002	0.0079	LG03	8053673
16706	0.1045	LG03	8053761
8205	-0.0053	LG03	8108048
23863	0.0286	LG03	8123980
22694	0.108	LG03	8422642
6431	0.0773	LG03	8422729
7975	0.0263	LG03	8603130
2647	0.0345	LG03	8603218
2371	-0.0053	LG03	8761931
24348	0.0143	LG03	9050793
4453	0.0171	LG03	9773441
22679	-0.0064	LG03	10176528
11569	0.112	LG03	10321098
24370	-0.0054	LG03	10352186
19425	0.1112	LG03	10767687
10860	0.0641	LG03	10767775
7485	-0.0064	LG03	10832030
4905	0.0698	LG03	11011877
3799	0.0172	LG03	11143943
17132	-0.0046	LG03	11263632
10685	-0.0029	LG03	11289964
8375	0.0068	LG03	11594755
23475	0.0993	LG03	11682954
4392	0.0147	LG03	11832920
11290	-0.0048	LG03	12068762
4815	-0.0029	LG03	12288968
21185	0.017	LG03	12326269
5902	0.0179	LG03	12836004
3312	-0.002	LG03	13069918
4010	0.0359	LG03	13761867
14070	-0.0011	LG03	13845404
7715	-0.006	LG03	14049056
7322	-0.0013	LG03	14577642
6883	-0.004	LG03	14829943
17134	0.04	LG03	14854029
169	0.017	LG03	15330761
18438	0.0544	LG03	15357577
22800	0.0454	LG03	15388181
12190	0.0932	LG03	15406459
20715	-0.0046	LG03	16306928
1845	0.0778	LG03	16345097
24600	-0.0066	LG03	16874492
13769	2e-04	LG03	16947873
13583	0.0054	LG03	17439369
23544	0.0171	LG03	17774929
21046	0.0198	LG03	18033092
5524	0.0279	LG03	18033180
3750	-0.0072	LG03	18130551
21244	0.287	LG03	18402039
12657	0.0026	LG03	19125456
206	-0.0047	LG03	19138705
9043	-0.0061	LG03	19476998
10413	0.0076	LG03	19637006
19255	-0.0044	LG03	19837223
13291	-0.003	LG03	19837311
3853	0.0048	LG03	19916664
24082	0.0392	LG03	20155853
3761	0.0063	LG03	20306369
15069	0.0811	LG03	20311656
21327	0.0909	LG03	20363142
1451	-0.0046	LG03	20425799
1995	0.0267	LG03	20433399
1957	-1e-04	LG03	20523113
2995	0.023	LG03	20582299
8572	0.0568	LG03	20677019
101	0.043	LG03	20685759
7164	0.0392	LG03	20693275
19592	-0.0033	LG03	20800363
13063	0.0016	LG03	21034670
25164	0.0344	LG03	21493309
12881	0.0201	LG03	22108213
6768	0.0076	LG03	22113564
9864	0.0167	LG03	22541811
9853	0.0073	LG03	22734972
14972	0.0633	LG03	23204521
6429	-0.0048	LG03	23213450
18535	-0.0066	LG03	23373618
15442	-0.0055	LG03	23446575
23706	0.0406	LG03	23466014
6993	0.1095	LG03	23801182
3885	0.0472	LG03	23804757
12623	0.1791	LG03	23860880
24194	-0.005	LG03	23926965
4025	0.0059	LG03	24223878
25450	0.0711	LG03	24305530
1193	-0.001	LG03	24543439
9704	0.0541	LG03	24677592
23000	4e-04	LG03	24732451
17454	0.07	LG03	24732539
2148	0.1325	LG03	24816799
15677	0.0705	LG03	24849640
19329	0.0257	LG03	24955295
19881	0.0344	LG03	24958507
22895	0.0305	LG03	24988455
19275	-0.006	LG03	25242684
2977	-0.0062	LG03	25242772
20490	0.0222	LG03	25668424
11162	0.0017	LG03	25703336
189	-0.0061	LG03	25718099
12087	0.0024	LG03	25954272
23029	-0.0049	LG03	26493285
5804	0.0233	LG03	27076011
24772	0.0945	LG03	27111842
18415	-7e-04	LG03	27141255
16179	0.0172	LG03	27266677
4747	0.0177	LG03	27467753
440	0.0371	LG03	27467841
1218	-0.0042	LG03	27647413
4863	0.0098	LG03	27837891
18994	0.0789	LG03	27850690
10222	0	LG03	27941905
14459	0.0166	LG03	28067721
20148	0.0063	LG03	28122202
2446	-0.0062	LG03	29018446
5413	0.0671	LG03	29071150
19975	-0.0015	LG03	29149035
15927	0.0136	LG03	29283876
2621	-0.0038	LG04	378962
1091	-0.0028	LG04	987643
17311	0.0321	LG04	1015872
9681	0.0353	LG04	1199563
7074	0.1271	LG04	1318831
221	0.0333	LG04	1318919
9776	-0.0067	LG04	1846805
7081	0.0057	LG04	2557433
9840	0.0103	LG04	3791168
12334	0.0096	LG04	3825929
4557	-0.0055	LG04	3826017
9850	-0.0035	LG04	4223942
16944	0.0798	LG04	4758407
6567	0.1102	LG04	5614539
5754	-0.0013	LG04	5682240
16053	-0.0054	LG04	6544967
11627	-9e-04	LG04	6571022
4582	0.0815	LG04	6571110
6609	-0.0072	LG04	6791037
21738	0.0296	LG04	7663467
21624	-0.0051	LG04	8536219
16046	0.0206	LG04	8899634
10906	-0.0047	LG04	9318400
5824	-0.0056	LG04	9835263
17533	0.0134	LG04	9999171
23371	0.0066	LG04	10599321
21339	0.0395	LG04	10785561
7000	0.093	LG04	11009190
22863	0.1384	LG04	11033438
6995	0.0613	LG04	11127341
220	0.0081	LG04	13609089
2334	0.0613	LG04	13791139
1638	-0.0067	LG04	14007496
1138	0.0085	LG04	14058546
16474	-0.0016	LG04	14767734
9992	-0.0071	LG04	14860399
9714	0.0195	LG04	15238228
12768	0.1179	LG04	15333523
12570	0.0171	LG04	15462653
19718	-0.003	LG04	15786063
22434	-0.0029	LG04	15803099
20057	0.0509	LG04	15803187
21419	-0.006	LG04	15849042
12952	0.1652	LG04	15935786
20735	0.0268	LG04	16801618
1122	-8e-04	LG04	16838600
20255	0.0118	LG04	17092539
8724	0.0035	LG04	17119035
15910	0.0171	LG04	17189095
22705	0.0697	LG04	17429463
6182	0.006	LG04	17601862
23845	0.0065	LG04	17671956
19756	-0.006	LG04	17689844
16800	4e-04	LG04	17712984
17357	0.0287	LG04	18182664
2176	0.0309	LG04	18406174
6519	-0.006	LG04	18598746
12515	0.0358	LG04	18612120
16620	0.1179	LG04	18616085
8018	0.0118	LG04	18659305
12331	-1e-04	LG04	18954802
24080	0.0223	LG04	19300842
19761	0.0593	LG04	19319412
11725	-0.0065	LG04	19611569
25334	0.0107	LG04	19650453
25372	0.0458	LG04	19654495
23191	-0.005	LG04	19725654
10136	0.0139	LG04	19736434
4045	0.0561	LG04	19808416
9898	-0.002	LG04	20122738
164	0.1096	LG04	20273388
7142	-0.002	LG04	20628733
17312	0.0227	LG04	21518848
7962	5e-04	LG04	22010636
12982	-0.0057	LG04	22046280
10585	0.0491	LG04	22250919
23795	-0.0073	LG04	22412121
20413	-0.0037	LG04	22474367
4373	-0.0059	LG04	22943548
6522	0.0794	LG04	23060319
4230	0.0405	LG04	23389886
11736	0.1865	LG04	23393908
8499	0.2254	LG04	23394825
3694	0.004	LG04	23536033
2033	-0.0055	LG04	24372151
4133	0.2397	LG04	24866885
2154	0.0486	LG04	24968352
20574	-0.004	LG04	25004497
8590	0.037	LG04	25049798
12352	0.0296	LG04	25253747
1499	-0.0051	LG04	25352161
23840	0.0336	LG04	25459757
13845	0.0082	LG04	25562752
4777	0.0263	LG04	25625757
20158	0.0992	LG04	25712430
7139	0.0366	LG04	26379247
18193	0.017	LG04	26465366
23999	0.0085	LG04	26670688
11896	-0.003	LG04	26693499
17909	-0.0063	LG04	27400513
5171	0.0231	LG04	27557653
7643	0.0106	LG04	27733899
20561	0.0422	LG04	28036248
22104	0.0142	LG04	28268549
9878	0.0319	LG04	28655265
15456	0.0167	LG04	28674444
4126	-0.0056	LG04	28825553
21625	-0.0028	LG04	29329140
16190	-0.0063	LG04	29395045
4998	0.0231	LG04	29833176
6956	0.1526	LG04	29887394
10713	-0.0051	LG04	30555991
23705	-0.0031	LG04	30578350
4898	0.0107	LG04	30578438
9316	0.0176	LG04	30729475
10495	0.0063	LG04	30851725
10022	-0.0029	LG04	30922281
3553	0.1011	LG04	30956415
14472	-0.0044	LG04	30956502
1392	0.0385	LG04	31306420
6672	6e-04	LG04	31308425
1162	0.0174	LG04	31408269
19740	-0.0052	LG04	32561118
9308	0.0526	LG04	32661853
13211	0.003	LG04	32864667
8095	-0.0056	LG04	33023845
7637	0.0463	LG04	33296125
825	0.0031	LG04	33313977
4013	0.1225	LG04	33514896
4212	0.0447	LG04	33598863
25151	0.0413	LG04	33904455
23528	-0.0041	LG04	34498084
3875	0.0173	LG04	34503689
22930	0.0071	LG04	34615017
25555	0.0063	LG05	89763
17084	0.0202	LG05	348214
10024	0.024	LG05	2172020
589	-0.0057	LG05	2535105
10429	-0.0012	LG05	2555026
18975	0.0152	LG05	2579067
5071	0.041	LG05	2633866
11818	0.1183	LG05	2648540
14659	0.0071	LG05	2828095
10567	0.0972	LG05	2974965
16947	0.0028	LG05	3136987
8703	0.0203	LG05	3371670
11509	0.0459	LG05	3589620
17252	0.0163	LG05	3682253
4484	0.0062	LG05	3970822
16264	0.0027	LG05	3973528
14300	0.0233	LG05	4212380
16456	-0.0018	LG05	4768937
14426	0.0779	LG05	4935071
6554	0.0615	LG05	4972861
13100	0.0363	LG05	5100690
15588	0.0758	LG05	5118449
10488	0.1795	LG05	5151374
23427	0.0806	LG05	5411902
12116	0.0289	LG05	5496922
14064	0.1587	LG05	5914975
20425	0.0054	LG05	6497308
14657	0.0215	LG05	6497396
2370	-0.0061	LG05	6913864
11059	0.0341	LG05	6974071
23421	0.0025	LG05	7123980
8098	-0.0047	LG05	7346643
16370	-0.0011	LG05	7643714
11052	-0.0059	LG05	8177311
12823	-0.003	LG05	9109345
23990	0.0277	LG05	9266375
17919	-0.0042	LG05	9434848
17944	0.0616	LG05	9577848
24751	0.0014	LG05	9794993
6807	0.0588	LG05	9917870
22431	-0.0057	LG05	10067172
4761	0.0252	LG05	10222929
7345	0.0978	LG05	10239778
8048	-0.0021	LG05	10285673
15308	0.2888	LG05	10331545
109	-0.0052	LG05	10536052
13066	0.0172	LG05	10679060
1968	0.0088	LG05	10680722
25641	-0.0034	LG05	10857600
17328	0.0669	LG05	11002377
16580	-0.0028	LG05	11076551
18979	-0.001	LG05	11124903
18355	0.0425	LG05	11138778
17737	0.0423	LG05	11138867
2046	-0.0049	LG05	11189734
10648	-0.0046	LG05	11265067
4644	0.0896	LG05	11293151
4878	0.0027	LG05	11387138
8027	0.0131	LG05	11481749
15382	0.3606	LG05	11546705
24504	-0.0052	LG05	11587563
22739	4e-04	LG05	11633495
10882	0.0036	LG05	11668653
18925	0.0045	LG05	11763208
24009	0.0248	LG05	12735878
13081	0.0151	LG05	12942571
11687	0.0173	LG05	13038479
10965	0.0333	LG05	13105253
15300	5e-04	LG05	13640918
20381	-0.0057	LG05	14027035
19118	0.0439	LG05	14061436
17629	0.0167	LG05	14114194
20144	0.0566	LG05	14401240
13979	0.0262	LG05	14406847
13846	-9e-04	LG05	14410779
12291	0.0623	LG05	14410867
13010	0.0214	LG05	15083235
21290	0.0284	LG05	16180064
14762	0.0025	LG05	16361882
11483	-0.0047	LG05	16568600
10838	0.0018	LG05	17222349
20929	0.0486	LG05	17283664
11738	0.0349	LG05	17317386
17363	1e-04	LG05	17877788
16695	-0.005	LG05	17929251
25170	3e-04	LG05	17962009
9461	-0.0056	LG05	18045280
23233	0.0179	LG05	18045368
1454	0.0096	LG05	18200049
982	0.0571	LG05	18446161
3728	-0.0015	LG05	18541764
17779	0.0327	LG05	18648134
1961	0.0979	LG05	18759149
6944	0.1207	LG05	18764110
22737	0.0162	LG05	18809175
3057	-0.0061	LG05	18929714
15494	0.0818	LG05	18979819
19937	0.0339	LG05	18997330
24920	0.0094	LG05	19158882
10276	0.0805	LG05	19239849
2934	-0.006	LG05	19374392
23313	-0.0079	LG05	19510123
4646	0.0479	LG05	19743630
19856	0.1049	LG05	19867310
13631	0.1214	LG05	19888628
5775	0.0201	LG05	19917386
534	0.0047	LG05	20110056
10849	0.0404	LG05	20154474
13168	0.0111	LG05	20205229
10660	0.061	LG05	20217032
22541	0.0311	LG05	20236929
11191	-0.004	LG05	20436363
5600	0.0426	LG05	20613309
1962	-0.0014	LG05	20623937
19450	0.0694	LG05	20850964
297	0.0311	LG05	20858577
24976	-0.0056	LG05	20961741
18694	-0.0044	LG05	21068872
20449	0.0086	LG05	21122347
8231	-0.0037	LG05	21184752
14897	0.1347	LG05	21210136
9174	0.0887	LG05	21240325
15212	0.0128	LG05	21327788
17718	0.0291	LG05	21496059
18637	0.0694	LG05	21652083
2075	0.0761	LG05	21654489
5469	0.0828	LG05	21906804
15139	-0.0058	LG05	21923875
11717	-0.0059	LG05	22040377
8849	0.0196	LG05	22279915
14824	0.016	LG05	22503857
24371	0.0784	LG05	22689648
13258	0.0964	LG05	23305723
17738	0.0413	LG05	23403828
8820	-0.0044	LG05	23467616
13192	0.0098	LG05	23756830
4613	0.0113	LG05	23973460
20744	-0.0034	LG05	23975122
9216	0.061	LG06	92177
20128	0.1053	LG06	176690
17816	0.0048	LG06	237035
14626	0.0503	LG06	237123
4213	0.0119	LG06	237908
4727	-3e-04	LG06	489796
12701	0.0738	LG06	653437
9299	-0.0036	LG06	683028
12123	0.0197	LG06	1575634
7915	0.045	LG06	1682281
13991	0.0211	LG06	2695268
24966	-0.0058	LG06	2752792
10823	-0.0056	LG06	3377386
20756	0.0022	LG06	3568242
19689	-0.0033	LG06	3616089
10386	-0.0049	LG06	3618928
25271	0.0651	LG06	3646888
14572	0.0104	LG06	3819643
10299	0.0175	LG06	4083575
14955	0.3657	LG06	4090145
23148	-0.0063	LG06	4104193
12963	-0.0055	LG06	4294118
25630	0.0066	LG06	4486576
6069	-0.0014	LG06	5096580
19551	0.026	LG06	5223455
9967	0.002	LG06	5507919
9502	0.077	LG06	5572616
6260	-0.0031	LG06	5630445
12746	-0.0055	LG06	5825278
15140	-2e-04	LG06	5825366
3734	-0.0056	LG06	5926292
13308	0.0088	LG06	6089527
13575	0.0422	LG06	6229225
7870	0.0171	LG06	6309938
927	0.0372	LG06	6420980
21453	0.0629	LG06	6580009
23753	0.0698	LG06	6601593
15573	-0.0084	LG06	6638277
18841	0.1093	LG06	6656691
11663	-0.0042	LG06	6786952
4799	1e-04	LG06	6902120
5610	0.1157	LG06	6965868
9369	0.0168	LG06	7049845
14140	-0.0061	LG06	7517417
18743	0.0309	LG06	7692783
20101	0.0081	LG06	7734851
5576	4e-04	LG06	7858844
3940	0.11	LG06	7867156
16571	0.1181	LG06	7867244
2522	0.0419	LG06	8028686
21614	0.0321	LG06	8028774
21699	-0.0063	LG06	8243548
6342	-0.003	LG06	8779893
13537	0.0818	LG06	8949504
5770	5e-04	LG06	9501622
14176	0.0166	LG06	9604337
19990	-7e-04	LG06	10021608
13341	0.0158	LG06	10553940
15701	0.0153	LG06	10563813
381	-0.0069	LG06	10890799
11521	0.0135	LG06	11046781
11092	0.0464	LG06	11334310
16166	-8e-04	LG06	11464080
15332	-0.0056	LG06	11688414
9135	0.0176	LG06	12182054
8758	-0.0043	LG06	12398312
813	0.0151	LG06	12873880
20021	0.0085	LG06	12932691
8872	0.011	LG06	12940079
5077	0.0133	LG06	12954935
8327	0.1417	LG06	13589351
14593	-0.0027	LG06	13656731
24665	-0.004	LG06	14270724
3887	0.0987	LG06	14278663
7726	0.0049	LG06	14765352
13323	0.012	LG06	15013362
25368	0.0136	LG06	15060175
20867	0.0821	LG06	15224176
2331	0.0044	LG06	15803151
9684	0.0216	LG06	16217777
12544	0.0146	LG06	16294851
9582	-0.0046	LG06	16749471
16968	0.0181	LG06	17047164
21921	0.0739	LG06	17047252
23650	0.1448	LG06	17098228
22783	0.0394	LG06	17151219
3973	-0.0057	LG06	17505582
24868	0.0261	LG06	17520164
23346	0.033	LG06	17719747
13547	0.033	LG06	17746245
7735	-0.0057	LG06	18310874
14906	0.043	LG06	18358526
12288	0.053	LG06	18486795
4058	-0.0034	LG06	18751866
4398	0.2106	LG06	18998161
23788	0.0508	LG06	19578433
5232	0.0209	LG06	19843692
1054	0.1216	LG06	19898749
8805	0.0123	LG06	19987845
5336	0.1034	LG06	20059538
12069	0.0121	LG06	20237554
4191	-0.004	LG06	20741073
23765	0.0203	LG06	21333521
16839	-0.0027	LG06	21459832
15407	0.032	LG06	21582654
4887	-0.0044	LG06	22208449
23817	-0.006	LG06	22482622
19466	0.0016	LG06	22609209
5465	0.0175	LG06	22757568
7391	0.0387	LG06	22765329
14522	0.0344	LG06	22869084
8057	0.1195	LG06	22944848
16898	0.1533	LG06	23015385
16504	0.0216	LG06	23022030
24663	-0.0049	LG06	23081376
18159	0.033	LG06	23485475
7666	0.0219	LG06	23577967
12220	0.0338	LG06	23763699
18782	-0.0067	LG06	23908378
20465	0.0261	LG06	23946740
14932	-0.0053	LG06	24003056
4572	4e-04	LG06	24057453
17898	0.0136	LG06	24099530
