Locus	Fst
6229	0.0224
1157	-0.0066
14640	0.1323
20381	-0.0057
1098	-0.0004
15841	0.0709
11611	0.0393
23891	0.0133
14869	0.0168
9766	0.0036
12120	-0.0048
10501	0.0628
20473	0.0034
24370	-0.0054
7335	0.0350
7333	-0.0053
1978	0.1211
1975	-0.0010
3223	0.0681
1970	0.0403
13275	0.0571
18434	0.0031
23792	0.0139
803	0.0071
18438	0.0544
20374	0.0221
805	0.0082
13279	-0.0028
12921	0.0801
18099	0.0399
15607	0.0048
18760	0.0099
2844	0.0021
18762	0.0250
18586	-0.0029
18094	-0.0045
10210	0.0272
24400	0.0198
3328	0.0200
14517	0.0160
14266	0.0632
14260	0.1216
10218	-0.0041
20525	-0.0019
7058	0.0382
1770	0.0136
1773	-0.0020
9896	-0.0039
20078	0.0480
18015	0.0059
15112	0.0249
8149	0.0796
1159	-0.0157
20239	0.0990
15934	0.0068
6995	0.0613
16563	0.0170
6993	0.1095
24543	0.0193
18366	0.0034
15114	0.0163
5516	0.0375
2998	0.0033
23544	0.0171
1555	0.0315
3039	0.0564
17990	-0.0030
2990	0.0452
54	0.0425
14466	0.0010
2995	0.0230
53	0.0289
2997	0.0632
8703	0.0203
534	0.0047
15595	0.0144
8704	0.0026
15598	0.0261
17040	-0.0028
13856	-0.0030
13857	0.0099
8033	0.0018
24267	0.0660
10029	0.0613
3031	0.0037
5600	0.0426
24082	0.0392
12851	0.0406
9992	-0.0071
8527	0.0151
8526	0.0145
8525	0.1815
9996	-0.0063
6519	-0.0060
14510	0.0050
10022	-0.0029
15024	0.0082
15168	-0.0026
1393	0.0494
1392	0.0385
23643	0.0435
21686	0.0268
22657	0.3305
3814	0.0435
22653	-0.0045
17497	0.1686
23493	-0.0044
19554	0.1314
23252	-0.0047
8450	0.0001
23705	-0.0031
22386	0.0393
21613	0.0066
22978	0.0002
17141	0.0053
6426	0.0797
15332	-0.0056
18858	0.1027
13980	0.0034
6429	-0.0048
13982	0.0168
11354	-0.0034
24384	0.0084
19020	0.0082
19685	0.0024
7545	0.1019
16134	0.0246
19340	-0.0024
13850	0.0497
19342	-0.0044
12738	0.2326
19023	0.0934
10227	-0.0075
6768	0.0076
13670	-0.0018
4740	0.1020
4747	0.0177
23817	-0.0060
4744	-0.0009
19761	0.0593
9970	0.0569
19768	0.0096
16009	0.0166
24117	0.0626
9979	0.0286
25630	0.0066
14405	0.0135
25416	0.1077
25143	0.0349
17606	-0.0056
17357	0.0287
17351	0.0016
17600	0.0105
12025	0.0011
12768	0.1179
228	0.0410
227	-0.0059
22597	0.0274
19900	0.0594
13063	0.0016
12028	0.0623
16227	0.0527
221	0.0333
23094	-0.0046
23927	-0.0060
23920	0.0031
23922	0.0079
23929	0.1037
21789	0.0001
6693	0.0035
19587	0.0370
6697	0.0030
9855	0.0587
21624	-0.0051
21625	-0.0028
20719	-0.0067
20715	-0.0046
20714	0.0039
16354	0.0125
16352	-0.0039
19830	0.0010
8135	-0.0023
15462	0.0036
7833	-0.0061
23991	0.1030
21419	-0.0060
25091	-0.0060
6342	-0.0030
12116	0.0289
8130	0.0016
13461	-0.0041
14269	0.0395
4514	0.0837
6187	-0.0033
6182	0.0060
9421	0.0256
2506	0.0329
12584	0.2024
11646	0.1388
5288	-0.0002
9350	0.0224
9355	0.0071
9354	0.0411
5281	0.0756
15713	-0.0012
9359	0.1630
10821	0.0146
5287	-0.0058
9191	-0.0061
9190	0.0179
21244	0.2870
9192	0.0009
7940	0.1489
7942	0.0788
10374	0.0091
22824	0.0275
5042	0.0011
20664	0.0299
3780	-0.0052
14006	0.0273
8997	-0.0058
6956	0.1526
20500	-0.0031
6248	0.0018
10567	0.0972
12206	0.0054
6230	-0.0058
4998	0.0231
14852	0.0176
20444	0.0044
18889	-0.0057
20609	0.0570
15639	0.0001
18887	0.0113
15052	0.0003
20449	0.0086
20689	0.0475
9776	-0.0067
9770	0.0527
10514	-0.0030
21863	0.3075
3258	0.0171
7301	0.0349
9284	0.0218
24178	0.0221
24167	0.1058
13081	0.0151
13083	0.0355
13082	0.0563
13241	0.0413
11912	0.0194
17252	0.0163
13249	0.0446
813	0.0151
815	0.0010
12937	-0.0027
2851	-0.0005
2850	0.0048
18770	0.0407
1490	-0.0031
10207	0.0067
3331	0.0590
7046	-0.0032
5465	0.0175
5464	0.0041
5469	0.0828
1499	-0.0051
3339	0.1201
3338	-0.0068
21539	-0.0051
5264	-0.0051
10191	0.0046
425	0.0043
10199	0.0264
18398	0.0140
15855	0.0016
15850	0.0216
1258	0.0175
4575	-0.0053
19199	-0.0037
6989	0.0897
6988	0.0403
8603	0.0017
1122	-0.0008
8601	0.0104
6983	0.1076
11133	-0.0028
11132	0.0134
15109	0.0911
15104	0.0083
14329	-0.0046
24993	-0.0006
14459	0.0166
20859	0.0195
17985	0.0009
3023	0.0450
14698	0.0956
2985	0.0005
24372	-0.0049
525	0.0031
522	0.0013
23494	0.0081
15588	0.0758
18089	0.0144
9299	-0.0036
8514	-0.0005
8045	-0.0042
8046	0.0072
8048	-0.0021
4192	0.0224
4191	-0.0040
18923	0.0563
5679	-0.0059
21317	0.0309
8289	0.0965
11003	0.0190
14522	0.0344
15039	-0.0053
14526	0.0593
6500	0.0046
24288	-0.0050
23060	-0.0050
18925	0.0045
15217	-0.0053
24284	-0.0044
24287	0.0002
22621	-0.0054
14122	0.0093
18702	-0.0045
21829	0.0040
23487	0.0960
23482	0.0495
17121	0.1319
8461	0.0053
23248	-0.0058
22737	0.0162
23717	0.1294
8192	0.0370
15327	0.0272
8190	-0.0046
8196	0.0650
6431	0.0773
12449	0.0516
7559	0.0044
23395	0.0442
20056	0.0073
25516	-0.0072
4777	0.0263
21313	-0.0057
17087	-0.0046
13641	0.0457
22284	-0.0022
22530	0.0238
4174	0.0170
17944	0.0616
4176	0.0007
4171	-0.0015
4172	-0.0039
3062	-0.0044
14839	0.1008
9940	-0.0036
9941	0.0390
15235	-0.0023
16037	0.0140
16036	0.0072
5813	-0.0054
16033	0.0242
16032	0.3551
18662	0.0010
19937	0.0339
17619	-0.0034
16215	0.0504
16742	-0.0000
16211	0.2051
10342	-0.0038
16748	0.0254
17342	-0.0061
12055	-0.0063
12054	-0.0031
14492	0.0073
9274	0.0013
236	0.0759
13505	0.0230
9275	0.0229
12693	0.0040
2227	0.0108
2225	0.1235
5924	-0.0050
5925	-0.0031
10836	-0.0019
5928	0.0112
10838	0.0018
21874	0.0685
21653	-0.0065
20163	-0.0062
142	0.0010
2468	0.0173
19241	-0.0063
148	-0.0059
21097	0.0111
7823	-0.0062
4508	0.0001
23412	-0.0065
16695	-0.0050
22923	0.0752
2082	-0.0044
19310	-0.0053
16698	0.0008
5450	0.1014
2539	0.0082
5451	0.0149
11651	0.0671
17760	0.0104
20670	0.0047
20672	0.0334
9369	0.0168
2718	0.1735
9363	0.0114
7957	0.0447
10698	0.1588
5079	0.0385
7953	0.0121
7952	-0.0019
7227	-0.0068
9165	-0.0066
9166	0.0092
5071	0.0410
5077	0.0133
9162	0.0029
17406	0.0066
3799	0.0172
3798	0.0455
3794	-0.0033
3797	0.0389
3791	0.1614
16966	0.0203
2154	0.0486
19616	0.0027
2153	0.0118
4989	0.0395
23999	0.0085
6244	-0.0057
10742	-0.0064
20452	-0.0032
24665	-0.0040
18566	0.0836
10529	0.0150
14667	0.0160
1957	-0.0001
22839	0.0278
14064	0.1587
9704	0.0541
9705	0.0974
8873	-0.0039
3248	0.0754
12852	0.2613
7315	0.0849
7314	0.0744
14999	0.0191
7313	-0.0062
3244	0.1408
11902	0.1696
22373	0.0215
11905	0.1207
825	0.0031
23402	0.1027
18415	-0.0007
12309	0.0088
820	0.0283
13253	0.1413
12636	0.0091
12380	0.0369
3307	0.0022
3304	0.1631
3303	-0.0004
15910	0.0171
1713	0.0065
1712	0.0094
1711	0.0210
9387	-0.0058
792	0.0099
12889	-0.0054
21509	0.0120
12886	0.0554
18108	0.0176
15829	0.0533
17084	0.0202
1138	0.0085
12145	-0.0033
23503	0.0769
15954	0.1010
617	0.0012
15139	-0.0058
23795	-0.0073
9864	0.0167
7789	0.1228
11129	0.0476
24664	-0.0003
7781	-0.0063
3019	0.0202
10999	0.0155
3016	-0.0040
13712	0.0013
7142	-0.0020
3015	0.0028
21120	0.1516
18743	0.0309
18741	0.0420
512	-0.0058
1002	0.1366
8727	0.1289
12877	-0.0060
4188	0.0294
10995	-0.0045
8057	0.1195
8056	0.0987
8055	0.1358
23124	0.1258
4185	0.0167
1228	0.0117
5662	0.0087
6534	0.0516
8295	0.2795
6533	0.0075
13620	-0.0040
4344	-0.0049
15009	-0.0052
18478	0.0099
19641	0.0283
15567	0.0138
11018	0.2876
11019	0.0548
22830	-0.0057
14537	0.0507
24292	0.0093
23018	0.2536
17885	-0.0050
3879	0.0059
18476	0.0175
22001	0.0086
22637	-0.0045
22286	0.0448
14764	-0.0004
16005	0.0055
3875	0.0173
23728	-0.0001
11337	-0.0044
11336	-0.0051
23723	0.0089
23233	0.0179
8471	0.0006
11	-0.0001
6403	0.0061
15311	-0.0023
7565	0.0934
15316	0.0044
16	0.0149
19	0.0170
6408	0.0008
6409	-0.0039
5711	0.0908
21403	-0.0047
7763	-0.0044
17702	0.0285
7768	0.0097
7769	0.1434
15207	-0.0061
3900	0.0081
3902	-0.0067
19324	0.0610
4761	0.0252
4760	-0.0003
13652	0.0606
23346	0.0330
13656	-0.0068
4766	0.1281
22526	-0.0004
11486	0.0488
11483	-0.0047
11482	0.1195
23838	0.0440
13895	0.0346
25063	-0.0053
23029	-0.0049
21277	0.1602
21583	0.0196
19039	-0.0060
19740	-0.0052
19037	-0.0062
19035	0.0049
5807	0.0307
17718	0.0291
5804	0.0233
16752	0.0171
200	0.0265
15623	-0.0026
19255	-0.0044
16205	0.0166
206	-0.0047
16209	0.0229
25164	0.0344
25162	0.0667
25161	0.0261
17350	0.0846
25368	0.0136
16599	0.0107
12049	0.0004
24987	0.1686
23903	-0.0051
17490	0.0559
12686	0.0153
22166	-0.0072
23908	0.0072
2234	-0.0028
24646	-0.0047
18879	0.0523
19630	0.0233
10823	-0.0056
10820	0.0056
10828	0.0390
16186	0.0265
19965	0.0005
21647	0.0125
3499	0.0374
17578	0.0781
4609	0.0094
7818	0.0285
4570	-0.0057
4572	0.0004
21084	0.0437
3659	-0.0068
18733	0.0392
13406	0.0244
24985	0.0024
22851	-0.0057
16370	-0.0011
3651	0.1084
17825	-0.0008
19441	0.0032
13514	0.0806
11663	-0.0042
2520	0.0138
2522	0.0419
13384	0.0353
20399	0.0000
16683	0.0127
21748	0.0039
24966	-0.0058
19904	-0.0067
11462	-0.0035
9277	0.0109
220	0.0081
11469	0.0048
22858	-0.0039
2709	0.0346
5060	0.0012
2705	0.0161
23272	-0.0040
4885	0.1639
4887	-0.0044
7962	0.0005
25214	-0.0031
25065	0.0183
9174	0.0887
10685	-0.0029
25187	0.0501
13318	0.0457
13314	0.0068
13316	0.0182
1821	0.0210
4402	0.0038
9576	0.0745
2417	0.2611
9579	0.0291
925	-0.0047
2149	0.0177
2148	0.1325
10530	0.0122
18619	-0.0060
14236	-0.0011
10539	0.1404
5398	0.0166
5748	0.0268
14234	0.0846
20117	-0.0022
9717	-0.0013
13937	-0.0003
9714	0.0195
832	-0.0059
18979	-0.0010
22992	0.0222
3473	0.0101
8885	0.0170
18975	0.0152
7367	-0.0037
3	0.0046
13221	-0.0037
18401	-0.0022
18404	0.0741
19994	0.0283
18994	0.0789
7074	0.1271
18990	-0.0058
21335	-0.0008
12479	-0.0048
7027	-0.0049
9002	0.1527
10226	0.0930
3312	-0.0020
5482	0.0006
9008	0.0120
780	0.0183
1729	0.0121
20021	0.0085
20023	0.0168
1722	-0.0056
21518	0.3148
17325	-0.0061
13135	0.0385
18571	-0.0045
12403	0.0178
19228	-0.0084
18579	0.0421
20756	0.0022
15948	0.0053
15122	-0.0005
18196	0.0849
9000	-0.0049
18193	0.0170
63	0.0092
3000	0.0102
10076	0.0106
7791	-0.0047
11896	-0.0030
22626	0.0133
20337	0.0126
1589	-0.0062
17454	0.0700
17968	0.0673
1582	0.0039
20561	0.0422
7151	0.0645
10222	0.0000
18757	-0.0001
1031	-0.0044
1036	0.0033
1037	0.0419
630	0.0964
12866	0.0121
23136	0.0013
1218	-0.0042
927	0.0372
23645	0.0066
7485	-0.0064
6520	-0.0028
6522	0.0794
6525	0.0423
9452	0.0246
6526	0.0017
4373	-0.0059
5654	0.2023
7489	0.0388
5650	0.0109
11069	-0.0056
16458	0.1285
2895	0.0197
23293	0.0035
25561	0.1248
14547	0.0010
14546	-0.0054
1454	0.0096
17899	-0.0048
1451	-0.0046
1452	0.0170
17892	0.0748
25567	0.0027
23009	0.0476
10188	-0.0036
13791	0.0410
4081	-0.0055
4083	0.0238
13796	-0.0014
4088	0.0059
3867	-0.0065
3865	0.0085
8409	0.0406
15927	0.0136
11325	0.0114
7571	0.0349
7570	0.0048
7573	0.0590
3734	-0.0056
15308	0.2888
7574	-0.0055
19138	0.0507
5722	0.0208
6417	0.0970
20070	-0.0014
15300	0.0005
6410	0.0324
9812	-0.0044
7775	-0.0049
13762	-0.0023
13038	-0.0062
3917	0.0046
8316	-0.0056
4799	0.0001
8312	-0.0058
23351	-0.0068
21971	-0.0060
5995	0.1192
4150	0.0955
4154	0.0283
11257	0.0628
10886	0.0825
18900	-0.0031
13506	0.0054
7028	0.0220
13723	0.0162
13462	0.0284
23271	0.0878
9922	0.0289
13725	-0.0023
19263	0.0074
11579	0.0439
22771	0.0109
8218	-0.0056
25170	0.0003
19269	0.0389
22679	-0.0064
6085	0.0588
25372	0.0458
6080	0.0395
12070	0.0032
23915	0.0145
23917	-0.0038
5902	0.0179
17217	0.0894
16165	0.0197
16164	-0.0037
16168	0.0182
19881	0.0344
3488	0.1004
7803	-0.0026
17561	0.0023
7807	-0.0065
7806	0.0911
24825	0.0773
3480	-0.0031
3484	0.0737
20472	-0.0059
21078	0.0569
24663	-0.0049
13418	0.0360
4568	0.0097
21071	0.0275
19864	0.4168
2554	0.0159
11675	0.0104
2558	-0.0040
6390	-0.0053
18297	-0.0045
11476	-0.0053
14300	0.0233
2390	0.1101
17363	0.0001
17368	-0.0004
20612	0.0635
5011	0.0558
4898	0.0107
14305	0.0019
5016	0.0542
4893	-0.0056
4892	0.0276
4894	-0.0001
16947	0.0028
20929	0.0486
16944	0.0798
16410	-0.0013
25277	0.0602
18355	0.0425
7975	0.0263
7974	0.0417
9492	-0.0045
7976	0.0035
16418	0.0175
9144	0.0469
7522	0.0063
12255	0.0206
12254	-0.0026
6260	-0.0031
13304	0.0591
4411	0.0595
13301	0.2084
6065	0.0749
13598	0.0815
2176	0.0309
17097	0.0440
15382	0.3606
2175	0.0095
22276	0.0127
9545	0.3913
12099	0.0135
6069	-0.0014
21107	-0.0054
4960	0.0018
2604	0.0487
14045	-0.0058
20928	0.0112
2601	0.0661
14042	0.0177
2603	0.0086
20926	0.0018
20920	0.0709
14049	0.0006
14824	0.0160
3261	0.0346
24136	0.0508
21327	0.0909
20336	0.0363
10039	0.0178
1936	0.0123
10785	0.0343
3266	-0.0000
1939	0.0340
20101	0.0081
20574	-0.0040
3460	0.0309
7370	-0.0060
21699	-0.0063
8890	-0.0040
12322	0.1223
12320	0.0562
20586	-0.0060
20588	0.0166
19141	-0.0058
14221	0.1215
14955	0.3657
7230	-0.0070
16902	0.0649
21360	0.0736
1739	0.0387
1738	0.0033
13237	0.0053
18694	-0.0044
24005	0.0593
1730	0.0137
5232	0.0209
20036	0.0588
1734	0.0088
1737	0.0274
20666	-0.0060
13124	-0.0003
13125	-0.0004
15808	0.0114
15805	0.0701
17073	0.0231
11818	0.1183
18142	0.0058
13129	-0.0041
752	0.0190
756	0.0152
17428	0.0205
25052	0.0809
6886	-0.0049
6887	0.0376
1596	0.0177
6882	0.0777
1590	0.0015
3076	-0.0029
18322	0.0007
2950	-0.0061
14311	0.0203
1027	0.0713
1020	-0.0010
12713	-0.0057
7164	0.0392
4365	-0.0037
24029	0.0139
4361	0.0742
4368	0.0648
12892	0.0052
15573	-0.0084
15571	0.0141
8278	-0.0052
8277	0.0390
14559	0.0122
11072	-0.0043
14550	-0.0057
22707	0.0219
3102	0.1748
8670	0.0153
5	0.1122
1441	0.1480
12869	-0.0058
8064	-0.0026
20923	-0.0052
4092	0.0038
23215	0.1258
4090	0.0025
4097	-0.0052
22348	0.0175
22349	-0.0015
19126	0.0215
22615	-0.0049
22340	0.0074
23587	0.0061
23584	-0.0052
5730	0.0075
11319	0.0185
12205	-0.0040
5739	0.0681
15010	0.0058
6462	0.0194
12201	0.0975
9801	0.1829
7583	0.0236
7747	0.0115
22640	0.0008
18166	0.0237
7749	-0.0045
23879	0.0102
15543	-0.0052
14174	0.0060
8724	0.0035
24153	0.0182
20446	0.0685
3929	-0.0022
22508	-0.0054
6729	0.0771
4782	0.0708
11886	0.0978
19014	0.0064
8095	-0.0056
8267	0.0565
12521	0.0407
4148	-0.0059
23694	0.0017
4145	0.0281
8260	0.0075
4140	-0.0039
14912	0.0187
3855	-0.0045
21851	0.1066
3853	0.0048
22085	0.0366
8726	0.0544
14426	0.0779
19275	-0.0060
12069	0.0121
19784	0.3016
12064	-0.0034
6094	0.0300
16571	0.1181
10350	-0.0057
6658	0.0535
6657	0.0767
12664	0.0397
19650	0.2167
19651	0.0420
15548	0.1498
10806	-0.0049
16179	0.0172
20990	0.0030
198	-0.0080
21844	-0.0047
14545	0.1079
17552	0.0689
21666	0.0184
19879	0.0072
4556	-0.0052
4557	-0.0055
6388	-0.0047
4550	0.0177
21061	0.1143
15494	0.0818
21996	0.0063
19513	0.0068
11687	0.0173
11686	0.0218
17898	0.0136
14070	-0.0011
11443	0.0206
2382	0.0147
17237	-0.0029
24801	0.0120
20544	0.0592
5002	0.0045
10334	-0.0055
2762	-0.0030
20625	0.0251
20624	0.0080
9159	0.0118
9158	0.0311
22899	0.3520
9489	0.0326
24168	0.0380
17132	-0.0046
17134	0.0400
11304	0.0039
12242	-0.0037
6275	-0.0054
6274	0.0370
16790	0.0073
16791	-0.0040
6279	-0.0032
4426	0.1116
25129	0.0066
1845	0.0778
6077	0.0059
12087	0.0024
4958	-0.0033
22705	0.0697
12082	0.0282
