Locus	fst	chromosome	position
301	6368	0.0407	LG18	599429
302	11627	0.0031	LG04	6571022
303	7988	0.0604	LG21	19601801
304	6360	0.0839	LG14	26156845
305	23014	0.001	LG11	26491712
306	10150	0.0406	LG22	3525998
307	10151	0.0407	LG18	11939298
308	9331	-0.0058	LG19	4094309
309	20085	0.0202	LG16	27127755
310	20083	-0.0064	LG23	19876950
311	20082	0.0025	LG22	10123107
312	20081	0.038	LG10	12658536
313	24833	0.0273	LG07	26668142
314	22800	0.0426	LG03	15388181
315	3524	-0.0056	LG14	24505243
316	21559	0.0388	LG21	9696329
317	20649	0.0113	LG15	22198330
318	3523	-0.0055	LG15	5955032
319	10396	0.0059	LG10	7240187
320	22806	-1e-04	LG09	12871481
321	10399	-0.0054	LG01	22235777
322	3228	0.0939	LG14	25824909
323	13544	0.033	LG12	12276684
324	13198	0.0142	LG07	11977671
325	16933	0.0639	LG18	8828592
326	16931	-0.0032	LG18	19293340
327	14897	0.0721	LG05	21210136
328	13192	0.0054	LG05	23756830
329	7214	0.022	LG10	7431430
330	13196	-0.007	LG17	9348149
331	7216	6e-04	LG23	11281788
332	14890	0.0187	LG02	3068799
333	10715	0.0013	LG14	13820701
334	10711	-0.006	LG20	6584996
335	12220	0.0444	LG06	23763699
336	10713	-0.007	LG04	30555991
337	2694	0.0195	LG21	8442668
338	12668	0.0665	LG12	20070737
339	15708	-0.0022	LG01	17762848
340	18594	0.0033	LG17	17024401
341	1602	0.2106	LG01	11804307
342	14655	-0.0051	LG02	8606584
343	14657	0.0236	LG05	6497396
344	23883	0.0045	LG13	23701508
345	14659	0.0423	LG05	2828095
346	16245	-0.0044	LG10	19765296
347	6816	0.0105	LG23	3208908
348	25444	0.2053	LG10	22997820
349	9755	0.0225	LG10	13377165
350	23334	0.0168	LG14	1850852
351	10576	-0.0068	LG21	8043328
352	10577	-4e-04	LG02	21140684
353	20465	0.0303	LG06	23946740
354	25446	-0.0062	LG03	2401735
355	17909	-0.0012	LG04	27400513
356	18934	0.0308	LG15	8332754
357	13066	0.0194	LG05	10679060
358	7327	0.0962	LG03	7200162
359	1968	0.0106	LG05	10680722
360	7322	-7e-04	LG03	14577642
361	1617	0.0209	LG01	3728784
362	3238	0.0094	LG23	14600916
363	5196	-0.0051	LG02	16247316
364	7328	0.2297	LG09	13296658
365	1961	0.0942	LG05	18759149
366	1962	-0.0052	LG05	20623937
367	1963	-0.008	LG11	17081118
368	8849	0.0135	LG05	22279915
369	21060	0.0748	LG22	16224007
370	23765	0.0214	LG06	21333521
371	8847	0.1076	LG14	1030467
372	15675	0.2184	LG01	8990063
373	12956	0.061	LG15	25165052
374	15677	0.0707	LG03	24849640
375	12952	0.141	LG04	15935786
376	18715	0.0186	LG13	10560993
377	11848	0.0679	LG09	11140996
378	20265	0.0446	LG09	12622101
379	3351	0.0574	LG19	15047198
380	17835	0.0117	LG07	9383414
381	7666	0.0201	LG06	23577967
382	20061	0.0023	LG15	19363735
383	20068	0.0747	LG09	23628908
384	18535	-0.0075	LG03	23373618
385	15373	0.0216	LG20	10902738
386	18628	0.0541	LG08	10815737
387	18629	0.0185	LG10	8019257
388	18821	0	LG12	11902614
389	6960	-0.0051	LG19	20652306
390	6962	-0.0059	LG19	17900522
391	15903	0.1147	LG03	7655613
392	15456	0.024	LG04	28674444
393	6969	0.0062	LG15	12665066
394	15459	-0.0059	LG18	14866493
395	4536	-0.0059	LG19	13287200
396	8152	0.0049	LG11	22005892
397	768	-0.0078	LG19	7893544
398	8150	-0.0064	LG19	9468457
399	769	0.0206	LG20	8455617
400	17726	1e-04	LG11	16223640
401	23721	-0.0062	LG22	12306044
402	11119	-0.0059	LG13	16168416
403	1547	0.0144	LG11	7746059
404	694	-0.0028	LG19	13093143
405	695	0.0917	LG02	16820235
406	23727	0.0082	LG18	6540727
407	11113	-0.0012	LG18	8305419
408	14472	-0.0051	LG04	30956502
409	14474	0.0218	LG07	17381364
410	11116	0.0473	LG13	23508205
411	541	0.0195	LG12	10886813
412	545	-0.002	LG08	10413548
413	7193	0.0181	LG15	22684695
414	21377	0.0439	LG02	5810716
415	13841	-0.0035	LG12	3161131
416	15313	0.0071	LG10	14212835
417	13845	0.0062	LG04	25562752
418	20895	-0.009	LG15	19993255
419	13846	-0.0031	LG05	14410779
420	23608	0.0303	LG23	2056660
421	12578	-0.0042	LG07	10968252
422	23432	0.019	LG19	16382989
423	17318	-0.0031	LG07	9159743
424	8026	-0.0052	LG21	5322559
425	8027	0.0219	LG05	11481749
426	8536	0.0405	LG11	11875912
427	12823	-0.0023	LG05	9109345
428	14505	0.0172	LG13	21021074
429	10215	-0.0058	LG07	11803415
430	11027	0.032	LG17	10674849
431	11761	0.1064	LG23	14775625
432	14502	0.0358	LG15	7810607
433	6565	0.0752	LG22	13653995
434	5610	0.1507	LG06	6965868
435	5617	0.0056	LG19	5461515
436	6563	0.0196	LG19	7243278
437	15053	0.0401	LG01	16100804
438	415	-0.005	LG09	6944185
439	410	0.0246	LG09	13926079
440	14268	-0.0034	LG18	5485921
441	419	-0.0046	LG17	10517407
442	7688	0.1018	LG21	17537300
443	3827	0.0013	LG16	18742865
444	3825	0.0225	LG18	8102874
445	3822	-0.0067	LG17	15671266
446	23467	0.0592	LG12	6428531
447	3828	-0.0079	LG02	23363691
448	8445	-0.0064	LG01	6120990
449	20215	0.0064	LG14	7929568
450	15239	0.0865	LG14	8514359
451	8183	-0.0051	LG18	2018315
452	11566	-0.0062	LG07	28941938
453	24586	-0.0026	LG16	30057493
454	23845	0.0076	LG04	17671956
455	20742	0.0928	LG16	11890175
456	4285	-0.0066	LG23	20615542
457	24779	0.2337	LG01	14182553
458	23753	0.0731	LG06	6601593
459	19564	0.0195	LG10	20345887
460	24910	-0.001	LG18	19098051
461	367	0.1232	LG13	13517959
462	364	0.1905	LG13	13518047
463	22242	0.0749	LG23	1656399
464	19174	0.0363	LG12	5655789
465	19351	0.0079	LG12	19338527
466	24751	0.0025	LG05	9794993
467	19608	3e-04	LG13	5343568
468	16654	0.0257	LG23	18467308
469	16121	0.1022	LG08	11993549
470	16650	0.0618	LG13	11699849
471	381	-0.0059	LG06	10890799
472	388	0.0479	LG14	9808221
473	12726	0.0416	LG11	1323218
474	12725	-0.0069	LG10	10819623
475	12723	-0.0046	LG16	25058738
476	12721	-0.0065	LG18	5416711
477	12720	0.0244	LG02	1753113
478	4759	0.0122	LG22	19809786
479	19286	0.0186	LG22	10702229
480	4754	0.0241	LG14	25213748
481	6771	0.3654	LG08	6712888
482	6773	0.051	LG18	13092359
483	9965	0.0343	LG01	22419167
484	9966	-0.0052	LG09	17673401
485	9967	0.0157	LG06	5507919
486	24600	-0.0093	LG03	16874492
487	11290	-0.0066	LG03	12068762
488	22330	-0.0067	LG02	1459777
489	23840	0.0426	LG04	25459757
490	16955	0.0486	LG01	4680553
491	25135	0.0364	LG01	3189475
492	17631	5e-04	LG07	17895354
493	25130	0.0123	LG14	16964736
494	17635	0.0843	LG19	14330666
495	19821	0.0036	LG21	15631628
496	3750	-0.0085	LG03	18130551
497	3753	-0.0026	LG10	9860946
498	21289	-0.0073	LG18	20707834
499	3756	-0.0038	LG11	22468503
500	13523	0.026	LG23	22378811
501	13521	0.0101	LG18	3780258
502	4637	0.1118	LG07	15411923
503	2196	0.1029	LG02	13700077
504	16231	0.062	LG23	9724724
505	253	-0.0066	LG01	13663746
506	256	0.0386	LG08	13184454
507	23650	0.1603	LG06	17098228
508	2204	0.0053	LG14	7233760
509	11749	-6e-04	LG14	22298004
510	25649	-0.0066	LG14	17836411
511	15471	0.0526	LG09	6468150
512	19735	0.3384	LG16	15806212
513	19598	0.1119	LG02	20048778
514	11580	0.0139	LG20	23814200
515	6687	0.0359	LG01	19131955
516	20890	0.0211	LG09	7053543
517	2429	0.0174	LG14	26890038
518	19088	0.1051	LG10	21485544
519	20726	0.0987	LG09	4436715
520	18222	0.1492	LG20	58339
521	6270	-0.0071	LG14	23746030
522	9502	0.0566	LG06	5572616
523	9506	0.0019	LG14	25014414
524	2425	0.0426	LG14	8286219
525	25554	0.0482	LG22	544732
526	16833	0.0171	LG01	25695043
527	169	0.0186	LG03	15330761
528	16343	0.0365	LG12	4298091
529	164	0.116	LG04	20273388
530	13291	-0.0029	LG03	19837311
531	7847	0.1353	LG18	18341285
532	167	0.0403	LG12	26759763
533	160	-0.001	LG22	2265503
534	13295	-0.0067	LG10	5590510
535	16839	-0.0054	LG06	21459832
536	13297	-8e-04	LG16	24748163
537	12107	-0.0071	LG11	599330
538	6357	0.1618	LG07	25230566
539	19094	0.0166	LG02	6619151
540	6353	0.0395	LG14	3355942
541	13458	-0.0077	LG12	7732046
542	3683	0.0628	LG09	4680682
543	4832	0.0095	LG03	525362
544	4522	0.0059	LG13	19927564
545	4837	-0.0079	LG11	18564220
546	4836	-0.0069	LG02	14934973
547	6195	-0.0068	LG02	6622660
548	24371	0.1088	LG05	22689648
549	11638	-0.0046	LG09	24432292
550	9434	-0.0039	LG07	10877021
551	23429	-9e-04	LG22	1779035
552	2735	0.026	LG07	13236326
553	16812	0.0439	LG20	7395212
554	9610	0.0071	LG22	14641840
555	2733	0.0907	LG02	20586675
556	11488	-0.0048	LG07	27215381
557	17070	0.0431	LG19	11077729
558	22131	0.0696	LG02	19717408
559	10160	0.0337	LG20	15783678
560	21204	0.0857	LG10	8516939
561	9187	0.0037	LG15	12299422
562	9184	-0.006	LG22	2675465
563	13180	0.3512	LG13	14958633
564	22295	0.2271	LG16	4288722
565	10366	0.0396	LG01	7718267
566	13188	0.0685	LG14	4639051
567	23426	0.0676	LG23	12507419
568	5052	-0.005	LG13	5592907
569	25638	0.033	LG11	9896436
570	25641	4e-04	LG05	10857600
571	14889	0.0086	LG13	19821728
572	1817	-0.0035	LG17	7587295
573	16904	0.048	LG07	241251
574	7203	0.0187	LG14	11703918
575	7206	0.0626	LG22	16046449
576	7205	0.1624	LG22	14969164
577	10761	0.0101	LG18	17229667
578	10760	0.0436	LG18	19613888
579	6220	0.1569	LG01	15305774
580	6225	7e-04	LG01	17343059
581	6229	0.0689	LG08	18383781
582	1157	-0.0056	LG11	26193891
583	14640	0.1201	LG07	13545769
584	20381	-0.0029	LG05	14027035
585	1098	-0.0011	LG08	13960352
586	15841	0.0773	LG22	4037240
587	11611	0.0287	LG22	18943071
588	23891	0.0158	LG20	2777879
589	14869	0.0183	LG13	19009416
590	9766	-0.0017	LG21	18252963
591	12120	-0.0073	LG17	11202738
592	10501	0.069	LG21	13147913
593	20473	0.0094	LG15	24761398
594	24370	-0.0046	LG03	10352186
595	7335	0.0387	LG19	13457677
596	7333	0.0023	LG19	12679218
597	1978	0.1124	LG11	18595849
598	1975	-0.0029	LG14	5051097
599	3223	0.06	LG01	21052003
600	1970	0.091	LG14	5451290
601	13275	0.0601	LG01	23209262
602	18434	-6e-04	LG12	23397580
603	23792	0.0128	LG13	18856816
604	803	0.0191	LG02	6015120
605	18438	0.0589	LG03	15357577
606	20374	0.0096	LG22	19950182
607	805	0.0138	LG21	9856598
608	13279	-0.0051	LG09	9396740
609	12921	0.0646	LG15	8126093
610	18099	0.068	LG01	18634387
611	15607	0.0096	LG10	4566193
612	18760	-0.0037	LG20	19627592
613	2844	0.0145	LG16	5617631
614	18762	0.0253	LG11	9890924
615	18586	-0.0045	LG13	20555449
616	18094	-0.0058	LG18	13222722
617	10210	0.0462	LG07	8879525
618	24400	0.0073	LG18	6018216
619	3328	0.0197	LG17	16950833
620	14517	0.003	LG14	6015956
621	14266	0.0423	LG14	23110841
622	14260	0.1475	LG09	16137299
623	10218	-0.0034	LG14	18095079
624	20525	-0.0069	LG16	8921702
625	7058	0.0375	LG08	559820
626	1770	0.0169	LG19	9781979
627	1773	-0.0068	LG01	4343021
628	9896	-0.0067	LG12	26878070
629	20078	0.051	LG16	14766717
630	18015	0.0247	LG12	6667315
631	15112	0.0124	LG08	8912517
632	8149	0.0671	LG23	18211048
633	1159	-0.0211	LG14	22877258
634	20239	0.1461	LG20	19669429
635	15934	0.0091	LG07	11782849
636	6995	0.0439	LG04	11127341
637	16563	0.0188	LG22	138954
638	6993	0.0989	LG03	23801182
639	24543	0.0162	LG13	13571484
640	18366	0.0118	LG10	18594290
641	15114	0.0179	LG11	11123840
642	5516	0.0438	LG22	5381422
643	2998	0.01	LG18	7457147
644	23544	0.0188	LG03	17774929
645	1555	0.0423	LG07	13431477
646	3039	0.0401	LG11	22402420
647	17990	-0.0013	LG10	13900150
648	2990	0.0371	LG01	17231504
649	54	0.0407	LG20	10911887
650	14466	6e-04	LG22	7681962
651	2995	0.0341	LG03	20582299
652	53	0.0252	LG11	26240806
653	2997	0.0819	LG16	15198287
654	8703	0.0176	LG05	3371670
655	534	-0.0053	LG05	20110056
656	15595	0.0029	LG13	1320012
657	8704	-0.0063	LG02	22597571
658	15598	0.023	LG19	16515016
659	17040	-0.0051	LG02	21265012
660	13856	0.0042	LG19	8072076
661	13857	0.0154	LG19	3501506
662	8033	0.0028	LG10	10895467
663	24267	0.0585	LG13	15858481
664	10029	0.0437	LG13	1297680
665	3031	-0.0013	LG09	20025730
666	5600	0.0393	LG05	20613309
667	24082	0.0185	LG03	20155853
668	12851	0.0214	LG12	24393793
669	9992	-0.0076	LG04	14860399
670	8527	0.014	LG15	7756968
671	8526	0.0207	LG11	2619748
672	8525	0.1517	LG10	16367116
673	9996	-0.0082	LG01	26278925
674	6519	-0.0068	LG04	18598746
675	14510	0.0011	LG15	17519019
676	10022	-0.0052	LG04	30922281
677	15024	0.0031	LG08	7070777
678	15168	-0.0042	LG16	24796159
679	1393	0.0338	LG01	9598261
680	1392	0.0455	LG04	31306420
681	23643	0.0724	LG02	2178449
682	21686	0.0505	LG09	13925989
683	22657	0.2981	LG16	21317227
684	3814	0.0523	LG23	16003346
685	22653	-0.0051	LG19	7855618
686	17497	0.1923	LG18	9760266
687	23493	-0.0052	LG17	16135309
688	19554	0.1208	LG16	415421
689	23252	-0.0064	LG21	16931771
690	8450	5e-04	LG02	2934383
691	23705	-0.0041	LG04	30578350
692	22386	0.0292	LG23	1332557
693	21613	0.007	LG03	7275254
694	22978	-0.0012	LG01	11703390
695	17141	0.005	LG07	16146679
696	6426	0.0885	LG17	8751324
697	15332	-0.0032	LG06	11688414
698	18858	0.0914	LG15	11572233
699	13980	0.0024	LG18	153850
700	6429	-0.0069	LG03	23213450
701	13982	0.0183	LG19	11889636
702	11354	-0.0066	LG14	18914944
703	24384	0.0091	LG08	13756394
704	19020	0.0172	LG07	27371063
705	19685	0.0012	LG07	28686518
706	7545	0.0477	LG01	9399694
707	16134	0.0298	LG08	8305901
708	19340	-0.0068	LG01	25547121
709	13850	0.0538	LG03	5549748
710	19342	0.0024	LG08	3742817
711	12738	0.1808	LG15	4776604
712	19023	0.1022	LG10	17098983
713	10227	-3e-04	LG02	21921775
714	6768	0.0024	LG03	22113564
715	13670	3e-04	LG01	1022687
716	4740	0.0902	LG12	4809150
717	4747	0.0189	LG03	27467753
718	23817	-0.0071	LG06	22482622
719	4744	-0.0023	LG19	11917050
720	19761	0.0662	LG04	19319412
721	9970	0.0631	LG20	21800201
722	19768	0.0101	LG23	13992374
723	16009	0.0174	LG09	17406696
724	24117	0.0195	LG09	13296746
725	9979	0.0234	LG12	20945653
726	25630	0.0033	LG06	4486576
727	14405	0.0083	LG16	11024455
728	25416	0.0854	LG11	16875369
729	25143	0.0347	LG02	14101530
730	17606	-0.0063	LG02	4524449
731	17357	0.0433	LG04	18182664
732	17351	-0.0057	LG10	2645492
733	17600	0.0036	LG22	13696297
734	12025	0.0025	LG15	25246517
735	12768	0.1167	LG04	15333523
736	228	0.0635	LG17	14007228
737	227	-0.007	LG08	13650675
738	22597	0.0308	LG13	1481646
739	19900	0.0861	LG01	21474610
740	13063	0.0548	LG03	21034670
741	12028	0.0476	LG13	1250680
742	16227	0.0196	LG13	17695584
743	221	0.0412	LG04	1318919
744	23094	-8e-04	LG11	4350264
745	23927	-0.007	LG11	11392893
746	23920	-0.0013	LG20	4206449
747	23922	0.02	LG22	8131824
748	23929	0.1075	LG15	11597683
749	21789	0.0022	LG11	11847676
750	6693	0.0014	LG13	22157376
751	19587	0.0249	LG08	8178687
752	6697	0.0097	LG07	16303464
753	9855	0.0699	LG20	8445572
754	21624	-0.0073	LG04	8536219
755	21625	-0.0031	LG04	29329140
756	20719	-0.0075	LG16	24193447
757	20715	-0.004	LG03	16306928
758	20714	0.0121	LG14	23463317
759	16354	0.0068	LG15	9284234
760	16352	-0.0066	LG16	26257743
761	19830	4e-04	LG11	18942693
762	8135	-0.0071	LG11	22730482
763	15462	-1e-04	LG09	11582028
764	7833	-0.006	LG13	8128067
765	23991	0.1086	LG23	17085654
766	21419	-0.0077	LG04	15849042
767	25091	-0.0062	LG14	3830858
768	6342	-0.0053	LG06	8779893
769	12116	0.0334	LG05	5496922
770	8130	-0.0021	LG13	13481551
