Locus	Fst
2110	0.0097
2118	-0.0031
2135	-0.0011
2148	0.0597
2149	0.0097
2151	-0.0009
2153	0.0099
2154	0.0333
2160	0.0078
2175	-0.0085
2176	0.0069
2196	0.0428
2204	0.0131
2206	-0.0014
2225	0.0445
2227	0.0151
2234	-0.0032
2258	0.0076
2261	-0.0001
2279	0.0264
2309	0.0025
2319	-0.0024
2327	-0.0027
2329	0.0207
2331	0.0134
2332	0.0584
2334	0.0225
2335	0.0166
2353	-0.0004
2366	0.1232
2368	0.0051
2370	0.0214
2371	-0.0019
2382	0.009
2390	0.0641
2399	0.0845
2400	0.0482
2408	0.1005
2417	0.1355
2425	0.0184
2429	-0.0012
2446	0.0151
2455	0.0064
2468	0.0024
2491	0.0056
2498	0.0338
2506	0.0141
2520	-0.0023
2522	0.0248
2539	0.0101
2554	0.0266
2558	0.0068
2587	-0.0075
2601	0.0368
2603	0.0069
2604	0.013
2621	0.0128
2623	0.0155
2646	-0.0053
2647	0.0389
2648	0.0294
2672	0.0258
2677	-0.001
2694	0.0103
2705	-0.0031
2706	0.0276
2709	0.0358
2718	0.0677
2733	0.0296
2735	0.0563
2742	0.0007
2752	0.0158
2762	0.0308
2780	0.2032
2792	0.0016
2813	-0.0007
2820	0.0225
2824	-0.0016
2826	0.0682
2830	-0.0028
2844	0.0058
2850	-0.0034
2851	0.0048
2861	0.0128
2866	0.0237
2880	0.0287
2895	0.0142
2917	-0.0074
2922	0.0448
2934	0.0203
2950	-0.0052
2966	0.1013
2967	-0.0138
2973	0.0407
2974	-0.0031
2977	0.004
2985	0.0456
2990	0.0527
2995	0.011
2997	0.0959
2998	0.0589
3000	-0.0026
3004	-0.0009
3015	0.0851
3016	0.0093
3019	0.0102
3023	0.0106
3031	-0.0023
3039	0.0079
3043	0.0076
3057	-0.0075
3061	0.0745
3062	0.0019
3066	0.0001
3076	0.0081
3086	0.0158
3095	-0.0044
3096	0.124
3102	0.0491
3116	0.106
3120	0.0032
3121	-0.0037
3129	0.0351
3138	0.0803
3155	0.0246
3161	0.0331
3172	0.0265
3175	-0.0046
3176	0.0483
3186	0.0143
3193	0.0092
3195	-0.0016
3196	0.0362
3197	0.0211
3207	0.0331
3223	0.0198
3228	0.0541
3238	0.0118
3244	0.0372
3248	0.0393
3258	-0.0004
3261	0.0463
3266	0.0053
3284	0.0099
3298	-0.0129
3303	-0.0038
3304	0.0664
3307	0.0008
3312	0.0078
3328	0.001
3331	0.012
3338	-0.0047
3339	0.0229
3341	-0.0072
3342	0.0403
3343	-0.0014
3348	-0.0065
3351	0.0186
3362	0.0217
3373	0.02
3379	-0.008
3396	0.0119
3405	0.0292
3413	0.0291
3416	0.0049
3417	0.0125
3420	0.0098
3428	0.0094
3434	-0.0104
3437	-0.0035
3460	0.0017
3473	0.0113
3480	0.0616
3484	0.0272
3488	0.0343
3499	0.0118
3501	0.0059
3523	0.1499
3524	-0.0018
3541	0.1064
3547	0.0169
3553	0.0745
3561	0.0788
3564	0.0157
3594	-0.0071
3601	-0.0089
3606	0.0771
3622	-0.001
3623	-0.0003
3630	-0.0004
3639	-0.0024
3651	0.1093
3659	0.0043
3680	-0.0085
3683	0.0255
3694	0.0018
3708	0.0024
3728	-0.0118
3734	-0.0134
3750	0.0211
3753	-0.0133
3754	0.0004
3756	0.0071
3761	0.0089
3776	0.0439
3780	-0.0042
3791	0.0257
3794	-0.0056
3797	0.0132
3798	0.0198
3799	0.0126
3814	0.0206
3822	-0.0092
3825	0.0206
3827	0.0508
3828	-0.0115
3832	-0.0007
3833	-0.0056
3834	0.0022
3843	0.0389
3849	-0.0012
3853	0.0086
3855	0.0038
3865	-0.001
3867	-0.0081
3875	0.193
3879	0.0191
3885	0.0497
3887	0.0549
3894	0.0647
3900	-0.0092
3902	0
3917	0.0057
3929	-0.0056
3931	0.0111
3939	0.0144
3940	0.1022
3948	0.033
3952	-0.0012
3957	0.0216
3963	0.0569
3972	0.0028
3973	-0.0074
4002	0.0245
4003	0.012
4004	0.0136
4010	0.0122
4013	0.0592
4025	0.0014
4031	0.0052
4032	-0.0123
4033	0.0576
4036	0.012
4040	0.0323
4045	0.0166
4058	0.0103
4062	0.0048
4066	0.0033
4079	0.0013
4081	0.0006
4083	0.0064
4088	0.0234
4090	0.035
4092	0.0071
4097	-0.0103
4100	-0.0012
4103	0.0028
4108	0.008
4126	0.0047
4132	0.0246
4133	0.0643
4140	0.022
4145	0.0203
4146	-0.0011
4148	-0.0136
4150	0.0227
4154	0.0139
4171	0.0845
4172	0.0552
4174	0.0515
4176	-0.0121
4185	0.0016
4188	0.0134
4191	0.0036
4192	0.0166
4206	0.0009
4207	-0.0053
4212	0.0198
4213	-0.0067
4214	0.0102
4226	0.0431
4230	0.0465
4242	-0.0032
4251	0.0337
4285	0.0067
4301	-0.008
4317	0.0506
4332	-0.0025
4336	0.0246
4344	-0.0052
4361	0.0008
4365	0.028
4368	0.0858
4373	0.0662
4380	-0.0006
4381	0.0113
4383	0.0156
4392	0.0134
4396	0.0358
4398	0.0807
4402	-0.0059
4411	0.0158
4426	0.0272
4440	0.0366
4442	0.09
4453	0.0228
4458	0.0121
4459	0.0212
4472	0.0218
4473	0.0415
4484	-0.0077
4491	0.0181
4492	0.0311
4495	0.031
4499	0.0058
4507	-0.001
4508	-0.0078
4514	0.0503
4522	-0.0022
4536	-0.0016
4539	0.0321
4541	0.0058
4549	-0.0026
4550	0.0102
4556	0.0208
4557	-0.0072
4568	0.0022
4570	0.0029
4572	0.004
4575	0.0129
4578	0.0607
4582	0.0133
4588	-0.0055
4596	0.0486
4609	0.0105
4613	0.0527
4615	-0.003
4617	-0.0079
4620	0.0058
4629	0.0391
4637	0.037
4643	0.0032
4644	0.0338
4646	0.0205
4660	0.0283
4671	0.0044
4689	0.0057
4696	0.0002
4702	-0.0027
4720	-0.0054
4727	-0.0006
4729	-0.0038
4739	0.0308
4740	0.027
4744	-0.0157
4747	0.1121
4754	0.0155
4759	0.0037
4760	-0.0046
4761	0.0004
4766	0.0198
4777	0.0053
4782	0.0357
4799	0.0017
4815	-0.0091
4818	-0.0012
4824	-0.0051
4832	0.0083
4834	0.0953
4836	-0.0017
4837	0.0017
4841	0.0494
4849	0.0091
4863	-0.0042
4878	0.0018
4885	0.0598
4887	0.0002
4891	-0.0013
4892	0.016
4893	-0.0125
4894	0.0017
4898	0.0453
4905	0.0123
4909	0.0248
4911	0.0081
4939	-0.0007
4950	0.0173
4956	0.0149
4958	-0.0015
4960	0.0016
4989	0.0139
4998	0.0042
5002	-0.003
5011	0.0123
5016	0.0139
5023	0.0155
5030	0.0444
5031	0.0074
5035	0.0068
5042	0.0279
5052	0.0125
5060	0.0107
5071	0.0061
5077	0.0076
5079	0.0085
5116	0.0102
5118	0.0035
5133	0.0388
5148	0.0108
5151	-0.0018
5155	0.0312
5169	0.0605
5171	0.0032
5174	0.0848
5176	0.0094
5196	0.0363
5201	0.0351
5203	-0.0007
5208	0.0083
5227	-0.0043
5232	0.0199
5264	0.001
5281	0.0437
5287	-0.0033
5288	-0.0046
5310	0.001
5333	0.013
5336	0.0325
5337	0.0036
5387	-0.0015
5398	-0.0048
5413	0.0434
5417	0.0354
5423	0.0198
5431	0.0205
5441	-0.0008
5442	-0.001
5450	0.0556
5451	0.0235
5461	-0.0011
5464	0.0214
5465	0.0006
5469	0.0233
5475	-0.0018
5482	-0.0087
5491	0.0334
5516	0.0146
5524	0.0113
5534	-0.0024
5538	0.0239
5539	0.0115
5541	0.0194
5560	0.0361
5562	0.1549
5569	0.0411
5570	-0.0014
5572	0.0047
5576	0.005
5577	0
5580	0.0244
5584	-0.0101
5590	0.0349
5600	0.0144
5610	0.0537
5614	-0.002
5617	0.0039
5622	0.0299
5623	0.0262
5633	-0.0027
5637	0.0142
5650	0.0099
5654	0.0647
5662	0.0985
5668	0.0183
5679	0.0441
5685	0.0019
5688	-0.0002
5692	0.0365
5697	0.0227
5699	0.0122
5707	-0.0011
5711	0.0482
5722	0.0114
5730	0.0016
5739	0.077
5741	-0.0011
5744	0.0397
5748	0.0041
5753	0.0455
5754	0.0321
5765	0.0353
5766	0.0323
5770	0.0049
5775	0.0162
5776	-0.0004
5781	-0.0008
5804	0.0066
5807	0.0197
5813	0.0098
5824	-0.0085
5834	-0.0016
5845	0.0017
5851	0.0032
5853	0.0195
5859	-0.0078
5882	0.0132
5894	-0.005
5902	0.0231
5923	-0.0005
5924	-0.0066
5925	0.0182
5928	0.0003
5945	-0.0076
5962	-0.0069
5966	0.0041
5973	-0.0156
5980	0.0193
5984	0.1102
5995	0.0483
6026	-0.0009
6028	0.0691
6031	0.1268
6033	-0.0042
6040	-0.0003
6051	0.0327
6065	0.023
6069	0.0244
6077	-0.0064
6080	0.0167
6085	0.0144
6094	0.0137
6126	0.0533
6144	0.0183
6147	0.0139
6156	0.0814
6158	0.0468
6182	-0.0147
6187	-0.005
6195	-0.0079
6218	0.0064
6220	0.06
6225	0.0114
6229	0.0459
6230	-0.0001
6244	-0.0018
6248	0.0035
6260	-0.0058
6270	-0.003
6274	0.049
6275	-0.0106
6279	0.0085
6306	0.0264
6312	0.0228
6314	-0.0116
6315	0.0191
6318	0.0054
6319	0.0056
6329	-0.0019
6333	-0.0125
6342	-0.0026
6353	0.0534
6357	0.0728
6360	0.034
6368	0.0151
6377	-0.0144
6388	0.0122
6390	0.0451
6403	-0.0066
6408	0.0039
6409	0.0467
6410	0.0195
6417	0.0617
6426	0.1166
6429	-0.0021
6431	0.0296
6441	0.0167
6443	-0.0091
6454	0.0081
6458	0.0247
6462	0.0021
6467	0.0388
6492	-0.0072
6498	0.0132
6500	0.0154
6519	-0.0107
6520	0.0079
6522	0.014
6525	0.0679
6526	-0.0028
6533	0.061
6534	0.0117
6554	0.0129
6563	-0.0027
6565	0.0994
6566	0.0334
6567	0.0087
6576	0.0509
6583	0.0032
6597	0.0005
6604	0.0076
6606	0.0189
6608	0.0196
6609	0.0059
6617	-0.0039
6631	0.0016
6635	0.042
6637	0.0056
6657	0.0042
6658	0.0091
6660	0.0262
6672	-0.0005
6677	0.0116
6683	0.0752
6687	0.0204
6690	0.0498
6693	-0.0037
6697	0.0102
6709	0.003
6724	0.0164
6729	0.0286
6735	-0.0052
6768	0.0121
6771	0.1928
6773	0.0322
6797	0.0036
6801	0.0319
6802	0.0448
6807	0.0329
6816	0.0094
6823	0.0038
6835	-0.0009
6845	0.0021
6846	0.0133
6860	0.0264
6870	0.0176
6878	0.0356
6882	0.0251
6883	0.0036
6886	0.0455
6887	0.0024
6890	0.0382
6913	0.0095
6925	0.0337
6926	0.014
6938	0.0048
6944	0.0174
6947	-0.0084
6953	-0.0012
6956	0.0643
6960	0.0366
6962	0.0189
6969	0.0021
6970	0.0401
6971	0.0795
6983	0.0608
6988	0.0498
6989	0.0344
6993	0.026
6995	0.0476
7000	0.0303
7027	0.0124
7028	0.0202
7046	0.0036
7048	-0.0005
7055	0.0003
7058	0.0205
7074	0.0855
7081	0.0049
7083	0.0423
7086	0.0187
7089	0.0288
7096	0.0155
7104	0.0373
7106	-0.0006
7109	0.0137
7117	0.0178
7127	0.026
7128	0.0175
7132	0.0156
7138	0.0001
7139	0.0092
7142	0.0395
7146	0.0354
7151	0.0107
7164	0.0089
7171	0.0004
7173	0.0182
7183	-0.0017
7193	0.0013
7203	-0.004
7205	0.0664
7206	0.0341
7214	-0.0026
7216	0.0052
7227	-0.0008
7230	-0.011
7271	0.042
7275	0.0198
7283	0.0347
7286	0.0156
7290	-0.0019
7298	-0.0081
7301	0.0071
7313	-0.0005
7314	0.0369
7315	0.0479
7322	-0.0038
7327	0.0668
7328	0.1292
7333	-0.0024
7335	0.0156
7341	0.0051
7345	0.0327
7366	0.0201
7367	-0.0025
7370	-0.0048
7390	0.0264
7391	-0.0007
7395	0.0045
7412	0.0002
7421	0.0174
7431	-0.0079
7433	0.0483
7450	-0.009
7458	-0.0035
7466	-0.0009
7479	0.0295
7485	0.0677
7489	0.0317
7501	0.0368
7509	0.0256
7514	0.0363
7522	0.0047
7537	-0.0058
7545	0.0173
7559	-0.0019
7565	0.0444
7570	-0.0031
7571	0.028
7573	0.0216
7574	0.0023
7583	-0.0047
7604	-0.0003
7610	-0.0066
7620	0.0076
7627	0.0651
7637	0.0177
7643	0.0025
7647	-0.0036
7666	0.0013
7688	0.0289
7690	0.0023
7698	-0.0116
7703	0.0187
7711	0.0131
7715	-0.0034
7726	0.0165
7730	0.0231
7731	0.0122
7735	0.0077
7736	0.0342
7747	0.0125
7749	0.0061
7754	0.0499
7755	0.0223
7759	-0.0017
7763	0.0019
7768	-0.0091
7769	0.0588
7775	-0.0054
7781	-0.0054
7789	0.018
7791	-0.0132
7803	0.0338
7806	0.0396
7807	0.0147
7818	0.0245
7823	-0.0039
7828	0.0319
7833	0.0038
7847	0.0545
7855	0.001
7865	-0.0054
7869	0.0036
7870	0.0386
7875	0.0604
7879	0.0734
7890	0.0002
7910	0.0018
7913	-0.0106
7915	0.0143
7929	0.0465
7940	0.0627
7942	0.0331
7952	-0.0109
7953	0.0073
7957	0.004
7962	-0.0062
7974	0.0213
7975	0.0306
7976	0.0588
7988	0.0481
7992	0.0353
8002	0.006
8018	-0.0011
8019	0.0629
8026	0.0095
8027	0.0215
8033	-0.0011
8045	-0.0009
8046	0.0099
8048	0.0132
8055	0.0557
8056	0.029
8057	0.0528
8062	0.0484
8064	0.0062
8086	0.0137
8095	-0.0032
8098	-0.0014
8100	0.0066
8103	0.0098
8124	0.0184
8130	-0.0147
8135	0.0007
8149	0.1659
8150	0.0909
8152	0.0103
8168	-0.0052
8183	-0.0122
8190	-0.0039
8192	0.0288
8194	0.0994
8196	0.0234
8198	0.0143
8199	0.082
8204	0.0454
8205	-0.0017
8208	0.0113
8209	0.0573
8212	0.0232
8217	0.0645
8218	0.0003
8231	0.0101
8241	0.0198
8242	0.0205
8246	0.0026
8252	0.0084
8260	-0.0002
8267	0.0233
8277	0.0093
8278	0.0095
8288	0.0079
8289	0.0563
8295	0.1342
8305	0.016
8312	0.0203
8316	0.0069
8322	0.0273
8327	0.0674
8330	0.0078
8334	0.0507
8336	0.0432
8346	-0.0005
8375	0.0042
8388	-0.0009
8389	0.0042
8409	0.0366
8414	-0.0005
8445	0.0224
8450	0.0421
8461	-0.0032
8465	-0.0014
8471	-0.0028
8484	-0.0001
8486	-0.0061
8493	0.0066
8499	0.1267
8507	0.0126
8514	0.0114
8525	0.1548
8526	0.0192
8527	0.0011
8534	0
8536	0.0353
8547	0.0102
8554	0.0133
8568	0.0045
8572	0.0294
8590	0.02
8596	0.0244
8597	0.0325
8601	0.0048
8603	0.0087
8606	0.0145
8641	0.0108
8642	0.0481
8649	0.0396
8670	0.0023
8671	0.0167
8690	-0.0129
8693	-0.0068
8703	0.0106
8704	0.0339
8724	0.0098
8726	0.0231
8727	0.0508
8746	0.0997
8747	-0.0001
8758	0.0077
8759	-0.005
8778	-0.0007
8789	0.0065
8798	0.0607
8803	-0.0018
8805	0.0139
8808	0.0022
8813	0.0194
8816	-0.0031
8820	0.059
8827	-0.001
8831	0.0587
8840	0.0809
8842	0.0138
8847	0.0898
8849	0.0076
8872	-0.0042
8873	0.0097
8885	0.0299
8890	0.032
8898	-0.0007
8902	0.0102
8907	0.0208
8915	-0.009
8936	0.0029
8943	0.0964
8948	-0.0065
8955	0.0374
8979	0.0146
8997	0.0051
9000	0.0114
9002	0.0449
9008	0.0119
9043	0.0001
9050	0.0216
9054	0.0188
9061	0.013
9082	0.015
9085	0.0124
9097	0.0236
9100	0.0389
9102	0.0135
9119	0.0029
9131	-0.0098
9134	0.0043
9135	0.0151
9144	0.0077
9158	0.0141
9159	0.0037
9162	0.0023
9165	-0.0085
9166	0.0554
9168	0.0256
9174	0.0443
9184	-0.014
9187	0.0275
9190	-0.0017
9191	0.0211
9192	-0.0036
9203	0.0724
9205	-0.0076
9210	0.0101
9211	-0.0002
9213	0.0021
9215	0.0295
9216	0.0861
9218	0.0147
9228	-0.0012
9229	0.0715
9247	0.0082
9251	0.0034
9252	0.0091
9274	-0.0046
9275	0.0115
9277	-0.0125
9284	0.0073
9289	0.0506
9299	0.015
9308	0.0371
9316	0.0058
9323	-0.0037
9326	0.0101
9331	0.0361
9347	0.0024
9350	0.0191
9354	0.0162
9355	0.0588
9359	0.0486
9363	0.005
9369	0.0599
9387	-0.0027
9393	-0.0035
9415	-0.0008
9419	0.0665
9421	0.0014
9434	-0.0092
9443	-0.0004
9449	0.1052
9452	0.0027
9456	-0.006
9461	0.0313
9489	0.0178
9492	0.0665
9502	0.0382
9506	-0.0051
9530	0.0109
9538	0.0155
9545	0.2065
9563	0.0147
9565	0.0295
9576	0.0628
9579	0.0067
9582	0.0025
9585	0.0229
9590	-0.0026
9593	0.0052
9596	0.014
9610	-0.0072
9611	0.0443
9640	0.0137
9645	0.0254
9655	-0.0027
9658	0.0011
9664	-0.0098
9667	0.0214
9668	0.0231
9673	0.0445
9675	0.005
9679	0.0068
9681	0.0954
9682	0.0055
9684	0.0171
9691	0.0186
9704	0.0548
9705	0.0258
9714	0.0605
9717	-0.0009
9726	-0.0002
9729	-0.0023
9731	0.0445
9738	0.0448
9741	-0.0008
9755	-0.0019
9766	-0.0133
9770	0.0352
9776	-0.0149
9789	0.019
9801	0.113
9812	0.0001
9819	-0.0049
9825	0.0153
9833	0.0259
9840	0.006
9845	-0.002
9850	-0.0119
9852	0.0028
9853	0.0044
9855	0.024
9864	0.0007
9865	0.0421
9870	-0.0113
9878	0.0088
9888	0.0039
9894	0.0331
9896	0.0145
9898	-0.0027
9922	0.0182
9940	0.0023
9941	0.0148
9943	-0.0011
9965	0.0176
9966	0.0083
9967	0.0099
9970	0.0402
9979	0.0079
9980	0.0153
9987	0.0036
9992	-0.0045
9996	-0.0022
10006	-0.005
10012	0.0117
10015	0.0767
10022	0.0099
10024	0.0202
10029	0.0211
10039	0.0201
10061	0.0725
10063	0.0001
10068	0.001
10076	0.0201
10079	0.0853
10086	0.0289
10134	-0.0006
10136	0.016
10139	-0.0026
10150	0.0218
10151	0.01
10153	-0.0001
10160	0.0108
10172	0.0222
10178	0.0335
10188	0.0165
10191	-0.0049
10198	-0.0004
10199	0.0087
10207	0.0078
10210	0.0209
10215	0.0238
10218	0.0105
10222	-0.0006
10226	0.0304
10227	-0.0086
10232	0.0304
10245	0.0359
10260	0.0615
10263	0.0735
10276	0.0434
10284	0.0062
10285	0.005
10291	-0.0093
10295	-0.0109
10299	-0.0046
10304	0.0014
10306	0.0218
10316	-0.0086
10334	0.0082
10342	0.0124
10350	-0.004
10366	0.0164
10374	0.0082
10380	0.0527
10386	0.0003
10396	-0.0062
10399	-0.0015
10401	-0.0019
10410	0.0875
10413	0.0088
10414	0.0005
10421	0.1438
10425	0.0315
10429	-0.006
10431	0.0506
10435	0.0075
10440	0.0287
10441	-0.0038
10445	0.0025
10456	0.0353
10460	0.0367
10462	0.0103
10471	-0.0013
10476	-0.0129
10477	0.0618
10488	0.0513
10495	-0.0016
10497	0.0009
10498	0.041
10501	0.0215
10514	0.0172
10529	0.0113
10530	0.0066
10539	0.0319
10552	-0.0021
10560	0.021
10567	0.0302
10576	0.0063
10577	0.0075
10580	0.0002
10585	-0.0052
10595	-0.0012
10598	0.031
10620	-0.0092
10648	0.0057
10660	0.0181
10662	0.0107
10675	0.0661
10685	-0.0066
10687	0.0163
10691	0.016
10698	0.0806
10711	-0.0098
10713	0.002
10715	-0.0153
10730	0.0607
10732	-0.0024
10738	0.0279
10742	-0.0062
10756	-0.0077
10760	0.0108
10761	0.0047
10785	0.0095
10806	0.0031
10813	0.032
10820	0.0024
10821	0.0209
10823	0.0048
10828	0.0323
10836	-0.0138
10838	0.0212
10839	0.0078
10840	0.0131
10844	0.0038
10849	0.0002
10860	0.03
10872	0.0267
10878	-0.0026
10882	-0.0016
10886	0.0549
10906	0.0027
10921	-0.0003
10928	0.0021
10933	0.0084
10951	0.002
10953	0.0051
10954	-0.0105
10960	0.1275
10965	0.0149
10966	0.048
10978	0.0462
10995	-0.0046
10999	0.0033
11001	-0.0012
11003	0.007
11018	0.1456
11019	0.0184
11027	0.0306
11049	-0.0092
11052	0.0238
11054	0.0097
11059	0.0078
11069	0.0144
11072	-0.0036
11081	0.0203
11092	0.0274
11113	-0.0013
11116	0.0267
11119	-0.0032
11129	0.0392
11132	0.0639
11133	-0.0119
11140	-0.0068
11144	0.0005
11146	0.0362
11149	-0.0005
11154	0.039
11162	0.0112
11166	0.0437
11170	0.0218
11175	0.0164
11176	0.0088
11182	0.0156
11190	0.0505
11191	0.0386
11209	-0.0019
11210	0.0044
11211	0.0116
11222	-0.0076
11234	0.0408
11254	-0.0008
11257	0.0522
11273	0.0165
11282	0.0149
11290	0.0046
11304	0.0315
11307	0.0332
11313	0.068
11319	0.0041
11325	-0.0068
11336	0.0132
11337	-0.0009
11343	0.0345
11354	-0.011
11367	0.0002
11378	0.0156
11386	0.0235
11400	0.0884
11406	0.0616
11413	0.0063
11415	0.0185
11417	0.0159
11420	0.0307
11422	0.0171
11437	0.015
11443	0.0217
11459	-0.0132
11462	0.0001
11469	0.0098
11476	-0.0102
11479	0.1119
11482	0.1155
11483	-0.012
11486	0.0107
11488	0.0026
11500	0.0253
11504	0.0204
11505	0.0159
11506	0.0115
11509	0.0186
11521	0.0157
11535	0.042
11537	0.0325
11546	0.0067
11552	0.0242
11564	-0.0045
11566	-0.0027
11569	0.14
11574	0.0001
11576	-0.0063
11579	0.0221
11580	0.0344
11591	0.0862
11609	0.0436
11611	-0.0009
11618	0.0214
11627	0.0119
11638	-0.01
11646	0.08
11651	0.0006
11663	0.0003
11670	0.0783
11675	0.0253
11686	0.0044
11687	0.0013
11691	0.0178
11711	0.0164
11717	-0.0021
11722	0.0731
11725	0.0038
11736	0.1096
11738	0.0106
11749	0.0105
11759	0.1603
11760	0.0547
11761	0.0544
11762	0.0393
11768	0.0014
11770	0.006
11774	0.0443
11818	0.0213
11843	0.0147
11848	0.0484
11849	-0.0023
11850	0.0063
11851	0.0268
11860	0.0154
11872	0.0012
11886	0.0579
11889	0.0001
11895	-0.0133
11896	-0.0036
11899	0.0241
11902	0.0593
11905	0.0491
11912	0.0248
11943	0.0146
11947	0.0163
11951	-0.0003
11954	0.0016
11964	-0.0004
11992	0.0169
11994	0.0084
12017	0.0224
12025	0.0301
12028	0.0146
12036	0.0481
12049	-0.0051
12054	-0.0054
12055	-0.0079
12064	-0.0177
12065	0.0019
12068	0.0259
12069	0.0106
12070	0.0196
12082	0.014
12083	0.0062
12087	0.0059
12099	0.03
12107	0.003
12108	0.0139
12116	0.0105
12120	0.0023
12123	0.0054
12145	-0.0028
12155	0.0649
12161	0.0985
12182	0.0223
12184	0.0095
12190	0.0682
12194	0.005
12201	0.0509
12205	0.0152
12206	0.0248
12213	-0.0006
12218	-0.0029
12220	0.0113
12242	0.0066
12254	-0.0058
12255	-0.0081
12277	0.0443
12288	0.0296
12291	0.0177
12294	0.0147
12295	0.0144
12309	0.0059
12320	0.0689
12322	0.0267
12331	0.0005
12334	0.0043
12352	0.0295
12380	0.0295
12384	0.2106
12394	-0.0089
12403	0.0071
12406	0.0482
12425	0.0284
12430	0.008
12431	-0.0003
12432	0.0343
12434	0.0448
12449	0.0276
12458	0.0317
12479	0.027
12483	-0.0002
12493	0.025
12506	0.0135
12508	0.0059
12515	0.0121
12516	0.0448
12520	0.011
12521	0.0177
12544	-0.0029
12555	0.0262
12559	0.0086
12564	0.022
12566	0
12567	0.0364
12568	0.0038
12570	0.0051
12578	-0.004
12584	0.1457
12600	0.019
12615	0.0108
12622	-0.0039
12623	0.0852
