Locus	Fst
899	0.0633
901	0.0288
917	0.0322
925	0.3641
926	0.0258
927	0.0051
940	0.0351
941	0.2025
943	0.0442
951	0.0848
952	0.0214
954	0.1454
960	0.04
962	0.0104
964	0.7607
966	0.0364
974	0.0095
982	0.0292
986	0.0151
992	0.0217
1000	0.0212
1002	0.277
1007	0.0099
1017	0.0043
1020	0.7395
1027	0.039
1031	0.0864
1036	0.1765
1037	0.0399
1047	0.1586
1048	0.1939
1052	0.0015
1053	0.0443
1054	0.6023
1059	0.1061
1066	0.0206
1073	0.0646
1078	0.0225
1082	0.0065
1085	0.0355
1089	0.0145
1091	0.0271
1092	0.037
1094	0.2431
1098	0.1364
1104	0.0222
1122	0.4291
1126	0.0196
1138	0.0293
1157	0.0578
1159	0.0169
1160	0.2736
1162	0.0232
1167	-0.0007
1176	0.4066
1190	0.6211
1193	0.0066
1197	0.0873
1201	0.0673
1205	0.0327
1206	0.0273
1218	0.0037
1228	0.0046
1229	0.0634
1253	0.027
1254	0.0598
1258	0.0314
1262	-
1266	0.0336
1275	0.1148
1285	0.1103
1287	0.0324
1294	0.082
1306	0.2389
1311	0.0513
1323	0.1145
1339	0.0581
1345	0.2167
1349	0.0254
1354	0.0162
1372	0.0561
1392	0.1014
1393	0.4298
1407	0.2139
1420	0.0269
1441	0.0279
1451	0.0063
1452	0.0705
1454	0.0243
1463	0.0298
1469	0.0623
1473	0.0606
1474	0.0073
1478	0.0251
1482	0.0254
1490	0.0304
1499	0.0639
1503	0.1986
1504	0.0396
1519	0.0302
1547	0.0556
1555	0.1119
1560	0.2448
1565	0.3442
1567	0.1322
1568	-0.0017
1571	0.8145
1572	-0.0073
1581	0.0051
1582	0.0132
1589	0.0074
1590	0.0337
1592	0.0086
1596	0.0248
1602	0.1008
1617	0.0798
1629	0.0193
1635	0.0379
1638	0.0426
1655	0.0398
1660	0.0165
1689	-0.0014
1693	0.1124
1698	-
1711	0.0056
1712	0.0099
1713	0.0619
1722	0.0137
1729	0.0104
1730	0.0405
1734	0.0249
1737	0.0468
1738	0.1
1739	0.0145
1748	0.0227
1756	0.0292
1770	0.0307
1773	0.1963
1794	0.312
1817	0.0029
1821	0.327
1833	0.0302
1844	0.0536
1845	0.0039
1848	0.1795
1855	0.0152
1858	-0.0045
1859	0.0323
1872	0.1197
1881	0.9878
1889	0.0297
1906	-0.0031
1907	0.1841
1911	0.3142
1926	0.0094
1933	0.6183
1936	0.027
1939	0.4583
1957	0.0623
1961	0.0761
1962	0.0351
1963	0.0275
1968	0.0265
1969	0.0305
1970	0.0319
1975	0.5769
1978	0.0561
1983	0.1342
1995	0.1054
2029	0.4461
2033	0.2892
2038	0.0514
2046	0.1384
2057	0.0288
2058	0.0108
2069	0.3122
2071	0.0423
2075	0.0553
2082	0.0371
2087	0.0633
2100	0.1857
2110	0.052
2118	0.0154
2127	0.0395
2135	0.4195
2148	0.0329
2149	0.0641
2151	0.0193
2153	0.0471
2154	0.0776
2160	0.0832
2175	0.2603
2176	0.0345
2196	0.7605
2204	0.0147
2206	0.1641
2225	0.0672
2227	0.5139
2230	0.0127
2234	0.0805
2251	0.0133
2258	0.2315
2261	0.043
2274	0.1361
2279	0.0608
2309	0.0227
2319	0.3448
2327	0.0028
2329	0.0739
2331	0.0167
2332	0.0469
2334	0.3751
2335	0.0355
2346	0.0638
2349	0.1326
2353	0.0363
2362	0.0662
2366	0.0215
2368	0.2445
2370	0.1706
2371	0.0464
2382	0.0279
2390	0.1995
2399	-
2400	-
2408	0.6879
2417	0.1417
2425	0.6876
2429	0.133
2446	0.8564
2454	0.0568
2455	0.0365
2456	0.0604
2468	0.0859
2491	0.0237
2497	0.0879
2498	0.0486
2506	0.0279
2520	0.0681
2522	0.2485
2539	0.0095
2550	0.1426
2554	-0.0044
2558	0.0445
2564	0.1249
2587	0.0311
2601	0.0793
2603	0.1195
2604	0.0199
2607	0.0363
2621	0.1018
2623	0.029
2646	0.0156
2647	0.3567
2648	0.0317
2672	0.0103
2677	0.0338
2682	0.0425
2690	0.0548
2694	0.0267
2705	0.0131
2706	-
2709	0.0504
2718	0.0651
2733	0.0187
2735	0.8982
2742	0.3367
2751	0.0039
2752	0.1382
2762	0.0846
2769	0.0143
2780	0.0918
2786	0.0543
2792	0.0224
2794	0.0159
2810	0.0463
2813	0.0494
2820	0.0937
2824	0.3706
2826	0.5315
2830	0.071
2843	0.1153
2844	0.0036
2850	0.0401
2851	0.0343
2861	0.0278
2866	0.0363
2874	0.5912
2880	0.0881
2885	0.017
2895	0.0149
2917	0.0412
2922	0.0262
2934	-0.0029
2947	0.0974
2950	0.0026
2966	0.1557
2967	0.1815
2973	0.0841
2974	0.7683
2977	0.0647
2985	0.2034
2990	0.8931
2995	0.0488
2997	0.5607
2998	0.0445
3000	-0.003
3004	0.0662
3015	0.7473
3016	0.0092
3019	0.4335
3023	0.0897
3031	0.0263
3039	0.0097
3043	0.2038
3049	0.0259
3057	0.1045
3061	0.1568
3062	-0.0026
3066	0.1878
3076	0.6101
3086	0.1576
3095	0.0261
3096	0.7752
3102	0.0889
3111	0.0154
3116	0.0905
3120	0.0261
3121	0.0339
3129	0.0358
3132	-0.0003
3138	0.0812
3155	0.0546
3161	0.2135
3172	0.008
3175	-0.0045
3176	-
3186	0.6211
3188	0.027
3193	0.0972
3195	0.719
3196	0.0129
3197	0.0732
3207	0.3582
3223	0.0549
3226	0.296
3228	0.1061
3238	0.031
3244	0.0422
3248	0.0965
3258	0.0228
3261	0.0302
3266	0.027
3280	0.0773
3284	0.1362
3297	0.0592
3298	0.1947
3303	0.013
3304	0.142
3307	0.0936
3308	0.012
3312	0.02
3324	0.0156
3328	0.0183
3331	0.4801
3338	0.0588
3339	0.0387
3341	0.6061
3342	0.4912
3343	0.0416
3348	0.0263
3351	0.2177
3356	0.0305
3362	0.021
3373	0.0293
3375	0.0828
3378	0.0402
3379	0.0348
3381	0.0163
3396	0.5405
3405	0.1389
3406	0.0275
3413	0.0443
3416	0.0646
3417	0.3144
3420	-0.0028
3428	0.0187
3430	0.0377
3434	0.0449
3437	0.0148
3458	0.0162
3460	0.7707
3464	0.0043
3473	0.0365
3480	0.1883
3484	0.0354
3488	0.0509
3499	0.3426
3501	0.0912
3505	0.2045
3523	0.9562
3524	0.0408
3541	0.1442
3547	0.0754
3553	0.0911
3554	0.0142
3561	0.1511
3564	0.1642
3566	0.0372
3577	0.0199
3578	0.0247
3585	0.1625
3594	0.032
3600	0.0422
3601	0.0142
3606	0.1034
3622	0.1165
3623	0.0583
3630	0.1512
3636	-
3639	0.2271
3651	0.2579
3659	0.032
3680	0.7588
3683	0.019
3692	0.033
3694	0.0451
3708	0.8831
3721	0.0503
3728	0.0508
3734	0.0057
3750	0.1448
3753	0.5973
3754	0.0252
3756	0.3053
3761	0.016
3776	0.7852
3780	0.397
3791	0.0196
3794	0.015
3797	0.031
3798	0.1256
3799	0.0336
3814	0.2241
3822	0.2107
3825	0.0376
3827	0.3665
3828	-0.0065
3832	0.059
3833	0.0533
3834	0.0514
3843	0.0645
3849	0.2176
3853	0.1074
3855	0.0905
3865	0.0589
3866	0.0245
3867	0.0447
3875	0.9688
3879	0.0105
3885	0.0531
3886	0.0239
3887	0.3447
3894	-
3900	0.1182
3902	0.2501
3917	-0.0011
3929	0.0076
3931	0.1326
3932	0.0739
3939	0.0721
3940	0.6791
3946	0.0303
3948	0.1507
3952	0.0199
3957	0.01
3960	0.0321
3962	0.0288
3963	-
3972	0.3661
3973	0.3134
3991	0.1687
4000	0.0331
4002	0.0052
4003	0.0036
4004	0.0225
4010	0.3775
4013	0.2051
4016	0.0316
4025	0.0135
4031	0.0264
4032	0.3091
4033	-
4036	0.0519
4039	0.057
4040	0.0608
4045	0.0283
4058	0.0925
4062	0.8193
4065	0.0131
4066	0.0176
4070	0.0563
4079	0.0335
4081	0.278
4083	0.1239
4088	0.0415
4090	0.1895
4092	0.2644
4097	0.0097
4100	0.0149
4103	0.0205
4108	0.0456
4126	0.0207
4132	0.0325
4133	0.7344
4137	0.0482
4140	0.0021
4142	0.1911
4145	0.0524
4146	0.0833
4148	0.0733
4150	0.0114
4154	0.0436
4156	0.0136
4159	0.0125
4162	0.1458
4171	-0.0022
4172	0.0014
4174	0.0127
4176	-0.0062
4185	0.3119
4187	0.0507
4188	0.6842
4191	0.3441
4192	0.0343
4206	0.0172
4207	0.1237
4212	0.0456
4213	0.029
4214	0.0617
4217	0.0034
4226	0.0848
4227	0.0256
4230	0.173
4235	0.0467
4242	0.0437
4244	0.0256
4251	0.4051
4255	0.0803
4257	0.0266
4280	0.0064
4285	0.0125
4301	0.0035
4317	0.203
4330	0.0426
4332	0.0689
4336	0.0523
4344	0.0676
4352	0.003
4361	0.0906
4365	0.9658
4368	0.0853
4371	0.092
4373	0.4548
4380	0.014
4381	0.2007
4383	0.0121
4392	0.0413
4396	0.0381
4398	0.171
4402	0.8594
4404	0.0356
4411	0.0358
4412	0.0411
4413	0.0596
4426	0.0759
4440	0.0838
4442	-0.0008
4452	0.0499
4453	0.2855
4458	0.0233
4459	0.0389
4471	0.0029
4472	0.0875
4473	0.0253
4484	0.0027
4489	0.0904
4491	0.3116
4492	0.084
4494	0.0605
4495	0.0829
4499	0.0065
4507	0.1702
4508	0.1483
4514	0.1149
4522	0.0502
4536	0.032
4539	0.9373
4541	0.5476
4549	0.0338
4550	0.0076
4556	0.041
4557	0.0044
4568	0.2394
4570	0.0493
4572	0.0255
4575	0.0094
4578	-0.0026
4582	0.0244
4588	0.0247
4596	0.042
4599	0.2034
4609	0.3135
4613	0.0386
4615	0.0532
4617	0.0363
4620	0.7025
4629	-
4637	0.0384
4643	0.0216
4644	0.1012
4646	0.1136
4660	0.2648
4661	0.0388
4664	0.2033
4671	0.5804
4689	0.0286
4696	0.0323
4702	0.1194
4711	0.074
4715	0.123
4720	0.0306
4727	0.0023
4729	0.026
4734	0.3036
4739	0.11
4740	0.0317
4744	0.1496
4747	0.9193
4754	0.0089
4759	0.0116
4760	0.0139
4761	0.0251
4766	0.0244
4775	-0.0044
4777	0.0514
4779	0.0883
4782	0.2833
4799	0.0219
4815	0.0145
4818	0.2997
4824	0.0104
4832	0.0292
4834	0.9849
4836	0.3855
4837	0.0368
4841	0.0654
4849	0.1895
4852	0.0183
4856	0.1453
4863	0.034
4878	0.0742
4885	0.0907
4887	0.023
4891	0.2573
4892	0.0515
4893	0.586
4894	0.0337
4898	0.0016
4901	0.073
4905	0.9399
4909	0.0199
4911	0.0187
4939	0.0504
4950	0.2593
4956	0.1139
4958	0.3146
4960	0.0321
4989	0.0056
4998	0.0247
5001	0.0656
5002	0.0145
5003	0.0224
5011	0.5373
5016	0.0456
5023	0.0187
5030	0.0625
5031	0.1508
5035	0.0749
5042	0.2085
5052	0.3037
5060	0.1273
5071	0.0134
5077	0.2598
5079	0.0008
5116	0.0287
5118	0.0225
5124	0.0254
5133	0.0102
5137	0.0043
5148	0.1101
5151	0.0296
5155	0.2827
5169	0.05
5171	0.1987
5174	0.0394
5176	0.0353
5189	0.0311
5196	0.3125
5198	0.0634
5201	0.0139
5203	0.0424
5206	0.0579
5208	-0.0016
5217	0.0984
5227	0.0234
5232	0.0688
5264	0.0174
5273	0.0846
5281	0.1045
5287	0.0567
5288	0.0644
5310	0.0053
5322	0.0178
5333	0.6684
5334	0.0332
5336	0.8971
5337	0.0245
5367	0.0645
5387	0.0524
5396	0.1793
5398	0.0232
5413	0.0184
5417	0.0365
5423	0.0369
5427	0.0311
5431	0.034
5437	-0.0018
5441	-
5442	0.0416
5450	0.0618
5451	0.0403
5452	0.0796
5461	0.0805
5464	0.7553
5465	0.0597
5469	0.0268
5475	0.0888
5476	0.5426
5481	0.0472
5482	0.0182
5491	0.1218
5501	0.0264
5516	0.2569
5520	0.0211
5524	0.3923
5534	0.1631
5538	0.0887
5539	0.0389
5541	0.6536
5560	0.0098
5562	0.4909
5569	0.0286
5570	0.0994
5572	0.0461
5576	0.0064
5577	0.0241
5580	0.6009
5584	0.0228
5586	0.0306
5590	0.049
5594	0.0599
5600	0.0378
5606	0.0303
5610	0.057
5614	-0.0002
5617	0.0464
5622	0.3746
5623	0.1624
5624	0.0289
5632	0.0572
5633	0.0414
5636	0.0498
5637	0.0319
5650	0.1435
5654	0.7744
5662	0.3953
5668	0.1036
5672	0.0387
5673	0.015
5679	0.7438
5685	0.1115
5688	0.1252
5692	0.0178
5697	0.1814
5699	0.0502
5707	0.4234
5711	0.0563
5719	0.019
5722	0.0822
5730	0.4588
5738	0.0254
5739	0.0592
5741	0.0467
5744	0.0687
5746	0.0211
5748	0.033
5753	0.0484
5754	-0.0055
5765	0.083
5766	0.0795
5770	0.007
5775	0.0535
5776	0.0382
5781	0.1677
5804	0.2067
5807	0.0424
5813	-0.0094
5817	0.0173
5819	0.014
5824	0.4343
5834	0.0622
5836	0.0056
5844	0.051
5845	0.167
5851	0.1903
5853	0.0575
5859	0.0299
5882	0.1122
5891	0.0573
5892	0.1205
5894	0.0363
5897	0.0591
5902	0.0208
5923	0.0503
5924	0.0009
5925	-0.0068
5928	0.0127
5930	0.0027
5935	0.0436
5945	0.1235
5946	0.014
5952	0.0011
5962	-0.0021
5966	0.2242
5973	0.198
5980	0.2399
5984	0.2512
5995	0.2515
6026	0.0467
6028	0.3634
6031	0.5297
6033	0.0439
6040	0.0366
6051	0.0377
6065	0.0513
6069	-0.0061
6071	0.0399
6077	0.0286
6080	0.2175
6085	0.5406
6094	0.298
6099	0.0292
6100	0.0307
6112	0.0108
6126	-
6144	0.671
6147	0.0911
6156	0.0215
6157	0.214
6158	0.0927
6182	0.0174
6187	0.0362
6195	0.0519
6203	0.1294
6218	0.02
6220	0.9631
6225	0.0723
6229	0.0182
6230	0.2134
6244	0.0836
6248	0.1772
6259	0.0509
6260	0.0518
6270	0.0424
6274	0.0488
6275	0.0038
6279	0.1065
6292	0.0392
6298	0.0411
6306	0.0641
6312	0.0138
6314	0.0439
6315	0.0882
6318	0.1376
6319	0.0444
6329	0.0091
6333	0.0158
6342	0.0422
6353	0.0564
6357	0.1231
6360	0.0392
6368	0.6133
6377	0.2317
6384	0.0171
6388	0.1936
6390	0.0739
6393	0.0902
6399	0.002
6403	0.22
6408	0.0229
6409	0.0216
6410	0.1324
6417	0.0315
6426	0.7344
6429	0.7864
6431	0.6211
6432	0.2289
6441	0.1308
6443	0.111
6454	0.0245
6458	0.0866
6462	0.2373
6467	0.5587
6484	0.0115
6487	0.1194
6492	0.5172
6498	0.1752
6500	0.1135
6519	0.0401
6520	0.1373
6522	0.0903
6525	0.0707
6526	0.9165
6533	0.002
6534	0.0625
6540	0.0149
6550	0.6997
6554	0.0237
6563	0.0119
6565	0.8009
6566	-
6567	0.0105
6576	0.0394
6583	0.0323
6593	0.0905
6597	0.3399
6602	0.0377
6604	0.0043
6606	0.1559
6608	0.0068
6609	0.2296
6617	-0.0007
6631	0.7649
6635	0.0974
6637	0.009
6638	0.023
6640	0.0469
6652	0.0114
6657	0.0047
6658	0.4005
6660	0.6258
6672	0.0201
6675	0.0191
6677	0.1571
6683	-
6687	0.1037
6690	0.4765
6693	0.0795
6697	0.0834
6701	0.0208
6709	0.611
6721	0.0191
6724	-
6728	0.0036
6729	0.0408
6735	0.0178
6757	0.0185
6768	0.2919
6769	-0.003
6771	0.0854
6773	0.6579
6797	0.105
6801	-0.0018
6802	0.6533
6803	0.0267
6807	0.0381
6810	0.0164
6816	0.0273
6823	0.0255
6833	0.1085
6835	0.0067
6845	0.0404
6846	0.0448
6860	0.1402
6870	0.302
6877	-0.002
6878	0.1721
6882	0.1355
6883	0.024
6886	0.0443
6887	0.0139
6890	0.038
6894	0.0201
6899	0.0492
6910	0.0156
6913	0.0443
6925	0.0433
6926	0.3672
6938	0.0192
6944	0.3374
6947	0.0201
6953	0.0191
6956	0.086
6960	0.0372
6962	0.702
6969	0.2278
6970	0.0611
6971	0.2318
6983	0.2018
6988	0.2392
6989	0.0656
6993	0.02
6995	0.0177
6996	0.0256
7000	0.2682
7023	0.0397
7027	0.2514
7028	0.074
7046	0.759
7048	0.345
7055	0.0338
7058	0.2965
7074	0.0411
7081	0.0275
7083	-
7086	0.1449
7089	0.3082
7092	0.014
7096	0.2674
7104	0.0425
7106	0.0223
7109	0.1641
7117	0.1219
7127	0.3555
7128	0.0477
7132	0.1225
7134	0.0114
7138	0.0161
7139	0.0293
7142	0.2728
7144	0.0241
7146	-
7151	0.0892
7161	0.0183
7164	0.0264
7171	0.0516
7173	0.0562
7183	0.1976
7192	0.0339
7193	0.0295
7203	0.0222
7205	0.2763
7206	0.4219
7209	0.0159
7214	0.9091
7216	0.0246
7223	0.062
7227	0.0522
7230	0.0086
7241	0.1514
7252	0.0592
7271	0.3215
7275	0.0483
7283	0.0283
7286	0.0686
7290	0.0211
7298	0.0175
7299	0.0137
7301	0.0422
7313	0.8831
7314	0.1992
7315	0.1303
7322	0.0071
7326	0.0421
7327	0.1305
7328	0.6503
7332	0.0183
7333	0.0128
7335	0.0542
7341	0.022
7345	0.0384
7366	-
7367	0.5382
7370	0.0968
7384	0.0395
7390	0.626
7391	0.0466
7395	0.0075
7399	0.0725
7412	0.0316
7421	0.0361
7431	0.1128
7433	-
7434	-0.002
7450	0.3757
7453	0.0408
7457	0.1102
7458	0.005
7465	0.0429
7466	0.1098
7479	0.53
7485	0.3601
7489	0.0348
7490	0.0062
7494	0.0362
7498	0.0335
7501	0.0265
7505	0.0286
7509	0.0888
7514	0.0362
7522	0.041
7526	0.0683
7537	0.0075
7545	0.8263
7559	0.0607
7565	0.0463
7570	0.0434
7571	0.0351
7573	0.1402
7574	0.0505
7583	0.0728
7598	0.0167
7603	0.0053
7604	0.0642
7605	0.0607
7610	-0.0009
7620	0.0053
7627	0.0822
7637	0.0338
7643	0.2589
7647	0.0221
7666	0.0013
7674	0.0462
7682	0.0154
7688	0.2714
7690	0.9962
7697	0.1351
7698	0.0594
7703	0.1742
7711	0.0929
7713	0.0048
7715	0.0377
7726	0.0416
7730	0.0224
7731	0.0315
7735	0.0073
7736	0.0286
7747	0.0906
7749	0.1062
7754	0.339
7755	0.1472
7759	0.1824
7763	0.0125
7768	0.0361
7769	0.1756
7775	0.1864
7781	0.0141
7789	0.03
7791	0.0592
7803	0.0095
7806	0.0756
7807	0.4177
7818	0.1166
7823	0.0114
7828	0.6294
7833	0.0367
7847	0.0813
7855	0.2049
7865	0.002
7869	-0.0044
7870	0.5122
7875	0.3337
7879	0.0576
7890	0.0679
7902	0.2953
7907	-
7910	0.0346
7913	0.0272
7915	0.1206
7922	0.0231
7929	0.0371
7940	0.3613
7942	0.0376
7952	0.0731
7953	0.0102
7957	0.3743
7962	0.0167
7974	0.4423
7975	0.3516
7976	0.0509
7988	0.4426
7992	0.0148
8002	0.0256
8016	0.0391
8018	0.0708
8019	0.2452
8023	0.0298
8026	0.0094
8027	0.0534
8033	0.9721
8037	0.0264
8045	0.3914
8046	0.247
8048	0.7028
8055	0.1735
8056	0.0326
8057	0.1045
8058	0.0557
8062	-
8064	0.1097
8067	0.0814
8079	0.013
8086	0.9844
8095	-0.0002
8098	0.0484
8100	0.0218
8103	0.2453
8124	0.849
8126	0.0347
8130	0.1341
8135	0.1104
8148	0.105
8149	0.1521
8150	-0.0004
8152	0.0956
8160	0.0397
8168	0.0846
8183	0.0698
8190	0.2148
8191	0.0281
8192	0.0528
8194	0.9393
8196	0.2515
8198	0.021
8199	0.2063
8204	0.1565
8205	0.1139
8206	0.0486
8208	0.0428
8209	0.1191
8212	0.0522
8217	0.6953
8218	0.0173
8231	0.0107
8241	-0.0019
8242	-0.0004
8246	0.1738
8252	0.094
8260	0.0144
8267	0.0912
8277	0.8132
8278	0.0002
8288	0.0208
8289	0.2054
8295	0.3333
8301	0.0202
8305	0.0349
8312	0.0819
8315	0.0469
8316	0.09
8320	0.0156
8322	0.0287
8327	0.5736
8330	0.2521
8334	0.1385
8336	0.0669
8346	0.0127
8375	0.0775
8388	-0.0062
8389	0.5224
8409	-0.0004
8414	0.0752
8426	0.0237
8427	0.019
8445	0.1682
8448	0.1153
8450	0.0299
8461	0.2307
8465	0.0141
8471	0.4375
8484	0.0635
8486	0.0018
8493	0.0155
8499	0.7911
8507	0.1474
8514	0.036
8517	0.0183
8525	0.4263
8526	0.104
8527	0.0081
8530	0.0153
8534	0.7745
8536	0.2472
8540	0.0095
8547	0.017
8554	0.017
8568	0.0277
8569	0.8231
8572	0.234
8581	0.0517
8586	0.1199
8590	0.4838
8596	0.38
8597	0.0789
8601	0.5301
8603	0.5262
8606	0.0349
8641	0.0403
8642	-
8649	0.0087
8670	0.0565
8671	0.4055
8690	0.426
8693	0.1501
8703	0.0348
8704	0.0874
8724	0.0293
8726	0.0681
8727	0.0564
8743	0.083
8746	0.7956
8747	0.0551
8758	0.0496
8759	0.0018
8769	0.007
8778	0.4692
8788	0.109
8789	0.109
8794	0.0918
8798	0.0166
8803	0.0363
8804	0.0135
8805	0.0378
8808	0.0258
8810	0.0147
8813	0.0832
8815	0.0248
8816	0.0044
8820	0.7799
8827	0.0208
8831	0.1849
8840	0.4088
8842	0.0498
8847	0.1898
8849	0.1216
8867	0.0405
8872	0.0122
8873	0.0125
8885	0.103
8890	0.0471
8898	0.1795
8902	0.0093
8907	0.4569
8915	0.0062
8920	0.0226
8936	0.6505
8943	0.1304
8948	-0.0017
8955	0.2221
8979	0.0277
8997	0.3065
9000	0.0272
9002	0.1075
9008	-0.0002
9043	0.0179
9050	0.03
9054	0.0238
9061	0.0977
9077	0.0227
9079	0.0155
9082	0.0479
9085	0.0737
9091	0.0486
9097	0.0218
9100	0.0458
9102	0.0382
9119	0.3218
9131	0.0092
9134	0.011
9135	0.0215
9144	0.0065
9156	0.0249
9158	0.8347
9159	0.0061
9162	0.0006
9164	0.0138
9165	0.2185
9166	0.4003
9168	0.0806
9174	0.1124
9184	0.1188
9187	0.0207
9190	0.4275
9191	0.0395
9192	-0.007
9203	0.0085
9205	0.3443
9210	-0.0029
9211	0.8061
9213	0.0142
9215	0.0072
9216	0.5946
9218	0.0484
9228	0.0191
9229	0.3092
9247	0.0154
9251	0.7519
9252	0.0469
9274	0.0187
9275	0.033
9277	0.1943
9280	0.0224
9284	0.0828
9289	0.2336
9299	0.0574
9305	0.2126
9308	0.1535
9316	0.0083
9323	0.103
9326	0.4432
9331	0.1051
9347	-0.0014
9350	0.1056
9354	0.1542
9355	0.8137
9359	0.0884
9363	0.0207
9369	0.0026
9378	0.0484
9380	0.0132
9387	0.0174
9393	0.0079
9408	0.0842
9415	0.3729
9418	0.0278
9419	0.4277
9421	0.1205
9434	0.753
9443	0.103
9449	0.1439
9452	0.321
9456	0.8648
9458	0.0161
9461	0.3326
9489	0.0505
9492	0.2474
9497	0.0318
9502	0.2156
9506	0.0026
9530	0.004
9538	0.0338
9545	0.434
9549	0.0575
9563	0.0406
9565	0.0886
9576	0.1545
9579	0.1243
9582	0.0192
9585	0.5692
9590	0.0092
9593	0.0374
9596	0.0148
9604	0.0012
9606	0.0328
9610	0.0565
9611	0.0311
9632	0.005
9640	0.4208
9645	0.0298
9655	0.0195
9658	0.1726
9663	0.0026
9664	0.0089
9667	0.1302
9668	0.11
9673	0.0412
9675	0.0001
9679	0.0741
9681	0.2356
9682	0.5496
9684	0.7179
9691	0.0193
9704	0.1213
9705	0.0438
9714	0.9244
9717	0.9005
9724	0.0376
9726	0.0054
9729	0.0356
9731	0.7523
9738	0.064
9740	0.0302
9741	0.0312
9755	0.0082
9766	0.0048
9770	0.0668
9776	0.0077
9789	0.5389
9800	0.0058
9801	0.1211
9812	0.0171
9813	0.0124
9819	0.0185
9825	0.4421
9833	0.0865
9840	0.435
9845	0.0452
9850	0.0456
9852	0.2449
9853	0.4368
9855	0.0507
9864	0.1103
9865	0.0654
9870	0.0438
9872	0.0147
9878	0.2002
9886	0.0166
9888	0.0241
9894	0.0572
9896	0.8286
9898	0.0034
9922	0.0318
9926	0.0119
9940	0.0131
9941	0.0149
9943	0.068
9964	0.0172
9965	0.0473
9966	0.0225
9967	0.0703
9970	0.0139
9979	0.0042
9980	0.7301
9983	0.0095
9986	0.1674
9987	0.0166
9992	0.0346
9996	0.3884
10006	0.2704
10012	0.1498
10015	0.5605
10017	0.0114
10022	0.8069
10024	0.1433
10029	0.3296
10038	0.0077
10039	0.0035
10045	0.0507
10061	0.5316
10063	0.2945
10068	0.0414
10076	0.028
10079	0.5386
10086	0.0919
10092	0.0265
10113	0.0244
10134	0.0074
10136	0.2802
10138	0.0612
10139	-0.0001
10150	0.0379
10151	0.0855
10153	0.0355
10160	0.1649
10166	0.0125
10172	0.2556
10177	0.0303
10178	-
10181	0.0323
10188	0.0951
10191	0.0132
10198	0.2097
10199	0.1079
10207	0.031
10210	0.0226
10215	0.1678
10217	0.0194
10218	0.001
10222	0.0044
10226	0.2177
10227	0.0069
10232	0.028
10236	0.0112
10240	0.0092
10245	0.0318
10260	0.0617
10263	0.12
10276	0.0682
10284	0.0403
10285	-0.0018
10291	0.2477
10292	0.0168
10295	0.0076
10299	0.0208
10304	0.0169
10306	0.19
10307	-0.0057
10316	0.1012
10319	0.0102
10334	0.1507
10342	0.0311
10350	0.0137
10366	0.0177
10374	0.3405
10380	-
10386	0.0972
10392	0.0238
10396	0.1003
10399	0.0203
10401	0.006
10410	0.0915
10413	0.068
10414	0.044
10421	0.4273
10425	-
10429	0.0483
10431	0.0562
10435	0.0303
10440	0.9124
10441	0.1611
