Locus	fst	chromosome	position
10524	0.0327	LG01	15222575
6220	0.9631	LG01	15305774
12001	0.0212	LG01	15477998
5584	0.0228	LG01	15478086
14461	0.0758	LG01	15523673
16036	0.0505	LG01	15698538
5925	-0.0068	LG01	15884506
12756	0.0237	LG01	15941922
20222	0.6499	LG01	15949701
16522	0.0094	LG01	16029166
6077	0.0286	LG01	16099585
15053	0.0304	LG01	16100804
765	0.4437	LG01	16350985
21518	0.2002	LG01	16668458
9305	0.2126	LG01	16799615
15427	0.0646	LG01	17088969
2990	0.8931	LG01	17231504
24372	-0.0051	LG01	17254201
6225	0.0723	LG01	17343059
14934	0.0693	LG01	17381925
23717	0.1213	LG01	17410032
16441	0.0682	LG01	17478244
11370	0.0277	LG01	17483374
3473	0.0365	LG01	17544233
7823	0.0114	LG01	17686137
15708	0.1922	LG01	17762848
23879	0.0417	LG01	17874079
23836	-5e-04	LG01	17891826
3794	0.015	LG01	17891914
13135	0.0176	LG01	17894333
4365	0.9658	LG01	18164746
22376	0.1342	LG01	18270121
10477	0.2935	LG01	18299147
18099	0.5651	LG01	18634387
8649	0.0087	LG01	18885301
6218	0.02	LG01	18938963
7173	0.0562	LG01	18990205
4301	0.0035	LG01	18990497
20154	0.858	LG01	19065023
1275	0.1148	LG01	19119404
12082	0.0478	LG01	19122718
6687	0.1037	LG01	19131955
25090	0.0265	LG01	19484176
17462	0.1806	LG01	19558080
4103	0.0205	LG01	19759592
20926	0.2198	LG01	19851693
9000	0.0272	LG01	20164805
15443	0.0536	LG01	20190362
17329	0.0105	LG01	20190450
24989	0.0205	LG01	20217301
1730	0.0405	LG01	20219379
15393	0.1927	LG01	20244563
16989	0.0176	LG01	20244651
7326	0.0421	LG01	20934271
3223	0.0549	LG01	21052003
18566	0.6852	LG01	21078734
21583	0.033	LG01	21139714
24866	0.0744	LG01	21344701
17281	-0.003	LG01	21440315
24790	0.0492	LG01	21474522
19900	0.0577	LG01	21474610
10039	0.0035	LG01	21639498
2874	0.5912	LG01	21713494
7286	0.0686	LG01	21876491
10399	0.0203	LG01	22235777
12877	0.1553	LG01	22265414
16033	0.1222	LG01	22274751
1037	0.0399	LG01	22314645
9965	0.0473	LG01	22419167
18308	0.0125	LG01	22419255
23529	0.0598	LG01	22426003
829	0.043	LG01	22477868
7275	0.0483	LG01	22595118
24934	0.0405	LG01	22930946
11054	0.0681	LG01	22931034
2866	0.0363	LG01	23087036
6801	-0.0018	LG01	23099470
25204	0.0554	LG01	23131382
9277	0.1943	LG01	23131469
5569	0.0286	LG01	23205145
13275	0.0624	LG01	23209262
9926	0.0119	LG01	23296870
9894	0.0572	LG01	23601228
22373	0.69	LG01	23816773
4003	0.0036	LG01	24038892
17121	0.0278	LG01	24067024
11504	0.3734	LG01	24263046
3776	0.7852	LG01	24455925
19526	0.0484	LG01	24606463
4909	0.0199	LG01	24794728
11479	0.763	LG01	24916735
9421	0.1205	LG01	24972595
67	0.0197	LG01	25118415
19996	0.0119	LG01	25476068
8948	-0.0017	LG01	25476939
9870	0.0438	LG01	25537657
19340	0.0407	LG01	25547121
7341	0.022	LG01	25623962
16833	0.03	LG01	25695043
13766	0.0221	LG01	26270788
126	-8e-04	LG01	26277273
2672	0.0103	LG01	26278837
9996	0.3884	LG01	26278925
23915	0.0335	LG01	26446274
14634	0.0193	LG01	26802776
6410	0.1324	LG01	26825592
15925	0.0123	LG01	26825871
1059	0.1061	LG01	27624343
2973	0.0841	LG01	27732633
3630	0.1512	LG01	28032467
25095	0.0239	LG01	28089675
2966	0.1557	LG01	28089763
13923	0.519	LG01	28259281
9530	0.004	LG02	486766
9673	0.0412	LG02	549312
5748	0.033	LG02	558992
16332	-0.0023	LG02	563449
18249	0.0049	LG02	565546
12161	0.5342	LG02	704956
22330	0.0224	LG02	1459777
2227	0.5139	LG02	1753025
12720	0.5236	LG02	1753113
16396	0.0241	LG02	1855213
23643	0.0262	LG02	2178449
12652	-8e-04	LG02	2196715
5819	0.014	LG02	2217111
21402	0.0112	LG02	2444342
24808	0.0235	LG02	2862479
8450	0.0299	LG02	2934383
14890	0.0749	LG02	3068799
19616	0.1308	LG02	3134816
5650	0.1435	LG02	3684400
20570	0.0375	LG02	3848141
11304	0.1754	LG02	4112741
1206	0.0273	LG02	4112829
14293	8e-04	LG02	4229502
20501	0.0156	LG02	4299068
5692	0.0178	LG02	4299155
17606	0.0082	LG02	4524449
23345	0.0124	LG02	4533055
265	0.0489	LG02	4572030
10191	0.0132	LG02	5034803
13038	0.289	LG02	5142106
24740	0.0458	LG02	5175883
18002	0.0571	LG02	5475402
16683	0.3678	LG02	5502143
15713	0.0559	LG02	5557301
13249	0.0246	LG02	5557389
15714	-0.0016	LG02	5577796
20284	0.0087	LG02	5625109
8581	0.0517	LG02	5756973
21377	0.0726	LG02	5810716
20373	0.0363	LG02	5899155
8277	0.8132	LG02	5947585
9741	0.0312	LG02	5980256
803	0.0101	LG02	6015120
19750	0.1479	LG02	6566985
9632	0.005	LG02	6571036
19094	0.5526	LG02	6619151
6195	0.0519	LG02	6622660
11378	0.0275	LG02	7657629
20552	0.2701	LG02	7704733
1082	0.0065	LG02	7995350
6709	0.611	LG02	8318815
6275	0.0038	LG02	8423715
15007	-0.0038	LG02	8436896
6441	0.1308	LG02	8567129
10012	0.1498	LG02	8567215
14655	0.0369	LG02	8606584
7132	0.1225	LG02	8637797
368	0.011	LG02	8817267
21296	0.6293	LG02	8900071
7390	0.626	LG02	8993371
24148	0.0517	LG02	9902304
12065	0.2376	LG02	9912651
15557	0.2861	LG02	9912739
3016	0.0092	LG02	10295723
17073	0.0513	LG02	10365156
23838	0.0362	LG02	11039942
19045	0.1586	LG02	11101487
10878	0.0053	LG02	11133801
2332	0.0469	LG02	11144818
10113	0.0244	LG02	11368661
20452	0.0115	LG02	11371678
19126	0.1483	LG02	11403166
6887	0.0139	LG02	11466154
8305	0.0349	LG02	11675992
8547	0.017	LG02	11866579
15735	0.246	LG02	11907621
3623	0.0583	LG02	12024231
17332	0.0329	LG02	12300457
3116	0.0905	LG02	12426111
17016	0.9611	LG02	12664574
15872	0.1672	LG02	13098019
1858	-0.0045	LG02	13158554
2196	0.7605	LG02	13700077
22699	0.027	LG02	13825179
25143	0.0417	LG02	14101530
7332	0.0183	LG02	14302912
3172	0.008	LG02	14430240
4836	0.3855	LG02	14934973
6156	0.0215	LG02	15037451
18049	0.0314	LG02	15045848
12194	0.0246	LG02	15563819
2110	0.052	LG02	15714736
5196	0.3125	LG02	16247316
18780	0.2642	LG02	16247404
695	0.034	LG02	16820235
15109	0.0404	LG02	16919317
3791	0.0196	LG02	16926107
766	0.033	LG02	17006437
246	0.0143	LG02	17086725
14249	0.0314	LG02	17331983
22014	0.043	LG02	17465390
9604	0.0012	LG02	17526987
11273	0.503	LG02	17972205
12434	0.0856	LG02	18018124
23203	0.8553	LG02	18131841
17978	0.0328	LG02	18279914
8045	0.3914	LG02	18447659
21277	0.2611	LG02	18598638
3721	0.0503	LG02	18900520
23624	0.0368	LG02	19001001
1906	-0.0031	LG02	19009588
22340	0.0282	LG02	19082581
23112	0.2894	LG02	19178339
20572	0.0138	LG02	19225999
17985	0.1334	LG02	19239438
22508	0.0219	LG02	19309451
8778	0.4692	LG02	19375815
17391	0.4993	LG02	19424468
111	0.0172	LG02	19524547
22131	0.1444	LG02	19717408
7610	-9e-04	LG02	19846598
4689	0.0286	LG02	19993451
16872	0.0612	LG02	20006957
19598	0.0191	LG02	20048778
18524	0.0325	LG02	20466907
14635	0.0792	LG02	20550530
2733	0.0187	LG02	20586675
17118	0.026	LG02	20711926
13478	0.0022	LG02	21036308
16277	0.1818	LG02	21057505
10577	0.0166	LG02	21140684
17040	0.0263	LG02	21265012
14448	0.0773	LG02	21558567
24101	0.0767	LG02	21722681
10806	0.2427	LG02	21825178
10304	0.0169	LG02	21825266
13321	0.0555	LG02	21828564
5851	0.1903	LG02	21921687
10227	0.0069	LG02	21921775
21078	0.1023	LG02	22029483
10374	0.3405	LG02	22089412
18887	0.1263	LG02	22522394
11413	0.0184	LG02	22543785
8704	0.0874	LG02	22597571
23617	0.0037	LG02	22626275
11214	0.0346	LG02	22650212
7806	0.0756	LG02	22686739
12145	0.0023	LG02	22837555
23416	0.0964	LG02	23079533
22707	0.0324	LG02	23145300
1855	0.0152	LG02	23270633
166	0.0147	LG02	23270721
3828	-0.0065	LG02	23363691
20586	0.8985	LG02	23733031
24985	0.7031	LG02	23924006
1345	0.2167	LG02	23955104
4832	0.0292	LG03	525362
12892	0.1156	LG03	714072
2646	0.0156	LG03	727009
24288	0.0221	LG03	788105
11905	0.162	LG03	970105
1420	0.0269	LG03	1176528
3879	0.0105	LG03	1306194
7509	0.0888	LG03	1901276
22270	0.0297	LG03	2331790
25446	0.0309	LG03	2401735
5924	9e-04	LG03	2481805
6147	0.0911	LG03	2759270
23508	0.022	LG03	2759358
11166	0.7132	LG03	2817506
6971	0.2318	LG03	2817594
16313	0.0563	LG03	3136811
25516	0.0177	LG03	3136901
5079	8e-04	LG03	3440963
18822	0.0451	LG03	4110675
8316	0.09	LG03	4477954
7117	0.1219	LG03	5072653
17580	0.0097	LG03	5317343
12641	-0.0029	LG03	5337885
13796	0.0196	LG03	5379523
19441	0.0399	LG03	5484346
13850	0.0269	LG03	5549748
16127	0.0145	LG03	5549836
12579	0.0699	LG03	5782208
10063	0.2945	LG03	6310553
16089	0.0375	LG03	6574564
5688	0.1252	LG03	6697589
20898	0.0437	LG03	6721773
21028	0.0686	LG03	6721861
23215	0.043	LG03	6928935
10350	0.0137	LG03	7068423
1287	0.0324	LG03	7081654
7327	0.1305	LG03	7200162
19081	0.2563	LG03	7238162
15965	0.021	LG03	7238280
21613	0.2704	LG03	7275254
16360	0.1906	LG03	7374030
5442	0.0416	LG03	7519450
7055	0.0338	LG03	7555515
6657	0.0047	LG03	7628668
15903	0.0194	LG03	7655613
15150	0.0513	LG03	7669281
14032	0.2435	LG03	7893897
4002	0.0052	LG03	8053673
16706	0.0293	LG03	8053761
8205	0.1139	LG03	8108048
23863	0.3039	LG03	8123980
22694	0.0489	LG03	8422642
6431	0.6211	LG03	8422729
7975	0.3516	LG03	8603130
2647	0.3567	LG03	8603218
2371	0.0464	LG03	8761931
24348	0.0289	LG03	9050793
1085	0.0355	LG03	9056737
4453	0.2855	LG03	9773441
9983	0.0095	LG03	9887414
22679	0.0592	LG03	10176528
11569	0.603	LG03	10321098
24370	0.0404	LG03	10352186
14432	0.0157	LG03	10654173
19425	0.3887	LG03	10767687
10860	0.0503	LG03	10767775
7485	0.3601	LG03	10832030
4905	0.9399	LG03	11011877
3799	0.0336	LG03	11143943
17132	0.0544	LG03	11263632
10685	0.0422	LG03	11289964
22539	0.0115	LG03	11485414
8375	0.0775	LG03	11594755
23475	0.0292	LG03	11682954
15386	0.0473	LG03	11769363
23336	0.0324	LG03	11807877
3991	0.1687	LG03	11820911
4392	0.0413	LG03	11832920
11290	0.0418	LG03	12068762
4815	0.0145	LG03	12288968
10910	0.0258	LG03	12292138
21185	0.0281	LG03	12326269
5902	0.0208	LG03	12836004
3312	0.02	LG03	13069918
4010	0.3775	LG03	13761867
14070	0.2378	LG03	13845404
7715	0.0377	LG03	14049056
11001	0.0437	LG03	14489701
5461	0.0805	LG03	14545616
7322	0.0071	LG03	14577642
6883	0.024	LG03	14829943
17134	0.0507	LG03	14854029
169	2e-04	LG03	15330761
18438	0.0672	LG03	15357577
22800	0.9415	LG03	15388181
12190	0.3021	LG03	15406459
14754	0.0759	LG03	15653987
20715	0.05	LG03	16306928
1845	0.0039	LG03	16345097
24600	0.0915	LG03	16874492
12779	0.1296	LG03	16893706
13769	0.007	LG03	16947873
3004	0.0662	LG03	16947961
4779	0.0883	LG03	16989964
11783	0.0087	LG03	17011557
3577	0.0199	LG03	17399324
13463	0.0249	LG03	17403120
13583	0.0975	LG03	17439369
23544	0.016	LG03	17774929
6728	0.0036	LG03	17912149
21046	0.3936	LG03	18033092
5524	0.3923	LG03	18033180
3750	0.1448	LG03	18130551
23732	0.0485	LG03	18399324
21244	0.0539	LG03	18402039
12657	0.0114	LG03	19125456
206	0.1497	LG03	19138705
9043	0.0179	LG03	19476998
10413	0.068	LG03	19637006
19255	0.0053	LG03	19837223
13291	0.116	LG03	19837311
3853	0.1074	LG03	19916664
24082	0.0123	LG03	20155853
3761	0.016	LG03	20306369
15069	0.1022	LG03	20311656
21327	0.1466	LG03	20363142
1451	0.0063	LG03	20425799
1995	0.1054	LG03	20433399
1957	0.0623	LG03	20523113
2995	0.0488	LG03	20582299
8572	0.234	LG03	20677019
101	0.2663	LG03	20685759
11175	0.0734	LG03	20693188
7164	0.0264	LG03	20693275
19592	0.2425	LG03	20800363
13063	0.0473	LG03	21034670
25164	0.0048	LG03	21493309
12729	0.0021	LG03	21639916
22983	0.0289	LG03	21749404
12734	0.0346	LG03	21918122
12881	0.0473	LG03	22108213
6768	0.2919	LG03	22113564
20130	0.0175	LG03	22446759
9864	0.1103	LG03	22541811
10665	0.0328	LG03	22711876
21821	0.0293	LG03	22712251
9853	0.4368	LG03	22734972
14972	0.0601	LG03	23204521
6429	0.7864	LG03	23213450
18535	0.0312	LG03	23373618
23001	0.0024	LG03	23423007
15442	0.0276	LG03	23446575
23706	0.0466	LG03	23466014
6993	0.02	LG03	23801182
3885	0.0531	LG03	23804757
12623	0.0818	LG03	23860880
15604	-0.0027	LG03	23897780
24194	0.0331	LG03	23926965
4025	0.0135	LG03	24223878
25450	0.0066	LG03	24305530
12922	0.028	LG03	24368355
1193	0.0066	LG03	24543439
23182	0.0182	LG03	24566292
9704	0.1213	LG03	24677592
23000	0.0311	LG03	24732451
17454	0.0131	LG03	24732539
2148	0.0329	LG03	24816799
15677	0.5534	LG03	24849640
19329	0.1889	LG03	24955295
19881	0.0358	LG03	24958507
22895	0.3444	LG03	24988455
19275	0.4138	LG03	25242684
2977	0.0647	LG03	25242772
20490	0.0434	LG03	25668424
11162	0.0807	LG03	25703336
189	0.0329	LG03	25718099
12087	0.0634	LG03	25954272
23029	0.5655	LG03	26493285
16621	0.0296	LG03	26542928
481	0.0515	LG03	26628801
5804	0.2067	LG03	27076011
24772	0.0437	LG03	27111842
18415	0.0129	LG03	27141255
16179	0.0302	LG03	27266677
12649	0.0279	LG03	27466090
4747	0.9193	LG03	27467753
440	0.3897	LG03	27467841
1218	0.0037	LG03	27647413
4863	0.034	LG03	27837891
18994	0.2619	LG03	27850690
10222	0.0044	LG03	27941905
14459	0.4331	LG03	28067721
20148	0.0261	LG03	28122202
2446	0.8564	LG03	29018446
5413	0.0184	LG03	29071150
19975	0.5733	LG03	29149035
1052	0.0015	LG03	29149123
15927	0.1787	LG03	29283876
2621	0.1018	LG04	378962
1091	0.0271	LG04	987643
17311	0.1019	LG04	1015872
9681	0.2356	LG04	1199563
7074	0.0411	LG04	1318831
221	0.0117	LG04	1318919
23824	0.0024	LG04	1450506
9497	0.0318	LG04	1602719
9776	0.0077	LG04	1846805
7081	0.0275	LG04	2557433
9840	0.435	LG04	3791168
12334	0.0259	LG04	3825929
4557	0.0044	LG04	3826017
11762	0.0479	LG04	4067370
9850	0.0456	LG04	4223942
7399	0.0725	LG04	4348381
6640	0.0469	LG04	4559510
16944	0.1051	LG04	4758407
18590	0.0265	LG04	4877868
14364	0.0154	LG04	5000575
86	0.0257	LG04	5514604
6567	0.0105	LG04	5614539
5754	-0.0055	LG04	5682240
16053	0.0336	LG04	6544967
23595	0.0411	LG04	6557609
11627	0.017	LG04	6571022
4582	0.0244	LG04	6571110
6384	0.0171	LG04	6617904
6609	0.2296	LG04	6791037
21738	0.027	LG04	7663467
24921	0.0183	LG04	8453954
3280	0.0773	LG04	8454042
21624	0.0332	LG04	8536219
21488	0.013	LG04	8724903
16046	0.3604	LG04	8899634
10906	0.0373	LG04	9318400
10706	0.211	LG04	9581815
5824	0.4343	LG04	9835263
17533	0.0586	LG04	9999171
16173	0.0413	LG04	10254916
23371	0.0701	LG04	10599321
21339	0.0094	LG04	10785561
7000	0.2682	LG04	11009190
22863	0.14	LG04	11033438
6995	0.0177	LG04	11127341
5707	0.4234	LG04	12296490
3932	0.0739	LG04	13557402
220	0.7746	LG04	13609089
13443	0.0144	LG04	13609177
2334	0.3751	LG04	13791139
22728	0.061	LG04	13820872
14514	0.2909	LG04	13820960
1638	0.0426	LG04	14007496
1138	0.0293	LG04	14058546
2057	0.0288	LG04	14495195
21683	0.0702	LG04	14603051
16474	0.104	LG04	14767734
9992	0.0346	LG04	14860399
9714	0.9244	LG04	15238228
12768	0.0572	LG04	15333523
12570	0.2761	LG04	15462653
19718	0.7459	LG04	15786063
22434	0.0475	LG04	15803099
20057	0.2021	LG04	15803187
21419	0.8844	LG04	15849042
12952	0.0502	LG04	15935786
20735	7e-04	LG04	16801618
1122	0.4291	LG04	16838600
20255	0.0837	LG04	17092539
8724	0.0293	LG04	17119035
15910	0.0766	LG04	17189095
22705	0.092	LG04	17429463
6182	0.0174	LG04	17601862
23845	0.0447	LG04	17671956
19756	0.0239	LG04	17689844
16800	0.1972	LG04	17712984
17357	0.151	LG04	18182664
2176	0.0345	LG04	18406174
6519	0.0401	LG04	18598746
12515	0.0636	LG04	18612120
16620	0.738	LG04	18616085
8018	0.0708	LG04	18659305
5520	0.0211	LG04	18708578
12331	0.17	LG04	18954802
15828	0.5155	LG04	18954890
24080	0.0492	LG04	19300842
19761	0.1631	LG04	19319412
11725	0.2305	LG04	19611569
25334	0.3944	LG04	19650453
25372	0.0518	LG04	19654495
18648	0.0245	LG04	19725566
23191	0.0506	LG04	19725654
10136	0.2802	LG04	19736434
10857	0.0428	LG04	19775761
4045	0.0283	LG04	19808416
18508	0.158	LG04	20070601
9898	0.0034	LG04	20122738
4371	0.092	LG04	20122826
22261	0.0972	LG04	20221981
164	0.1766	LG04	20273388
7142	0.2728	LG04	20628733
23847	0.0446	LG04	20747991
23884	0.1356	LG04	20800759
17312	0.1217	LG04	21518848
23079	0.0327	LG04	21683194
7962	0.0167	LG04	22010636
12982	0.1993	LG04	22046280
10585	0.0514	LG04	22250919
23795	0.0181	LG04	22412121
20413	0.0322	LG04	22474367
4373	0.4548	LG04	22943548
1859	0.0323	LG04	22949532
6522	0.0903	LG04	23060319
22034	0.0156	LG04	23376531
4230	0.173	LG04	23389886
3578	0.0247	LG04	23391980
11736	0.8427	LG04	23393908
8499	0.7911	LG04	23394825
24957	0.0623	LG04	23463287
3694	0.0451	LG04	23536033
22908	0.051	LG04	23948172
2033	0.2892	LG04	24372151
4133	0.7344	LG04	24866885
2154	0.0776	LG04	24968352
20574	0.5868	LG04	25004497
8590	0.4838	LG04	25049798
12352	0.0622	LG04	25253747
1499	0.0639	LG04	25352161
23840	0.0394	LG04	25459757
13845	0.437	LG04	25562752
4777	0.0514	LG04	25625757
23422	0.0277	LG04	25712342
20158	0.0541	LG04	25712430
18577	0.0174	LG04	25721181
20354	0.0028	LG04	25968078
2346	0.0638	LG04	26005081
6259	0.0509	LG04	26274693
7139	0.0293	LG04	26379247
18193	0.1305	LG04	26465366
7598	0.0167	LG04	26623344
23999	0.0566	LG04	26670688
11896	0.0131	LG04	26693499
2742	0.3367	LG04	26781953
4489	0.0904	LG04	27352498
17909	0.0045	LG04	27400513
5171	0.1987	LG04	27557653
14696	0.0226	LG04	27711493
7643	0.2589	LG04	27733899
20561	0.0182	LG04	28036248
22104	0.2094	LG04	28268549
9878	0.2002	LG04	28655265
15456	0.1042	LG04	28674444
5746	0.0211	LG04	28800174
4126	0.0207	LG04	28825553
24642	0.0189	LG04	29224003
21625	0.0017	LG04	29329140
16190	0.1437	LG04	29395045
23964	0.0176	LG04	29517813
4998	0.0247	LG04	29833176
6956	0.086	LG04	29887394
10713	0.0952	LG04	30555991
23705	0.0644	LG04	30578350
4898	0.0016	LG04	30578438
9316	0.0083	LG04	30729475
10495	0.001	LG04	30851725
23940	0.0369	LG04	30860184
10022	0.8069	LG04	30922281
3553	0.0911	LG04	30956415
14472	0.0142	LG04	30956502
1392	0.1014	LG04	31306420
6672	0.0201	LG04	31308425
1162	0.0232	LG04	31408269
6393	0.0902	LG04	31961476
19740	0.0193	LG04	32561118
9308	0.1535	LG04	32661853
13211	0.0233	LG04	32864667
8095	-2e-04	LG04	33023845
7637	0.0338	LG04	33296125
825	-2e-04	LG04	33313977
4013	0.2051	LG04	33514896
4212	0.0456	LG04	33598863
25151	0.0438	LG04	33904455
23528	0.0683	LG04	34498084
3875	0.9688	LG04	34503689
11244	0.0526	LG04	34560907
22930	0.3715	LG04	34615017
13345	0.0442	LG05	63205
25555	0.1301	LG05	89763
17084	0.0158	LG05	348214
10024	0.1433	LG05	2172020
21732	0.0086	LG05	2375291
589	0.0353	LG05	2535105
10429	0.0483	LG05	2555026
18975	0.0425	LG05	2579067
5071	0.0134	LG05	2633866
11818	0.0261	LG05	2648540
14659	0.0092	LG05	2828095
10567	0.0561	LG05	2974965
16947	0.027	LG05	3136987
8703	0.0348	LG05	3371670
11509	0.9686	LG05	3589620
17252	0.1236	LG05	3682253
5624	0.0289	LG05	3688022
4484	0.0027	LG05	3970822
16264	0.0097	LG05	3973528
14300	0.0383	LG05	4212380
21572	0.1232	LG05	4258516
16456	0.8051	LG05	4768937
14426	0.0612	LG05	4935071
6554	0.0237	LG05	4972861
13100	0.2028	LG05	5100690
5481	0.0472	LG05	5118361
15588	0.1084	LG05	5118449
10488	0.0668	LG05	5151374
23427	0.0579	LG05	5411902
12116	0.0567	LG05	5496922
8079	0.013	LG05	5792527
13902	0.0755	LG05	5860607
14064	0.0576	LG05	5914975
3381	0.0163	LG05	6350461
20425	0.3672	LG05	6497308
14657	0.0329	LG05	6497396
2370	0.1706	LG05	6913864
11059	0.057	LG05	6974071
23421	0.0144	LG05	7123980
8098	0.0484	LG05	7346643
16370	0.0834	LG05	7643714
592	0.0345	LG05	7679170
11052	0.0141	LG05	8177311
12823	0.0025	LG05	9109345
23990	0.0928	LG05	9266375
17919	0.0266	LG05	9434848
17944	0.0019	LG05	9577848
18906	0.045	LG05	9579838
24751	0.8091	LG05	9794993
6807	0.0381	LG05	9917870
22431	0.0802	LG05	10067172
4471	0.0029	LG05	10206004
4761	0.0251	LG05	10222929
7345	0.0384	LG05	10239778
8048	0.7028	LG05	10285673
15308	0.0725	LG05	10331545
20232	0.2333	LG05	10533578
109	0.1495	LG05	10536052
13066	0.0196	LG05	10679060
1968	0.0265	LG05	10680722
15086	0.0094	LG05	10725484
25641	0.0377	LG05	10857600
2810	0.0463	LG05	10974598
17328	0.06	LG05	11002377
16580	0.0294	LG05	11076551
18979	0.3002	LG05	11124903
18355	0.0905	LG05	11138778
17737	0.0787	LG05	11138867
2046	0.1384	LG05	11189734
6292	0.0392	LG05	11214699
10648	0.0033	LG05	11265067
4644	0.1012	LG05	11293151
4878	0.0742	LG05	11387138
8027	0.0534	LG05	11481749
15382	0.0824	LG05	11546705
24504	-0.0048	LG05	11587563
22739	0.0673	LG05	11633495
12670	0.4308	LG05	11651084
10882	0.0185	LG05	11668653
18925	0.0926	LG05	11763208
17683	0.0162	LG05	12036263
9280	0.0224	LG05	12095423
20042	-0.0025	LG05	12599556
24009	0.0729	LG05	12735878
13081	0.3784	LG05	12942571
11687	0.0856	LG05	13038479
10965	0.041	LG05	13105253
