chromosome	position	Fst.Fct	Mean_boostrap	lower_95	upper_95	pvalue
LG01	6020456.5704698	0.105353481241923	0.122848422882456	0.0443610869537685	0.265900492739595	0.38277320813561
LG01	6199530.10738255	0.0844524777626031	0.123458274012498	0.0455043781624925	0.26117226680174	0.246582356792665
LG01	6378603.6442953	0.0785412924546576	0.121758542524558	0.0458454535192481	0.266890135933829	0.23023931803565
LG01	6557677.18120805	0.117463859695662	0.119487366819861	0.0429811233127076	0.279625925584471	0.48721094053554
LG01	6736750.7181208	0.22250668860405	0.110020347660725	0.0368835388007346	0.322069744884885	0.926210005168447
LG01	6915824.25503356	0.297166921079602	0.106640084654501	0.0332466100922071	0.341706706441866	0.988286947178436
LG01	7094897.79194631	0.226666252952549	0.11313270167102	0.0346184569156964	0.312828377054357	0.934911147233353
LG01	7273971.32885906	0.114025688683983	0.112460598237628	0.0358173626841863	0.315100556753795	0.508302388290785
LG01	7453044.86577181	0.0638669285940686	0.116252122438834	0.0378253485275275	0.298444518450753	0.227250851873813
LG01	7632118.40268456	0.0617065861190677	0.119421719373663	0.0410355647772235	0.282156475110242	0.183605530472117
LG01	7811191.93959732	0.0954409567340465	0.120315700805865	0.0433034956493981	0.275434848463247	0.34360323567222
LG01	7990265.47651007	0.143112728355143	0.119656019616206	0.0436833138525092	0.27615279016632	0.647541837277282
LG01	8169339.01342282	0.177839523174757	0.12118506467932	0.0458727076613396	0.270464289600206	0.82958774246704
LG01	8348412.55033557	0.194328693642802	0.12149549242697	0.0488575782713194	0.262904416261175	0.900412980526274
LG01	8527486.08724832	0.224930058035707	0.123463848313677	0.0502000451997307	0.255457660043997	0.969648527906496
LG01	8706559.62416107	0.249786728507039	0.123705301103849	0.0497667142969813	0.252668073194201	0.991112522904914
LG01	8885633.16107383	0.238886838208896	0.12399180883336	0.0498183510867631	0.255667230983638	0.983081165953429
LG01	9064706.69798658	0.21634897677192	0.123297264887252	0.052946294060147	0.250327760214843	0.963489638734174
LG01	9243780.23489933	0.228621919275438	0.123648159606387	0.0550232704437814	0.245102195404888	0.982885038863324
LG01	9422853.77181208	0.243181122711434	0.12419653280521	0.0522141035080543	0.248860202166331	0.989513944560188
LG01	9601927.30872483	0.222180788333274	0.124277998155694	0.0477156779174123	0.255329267699765	0.963603081266656
LG01	9781000.84563758	0.184628120358971	0.122849859034513	0.0448389791771874	0.265401524623979	0.854746863552925
LG01	9960074.38255033	0.143259662633495	0.119353654771808	0.043479250976232	0.280159783127368	0.648272103598808
LG01	10139147.9194631	0.093182241064504	0.114926568464842	0.0399427742038852	0.299233162496325	0.376833333484634
LG01	10318221.4563758	0.0451083141607173	0.0934326921795305	0.0278314481108805	0.413882851331558	0.322793062387078
LG01	10497294.9932886	0.0370512238008914	0.093332116244867	0.0216762181965789	0.41187001140438	0.300253927080467
LG01	10676368.5302013	0.0472908675562347	0.103661836269561	0.0266707725118115	0.352920624675461	0.264899704483304
LG01	10855442.0671141	0.0687523108038087	0.107068119000549	0.0323505038184642	0.34611260225708	0.325271190089224
LG01	11034515.6040268	0.0974283551289484	0.113675280514257	0.0353929322132661	0.31035462070927	0.413228383026912
LG01	11213589.1409396	0.121249861335586	0.117224256398028	0.0368309704002491	0.296749488428348	0.523020024801221
LG01	11392662.6778523	0.144835510261076	0.116791048922852	0.037965547600423	0.295645037086479	0.658239462369607
LG01	11571736.2147651	0.177867839570528	0.11885443932525	0.0372964746988564	0.290280791651278	0.808464796272084
LG01	11750809.7516779	0.208728076414368	0.113536468424011	0.0363988633212962	0.311174477494771	0.900661134514773
LG01	11929883.2885906	0.21367896184637	0.109552714610417	0.0347798210755524	0.32675803674845	0.906728538151737
LG01	12108956.8255034	0.211047945700677	0.110906073284488	0.034770990300851	0.324490707779026	0.900060158128497
LG01	12288030.3624161	0.217886465665525	0.111078520885693	0.0376632874392834	0.319495377615932	0.919962524269593
LG01	12467103.8993289	0.228079458177338	0.117955156241417	0.0394567987739718	0.28847158707942	0.950867719257147
LG01	12646177.4362416	0.273070405132002	0.1206326544883	0.04226445672943	0.277326320853327	0.992664637543141
LG01	12825250.9731544	0.326218114326488	0.120801410594796	0.0459715186148534	0.268628818126373	0.999740103894257
LG01	13004324.5100671	0.328074330735012	0.124180076337941	0.0531021192063415	0.247932063701457	0.999965002200577
LG01	13183398.0469799	0.255239487359894	0.124180153546372	0.0550602173923863	0.242290530231996	0.996283803083597
LG01	13362471.5838926	0.178122297045078	0.124861805008767	0.0517905302655858	0.244386278683006	0.855113711990503
LG01	13541545.1208054	0.128406193885084	0.123943135384595	0.049543929774669	0.25122773561313	0.533465514105097
LG01	13720618.6577181	0.105685483306386	0.123166774237689	0.0504812505536648	0.255454941009803	0.372631614400314
LG01	13899692.1946309	0.126047324394087	0.123083100826942	0.0504131458282674	0.258376303365297	0.521631484710583
LG01	14078765.7315436	0.187431057942114	0.114452407657543	0.0392113074640881	0.300487953175385	0.850090793957077
LG01	14257839.2684564	0.243960563127417	0.114334361463898	0.0318992494905867	0.316727770287221	0.952079800961678
LG01	14436912.8053691	0.284692865887627	0.110958721715645	0.0312876899261302	0.327396120447693	0.984950657256009
LG01	14615986.3422819	0.28067429897131	0.112397426752764	0.0340359420586886	0.319378140970869	0.985536056617788
LG01	14795059.8791946	0.222402003141584	0.103633259293387	0.0319090054954906	0.366148389361595	0.907477716611801
LG01	14974133.4161074	0.214493540537469	0.103298338340751	0.0298230329832634	0.359037768002585	0.892331226034149
LG01	15153206.9530201	0.233019607442588	0.113366594748422	0.032360068365567	0.315666277346897	0.94032934247725
LG01	15332280.4899329	0.21742717593479	0.115247637323936	0.0361141559093152	0.303115453005651	0.922178836894982
LG01	15511354.0268456	0.166907913868213	0.116321733680523	0.0403552899283272	0.292281106550006	0.772032508126357
LG01	15690427.5637584	0.131521232915246	0.120555819419157	0.0427319738571189	0.275781515943573	0.570350901821222
LG01	15869501.1006711	0.128551466243037	0.119782823425124	0.0410838798494085	0.2808853735581	0.554450552454303
LG01	16048574.6375839	0.140176395118062	0.117563691282347	0.0374431890958506	0.293099234970602	0.629259119501807
LG01	16227648.1744966	0.166892363953346	0.116302894936554	0.0366059932834389	0.300634305830055	0.761934833790877
LG01	16406721.7114094	0.212059347321333	0.112823158760148	0.0355469015904408	0.32598007075698	0.902911320018241
LG01	16585795.2483221	0.235900831281675	0.101291254067679	0.0310650585986764	0.361544438399122	0.931930285905767
LG01	16764868.7852349	0.222623552610718	0.102536179707416	0.0316189443131555	0.364163961100374	0.907771210866354
LG01	16943942.3221477	0.212884796332116	0.114144848253492	0.038222470262696	0.302991206141408	0.916255438376679
LG01	17123015.8590604	0.19293853761737	0.119096877457939	0.0413653265883449	0.282128375143249	0.875874705731809
LG01	17302089.3959732	0.15418863105703	0.121916540645698	0.0447646919517964	0.267995409339862	0.706128074501263
LG01	17481162.9328859	0.1132124870947	0.122828145148444	0.0480578927847736	0.257538853746754	0.431003682642527
LG01	17660236.4697987	0.0895792792891094	0.123955792865676	0.0493081864053678	0.254435814205566	0.261543437898995
LG01	17839310.0067114	0.108309056071558	0.121010924111107	0.0465556604288908	0.267888608197257	0.414485183698106
LG01	18018383.5436242	0.183720950136419	0.120572730549975	0.0425627350682738	0.276453498394968	0.844372782294931
LG01	18197457.0805369	0.289174636957295	0.115358901428512	0.0386054372243132	0.300726417573217	0.993380879915432
LG01	18376530.6174497	0.349359040131446	0.108875427566406	0.0375767663690318	0.322483539148932	0.999049348724684
LG01	18555604.1543624	0.305238143025571	0.114596734016484	0.0406844130027275	0.305793620042264	0.996852381666834
LG01	18734677.6912752	0.215864356907962	0.118252914765643	0.0410813395649669	0.286214557327641	0.932977318333181
LG01	18913751.2281879	0.175306167743951	0.120524936903749	0.0396378560601447	0.282206733162923	0.800678531953853
LG01	19092824.7651007	0.166875985251133	0.12068837313089	0.0399473116151103	0.281716547783049	0.763325019138392
LG01	19271898.3020134	0.158625303419312	0.120422553666631	0.0419647526314063	0.27660151925803	0.729995325840409
LG01	19450971.8389262	0.134536207301433	0.116348069499154	0.040842189241332	0.299127356087611	0.604292008931821
LG01	19630045.3758389	0.110540128025304	0.109230089353294	0.0393731843930759	0.31886961102437	0.506864536007259
LG01	19809118.9127517	0.0925252895588141	0.115820413989078	0.0406836484668683	0.298036807683428	0.366307200709225
LG01	19988192.4496644	0.0726825329793652	0.121472741814831	0.0405707191044786	0.276609873617439	0.218695053108535
LG01	20167265.9865772	0.0608912505657371	0.119322881400129	0.0372365197752044	0.289644634872946	0.193848889870789
LG01	20346339.5234899	0.0580296768777121	0.117840767762344	0.0354951024219501	0.29777129943686	0.199386343865667
LG01	20525413.0604027	0.0701480453301099	0.119850576109172	0.0395251203931389	0.285110316070648	0.22476706476994
LG01	20704486.5973154	0.128817305890911	0.115193054643846	0.0405280627771779	0.307584945321932	0.577492729381795
LG01	20883560.1342282	0.173895465668937	0.105595614112936	0.03281247537187	0.342401850644757	0.789319592649247
LG01	21062633.6711409	0.168706856588326	0.113279814402256	0.0341560459149162	0.316829048282848	0.766468831684755
LG01	21241707.2080537	0.138522418230645	0.120145118078444	0.0389806652909009	0.286997756154812	0.609654592973551
LG01	21420780.7449664	0.119067851412158	0.118141781458859	0.0391789511614856	0.287942476347341	0.505575370047302
LG01	21599854.2818792	0.131943534017636	0.11707190930658	0.0379902668589914	0.295610847475495	0.584933588716313
LG01	21778927.8187919	0.151453281525836	0.114402269879195	0.0406383389106473	0.299942343919693	0.703000357831687
LG01	21958001.3557047	0.126860106397765	0.119336493450561	0.0454735485725986	0.280227074247323	0.548346745517091
LG01	22137074.8926174	0.0850102433871164	0.120460821141496	0.0428914836724954	0.275695662069845	0.283765336433464
LG01	22316148.4295302	0.0659842422068011	0.121404364972569	0.0404951645852861	0.27790173945326	0.190904594594909
LG01	22495221.966443	0.0573436107923456	0.121314080523061	0.0433949284338931	0.273394224735354	0.147172541614918
LG01	22674295.5033557	0.0540513765145701	0.121680764352854	0.0496301201648997	0.257468025518837	0.109471114303589
LG01	22853369.0402685	0.0551131045817781	0.121847774449462	0.0488660595279268	0.262942468796683	0.118507212647566
LG01	23032442.5771812	0.0562470016315606	0.121909438153496	0.0422255557960011	0.275008685794427	0.145369847908532
LG01	23211516.114094	0.0597467977525687	0.120463350104272	0.040012477252764	0.27836109033121	0.169788761489968
LG01	23390589.6510067	0.0778488895583883	0.11958902586355	0.0408608659530403	0.282113655714256	0.257596118893181
LG01	23569663.1879195	0.147821513462021	0.114762859529603	0.0403616314433025	0.309590809509777	0.67917736480224
LG01	23748736.7248322	0.235388054588766	0.106291562771452	0.0339608795592954	0.342338595540622	0.938352516951182
LG01	23927810.261745	0.247134077030618	0.106132485781198	0.0286574556701242	0.347344949976625	0.946662935211946
LG01	24106883.7986577	0.253418984759553	0.10590876440586	0.0287108341543646	0.341547502625923	0.957223401996433
LG01	24285957.3355705	0.305430608369844	0.108774985656494	0.0309976169476438	0.333902776870474	0.991699930043074
LG01	24465030.8724832	0.333869650459401	0.108947368615647	0.0325241130304895	0.330678632279538	0.99719154761281
LG01	24644104.409396	0.301140021153457	0.111145948765664	0.0317482595912225	0.327862485366959	0.991040238603809
LG01	24823177.9463087	0.2628677378037	0.110264270791401	0.0312887038583555	0.329010386931149	0.970118275724054
LG01	25002251.4832215	0.215129987257174	0.108607482579818	0.0351204807928315	0.323789955906569	0.911279192018399
LG01	25181325.0201342	0.129515925954502	0.116819314079512	0.0389759678064015	0.297467852276158	0.573248436799752
LG01	25360398.557047	0.0555807906444256	0.117855172844227	0.0369034164152227	0.295458385086474	0.184517833070419
LG01	25539472.0939597	0.0315813456178775	0.1147291673048	0.0334902883597706	0.310970647886861	0.133890451092144
LG01	25718545.6308725	0.031013260283804	0.114205268064748	0.0348777601841426	0.310324397815437	0.133030606053964
LG01	25897619.1677852	0.0524606248293316	0.119245297278951	0.0402701221750815	0.28594602497189	0.151050983808443
LG01	26076692.704698	0.0826992097303591	0.113004571421451	0.0364694331350998	0.309847249900858	0.341031935737758
LG01	26255766.2416107	0.0897884877685256	0.109690276800824	0.0313612136041999	0.332272919345064	0.404092051836154
LG01	26434839.7785235	0.0822049356639778	0.114860704660641	0.0334915554456928	0.312522536140937	0.331434103438092
LG01	26613913.3154362	0.068730315525172	0.117166301736437	0.0340534153853529	0.302061661268445	0.25059675939483
LG01	26792986.852349	0.0589148482498014	0.102385736780082	0.0281119092036388	0.353935922809239	0.315633488185621
LG01	26972060.3892617	0.0566737668398805	0.093524038240674	0.0228089047068338	0.389793525448	0.361317851269319
LG01	27151133.9261745	0.0626430342338153	0.100152403616979	0.0240426742802889	0.37060259555264	0.349704270206148
LG01	27330207.4630872	0.0860128508805848	0.0989149044736977	0.0237362577652169	0.419729307893654	0.449704348969766
LG01	27509281	0.100535831493554	0.0864352676231159	0.0219512163337077	0.456585974180009	0.548058894557129
LG02	1236766	0.167666099458084	0.0920037094552915	0.026201222312004	0.509714585989911	0.741198503152601
LG02	1384204.51006711	0.212895675750422	0.0922040211014678	0.0194945361029233	0.483780945631403	0.849793089718354
LG02	1531643.02013423	0.259287624323158	0.0994742949053264	0.0234276138594187	0.381742089619912	0.947323550067182
LG02	1679081.53020134	0.276877198369326	0.103632298601666	0.0268235972101603	0.35507896230038	0.972505060931992
LG02	1826520.04026846	0.241853373884094	0.108501488590197	0.0303913478891059	0.330760757453392	0.947948353577126
LG02	1973958.55033557	0.166029790020778	0.113993289638641	0.0324477634418567	0.311398189423537	0.754165421443611
LG02	2121397.06040268	0.0890477426465181	0.111241005281374	0.031097538892896	0.325081060071288	0.390004633973551
LG02	2268835.5704698	0.0420426903295387	0.106079687733862	0.0295195947069476	0.344263435249522	0.229612415768774
LG02	2416274.08053691	0.0233969570095201	0.10549697859533	0.0301680597045409	0.346145707719152	0.171429088970155
LG02	2563712.59060403	0.0216982353254339	0.111618721512423	0.032030109363118	0.342556499814394	0.135081700906298
LG02	2711151.10067114	0.0358137709061504	0.107210693498624	0.0305463569192576	0.341247191411909	0.198083817152634
LG02	2858589.61073826	0.0506743698668929	0.10326143306991	0.026309342986894	0.359252977477539	0.28342642296025
LG02	3006028.12080537	0.0639357754087035	0.100380630471664	0.0230299768636497	0.368691882442185	0.351773866942349
LG02	3153466.63087248	0.0761981461906658	0.0998814020082983	0.0238711752988594	0.375796369709699	0.403855809932165
LG02	3300905.1409396	0.0899227428824543	0.103170741666467	0.0254413429826944	0.374174843716679	0.444020665136382
LG02	3448343.65100671	0.101682864923442	0.103391046666939	0.0277288190081052	0.366762344777228	0.492555032845012
LG02	3595782.16107383	0.0982643276263956	0.0962081886989471	0.0279042668585076	0.422497162778744	0.507974636995709
LG02	3743220.67114094	0.0857652492862874	0.10134046865733	0.02812872753125	0.376310692825812	0.43465043905711
LG02	3890659.18120805	0.0704246636517811	0.111568040353717	0.032319439035921	0.323988769129606	0.300406771732479
LG02	4038097.69127517	0.0567931257422924	0.116126242284112	0.0358956256941999	0.301801240327309	0.203858473328615
LG02	4185536.20134228	0.0446417017890834	0.116902608697868	0.037182031723367	0.294788595435373	0.147264417908522
LG02	4332974.7114094	0.0347678916857052	0.119086721818324	0.0370358160708832	0.291440109262762	0.109055633351257
LG02	4480413.22147651	0.0293701430431341	0.116804236872984	0.0360961060932266	0.300352261063811	0.109116997993729
LG02	4627851.73154362	0.0316943227580359	0.111858400875297	0.0363190312904557	0.316512496710922	0.144460926937106
LG02	4775290.24161074	0.0504635218926459	0.113702280191439	0.0363396233422789	0.30830269774035	0.193869966404948
LG02	4922728.75167785	0.0835551974611098	0.10989361583723	0.0361120532912865	0.324527898252009	0.367214453142761
LG02	5070167.26174497	0.107140548142367	0.107118903753834	0.0367975245182254	0.326306839499067	0.50010855414751
LG02	5217605.77181208	0.111667543820475	0.116389195740184	0.0398303114146295	0.293624313619293	0.472330075497751
LG02	5365044.28187919	0.106084781325598	0.121800128062312	0.0437158993509281	0.271900098703986	0.397743657132101
LG02	5512482.79194631	0.102815034791107	0.121307194566439	0.0455059976263214	0.267008283952628	0.376770168686731
LG02	5659921.30201342	0.110349404310463	0.123136177785148	0.0461201372816689	0.26112565154416	0.410835563153145
LG02	5807359.81208054	0.129434768095521	0.122391894439325	0.0443578098695992	0.262815564951093	0.54863375669903
LG02	5954798.32214765	0.15274000274243	0.119451335240568	0.0426816468429442	0.280863469235983	0.699763446583417
LG02	6102236.83221476	0.170487018687372	0.116440330249836	0.042504422754837	0.29189348037908	0.790508006867133
LG02	6249675.34228188	0.17826799245287	0.119761797374075	0.0410875923736048	0.281340848940173	0.819924625653324
LG02	6397113.85234899	0.181880934040418	0.111617394507864	0.0337679603058487	0.317409390002881	0.819725021934614
LG02	6544552.36241611	0.186850545361034	0.102338422155297	0.0265228850344295	0.357421760555664	0.821336519355182
LG02	6691990.87248322	0.193457958283525	0.100002028814635	0.0223975898605881	0.370357048075941	0.833080641630009
LG02	6839429.38255034	0.199641996063752	0.0995626645629139	0.020955937021022	0.374147395912636	0.846270564773538
LG02	6986867.89261745	0.202530113065275	0.101256012420369	0.0237891495677848	0.369585969739084	0.854673615125375
LG02	7134306.40268456	0.183695383395519	0.111606901294639	0.0281019888239403	0.328634887597559	0.811216806826939
LG02	7281744.91275168	0.139748551815409	0.0861158403031073	0.0214296371862075	0.458413846268007	0.675939761791273
LG02	7429183.42281879	0.129452125404118	0.0788670929300054	0.0132503109435702	0.490692665050033	0.649825718490198
LG02	7576621.93288591	0.130525567879893	0.0847913093260159	0.0153141135041675	0.458527128318012	0.64375893021151
LG02	7724060.44295302	0.128382985360846	0.0900599651485925	0.0188784649931495	0.416321477746172	0.634061055426942
LG02	7871498.95302013	0.132387902879976	0.098352036047589	0.0255371459055675	0.375879144620209	0.635265754900531
LG02	8018937.46308725	0.151761874471066	0.109303287685862	0.0332978041514193	0.353022782269217	0.695579380261419
LG02	8166375.97315436	0.167663737111458	0.113342910129594	0.0373655171105339	0.308231493817055	0.77284334236094
LG02	8313814.48322148	0.163072946340455	0.117326164384195	0.0380689212278505	0.296135248500271	0.745618269689579
LG02	8461252.99328859	0.155043896970347	0.118956775887176	0.0384627411066394	0.287194916515682	0.706280837715711
LG02	8608691.5033557	0.166679066882167	0.120509204812612	0.0397690645237442	0.281855677955052	0.76268752656314
LG02	8756130.01342282	0.210977146985571	0.119969262130222	0.0386815818587937	0.284088361051359	0.917388410439723
LG02	8903568.52348993	0.284982279838782	0.114562699307904	0.0355701392980017	0.308845884461649	0.989812908996636
LG02	9051007.03355705	0.370128049549442	0.103863885029869	0.0302259084353399	0.352089316590996	0.998751298485236
LG02	9198445.54362416	0.441837788614016	0.0952907331540341	0.0267194479168641	0.406241281067501	0.99969762544988
LG02	9345884.05369128	0.430334556413361	0.103371018877659	0.028098879344981	0.394262869836805	0.999750902036715
LG02	9493322.56375839	0.271805915319057	0.103223301047308	0.0253212556577232	0.356573921482754	0.966520820133142
LG02	9640761.0738255	0.196903249199935	0.091924692911095	0.020736337119796	0.399850921017857	0.835482804915625
LG02	9788199.58389262	0.179395234376672	0.0928527649203838	0.0205510782060846	0.392607120197078	0.792794361845394
LG02	9935638.09395973	0.164826864378855	0.0997580175725295	0.0231476453775104	0.369886773754777	0.748524357139397
LG02	10083076.6040268	0.136421047989902	0.107250180733354	0.0247903381127148	0.349151868026327	0.628503314003362
LG02	10230515.114094	0.0980897277546419	0.104934203040556	0.0242541659993757	0.369743278993916	0.471049820206058
LG02	10377953.6241611	0.0656037920477037	0.0919206870549567	0.0223364113322533	0.421637937576146	0.405556701888899
LG02	10525392.1342282	0.0494356267412936	0.0905790187110844	0.0254841930189139	0.429039120608177	0.353071076488845
LG02	10672830.6442953	0.0495416381687857	0.109558674622051	0.0303400135772779	0.334246435253296	0.232442792360045
LG02	10820269.1543624	0.0581624182311195	0.108671282375456	0.0333468240880889	0.329051114942832	0.264488224230585
LG02	10967707.6644295	0.0591676888816513	0.109510596868618	0.0334564532383365	0.323680488406861	0.261473301468876
LG02	11115146.1744966	0.0574410578827023	0.116523038091901	0.0350114991526159	0.301632048760105	0.205062361750062
LG02	11262584.6845638	0.0554384738000488	0.120054654239021	0.0377312290884372	0.285868415381845	0.165437651797799
LG02	11410023.1946309	0.0547678951492745	0.118435603165083	0.0398743177430683	0.286519037550344	0.166906385451705
LG02	11557461.704698	0.0587472255698928	0.118065582567178	0.0405408918052812	0.288148808771252	0.183792914788374
LG02	11704900.2147651	0.0697507621931762	0.117188573703243	0.0385074930170097	0.29547382898143	0.245134790473319
LG02	11852338.7248322	0.0822516269145361	0.109836604459614	0.0349568349481166	0.320291407687397	0.361010421758363
LG02	11999777.2348993	0.0934039553989058	0.108509056411694	0.0321564261402314	0.331978513568857	0.426812533685988
LG02	12147215.7449664	0.110435018816407	0.109279024516786	0.0300192890482512	0.332452242022211	0.505598706816845
LG02	12294654.2550336	0.163263256452059	0.105248440843422	0.0276219366969496	0.356960485275373	0.741643895009775
LG02	12442092.7651007	0.271185086881202	0.0985371259503584	0.0250423315922048	0.380539613379593	0.960135776710832
LG02	12589531.2751678	0.400942067468499	0.094700267196578	0.0241787269900054	0.397172819754745	0.998512282448497
LG02	12736969.7852349	0.457684620947489	0.10103270669065	0.0235327011025484	0.420703476923743	0.999770086531427
LG02	12884408.295302	0.361444788171207	0.096207574112626	0.0216040951278444	0.388346122792463	0.995155355301992
LG02	13031846.8053691	0.224030068933187	0.0877936385840395	0.0186521101212941	0.438855031672711	0.879398658884956
LG02	13179285.3154362	0.161336259113297	0.0834075332495381	0.0175847059547108	0.459462603484743	0.736172493477931
LG02	13326723.8255034	0.19907720770955	0.0921405015343357	0.0200714766536706	0.419750880589135	0.835366673164484
LG02	13474162.3355705	0.3070669910101	0.0991791055152369	0.0221903046292218	0.388116119023507	0.981590394242785
LG02	13621600.8456376	0.35830963239694	0.0917540489252885	0.0213947127675848	0.437601600184806	0.991355845287142
LG02	13769039.3557047	0.305359008096822	0.0918562232825008	0.0216819121674623	0.414876832854213	0.974341396709653
LG02	13916477.8657718	0.208869780785504	0.0988162474137265	0.0224131512865657	0.380393280033779	0.865943190328509
LG02	14063916.3758389	0.114251929362035	0.103422954457658	0.023656434673384	0.37230165925769	0.545639471260218
LG02	14211354.885906	0.056766088297151	0.0987355337326105	0.023004632805958	0.383109873355373	0.337704478231177
LG02	14358793.3959732	0.0377601360343843	0.093214485425672	0.0229066037769344	0.402408001812625	0.30117674346747
LG02	14506231.9060403	0.0527619609616724	0.0968087236646903	0.0246838861750926	0.406392790800402	0.333109964438626
LG02	14653670.4161074	0.104445425790888	0.105774950898335	0.0264885437671045	0.353516157361992	0.494026507334951
LG02	14801108.9261745	0.142702570182883	0.10023967805162	0.0237161829080113	0.377873328042708	0.668813940044966
LG02	14948547.4362416	0.142581526194495	0.0925085256652216	0.0207672711025911	0.392901773954158	0.681248356383769
LG02	15095985.9463087	0.123358142926649	0.0941211620304587	0.0212670526082887	0.394808624414124	0.609391983898684
LG02	15243424.4563758	0.0944343023016657	0.101950201306567	0.0238747011032877	0.368288305271222	0.468400053788057
LG02	15390862.966443	0.0624002575024062	0.101637424253802	0.0233425591770705	0.385199595078859	0.341386251525912
LG02	15538301.4765101	0.0483979775204193	0.0868662247262143	0.0203950698741792	0.453251126372599	0.371572712833828
LG02	15685739.9865772	0.0575556167075627	0.08151997627506	0.0182195454339658	0.464307972472423	0.423368877912208
LG02	15833178.4966443	0.105303125496832	0.0938411195381394	0.0191508529342214	0.442860890687962	0.540998454834079
LG02	15980617.0067114	0.185758821893226	0.09843110865433	0.0205727992998486	0.383941626210947	0.804504736988273
LG02	16128055.5167785	0.247961192604544	0.0868546970026636	0.0181028702769876	0.440096339643426	0.914808523730465
LG02	16275494.0268456	0.257848001232349	0.082832479557096	0.0192764620351241	0.456452992158184	0.922702876139459
LG02	16422932.5369128	0.211651545442075	0.0965409717190568	0.0253507284297438	0.395473063961226	0.871086939859454
LG02	16570371.0469799	0.118384413471792	0.111966000215659	0.0303233890645515	0.324682889474889	0.532115660396186
LG02	16717809.557047	0.0545214155657093	0.108689563796249	0.030805056215992	0.334473917267697	0.255985815705341
LG02	16865248.0671141	0.0342416596991122	0.108466168821644	0.0307277210343414	0.333226746005229	0.184135762165398
LG02	17012686.5771812	0.0282225835342069	0.113027583434242	0.0318092485551943	0.319124771307365	0.138201514789014
LG02	17160125.0872483	0.0272978453041013	0.116161956621871	0.0335181751396151	0.303853428753018	0.11016302652747
LG02	17307563.5973154	0.02966978547736	0.113301540347994	0.0334398826402355	0.315926128687448	0.136560968061496
LG02	17455002.1073826	0.0464006428132896	0.103768507572401	0.0316177904275231	0.344742514776222	0.254264885998668
