Locus	fst	chromosome	c_pos
23057	0.9441	PCodG	8762573
24643	0.9411	PCodG	8762661
20437	0.0705	PCodG	8869410
1094	0.2431	PCodG	8989975
15675	0.0921	PCodG	8990063
25114	-0.0012	PCodG	9008309
5482	0.0182	PCodG	9010262
12917	0.0554	PCodG	9329019
16982	0.0247	PCodG	9333078
7545	0.8263	PCodG	9399694
1713	0.0619	PCodG	9493971
23449	0.8624	PCodG	9519370
11115	0.0537	PCodG	9595976
1393	0.4298	PCodG	9598261
14661	0.0449	PCodG	9665708
8312	0.0819	PCodG	9665796
4494	0.0605	PCodG	9685227
12793	0.2205	PCodG	9691847
1833	0.0302	PCodG	9761602
17660	0.0809	PCodG	9866994
9645	0.0298	PCodG	10419488
9729	0.0356	PCodG	10497992
13041	0.0504	PCodG	10868696
2455	0.0365	PCodG	10925525
8789	0.109	PCodG	11152405
11140	0.3388	PCodG	11291570
5753	0.0484	PCodG	11309141
9596	0.0148	PCodG	11383360
17561	0.0857	PCodG	11481567
23584	0.0668	PCodG	11497482
22978	0.6673	PCodG	11703390
1602	0.1008	PCodG	11804307
2780	0.0918	PCodG	11869646
13506	0.0196	PCodG	12222620
24673	0.6349	PCodG	12331744
19031	0.0222	PCodG	12492400
21720	0.015	PCodG	12649886
21844	0.0202	PCodG	12649886
1104	0.0222	PCodG	12761963
669	0.632	PCodG	12788651
1565	0.3442	PCodG	12864533
9825	0.4421	PCodG	12866887
9456	0.8648	PCodG	12895039
17342	0.4288	PCodG	13165795
13276	0.1556	PCodG	13203369
7855	0.2049	PCodG	13272763
1176	0.4066	PCodG	13275503
23055	0.3047	PCodG	13348517
15037	0.0619	PCodG	13433828
1848	0.1795	PCodG	13443093
17074	0.0286	PCodG	13460605
8920	0.0226	PCodG	13525139
2362	0.0662	PCodG	13543511
19716	0.0882	PCodG	13543599
15548	0.0624	PCodG	13549939
7573	0.1402	PCodG	13566886
253	0.0018	PCodG	13663746
11711	0.1671	PCodG	14052789
17183	0.103	PCodG	14174929
24779	0.1148	PCodG	14182553
16291	0.1269	PCodG	14215233
14720	0.9625	PCodG	14360204
22931	0.0109	PCodG	14391336
20245	0.2442	PCodG	14915282
8568	0.0277	PCodG	14990824
10524	0.0327	PCodG	15222575
6220	0.9631	PCodG	15305774
12001	0.0212	PCodG	15477998
5584	0.0228	PCodG	15478086
14461	0.0758	PCodG	15523673
16036	0.0505	PCodG	15698538
5925	-0.0068	PCodG	15884506
12756	0.0237	PCodG	15941922
20222	0.6499	PCodG	15949701
16522	0.0094	PCodG	16029166
6077	0.0286	PCodG	16099585
15053	0.0304	PCodG	16100804
765	0.4437	PCodG	16350985
21518	0.2002	PCodG	16668458
9305	0.2126	PCodG	16799615
15427	0.0646	PCodG	17088969
2990	0.8931	PCodG	17231504
24372	-0.0051	PCodG	17254201
6225	0.0723	PCodG	17343059
14934	0.0693	PCodG	17381925
23717	0.1213	PCodG	17410032
16441	0.0682	PCodG	17478244
11370	0.0277	PCodG	17483374
3473	0.0365	PCodG	17544233
7823	0.0114	PCodG	17686137
15708	0.1922	PCodG	17762848
23879	0.0417	PCodG	17874079
23836	-0.0005	PCodG	17891826
3794	0.015	PCodG	17891914
13135	0.0176	PCodG	17894333
4365	0.9658	PCodG	18164746
22376	0.1342	PCodG	18270121
10477	0.2935	PCodG	18299147
18099	0.5651	PCodG	18634387
8649	0.0087	PCodG	18885301
6218	0.02	PCodG	18938963
7173	0.0562	PCodG	18990205
4301	0.0035	PCodG	18990497
20154	0.858	PCodG	19065023
1275	0.1148	PCodG	19119404
12082	0.0478	PCodG	19122718
6687	0.1037	PCodG	19131955
25090	0.0265	PCodG	19484176
17462	0.1806	PCodG	19558080
4103	0.0205	PCodG	19759592
20926	0.2198	PCodG	19851693
9000	0.0272	PCodG	20164805
15443	0.0536	PCodG	20190362
17329	0.0105	PCodG	20190450
24989	0.0205	PCodG	20217301
1730	0.0405	PCodG	20219379
15393	0.1927	PCodG	20244563
16989	0.0176	PCodG	20244651
7326	0.0421	PCodG	20934271
3223	0.0549	PCodG	21052003
18566	0.6852	PCodG	21078734
21583	0.033	PCodG	21139714
24866	0.0744	PCodG	21344701
17281	-0.003	PCodG	21440315
24790	0.0492	PCodG	21474522
19900	0.0577	PCodG	21474610
10039	0.0035	PCodG	21639498
2874	0.5912	PCodG	21713494
7286	0.0686	PCodG	21876491
10399	0.0203	PCodG	22235777
12877	0.1553	PCodG	22265414
16033	0.1222	PCodG	22274751
1037	0.0399	PCodG	22314645
9965	0.0473	PCodG	22419167
18308	0.0125	PCodG	22419255
23529	0.0598	PCodG	22426003
829	0.043	PCodG	22477868
7275	0.0483	PCodG	22595118
24934	0.0405	PCodG	22930946
11054	0.0681	PCodG	22931034
2866	0.0363	PCodG	23087036
6801	-0.0018	PCodG	23099470
25204	0.0554	PCodG	23131382
9277	0.1943	PCodG	23131469
5569	0.0286	PCodG	23205145
13275	0.0624	PCodG	23209262
9926	0.0119	PCodG	23296870
9894	0.0572	PCodG	23601228
22373	0.69	PCodG	23816773
4003	0.0036	PCodG	24038892
17121	0.0278	PCodG	24067024
11504	0.3734	PCodG	24263046
3776	0.7852	PCodG	24455925
19526	0.0484	PCodG	24606463
4909	0.0199	PCodG	24794728
11479	0.763	PCodG	24916735
9421	0.1205	PCodG	24972595
67	0.0197	PCodG	25118415
19996	0.0119	PCodG	25476068
8948	-0.0017	PCodG	25476939
9870	0.0438	PCodG	25537657
19340	0.0407	PCodG	25547121
7341	0.022	PCodG	25623962
16833	0.03	PCodG	25695043
13766	0.0221	PCodG	26270788
126	-0.0008	PCodG	26277273
2672	0.0103	PCodG	26278837
9996	0.3884	PCodG	26278925
23915	0.0335	PCodG	26446274
14634	0.0193	PCodG	26802776
6410	0.1324	PCodG	26825592
15925	0.0123	PCodG	26825871
1059	0.1061	PCodG	27624343
2973	0.0841	PCodG	27732633
3630	0.1512	PCodG	28032467
25095	0.0239	PCodG	28089675
2966	0.1557	PCodG	28089763
13923	0.519	PCodG	28259281
9530	0.004	PCodG	28790718
9673	0.0412	PCodG	28853264
5748	0.033	PCodG	28862944
16332	-0.0023	PCodG	28867401
18249	0.0049	PCodG	28869498
12161	0.5342	PCodG	29008908
22330	0.0224	PCodG	29763729
2227	0.5139	PCodG	30056977
12720	0.5236	PCodG	30057065
16396	0.0241	PCodG	30159165
23643	0.0262	PCodG	30482401
12652	-0.0008	PCodG	30500667
5819	0.014	PCodG	30521063
21402	0.0112	PCodG	30748294
24808	0.0235	PCodG	31166431
8450	0.0299	PCodG	31238335
14890	0.0749	PCodG	31372751
19616	0.1308	PCodG	31438768
5650	0.1435	PCodG	31988352
20570	0.0375	PCodG	32152093
11304	0.1754	PCodG	32416693
1206	0.0273	PCodG	32416781
14293	0.0008	PCodG	32533454
20501	0.0156	PCodG	32603020
5692	0.0178	PCodG	32603107
17606	0.0082	PCodG	32828401
23345	0.0124	PCodG	32837007
265	0.0489	PCodG	32875982
10191	0.0132	PCodG	33338755
13038	0.289	PCodG	33446058
24740	0.0458	PCodG	33479835
18002	0.0571	PCodG	33779354
16683	0.3678	PCodG	33806095
15713	0.0559	PCodG	33861253
13249	0.0246	PCodG	33861341
15714	-0.0016	PCodG	33881748
20284	0.0087	PCodG	33929061
8581	0.0517	PCodG	34060925
21377	0.0726	PCodG	34114668
20373	0.0363	PCodG	34203107
8277	0.8132	PCodG	34251537
9741	0.0312	PCodG	34284208
803	0.0101	PCodG	34319072
19750	0.1479	PCodG	34870937
9632	0.005	PCodG	34874988
19094	0.5526	PCodG	34923103
6195	0.0519	PCodG	34926612
11378	0.0275	PCodG	35961581
20552	0.2701	PCodG	36008685
1082	0.0065	PCodG	36299302
6709	0.611	PCodG	36622767
6275	0.0038	PCodG	36727667
15007	-0.0038	PCodG	36740848
6441	0.1308	PCodG	36871081
10012	0.1498	PCodG	36871167
14655	0.0369	PCodG	36910536
7132	0.1225	PCodG	36941749
368	0.011	PCodG	37121219
21296	0.6293	PCodG	37204023
7390	0.626	PCodG	37297323
24148	0.0517	PCodG	38206256
12065	0.2376	PCodG	38216603
15557	0.2861	PCodG	38216691
3016	0.0092	PCodG	38599675
17073	0.0513	PCodG	38669108
23838	0.0362	PCodG	39343894
19045	0.1586	PCodG	39405439
10878	0.0053	PCodG	39437753
2332	0.0469	PCodG	39448770
10113	0.0244	PCodG	39672613
20452	0.0115	PCodG	39675630
19126	0.1483	PCodG	39707118
6887	0.0139	PCodG	39770106
8305	0.0349	PCodG	39979944
8547	0.017	PCodG	40170531
15735	0.246	PCodG	40211573
3623	0.0583	PCodG	40328183
17332	0.0329	PCodG	40604409
3116	0.0905	PCodG	40730063
17016	0.9611	PCodG	40968526
15872	0.1672	PCodG	41401971
1858	-0.0045	PCodG	41462506
2196	0.7605	PCodG	42004029
22699	0.027	PCodG	42129131
25143	0.0417	PCodG	42405482
7332	0.0183	PCodG	42606864
3172	0.008	PCodG	42734192
4836	0.3855	PCodG	43238925
6156	0.0215	PCodG	43341403
18049	0.0314	PCodG	43349800
12194	0.0246	PCodG	43867771
2110	0.052	PCodG	44018688
5196	0.3125	PCodG	44551268
18780	0.2642	PCodG	44551356
695	0.034	PCodG	45124187
15109	0.0404	PCodG	45223269
3791	0.0196	PCodG	45230059
766	0.033	PCodG	45310389
246	0.0143	PCodG	45390677
14249	0.0314	PCodG	45635935
22014	0.043	PCodG	45769342
9604	0.0012	PCodG	45830939
11273	0.503	PCodG	46276157
12434	0.0856	PCodG	46322076
23203	0.8553	PCodG	46435793
17978	0.0328	PCodG	46583866
8045	0.3914	PCodG	46751611
21277	0.2611	PCodG	46902590
3721	0.0503	PCodG	47204472
23624	0.0368	PCodG	47304953
1906	-0.0031	PCodG	47313540
22340	0.0282	PCodG	47386533
23112	0.2894	PCodG	47482291
20572	0.0138	PCodG	47529951
17985	0.1334	PCodG	47543390
22508	0.0219	PCodG	47613403
8778	0.4692	PCodG	47679767
17391	0.4993	PCodG	47728420
111	0.0172	PCodG	47828499
22131	0.1444	PCodG	48021360
7610	-0.0009	PCodG	48150550
4689	0.0286	PCodG	48297403
16872	0.0612	PCodG	48310909
19598	0.0191	PCodG	48352730
18524	0.0325	PCodG	48770859
14635	0.0792	PCodG	48854482
2733	0.0187	PCodG	48890627
17118	0.026	PCodG	49015878
13478	0.0022	PCodG	49340260
16277	0.1818	PCodG	49361457
10577	0.0166	PCodG	49444636
17040	0.0263	PCodG	49568964
14448	0.0773	PCodG	49862519
24101	0.0767	PCodG	50026633
10806	0.2427	PCodG	50129130
10304	0.0169	PCodG	50129218
13321	0.0555	PCodG	50132516
5851	0.1903	PCodG	50225639
10227	0.0069	PCodG	50225727
21078	0.1023	PCodG	50333435
10374	0.3405	PCodG	50393364
18887	0.1263	PCodG	50826346
11413	0.0184	PCodG	50847737
8704	0.0874	PCodG	50901523
23617	0.0037	PCodG	50930227
11214	0.0346	PCodG	50954164
7806	0.0756	PCodG	50990691
12145	0.0023	PCodG	51141507
23416	0.0964	PCodG	51383485
22707	0.0324	PCodG	51449252
1855	0.0152	PCodG	51574585
166	0.0147	PCodG	51574673
3828	-0.0065	PCodG	51667643
20586	0.8985	PCodG	52036983
24985	0.7031	PCodG	52227958
1345	0.2167	PCodG	52259056
4832	0.0292	PCodG	52883720
12892	0.1156	PCodG	53072430
2646	0.0156	PCodG	53085367
24288	0.0221	PCodG	53146463
11905	0.162	PCodG	53328463
1420	0.0269	PCodG	53534886
3879	0.0105	PCodG	53664552
7509	0.0888	PCodG	54259634
22270	0.0297	PCodG	54690148
25446	0.0309	PCodG	54760093
5924	0.0009	PCodG	54840163
6147	0.0911	PCodG	55117628
23508	0.022	PCodG	55117716
11166	0.7132	PCodG	55175864
6971	0.2318	PCodG	55175952
16313	0.0563	PCodG	55495169
25516	0.0177	PCodG	55495259
5079	0.0008	PCodG	55799321
18822	0.0451	PCodG	56469033
8316	0.09	PCodG	56836312
7117	0.1219	PCodG	57431011
17580	0.0097	PCodG	57675701
12641	-0.0029	PCodG	57696243
13796	0.0196	PCodG	57737881
19441	0.0399	PCodG	57842704
13850	0.0269	PCodG	57908106
16127	0.0145	PCodG	57908194
12579	0.0699	PCodG	58140566
10063	0.2945	PCodG	58668911
16089	0.0375	PCodG	58932922
5688	0.1252	PCodG	59055947
20898	0.0437	PCodG	59080131
21028	0.0686	PCodG	59080219
23215	0.043	PCodG	59287293
10350	0.0137	PCodG	59426781
1287	0.0324	PCodG	59440012
7327	0.1305	PCodG	59558520
19081	0.2563	PCodG	59596520
15965	0.021	PCodG	59596638
21613	0.2704	PCodG	59633612
16360	0.1906	PCodG	59732388
5442	0.0416	PCodG	59877808
7055	0.0338	PCodG	59913873
6657	0.0047	PCodG	59987026
15903	0.0194	PCodG	60013971
15150	0.0513	PCodG	60027639
14032	0.2435	PCodG	60252255
4002	0.0052	PCodG	60412031
16706	0.0293	PCodG	60412119
8205	0.1139	PCodG	60466406
23863	0.3039	PCodG	60482338
22694	0.0489	PCodG	60781000
6431	0.6211	PCodG	60781087
7975	0.3516	PCodG	60961488
2647	0.3567	PCodG	60961576
2371	0.0464	PCodG	61120289
24348	0.0289	PCodG	61409151
1085	0.0355	PCodG	61415095
4453	0.2855	PCodG	62131799
9983	0.0095	PCodG	62245772
22679	0.0592	PCodG	62534886
11569	0.603	PCodG	62679456
24370	0.0404	PCodG	62710544
14432	0.0157	PCodG	63012531
19425	0.3887	PCodG	63126045
10860	0.0503	PCodG	63126133
7485	0.3601	PCodG	63190388
4905	0.9399	PCodG	63370235
3799	0.0336	PCodG	63502301
17132	0.0544	PCodG	63621990
10685	0.0422	PCodG	63648322
22539	0.0115	PCodG	63843772
8375	0.0775	PCodG	63953113
23475	0.0292	PCodG	64041312
15386	0.0473	PCodG	64127721
23336	0.0324	PCodG	64166235
3991	0.1687	PCodG	64179269
4392	0.0413	PCodG	64191278
11290	0.0418	PCodG	64427120
4815	0.0145	PCodG	64647326
10910	0.0258	PCodG	64650496
21185	0.0281	PCodG	64684627
5902	0.0208	PCodG	65194362
3312	0.02	PCodG	65428276
4010	0.3775	PCodG	66120225
14070	0.2378	PCodG	66203762
7715	0.0377	PCodG	66407414
11001	0.0437	PCodG	66848059
5461	0.0805	PCodG	66903974
7322	0.0071	PCodG	66936000
6883	0.024	PCodG	67188301
17134	0.0507	PCodG	67212387
169	0.0002	PCodG	67689119
18438	0.0672	PCodG	67715935
22800	0.9415	PCodG	67746539
12190	0.3021	PCodG	67764817
14754	0.0759	PCodG	68012345
20715	0.05	PCodG	68665286
1845	0.0039	PCodG	68703455
24600	0.0915	PCodG	69232850
12779	0.1296	PCodG	69252064
13769	0.007	PCodG	69306231
3004	0.0662	PCodG	69306319
4779	0.0883	PCodG	69348322
11783	0.0087	PCodG	69369915
3577	0.0199	PCodG	69757682
13463	0.0249	PCodG	69761478
13583	0.0975	PCodG	69797727
23544	0.016	PCodG	70133287
6728	0.0036	PCodG	70270507
21046	0.3936	PCodG	70391450
5524	0.3923	PCodG	70391538
3750	0.1448	PCodG	70488909
23732	0.0485	PCodG	70757682
21244	0.0539	PCodG	70760397
12657	0.0114	PCodG	71483814
206	0.1497	PCodG	71497063
9043	0.0179	PCodG	71835356
10413	0.068	PCodG	71995364
19255	0.0053	PCodG	72195581
13291	0.116	PCodG	72195669
3853	0.1074	PCodG	72275022
24082	0.0123	PCodG	72514211
3761	0.016	PCodG	72664727
15069	0.1022	PCodG	72670014
21327	0.1466	PCodG	72721500
1451	0.0063	PCodG	72784157
1995	0.1054	PCodG	72791757
1957	0.0623	PCodG	72881471
2995	0.0488	PCodG	72940657
8572	0.234	PCodG	73035377
101	0.2663	PCodG	73044117
11175	0.0734	PCodG	73051546
7164	0.0264	PCodG	73051633
19592	0.2425	PCodG	73158721
13063	0.0473	PCodG	73393028
25164	0.0048	PCodG	73851667
12729	0.0021	PCodG	73998274
22983	0.0289	PCodG	74107762
12734	0.0346	PCodG	74276480
12881	0.0473	PCodG	74466571
6768	0.2919	PCodG	74471922
20130	0.0175	PCodG	74805117
9864	0.1103	PCodG	74900169
10665	0.0328	PCodG	75070234
21821	0.0293	PCodG	75070609
9853	0.4368	PCodG	75093330
14972	0.0601	PCodG	75562879
6429	0.7864	PCodG	75571808
18535	0.0312	PCodG	75731976
23001	0.0024	PCodG	75781365
15442	0.0276	PCodG	75804933
23706	0.0466	PCodG	75824372
6993	0.02	PCodG	76159540
3885	0.0531	PCodG	76163115
12623	0.0818	PCodG	76219238
15604	-0.0027	PCodG	76256138
24194	0.0331	PCodG	76285323
4025	0.0135	PCodG	76582236
25450	0.0066	PCodG	76663888
12922	0.028	PCodG	76726713
1193	0.0066	PCodG	76901797
23182	0.0182	PCodG	76924650
9704	0.1213	PCodG	77035950
23000	0.0311	PCodG	77090809
17454	0.0131	PCodG	77090897
2148	0.0329	PCodG	77175157
15677	0.5534	PCodG	77207998
19329	0.1889	PCodG	77313653
19881	0.0358	PCodG	77316865
22895	0.3444	PCodG	77346813
19275	0.4138	PCodG	77601042
2977	0.0647	PCodG	77601130
20490	0.0434	PCodG	78026782
11162	0.0807	PCodG	78061694
189	0.0329	PCodG	78076457
12087	0.0634	PCodG	78312630
23029	0.5655	PCodG	78851643
16621	0.0296	PCodG	78901286
481	0.0515	PCodG	78987159
5804	0.2067	PCodG	79434369
24772	0.0437	PCodG	79470200
18415	0.0129	PCodG	79499613
16179	0.0302	PCodG	79625035
12649	0.0279	PCodG	79824448
4747	0.9193	PCodG	79826111
440	0.3897	PCodG	79826199
1218	0.0037	PCodG	80005771
4863	0.034	PCodG	80196249
18994	0.2619	PCodG	80209048
10222	0.0044	PCodG	80300263
14459	0.4331	PCodG	80426079
20148	0.0261	PCodG	80480560
2446	0.8564	PCodG	81376804
5413	0.0184	PCodG	81429508
19975	0.5733	PCodG	81507393
1052	0.0015	PCodG	81507481
15927	0.1787	PCodG	81642234
2621	0.1018	PCodG	82188375
1091	0.0271	PCodG	82797056
17311	0.1019	PCodG	82825285
9681	0.2356	PCodG	83008976
7074	0.0411	PCodG	83128244
221	0.0117	PCodG	83128332
23824	0.0024	PCodG	83259919
9497	0.0318	PCodG	83412132
9776	0.0077	PCodG	83656218
7081	0.0275	PCodG	84366846
9840	0.435	PCodG	85600581
12334	0.0259	PCodG	85635342
4557	0.0044	PCodG	85635430
11762	0.0479	PCodG	85876783
9850	0.0456	PCodG	86033355
7399	0.0725	PCodG	86157794
6640	0.0469	PCodG	86368923
16944	0.1051	PCodG	86567820
18590	0.0265	PCodG	86687281
14364	0.0154	PCodG	86809988
86	0.0257	PCodG	87324017
6567	0.0105	PCodG	87423952
5754	-0.0055	PCodG	87491653
16053	0.0336	PCodG	88354380
23595	0.0411	PCodG	88367022
11627	0.017	PCodG	88380435
4582	0.0244	PCodG	88380523
6384	0.0171	PCodG	88427317
6609	0.2296	PCodG	88600450
21738	0.027	PCodG	89472880
24921	0.0183	PCodG	90263367
3280	0.0773	PCodG	90263455
21624	0.0332	PCodG	90345632
21488	0.013	PCodG	90534316
16046	0.3604	PCodG	90709047
10906	0.0373	PCodG	91127813
10706	0.211	PCodG	91391228
5824	0.4343	PCodG	91644676
17533	0.0586	PCodG	91808584
16173	0.0413	PCodG	92064329
23371	0.0701	PCodG	92408734
21339	0.0094	PCodG	92594974
7000	0.2682	PCodG	92818603
22863	0.14	PCodG	92842851
6995	0.0177	PCodG	92936754
5707	0.4234	PCodG	94105903
3932	0.0739	PCodG	95366815
220	0.7746	PCodG	95418502
13443	0.0144	PCodG	95418590
2334	0.3751	PCodG	95600552
22728	0.061	PCodG	95630285
14514	0.2909	PCodG	95630373
1638	0.0426	PCodG	95816909
1138	0.0293	PCodG	95867959
2057	0.0288	PCodG	96304608
21683	0.0702	PCodG	96412464
16474	0.104	PCodG	96577147
9992	0.0346	PCodG	96669812
9714	0.9244	PCodG	97047641
12768	0.0572	PCodG	97142936
12570	0.2761	PCodG	97272066
19718	0.7459	PCodG	97595476
22434	0.0475	PCodG	97612512
20057	0.2021	PCodG	97612600
21419	0.8844	PCodG	97658455
12952	0.0502	PCodG	97745199
20735	0.0007	PCodG	98611031
1122	0.4291	PCodG	98648013
20255	0.0837	PCodG	98901952
8724	0.0293	PCodG	98928448
15910	0.0766	PCodG	98998508
22705	0.092	PCodG	99238876
6182	0.0174	PCodG	99411275
23845	0.0447	PCodG	99481369
19756	0.0239	PCodG	99499257
16800	0.1972	PCodG	99522397
17357	0.151	PCodG	99992077
2176	0.0345	PCodG	100215587
6519	0.0401	PCodG	100408159
12515	0.0636	PCodG	100421533
16620	0.738	PCodG	100425498
8018	0.0708	PCodG	100468718
5520	0.0211	PCodG	100517991
12331	0.17	PCodG	100764215
15828	0.5155	PCodG	100764303
24080	0.0492	PCodG	101110255
19761	0.1631	PCodG	101128825
11725	0.2305	PCodG	101420982
25334	0.3944	PCodG	101459866
25372	0.0518	PCodG	101463908
18648	0.0245	PCodG	101534979
23191	0.0506	PCodG	101535067
10136	0.2802	PCodG	101545847
10857	0.0428	PCodG	101585174
4045	0.0283	PCodG	101617829
18508	0.158	PCodG	101880014
9898	0.0034	PCodG	101932151
4371	0.092	PCodG	101932239
22261	0.0972	PCodG	102031394
164	0.1766	PCodG	102082801
7142	0.2728	PCodG	102438146
23847	0.0446	PCodG	102557404
23884	0.1356	PCodG	102610172
17312	0.1217	PCodG	103328261
23079	0.0327	PCodG	103492607
7962	0.0167	PCodG	103820049
12982	0.1993	PCodG	103855693
10585	0.0514	PCodG	104060332
23795	0.0181	PCodG	104221534
20413	0.0322	PCodG	104283780
4373	0.4548	PCodG	104752961
1859	0.0323	PCodG	104758945
6522	0.0903	PCodG	104869732
22034	0.0156	PCodG	105185944
4230	0.173	PCodG	105199299
3578	0.0247	PCodG	105201393
11736	0.8427	PCodG	105203321
8499	0.7911	PCodG	105204238
24957	0.0623	PCodG	105272700
3694	0.0451	PCodG	105345446
22908	0.051	PCodG	105757585
2033	0.2892	PCodG	106181564
4133	0.7344	PCodG	106676298
2154	0.0776	PCodG	106777765
20574	0.5868	PCodG	106813910
8590	0.4838	PCodG	106859211
12352	0.0622	PCodG	107063160
1499	0.0639	PCodG	107161574
23840	0.0394	PCodG	107269170
13845	0.437	PCodG	107372165
4777	0.0514	PCodG	107435170
23422	0.0277	PCodG	107521755
20158	0.0541	PCodG	107521843
18577	0.0174	PCodG	107530594
20354	0.0028	PCodG	107777491
2346	0.0638	PCodG	107814494
6259	0.0509	PCodG	108084106
7139	0.0293	PCodG	108188660
18193	0.1305	PCodG	108274779
7598	0.0167	PCodG	108432757
23999	0.0566	PCodG	108480101
11896	0.0131	PCodG	108502912
2742	0.3367	PCodG	108591366
4489	0.0904	PCodG	109161911
17909	0.0045	PCodG	109209926
5171	0.1987	PCodG	109367066
14696	0.0226	PCodG	109520906
7643	0.2589	PCodG	109543312
20561	0.0182	PCodG	109845661
22104	0.2094	PCodG	110077962
9878	0.2002	PCodG	110464678
15456	0.1042	PCodG	110483857
5746	0.0211	PCodG	110609587
4126	0.0207	PCodG	110634966
24642	0.0189	PCodG	111033416
21625	0.0017	PCodG	111138553
16190	0.1437	PCodG	111204458
23964	0.0176	PCodG	111327226
4998	0.0247	PCodG	111642589
6956	0.086	PCodG	111696807
10713	0.0952	PCodG	112365404
23705	0.0644	PCodG	112387763
4898	0.0016	PCodG	112387851
9316	0.0083	PCodG	112538888
10495	0.001	PCodG	112661138
23940	0.0369	PCodG	112669597
10022	0.8069	PCodG	112731694
3553	0.0911	PCodG	112765828
14472	0.0142	PCodG	112765915
1392	0.1014	PCodG	113115833
6672	0.0201	PCodG	113117838
1162	0.0232	PCodG	113217682
6393	0.0902	PCodG	113770889
19740	0.0193	PCodG	114370531
9308	0.1535	PCodG	114471266
13211	0.0233	PCodG	114674080
8095	-0.0002	PCodG	114833258
7637	0.0338	PCodG	115105538
825	-0.0002	PCodG	115123390
4013	0.2051	PCodG	115324309
4212	0.0456	PCodG	115408276
25151	0.0438	PCodG	115713868
23528	0.0683	PCodG	116307497
3875	0.9688	PCodG	116313102
11244	0.0526	PCodG	116370320
22930	0.3715	PCodG	116424430
13345	0.0442	PCodG	116677940
25555	0.1301	PCodG	116704498
17084	0.0158	PCodG	116962949
10024	0.1433	PCodG	118786755
21732	0.0086	PCodG	118990026
589	0.0353	PCodG	119149840
10429	0.0483	PCodG	119169761
18975	0.0425	PCodG	119193802
5071	0.0134	PCodG	119248601
11818	0.0261	PCodG	119263275
14659	0.0092	PCodG	119442830
10567	0.0561	PCodG	119589700
16947	0.027	PCodG	119751722
8703	0.0348	PCodG	119986405
11509	0.9686	PCodG	120204355
17252	0.1236	PCodG	120296988
5624	0.0289	PCodG	120302757
4484	0.0027	PCodG	120585557
16264	0.0097	PCodG	120588263
14300	0.0383	PCodG	120827115
21572	0.1232	PCodG	120873251
16456	0.8051	PCodG	121383672
14426	0.0612	PCodG	121549806
6554	0.0237	PCodG	121587596
13100	0.2028	PCodG	121715425
5481	0.0472	PCodG	121733096
15588	0.1084	PCodG	121733184
10488	0.0668	PCodG	121766109
23427	0.0579	PCodG	122026637
12116	0.0567	PCodG	122111657
8079	0.013	PCodG	122407262
13902	0.0755	PCodG	122475342
14064	0.0576	PCodG	122529710
3381	0.0163	PCodG	122965196
