Locus	fst	chromosome	c_pos
18002	0.0164	PCodG	33779354
16683	0.5184	PCodG	33806095
15713	0.0747	PCodG	33861253
13249	0.0234	PCodG	33861341
15714	0.0095	PCodG	33881748
20284	-0.0023	PCodG	33929061
8581	0.0762	PCodG	34060925
21377	0.1297	PCodG	34114668
20373	0.0479	PCodG	34203107
8277	0.8939	PCodG	34251537
9741	0.0549	PCodG	34284208
803	0.0173	PCodG	34319072
19750	0.221	PCodG	34870937
9632	0.0094	PCodG	34874988
19094	0.7146	PCodG	34923103
6195	0.0968	PCodG	34926612
11378	0.0204	PCodG	35961581
20552	0.2644	PCodG	36008685
1082	0.0214	PCodG	36299302
6709	0.7161	PCodG	36622767
6275	0.0185	PCodG	36727667
15007	0.0094	PCodG	36740848
6441	0.09	PCodG	36871081
10012	0.1117	PCodG	36871167
14655	0.0456	PCodG	36910536
7132	0.1548	PCodG	36941749
368	0.0346	PCodG	37121219
21296	0.7643	PCodG	37204023
7390	0.7365	PCodG	37297323
24148	0.0481	PCodG	38206256
12065	0.3454	PCodG	38216603
15557	0.3975	PCodG	38216691
3016	0.0163	PCodG	38599675
17073	0.0825	PCodG	38669108
23838	0.0041	PCodG	39343894
19045	0.2447	PCodG	39405439
10878	0.0232	PCodG	39437753
2332	0.0118	PCodG	39448770
10113	0.0292	PCodG	39672613
20452	0.0229	PCodG	39675630
19126	0.1567	PCodG	39707118
6887	0.0143	PCodG	39770106
8305	0.0441	PCodG	39979944
8547	0.0266	PCodG	40170531
15735	0.3745	PCodG	40211573
3623	0.1033	PCodG	40328183
17332	0.0271	PCodG	40604409
3116	0.0917	PCodG	40730063
17016	0.978	PCodG	40968526
15872	0.2039	PCodG	41401971
1858	0.0177	PCodG	41462506
2196	0.8378	PCodG	42004029
22699	0.0422	PCodG	42129131
25143	0.05	PCodG	42405482
7332	0.012	PCodG	42606864
3172	-0.0022	PCodG	42734192
6683	0.0113	PCodG	42793568
4836	0.5293	PCodG	43238925
6156	0.0065	PCodG	43341403
18049	0.0627	PCodG	43349800
12194	0.0413	PCodG	43867771
2110	0.1009	PCodG	44018688
5196	0.4178	PCodG	44551268
18780	0.3408	PCodG	44551356
695	0.0245	PCodG	45124187
15109	0.0067	PCodG	45223269
3791	0.0013	PCodG	45230059
766	0.0351	PCodG	45310389
246	0.0072	PCodG	45390677
14249	0.0126	PCodG	45635935
22014	0.0188	PCodG	45769342
9604	0.0041	PCodG	45830939
11273	0.6635	PCodG	46276157
12434	0.0769	PCodG	46322076
23203	0.9102	PCodG	46435793
17978	0.0232	PCodG	46583866
8045	0.5377	PCodG	46751611
21277	0.3426	PCodG	46902590
3721	0.056	PCodG	47204472
23624	0.0225	PCodG	47304953
1906	-0.0021	PCodG	47313540
22340	0.0162	PCodG	47386533
23112	0.4022	PCodG	47482291
20572	0.0253	PCodG	47529951
17985	0.1998	PCodG	47543390
22508	0.0312	PCodG	47613403
8778	0.6133	PCodG	47679767
17391	0.6083	PCodG	47728420
111	0.0415	PCodG	47828499
22131	0.2012	PCodG	48021360
7610	-0.0004	PCodG	48150550
4689	0.0507	PCodG	48297403
16872	0.1005	PCodG	48310909
19598	-0.0007	PCodG	48352730
18524	0.0278	PCodG	48770859
14635	0.1166	PCodG	48854482
2733	0.0001	PCodG	48890627
17118	0.049	PCodG	49015878
13478	0.0125	PCodG	49340260
16277	0.2602	PCodG	49361457
10577	0.0133	PCodG	49444636
17040	0.0255	PCodG	49568964
14448	0.1418	PCodG	49862519
24101	0.1121	PCodG	50026633
10806	0.3604	PCodG	50129130
10304	0.0557	PCodG	50129218
13321	0.1253	PCodG	50132516
5851	0.2923	PCodG	50225639
10227	0.0303	PCodG	50225727
21078	0.1422	PCodG	50333435
10374	0.4793	PCodG	50393364
18887	0.2023	PCodG	50826346
11413	0.0271	PCodG	50847737
8704	0.1868	PCodG	50901523
23617	0.0074	PCodG	50930227
11214	0.0113	PCodG	50954164
7806	0.0503	PCodG	50990691
12145	0.0191	PCodG	51141507
23416	0.1571	PCodG	51383485
22707	0.0462	PCodG	51449252
1855	0.0324	PCodG	51574585
166	0.0319	PCodG	51574673
3828	0.0074	PCodG	51667643
20586	0.9403	PCodG	52036983
24985	0.7997	PCodG	52227958
1345	0.2124	PCodG	52259056
4832	0.0377	PCodG	52883720
12892	0.1985	PCodG	53072430
2646	0.0335	PCodG	53085367
24288	0.023	PCodG	53146463
11905	0.1982	PCodG	53328463
1420	0.0198	PCodG	53534886
3879	0.0164	PCodG	53664552
7509	0.0324	PCodG	54259634
22270	0.0317	PCodG	54690148
25446	0.0506	PCodG	54760093
5924	0.012	PCodG	54840163
6147	0.1432	PCodG	55117628
23508	0.0142	PCodG	55117716
11166	0.8073	PCodG	55175864
6971	0.3808	PCodG	55175952
16313	0.0966	PCodG	55495169
25516	0.0304	PCodG	55495259
5079	-0.0017	PCodG	55799321
18822	0.0673	PCodG	56469033
8316	0.1449	PCodG	56836312
7117	0.205	PCodG	57431011
17580	0.0248	PCodG	57675701
12641	-0.0019	PCodG	57696243
13796	0.0486	PCodG	57737881
19441	0.0541	PCodG	57842704
13850	0.0143	PCodG	57908106
16127	0.0388	PCodG	57908194
12579	0.0818	PCodG	58140566
10063	0.4317	PCodG	58668911
16089	0.0559	PCodG	58932922
5688	0.2403	PCodG	59055947
20898	0.0267	PCodG	59080131
21028	0.1015	PCodG	59080219
23215	0.0626	PCodG	59287293
10350	0.034	PCodG	59426781
1287	0.0093	PCodG	59440012
7327	0.139	PCodG	59558520
19081	0.2593	PCodG	59596520
15965	0.0343	PCodG	59596638
21613	0.3881	PCodG	59633612
16360	0.2665	PCodG	59732388
5442	0.0614	PCodG	59877808
7055	0.0656	PCodG	59913873
6657	-0.0007	PCodG	59987026
15903	0.0046	PCodG	60013971
15150	0.0051	PCodG	60027639
15290	0.0098	PCodG	60152605
14032	0.3475	PCodG	60252255
4002	0.0056	PCodG	60412031
16706	0.0067	PCodG	60412119
8205	0.1775	PCodG	60466406
23863	0.4176	PCodG	60482338
22694	0.0039	PCodG	60781000
6431	0.7249	PCodG	60781087
7975	0.4968	PCodG	60961488
2647	0.4994	PCodG	60961576
2371	0.0662	PCodG	61120289
24348	0.0185	PCodG	61409151
1085	0.0542	PCodG	61415095
4453	0.3973	PCodG	62131799
9983	0.0307	PCodG	62245772
22679	0.0974	PCodG	62534886
11569	0.6744	PCodG	62679456
24370	0.0703	PCodG	62710544
14432	0.0269	PCodG	63012531
19425	0.5486	PCodG	63126045
10860	0.0428	PCodG	63126133
7485	0.4739	PCodG	63190388
4905	0.9601	PCodG	63370235
3799	0.0348	PCodG	63502301
17132	0.0846	PCodG	63621990
10685	0.0634	PCodG	63648322
22539	0.0241	PCodG	63843772
8375	0.1285	PCodG	63953113
23475	0.0103	PCodG	64041312
15386	0.0763	PCodG	64127721
23336	0.0065	PCodG	64166235
3991	0.2706	PCodG	64179269
4392	0.0432	PCodG	64191278
11290	0.0785	PCodG	64427120
4815	0.0327	PCodG	64647326
10910	0.0136	PCodG	64650496
21185	0.0598	PCodG	64684627
5902	0.0219	PCodG	65194362
3312	0.0138	PCodG	65428276
4010	0.5093	PCodG	66120225
14070	0.3534	PCodG	66203762
7715	0.0726	PCodG	66407414
11001	0.0885	PCodG	66848059
5461	0.1221	PCodG	66903974
7322	0.0086	PCodG	66936000
6883	0.0469	PCodG	67188301
17134	0.0656	PCodG	67212387
169	0.0133	PCodG	67689119
18438	0.0841	PCodG	67715935
22800	0.9628	PCodG	67746539
12190	0.3878	PCodG	67764817
14754	0.0236	PCodG	68012345
20715	0.0897	PCodG	68665286
1845	-0.0017	PCodG	68703455
24600	0.1227	PCodG	69232850
12779	0.0687	PCodG	69252064
13769	0.0131	PCodG	69306231
3004	0.1099	PCodG	69306319
4779	0.1443	PCodG	69348322
11783	0.0119	PCodG	69369915
3577	0.0207	PCodG	69757682
13463	0.033	PCodG	69761478
13583	0.1818	PCodG	69797727
23544	-0.0008	PCodG	70133287
6728	0.0076	PCodG	70270507
21046	0.5379	PCodG	70391450
5524	0.5269	PCodG	70391538
3750	0.2237	PCodG	70488909
23732	0.0781	PCodG	70757682
21244	0.0095	PCodG	70760397
12657	0.0325	PCodG	71483814
206	0.2437	PCodG	71497063
9043	0.044	PCodG	71835356
10413	0.0663	PCodG	71995364
19255	0.0139	PCodG	72195581
13291	0.1975	PCodG	72195669
3853	0.1936	PCodG	72275022
24082	0.0105	PCodG	72514211
3761	0.0095	PCodG	72664727
15069	0.1121	PCodG	72670014
21327	0.2135	PCodG	72721500
1451	0.001	PCodG	72784157
1995	0.1568	PCodG	72791757
1957	0.0869	PCodG	72881471
2995	0.0698	PCodG	72940657
8572	0.3316	PCodG	73035377
101	0.3627	PCodG	73044117
11175	0.0859	PCodG	73051546
7164	0.0256	PCodG	73051633
19592	0.3452	PCodG	73158721
13063	0.0206	PCodG	73393028
25164	-0.0007	PCodG	73851667
12729	0.0099	PCodG	73998274
22983	0.0626	PCodG	74107762
12734	0.0612	PCodG	74276480
12881	0.0735	PCodG	74466571
6768	0.458	PCodG	74471922
20130	0.0247	PCodG	74805117
9864	0.1613	PCodG	74900169
10665	0.0648	PCodG	75070234
21821	0.0537	PCodG	75070609
9853	0.5798	PCodG	75093330
14972	0.1074	PCodG	75562879
6429	0.871	PCodG	75571808
18535	0.0587	PCodG	75731976
23001	0.0147	PCodG	75781365
15442	0.077	PCodG	75804933
23706	0.0652	PCodG	75824372
6993	0.0046	PCodG	76159540
3885	0.0043	PCodG	76163115
12623	0.0468	PCodG	76219238
15604	0.0094	PCodG	76256138
24194	0.064	PCodG	76285323
4025	0.0151	PCodG	76582236
25450	0.0085	PCodG	76663888
12922	0.0319	PCodG	76726713
1193	0.0106	PCodG	76901797
23182	0.0398	PCodG	76924650
9704	0.1394	PCodG	77035950
23000	0.0601	PCodG	77090809
17454	-0.002	PCodG	77090897
2148	0.0054	PCodG	77175157
15677	0.6699	PCodG	77207998
19329	0.2974	PCodG	77313653
19881	0.0375	PCodG	77316865
22895	0.4918	PCodG	77346813
19275	0.5744	PCodG	77601042
2977	0.0941	PCodG	77601130
20490	0.0345	PCodG	78026782
11162	0.1353	PCodG	78061694
189	0.01	PCodG	78076457
12087	0.1004	PCodG	78312630
23029	0.7059	PCodG	78851643
16621	0.0464	PCodG	78901286
481	0.0183	PCodG	78987159
5804	0.3217	PCodG	79434369
24772	0.0458	PCodG	79470200
18415	0.0054	PCodG	79499613
16179	0.0275	PCodG	79625035
12649	0.0316	PCodG	79824448
4747	0.9222	PCodG	79826111
440	0.5167	PCodG	79826199
1218	0.0105	PCodG	80005771
4863	0.0564	PCodG	80196249
18994	0.395	PCodG	80209048
10222	0.006	PCodG	80300263
14459	0.5364	PCodG	80426079
20148	0.0206	PCodG	80480560
2446	0.908	PCodG	81376804
5413	0.0066	PCodG	81429508
19975	0.6594	PCodG	81507393
1052	0.0308	PCodG	81507481
15927	0.2951	PCodG	81642234
2621	0.1506	PCodG	82188375
1091	0.0512	PCodG	82797056
17311	0.1631	PCodG	82825285
9681	0.2453	PCodG	83008976
7074	0.0209	PCodG	83128244
221	0.0157	PCodG	83128332
23824	0.0188	PCodG	83259919
9497	0.022	PCodG	83412132
9776	0.0298	PCodG	83656218
7081	0.011	PCodG	84366846
9840	0.5752	PCodG	85600581
12334	0.0348	PCodG	85635342
4557	0.0136	PCodG	85635430
11762	0.0729	PCodG	85876783
9850	0.0797	PCodG	86033355
7399	0.1388	PCodG	86157794
6640	0.0397	PCodG	86368923
16944	0.1506	PCodG	86567820
18590	0.0205	PCodG	86687281
14364	0.015	PCodG	86809988
86	0.0147	PCodG	87324017
6567	0.0061	PCodG	87423952
5754	0.0048	PCodG	87491653
16053	0.0859	PCodG	88354380
23595	0.0551	PCodG	88367022
11627	0.0234	PCodG	88380435
4582	0.0057	PCodG	88380523
6384	0.0308	PCodG	88427317
6609	0.306	PCodG	88600450
21738	0.0433	PCodG	89472880
24921	0.0122	PCodG	90263367
3280	0.1238	PCodG	90263455
21624	0.0618	PCodG	90345632
21488	0.0331	PCodG	90534316
16046	0.4678	PCodG	90709047
10906	0.0662	PCodG	91127813
10706	0.3223	PCodG	91391228
5824	0.6098	PCodG	91644676
17533	0.1023	PCodG	91808584
16173	0.068	PCodG	92064329
23371	0.1172	PCodG	92408734
21339	0.0165	PCodG	92594974
7000	0.2523	PCodG	92818603
22863	0.1675	PCodG	92842851
6995	0.0109	PCodG	92936754
5707	0.5269	PCodG	94105903
6724	0.0029	PCodG	94736649
3932	0.1185	PCodG	95366815
220	0.8662	PCodG	95418502
13443	0.0139	PCodG	95418590
2334	0.5137	PCodG	95600552
22728	0.0985	PCodG	95630285
14514	0.1476	PCodG	95630373
1638	0.0755	PCodG	95816909
1138	0.0527	PCodG	95867959
2057	0.0345	PCodG	96304608
21683	0.1287	PCodG	96412464
16474	0.1681	PCodG	96577147
9992	0.0515	PCodG	96669812
9714	0.9378	PCodG	97047641
12768	0.0372	PCodG	97142936
12570	0.3854	PCodG	97272066
19718	0.846	PCodG	97595476
22434	0.0809	PCodG	97612512
20057	0.2775	PCodG	97612600
21419	0.9336	PCodG	97658455
12952	0.0074	PCodG	97745199
20735	0.016	PCodG	98611031
1122	0.5673	PCodG	98648013
20255	0.1022	PCodG	98901952
8724	0.0369	PCodG	98928448
15910	0.1122	PCodG	98998508
22705	0.0912	PCodG	99238876
6182	0.0101	PCodG	99411275
23845	0.0661	PCodG	99481369
19756	0.023	PCodG	99499257
16800	0.2702	PCodG	99522397
17357	0.1661	PCodG	99992077
2176	0.0611	PCodG	100215587
6519	0.0865	PCodG	100408159
12515	0.1059	PCodG	100421533
16620	0.8162	PCodG	100425498
8018	0.1188	PCodG	100468718
5520	0.029	PCodG	100517991
12331	0.2738	PCodG	100764215
15828	0.6439	PCodG	100764303
24080	0.0304	PCodG	101110255
19761	0.219	PCodG	101128825
11725	0.3903	PCodG	101420982
25334	0.4982	PCodG	101459866
25372	0.0631	PCodG	101463908
18648	0.0224	PCodG	101534979
23191	0.0651	PCodG	101535067
10136	0.4285	PCodG	101545847
10857	0.0948	PCodG	101585174
4045	0.011	PCodG	101617829
18508	0.2587	PCodG	101880014
9898	0.0258	PCodG	101932151
4371	0.1486	PCodG	101932239
22261	0.1726	PCodG	102031394
164	0.2175	PCodG	102082801
7142	0.3738	PCodG	102438146
23847	0.0651	PCodG	102557404
23884	0.2243	PCodG	102610172
17312	0.1707	PCodG	103328261
23079	0.0622	PCodG	103492607
7962	0.0098	PCodG	103820049
12982	0.2957	PCodG	103855693
10585	0.1007	PCodG	104060332
23795	0.053	PCodG	104221534
20413	0.0558	PCodG	104283780
4373	0.5301	PCodG	104752961
1859	0.0454	PCodG	104758945
6522	0.1282	PCodG	104869732
22034	0.025	PCodG	105185944
4230	0.2482	PCodG	105199299
3578	0.0376	PCodG	105201393
11736	0.8782	PCodG	105203321
8499	0.8379	PCodG	105204238
24957	0.091	PCodG	105272700
3694	0.0648	PCodG	105345446
22908	0.1125	PCodG	105757585
2033	0.3797	PCodG	106181564
4133	0.826	PCodG	106676298
2154	0.075	PCodG	106777765
20574	0.7002	PCodG	106813910
8590	0.6017	PCodG	106859211
12352	0.0491	PCodG	107063160
1499	0.0459	PCodG	107161574
23840	0.0322	PCodG	107269170
13845	0.613	PCodG	107372165
4777	0.0892	PCodG	107435170
23422	0.0402	PCodG	107521755
20158	0.0112	PCodG	107521843
18577	0.0115	PCodG	107530594
20354	0.0189	PCodG	107777491
2346	0.0405	PCodG	107814494
6259	0.0997	PCodG	108084106
7139	0.0457	PCodG	108188660
18193	0.1862	PCodG	108274779
7598	0.0363	PCodG	108432757
23999	0.024	PCodG	108480101
11896	0.0276	PCodG	108502912
2742	0.4837	PCodG	108591366
4489	0.0544	PCodG	109161911
17909	0.0146	PCodG	109209926
5171	0.3021	PCodG	109367066
14696	0.037	PCodG	109520906
7643	0.3853	PCodG	109543312
20561	0.0265	PCodG	109845661
22104	0.3287	PCodG	110077962
9878	0.3124	PCodG	110464678
15456	0.1608	PCodG	110483857
5746	0.035	PCodG	110609587
4126	0.018	PCodG	110634966
24642	0.0266	PCodG	111033416
21625	-0.0009	PCodG	111138553
16190	0.2358	PCodG	111204458
23964	0.0359	PCodG	111327226
4998	0.0311	PCodG	111642589
6956	0.0376	PCodG	111696807
10713	0.1608	PCodG	112365404
23705	0.0334	PCodG	112387763
4898	0.0207	PCodG	112387851
9316	0.0343	PCodG	112538888
10495	0.0135	PCodG	112661138
23940	0.0802	PCodG	112669597
10022	0.8824	PCodG	112731694
3553	0.0504	PCodG	112765828
14472	0.0151	PCodG	112765915
1392	0.1619	PCodG	113115833
6672	0.0359	PCodG	113117838
1162	0.0341	PCodG	113217682
6393	0.08	PCodG	113770889
19740	0.0312	PCodG	114370531
9308	0.2152	PCodG	114471266
13211	0.0541	PCodG	114674080
8095	0.0031	PCodG	114833258
7637	0.0369	PCodG	115105538
825	-0.0023	PCodG	115123390
4013	0.3002	PCodG	115324309
4212	0.0542	PCodG	115408276
25151	0.055	PCodG	115713868
23528	0.094	PCodG	116307497
3875	0.9568	PCodG	116313102
11244	0.0105	PCodG	116370320
22930	0.5161	PCodG	116424430
13345	0.0593	PCodG	116677940
25555	0.169	PCodG	116704498
17084	0.0245	PCodG	116962949
10024	0.2073	PCodG	118786755
21732	0.0309	PCodG	118990026
589	0.0795	PCodG	119149840
10429	0.0862	PCodG	119169761
18975	0.095	PCodG	119193802
5071	0.014	PCodG	119248601
11818	0.0055	PCodG	119263275
14659	0.0053	PCodG	119442830
10567	0.0308	PCodG	119589700
16947	0.0187	PCodG	119751722
8703	0.0468	PCodG	119986405
11509	0.9797	PCodG	120204355
17252	0.1626	PCodG	120296988
5624	0.0382	PCodG	120302757
4484	0.0137	PCodG	120585557
16264	0.0161	PCodG	120588263
14300	-0.0017	PCodG	120827115
21572	0.1425	PCodG	120873251
16456	0.8814	PCodG	121383672
14426	0.0726	PCodG	121549806
6554	-0.0001	PCodG	121587596
13100	0.2952	PCodG	121715425
5481	0.1015	PCodG	121733096
15588	0.1645	PCodG	121733184
10488	0.0212	PCodG	121766109
23427	0.0458	PCodG	122026637
12116	0.0838	PCodG	122111657
8079	0.0355	PCodG	122407262
