chromosome	position	Fst/Fct	Mean_boostrap	lower_95	upper_95	pvalue	positive	negative	selection
LG01	10318221.4563758	0.0310921619020693	0.121824144890253	0.0334902942187638	0.460506826399149	0.226134956585325	0	1	Yes
LG01	10497294.9932886	0.0251458171627044	0.123722083815154	0.0250001455957019	0.463374984461572	0.212929133722795	0	0	No
LG01	10676368.5302013	0.0483955479785609	0.137556455055223	0.0315113072869779	0.412969238214951	0.19541623832617	0	0	No
LG01	10855442.0671141	0.0904993774941707	0.138853226638983	0.038898281523084	0.398061119967938	0.308838758820174	0	0	No
LG01	11034515.6040268	0.139016558474758	0.147458852448097	0.0433620264682961	0.361409217007641	0.460577796590273	0	0	No
LG01	11213589.1409396	0.170610357844914	0.150280594368843	0.0458816899760942	0.345420156205637	0.600858065750701	0	0	No
LG01	11392662.6778523	0.190085530584551	0.151654581925197	0.047490860647028	0.343096054580139	0.687757893735098	0	0	No
LG01	11571736.2147651	0.209970308806815	0.152233975658786	0.0468115338262015	0.341181016626106	0.770821424974958	0	0	No
LG01	11750809.7516779	0.221964045037941	0.146164170983499	0.0452151976380508	0.361567266891771	0.814755007823914	0	0	No
LG01	11929883.2885906	0.215668491955117	0.142868392024885	0.04294526460917	0.378459534099327	0.789965299508275	0	0	No
LG01	12108956.8255034	0.227245023999359	0.143513700535882	0.0426247091885361	0.375449155563741	0.82569243518737	0	0	No
LG01	12288030.3624161	0.256527207848795	0.142274753521	0.0469895986336393	0.370395856841031	0.905487903436166	0	0	No
LG01	12467103.8993289	0.278008524520732	0.151739791809174	0.0499839409523118	0.337108969468359	0.95157179724414	0	0	No
LG01	12646177.4362416	0.337001764125953	0.153875127499354	0.0531216884404438	0.326008622271168	0.994621573158539	1	0	Yes
LG01	12825250.9731544	0.407473446237243	0.15386474413252	0.0587298484651979	0.314530871706877	0.999914901788171	1	0	Yes
LG01	13004324.5100671	0.420679302225309	0.156229994995626	0.0679491223823148	0.294178869814445	0.999996508543408	1	0	Yes
LG01	13183398.0469799	0.340693178108033	0.156641052528579	0.0714208735565354	0.28753904558998	0.999473474645289	1	0	Yes
LG01	13362471.5838926	0.245750599953034	0.156819685153723	0.0666644036004886	0.28954276369574	0.938222289935112	0	0	No
LG01	13541545.1208054	0.1797569338368	0.156598488110351	0.0634969555296915	0.298056498636545	0.648124938018605	0	0	No
LG01	13720618.6577181	0.145818677593767	0.155821132340794	0.0654542276325241	0.301478040865144	0.435499053099133	0	0	No
LG01	13899692.1946309	0.160438673770077	0.154970226193877	0.0644485347005058	0.305287840208862	0.534758338178094	0	0	No
LG01	14078765.7315436	0.218007045002912	0.149026556758969	0.0488125753705282	0.351201121705665	0.803272921748612	0	0	No
LG01	14257839.2684564	0.271231291616559	0.149002925043001	0.0379387828300596	0.368178723819953	0.915196822881159	0	0	No
LG01	14436912.8053691	0.310834775183003	0.145373417392714	0.0381135398164533	0.379073025458315	0.964072214472913	0	0	No
LG01	14615986.3422819	0.310003157690098	0.14510040007802	0.0418998591936483	0.370407018110748	0.96933274365973	0	0	No
LG01	14795059.8791946	0.255063682646829	0.133485422008745	0.0390816245627976	0.414970233007715	0.88329962102696	0	0	No
LG01	14974133.4161074	0.241341282929691	0.135711034408153	0.0359833228205996	0.411738289726238	0.847446930317876	0	0	No
LG01	15153206.9530201	0.251596443572498	0.147628606518917	0.0400287486385156	0.367355477690002	0.882289762397767	0	0	No
LG01	15332280.4899329	0.231791216335614	0.149171111034565	0.0448833467200209	0.355118033278671	0.840530938599309	0	0	No
LG01	15511354.0268456	0.18132748115677	0.149717607539127	0.049884989794522	0.342805405696609	0.657336744010795	0	0	No
LG01	15690427.5637584	0.151036420862887	0.153629782388028	0.0540357761566504	0.323030593689675	0.485345442751678	0	0	No
LG01	15869501.1006711	0.157125355218094	0.153187321222045	0.0515303387319505	0.328380279760417	0.521432981251032	0	0	No
LG01	16048574.6375839	0.177597008195434	0.151455653016358	0.0469493772801335	0.342401861299888	0.629801178695651	0	0	No
LG01	16227648.1744966	0.21250596626371	0.150093925439843	0.045497552478152	0.351231813051655	0.778375057011635	0	0	No
LG01	16406721.7114094	0.256539087891985	0.145744281985584	0.0436074578228147	0.376327426155373	0.89660466513222	0	0	No
LG01	16585795.2483221	0.261857845589708	0.133639102351422	0.0380356883654443	0.417414372033994	0.891625499199796	0	0	No
LG01	16764868.7852349	0.239899642494347	0.133721819014459	0.0385482627153168	0.412236223028152	0.848921976789961	0	0	No
LG01	16943942.3221477	0.235270731262848	0.147562228875289	0.0468928596123567	0.357673754864146	0.854832782669706	0	0	No
LG01	17123015.8590604	0.217808513652737	0.15211813226001	0.05236336293873	0.33215683703344	0.813648399966171	0	0	No
LG01	17302089.3959732	0.179434531051024	0.154519770215557	0.0563064022920048	0.317684470095121	0.642219100444923	0	0	No
LG01	17481162.9328859	0.138837472304271	0.155725898712347	0.0619713082687959	0.305446598251943	0.395279456882925	0	0	No
LG01	17660236.4697987	0.115073816606896	0.15617064705148	0.0636863975889301	0.299792932621335	0.251800777757013	0	0	No
LG01	17839310.0067114	0.133638451674244	0.154325203143175	0.059167580652228	0.313569360649213	0.378708594954598	0	0	No
LG01	18018383.5436242	0.21368430865732	0.153676683330407	0.0535825229426953	0.325368376484402	0.79881922729108	0	0	No
LG01	18197457.0805369	0.33345804733443	0.148038920673165	0.0482155533075494	0.348837064699897	0.989481585769461	0	0	No
LG01	18376530.6174497	0.410994228229898	0.14203987679709	0.0471062725946881	0.373648836563481	0.998865141727232	1	0	Yes
LG01	18555604.1543624	0.361831014991534	0.147347360107861	0.0511937980950543	0.354740556079666	0.996420707077484	1	0	Yes
LG01	18734677.6912752	0.24339389729653	0.151553312863397	0.0520997925214467	0.335228852517682	0.890361116043024	0	0	No
LG01	18913751.2281879	0.183570321487826	0.153762112180496	0.0492548472617694	0.331468126132864	0.655654082715973	0	0	No
LG01	19092824.7651007	0.168319385319697	0.153675167123792	0.0501419831613924	0.33135870192202	0.578241641172955	0	0	No
LG01	19271898.3020134	0.164176106144886	0.153831791718133	0.0532647995696877	0.323871227911238	0.557681048312076	0	0	No
LG01	19450971.8389262	0.157236111924379	0.148510653141354	0.0512424961157934	0.347301438524129	0.544285645542098	0	0	No
LG01	19630045.3758389	0.152732708163912	0.141794715634972	0.0487317373919625	0.37225652500632	0.549835749790887	0	0	No
LG01	19809118.9127517	0.137020302242376	0.147722673829806	0.0516443218706297	0.344899727285385	0.445135382571664	0	0	No
LG01	19988192.4496644	0.106328208597472	0.154050482567018	0.0512300935226796	0.324635357066217	0.252669796146244	0	0	No
LG01	20167265.9865772	0.0858521069731028	0.153230083982347	0.0461607832167488	0.340035865323637	0.192774314322298	0	0	No
LG01	20346339.5234899	0.0794442039887992	0.152149129370226	0.043564848361832	0.348699104426428	0.185094655912489	0	0	No
LG01	20525413.0604027	0.0919953443959709	0.152791923893548	0.0492407251212961	0.336161918019205	0.210999420292589	0	0	No
LG01	20704486.5973154	0.156301438864028	0.147897491819799	0.051489370881998	0.355598200319313	0.542048996078893	0	0	No
LG01	20883560.1342282	0.203834690496654	0.139800811528065	0.0394589814309658	0.397049357206633	0.745660690027513	0	0	No
LG01	21062633.6711409	0.195595571519106	0.146884114215566	0.041995240260613	0.368135309917992	0.711781547481514	0	0	No
LG01	21241707.2080537	0.160639654188826	0.153218743870021	0.0483979975306363	0.333914545258076	0.539293573070993	0	0	No
LG01	21420780.7449664	0.140725816906176	0.152163317785829	0.0494238193136562	0.33703025278639	0.440234823876191	0	0	No
LG01	21599854.2818792	0.161477348281053	0.151160610343698	0.0469006002287754	0.345000645324743	0.55164874079728	0	0	No
LG01	21778927.8187919	0.19260186670695	0.148057369140168	0.0510863884230033	0.350517829620312	0.711155219905606	0	0	No
LG01	21958001.3557047	0.170707162073172	0.151937300893618	0.0579444555944271	0.33010093788246	0.603924917455482	0	0	No
LG01	22137074.8926174	0.12074247616002	0.153535502060944	0.0544101262915021	0.321672680837908	0.321565278934677	0	0	No
LG01	22316148.4295302	0.0941553182341345	0.153983834190752	0.0509814419807448	0.327469750092864	0.204726364337324	0	0	No
LG01	22495221.966443	0.0805106314599373	0.154128346709278	0.0546978383360001	0.319259207686219	0.145775469874007	0	0	No
LG01	22674295.5033557	0.0767861410959854	0.154727343716308	0.0639217330056669	0.304602713937258	0.107586576524911	0	0	No
LG01	22853369.0402685	0.0823026183052398	0.154472480935184	0.0625399062389384	0.308844876156023	0.132288920000141	0	0	No
LG01	23032442.5771812	0.0850439291853643	0.154320946097843	0.0531322261606788	0.323503925791228	0.165363726076745	0	0	No
LG01	23211516.114094	0.0863000104945602	0.153791577942295	0.0500015769805274	0.327775624182308	0.178344512536709	0	0	No
LG01	23390589.6510067	0.0988907554432103	0.152940684343872	0.0514054092278435	0.329883852773929	0.230926663631588	0	0	No
LG01	23569663.1879195	0.162434417043286	0.146111496479329	0.0505991912921108	0.358524906648745	0.579601317980544	0	0	No
LG01	23748736.7248322	0.249081422264974	0.138721899632189	0.0409791536480484	0.394408556725558	0.874974875011592	0	0	No
LG01	23927810.261745	0.2675600281265	0.140109762165543	0.0341502714461762	0.401144326166097	0.898718888754388	0	0	No
LG01	24106883.7986577	0.287685595752397	0.140707347787991	0.0345764297395963	0.402926672498383	0.929645232207095	0	0	No
LG01	24285957.3355705	0.354037264572265	0.143026471286937	0.0382066708169704	0.386767783921395	0.98762165076994	0	0	No
LG01	24465030.8724832	0.383176954711932	0.141120904569625	0.0402100451955433	0.383862986358512	0.995422425816713	0	0	No
LG01	24644104.409396	0.340854123646554	0.144482588288496	0.0392309584621712	0.377564955661334	0.984283964387234	0	0	No
LG01	24823177.9463087	0.298397273671619	0.144850075377091	0.037612783088727	0.381009873943825	0.951124673775802	0	0	No
LG01	25002251.4832215	0.249426466588892	0.142874544575785	0.0423213102246153	0.377017903226371	0.880177588308082	0	0	No
LG01	25181325.0201342	0.157331479716501	0.150185544455231	0.048745717830309	0.345128620480992	0.536211566126102	0	0	No
LG01	25360398.557047	0.0751778721193932	0.151145588147937	0.045610117171832	0.345736356199869	0.170188888737463	0	0	No
LG01	25539472.0939597	0.0474906376880126	0.150537005174169	0.0407606881049013	0.359471567770129	0.114406476216004	0	0	No
LG01	25718545.6308725	0.046346304980748	0.14883785768925	0.0424759653383846	0.362629617998703	0.116865391675414	0	0	No
LG01	25897619.1677852	0.0729926347207507	0.151287160747828	0.0511448272986787	0.334354233722811	0.145919953398737	0	0	No
LG01	26076692.704698	0.113083929693765	0.14648263935734	0.0454726658312598	0.361113004095407	0.346333015572105	0	0	No
LG01	26255766.2416107	0.123585252235304	0.145217149022271	0.037503271847916	0.384756595290531	0.408850471166291	0	0	No
LG01	26434839.7785235	0.1151678153207	0.148887896360433	0.0404043996111409	0.362481508296333	0.34775514276606	0	0	No
LG01	26613913.3154362	0.0997871185567393	0.150054160827713	0.0424621099503859	0.351232189344377	0.270573105008324	0	0	No
LG01	26792986.852349	0.0888805929469429	0.134528269763887	0.0339730979996701	0.414773380808697	0.33059681779904	0	0	No
LG01	26972060.3892617	0.0872815266025098	0.125919491315312	0.026525519357125	0.452232356056281	0.372633982856953	0	0	No
LG01	27151133.9261745	0.09720524323687	0.133082338159028	0.0276847036197619	0.429561756250321	0.373171861579472	0	0	No
LG01	27330207.4630872	0.131872898674992	0.129869121254575	0.0279799851610331	0.470956531741307	0.506783625993773	0	0	No
LG01	27509281	0.144726832050725	0.113121506725875	0.0257934075387445	0.50372867959739	0.592828184134656	0	0	No
LG02	1236766	0.210971061206722	0.117988836802767	0.0318969938453448	0.566019180817315	0.754208232919157	0	0	No
LG02	1384204.51006711	0.27028747541061	0.121098015223577	0.0225497130328531	0.531963457955292	0.868656875573524	0	0	No
LG02	1531643.02013423	0.327330220088802	0.133272742987913	0.0271787268538881	0.438519652329956	0.957038173765099	0	0	No
LG02	1679081.53020134	0.347245568709571	0.138298556020289	0.032046411858376	0.410425814900145	0.978300547697527	0	0	No
LG02	1826520.04026846	0.301368176318845	0.141281706416814	0.0370946770222471	0.38747340832305	0.954894422655633	0	0	No
LG02	1973958.55033557	0.205172566913861	0.149290209111216	0.0392524254574921	0.365099707812995	0.740050765319366	0	0	No
LG02	2121397.06040268	0.109800673124861	0.144007821267417	0.0381023629561833	0.378442353996183	0.354250074659342	0	0	No
LG02	2268835.5704698	0.0543667066045806	0.13947217230436	0.035297525959499	0.39994121683583	0.194048842462888	0	0	No
LG02	2416274.08053691	0.0355061172180992	0.139027364563369	0.0363740834709905	0.400786168362921	0.147831440673618	0	1	Yes
LG02	2563712.59060403	0.0348289346676832	0.143127544507338	0.038977716400835	0.391496316486817	0.123060252547828	0	1	Yes
LG02	2711151.10067114	0.0496774948912086	0.140415089277729	0.0374602698258166	0.396051073334589	0.173387628909627	0	0	No
LG02	2858589.61073826	0.0678564052085508	0.136798413332756	0.0308496164344488	0.41807213680573	0.25675113050259	0	0	No
LG02	3006028.12080537	0.0887367204560288	0.135921209214703	0.0267150658425614	0.426978214440196	0.333677168978601	0	0	No
LG02	3153466.63087248	0.110889380470194	0.134193382682733	0.0275274141149448	0.42878813698738	0.416807890974392	0	0	No
LG02	3300905.1409396	0.136595169896119	0.134627381883102	0.030191399552765	0.423801453613932	0.507309469916602	0	0	No
LG02	3448343.65100671	0.159290173527013	0.136196164256094	0.0332202791907516	0.418079677913424	0.587356206740395	0	0	No
LG02	3595782.16107383	0.155677922204391	0.123896423050535	0.0337450509052988	0.468007347684506	0.606505113158205	0	0	No
LG02	3743220.67114094	0.135029676769088	0.132483790429887	0.0339154737538002	0.428097836606999	0.509297207713808	0	0	No
LG02	3890659.18120805	0.108133615441012	0.145806262837342	0.0398044188143183	0.378263592992375	0.33886311371394	0	0	No
LG02	4038097.69127517	0.0843721151473153	0.14999096664231	0.0446587946797	0.35262491598582	0.21194617016073	0	0	No
LG02	4185536.20134228	0.0634311766573675	0.150739050962258	0.0461685857141257	0.346727094003732	0.136172298810984	0	0	No
LG02	4332974.7114094	0.0457193908266754	0.152502092458106	0.0459919352473436	0.340814038857894	0.0858550743189833	0	1	Yes
LG02	4480413.22147651	0.034247253066053	0.150288461202341	0.0450057119916439	0.352042384056275	0.0780277462063687	0	1	Yes
LG02	4627851.73154362	0.0355876290944902	0.144556841914408	0.0451822350008458	0.368144749117613	0.104077634768395	0	1	Yes
LG02	4775290.24161074	0.0661976699112703	0.147973583337256	0.0451649186366844	0.358505621140787	0.164714628474239	0	0	No
LG02	4922728.75167785	0.121593971030748	0.143537810269156	0.0447277478843559	0.376403388277457	0.402729186999839	0	0	No
LG02	5070167.26174497	0.15718630124529	0.139433402182429	0.04571611141289	0.383372420610364	0.576888534735821	0	0	No
LG02	5217605.77181208	0.157978025505047	0.149660433881231	0.0496475041908453	0.344103994798131	0.542492373743288	0	0	No
LG02	5365044.28187919	0.143206090082218	0.154476144823849	0.0553150136051067	0.32031293242314	0.435676108414696	0	0	No
LG02	5512482.79194631	0.133176631577534	0.154133474282281	0.0579655364161033	0.315315953638119	0.37791435008949	0	0	No
LG02	5659921.30201342	0.138442173225227	0.155597769745151	0.0590614089024046	0.308663576665862	0.396516055110444	0	0	No
LG02	5807359.81208054	0.158153228930606	0.155601727865628	0.0573341358391691	0.31114173599	0.515352677015284	0	0	No
LG02	5954798.32214765	0.183475492769017	0.15285694162701	0.0539687616660326	0.330338733547163	0.662858829783409	0	0	No
LG02	6102236.83221476	0.205067943986989	0.149100319378365	0.053456203196704	0.34386917531825	0.765810387108046	0	0	No
LG02	6249675.34228188	0.22286708643531	0.152883874023418	0.0514387020871187	0.330354186253029	0.830322394012641	0	0	No
LG02	6397113.85234899	0.2408374982404	0.145151737396121	0.0415828913075603	0.369721931836735	0.86102415045945	0	0	No
LG02	6544552.36241611	0.2544665226157	0.13644717005009	0.0310994759858165	0.415381409600084	0.86901486470943	0	0	No
LG02	6691990.87248322	0.265090954700212	0.135477146985908	0.0255439161384503	0.430325524894855	0.879139363117568	0	0	No
LG02	6839429.38255034	0.27368090485156	0.134490808186299	0.0234457049580356	0.435387987664646	0.891523372309588	0	0	No
LG02	6986867.89261745	0.275371813369161	0.135928976730957	0.0276386767638254	0.428255785711153	0.897901306518972	0	0	No
LG02	7134306.40268456	0.23441804952031	0.147166869779744	0.0337214899283234	0.381677136073877	0.824033614628829	0	0	No
LG02	7281744.91275168	0.145868616688013	0.112768323952009	0.0250965460424756	0.506431797826066	0.596600419649207	0	0	No
LG02	7429183.42281879	0.12427022754935	0.104392248820271	0.0144628908745994	0.537012864947089	0.552392370281272	0	0	No
LG02	7576621.93288591	0.12726760706996	0.114080250730553	0.016563803758201	0.509246970636109	0.537067260030014	0	0	No
LG02	7724060.44295302	0.129322459805443	0.121124916790466	0.0216390236003856	0.477408276134277	0.525443899173011	0	0	No
LG02	7871498.95302013	0.141557016203247	0.128847039324899	0.0298274303937267	0.435054535255984	0.545118169192089	0	0	No
LG02	8018937.46308725	0.17214284856581	0.141424504084228	0.0409021333067447	0.402056467163291	0.626747865284262	0	0	No
LG02	8166375.97315436	0.192616537689802	0.146897397440007	0.0463334648673393	0.358889371735447	0.708599194389378	0	0	No
LG02	8313814.48322148	0.184543737662282	0.150611785551131	0.0471247471114306	0.345340025001882	0.665691889371819	0	0	No
LG02	8461252.99328859	0.173102898103778	0.153414304006467	0.0483232215590114	0.337098624428273	0.601598562510806	0	0	No
LG02	8608691.5033557	0.187468280395893	0.15284287579202	0.049879827533137	0.329600614759968	0.679968817140055	0	0	No
LG02	8756130.01342282	0.243407566522175	0.152995102345162	0.0485342299674714	0.332374381004352	0.885835466217423	0	0	No
LG02	8903568.52348993	0.336063904739429	0.147477191122259	0.0440327120721025	0.357602750137389	0.98760313562404	0	0	No
LG02	9051007.03355705	0.441052649747307	0.135897459652372	0.0368884282740535	0.407636921182174	0.998774389872516	1	0	Yes
LG02	9198445.54362416	0.528803950023534	0.126874105444974	0.0316925032304968	0.454052715431788	0.99972807934236	1	0	Yes
LG02	9345884.05369128	0.523208983082512	0.133132979685877	0.0340617822187491	0.444875782696451	0.99983982307117	1	0	Yes
LG02	9493322.56375839	0.350296376130358	0.136852226442898	0.0298432056671026	0.416444429273627	0.97791434574594	0	0	No
LG02	9640761.0738255	0.26738580737422	0.125399390980876	0.0235933004024119	0.462352004012214	0.875494756427333	0	0	No
LG02	9788199.58389262	0.246926348225143	0.124930308482724	0.0232895379224874	0.457101225790672	0.843234704647153	0	0	No
LG02	9935638.09395973	0.227747591337482	0.13127410422138	0.026138770095699	0.431350454699731	0.806711996172005	0	0	No
LG02	10083076.6040268	0.190163599319222	0.143151376874115	0.0287003003111473	0.401380751989282	0.678983843333545	0	0	No
LG02	10230515.114094	0.139429804000492	0.138339711550476	0.0281738492026028	0.420859856171173	0.504060726155348	0	0	No
LG02	10377953.6241611	0.0960691387192939	0.119581970063324	0.0258402590111018	0.468916857542767	0.425836246816202	0	0	No
LG02	10525392.1342282	0.0716485978011288	0.117634934019652	0.0305521066568857	0.470430047629916	0.355710002963303	0	0	No
LG02	10672830.6442953	0.0629050190236382	0.144239700903977	0.0367252463868439	0.389367075903697	0.195577095228073	0	0	No
LG02	10820269.1543624	0.0677570042139399	0.14226515849694	0.040642283753042	0.382315317414585	0.208321650332776	0	0	No
LG02	10967707.6644295	0.0680697563624913	0.144778072693498	0.0408596678825533	0.377307844393266	0.198128263816288	0	0	No
LG02	11115146.1744966	0.0661855925858029	0.150150694420582	0.043420297639605	0.352792563220326	0.153353509144147	0	0	No
LG02	11262584.6845638	0.0643455553226273	0.153602814707056	0.0470714186688128	0.337015924185085	0.122265215621203	0	0	No
LG02	11410023.1946309	0.0651910967452142	0.15175461544123	0.0504787273307071	0.333978115675491	0.125169368543855	0	0	No
LG02	11557461.704698	0.0747736723453382	0.151681432877793	0.0510084948359819	0.334971008969597	0.15419138486112	0	0	No
LG02	11704900.2147651	0.0970256151258562	0.149876138593428	0.047704769607932	0.345567913669442	0.251365401052285	0	0	No
LG02	11852338.7248322	0.120970095068013	0.143930835656798	0.0429375240310975	0.376243364145917	0.398382574564065	0	0	No
LG02	11999777.2348993	0.135168666012297	0.141697164312121	0.039233714520668	0.385427557555332	0.472275101108083	0	0	No
LG02	12147215.7449664	0.144042214218202	0.14455013408236	0.0361858971364836	0.387101648445024	0.497861364704989	0	0	No
LG02	12294654.2550336	0.18342821752771	0.137745845711289	0.0331327975609195	0.409598369839252	0.672237210334522	0	0	No
LG02	12442092.7651007	0.282571382664077	0.129926623902527	0.0294764973362329	0.436569647346159	0.912464285850248	0	0	No
LG02	12589531.2751678	0.41142840232658	0.125959913679554	0.0281612314630846	0.45413248019032	0.991972775687937	0	0	No
LG02	12736969.7852349	0.473050584536393	0.131851627909318	0.0275810375534018	0.46681405829579	0.998366265999775	1	0	Yes
LG02	12884408.295302	0.383977183704166	0.129251739384719	0.0251087041657072	0.449431436958205	0.985040703395674	0	0	No
LG02	13031846.8053691	0.251600301090763	0.119200356285394	0.0211753408423215	0.490858572727018	0.839844643134183	0	0	No
LG02	13179285.3154362	0.192187101109383	0.109296214940078	0.0199163799598143	0.500510998158816	0.723194729194137	0	0	No
LG02	13326723.8255034	0.234858543528312	0.122773729784545	0.0229108205627772	0.472056545996408	0.813035020425199	0	0	No
LG02	13474162.3355705	0.349814615402657	0.133421344706489	0.0254362534460429	0.444146649608909	0.970571270783805	0	0	No
LG02	13621600.8456376	0.40203354435863	0.118202280839911	0.0245514151737263	0.484022034493718	0.986625013242554	0	0	No
