locus	p_missing_KOR	p_missing_AK
845_42	0.0552147239264	0.0821529745042
851_37	0.361963190184	0.889518413598
888_53	0.208588957055	0.830028328612
889_80	0.0368098159509	1.0
899_77	0.0245398773006	0.195467422096
907_40	0.358895705521	1.0
925_70	0.0644171779141	0.0991501416431
927_91	0.0644171779141	1.0
928_52	0.0674846625767	0.215297450425
930_83	0.0398773006135	0.0396600566572
943_84	0.340490797546	0.878186968839
963_40	0.736196319018	1.0
996_85	0.0552147239264	0.127478753541
1011_74	0.5	0.130311614731
1016_52	0.0644171779141	1.0
1020_35	0.0429447852761	0.0963172804533
1030_46	0.395705521472	1.0
1031_39	0.20245398773	0.376770538244
1036_89	0.0889570552147	1.0
1047_79	0.0306748466258	0.220963172805
1052_83	0.0766871165644	0.487252124646
1054_31	0.0460122699387	0.252124645892
1055_50	0.377300613497	0.886685552408
1058_87	0.282208588957	1.0
1071_83	0.0521472392638	0.0736543909348
1078_82	0.058282208589	0.0821529745042
1081_54	0.0674846625767	0.0481586402266
1115_46	0.343558282209	1.0
1122_82	0.0521472392638	0.322946175637
1129_60	0.303680981595	0.818696883853
1131_85	0.59509202454	0.354107648725
1132_65	0.0276073619632	0.0538243626062
1152_74	0.573619631902	1.0
1153_60	0.0429447852761	0.886685552408
1155_91	0.38036809816	1.0
1157_35	0.0766871165644	0.0538243626062
1159_43	1.0	0.0764872521246
1162_33	0.355828220859	0.356940509915
1176_29	0.0613496932515	0.0594900849858
1189_65	0.0398773006135	1.0
1213_90	0.0490797546012	0.042492917847
1223_46	0.0828220858896	1.0
1227_61	0.0613496932515	0.872521246459
1228_69	0.386503067485	0.362606232295
1267_28	0.567484662577	0.57507082153
1278_32	0.0337423312883	0.042492917847
1283_65	0.208588957055	0.875354107649
1285_49	0.355828220859	0.0906515580737
1288_56	0.849693251534	0.583569405099
1293_61	0.0460122699387	0.0509915014164
1296_57	0.0337423312883	0.356940509915
1303_58	0.0368098159509	0.0339943342776
1306_48	0.0552147239264	0.0623229461756
1313_62	0.478527607362	1.0
1320_76	0.0460122699387	0.694050991501
1322_89	0.294478527607	1.0
1323_80	0.352760736196	0.827195467422
1337_30	0.0490797546012	0.773371104816
1362_49	0.0460122699387	0.215297450425
1363_52	0.0368098159509	0.0169971671388
1389_42	0.414110429448	1.0
1393_44	0.0460122699387	0.875354107649
1394_52	0.662576687117	0.781869688385
1406_89	0.38036809816	0.603399433428
1412_84	0.469325153374	0.0538243626062
1413_77	0.0552147239264	0.0793201133144
1414_66	0.0705521472393	0.252124645892
1427_41	0.211656441718	0.645892351275
1441_81	0.208588957055	0.354107648725
1480_57	0.634969325153	1.0
1490_77	0.0552147239264	0.665722379603
1499_87	0.481595092025	0.203966005666
1515_55	0.71472392638	1.0
1523_63	0.0981595092025	0.583569405099
1547_68	0.377300613497	0.235127478754
1553_29	0.0552147239264	0.0453257790368
1555_48	0.0552147239264	0.0226628895184
1576_88	0.208588957055	1.0
1577_91	0.230061349693	0.070821529745
1578_79	0.358895705521	0.175637393768
1582_43	0.0490797546012	0.580736543909
1589_78	0.0337423312883	0.0254957507082
1590_47	0.374233128834	0.345609065156
1593_79	0.0368098159509	0.0169971671388
1595_50	0.361963190184	1.0
1600_79	0.472392638037	1.0
1617_39	0.0368098159509	0.101983002833
1629_82	0.0644171779141	0.121813031161
1645_66	0.0705521472393	0.600566572238
1655_39	0.21472392638	0.0339943342776
1663_54	0.708588957055	1.0
1693_34	0.0521472392638	0.475920679887
1701_79	0.0276073619632	0.0198300283286
1707_72	0.358895705521	1.0
1716_79	0.368098159509	0.702549575071
1723_88	0.355828220859	1.0
1725_74	0.211656441718	0.0311614730878
1730_80	0.475460122699	1.0
1732_71	0.766871165644	1.0
1737_88	0.0306748466258	0.634560906516
1753_50	0.0521472392638	0.29178470255
1759_84	0.773006134969	1.0
1762_50	0.0552147239264	1.0
1770_63	0.365030674847	1.0
1773_87	0.39263803681	1.0
1791_56	0.0460122699387	0.886685552408
1794_40	0.361963190184	0.481586402266
1797_35	0.742331288344	1.0
1802_68	0.647239263804	1.0
1806_57	0.751533742331	1.0
1814_40	0.739263803681	0.526912181303
1818_73	0.0521472392638	0.028328611898
1821_80	0.365030674847	0.345609065156
1828_48	0.0429447852761	0.0538243626062
1831_30	0.0398773006135	0.0736543909348
1859_46	0.503067484663	0.0906515580737
1873_55	0.368098159509	0.583569405099
1877_35	0.0306748466258	0.0453257790368
1882_60	0.677914110429	1.0
1886_59	0.631901840491	1.0
1889_29	0.0368098159509	0.028328611898
1893_33	0.226993865031	0.0679886685552
1901_91	0.352760736196	1.0
1908_45	0.641104294479	0.883852691218
1911_86	0.0674846625767	1.0
1936_69	0.058282208589	0.0821529745042
1951_31	0.0552147239264	0.0339943342776
1963_76	0.358895705521	1.0
1973_60	0.021472392638	0.0481586402266
1983_73	0.0306748466258	0.0254957507082
1984_74	0.361963190184	1.0
1995_70	0.0337423312883	0.042492917847
1997_30	0.699386503067	1.0
2007_78	0.0521472392638	0.172804532578
2023_91	0.59509202454	0.118980169972
2029_74	0.0490797546012	0.815864022663
2050_65	0.220858895706	1.0
2052_33	0.208588957055	0.0651558073654
2059_82	0.0337423312883	0.0198300283286
2063_39	0.398773006135	0.481586402266
2069_41	0.0889570552147	0.235127478754
2071_67	0.0674846625767	0.354107648725
2073_78	0.0429447852761	0.878186968839
2077_52	0.21472392638	1.0
2078_47	0.358895705521	1.0
2081_34	0.0490797546012	0.0254957507082
2092_48	0.0889570552147	0.889518413598
2094_36	0.493865030675	0.116147308782
2096_49	0.021472392638	0.0311614730878
2099_78	0.358895705521	0.492917847025
2108_80	0.349693251534	1.0
2113_77	0.349693251534	0.501416430595
2118_67	0.058282208589	0.0651558073654
2135_88	0.0306748466258	0.0538243626062
2153_64	0.349693251534	0.218130311615
2158_28	0.0613496932515	0.203966005666
2173_28	0.165644171779	0.235127478754
2175_47	0.361963190184	0.342776203966
2185_39	0.058282208589	0.461756373938
2188_70	0.0368098159509	0.192634560907
2196_52	0.0521472392638	0.0056657223796
2203_84	0.0981595092025	0.189801699717
2204_63	0.0613496932515	0.878186968839
2208_74	0.757668711656	0.481586402266
2214_90	0.0552147239264	1.0
2218_65	0.0644171779141	0.0623229461756
2227_90	0.0705521472393	0.0368271954674
2229_28	0.0521472392638	0.883852691218
2253_30	0.371165644172	0.070821529745
2258_86	0.0858895705521	0.209631728045
2275_28	0.0613496932515	1.0
2279_89	0.205521472393	0.886685552408
2282_76	0.822085889571	0.889518413598
2298_57	0.641104294479	0.830028328612
2310_56	0.079754601227	0.0339943342776
2319_62	0.355828220859	1.0
2333_29	0.0613496932515	0.0878186968839
2343_68	0.0490797546012	1.0
2371_47	0.0368098159509	0.0453257790368
2390_55	0.0368098159509	0.0481586402266
2391_40	0.365030674847	0.458923512748
2415_38	0.263803680982	0.878186968839
2417_73	0.0276073619632	0.0509915014164
2444_55	0.662576687117	0.773371104816
2446_50	0.0766871165644	0.0198300283286
2449_71	0.0398773006135	1.0
2452_62	0.199386503067	1.0
2458_91	0.340490797546	0.0764872521246
2462_32	0.730061349693	1.0
2465_31	0.776073619632	0.886685552408
2467_73	0.0950920245399	1.0
2468_49	0.0674846625767	0.645892351275
2472_29	0.079754601227	0.883852691218
2478_83	0.846625766871	0.475920679887
2489_44	0.773006134969	1.0
2490_62	0.116564417178	1.0
2498_87	0.0613496932515	0.889518413598
2504_59	0.472392638037	1.0
2506_41	0.0276073619632	0.0368271954674
2510_63	0.0460122699387	0.0538243626062
2520_62	0.0337423312883	0.028328611898
2522_52	0.0705521472393	0.0538243626062
2524_49	0.199386503067	1.0
2531_41	0.907975460123	0.365439093484
2536_31	0.21472392638	0.356940509915
2539_46	0.358895705521	0.946175637394
2549_37	0.0490797546012	0.648725212465
2561_43	0.947852760736	0.0623229461756
2569_61	0.0368098159509	0.13597733711
2587_81	0.355828220859	0.101983002833
2600_32	0.365030674847	1.0
2604_80	0.0398773006135	0.056657223796
2607_77	0.58282208589	0.0623229461756
2610_74	0.0828220858896	0.515580736544
2613_35	0.334355828221	0.657223796034
2622_78	0.230061349693	1.0
2629_67	0.0613496932515	1.0
2638_89	0.38036809816	0.198300283286
2646_90	0.361963190184	1.0
2647_80	0.0368098159509	0.0169971671388
2672_52	0.0490797546012	0.881019830028
2673_85	0.0460122699387	0.0509915014164
2675_41	0.874233128834	0.881019830028
2681_76	0.653374233129	1.0
2694_85	0.0368098159509	0.0623229461756
2695_90	0.365030674847	0.889518413598
2700_70	0.371165644172	1.0
2706_37	0.932515337423	0.815864022663
2714_81	0.220858895706	1.0
2719_35	0.726993865031	1.0
2726_87	0.0674846625767	0.118980169972
2730_31	0.374233128834	1.0
2733_71	0.217791411043	0.0793201133144
2737_91	1.0	0.597733711048
2738_53	0.187116564417	1.0
2749_91	0.211656441718	1.0
2752_28	0.0398773006135	0.0651558073654
2756_75	0.898773006135	0.770538243626
2762_38	0.211656441718	0.368271954674
2767_47	0.490797546012	0.110481586402
2769_41	0.0337423312883	0.0113314447592
2770_75	0.0644171779141	0.881019830028
2780_54	0.058282208589	0.759206798867
2785_46	0.355828220859	1.0
2787_67	0.0705521472393	0.643059490085
2791_31	0.472392638037	1.0
2793_44	0.58282208589	1.0
2798_80	0.521472392638	0.127478753541
2802_90	0.481595092025	0.521246458924
2830_85	0.0429447852761	0.750708215297
2842_54	0.223926380368	0.056657223796
2850_85	0.0398773006135	1.0
2853_49	0.00920245398773	0.00849858356941
2856_87	0.352760736196	0.215297450425
2860_61	0.40490797546	0.0311614730878
2866_89	0.0644171779141	0.220963172805
2876_67	0.361963190184	0.71388101983
2880_29	0.10736196319	0.0793201133144
2883_77	0.0429447852761	0.192634560907
2905_67	0.0521472392638	0.212464589235
2917_52	0.346625766871	0.198300283286
2921_42	0.0245398773006	0.0453257790368
2922_46	0.211656441718	0.487252124646
2924_71	0.21472392638	0.70821529745
2926_40	0.377300613497	0.356940509915
2934_37	0.0398773006135	0.441926345609
2946_69	0.10736196319	0.444759206799
2958_45	0.58282208589	1.0
2964_58	0.0613496932515	1.0
2965_63	0.0337423312883	0.0736543909348
2967_65	0.38036809816	1.0
2972_39	0.0276073619632	0.00849858356941
2973_81	0.349693251534	0.883852691218
2977_34	0.0337423312883	0.0339943342776
2995_88	0.0368098159509	0.0339943342776
2997_90	0.0368098159509	0.354107648725
3000_77	0.0766871165644	0.883852691218
3023_31	0.0460122699387	0.0538243626062
3028_78	0.0644171779141	1.0
3043_74	0.0552147239264	0.869688385269
3052_75	0.0858895705521	0.441926345609
3061_28	0.349693251534	0.889518413598
3066_87	0.0306748466258	0.0169971671388
3070_53	0.389570552147	0.555240793201
3086_54	0.0306748466258	0.028328611898
3088_43	0.588957055215	0.643059490085
3095_80	0.355828220859	0.889518413598
3096_79	0.0337423312883	0.104815864023
3107_87	0.0736196319018	0.0764872521246
3116_89	0.0398773006135	0.0226628895184
3119_55	0.515337423313	0.070821529745
3121_80	0.0490797546012	0.331444759207
3122_28	0.239263803681	0.889518413598
3150_87	0.0736196319018	0.0169971671388
3155_53	0.0521472392638	0.209631728045
3161_65	0.349693251534	0.359773371105
3166_90	0.0521472392638	0.181303116147
3169_60	0.588957055215	0.722379603399
3185_57	0.493865030675	1.0
3186_73	0.0245398773006	0.0226628895184
3192_80	0.220858895706	0.161473087819
3193_65	0.0460122699387	0.028328611898
3195_89	0.0429447852761	0.260623229462
3197_40	0.196319018405	0.0339943342776
3207_79	0.895705521472	0.226628895184
3208_68	0.0429447852761	0.220963172805
3218_28	0.0276073619632	0.0311614730878
3223_61	0.358895705521	0.235127478754
3233_65	0.0613496932515	0.0963172804533
3235_41	0.368098159509	0.218130311615
3243_91	0.217791411043	1.0
3265_37	0.377300613497	1.0
3275_78	0.352760736196	1.0
3279_60	0.386503067485	0.756373937677
3293_46	0.647239263804	1.0
3309_54	0.0398773006135	0.0736543909348
3311_53	0.0674846625767	0.767705382436
3316_88	0.346625766871	0.725212464589
3323_31	0.484662576687	0.881019830028
3325_72	0.0644171779141	0.813031161473
3326_76	0.0613496932515	1.0
3336_69	0.524539877301	1.0
3338_78	0.374233128834	1.0
3342_57	0.0276073619632	0.0594900849858
3347_64	0.211656441718	1.0
3351_82	0.0644171779141	0.478753541076
3355_57	0.414110429448	0.889518413598
3375_61	0.334355828221	0.028328611898
3406_43	0.349693251534	1.0
3415_41	0.0368098159509	0.056657223796
3416_78	0.355828220859	0.337110481586
3417_74	0.0674846625767	0.881019830028
3434_47	0.0889570552147	0.056657223796
3437_63	0.0674846625767	0.0594900849858
3459_65	0.38036809816	0.694050991501
3460_56	0.0552147239264	0.818696883853
3462_79	0.358895705521	0.0934844192635
3471_52	0.0337423312883	0.0651558073654
3477_72	0.598159509202	0.70821529745
3480_84	0.0674846625767	0.379603399433
3490_39	0.782208588957	1.0
3499_78	0.21472392638	1.0
3501_43	0.0368098159509	0.368271954674
3512_65	0.19018404908	1.0
3547_66	0.365030674847	0.634560906516
3548_79	0.0490797546012	0.0311614730878
3550_31	0.355828220859	0.0594900849858
3553_58	0.217791411043	0.767705382436
3560_88	0.239263803681	0.218130311615
3564_82	0.0613496932515	0.0623229461756
3572_55	0.935582822086	0.203966005666
3574_83	0.662576687117	1.0
3594_89	0.0736196319018	0.337110481586
3606_36	0.0705521472393	0.592067988669
3607_43	0.0490797546012	0.359773371105
3611_73	0.0858895705521	0.0509915014164
3619_57	0.0460122699387	0.881019830028
3622_58	0.0306748466258	0.229461756374
3630_84	0.0429447852761	0.042492917847
3631_75	0.352760736196	1.0
3640_36	0.349693251534	0.478753541076
3641_28	0.711656441718	0.600566572238
3642_81	0.199386503067	0.597733711048
3651_86	0.0889570552147	0.679886685552
3660_84	0.0337423312883	0.883852691218
3662_76	0.0490797546012	0.209631728045
3680_38	0.0368098159509	0.0878186968839
3705_51	0.788343558282	0.779036827195
3708_57	0.0613496932515	0.0396600566572
3726_89	0.490797546012	1.0
3728_43	0.484662576687	1.0
3734_80	0.457055214724	1.0
3750_30	0.0613496932515	0.113314447592
3756_59	0.0674846625767	0.762039660057
3774_65	0.822085889571	0.583569405099
3780_33	0.058282208589	0.056657223796
3782_87	0.211656441718	0.334277620397
3794_78	0.208588957055	0.878186968839
3798_88	0.343558282209	0.461756373938
3799_66	0.374233128834	1.0
3814_63	0.0460122699387	0.237960339943
3827_41	0.0398773006135	0.028328611898
3828_44	0.355828220859	1.0
3832_59	0.361963190184	0.481586402266
3833_60	0.0828220858896	0.223796033994
3841_39	0.564417177914	1.0
3845_57	0.0184049079755	1.0
3849_62	0.058282208589	0.0481586402266
3853_41	0.349693251534	0.946175637394
3857_82	0.358895705521	1.0
3872_66	0.518404907975	1.0
3879_61	0.079754601227	0.0679886685552
3887_73	0.371165644172	0.376770538244
3892_29	0.0460122699387	0.0793201133144
3931_83	0.223926380368	0.0963172804533
3939_41	0.058282208589	0.634560906516
3940_64	0.0398773006135	0.0509915014164
3943_39	0.0613496932515	1.0
3948_61	0.223926380368	0.475920679887
3959_51	0.199386503067	0.178470254958
3960_88	0.352760736196	1.0
3970_68	0.0337423312883	0.342776203966
3972_48	0.0276073619632	0.158640226629
3991_50	0.760736196319	0.878186968839
3992_90	0.0398773006135	0.0396600566572
4000_53	0.374233128834	1.0
4001_59	0.0552147239264	0.070821529745
4009_58	0.0337423312883	0.359773371105
4010_57	0.352760736196	0.203966005666
4013_34	0.0613496932515	0.762039660057
4018_78	0.760736196319	0.886685552408
4025_36	0.0490797546012	0.300283286119
4032_54	0.355828220859	0.0396600566572
4034_88	0.0337423312883	0.0311614730878
4035_65	0.239263803681	0.56940509915
4040_80	0.0368098159509	0.0906515580737
4041_88	0.769938650307	1.0
4042_33	0.19018404908	0.736543909348
4049_82	0.754601226994	1.0
4058_49	0.0674846625767	0.0339943342776
4069_75	0.346625766871	0.229461756374
4075_76	0.0766871165644	0.889518413598
4079_78	0.0460122699387	0.0934844192635
4082_90	0.0368098159509	0.232294617564
4083_51	0.0674846625767	0.767705382436
4086_32	0.193251533742	0.042492917847
4090_91	0.0398773006135	0.600566572238
4092_64	0.0306748466258	0.0396600566572
4100_83	0.0705521472393	0.889518413598
4120_34	0.815950920245	0.594900849858
4148_78	0.058282208589	0.57790368272
4154_31	0.0368098159509	0.0198300283286
4155_72	0.352760736196	1.0
4163_32	0.481595092025	1.0
4175_63	0.0122699386503	0.0
4183_53	0.0429447852761	0.0878186968839
4186_52	0.208588957055	1.0
4188_69	0.361963190184	0.886685552408
4192_59	0.20245398773	0.0651558073654
4195_91	0.0276073619632	0.070821529745
4201_68	0.0306748466258	0.0056657223796
4207_88	0.0306748466258	0.405099150142
4212_31	0.0368098159509	0.0878186968839
4214_47	0.349693251534	1.0
4218_29	0.0766871165644	0.042492917847
4234_33	0.0429447852761	0.028328611898
4242_79	0.469325153374	1.0
4258_35	0.0429447852761	0.00849858356941
4261_65	0.0460122699387	0.0934844192635
4295_46	0.0460122699387	0.492917847025
4296_81	0.325153374233	1.0
4299_80	0.475460122699	1.0
4301_74	0.199386503067	0.107648725212
4312_88	0.641104294479	0.348441926346
4317_34	0.0644171779141	1.0
4332_84	0.355828220859	1.0
4334_59	0.10736196319	0.764872521246
4339_65	0.0429447852761	0.484419263456
4344_87	0.0337423312883	1.0
4354_58	0.0398773006135	0.492917847025
4360_40	0.0245398773006	1.0
4373_68	0.355828220859	0.832861189802
4376_39	0.769938650307	1.0
4379_61	0.211656441718	1.0
4380_71	0.058282208589	0.0963172804533
4398_61	0.0705521472393	0.70821529745
4400_49	0.0674846625767	0.215297450425
4407_83	0.463190184049	0.133144475921
4408_32	0.748466257669	1.0
4411_47	0.199386503067	0.056657223796
4421_87	0.211656441718	0.056657223796
4440_42	0.343558282209	1.0
4455_36	0.782208588957	1.0
4457_68	0.349693251534	0.354107648725
4466_59	0.361963190184	0.209631728045
4472_47	0.371165644172	0.229461756374
4486_69	0.0613496932515	1.0
4492_63	0.386503067485	1.0
4495_45	0.0705521472393	0.705382436261
4514_61	0.0889570552147	0.042492917847
4522_65	0.0245398773006	0.260623229462
4525_29	0.217791411043	0.0934844192635
4536_90	0.0245398773006	0.0311614730878
4546_32	0.263803680982	0.070821529745
4563_38	0.515337423313	0.0934844192635
4570_57	0.0398773006135	1.0
4575_74	0.38036809816	1.0
4583_66	0.0398773006135	0.475920679887
4592_60	0.349693251534	0.201133144476
4596_47	0.0521472392638	0.0849858356941
4601_49	0.0552147239264	0.478753541076
4604_86	0.0429447852761	0.747875354108
4616_62	0.0490797546012	0.515580736544
4620_80	0.38036809816	0.889518413598
4622_89	0.0705521472393	0.0509915014164
4646_41	0.0736196319018	0.229461756374
4654_86	0.460122699387	0.654390934844
4659_81	0.355828220859	0.756373937677
4660_88	0.0429447852761	0.0736543909348
4661_57	0.211656441718	0.226628895184
4662_63	0.355828220859	0.886685552408
4667_37	0.220858895706	0.473087818697
4668_58	0.60736196319	0.0453257790368
4677_64	0.0368098159509	0.0339943342776
4678_40	0.0337423312883	0.269121813031
4679_86	0.920245398773	0.0311614730878
4694_90	0.0460122699387	0.0226628895184
4702_37	0.355828220859	0.317280453258
4706_51	0.0644171779141	0.0453257790368
4712_67	0.0368098159509	0.0509915014164
4716_91	0.0766871165644	0.767705382436
4720_40	0.0460122699387	0.203966005666
4724_51	0.542944785276	1.0
4732_90	0.503067484663	1.0
4736_81	0.0613496932515	0.881019830028
4750_75	1.0	0.546742209632
4754_67	0.0306748466258	0.220963172805
4761_60	0.0429447852761	0.764872521246
4778_31	0.0552147239264	1.0
4780_65	0.371165644172	0.762039660057
4782_49	0.058282208589	0.0368271954674
4783_91	0.0521472392638	1.0
4797_55	0.0337423312883	0.0311614730878
4800_73	0.021472392638	0.070821529745
4801_91	0.058282208589	0.889518413598
4810_76	0.021472392638	0.0396600566572
4823_49	0.0429447852761	0.881019830028
4832_30	0.217791411043	0.0509915014164
4836_69	0.0368098159509	0.226628895184
4837_65	0.211656441718	0.305949008499
4849_91	0.0705521472393	1.0
4854_58	0.0490797546012	0.660056657224
4862_38	0.199386503067	0.0453257790368
4868_40	0.058282208589	0.600566572238
4870_87	0.0245398773006	1.0
4880_65	0.0122699386503	0.0056657223796
4885_43	0.0398773006135	0.0821529745042
4888_62	0.346625766871	0.0679886685552
4889_35	0.0490797546012	0.762039660057
4894_47	0.0306748466258	0.232294617564
4906_83	0.0552147239264	0.240793201133
4916_34	0.401840490798	0.354107648725
4917_72	0.0122699386503	0.014164305949
4923_42	0.196319018405	1.0
4930_64	0.0521472392638	0.660056657224
4939_45	0.0460122699387	0.254957507082
4945_66	0.0736196319018	0.0679886685552
4957_46	0.726993865031	1.0
4959_91	0.361963190184	0.240793201133
4989_29	0.0429447852761	0.0368271954674
4994_40	0.343558282209	0.886685552408
4998_74	0.355828220859	0.339943342776
5002_78	0.349693251534	0.206798866856
5016_65	0.239263803681	1.0
5019_63	0.39263803681	0.243626062323
5027_61	0.220858895706	0.883852691218
5031_43	0.205521472393	0.212464589235
5035_84	0.0153374233129	0.0198300283286
5045_50	0.208588957055	0.223796033994
5052_78	0.0398773006135	0.0368271954674
5053_41	0.0429447852761	0.107648725212
5068_86	0.239263803681	1.0
5071_32	0.371165644172	0.600566572238
5079_91	0.361963190184	1.0
5086_91	0.0429447852761	0.0169971671388
5089_70	0.496932515337	1.0
5096_39	0.0766871165644	1.0
5114_64	0.205521472393	0.764872521246
5117_50	0.726993865031	1.0
5127_50	0.058282208589	0.107648725212
5151_89	0.0674846625767	0.0651558073654
5154_84	0.358895705521	1.0
5155_62	0.0828220858896	0.592067988669
5168_84	0.0552147239264	0.0226628895184
5171_50	0.340490797546	0.889518413598
5176_53	0.058282208589	0.878186968839
5182_75	0.0429447852761	0.0538243626062
5190_80	0.352760736196	0.331444759207
5193_34	0.708588957055	0.657223796034
5195_54	0.699386503067	1.0
5209_34	0.0490797546012	0.0849858356941
5210_89	0.48773006135	1.0
5232_84	0.079754601227	0.0906515580737
5258_85	0.021472392638	0.0453257790368
5264_55	0.208588957055	0.0509915014164
5272_60	0.248466257669	1.0
5279_91	0.346625766871	0.334277620397
5281_76	0.211656441718	0.0793201133144
5287_68	0.0674846625767	0.042492917847
5292_52	0.59509202454	0.558073654391
5301_70	1.0	0.342776203966
5304_79	0.205521472393	0.351274787535
5329_80	0.0429447852761	0.589235127479
5333_31	0.20245398773	0.0623229461756
5337_80	0.349693251534	0.0878186968839
5340_69	0.0490797546012	0.0963172804533
5343_50	0.361963190184	0.886685552408
5370_85	0.205521472393	0.878186968839
5376_57	0.20245398773	1.0
5378_91	0.217791411043	0.0849858356941
5382_81	0.506134969325	0.889518413598
5397_47	0.0521472392638	0.223796033994
5407_74	0.407975460123	0.946175637394
5409_74	0.650306748466	0.946175637394
5410_66	0.40490797546	1.0
5423_85	0.0153374233129	0.869688385269
5435_91	0.0950920245399	0.484419263456
5436_61	0.0521472392638	1.0
5447_54	1.0	0.0509915014164
5449_41	0.0644171779141	0.0339943342776
5451_48	0.0398773006135	0.104815864023
5464_49	0.374233128834	0.883852691218
5473_63	0.230061349693	1.0
5491_29	0.0398773006135	0.0311614730878
5508_43	0.193251533742	0.362606232295
5516_56	0.0398773006135	0.0481586402266
5524_53	0.0674846625767	0.345609065156
5529_32	0.328220858896	1.0
5530_31	0.852760736196	0.835694050992
5531_87	0.696319018405	1.0
5532_89	0.0306748466258	0.0
5538_91	0.0552147239264	0.883852691218
5541_41	0.0337423312883	0.603399433428
5542_84	0.414110429448	1.0
5545_54	0.558282208589	1.0
5546_70	0.69018404908	1.0
5555_88	0.558282208589	1.0
5562_45	0.211656441718	0.728045325779
